gisco_id,name,registered,turnout,invalid,blank,CDU,SPD,CSU,GRÜNE,PDS,FDP,REP,Die Tierschutzpartei,GRAUE,NPD,DIE FRAUEN,ödp,PBC,CM,BP,BüSo,ZENTRUM,FAMILIE,Deutschland,Unabhängige Kandidaten,AUFBRUCH,DKP,DP,PSG
DE234,Amberg-Sulzbach,82529,31497,374,0,0,5535,18658,1927,191,920,631,253,127,174,108,1331,106,64,371,18,32,197,190,142,50,23,56,19
DE235,Cham,101500,30785,413,0,0,3133,21269,1459,125,730,668,240,137,187,104,834,76,83,507,13,30,155,156,35,39,22,357,13
DE236,Neumarkt i.d. OPf.,95956,40067,399,0,0,4150,27822,2687,226,1093,581,301,152,212,112,1133,68,74,413,18,47,230,133,59,44,25,73,15
DE237,Neustadt a.d. Waldnaab,77126,29048,432,0,0,5180,17503,1260,133,800,608,213,98,229,115,727,42,68,313,6,21,178,121,865,44,13,56,23
DE238,Regensburg,137989,52910,538,0,0,7290,31422,4255,437,1709,1060,435,198,230,165,3285,76,76,721,33,60,356,209,92,57,25,147,34
DE239,Schwandorf,113446,38000,538,0,0,6953,23434,1909,275,863,822,291,166,197,155,1042,51,94,467,12,43,241,199,63,45,32,91,17
DE23A,Tirschenreuth,62244,23896,307,0,0,3675,15807,1044,115,610,387,200,116,140,97,380,23,72,225,11,33,142,108,311,26,16,35,16
DE241,"Bamberg, Stadt",52994,20211,188,0,0,2762,10449,3607,218,1035,502,175,124,71,88,382,45,25,164,12,19,121,87,42,28,24,29,14
DE242,"Bayreuth, Stadt",57836,21667,184,0,0,4365,10708,3069,286,1284,380,192,127,100,87,212,113,44,90,12,22,102,87,56,32,22,82,11
DE243,"Coburg, Stadt",32836,12288,103,0,0,2778,5811,1562,182,742,177,102,75,120,40,253,35,15,56,4,9,82,52,22,11,12,37,8
DE244,"Hof, Stadt",37200,12633,158,0,0,2571,7096,922,140,483,393,125,73,46,31,122,141,22,68,6,11,72,59,30,13,12,36,3
DE245,Bamberg,110652,45116,433,0,0,5052,29408,3330,261,1427,1618,374,185,333,170,637,160,94,640,22,37,351,241,127,86,34,75,21
DE246,Bayreuth,85897,34394,387,0,0,6205,20822,2381,256,1027,1086,276,164,196,117,355,128,55,263,14,26,230,172,94,51,20,48,21
DE247,Coburg,71566,27927,382,0,0,6803,14817,2076,285,1151,412,224,106,447,99,310,77,24,176,9,16,230,122,42,40,13,42,24
DE248,Forchheim,86136,36900,304,0,0,5196,22164,3835,275,1388,1306,315,176,275,129,457,187,69,244,13,24,233,120,67,35,21,52,15
DE249,Hof,84979,32562,342,0,0,7106,19210,1799,267,893,716,302,159,131,96,296,385,63,202,13,30,203,143,48,36,20,81,21
DE24A,Kronach,59899,32839,1462,0,0,8464,18420,1217,212,728,532,239,87,409,116,170,125,41,142,7,21,170,121,40,27,17,47,25
DE24B,Kulmbach,62562,25003,333,0,0,5671,13579,1875,193,939,648,222,94,368,75,249,102,46,130,11,23,166,114,51,27,25,48,14
DE24C,Lichtenfels,55311,21726,283,0,0,3534,13831,1195,127,602,364,147,98,495,90,256,106,49,149,10,22,129,99,33,37,13,42,15
DE24D,Wunsiedel i. Fichtelgebirge,66236,23562,392,0,0,5712,13219,1323,178,601,427,261,133,240,70,185,117,38,182,12,27,152,127,41,29,16,59,21
DE251,"Ansbach, Stadt",30836,11208,110,0,0,2142,5221,1664,117,418,333,111,81,51,45,510,94,18,50,8,12,84,54,30,14,19,17,5
DE252,"Erlangen, Stadt",73606,37815,404,0,0,7879,16162,7633,536,2094,350,336,245,173,167,903,105,35,139,30,13,212,121,91,45,43,64,35
DE253,"Fürth, Stadt",79988,29153,335,0,0,6896,12886,4284,511,1091,639,332,247,505,127,371,125,24,141,14,52,226,145,68,31,34,43,26
DE254,"Nürnberg, Stadt",337154,138384,1591,0,0,30828,62750,21893,2732,5068,2711,1446,1311,1632,542,1668,573,155,637,78,156,799,723,290,257,179,267,98
DE255,"Schwabach, Stadt",28694,11376,130,0,0,2347,5563,1585,125,458,218,125,90,77,44,231,99,17,59,4,19,66,45,20,18,7,23,6
DE256,Ansbach,138510,52414,566,0,0,7745,30399,5384,389,1766,1656,394,220,308,218,1228,656,106,338,38,44,389,215,103,74,36,114,28
DE257,Erlangen-Höchstadt,98184,43536,350,0,0,8055,23147,6139,403,2078,554,362,276,308,150,581,174,52,197,23,42,279,137,97,47,19,51,15
DE258,Fürth,87254,38514,433,0,0,8241,19167,4806,393,1562,938,414,287,347,160,485,237,78,217,18,38,274,169,82,72,18,62,16
DE259,Nürnberger Land,127650,55596,495,0,0,11847,28031,7342,517,2180,1208,529,313,397,205,663,418,83,385,22,100,337,185,100,73,80,66,20
DE25A,Neustadt a.d. Aisch-Bad Windsheim,76525,30365,317,0,0,5114,17453,2926,207,1051,589,245,115,342,100,860,213,45,177,11,35,282,88,59,48,19,55,14
DE25B,Roth,94887,39501,434,0,0,6949,22770,4220,325,1401,681,395,252,240,137,481,202,50,242,22,66,258,140,87,50,22,52,25
DE25C,Weißenburg-Gunzenhausen,72468,30307,329,0,0,4690,18571,2522,243,850,693,209,115,149,102,925,228,52,176,17,29,166,89,48,40,23,28,13
DE261,"Aschaffenburg, Stadt",49786,16558,262,0,0,2663,8619,2285,281,993,392,127,146,75,84,200,23,40,58,10,12,103,73,41,20,19,27,5
DE262,"Schweinfurt, Stadt",40029,14054,183,0,0,3282,7101,1177,167,556,591,105,130,97,49,214,48,35,54,3,10,76,78,25,13,10,34,16
DE263,"Würzburg, Stadt",98542,40581,394,0,0,6433,17447,8517,579,2425,1833,353,310,89,165,1107,136,60,125,20,35,211,115,76,55,30,41,25
DE264,Aschaffenburg,131888,53477,1032,0,0,8020,30902,5401,478,2551,1574,541,322,191,227,593,44,172,251,28,48,465,262,134,82,45,85,29
DE265,Bad Kissingen,85824,36183,497,0,0,4351,23106,2657,224,1348,1305,302,193,157,146,664,142,110,203,28,40,248,246,65,37,22,66,26
DE266,Rhön-Grabfeld,65689,28068,439,0,0,2984,18895,1861,184,990,921,189,129,152,131,285,71,89,156,9,32,195,161,36,48,22,69,20
DE267,Haßberge,68427,27680,390,0,0,4272,16370,1901,192,1156,824,219,115,551,100,690,79,58,212,6,36,214,122,45,34,16,60,18
DE268,Kitzingen,67530,26924,276,0,0,4063,15555,2254,180,1152,1087,216,142,312,162,677,128,73,184,10,21,187,90,62,30,22,31,10
DE269,Miltenberg,95789,36694,603,0,0,5804,21873,3149,286,1674,888,327,160,161,155,480,65,88,173,15,31,300,176,86,53,22,91,34
DE26A,Main-Spessart,101663,40878,600,0,0,6342,23887,3665,283,1597,1455,450,202,129,154,798,218,56,218,25,53,285,195,75,63,22,74,32
DE26B,Schweinfurt,90231,38507,563,0,0,5627,23571,2864,293,1284,1479,293,245,243,188,567,119,146,210,20,36,298,206,85,59,12,75,24
DE26C,Würzburg,122550,53518,678,0,0,8884,27945,6529,447,2484,2695,563,336,191,227,1106,177,93,251,29,41,391,156,116,45,40,66,28
DE271,"Augsburg, Stadt",178486,68160,804,0,0,11136,35348,10257,768,2728,1693,753,532,297,265,1203,214,152,526,66,80,364,436,150,124,66,156,42
DE272,"Kaufbeuren, Stadt",32006,18649,364,0,0,2399,10961,1545,135,905,523,236,114,105,98,195,38,42,326,16,20,143,145,239,31,12,37,20
DE273,"Kempten (Allgäu), Stadt",46375,17188,195,0,0,2476,9519,1802,160,907,698,213,146,48,68,359,59,76,139,11,21,101,79,26,28,12,39,6
DE274,"Memmingen, Stadt",29709,17012,470,0,0,2869,9150,1511,111,640,318,196,162,208,80,551,146,45,164,11,16,128,109,44,41,15,18,9
DE275,Aichach-Friedberg,94144,38971,315,0,0,4159,24680,4012,227,1468,1177,323,196,130,119,920,106,97,395,25,37,254,138,73,40,25,42,13
DE276,Augsburg,178266,72941,728,0,0,9083,45021,7565,434,3051,1710,668,458,273,293,1305,172,141,666,42,79,486,319,153,96,39,131,28
DE277,Dillingen a.d. Donau,71398,28038,235,0,0,3213,17984,1961,130,1162,1207,227,129,201,110,455,63,63,269,19,25,194,202,62,44,13,54,16
DE278,Günzburg,88979,32305,327,0,0,3580,21063,2245,228,1200,940,291,201,194,145,624,117,107,306,20,22,220,224,86,64,18,69,14
DE279,Neu-Ulm,117848,41178,537,0,0,6291,22800,4608,359,2082,879,383,363,457,195,552,149,151,365,48,32,323,289,101,83,33,79,19
DE27A,Lindau (Bodensee),56579,22270,250,0,0,2655,12753,3003,155,1082,259,251,189,78,97,753,48,90,178,11,21,152,82,57,42,21,32,11
DE27B,Ostallgäu,100087,40135,314,0,0,3775,26055,3714,216,1654,624,319,212,149,143,827,92,137,1058,21,38,244,186,171,78,28,64,16
DE27C,Unterallgäu,102108,40263,454,0,0,3560,26975,2781,209,1483,664,375,196,280,141,1233,245,177,618,41,35,270,200,147,56,21,83,19
DE27D,Donau-Ries,98233,38956,401,0,0,4849,25836,2797,201,1158,897,311,157,198,189,812,91,79,316,21,31,209,183,54,52,28,57,29
DE27E,Oberallgäu,112322,47061,457,0,0,4597,30427,4557,234,2162,842,435,308,125,175,906,122,187,639,27,28,322,189,117,104,21,61,19
DEC01,Stadtverband Saarbrücken,260803,134499,7031,0,51450,37289,0,12825,3498,6457,1356,2053,2682,3647,684,213,88,219,0,74,109,2935,477,275,209,469,328,131
DEC02,Merzig-Wadern,83257,53719,4173,0,24356,14665,0,2997,646,2242,562,780,601,457,243,63,100,191,0,27,35,950,215,115,79,68,116,38
DEC03,Neunkirchen,114918,64061,4254,0,25167,20645,0,3841,1284,2258,909,1012,1006,721,303,77,58,81,0,39,43,1589,271,114,86,112,136,55
DEC04,Saarlouis,162553,95328,6741,0,40319,27256,0,6158,1680,3784,1095,1463,1266,1136,453,155,71,258,0,55,97,1997,433,235,148,134,274,120
DEC05,Saarpfalz-Kreis,120833,68772,4500,0,28495,18062,0,5565,1073,3190,987,936,801,926,288,123,96,122,0,20,50,2653,314,132,111,97,157,74
DEC06,St. Wendel,76436,51587,4258,0,24964,13358,0,2651,626,1536,595,588,523,415,201,42,54,93,0,29,40,995,195,113,74,73,112,52
DE300,"Berlin, Stadt",2444105,942981,20960,0,243083,176955,0,210032,132381,49275,12621,14549,35772,8502,4955,1945,2182,1055,0,1118,710,11428,4204,2938,1467,2903,2536,1410
DE421,"Brandenburg an der Havel, Stadt",63906,11700,212,0,2689,2756,0,870,3400,535,157,192,192,117,104,29,23,20,0,16,12,144,69,45,26,37,35,20
DE422,"Cottbus, Stadt",88048,19870,196,0,3865,4175,0,1716,7174,918,207,204,232,238,189,41,52,32,0,24,22,221,97,83,37,61,45,41
DE411,"Frankfurt (Oder), Stadt",53905,14243,313,0,2741,2626,0,994,5426,548,134,205,204,239,178,37,45,28,0,21,22,199,88,47,36,43,37,32
DE423,"Potsdam, Stadt",117109,38565,630,0,5774,7838,0,6073,13061,1579,286,500,535,285,244,97,86,56,0,53,22,800,175,102,61,161,76,71
DE412,Barnim,144356,38214,723,0,7806,7291,0,2945,13373,1461,474,715,754,584,325,84,86,91,0,79,59,567,251,137,78,162,96,73
DE424,Dahme-Spreewald,132728,40012,806,0,9715,8032,0,2856,11824,1833,504,671,749,667,358,91,86,87,0,90,44,681,309,168,103,134,130,74
DE425,Elbe-Elster,104790,28257,765,0,9086,5114,0,996,7171,1240,538,500,266,588,327,63,111,88,0,60,22,617,277,113,99,56,99,61
DE426,Havelland,123962,33134,680,0,8762,6932,0,3259,8018,1789,503,494,585,435,284,65,94,60,0,47,38,509,217,107,59,69,75,53
DE413,Märkisch-Oderland,157656,43206,869,0,8922,7772,0,2852,15784,1794,576,731,723,694,459,81,102,86,0,73,31,716,294,175,117,170,96,89
DE414,Oberhavel,162154,48137,956,0,11271,9688,0,4339,13190,2362,648,944,947,1274,416,100,140,105,0,63,44,707,333,160,99,95,188,68
DE427,Oberspreewald-Lausitz,112935,26728,603,0,7069,5252,0,1035,8196,1124,465,387,309,554,289,60,67,76,0,49,22,470,248,108,85,62,135,63
DE415,Oder-Spree,158787,43758,913,0,9210,8600,0,2631,14308,1849,536,701,724,1712,444,88,91,102,0,94,46,801,303,162,137,127,96,83
DE416,Ostprignitz-Ruppin,90566,21024,485,0,5392,4308,0,1533,6118,960,185,308,260,275,186,78,108,57,0,30,19,366,126,50,53,38,54,35
DE428,Potsdam-Mittelmark,163565,49566,934,0,12192,10832,0,5650,11824,3039,486,770,721,466,393,109,123,84,0,57,73,861,275,220,94,125,157,81
DE417,Prignitz,75725,19132,362,0,5745,4123,0,738,5374,786,199,257,174,331,170,67,79,41,0,33,30,265,132,56,47,26,63,34
DE429,Spree-Neiße,116515,27434,677,0,7236,4967,0,1166,8462,1324,523,430,323,506,279,62,101,104,0,50,55,465,242,100,68,45,192,57
DE42A,Teltow-Fläming,132102,36307,800,0,8806,7749,0,2741,10113,1695,450,683,669,417,322,83,115,89,0,64,38,653,252,139,92,101,168,68
DE418,Uckermark,116737,29913,576,0,7307,6535,0,1331,9419,1317,348,377,332,556,307,55,76,76,0,57,33,567,187,98,92,113,71,83
DE801,"Greifswald, Hansestadt",42946,16656,601,0,6920,2214,0,1478,3256,685,109,198,164,180,144,29,33,21,0,20,16,230,114,80,38,48,33,45
DE802,"Neubrandenburg, Stadt",57140,22323,814,0,7265,3578,0,969,6809,783,238,300,179,266,199,20,61,23,0,26,17,347,130,53,76,73,29,68
DE803,"Rostock, Hansestadt",163105,58360,2061,0,15896,11552,0,5284,15122,2356,390,765,1233,619,503,60,121,34,0,80,62,910,407,246,181,226,122,130
DE804,"Schwerin, Landeshauptstadt",78630,30451,1063,0,10168,5704,0,2429,7083,1249,217,336,445,290,265,33,62,33,0,32,33,386,199,125,86,98,57,58
DE805,"Stralsund, Hansestadt",49169,20100,692,0,7388,2762,0,1027,4637,782,223,291,239,670,221,29,64,38,0,35,24,461,169,127,88,55,38,40
DE806,"Wismar, Hansestadt",36628,13107,546,0,3857,3722,0,630,2522,638,89,165,157,126,108,20,16,20,0,19,12,196,99,36,35,31,35,28
DE807,Bad Doberan,97459,48252,2598,0,19232,7517,0,2397,9166,2172,391,890,535,524,483,60,83,41,0,48,34,1001,385,218,157,115,102,103
DE808,Demmin,73139,34640,2267,0,16734,3646,0,821,6808,1000,428,440,212,446,315,34,94,47,0,29,28,606,270,105,83,53,87,87
DE809,Güstrow,88240,38927,2156,0,16649,5959,0,1319,7630,1249,471,569,278,461,388,41,156,34,0,43,45,671,315,145,105,95,71,77
DE80A,Ludwigslust,106006,54273,2986,0,21795,10376,0,1928,9335,1841,453,738,450,1611,559,47,153,38,0,47,48,968,368,127,128,106,88,83
DE80B,Mecklenburg-Strelitz,70267,32534,1877,0,13575,4753,0,1088,6807,1237,400,516,242,427,331,30,72,32,0,24,28,482,221,119,80,77,47,69
DE80C,Müritz,56533,27881,1810,0,10970,4239,0,1240,5327,1134,305,407,178,737,347,39,65,25,0,24,26,528,187,75,78,47,38,55
DE80D,Nordvorpommern,94437,44978,2630,0,21014,5321,0,1408,8338,1440,465,692,395,644,468,49,97,46,0,45,43,843,376,242,102,110,101,109
DE80E,Nordwestmecklenburg,96586,46420,2536,0,18665,8158,0,2079,8522,1700,409,753,351,573,501,49,79,42,0,45,41,928,380,186,148,87,84,104
