gisco_id,name,registered,turnout,invalid,blank,UG,DIV,EXG,ENS,RN,LR,ECO,DVD,REC,UXD,DSV,EXD,DVG,UDI,REG,DVC,HOR,COM,SOC,VEC,FI,RDG
FR_01001,LAbergement-Clémenciat,662,492,7,9,83,0,2,86,258,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01002,LAbergement-de-Varey,228,178,1,6,62,0,1,19,0,5,2,40,0,42,0,0,0,0,0,0,0,0,0,0,0,0
FR_01004,Ambérieu-en-Bugey,8744,6037,47,100,1759,0,94,789,0,262,51,727,60,2148,0,0,0,0,0,0,0,0,0,0,0,0
FR_01005,Ambérieux-en-Dombes,1337,960,7,12,173,1,14,198,494,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01006,Ambléon,98,68,0,3,14,1,1,22,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01007,Ambronay,2073,1530,14,23,310,0,11,226,0,38,19,250,11,628,0,0,0,0,0,0,0,0,0,0,0,0
FR_01008,Ambutrix,568,418,6,4,85,0,6,82,178,46,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
FR_01009,Andert-et-Condon,287,196,0,5,42,2,2,56,77,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FR_01010,Anglefort,826,565,6,8,104,2,3,133,266,31,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
FR_01011,Apremont,295,230,2,8,45,0,1,9,0,3,3,52,3,104,0,0,0,0,0,0,0,0,0,0,0,0
FR_01012,Aranc,299,218,2,3,64,0,2,25,0,3,1,36,0,82,0,0,0,0,0,0,0,0,0,0,0,0
FR_01013,Arandas,125,93,0,2,14,0,1,11,0,8,0,9,0,48,0,0,0,0,0,0,0,0,0,0,0,0
FR_01014,Arbent,2253,1438,11,27,423,0,13,158,0,33,8,275,10,480,0,0,0,0,0,0,0,0,0,0,0,0
FR_01015,Arboys en Bugey,562,407,8,12,88,2,3,101,147,37,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
FR_01016,Arbigny,332,240,2,5,32,0,1,15,112,67,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
FR_01017,Argis,324,226,4,6,54,0,3,24,0,1,5,26,1,102,0,0,0,0,0,0,0,0,0,0,0,0
FR_01019,Armix,37,33,0,0,9,0,1,8,0,0,1,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0
FR_01021,Ars-sur-Formans,1088,864,1,21,145,0,6,209,323,111,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
FR_01022,Artemare,898,608,6,12,107,0,11,52,0,17,13,108,7,275,0,0,0,0,0,0,0,0,0,0,0,0
FR_01023,Asnières-sur-Saône,61,54,0,0,8,0,1,5,32,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01024,Attignat,2486,1809,10,31,345,0,12,218,749,428,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
FR_01025,Bâgé-Dommartin,3174,2164,22,34,350,1,25,389,984,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01026,Bâgé-le-Châtel,635,432,5,6,76,0,3,87,180,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01027,Balan,1316,963,6,18,163,0,10,226,419,86,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
FR_01028,Baneins,432,318,0,4,46,1,5,67,160,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01029,Beaupont,464,329,1,5,48,0,1,35,147,88,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_01030,Beauregard,575,409,3,6,92,0,3,78,171,39,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
FR_01031,Bellignat,1917,1183,12,13,315,0,13,130,0,26,5,238,4,427,0,0,0,0,0,0,0,0,0,0,0,0
FR_01032,Béligneux,2089,1432,4,23,316,0,14,311,639,105,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
FR_01033,Valserhône,9774,5789,50,120,1758,47,75,1317,2101,250,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0
FR_01034,Belley,6190,3961,44,63,964,17,35,834,1458,487,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0
FR_01035,Belleydoux,276,207,0,9,57,0,1,17,0,5,2,37,2,77,0,0,0,0,0,0,0,0,0,0,0,0
FR_01036,Valromey-sur-Séran,1101,798,6,14,220,0,9,116,0,32,13,130,5,253,0,0,0,0,0,0,0,0,0,0,0,0
FR_01037,Bénonces,235,165,0,1,33,0,1,13,0,6,3,39,7,62,0,0,0,0,0,0,0,0,0,0,0,0
FR_01038,Bény,600,455,0,5,93,0,3,31,186,132,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_01040,Béréziat,378,279,1,5,51,0,0,36,134,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_01041,Bettant,576,420,3,17,111,0,5,47,0,22,13,45,1,156,0,0,0,0,0,0,0,0,0,0,0,0
FR_01042,Bey,267,201,3,9,47,1,4,49,72,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01043,Beynost,3876,2815,16,37,745,0,21,825,904,196,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0
FR_01044,Billiat,447,272,1,10,54,2,3,58,127,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_01045,Birieux,208,170,0,3,22,0,1,32,101,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01046,Biziat,657,469,2,15,79,0,4,83,254,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01047,Blyes,909,635,3,14,103,0,8,136,296,67,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
FR_01049,La Boisse,2405,1726,6,26,455,0,13,413,660,105,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0
FR_01050,Boissey,254,185,4,2,22,0,2,13,94,45,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01051,Bolozon,68,51,1,1,12,0,1,8,0,2,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0
FR_01052,Bouligneux,272,210,2,2,22,1,3,43,105,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01053,Bourg-en-Bresse,23103,14887,102,205,5579,2,149,2326,4111,2324,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0
FR_01054,Bourg-Saint-Christophe,1123,913,3,20,220,0,6,195,376,83,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
FR_01056,Boyeux-Saint-Jérôme,333,247,3,1,47,0,1,14,0,3,2,71,2,103,0,0,0,0,0,0,0,0,0,0,0,0
FR_01057,Boz,401,287,3,9,59,0,3,32,131,46,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_01058,Brégnier-Cordon,681,460,3,10,87,1,11,98,213,33,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_01060,Brénod,416,317,0,6,56,0,1,21,0,14,3,97,2,117,0,0,0,0,0,0,0,0,0,0,0,0
FR_01061,Brens,980,723,1,19,121,4,6,171,336,54,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
FR_01062,Bressolles,732,563,1,12,118,0,4,149,184,83,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
FR_01063,Brion,428,327,4,8,44,0,5,37,0,9,3,82,3,132,0,0,0,0,0,0,0,0,0,0,0,0
FR_01064,Briord,852,552,4,14,89,0,2,56,0,17,3,70,2,295,0,0,0,0,0,0,0,0,0,0,0,0
FR_01065,Buellas,1419,1084,2,13,227,0,3,169,397,268,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_01066,La Burbanche,92,69,0,1,18,0,0,5,0,4,0,11,1,29,0,0,0,0,0,0,0,0,0,0,0,0
FR_01067,Ceignes,204,158,4,2,26,0,2,17,0,8,0,25,1,73,0,0,0,0,0,0,0,0,0,0,0,0
FR_01068,Cerdon,575,375,5,0,65,0,1,20,0,5,2,86,4,187,0,0,0,0,0,0,0,0,0,0,0,0
FR_01069,Certines,1179,882,5,13,193,0,3,104,396,162,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
FR_01071,Cessy,2841,1965,8,34,391,43,5,780,535,136,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0
FR_01072,Ceyzériat,2510,1860,22,11,486,0,15,199,551,559,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
FR_01073,Ceyzérieu,916,695,5,15,190,0,6,118,0,19,8,88,4,242,0,0,0,0,0,0,0,0,0,0,0,0
FR_01074,Chalamont,1702,1153,9,30,180,2,16,191,599,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01075,Chaleins,1046,773,4,16,142,2,9,188,364,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01076,Chaley,126,83,1,1,20,0,1,11,0,5,0,14,0,30,0,0,0,0,0,0,0,0,0,0,0,0
FR_01077,Challes,143,108,1,2,20,0,3,14,0,4,0,22,1,41,0,0,0,0,0,0,0,0,0,0,0,0
FR_01078,Challex,836,538,7,10,118,11,4,192,159,29,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
FR_01079,Champagne-en-Valromey,577,421,5,8,140,0,10,54,0,16,5,61,0,122,0,0,0,0,0,0,0,0,0,0,0,0
FR_01080,Champdor,546,396,3,4,74,0,9,48,0,21,10,77,6,144,0,0,0,0,0,0,0,0,0,0,0,0
FR_01081,Champfromier,535,368,1,8,78,3,5,93,154,19,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
FR_01082,Chanay,385,271,8,12,65,0,7,60,107,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01083,Chaneins,820,569,10,22,73,1,3,98,325,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01084,Chanoz-Châtenay,659,484,2,11,77,11,4,91,248,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01085,La Chapelle-du-Châtelard,306,232,1,5,30,0,0,49,131,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01087,Charix,214,166,2,2,49,0,4,10,0,4,1,42,0,52,0,0,0,0,0,0,0,0,0,0,0,0
FR_01088,Charnoz-sur-Ain,793,610,2,12,87,0,7,118,316,54,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
FR_01089,Château-Gaillard,1529,1126,11,18,223,0,6,171,0,43,12,156,5,481,0,0,0,0,0,0,0,0,0,0,0,0
FR_01090,Châtenay,284,223,2,4,46,0,1,40,105,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01092,Châtillon-la-Palud,1288,916,7,17,215,2,8,178,429,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01093,Châtillon-sur-Chalaronne,3875,2557,15,48,411,4,20,556,1135,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01094,Chavannes-sur-Reyssouze,570,394,3,11,54,0,4,45,196,77,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_01095,Nivigne et Suran,573,443,2,6,107,0,4,38,175,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01096,Chaveyriat,805,569,4,9,92,4,5,99,296,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01098,Chazey-Bons,772,529,8,9,93,1,10,132,173,43,1,10,0,40,9,0,0,0,0,0,0,0,0,0,0,0
FR_01099,Chazey-sur-Ain,1273,923,7,18,173,0,6,220,393,91,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
FR_01100,Cheignieu-la-Balme,127,94,0,2,13,0,2,10,0,2,0,27,1,37,0,0,0,0,0,0,0,0,0,0,0,0
FR_01101,Chevillard,143,112,0,0,24,0,2,11,0,3,1,22,0,49,0,0,0,0,0,0,0,0,0,0,0,0
FR_01102,Chevroux,724,528,7,9,51,0,1,50,285,122,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01103,Chevry,1091,719,7,9,131,8,6,274,205,69,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
FR_01104,Chézery-Forens,361,252,0,6,50,2,2,80,100,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_01105,Civrieux,1433,1077,3,29,191,0,6,277,427,99,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
FR_01106,Cize,142,92,0,1,29,0,0,3,41,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_01107,Cleyzieu,120,90,0,3,21,0,2,10,0,1,1,14,0,38,0,0,0,0,0,0,0,0,0,0,0,0
FR_01108,Coligny,954,683,6,10,133,0,3,57,297,174,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01109,Collonges,1370,848,9,6,181,14,12,232,334,33,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
FR_01110,Colomieu,125,81,1,3,26,0,3,12,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01111,Conand,128,90,3,1,27,0,1,7,0,3,1,11,0,36,0,0,0,0,0,0,0,0,0,0,0,0
FR_01112,Condamine,297,227,1,10,35,0,2,6,0,10,2,53,3,105,0,0,0,0,0,0,0,0,0,0,0,0
FR_01113,Condeissiat,582,421,5,8,73,0,6,108,197,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01114,Confort,402,298,5,4,82,3,5,66,115,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_01115,Confrançon,1001,697,4,14,121,0,10,79,336,128,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_01116,Contrevoz,418,312,6,2,68,0,3,40,0,7,4,60,5,117,0,0,0,0,0,0,0,0,0,0,0,0
FR_01117,Conzieu,122,85,1,3,19,0,2,25,28,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_01118,Corbonod,817,574,4,17,114,6,9,144,239,33,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
FR_01121,Corlier,93,68,0,6,11,0,0,9,0,4,0,5,0,33,0,0,0,0,0,0,0,0,0,0,0,0
FR_01123,Cormoranche-sur-Saône,919,673,10,14,109,2,6,163,287,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01124,Cormoz,514,326,3,7,42,0,4,28,159,80,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01125,Corveissiat,458,330,2,8,82,0,5,31,137,63,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FR_01127,Courmangoux,392,316,1,6,80,0,4,41,107,74,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01128,Courtes,231,164,0,0,28,0,0,16,79,38,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01129,Crans,234,176,0,2,47,2,1,30,76,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01130,Bresse Vallons,1816,1321,12,21,222,0,14,119,607,316,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
FR_01133,Cressin-Rochefort,312,223,2,4,38,2,5,63,93,14,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FR_01134,Crottet,1359,1026,10,17,180,0,10,217,470,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01135,Crozet,1305,926,1,14,189,10,3,327,308,52,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
FR_01136,Cruzilles-lès-Mépillat,682,513,9,9,87,2,7,93,258,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01138,Culoz,2309,1501,35,24,338,4,28,269,578,68,4,50,4,87,12,0,0,0,0,0,0,0,0,0,0,0
FR_01139,Curciat-Dongalon,332,231,0,3,37,0,0,22,90,72,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
FR_01140,Curtafond,543,441,3,10,77,0,4,26,203,115,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01141,Cuzieu,396,281,2,4,60,0,1,31,0,10,3,63,1,106,0,0,0,0,0,0,0,0,0,0,0,0
FR_01142,Dagneux,3404,2337,10,38,563,0,39,581,933,134,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
FR_01143,Divonne-les-Bains,6626,4313,25,46,704,69,14,1992,1025,383,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
FR_01145,Dompierre-sur-Veyle,909,643,4,11,90,0,3,91,314,122,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
FR_01146,Dompierre-sur-Chalaronne,302,231,4,8,27,0,5,48,114,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01147,Domsure,410,284,1,5,38,0,1,18,135,82,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_01148,Dortan,1317,945,10,20,151,0,11,93,0,16,7,232,8,397,0,0,0,0,0,0,0,0,0,0,0,0
FR_01149,Douvres,875,674,5,14,144,0,8,107,0,27,12,110,10,237,0,0,0,0,0,0,0,0,0,0,0,0
FR_01150,Drom,183,132,1,1,51,0,2,11,40,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01151,Druillat,863,671,6,13,123,0,8,79,306,134,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FR_01152,Échallon,624,485,4,12,108,0,6,49,0,12,9,80,2,203,0,0,0,0,0,0,0,0,0,0,0,0
FR_01153,Échenevex,1265,884,1,9,169,22,4,358,240,63,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
FR_01155,Évosges,127,98,0,1,20,0,2,6,0,3,0,16,1,49,0,0,0,0,0,0,0,0,0,0,0,0
FR_01156,Faramans,687,510,0,8,71,0,3,115,264,41,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
FR_01157,Fareins,1955,1436,5,20,326,12,16,406,563,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01158,Farges,642,419,3,7,87,8,3,118,155,30,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
FR_01159,Feillens,2624,1811,5,23,276,2,5,269,694,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01160,Ferney-Voltaire,4190,2733,17,26,1062,44,20,820,518,200,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
FR_01162,Flaxieu,93,86,1,0,17,0,0,12,0,7,0,21,0,28,0,0,0,0,0,0,0,0,0,0,0,0
FR_01163,Foissiat,1570,1115,9,14,160,0,3,98,478,345,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
FR_01165,Francheleins,1122,875,6,13,134,2,8,179,464,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01166,Frans,1850,1416,6,30,256,0,16,358,567,141,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
FR_01167,Garnerans,568,402,1,8,78,0,4,77,203,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01169,Genouilleux,501,385,1,7,64,0,2,84,210,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01170,Béard-Géovreissiat,737,527,2,13,110,0,3,47,0,10,5,103,3,231,0,0,0,0,0,0,0,0,0,0,0,0
FR_01171,Géovreisset,530,399,4,7,84,0,2,60,0,14,3,71,0,154,0,0,0,0,0,0,0,0,0,0,0,0
FR_01173,Gex,6926,4204,20,46,1144,73,31,1397,1183,253,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0
FR_01174,Giron,122,93,0,1,23,0,0,34,28,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01175,Gorrevod,646,484,7,16,93,0,6,71,175,110,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
FR_01177,Grand-Corent,157,127,1,3,50,0,0,11,40,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FR_01179,Grièges,1533,1065,13,27,178,2,8,243,472,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01180,Grilly,568,400,0,6,54,5,0,193,115,24,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01181,Groissiat,910,678,7,13,126,0,6,60,0,18,5,169,2,272,0,0,0,0,0,0,0,0,0,0,0,0
FR_01183,Guéreins,1128,776,5,24,147,0,7,180,355,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01184,Hautecourt-Romanèche,619,461,3,3,112,0,4,49,196,86,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
FR_01185,Plateau d'Hauteville,3171,2154,28,50,506,0,19,264,0,93,19,427,16,732,0,0,0,0,0,0,0,0,0,0,0,0
FR_01187,Haut Valromey,630,462,2,6,117,0,3,52,0,14,5,125,1,137,0,0,0,0,0,0,0,0,0,0,0,0
FR_01188,Illiat,524,368,0,16,35,0,1,70,199,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01189,Injoux-Génissiat,748,532,2,8,120,3,6,136,228,20,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
FR_01190,Innimond,109,83,0,0,22,0,3,1,0,1,1,15,0,40,0,0,0,0,0,0,0,0,0,0,0,0
FR_01191,Izenave,133,101,1,2,7,0,0,9,0,4,2,33,1,42,0,0,0,0,0,0,0,0,0,0,0,0
FR_01192,Izernore,1496,1108,13,20,178,0,15,110,0,22,4,258,7,481,0,0,0,0,0,0,0,0,0,0,0,0
FR_01193,Izieu,194,149,0,1,28,0,0,34,71,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_01194,Jassans-Riottier,4278,2986,9,62,718,0,33,669,1142,248,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0
FR_01195,Jasseron,1379,1084,2,15,257,0,0,138,369,298,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_01196,Jayat,884,644,9,16,90,0,6,34,324,160,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_01197,Journans,291,234,2,1,89,0,3,20,66,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_01198,Joyeux,214,159,2,6,39,0,1,41,55,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
FR_01199,Jujurieux,1584,1089,7,14,264,0,12,131,0,24,15,186,6,430,0,0,0,0,0,0,0,0,0,0,0,0
FR_01200,Labalme,155,114,0,7,34,0,1,5,0,1,0,37,3,26,0,0,0,0,0,0,0,0,0,0,0,0
FR_01202,Lagnieu,5461,3761,18,66,732,0,39,552,1569,746,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0
FR_01203,Laiz,960,673,7,11,148,1,12,135,288,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01204,Poizat-Lalleyriat,574,392,3,4,75,0,7,55,0,8,3,108,2,127,0,0,0,0,0,0,0,0,0,0,0,0
FR_01206,Lantenay,220,180,2,5,31,0,3,8,0,6,5,45,1,74,0,0,0,0,0,0,0,0,0,0,0,0
FR_01207,Lapeyrouse,257,206,0,6,29,1,0,27,113,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01208,Lavours,108,83,0,2,17,0,0,18,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01209,Léaz,515,345,13,1,85,3,7,83,138,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_01210,Lélex,206,162,1,4,27,1,0,55,59,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FR_01211,Lent,1151,844,3,15,158,1,14,182,385,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01212,Lescheroux,559,373,2,3,49,0,4,31,191,91,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
FR_01213,Leyment,1039,709,4,13,138,0,17,127,335,59,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
FR_01214,Leyssard,123,98,1,2,23,0,1,11,0,2,0,24,0,34,0,0,0,0,0,0,0,0,0,0,0,0
FR_01215,Surjoux-Lhopital,113,84,4,3,8,0,0,22,37,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FR_01216,Lhuis,653,494,4,14,80,0,5,50,0,15,7,126,0,193,0,0,0,0,0,0,0,0,0,0,0,0
FR_01219,Lompnas,123,109,0,3,13,0,0,6,0,3,1,41,0,42,0,0,0,0,0,0,0,0,0,0,0,0
FR_01224,Loyettes,2194,1432,6,37,295,0,19,258,660,126,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
FR_01225,Lurcy,384,298,3,4,61,0,2,64,141,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01227,Magnieu,543,404,6,13,85,4,0,86,176,30,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_01228,Maillat,496,371,1,2,42,0,0,30,0,5,1,125,3,162,0,0,0,0,0,0,0,0,0,0,0,0
FR_01229,Malafretaz,947,685,5,15,117,0,8,82,269,184,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_01230,Mantenay-Montlin,263,177,8,0,27,0,0,19,80,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01231,Manziat,1589,1186,11,32,153,1,7,216,511,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01232,Marboz,1729,1264,5,21,208,0,3,140,502,375,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
FR_01233,Marchamp,110,90,0,2,30,0,0,4,0,1,1,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0
FR_01234,Marignieu,146,109,2,6,19,0,1,9,0,0,1,25,0,46,0,0,0,0,0,0,0,0,0,0,0,0
FR_01235,Marlieux,791,549,0,15,106,0,4,89,292,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01236,Marsonnas,746,530,5,18,81,0,2,81,215,125,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
FR_01237,Martignat,1200,817,10,15,164,0,7,95,0,28,6,157,2,333,0,0,0,0,0,0,0,0,0,0,0,0
FR_01238,Massieux,2103,1568,3,30,368,0,12,357,622,123,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0
FR_01239,Massignieu-de-Rives,532,418,0,10,66,0,3,111,184,39,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
FR_01240,Matafelon-Granges,484,358,3,9,60,0,4,30,0,10,0,66,6,170,0,0,0,0,0,0,0,0,0,0,0,0
FR_01241,Meillonnas,1085,839,6,14,243,0,3,85,273,204,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
FR_01242,Mérignat,99,85,0,4,45,0,0,6,0,1,0,17,1,11,0,0,0,0,0,0,0,0,0,0,0,0
FR_01243,Messimy-sur-Saône,983,766,5,21,144,3,6,205,308,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01244,Meximieux,5730,3845,17,55,1078,0,45,952,1247,380,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0
FR_01245,Bohas-Meyriat-Rignat,747,586,5,11,161,0,2,60,220,123,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_01246,Mézériat,1663,1054,4,16,185,2,15,250,486,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_01247,Mijoux,238,167,0,1,33,3,0,56,53,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
FR_01248,Mionnay,1809,1380,17,9,288,0,14,338,559,118,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
