gisco_id,name,registered,turnout,invalid,blank,ANDALUCÍA POR SÍ,CIUDADANOS-PARTIDO DE LA CIUDADANÍA,ESCAÑOS EN BLANCO,PARTIDO ANIMALISTA CONTRA EL MALTRATO ANIMAL,PARTIDO COMUNISTA DEL PUEBLO ANDALUZ,UNIDAS PODEMOS,PARTIDO POPULAR,PARTIDO SOCIALISTA OBRERO ESPAÑOL,POR UN MUNDO MÁS JUSTO,RECORTES CERO-GRUPO VERDE,VOX,MÁS PAÍS-ANDALUCÍA,PARTIDO COMUNISTA OBRERO ESPAÑOL,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA,CONVERGENCIA ANDALUZA,IZQUIERDA ANTICAPITALISTA REVOLUCIONARIA,PARTIDO REPUBLICANO INDEPENDIENTE SOLIDARIO ANDALUZ,CHUNTA ARAGONESISTA,FEDERACIÓN DE LOS INDEPENDIENTES DE ARAGÓN,PARTIDO COMUNISTA DE LOS PUEBLOS DE ESPAÑA,UNIDAS PODEMOS-ALTOARAGÓN EN COMÚN,PUYALON,AUNA COMUNITAT VALENCIANA,"AGRUPACIÓN DE ELECTORES ""TERUEL EXISTE""",UNIÓN DE TODOS,MOVIMIENTO ARAGONES SOCIAL,MÁS PAÍS-CHUNTA ARAGONESISTA-EQUO,ANDECHA ASTUR,MÁS PAÍS-EQUO,PARTIDO HUMANISTA,UNIDAS PODEMOS-XUNÍES PODEMOS,PARTIDO POPULAR-FORO,MÉS ESQUERRA,MÁS PAÍS,PARTIDO LIBERTARIO,UNIDAS PODEMOS-UNIDES PODEM,AHORA CANARIAS: Alternativa Nacionalista Canaria (ANC) y Unidad del Pueblo,CONTIGO SOMOS DEMOCRACIA,NUEVA CANARIAS-COALICIÓN CANARIA,PARTIDO COMUNISTA DEL PUEBLO CANARIO,PARTIDO DEMÓCRATA SOCIAL JUBILADOS EUROPEOS,LOS VERDES,COALICIÓN CANARIA-NUEVA CANARIAS,PARTIDO REGIONALISTA DE CANTABRIA,RECORTES CERO-GRUPO VERDE-PARTIDO CASTELLANO-TIERRA COMUNERA,FALANGE ESPAÑOLA DE LAS JONS,POR ÁVILA,PARTIDO REGIONALISTA DEL PAÍS LEONÉS,UNIÓN DEL PUEBLO LEONÉS,CENTRADOS,PLATAFORMA DEL PUEBLO SORIANO,UNIÓN REGIONALISTA DE CASTILLA Y LEÓN,CIUTADANS-PARTIDO DE LA CIUDADANÍA,CANDIDATURA D'UNITAT POPULAR-PER LA RUPTURA,EN COMÚ PODEM-GUANYEM EL CANVI,ESQUERRA REPUBLICANA DE CATALUNYA-SOBIRANISTES,INICIATIVA FEMINISTA,IZQUIERDA EN POSITIVO,JUNTS PER CATALUNYA-JUNTS,PARTIT ANIMALISTA CONTRA EL MALTRACTAMENT ANIMAL,PARTIT COMUNISTA DEL POBLE DE CATALUNYA,PARTIT COMUNISTA DELS TREBALLADORS DE CATALUNYA,PARTIT POPULAR/PARTIDO POPULAR,PARTIT DELS SOCIALISTES DE CATALUNYA,PER UN MÓN MÉS JUST,PARTIDO POPULAR / PARTIT POPULAR,EXTREMADURA UNIDA,BLOQUE NACIONALISTA GALEGO,PARTIDO COMUNISTA DOS TRABALLADORES DE GALIZA,EN COMÚN-UNIDAS PODEMOS,PARTIDO DOS SOCIALISTAS DE GALICIA-PSOE,POR UN MUNDO MÁIS XUSTO/POR UN MUNDO MÁS JUSTO,CONVERXENCIA 21,ESCANOS EN BRANCO,EUSKAL HERRIA BILDU,GEROA BAI,NAVARRA SUMA,PARTIDO COMUNISTA DE LOS TRABAJADORES DE ESPAÑA/ES,POR UN MUNDO MÁS JUSTO/BIDEZKO MUNDURANTZ,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,PARTIDO COMUNISTA DE LOS TRABAJADORES DE EUSKADI/EUSKADIKO LANGILEEN ALDERDI KOMUNISTA,ELKARREKIN PODEMOS-UNIDAS PODEMOS,PARTIDO SOCIALISTA DE EUSKADI-EUSKADIKO EZKERRA (PSOE),BIDEZKO MUNDURANTZ-POR UN MUNDO MÁS JUSTO,ESCAÑOS EN BLANCO-AULKI ZURIAK,EUSKADIKO LANGILEEN ALDERDI KOMUNISTA/PARTIDO COMUNISTA DE LOS TRABAJADORES DE EUSKADI,MÁS PAÍS-CANDIDATURA ECOLOGISTA,PARTIDO DE ACCIÓN SOLIDARIA EUROPEA,DEMOCRACIA PLURAL,SOMOS REGIÓN,LOS VERDES ECOPACIFISTAS ADELANTE,ESQUERRA REPUBLICANA DEL PAÍS VALENCIÀ,MÉS COMPROMÍS,AVANT ADELANTE LOS VERDES,PARTIT COMUNISTA DELS POBLES D'ESPANYA,SOM VALENCIANS EN MOVIMENT,UNIDOS Actuando por la Democracia,MOVIMIENTO POR LA DIGNIDAD Y LA CIUDADANÍA DE CEUT,COALICIÓN POR MELILLA
ES_39071,San Pedro del Romeral,410,251,1,1,0,5,0,0,0,8,122,10,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39072,San Roque de Riomiera,325,184,2,0,0,4,0,1,0,18,90,23,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39073,Santa Cruz de Bezana,10260,7537,55,42,0,462,8,50,0,620,1993,1577,3,6,1369,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39074,Santa María de Cayón,7050,5074,45,26,0,201,1,20,0,394,1475,810,2,2,909,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39075,Santander,136790,95707,618,478,0,5178,83,556,0,7443,28019,21507,56,80,14450,0,0,52,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,17071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39076,Santillana del Mar,3512,2517,26,13,0,109,3,12,0,200,558,573,2,2,398,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39077,Santiurde de Reinosa,237,151,3,1,0,3,0,0,0,4,56,34,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39078,Santiurde de Toranzo,1410,1004,7,5,0,43,0,1,0,71,265,193,0,0,162,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39079,Santoña,8850,6247,72,28,0,277,2,47,0,423,1878,1540,2,3,969,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39080,San Vicente de la Barquera,3477,2404,16,4,0,74,2,17,0,140,736,627,0,1,333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39081,Saro,440,330,3,1,0,7,0,0,0,17,158,35,0,0,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39082,Selaya,1611,1108,6,8,0,32,2,4,0,49,373,173,1,1,210,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39083,Soba,1063,619,8,2,0,11,1,1,0,34,131,109,1,0,58,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39084,Solórzano,868,608,3,3,0,15,0,2,0,28,212,85,1,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39085,Suances,7017,5029,37,23,0,271,1,31,0,398,1234,1191,3,2,765,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39086,"Tojos, Los",358,236,1,2,0,3,0,1,0,12,73,63,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39087,Torrelavega,41241,29341,257,152,0,1136,15,176,0,2802,6106,8249,21,25,3478,0,0,51,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39088,Tresviso,59,40,0,2,0,0,0,0,0,2,6,17,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39089,Tudanca,131,82,0,0,0,3,0,0,0,5,26,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39090,Udías,773,557,4,2,0,28,0,1,0,51,127,102,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39091,Valdáliga,1881,1297,6,8,0,37,0,1,0,91,317,259,0,1,227,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39092,Valdeolea,863,534,1,3,0,9,0,2,0,42,167,146,1,0,81,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39093,Valdeprado del Río,297,216,2,1,0,4,0,0,0,13,75,47,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39094,Valderredible,840,611,0,2,0,20,0,4,0,42,131,91,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39095,Val de San Vicente,2266,1637,18,8,0,53,0,7,0,156,388,535,1,2,234,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39096,Vega de Liébana,669,451,1,1,0,17,0,0,0,16,146,91,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39097,Vega de Pas,666,342,7,2,0,8,0,0,0,8,123,68,0,1,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39098,Villacarriedo,1381,1088,8,5,0,14,1,0,0,56,337,95,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39099,Villaescusa,3193,2363,17,10,0,83,1,17,0,207,512,522,1,0,288,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39100,Villafufre,849,567,2,5,0,24,0,3,0,28,189,95,0,0,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39101,Valle de Villaverde,231,134,2,2,0,3,1,3,0,21,15,27,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_39102,Voto,2229,1524,10,10,0,49,1,6,0,96,441,310,1,0,257,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02001,Abengibre,687,513,8,1,0,13,0,0,0,34,189,177,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02002,Alatoz,427,340,3,2,0,12,0,0,0,9,104,142,1,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02003,Albacete,134196,96374,853,913,0,8711,0,921,0,10219,26588,27074,217,0,20478,0,0,75,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02004,Albatana,597,459,4,3,0,23,0,1,0,17,119,199,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02005,Alborea,554,426,7,8,0,23,0,0,0,23,142,129,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02006,Alcadozo,573,425,1,1,0,20,0,0,0,15,160,179,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02007,Alcalá del Júcar,1017,757,11,5,0,18,0,5,0,79,160,423,2,0,52,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02008,Alcaraz,1103,737,15,8,0,31,0,2,0,55,171,273,3,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02009,Almansa,19495,13877,214,134,0,997,0,106,0,1464,3579,5184,20,0,2137,0,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02010,Alpera,1784,1374,25,12,0,72,0,7,0,82,391,547,2,0,232,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02011,Ayna,556,429,2,1,0,13,0,0,0,13,178,167,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02012,Balazote,1835,1462,42,9,0,79,0,3,0,90,379,631,1,0,225,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02013,Balsa de Ves,125,90,2,0,0,4,0,0,0,10,26,21,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02014,"Ballestero, El",354,254,2,3,0,4,0,0,0,37,73,110,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02015,Barrax,1432,1163,15,8,0,74,0,2,0,68,331,408,1,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02016,Bienservida,528,353,1,4,0,18,0,2,0,14,101,115,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02017,Bogarra,760,498,5,1,0,14,0,0,0,19,134,239,0,0,85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02018,Bonete,789,611,5,3,0,33,0,0,0,23,234,215,2,0,95,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02019,"Bonillo, El",2352,1806,40,9,0,100,0,4,0,139,398,765,6,0,343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_02020,Carcelén,425,336,4,4,0,10,0,2,0,17,101,147,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
