gisco_id,name,registered,turnout,invalid,blank,A-HSP,BM365,Deblokirajmo Hrvatsku,NHR-HSP,DSS,Hrast-HKS-HSP AS-UHD,HBPS,HDS,HDZ,HNS-LD,HSS-GLAS-IDS-HSU-PGS-Demokrati-Laburisti,HSLS,HSR,Kolakušić,MVH,Most,Možemo!-NL-OraH,NS-R,P-UK,Petir,PMH,RF-SRP,SDSS,SSH,SH,SNAGA,SDP,START,SHZ,ZSZ,ZL,ŽZ
HR_HRZZAF,Afghanistan,73,73,9,0,0,3,1,7,1,7,0,1,22,0,0,0,0,3,0,6,1,0,0,4,0,0,0,0,0,1,4,1,0,0,0,2
HR_HRZZAL,Albania,7,7,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
HR_00019,Andrijasevci,3250,889,39,0,5,2,1,43,1,120,0,12,305,32,11,2,0,69,1,42,1,3,5,26,5,0,2,0,1,4,72,4,0,0,2,79
HR_00027,Antunovac,3105,970,20,0,7,1,4,53,2,90,1,9,388,35,8,1,0,74,0,33,1,1,2,35,3,0,1,0,0,5,111,9,0,0,14,62
HR_HRZZAR,Argentina,82,82,0,0,0,1,0,26,3,12,1,3,24,0,1,0,0,0,0,1,1,0,1,4,0,0,1,0,0,0,2,1,0,0,0,0
HR_HRZZAU,Australia,397,397,5,0,1,1,2,116,2,131,1,5,78,0,5,0,0,11,1,11,1,0,1,4,0,0,0,0,0,0,7,1,1,0,2,10
HR_HRZZAT,Austria,214,214,1,0,0,3,1,35,0,44,0,2,29,2,11,0,0,6,0,7,9,1,5,1,1,0,5,0,0,0,30,6,0,0,4,11
HR_00035,Babina Greda,2955,748,22,0,2,5,6,31,0,56,1,15,176,9,48,1,0,19,0,20,1,1,2,29,1,0,1,1,1,1,253,4,0,0,2,40
HR_00043,Bakar,7050,2108,67,0,9,7,8,61,2,138,3,15,462,16,131,6,2,198,4,78,28,8,43,56,6,6,29,1,0,22,464,80,2,0,12,144
HR_00051,Bale - Valle,1070,274,13,0,1,0,1,3,0,3,0,4,14,4,115,1,1,19,1,7,4,0,1,1,1,2,4,2,0,0,32,6,0,0,1,33
HR_00060,Barban,2191,811,30,0,3,2,5,9,1,3,1,2,64,9,356,8,0,36,0,10,5,4,10,11,6,3,0,1,2,4,153,14,0,1,2,56
HR_00078,Barilovic,2656,745,28,0,7,9,1,27,5,73,3,2,258,79,23,0,0,30,0,16,5,0,0,31,2,1,47,1,1,3,47,3,0,0,4,39
HR_00086,Baška,1800,542,15,0,10,3,3,18,1,18,0,3,113,1,36,2,1,56,0,16,4,4,15,23,0,1,3,1,0,2,135,13,1,0,3,41
HR_00094,Baska Voda,2997,1084,36,0,3,11,1,55,1,106,3,16,370,2,4,0,6,67,1,57,6,1,17,29,3,1,2,1,1,1,177,16,1,0,6,83
HR_00108,Bebrina,2561,650,29,0,7,10,6,21,1,41,3,41,246,6,28,1,2,22,1,19,2,0,0,39,2,1,3,0,1,0,66,4,1,0,0,47
HR_00116,Bedekovcina,6552,1376,35,0,6,27,6,6,0,59,3,8,292,49,28,1,5,97,1,26,102,20,11,69,3,4,0,0,2,4,391,16,2,7,2,94
HR_05509,Bedenica,1110,302,11,0,1,16,4,4,0,22,0,2,47,13,8,0,3,23,2,2,3,2,3,29,0,2,1,0,0,1,45,4,0,1,3,50
HR_00124,Bednja,3620,825,23,0,6,3,3,16,0,28,3,4,297,91,9,8,1,42,1,25,1,119,2,14,2,0,0,0,0,0,68,5,1,2,2,49
HR_HRZZBE,Belgium,452,452,7,0,0,1,0,20,0,18,0,0,61,5,36,1,0,15,0,14,42,0,26,15,0,4,11,0,0,4,135,21,0,1,7,8
HR_00132,Beli Manastir,7912,2201,88,0,10,12,6,45,16,135,4,22,714,24,40,4,3,139,4,48,16,0,5,28,4,6,326,2,2,2,335,17,3,0,7,134
HR_00159,Belica,2713,689,13,0,2,1,2,12,0,7,0,5,71,292,15,4,1,46,1,8,1,24,1,11,0,0,0,0,1,0,128,4,1,0,1,37
HR_00167,Belisce,8716,2133,48,0,15,14,8,98,1,236,2,24,416,58,63,3,3,233,1,80,7,2,14,79,7,2,15,0,3,6,467,34,3,0,10,181
HR_00175,Benkovac,13242,2511,76,0,7,14,6,246,95,224,2,32,978,48,15,43,6,63,2,129,6,10,7,29,6,1,239,1,2,3,119,19,8,0,2,73
HR_00183,Berek,1080,404,10,0,5,2,1,4,0,10,8,8,195,0,23,4,1,28,2,10,0,1,1,19,1,0,0,0,1,0,34,5,0,0,5,26
HR_00191,Beretinec,1872,468,15,0,3,1,2,4,0,16,1,4,114,40,30,1,1,57,1,20,1,50,1,15,0,1,1,1,1,0,39,2,0,1,1,44
HR_00205,Bibinje,3434,733,15,0,0,4,1,56,1,132,1,5,306,1,7,6,0,29,4,34,7,3,1,29,0,1,2,0,0,0,50,8,1,0,1,28
HR_06211,Bilice,2228,493,9,0,1,6,0,22,0,65,1,16,159,1,3,1,0,52,0,30,1,2,6,9,2,0,0,0,0,0,80,5,0,0,0,22
HR_00213,Bilje,4586,1125,37,0,9,8,6,30,1,90,3,16,256,55,17,4,1,100,1,54,8,0,11,31,1,0,9,1,2,16,216,33,2,1,7,99
HR_00221,Biograd na Moru,5313,1477,42,0,8,9,5,138,1,174,0,18,419,8,31,7,1,92,3,59,17,7,15,40,2,3,11,0,1,2,280,29,1,0,2,52
HR_03107,Biskupija,1303,665,14,0,1,1,0,3,3,10,2,3,28,0,0,0,1,2,1,0,0,0,0,1,2,1,560,0,0,0,17,0,0,0,0,15
HR_05479,Bistra,5629,1223,25,0,1,55,2,45,1,126,2,6,255,22,40,3,0,140,1,61,19,1,14,68,6,1,1,1,1,3,165,15,4,4,2,133
HR_00230,Bizovac,3701,905,28,0,1,7,9,37,1,146,2,9,216,7,31,0,0,67,4,53,0,2,0,54,1,0,0,0,1,1,138,12,1,1,5,71
HR_00248,Bjelovar,32862,8473,147,0,29,111,33,315,12,764,9,75,1484,105,368,472,5,889,7,315,83,26,63,380,17,20,103,2,11,24,1898,160,6,9,59,472
HR_00256,Blato,3261,1399,34,0,12,3,2,26,1,136,5,16,669,4,12,6,1,32,0,59,8,2,9,12,3,6,1,0,2,2,285,8,1,0,1,41
HR_00264,Bogdanovci,1564,444,17,0,0,3,2,33,0,92,1,10,138,10,1,2,0,19,0,12,1,1,0,18,0,2,10,0,0,1,34,2,0,0,1,34
HR_00272,Bol,1624,509,11,0,1,5,0,19,0,51,0,5,66,0,12,7,1,47,0,27,3,2,27,22,1,5,1,0,1,6,146,5,1,0,3,34
HR_00299,Borovo,3862,1183,31,0,2,6,0,1,23,5,0,2,7,1,4,1,1,1,0,3,0,3,2,0,1,2,1040,0,0,1,34,0,0,0,1,11
HR_00302,Bosiljevo,1074,364,8,0,7,1,2,9,0,21,0,8,137,17,70,0,1,10,2,6,0,2,0,8,2,1,1,0,0,0,36,1,0,0,0,14
HR_HRZZBA,Bosnia and Herzegovina,10952,10952,113,0,26,49,4,586,7,1003,3,72,8168,19,35,8,2,61,5,132,20,7,21,206,10,3,83,2,1,1,212,19,1,4,3,66
HR_00329,Bosnjaci,3188,656,23,0,2,16,1,36,1,137,3,12,127,1,64,1,1,38,0,17,1,1,3,53,2,1,1,0,0,0,64,6,2,0,1,41
HR_HRZZBR,Brazil,8,8,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
HR_00337,Brckovljani,5870,1155,27,0,3,33,17,40,0,105,2,15,186,15,31,7,2,114,3,43,8,10,8,152,5,1,1,0,1,6,205,14,1,2,7,91
HR_00345,Brdovec,9932,2620,73,0,8,80,18,83,2,186,3,18,431,35,160,7,1,246,2,108,39,4,35,105,6,8,5,1,6,19,632,49,1,6,8,235
HR_00779,Brela,1586,582,25,0,0,5,4,27,0,45,2,14,224,3,14,1,0,20,2,35,5,0,16,20,1,2,3,1,1,1,87,5,0,0,3,16
HR_00353,Brestovac,3285,1146,45,0,4,11,8,32,6,94,3,16,513,5,21,1,0,68,2,33,0,3,6,34,4,2,23,0,0,0,121,4,0,0,2,85
HR_00361,Breznica,1764,421,21,0,1,9,2,10,0,18,2,5,91,24,20,0,0,21,1,6,1,52,0,18,2,0,1,1,0,0,76,1,0,0,1,37
HR_01511,Breznicki Hum,1102,257,9,0,2,2,1,8,1,9,0,1,69,14,9,0,0,26,1,6,2,33,1,8,3,0,0,0,0,0,29,3,0,0,3,17
HR_00370,Brinje,2643,498,20,0,11,6,5,10,0,51,3,7,200,2,54,0,0,17,1,7,0,2,0,17,1,3,13,0,1,1,24,6,1,1,3,31
HR_00388,Brod Moravice,669,221,10,0,0,6,0,5,0,10,1,1,75,1,4,1,0,11,1,13,0,0,0,3,1,1,0,1,0,5,50,9,1,0,1,10
HR_00396,Brodski Stupnik,2479,638,22,0,4,4,4,29,0,63,1,7,196,2,31,1,0,46,0,43,4,2,2,42,1,0,4,1,0,0,61,8,0,0,0,60
HR_00400,Brtonigla - Verteneglio,1526,483,18,0,0,6,0,3,1,11,2,7,36,1,262,0,0,13,1,13,1,0,2,4,2,0,3,0,0,6,33,6,0,0,2,50
HR_00418,Budinscina,1924,427,16,0,7,40,1,5,0,14,2,2,122,38,20,2,1,24,1,2,0,28,2,13,0,0,0,1,0,3,50,4,0,2,1,26
HR_HRZZBG,Bulgaria,21,21,1,0,0,0,0,0,0,0,0,2,4,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
HR_00426,Buje - Buie,4583,1192,38,0,7,6,2,13,1,40,1,7,72,6,522,4,0,93,1,19,9,0,8,10,4,5,12,0,2,1,186,20,0,1,6,96
HR_05673,Bukovlje,2783,787,23,0,8,3,7,30,1,56,4,16,319,15,15,0,0,47,1,28,4,0,3,10,1,2,3,3,1,1,132,5,0,0,2,47
HR_00434,Buzet,5094,2115,74,0,4,2,11,7,1,16,1,5,82,25,1130,4,1,89,5,46,23,6,20,36,5,7,8,0,1,4,288,44,5,0,22,143
HR_00442,Cerna,3671,927,56,0,9,5,3,53,0,124,3,10,279,38,25,3,0,41,1,36,1,1,3,26,4,1,1,1,2,0,102,6,0,0,4,89
HR_00469,Cernik,3086,853,31,0,2,12,4,30,1,78,0,24,315,5,12,1,1,49,2,24,0,2,2,25,4,4,10,0,1,3,161,10,0,0,0,40
HR_00477,Cerovlje,1336,521,25,0,3,0,1,5,0,13,1,8,43,5,259,1,0,15,2,16,5,2,2,7,0,0,3,0,0,1,42,6,0,0,2,54
HR_00485,Cestica,4619,1476,55,0,6,1,4,6,0,23,2,15,149,410,13,5,1,68,2,27,2,207,8,13,6,1,2,1,2,1,268,19,3,0,7,149
HR_00493,Cetingrad,1889,344,9,0,3,4,0,11,0,17,1,7,212,0,11,1,1,9,0,11,1,0,0,8,1,2,4,0,0,0,16,0,0,0,0,15
HR_00507,Cista Provo,2211,809,29,0,2,3,3,103,0,103,1,9,408,2,1,1,1,21,1,57,0,0,2,34,0,0,0,0,0,0,6,0,0,0,0,22
HR_00515,Civljane,237,39,0,0,0,0,0,4,0,0,0,0,5,0,0,1,0,1,0,3,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,1
HR_00523,Cres,2714,905,20,0,5,14,7,13,4,50,0,6,88,15,37,3,1,82,2,25,12,2,222,38,5,1,4,4,4,5,176,15,1,0,3,41
HR_00531,Crikvenica,11677,2691,57,0,8,39,21,86,7,150,0,21,575,48,135,11,3,275,1,100,20,7,17,44,8,9,31,1,2,5,752,84,5,1,18,150
HR_HRZZME,Montenegro,120,120,0,0,1,8,0,7,0,8,0,2,53,2,1,1,0,1,0,2,0,0,0,3,1,0,4,0,0,0,21,2,0,0,1,2
HR_00540,Crnac,1139,353,9,0,2,1,3,16,0,29,0,3,161,0,4,2,0,21,0,22,0,4,1,5,1,0,3,0,1,1,22,2,1,0,1,38
HR_HRZZDK,Denmark,24,24,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,4,0,3,6,0,0,1,0,1,0,0,0,0,2,3,0,0,0,0
HR_00663,Darda,5436,1197,42,0,5,6,2,47,1,78,1,10,283,27,21,1,5,91,2,27,3,4,3,27,6,2,216,0,2,2,167,12,1,0,6,97
HR_00671,Daruvar,9814,2726,62,0,10,27,6,63,12,166,7,88,608,16,118,13,1,236,1,72,8,2,66,86,3,6,116,2,1,7,642,90,4,1,57,129
HR_00680,Davor,2377,557,15,0,2,3,3,16,0,51,0,8,242,1,31,1,0,26,2,29,1,0,0,42,0,0,0,0,0,0,51,7,0,0,0,26
HR_06033,Dekanovec,671,205,6,0,1,3,1,13,1,11,0,2,42,60,1,3,0,6,0,2,0,2,0,2,0,0,1,0,0,0,24,3,0,0,0,21
HR_00698,Delnice,4818,1237,36,0,7,15,9,52,1,65,5,7,208,1,49,2,1,89,0,43,16,4,22,27,7,4,3,0,1,2,399,24,3,0,11,124
HR_00701,Desinic,2155,509,36,0,3,14,0,11,2,16,3,11,183,10,15,3,2,16,0,20,4,2,5,18,2,0,1,1,0,1,76,3,2,4,3,42
HR_00710,Dezanovac,2132,538,15,0,6,8,1,10,1,42,1,11,135,2,28,4,1,12,1,20,0,5,2,36,2,0,50,1,0,6,73,3,1,1,20,40
HR_00728,Dicmo,2259,692,27,0,4,1,0,74,0,81,0,8,243,6,1,5,0,35,0,99,2,0,1,40,0,0,17,0,2,1,18,5,1,0,4,17
HR_00744,Dobrinj,2364,592,7,0,2,6,2,17,0,47,4,4,73,2,39,4,0,63,0,26,7,1,23,22,0,3,2,0,0,1,168,20,0,0,4,45
HR_00752,Domasinec,1916,496,13,0,2,2,0,0,0,8,0,4,83,197,17,2,0,21,0,2,0,12,1,7,1,3,1,0,3,2,69,1,0,0,0,45
HR_00787,Donja Dubrava,1708,452,8,0,2,5,4,3,0,9,0,2,90,179,7,7,0,15,1,4,4,4,0,15,0,0,0,1,1,0,66,3,0,0,1,21
HR_05762,Donja Moticina,1345,306,9,0,4,1,0,12,0,43,0,2,102,2,10,0,1,11,1,8,1,1,2,13,0,0,1,0,1,1,47,0,0,0,1,32
HR_00795,Donja Stubica,4609,1316,34,0,3,264,8,7,0,74,1,7,182,24,24,2,0,112,3,40,15,6,12,68,1,5,3,0,2,2,285,21,3,20,6,82
HR_00809,Donja Voca,2093,321,16,0,1,2,0,2,1,9,0,7,42,14,10,0,1,30,1,5,0,78,0,10,0,1,1,0,0,2,46,1,0,0,1,40
HR_00817,Donji Andrijevci,3141,945,46,0,9,6,3,40,0,92,3,10,439,4,5,3,1,60,1,48,1,0,3,25,1,2,8,1,2,2,57,1,3,1,1,67
HR_00825,Donji Kraljevec,3699,1072,22,0,3,9,3,13,0,31,1,7,231,281,26,5,0,65,2,10,2,16,6,30,1,0,0,1,3,1,232,7,0,0,1,63
HR_00833,Donji Kukuruzari,1252,397,13,0,3,2,1,5,12,18,0,5,168,2,47,1,1,6,1,6,2,2,0,17,0,0,59,0,0,1,17,2,0,0,0,6
HR_00841,Donji Lapac,1607,493,19,0,1,5,0,5,7,17,2,1,58,2,2,1,1,5,0,2,0,1,0,5,2,1,265,1,0,1,86,1,0,0,0,2
HR_00868,Donji Miholjac,7644,1897,44,0,11,7,3,71,1,211,4,15,563,45,47,3,2,159,2,111,0,7,9,84,3,2,10,1,1,4,324,26,2,1,2,122
HR_00892,Donji Vidovec,1162,208,8,0,0,1,0,2,0,6,0,1,32,51,1,13,1,11,0,5,0,1,0,6,0,0,0,0,0,0,47,5,0,0,0,17
HR_05681,Dragalic,1153,336,9,0,1,2,2,14,0,37,0,4,92,2,23,2,0,11,0,4,0,0,1,11,1,0,37,0,1,0,58,1,1,0,1,21
HR_00906,Draganic,2355,593,15,0,1,22,3,20,1,67,0,11,200,6,14,0,0,51,0,17,4,1,1,41,3,1,0,0,0,2,53,11,3,0,3,42
HR_00914,Draz,2235,633,30,0,8,4,4,26,5,40,0,5,249,8,9,0,0,53,1,17,0,2,2,26,1,1,2,0,0,4,69,4,2,0,5,56
HR_00949,Drenje,2077,495,13,0,5,3,2,16,0,68,2,9,150,11,19,0,0,37,5,14,2,0,4,20,2,0,4,0,1,2,43,5,0,0,7,51
HR_00922,Drenovci,4397,916,33,0,6,9,1,36,2,123,4,14,323,7,50,2,0,44,1,30,1,1,0,42,2,0,4,1,1,0,99,3,0,1,2,74
HR_00957,Drnis,6339,1989,71,0,4,58,6,170,8,233,3,26,777,45,16,9,1,91,1,99,5,2,8,80,3,2,76,3,0,5,110,15,2,0,2,58
HR_00965,Drnje,1457,320,16,0,3,22,2,1,0,10,1,7,41,21,14,1,1,21,2,12,1,2,1,15,1,1,0,1,0,0,86,5,0,0,4,28
HR_00973,Dubrava,3758,1160,34,0,5,34,5,16,0,45,2,7,386,6,54,3,0,73,3,55,3,3,8,58,7,1,2,1,1,1,236,12,0,2,2,95
HR_05495,Dubravica,1142,320,8,0,3,8,1,6,0,14,0,8,116,0,27,5,0,27,0,8,1,0,1,30,0,1,0,1,1,0,24,2,0,1,0,27
HR_05983,Dubrovacko primorje,1714,571,12,0,0,3,1,20,2,64,0,9,298,7,13,1,0,21,0,30,6,3,1,14,1,0,0,0,0,2,42,0,0,0,1,20
HR_00981,Dubrovnik,38738,10350,239,0,23,115,24,454,9,957,7,61,3001,119,278,83,7,777,12,718,191,143,151,268,20,29,81,5,11,57,1762,255,3,2,36,452
HR_00990,Duga Resa,9324,3187,78,0,10,27,13,113,3,325,13,24,897,134,149,19,5,188,4,115,14,9,23,153,8,5,21,1,3,13,471,47,5,4,28,265
HR_01007,Dugi Rat,6475,1540,41,0,9,9,7,143,1,215,1,20,320,15,14,2,2,111,5,158,12,3,67,76,2,3,3,1,0,2,199,20,2,1,9,67
HR_01015,Dugo Selo,16284,3648,87,0,8,111,9,206,0,454,3,36,640,73,86,5,1,296,6,173,56,13,36,292,13,1,20,2,4,21,650,77,2,5,18,244
HR_05851,Dugopolje,3153,1019,50,0,15,4,1,53,0,58,2,12,442,2,7,10,2,54,1,84,1,0,17,42,1,0,0,0,1,0,99,4,1,0,3,53
HR_01023,Dvor,4160,1277,40,0,7,8,1,14,26,29,1,6,146,2,2,1,0,23,0,19,1,69,1,29,0,3,734,0,1,0,72,6,1,1,1,33
HR_HRZZEG,Egypt,17,17,0,0,1,0,1,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,1,2,0,0,0,0
HR_01104,Erdut,5995,1749,38,0,7,5,1,45,16,103,3,4,210,19,11,1,0,47,0,28,2,4,2,21,4,1,979,1,0,1,86,1,3,1,1,104
HR_01112,Ernestinovo,1853,406,13,0,0,2,1,28,0,35,1,4,146,13,5,1,0,28,1,25,0,0,1,7,0,0,8,1,0,0,52,4,0,0,4,26
HR_01139,Ervenik,747,415,7,0,0,0,0,0,3,0,0,1,3,0,0,1,0,1,1,0,0,0,1,0,1,0,391,1,0,0,2,1,0,0,0,1
HR_01147,Farkasevac,1398,402,16,0,2,41,3,4,0,24,0,2,94,0,59,1,0,11,1,12,1,3,2,26,2,1,1,0,0,0,56,3,0,0,0,37
HR_06190,Fažana - Fasana,3447,1297,43,0,8,3,7,19,1,45,0,5,72,11,364,1,1,105,3,24,22,2,7,15,6,13,21,0,1,5,384,31,1,1,13,63
HR_01155,Ferdinandovac,1346,332,11,0,2,7,0,4,0,24,0,2,108,14,13,0,1,18,0,7,2,0,3,8,1,0,0,1,0,0,71,1,0,0,1,33
HR_01163,Fericanci,1725,495,19,0,5,2,3,29,0,39,1,4,130,25,8,2,0,43,1,32,2,3,1,12,2,1,0,1,0,0,69,5,0,0,4,52
HR_HRZZFI,Finland,8,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0
HR_HRZZFR,France,116,116,1,0,0,0,0,14,0,15,0,0,32,1,2,4,0,5,0,6,7,1,1,7,0,0,2,0,0,0,14,2,0,0,2,0
HR_06297,Funtana - Fontane,870,237,2,0,1,0,3,6,0,8,0,1,39,2,81,0,0,47,2,2,0,0,1,9,1,1,1,0,0,3,16,4,0,0,1,6
HR_01171,Fuzine,1406,353,9,0,4,3,2,7,0,20,1,3,57,2,41,3,0,20,0,6,2,6,3,11,1,0,2,1,0,1,114,8,2,1,3,20
HR_05711,Galovac,1085,211,12,0,3,1,0,3,0,21,0,1,92,17,1,1,0,6,0,10,0,2,1,3,0,0,0,0,0,0,27,3,0,0,1,6
HR_01198,Garesnica,8534,2531,69,0,21,32,5,79,6,116,16,31,757,9,97,144,1,156,5,67,4,5,14,67,5,3,80,5,2,4,476,30,3,2,85,135
HR_01180,Garcin,3876,1070,27,0,6,5,6,51,0,89,3,15,447,3,16,4,0,51,1,53,3,1,2,40,4,2,12,4,2,1,102,6,5,0,9,100
HR_01201,Generalski Stol,2233,624,25,0,5,9,3,30,0,92,3,13,210,22,16,0,0,21,2,16,2,2,2,26,1,1,0,1,0,1,66,1,2,0,0,52
HR_01210,Glina,7127,1786,75,0,6,48,8,64,180,108,2,10,580,8,17,22,0,67,17,62,5,20,0,129,5,1,132,1,3,1,114,15,3,2,2,79
HR_01228,Gola,1828,409,3,0,7,2,1,14,0,33,0,8,174,7,14,0,2,24,0,7,1,1,0,35,1,0,0,2,0,1,38,6,1,0,5,22
HR_01236,Gorican,2387,649,14,0,2,3,2,13,0,22,2,6,135,222,34,12,0,20,0,5,0,4,4,20,0,0,1,2,0,3,80,3,0,0,1,39
HR_01244,Gorjani,1321,393,9,0,2,4,1,20,1,23,0,3,157,4,8,1,1,20,2,19,1,0,0,17,0,0,1,0,1,0,56,1,1,0,1,39
HR_06181,Gornja Rijeka,1367,396,12,0,1,6,2,6,0,23,2,3,124,4,14,0,2,16,1,12,1,4,3,52,4,3,0,0,0,0,62,0,0,1,0,38
HR_01252,Gornja Stubica,4369,1133,32,0,4,29,5,8,0,65,2,3,174,235,50,4,0,76,2,21,11,7,6,78,3,0,0,2,0,3,148,42,0,8,4,111
HR_05690,Gornja Vrba,2181,454,13,0,2,4,2,31,0,44,1,7,136,4,13,1,1,42,0,29,3,2,2,20,1,1,1,0,0,2,53,0,1,0,0,38
HR_01279,Gornji Bogicevci,1705,441,32,0,5,14,3,10,3,43,3,34,150,5,4,0,1,9,1,17,0,0,1,11,0,1,21,0,2,1,55,1,1,0,0,13
HR_01295,Gornji Kneginec,4691,1285,26,0,4,1,3,10,2,65,0,13,337,107,80,2,2,116,4,39,12,94,10,29,2,4,2,2,2,2,198,25,1,2,10,79
HR_06041,Gornji Mihaljevec,1614,404,10,0,1,4,2,1,0,8,0,4,66,147,3,7,0,17,0,5,2,4,2,6,2,0,1,0,0,1,64,10,0,2,2,33
HR_01309,Gospic,10856,3112,84,0,74,55,11,583,7,246,3,40,1131,11,31,20,0,109,6,59,6,7,13,140,2,4,66,5,2,6,237,68,2,1,4,79
HR_01333,Grad Zagreb,692321,229715,4325,0,458,10292,762,11968,199,22635,194,966,30737,2364,8247,1043,77,21563,147,10189,10875,610,4854,13146,623,732,3237,41,253,1032,48115,7382,100,482,1712,10355
HR_01341,Gradac,3081,1289,80,0,7,16,4,21,1,78,5,14,374,2,3,5,1,41,0,81,9,2,6,19,6,4,7,0,0,2,421,15,2,0,4,59
HR_01350,Gradec,2947,935,34,0,5,52,3,16,0,38,0,4,104,8,41,4,0,49,0,343,4,4,3,31,3,2,2,0,1,1,122,10,4,0,2,45
HR_01368,Gradina,3042,908,24,0,8,3,4,12,2,49,4,13,451,4,16,4,0,43,0,24,3,0,2,31,0,0,44,1,1,0,64,10,0,0,0,91
HR_01376,Gradiste,2330,403,21,0,1,1,0,17,0,59,1,3,100,5,10,3,2,43,1,20,2,2,0,15,3,0,1,0,0,0,54,4,0,0,3,32
HR_01317,Gracac,3981,983,35,0,3,6,4,28,14,59,2,11,251,16,10,2,1,22,2,31,3,7,1,5,0,4,382,1,1,1,44,6,1,0,0,30
HR_01325,Gracisce,1187,351,8,0,0,1,3,2,0,12,0,2,13,4,140,2,2,16,0,11,13,1,7,12,1,5,4,0,0,1,40,9,0,0,2,40
HR_01384,Grožnjan - Grisignana,663,182,6,0,1,1,0,1,0,3,0,1,1,1,116,0,1,3,0,0,4,1,1,0,0,1,0,0,0,0,17,0,0,0,2,21
HR_01392,Grubisno Polje,5204,1496,71,0,6,20,10,54,3,71,2,21,466,7,24,15,2,71,4,47,3,6,2,57,5,3,57,1,3,1,357,13,2,0,17,75
HR_HRZZGR,Greece,15,15,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0
HR_01406,Gundinci,1540,382,13,0,4,3,0,29,0,45,1,7,111,0,3,1,0,19,0,11,0,1,0,24,3,1,0,0,0,0,64,0,0,0,1,41
HR_01414,Gunja,3243,469,22,0,3,14,0,25,1,67,1,3,116,10,16,6,1,18,2,18,0,4,1,16,0,0,4,0,2,0,70,5,0,1,2,41
HR_05100,Gvozd,2736,629,24,0,5,2,3,4,14,20,1,8,117,2,1,1,0,8,2,11,2,0,0,8,1,2,342,0,1,0,32,1,1,0,1,15
HR_01449,Hercegovac,1936,481,15,0,1,9,2,7,0,19,1,5,74,3,53,30,1,25,1,19,1,0,2,66,0,0,2,0,0,0,88,2,0,0,20,35
HR_01457,Hlebine,1008,286,10,0,8,16,1,6,0,17,2,1,90,7,7,9,0,12,1,11,0,1,2,18,0,0,0,1,0,0,36,4,0,0,3,23
HR_01465,Hrascina,1275,310,7,0,1,12,0,6,0,9,0,1,53,6,36,0,0,11,0,4,2,35,1,15,1,1,1,0,0,0,69,1,0,2,1,35
HR_01481,Hrvace,3251,1060,26,0,3,0,1,116,0,77,2,17,497,2,5,0,0,42,1,161,0,3,3,27,1,0,7,0,0,3,29,1,2,0,2,32
HR_01490,Hrvatska Dubica,1640,420,18,0,5,2,2,18,1,25,0,3,135,2,3,1,0,19,1,17,2,2,1,41,1,1,53,0,0,0,42,1,0,0,0,24
HR_01503,Hrvatska Kostajnica,2171,642,14,0,3,8,2,9,3,25,0,8,197,3,14,12,2,25,0,10,2,3,3,98,3,2,93,0,1,2,68,6,1,1,1,23
HR_01520,Hum na Sutli,4086,808,31,0,1,12,0,14,0,20,2,10,169,15,16,5,2,65,5,21,1,9,2,51,3,1,2,1,0,2,247,17,0,4,3,77
HR_01538,Hvar,4175,964,19,0,3,6,4,51,2,79,3,12,243,17,31,2,0,96,1,45,18,1,25,19,1,2,2,0,0,1,215,18,2,0,2,44
HR_01546,Ilok,5361,1454,46,0,20,13,3,39,4,212,8,14,510,14,28,12,3,57,1,82,2,7,7,53,2,2,50,0,1,1,136,16,1,1,9,100
HR_01554,Imotski,8850,2726,81,0,12,14,7,483,0,304,8,33,1089,34,14,6,2,126,5,189,2,1,12,94,5,3,18,0,1,0,108,3,1,0,5,66
HR_HRZZIN,India,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
HR_HRZZID,Indonesia,11,11,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0
HR_HRZZIE,Ireland,53,53,1,0,0,0,0,2,0,1,0,0,1,1,4,0,0,7,0,3,6,0,2,2,0,0,1,0,0,1,9,0,0,0,0,12
HR_HRZZIT,Italy,201,201,1,0,1,3,0,9,0,25,0,2,50,1,7,0,1,4,0,17,7,0,5,37,0,2,0,0,0,0,15,6,0,0,2,6
HR_01562,Ivanec,11338,2828,111,0,11,10,7,45,2,88,2,13,468,498,59,8,2,178,3,63,16,363,9,39,11,8,2,3,1,8,546,56,3,9,6,180
