gisco_id,name,registered,turnout,invalid,blank,ΔΗΜΟΚΡΑΤΙΚΟΣ ΣΥΝΑΓΕΡΜΟΣ (ΔΗ.ΣΥ),ΑΚΕΛ-ΑΡΙΣΤΕΡΑ-ΝΕΕΣ ΔΥΝΑΜΕΙΣ,ΔΗΜΟΚΡΑΤΙΚΟ ΚΟΜΜΑ (ΔΗ.ΚΟ),ΕΥΡΩΠΑΪΚΟ ΚΟΜΜΑ (ΕΥΡΩ.ΚΟ),ΕΔΕΚ ΚΙΝΗΜΑ ΣΟΣΙΑΛΔΗΜΟΚΡΑΤΩΝ,ΚΙΝΗΜΑ ΕΛΕΥΘΕΡΟΙ ΠΟΛΙΤΕΣ,ΚΙΝΗΜΑ ΟΙΚΟΛΟΓΩΝ ΠΕΡΙΒΑΛΛΟΝΤΙΣΤΩΝ,ΕΝΩΜΕΝΟΙ ΔΗΜΟΚΡΑΤΕΣ (Ε.ΔΗ),ΕΥΡΩΠΑΪΚΗ ΔΗΜΟΚΡΑΤΙΑ,ΠΟΛΙΤΙΚΟ ΚΙΝΗΜΑ ΚΥΝΗΓΩΝ,ΛΑΪΚΟ ΣΟΣΙΑΛΙΣΤΙΚΟ ΚΙΝΗΜΑ,ΚΩΣΤΑ ΧΡΙΣΤΑΚΗΣ,ΚΩΝΣΤΑΝΤΙΝΟΥ ΑΝΔΡΕΑΣ,ΜΙΧΑΗΛ ΑΝΑΣΤΑΣΗΣ,ΚΥΡΙΑΚΟΥ (ΟΥΤΟΠΟΣ) ΚΩΣΤΑΣ,ΕΥΣΤΡΑΤΙΟΥ ΑΝΔΡΕΑΣ,ΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΟΣ
CY_4301,Mari,149,144,3,0,98,10,11,18,2,0,0,2,0,0,0,0,0,0,0,0,0
CY_4302,Καλαβασός,537,491,13,10,111,220,61,23,40,2,3,1,4,1,1,0,0,1,0,0,0
CY_4303,Τόχνη,189,184,5,7,47,22,41,33,16,0,7,0,4,0,1,0,0,1,0,0,0
CY_4304,Χοιροκoιτία,335,303,8,6,114,39,65,22,38,0,3,1,0,6,1,0,0,0,0,0,0
CY_4305,Psematismenos,122,114,2,1,66,5,15,5,19,0,1,0,0,0,0,0,0,0,0,0,0
CY_4306,Maroni,375,351,6,9,172,25,78,9,46,0,1,1,1,0,0,0,0,3,0,0,0
CY_4307,Άγιος Θεόδωρος Λάρνακας,474,441,9,3,287,21,30,39,47,1,0,2,1,1,0,0,0,0,0,0,0
CY_4308,Skarinou,151,137,3,0,36,28,27,3,38,2,0,0,0,0,0,0,0,0,0,0,0
CY_4309,Κοφίνου,1245,1144,37,24,406,380,106,48,107,12,8,6,2,4,4,0,0,0,0,0,0
CY_4310,Κάτω Λεύκαρα,109,93,3,5,7,25,8,3,39,0,0,2,1,0,0,0,0,0,0,0,0
CY_4311,Πάνω Λεύκαρα,925,786,10,4,115,127,71,8,437,5,4,3,1,1,0,0,0,0,0,0,0
CY_4312,Κάτω Δρυς,93,84,1,1,52,3,17,0,9,0,0,0,1,0,0,0,0,0,0,0,0
CY_4313,Βάβλα,76,67,0,0,43,7,4,0,9,0,2,0,0,0,2,0,0,0,0,0,0
CY_4315,Ora,130,109,2,2,53,7,19,1,23,1,0,1,0,0,0,0,0,0,0,0,0
CY_4316,Μελίνη,73,67,2,1,15,40,1,2,4,0,1,0,1,0,0,0,0,0,0,0,0
CY_4317,Odou,134,122,7,4,41,46,15,6,3,0,0,0,0,0,0,0,0,0,0,0,0
CY_4318,'Αγιοι Βαβατσινιάς,171,159,4,2,41,34,39,6,30,1,1,0,1,0,0,0,0,0,0,0,0
CY_4319,Βαβατσινιά,107,80,1,0,38,10,16,1,12,1,0,0,0,0,1,0,0,0,0,0,0
CY_5001,Lemesos,65637,57811,2047,1331,14602,16366,11806,3848,4460,848,1266,761,225,112,72,57,2,0,0,0,8
CY_5011,Mesa Geitonia,8800,7864,301,176,1906,2541,1441,399,690,92,154,89,38,14,16,6,0,0,0,0,1
CY_5012,Agios Athanasios,6691,6027,235,127,1474,2100,938,334,519,69,90,87,20,19,11,2,0,0,0,0,2
CY_5013,Germasogeia,4680,4157,156,96,1173,1208,668,283,327,74,73,67,10,10,6,5,0,0,0,0,1
CY_5020,Pano Polemidia,3381,3152,141,74,770,1358,395,125,167,32,24,38,14,8,3,1,0,0,0,0,2
CY_5021,'Υψωνας,4065,3660,171,88,1177,827,518,331,294,93,60,17,14,10,7,53,0,0,0,0,0
CY_5022,Kato Polemidia,11972,10810,423,237,2804,3803,1768,548,722,131,153,121,32,34,13,15,4,0,0,0,2
CY_5100,Palodeia,381,341,7,4,76,92,69,27,42,13,7,3,0,1,0,0,0,0,0,0,0
CY_5101,Παραμύθα,186,173,7,6,62,18,49,7,17,1,3,0,1,2,0,0,0,0,0,0,0
CY_5102,Spitali,164,155,4,1,82,12,27,11,14,2,0,0,1,0,0,1,0,0,0,0,0
CY_5103,Φασούλα Λεμεσού,277,251,5,7,85,84,30,7,21,7,2,1,0,2,0,0,0,0,0,0,0
CY_5104,Μαθικολώνη,83,83,2,0,29,12,25,9,6,0,0,0,0,0,0,0,0,0,0,0,0
CY_5105,Gerasa,91,83,1,1,30,18,16,3,10,2,0,1,1,0,0,0,0,0,0,0,0
CY_5106,Apsiou,188,171,4,1,17,93,27,3,19,3,2,1,1,0,0,0,0,0,0,0,0
CY_5107,Apesia,220,218,7,2,118,7,59,6,11,3,2,1,0,0,0,2,0,0,0,0,0
CY_5108,Κορφή,148,141,4,5,77,16,26,4,9,0,0,0,0,0,0,0,0,0,0,0,0
CY_5109,Λιμνάτης,312,285,6,4,88,53,84,4,41,2,1,2,0,0,0,0,0,0,0,0,0
CY_5120,Mouttagiaka,1757,1636,59,55,425,618,203,96,95,30,18,15,8,12,0,0,2,0,0,0,0
CY_5122,Φοινικάρια,100,97,3,5,31,29,9,13,6,0,0,1,0,0,0,0,0,0,0,0,0
CY_5123,Akrounta,256,241,11,5,46,43,74,13,38,1,4,2,2,2,0,0,0,0,0,0,0
CY_5124,'Αγιος Τύχων,1248,1103,32,25,394,252,166,93,69,19,20,17,10,4,2,0,0,0,0,0,0
CY_5125,Παρεκκλησιά,786,726,35,13,222,213,103,55,49,17,13,2,1,1,2,0,0,0,0,0,0
CY_5126,Pentakomo,262,246,7,4,62,55,33,25,42,1,6,3,5,2,1,0,0,0,0,0,0
CY_5127,Monagroulli,325,296,6,10,87,117,37,8,25,0,0,2,1,2,0,1,0,0,0,0,0
CY_5128,Μονή,233,225,5,5,56,97,12,12,25,10,0,1,2,0,0,0,0,0,0,0,0
CY_5129,Πύργος Λεμεσού,809,762,21,13,306,153,90,25,128,13,5,1,4,2,1,0,0,0,0,0,0
CY_5130,Asgata,262,244,5,2,44,99,53,8,25,2,0,3,0,3,0,0,0,0,0,0,0
CY_5131,Βάσα Κελλακίου,49,50,1,2,17,19,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0
CY_5133,Πραστιό Κελλακίου,74,74,1,0,6,57,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0
CY_5136,Kellaki,244,219,6,5,40,110,37,6,9,5,1,0,0,0,0,0,0,0,0,0,0
CY_5138,Eptagoneia,272,235,2,4,92,63,27,16,27,0,2,2,0,0,0,0,0,0,0,0,0
CY_5140,Dierona,237,230,7,5,54,107,27,10,12,1,0,3,1,1,0,2,0,0,0,0,0
CY_5141,Arakapas,277,256,2,4,82,86,31,17,23,7,1,0,0,0,3,0,0,0,0,0,0
CY_5142,'Αγιος Παύλος,160,153,1,2,40,41,23,5,20,12,1,4,1,2,1,0,0,0,0,0,0
CY_5143,Agios Konstantinos,181,174,5,2,96,10,27,5,27,0,0,0,2,0,0,0,0,0,0,0,0
CY_5144,Συκόπετρα,101,99,4,0,20,32,13,7,18,0,4,0,0,1,0,0,0,0,0,0,0
CY_5145,Λουβαράς,310,301,11,7,56,160,36,5,15,5,1,1,0,2,1,1,0,0,0,0,0
CY_5146,Καλό Χωριό Λεμεσού,389,355,6,7,142,96,57,11,22,7,1,0,2,2,2,0,0,0,0,0,0
CY_5147,Ζωοπηγή,171,168,4,0,47,24,47,13,26,1,5,0,0,0,1,0,0,0,0,0,0
CY_5200,Ακρωτήρι,561,523,9,6,235,82,92,37,35,10,9,2,3,2,0,1,0,0,0,0,0
CY_5201,Ασώματος Λεμεσού,185,175,3,0,48,43,49,12,15,1,2,1,0,1,0,0,0,0,0,0,0
CY_5203,Τραχώνι Λεμεσού,2714,2514,83,65,653,854,418,161,174,32,33,12,12,9,6,2,0,0,0,0,0
CY_5210,Kolossi,2605,2366,107,51,743,684,371,167,148,22,22,23,14,7,4,2,0,0,0,0,1
CY_5211,Ερήμη,854,783,20,13,250,181,161,28,105,8,7,3,1,3,2,1,0,0,0,0,0
CY_5212,Επισκοπή Λεμεσού,2721,2486,103,67,727,705,377,167,246,36,31,16,5,2,1,2,1,0,0,0,0
CY_5213,Kantou,453,406,22,8,87,159,67,24,16,3,12,3,1,1,2,0,0,0,0,0,1
CY_5214,Σωτήρα Λεμεσού,87,88,3,2,37,24,14,0,4,0,2,1,0,0,0,1,0,0,0,0,0
CY_5220,Πραστιό Αυδήμου,179,171,2,0,58,36,18,11,39,5,2,0,0,0,0,0,0,0,0,0,0
CY_5222,Αυδήμου,540,514,19,12,213,93,64,34,46,10,4,11,2,2,3,0,0,0,0,0,1
CY_5226,Ανώγυρα,173,158,0,0,27,48,51,12,4,12,0,0,2,0,1,1,0,0,0,0,0
CY_5227,Pissouri,677,629,10,6,216,195,110,34,47,5,0,4,2,0,0,0,0,0,0,0,0
CY_5300,Souni-Zanakia,272,260,4,5,103,44,61,16,15,9,3,0,0,0,0,0,0,0,0,0,0
CY_5302,Alassa,193,177,6,4,76,22,35,7,15,10,1,0,1,0,0,0,0,0,0,0,0
CY_5304,Πάνω Κιβίδες,474,443,13,4,213,34,118,34,21,1,1,1,0,2,0,1,0,0,0,0,0
CY_5305,Άγιος Αμβρόσιος Λεμεσού,260,250,3,2,107,11,65,16,20,7,18,1,0,0,0,0,0,0,0,0,0
CY_5306,Agios Therapon,225,198,0,0,141,13,34,3,4,1,0,2,0,0,0,0,0,0,0,0,0
CY_5307,Λόφου,74,69,0,1,19,10,13,4,15,4,0,0,1,0,0,2,0,0,0,0,0
CY_5308,Πάχνα,979,880,10,6,346,82,330,22,50,14,2,1,1,15,1,0,0,0,0,0,0
CY_5310,Άγιος Γεώργιος Λεμεσού,108,104,4,0,11,28,18,2,27,2,2,0,1,0,0,9,0,0,0,0,0
CY_5311,Doros,127,115,3,1,34,14,40,9,7,0,0,1,1,1,0,4,0,0,0,0,0
CY_5312,Laneia,156,144,1,0,51,20,37,5,25,1,1,3,0,0,0,0,0,0,0,0,0
CY_5313,Silikou,144,127,1,0,22,46,19,5,3,4,2,1,0,0,0,24,0,0,0,0,0
CY_5314,Monagri,178,146,7,2,37,16,36,11,32,1,1,0,3,0,0,0,0,0,0,0,0
CY_5315,Τριμήκληνη,736,686,18,15,190,162,154,71,49,6,8,4,3,2,1,3,0,0,0,0,0
CY_5316,Agios Mamas,232,210,4,2,65,23,79,15,22,0,0,0,0,0,0,0,0,0,0,0,0
CY_5318,Μονιάτης,290,276,6,4,123,34,52,17,23,10,6,0,0,0,1,0,0,0,0,0,0
CY_5320,Dora,251,231,10,1,95,18,70,24,6,3,3,0,0,1,0,0,0,0,0,0,0
CY_5322,Άρσος Λεμεσού,300,266,6,1,76,93,38,6,24,3,11,5,2,0,0,1,0,0,0,0,0
CY_5324,Malia,78,73,0,0,16,20,26,3,1,0,2,4,0,1,0,0,0,0,0,0,0
CY_5325,Βάσα Κοιλανίου,212,194,5,5,53,63,36,11,6,12,2,0,0,0,0,1,0,0,0,0,0
CY_5326,Βουνί,198,176,13,3,50,28,48,11,8,9,2,4,0,0,0,0,0,0,0,0,0
CY_5327,Pera Pedi,154,145,3,1,45,38,23,12,13,2,1,4,2,1,0,0,0,0,0,0,0
CY_5328,Μανδριά Λεμεσού,107,104,3,0,15,30,33,5,6,9,2,1,0,0,0,0,0,0,0,0,0
CY_5329,Potamiou,71,69,1,0,28,4,22,6,2,0,2,3,0,1,0,0,0,0,0,0,0
CY_5330,Omodos,323,279,7,3,52,28,115,21,29,13,6,2,0,1,2,0,0,0,0,0,0
CY_5331,Koilani,424,377,7,6,59,111,67,69,30,18,1,3,2,3,1,0,0,0,0,0,0
CY_5340,'Αγιος Δημήτριος,70,63,2,2,27,10,15,0,5,2,0,0,0,0,0,0,0,0,0,0,0
CY_5341,Παλαιόμυλος,47,45,5,2,7,18,6,1,5,0,0,1,0,0,0,0,0,0,0,0,0
CY_5342,Prodromos,148,132,4,1,23,12,68,11,10,1,2,0,0,0,0,0,0,0,0,0,0
CY_5343,Kaminaria,106,82,3,2,28,10,21,6,7,1,0,1,2,1,0,0,0,0,0,0,0
CY_5344,Treis Elies,69,63,1,1,10,32,12,1,1,0,4,0,1,0,0,0,0,0,0,0,0
CY_5345,Lemithou,135,121,3,3,29,20,37,2,13,11,1,1,1,0,0,0,0,0,0,0,0
CY_5350,Κάτω Πλάτρες (Toρνάρηδες),219,206,7,3,31,58,35,7,35,22,2,1,3,0,0,2,0,0,0,0,0
CY_5351,Pano Platres,213,185,0,1,57,12,58,15,32,4,2,4,0,0,0,0,0,0,0,0,0
CY_5352,Φοινί,518,481,5,4,126,117,101,24,94,4,2,2,2,0,0,0,0,0,0,0,0
CY_5355,Αμίαντος,287,273,4,8,96,90,56,7,5,1,2,2,1,1,0,0,0,0,0,0,0
CY_5360,Άγιος Θεόδωρος Λεμεσού,128,120,5,1,50,26,18,8,4,2,1,3,1,1,0,0,0,0,0,0,0
CY_5361,Άγιος Ιωάννης Λεμεσού,506,473,21,1,131,122,98,49,39,4,7,1,0,0,0,0,0,0,0,0,0
CY_5362,Κάτω Μύλος,53,52,2,0,24,0,14,6,4,0,0,1,1,0,0,0,0,0,0,0,0
CY_5363,Potamitissa,111,112,0,1,43,9,34,6,9,6,2,1,1,0,0,0,0,0,0,0,0
CY_5364,Δύμες,192,176,10,10,41,32,55,8,11,3,4,1,1,0,0,0,0,0,0,0,0
CY_5365,Pelendri,1394,1329,29,16,354,752,86,20,49,4,6,7,3,2,1,0,0,0,0,0,0
CY_5366,Agros,702,635,9,14,291,96,140,49,21,7,3,2,2,1,0,0,0,0,0,0,0
CY_5367,Agridia,210,198,3,0,43,7,131,3,9,1,0,1,0,0,0,0,0,0,0,0,0
CY_5368,Χανδριά,296,280,6,2,190,6,25,25,21,2,1,1,1,0,0,0,0,0,0,0,0
CY_5369,Κυπερούντα,1398,1276,33,8,626,196,203,103,76,16,5,5,2,2,1,0,0,0,0,0,0
CY_6001,Πάφος,15488,13302,328,280,2978,2857,3071,736,2343,156,149,172,32,6,28,0,5,0,25,136,0
CY_6010,Γεροσκήπου,3948,3535,83,69,640,1337,615,138,460,55,33,54,8,2,4,0,1,0,5,31,0
CY_6011,Konia,562,496,6,9,101,113,105,20,109,11,6,1,1,0,0,0,0,0,1,13,0
CY_6012,Agia Marinouda,110,106,2,1,27,36,19,2,15,1,1,1,0,0,1,0,0,0,0,0,0
CY_6014,Αχέλεια,141,137,3,3,27,25,48,2,15,11,1,0,1,0,0,0,0,0,0,1,0
CY_6020,Χλώρακας,1720,1554,34,19,362,474,320,102,142,35,22,16,0,0,0,0,0,0,4,24,0
CY_6021,Lempa,464,417,14,13,87,123,71,17,55,12,12,10,1,2,0,0,0,0,0,0,0
CY_6022,Empa,1807,1598,26,24,549,317,315,79,207,26,12,10,2,0,4,0,0,0,3,24,0
CY_6023,Tremithousa,305,277,6,12,54,70,34,23,32,2,4,1,1,0,1,0,0,0,1,36,0
CY_6024,Μέσα Χωριό,238,217,7,6,24,72,38,23,40,1,1,0,0,0,0,0,0,0,0,5,0
CY_6025,Μεσόγη,1069,965,29,16,218,273,204,38,131,15,12,7,7,0,5,0,1,0,2,7,0
CY_6026,Tala,466,424,3,2,93,76,103,27,88,3,16,3,0,0,1,0,0,0,0,9,0
CY_6027,Kissonerga,880,809,20,12,107,282,128,54,151,9,15,20,1,0,1,0,0,0,3,6,0
CY_6100,Κούκλια Πάφου,451,407,5,1,97,77,105,10,84,12,2,1,1,0,2,0,0,0,0,10,0
CY_6101,Μανδριά Πάφου,332,303,9,5,92,71,57,15,26,23,1,2,1,0,1,0,0,0,0,0,0
CY_6102,Nikokleia,73,76,1,0,23,10,17,6,7,0,10,0,0,0,0,0,0,0,0,2,0
CY_6104,Τίμη,967,897,20,21,179,231,194,20,139,42,5,16,1,2,8,0,1,0,1,17,0
CY_6107,Anarita,300,273,0,6,59,49,59,7,69,6,8,5,1,0,1,0,0,0,1,2,0
CY_6110,Marathounta,151,145,6,5,10,54,35,9,18,3,2,1,1,0,0,0,0,0,0,1,0
CY_6111,Armou,200,188,4,7,20,57,38,13,34,2,6,3,0,0,0,0,0,0,1,3,0
CY_6112,Επισκοπή Πάφου,205,192,8,7,24,54,49,7,27,7,0,5,0,0,1,0,0,0,0,3,0
CY_6113,Nata,167,148,5,6,20,57,25,5,15,9,0,1,1,0,1,0,0,0,0,3,0
CY_6114,Χολέτρια,231,207,7,2,45,59,41,10,19,10,1,12,0,0,0,0,0,0,0,1,0
CY_6122,Stroumpi,417,379,2,3,60,30,243,8,19,4,0,1,1,0,1,0,0,0,2,5,0
CY_6120,Tsada,620,545,10,13,123,153,91,25,70,36,4,3,0,0,1,0,0,0,2,14,0
CY_6121,Κοίλη,242,228,1,2,40,38,96,10,25,4,2,1,0,0,2,0,0,0,0,7,0
CY_6123,Polemi,678,578,7,17,176,50,185,59,47,14,0,3,2,0,1,0,0,0,2,15,0
CY_6124,Kallepeia,185,177,3,0,41,38,40,10,40,4,0,0,1,0,0,0,0,0,0,0,0
CY_6125,Λετύμβου,321,298,2,2,68,42,82,12,67,6,1,2,2,0,2,0,0,0,2,8,0
CY_6128,Lemona,69,62,0,0,14,8,17,4,13,4,0,0,1,0,0,0,0,0,1,0,0
CY_6129,Χούλου,193,173,4,5,27,36,35,5,40,9,0,3,2,0,2,0,0,0,1,4,0
CY_6132,Kathikas,344,310,5,5,54,97,84,22,27,8,0,5,2,0,0,0,0,0,0,1,0
CY_6133,Pegeia,1370,1206,19,19,529,269,194,37,90,15,8,4,5,0,1,0,0,0,1,15,0
CY_6200,Πάνω Aρχιμανδρίτα,57,52,1,1,16,7,18,4,5,0,0,0,0,0,0,0,0,0,0,0,0
CY_6205,Άγιος Γεώργιος Πάφου,182,176,5,2,18,45,38,2,53,9,1,1,2,0,0,0,0,0,0,0,0
CY_6208,Τραχυπέδουλα,97,91,0,1,12,32,32,0,9,2,0,1,0,0,0,0,0,0,0,2,0
CY_6210,Kelokedara,298,274,1,6,50,57,93,4,42,13,3,1,0,0,1,0,0,0,0,3,0
CY_6211,Salamiou,324,286,2,3,63,86,72,4,31,11,1,5,2,0,0,0,0,0,1,5,0
CY_6213,Kedares,72,68,0,1,14,24,17,2,7,1,0,1,0,0,1,0,0,0,0,0,0
CY_6214,Mesana,73,63,0,2,17,15,19,3,3,1,1,2,0,0,0,0,0,0,0,0,0
CY_6215,Praitori,95,90,6,0,28,25,15,0,13,2,0,1,0,0,0,0,0,0,0,0,0
CY_6218,Άγιος Νικόλαος Πάφου,74,70,0,0,22,9,22,0,12,3,2,0,0,0,0,0,0,0,0,0,0
CY_6220,Αμαργέτη,232,200,1,6,64,51,31,7,26,2,5,1,1,0,2,0,0,0,1,2,0
CY_6222,Pentalia,131,122,2,5,20,20,31,1,21,9,2,2,4,0,0,0,0,0,0,5,0
CY_6224,Galataria,78,77,2,1,6,12,33,5,7,9,0,0,1,0,1,0,0,0,0,0,0
CY_6225,Koilineia,44,46,0,0,4,8,16,2,12,3,1,0,0,0,0,0,0,0,0,0,0
CY_6227,Στατός-'Αγιος Φώτιος,296,271,1,6,39,53,87,13,57,7,0,4,1,0,1,0,0,0,1,1,0
CY_6230,Πάνω Παναγιά,532,480,8,18,38,203,111,2,84,5,1,3,1,0,3,0,0,0,1,2,0
CY_6231,Asprogia,56,62,1,0,15,14,11,4,9,6,0,1,1,0,0,0,0,0,0,0,0
CY_6301,'Αγιος Δημητριανός,80,76,1,2,16,15,20,1,17,3,0,0,0,0,0,0,0,0,0,1,0
CY_6302,Κανναβιού,119,117,0,0,26,16,36,6,15,12,2,1,0,0,1,0,0,0,1,1,0
CY_6303,Θρίνια (Δρίνια),61,56,1,4,8,9,18,2,11,2,0,1,0,0,0,0,0,0,0,0,0
CY_6305,Kritou Marottou,50,49,1,1,6,13,17,2,2,6,0,0,0,0,0,0,0,0,0,1,0
CY_6306,Φύτη,119,109,0,1,10,24,38,4,13,14,0,3,0,0,1,0,0,0,1,0,0
CY_6307,Lasa,83,71,2,3,22,14,12,2,10,0,2,2,1,0,0,0,0,0,0,1,0
CY_6308,Δρύμου,90,89,2,0,28,14,28,4,8,0,2,1,0,0,1,0,0,0,0,1,0
CY_6310,Simou,176,161,2,1,38,32,16,9,48,10,1,0,1,0,1,0,0,0,0,2,0
CY_6320,Λυσός,179,154,3,0,29,22,74,2,18,0,0,1,0,0,1,0,0,0,1,3,0
CY_6321,Περιστερώνα Πάφου,204,183,3,1,61,27,27,2,38,20,3,0,1,0,0,0,0,0,0,0,0
CY_6330,Theletra,167,155,5,2,25,31,48,5,28,4,1,3,0,0,1,0,0,0,0,2,0
CY_6331,Giolou,565,517,5,8,166,103,92,8,111,10,2,4,2,0,0,0,0,0,1,5,0
CY_6333,Μηλιού,49,47,0,1,8,14,15,1,6,0,2,0,0,0,0,0,0,0,0,0,0
CY_6334,Kato Akourdaleia,68,67,2,3,14,17,10,3,14,1,1,1,1,0,0,0,0,0,0,0,0
CY_6336,Kritou Tera,114,105,3,0,17,18,30,0,20,14,2,1,0,0,0,0,0,0,0,0,0
CY_6337,Σκούλλη,107,102,8,4,18,10,12,0,36,7,0,1,0,0,0,0,0,0,0,6,0
CY_6341,Χρυσοχού,55,55,0,4,4,22,12,1,4,7,0,1,0,0,0,0,0,0,0,0,0
CY_6343,Polis,1531,1369,32,19,300,381,255,27,291,22,15,15,2,2,4,0,0,0,3,1,0
CY_6344,Νέο Χωριό Πάφου,254,224,5,0,54,54,47,2,42,3,13,2,0,0,0,0,0,0,1,1,0
CY_6345,Goudi,154,137,1,3,23,22,24,5,48,11,0,0,0,0,0,0,0,0,0,0,0
CY_6351,Pano Arodes,100,87,2,1,13,22,37,3,4,1,2,2,0,0,0,0,0,0,0,0,0
CY_6352,Ineia,330,287,5,4,62,22,118,15,29,23,2,3,2,0,1,0,0,0,0,1,0
CY_6353,Drouseia,292,254,5,2,56,14,94,1,50,27,2,2,0,0,0,0,0,0,1,0,0
CY_6361,Κυνούσα,59,58,3,1,12,16,1,2,17,3,1,0,0,0,2,0,0,0,0,0,0
CY_6363,Argaka,593,516,7,6,118,101,89,13,144,29,1,2,0,0,1,0,0,0,2,3,0
CY_6365,Αγία Μαρίνα Χρυσοχούς,732,673,11,4,163,222,76,12,158,16,2,5,0,0,1,0,0,0,0,3,0
CY_6367,Pomos,424,383,4,6,72,120,50,3,105,12,0,8,2,0,1,0,0,0,0,0,0
CY_6368,Στενή,114,107,4,1,33,13,20,7,26,0,0,2,1,0,0,0,0,0,0,0,0
