gisco_id,name,registered,turnout,invalid,blank,Slovenská ľudová strana Andreja Hlinku,DOBRÁ VOĽBA,Sloboda a Solidarita,SME RODINA,Slovenské Hnutie Obrody,ZA ĽUDÍ,MÁME TOHO DOSŤ !,Slovenská národná strana,Demokratická strana,"OBYČAJNÍ ĽUDIA a nezávislé osobnosti (OĽANO), NOVA, Kresťanská únia (KÚ), ZMENA ZDOLA",Koalícia Progresívne Slovensko a SPOLU - občianska demokracia,STAROSTOVIA A NEZÁVISLÍ KANDIDÁTI,99 % - občiansky hlas,Kresťanskodemokratické hnutie,Slovenská liga,VLASŤ,MOST - HÍD,SMER - sociálna demokracia,SOLIDARITA - Hnutie pracujúcej chudoby,HLAS ĽUDU,Magyar Közösségi Összefogás - Maďarská komunitná spolupatričnosť,Práca slovenského národa,Kotlebovci - Ľudová strana Naše Slovensko,Socialisti.sk
SK_527637,Nizna Olsava,317,192,2,0,1,8,6,21,0,9,0,9,0,21,5,0,0,24,1,7,4,55,0,0,0,0,16,3
SK_527700,Oľšavka (okres Stropkov),186,93,0,0,2,6,2,4,1,1,1,6,1,13,4,0,0,12,0,5,0,29,0,0,0,0,6,0
SK_527726,Potoky,79,47,0,0,0,1,1,1,0,0,0,3,0,4,1,0,0,2,0,0,1,24,0,0,0,0,8,1
SK_527718,Potocky,74,58,0,0,0,4,1,4,0,2,0,0,1,9,1,0,0,5,0,3,0,20,0,0,0,0,6,2
SK_527815,Solnik,44,37,0,0,0,0,0,2,0,1,0,9,0,5,2,0,0,1,0,1,1,12,0,0,0,0,3,0
SK_527823,Staskovce,212,142,0,0,4,11,3,17,4,3,0,10,2,21,2,1,0,4,0,5,2,34,0,1,0,0,16,2
SK_527840,Stropkov,7886,4676,35,0,25,139,214,351,8,215,14,199,4,1090,191,4,4,513,0,208,28,1060,3,3,1,0,341,26
SK_527866,Sandal,249,156,1,0,1,3,6,15,1,4,0,15,1,23,4,0,0,13,0,11,1,39,0,0,0,0,18,0
SK_527912,Tisinec,406,258,1,0,0,5,8,27,0,10,0,9,1,44,12,0,0,26,0,18,4,74,0,0,0,0,18,1
SK_527921,Tokajik,78,57,0,0,1,4,2,7,1,4,1,1,0,3,0,0,0,3,0,1,0,25,0,0,0,0,4,0
SK_527939,Turany nad Ondavou,300,190,1,0,1,6,2,12,0,3,0,5,0,41,6,1,0,43,0,9,0,38,0,0,0,0,21,1
SK_527971,Varechovce,125,69,1,0,1,3,1,7,0,3,1,3,0,17,2,0,0,1,0,2,0,20,0,1,0,0,6,0
SK_527980,Velkrop,170,81,1,0,0,0,1,6,0,0,1,4,1,13,0,0,0,4,0,1,1,43,0,0,0,0,5,0
SK_527998,Vislava,166,114,0,0,1,1,1,20,0,1,0,5,1,7,2,0,0,7,0,6,4,39,0,0,0,0,19,0
SK_528005,Vladica,64,36,0,0,0,1,4,3,0,1,0,4,1,2,2,0,0,5,0,3,1,7,1,0,0,0,1,0
SK_528013,Vojtovce,86,57,0,0,0,3,1,4,0,0,0,6,0,9,1,0,0,1,0,3,0,20,0,0,0,0,8,1
SK_528021,Vyskovce,120,78,0,0,1,0,1,3,1,4,0,2,1,6,2,0,0,19,0,4,3,22,0,0,0,0,9,0
SK_528048,Vysna Olsava,469,298,8,0,5,6,5,20,0,7,1,5,0,79,14,0,0,29,0,8,1,85,0,0,0,1,24,0
SK_560073,Vysny Hrabovec,157,94,0,0,2,6,2,5,0,2,1,10,0,7,1,0,0,10,1,1,0,24,0,0,0,0,21,1
SK_527122,Belejovce,28,16,0,0,0,1,4,2,0,0,2,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,1,0
SK_527131,Benadikovce,166,106,1,0,0,8,4,6,0,3,0,4,0,10,3,0,0,3,0,3,9,31,0,0,0,0,20,1
SK_527149,Bodruzal,50,33,1,0,0,2,1,0,0,0,0,0,0,7,1,0,0,1,0,3,1,16,0,0,0,0,0,0
SK_527220,Cigla,68,45,0,0,0,5,0,2,0,1,1,1,1,3,1,0,0,1,0,2,9,10,1,1,1,0,3,2
SK_527238,Dlhona,68,46,0,0,0,1,0,2,0,0,0,1,1,1,1,1,0,0,0,1,1,33,1,0,0,0,2,0
SK_527246,Dobroslava,39,23,0,0,0,4,1,1,0,1,0,1,0,4,2,0,0,0,0,4,0,2,0,0,0,0,3,0
SK_527254,Dubová (okres Svidník),179,113,0,0,0,2,3,1,0,2,2,13,0,13,2,0,0,3,0,10,0,59,0,0,0,0,2,1
SK_580601,Dukovce,228,162,0,0,0,2,7,14,0,11,1,7,0,34,5,0,0,11,0,11,5,33,0,0,0,0,21,0
SK_527271,Fijas,112,87,0,0,0,4,0,9,0,1,0,1,0,20,4,0,0,6,0,2,0,34,0,0,0,0,4,2
SK_519197,Giraltovce,3167,1805,31,0,10,75,47,132,1,75,17,71,0,520,61,1,0,145,0,50,6,441,1,0,1,1,113,6
SK_527301,Havranec,19,16,0,0,0,0,0,2,0,1,0,3,0,1,2,0,0,2,0,1,1,3,0,0,0,0,0,0
SK_527319,Hrabovcik,248,192,2,0,0,5,7,17,0,5,0,4,0,26,2,0,0,23,0,12,3,76,0,0,0,0,9,1
SK_527327,Hunkovce,265,165,5,0,1,7,2,6,0,4,1,5,1,47,11,0,0,8,0,23,2,33,0,0,0,0,9,0
SK_527351,Jurkova Vola,76,56,1,0,0,2,4,8,0,5,1,2,0,9,5,0,0,1,0,4,2,12,0,0,0,0,0,0
SK_519316,Kalniste,419,270,5,0,3,5,5,15,0,5,0,25,1,46,5,0,0,45,0,13,1,79,1,1,0,1,14,0
SK_527360,Kapisova,332,188,2,0,0,10,1,6,0,8,1,13,0,63,4,0,0,14,1,6,3,34,0,0,0,0,22,0
SK_527378,Keckovce,190,92,3,0,3,4,4,4,0,3,0,3,1,11,5,0,0,7,0,2,9,23,0,0,0,0,10,0
SK_519332,Kobylnice,86,58,0,0,0,2,1,5,0,1,2,2,0,7,1,0,0,2,0,0,5,16,0,0,0,0,14,0
SK_527394,Korejovce,63,45,0,0,1,2,2,2,0,1,1,2,0,3,3,0,0,3,0,1,12,4,0,0,0,0,8,0
SK_519391,Kracunovce,991,664,7,0,1,21,10,59,0,20,4,22,1,199,21,1,0,100,0,20,1,128,1,0,0,0,46,2
SK_527424,Krajna Bystra,313,122,6,0,1,1,4,9,0,6,0,4,1,5,2,0,0,4,0,2,32,32,0,0,0,0,12,1
SK_527432,Krajna Polana,161,94,2,0,0,4,2,12,0,4,0,7,1,15,2,0,0,4,0,2,5,26,1,1,0,0,6,0
SK_527441,Krajna Porubka,48,34,0,0,0,0,1,4,0,1,0,2,0,7,1,0,0,1,0,6,0,8,0,0,0,0,2,1
SK_527459,Krajne Cierno,71,56,0,0,1,4,2,2,0,0,0,4,0,13,4,0,0,3,0,1,4,17,0,0,0,0,1,0
SK_527483,Kruzlova,492,299,7,0,7,7,5,14,0,1,0,148,0,51,2,0,0,5,0,7,3,37,0,0,0,0,3,2
SK_519448,Kukova,578,367,2,0,0,15,17,29,0,15,1,13,0,81,8,0,0,47,0,13,2,89,0,1,0,0,29,5
SK_527491,Kurimka,307,197,4,0,0,9,3,17,0,3,0,3,1,33,1,0,0,6,1,6,7,83,0,0,0,0,15,5
SK_527505,Ladomirova,728,356,5,0,2,20,8,23,0,12,0,20,0,72,3,1,1,12,0,24,8,114,0,0,0,0,29,2
SK_519537,Lúčka (okres Svidník),417,292,2,0,0,3,14,22,0,6,0,8,0,76,3,1,0,85,0,5,0,48,2,1,0,0,16,0
SK_519561,Luzany pri Topli,204,155,4,0,0,17,9,17,0,9,0,4,1,34,10,0,0,4,0,0,2,42,0,0,0,0,2,0
SK_527548,Matovce,108,74,0,0,0,3,4,4,0,1,0,12,0,8,0,0,0,9,0,1,1,19,1,0,0,0,11,0
SK_527556,Medvedie,48,41,1,0,0,0,0,3,0,1,0,0,0,5,5,0,0,1,0,1,7,14,0,0,0,0,2,1
SK_527564,Mestisko,366,239,1,0,0,15,4,10,0,4,1,21,2,14,4,0,0,60,0,8,12,65,0,0,0,0,15,3
SK_519596,Micakovce,118,81,0,0,0,4,2,6,0,1,1,13,0,9,1,0,0,4,0,5,3,20,0,0,0,1,11,0
SK_527599,Mirola,63,50,0,0,0,2,2,6,0,0,0,1,0,3,1,0,0,1,0,1,8,20,0,0,0,0,5,0
SK_527602,Mlynarovce,184,127,1,0,0,4,1,6,1,0,0,3,0,6,1,1,0,7,0,4,1,71,0,0,0,0,19,1
SK_527629,Nizna Jedlova,88,58,0,0,0,0,3,3,0,8,0,4,0,9,2,0,0,6,0,2,0,14,0,0,0,0,7,0
SK_527645,Nizna Pisana,86,59,0,0,0,1,4,3,0,1,1,5,0,8,2,0,0,1,0,2,9,15,0,0,0,0,5,2
SK_527653,Nizny Komarnik,126,69,0,0,1,3,4,8,1,3,0,12,1,5,1,0,0,1,1,1,2,21,0,1,0,0,3,0
SK_527661,Nizny Mirosov,219,130,3,0,3,3,5,12,0,3,0,0,0,17,4,0,0,2,0,11,22,23,0,0,1,2,18,1
SK_527670,Nizny Orlik,272,185,0,0,0,6,12,24,0,2,2,10,0,19,3,0,0,8,0,11,7,69,0,0,0,0,11,1
SK_527688,Nova Polianka,47,32,0,0,0,1,0,5,0,1,0,3,1,2,1,0,0,1,0,2,0,9,1,0,0,0,4,1
SK_527696,Okruhle,471,300,1,0,1,6,6,53,0,15,1,13,0,64,11,0,0,30,0,11,1,67,0,0,0,0,20,0
SK_527734,Prikra,17,16,0,0,0,2,0,2,0,0,1,0,1,1,0,0,0,2,0,0,1,5,0,0,0,0,1,0
SK_527742,Pstrina,57,34,0,0,0,3,4,7,0,0,0,3,1,1,1,0,0,0,0,0,2,8,0,0,0,0,3,1
SK_527751,Radoma,355,220,4,0,2,9,8,24,0,5,2,1,2,42,10,0,0,13,0,8,2,66,1,0,0,0,20,1
SK_527769,Rakovcik,115,80,0,0,0,7,1,11,0,1,1,2,1,9,3,0,0,3,0,4,1,30,0,0,0,0,6,0
SK_527777,Rovné (okres Svidník),395,225,0,0,1,9,3,26,0,3,2,26,0,29,4,0,0,10,1,14,4,77,0,0,0,0,16,0
SK_527785,Roztoky,281,111,1,0,4,5,2,7,0,2,0,41,0,15,0,0,0,2,0,8,2,15,0,0,0,0,7,0
SK_527807,Sobos,126,89,0,0,0,1,4,5,0,3,0,0,0,16,2,0,0,0,0,7,0,48,0,0,0,0,3,0
SK_527831,Strocin,410,244,6,0,2,3,7,21,0,5,0,18,2,59,11,0,4,11,1,5,1,58,0,0,1,0,26,3
SK_527858,Svidnicka,132,92,0,0,0,0,0,8,0,1,2,16,1,12,1,0,0,3,0,4,0,31,1,0,0,0,12,0
SK_527106,Svidnik,8477,4852,42,0,9,211,199,396,3,184,18,250,8,894,214,5,1,283,3,257,85,1375,9,1,1,0,357,47
SK_527874,Sarbov,26,22,0,0,0,0,1,2,0,3,0,1,0,3,0,0,0,3,0,1,1,7,0,0,0,0,0,0
SK_527882,Sarissky Stiavnik,209,131,0,0,1,2,2,8,0,0,1,2,0,20,3,0,0,8,0,7,39,26,0,0,0,0,12,0
SK_527891,Semetkovce,74,41,0,0,0,1,0,5,5,0,0,3,0,6,0,0,0,0,0,4,3,8,0,0,0,0,4,2
SK_527904,Stefurov,103,57,2,0,2,1,1,2,0,1,1,1,1,10,0,0,0,8,0,2,5,9,0,0,0,0,11,0
SK_527947,Vagrinec,92,63,1,0,1,4,1,3,2,1,0,4,0,4,0,0,0,2,1,5,6,18,1,0,1,0,8,0
SK_527955,Valkovce,179,117,0,0,1,4,4,7,1,2,0,9,0,27,1,0,0,6,0,5,4,27,0,0,2,0,15,2
SK_527963,Vapenik,43,30,0,0,0,3,1,3,0,0,0,0,0,3,3,0,0,1,0,1,1,11,0,0,0,0,3,0
SK_528030,Vysna Jedlova,155,112,0,0,0,1,1,4,0,8,0,19,0,15,1,0,0,0,0,8,3,45,0,0,0,0,7,0
SK_528056,Vysna Pisana,60,43,0,0,0,2,2,2,0,0,0,2,1,6,1,0,0,1,0,2,1,20,0,0,0,0,3,0
SK_528064,Vysny Komarnik,74,46,0,0,0,3,0,3,0,1,0,7,1,12,5,0,0,4,0,2,0,5,0,0,0,0,3,0
SK_528072,Vysny Mirosov,458,256,3,0,0,5,9,17,0,2,0,13,1,79,1,1,0,4,0,18,1,88,0,0,0,0,13,1
SK_528081,Vysny Orlik,318,205,1,0,0,12,1,12,0,1,1,21,0,37,4,0,0,6,0,15,6,72,0,0,0,0,14,2
SK_519987,Zeleznik,387,233,0,0,0,5,8,17,0,8,2,24,0,37,6,0,0,21,0,11,1,61,0,0,0,0,29,3
SK_519995,Zelmanovce,267,186,2,0,0,5,3,25,0,5,0,10,0,41,5,0,0,16,0,13,0,47,0,0,0,0,13,1
SK_544060,Babie,205,138,0,0,0,9,4,8,0,8,0,10,0,28,2,0,0,10,0,2,4,39,0,0,0,0,12,2
SK_544078,Banske,1238,718,22,0,22,23,6,42,0,14,0,32,1,96,7,0,0,47,2,27,2,259,2,0,0,0,111,3
SK_544086,Benkovce,425,259,6,0,1,9,5,14,1,1,2,12,0,64,1,0,0,17,0,11,0,90,0,1,6,0,18,0
SK_544094,Bystre,2128,1278,18,0,2,32,35,109,0,45,4,46,1,238,39,0,0,82,0,41,3,402,3,1,0,0,173,4
SK_544108,Cabov,315,220,2,0,0,4,5,13,0,9,1,11,0,18,6,0,1,5,0,10,3,90,2,0,1,0,38,1
SK_544116,Caklov,1895,1174,27,0,3,26,24,73,1,54,1,42,0,355,33,1,0,92,1,51,2,300,3,0,0,0,74,11
SK_544124,Cicava,847,466,11,0,3,4,4,23,0,3,1,11,0,216,9,2,0,38,0,3,8,81,2,0,0,0,47,0
SK_544132,Cierne nad Toplou,586,418,1,0,1,17,24,25,0,15,1,32,1,52,18,0,0,8,0,22,1,166,1,0,0,0,28,5
SK_544141,Dapalovce,348,220,0,0,0,8,5,32,0,0,0,11,0,14,1,1,0,8,0,6,1,113,1,0,0,0,18,1
SK_544159,Davidov,628,395,5,0,0,11,4,35,1,10,2,29,0,42,14,0,0,31,1,11,0,147,1,0,0,0,50,1
SK_544167,Detrik,49,27,0,0,0,2,0,2,0,1,0,0,0,8,0,0,0,3,0,0,0,8,0,0,0,0,3,0
SK_544175,Dlhe Klcovo,1108,691,8,0,1,29,10,71,0,8,1,24,0,144,11,0,1,42,0,29,0,192,0,0,1,0,119,0
SK_544183,Durdos,190,76,0,0,0,0,5,5,0,4,0,0,0,20,2,0,0,6,0,8,0,20,0,0,0,0,6,0
SK_544191,Giglovce,136,85,3,0,1,2,1,13,0,1,0,2,0,8,4,0,0,7,0,1,0,27,0,0,0,0,11,4
SK_544205,Girovce,62,42,0,0,0,3,0,6,0,0,0,3,0,2,0,0,0,3,0,2,1,14,0,0,0,0,7,1
SK_544213,Hanusovce nad Toplou,2776,1630,31,0,11,59,52,106,0,80,8,71,1,396,57,0,0,142,4,37,3,433,0,1,1,2,133,2
SK_581674,Hencovce,1026,666,8,0,3,26,10,72,0,18,2,15,0,189,16,0,0,59,0,11,2,147,1,1,0,1,81,4
SK_544221,Hermanovce nad Toplou,553,364,1,0,1,14,8,38,1,18,1,14,0,102,6,0,0,29,0,7,1,78,0,0,0,0,43,2
SK_544230,Hlinne,1283,648,14,0,3,20,15,50,0,12,4,10,0,271,11,2,1,44,0,8,2,130,0,0,1,1,47,2
SK_528731,Holcikovce,353,228,3,0,1,5,5,25,0,7,2,10,1,41,4,0,0,23,1,5,3,59,2,0,0,0,31,0
SK_528749,Jasenovce,180,124,2,0,1,1,1,10,0,6,0,6,1,18,2,0,0,15,0,6,0,31,0,0,0,0,24,0
SK_528757,Jastrabie nad Toplou,373,243,7,0,3,7,3,9,0,11,0,13,0,49,7,0,0,38,0,3,1,72,0,0,0,0,20,0
SK_528765,Juskova Vola,287,219,0,0,1,1,2,11,0,2,0,13,0,40,3,0,0,54,0,3,2,61,0,0,0,1,25,0
SK_528773,Kamenná Poruba (okres Vranov nad Topľou),918,485,7,0,21,36,10,30,0,5,0,28,0,154,17,0,0,13,0,9,6,91,0,0,0,0,57,1
SK_528781,Kladzany,449,283,4,0,0,7,10,30,0,9,1,18,0,32,19,2,0,3,0,11,1,104,0,0,0,0,28,4
SK_528790,Komarany,388,273,0,0,0,12,3,42,0,9,0,17,0,31,8,0,0,29,0,14,0,87,0,0,0,0,18,3
SK_528811,Kučín (okres Vranov nad Topľou),386,178,6,0,3,2,2,18,0,9,0,5,1,33,4,0,0,10,0,6,1,54,0,0,0,0,24,0
SK_528820,Kvakovce,363,180,2,0,2,8,3,11,1,1,0,12,0,27,2,0,0,4,0,6,1,75,0,0,0,0,25,0
SK_528838,Majerovce,352,269,2,0,1,5,1,54,0,2,0,10,0,39,2,0,0,41,0,9,1,64,0,1,0,0,36,1
SK_528846,Mala Domasa,435,289,2,0,2,7,11,15,0,3,0,5,1,67,10,0,0,10,1,6,3,102,2,0,0,0,40,2
SK_528854,Matiaska,212,147,0,0,0,3,5,17,0,2,2,4,0,24,2,0,0,3,0,13,0,40,0,0,0,0,31,1
SK_528862,Medzianky,262,177,5,0,0,4,6,11,1,8,0,6,0,31,2,0,0,16,0,2,0,65,0,0,0,0,19,1
SK_528871,Mernik,497,312,4,0,1,10,7,32,0,13,1,25,0,52,9,0,0,3,0,17,1,102,0,0,0,0,33,2
SK_528889,Michalok,255,159,5,0,1,2,1,18,0,4,0,19,1,17,5,0,0,7,0,15,0,44,0,0,0,0,17,3
SK_528901,Nizny Hrabovec,1269,751,12,0,1,17,9,129,0,28,2,10,1,136,31,0,0,33,0,21,0,224,0,0,0,0,97,0
SK_528919,Nizny Hrusov,1260,807,14,0,1,36,16,105,0,25,9,67,1,97,21,0,0,79,0,24,2,231,0,0,0,2,73,4
SK_528927,Nizny Krucov,312,215,3,0,0,4,8,34,2,5,2,15,0,40,6,0,0,14,1,8,0,44,0,0,0,0,28,1
SK_528935,Nova Kelca,278,180,0,0,0,13,5,21,0,6,0,7,0,22,4,0,0,26,0,12,1,38,1,0,0,0,22,2
SK_528943,Ondavske Matiasovce,594,356,4,0,4,7,4,26,0,9,0,12,0,126,8,0,0,32,0,11,0,81,2,0,0,0,30,0
SK_528960,Pavlovce (okres Vranov nad Topľou),601,397,5,0,0,9,8,33,1,17,1,19,2,76,5,0,0,64,0,24,0,71,1,0,0,0,60,1
SK_528978,Petkovce,117,88,2,0,0,1,1,5,0,8,1,8,2,15,1,0,0,8,0,2,0,26,0,0,0,0,7,1
SK_528986,Petrovce (okres Vranov nad Topľou),386,265,2,0,0,14,7,19,0,4,0,15,2,25,4,0,0,3,0,23,1,116,2,0,0,0,27,1
SK_528994,Piskorovce,110,64,0,0,1,1,1,4,0,0,0,3,0,11,1,0,0,3,0,2,0,33,0,0,0,0,3,1
SK_529001,Posa,629,334,35,0,6,7,5,48,0,3,2,14,1,59,5,0,0,17,0,6,0,98,1,1,0,0,26,0
SK_529028,Prosacov,143,63,0,0,0,2,4,4,0,8,0,0,0,15,1,0,0,1,0,1,0,21,0,0,0,0,5,1
SK_529036,Radvanovce,178,115,1,0,0,2,4,8,0,3,1,5,0,22,2,0,0,6,0,9,0,24,0,0,0,0,28,0
SK_529044,Rafajovce,116,61,0,0,0,2,1,5,0,3,0,1,0,13,0,0,0,1,1,2,1,24,0,0,0,0,7,0
SK_529052,Remeniny,232,160,0,0,0,2,4,24,0,3,1,13,1,47,3,0,0,9,0,5,0,33,0,0,0,0,12,3
SK_529079,Rudlov,507,324,9,0,1,12,6,18,0,2,1,19,0,84,3,0,0,38,0,8,3,94,1,0,0,0,24,1
SK_529109,Ruska Vola,63,34,1,0,0,1,0,2,1,0,0,0,0,10,0,0,0,1,0,1,0,15,0,0,0,0,1,1
SK_529125,Sacurov,1655,931,16,0,18,41,13,99,1,38,4,33,2,135,23,0,0,62,0,29,0,235,1,1,0,2,177,1
SK_529133,Secovska Polianka,2100,1195,26,0,1,34,45,144,0,38,3,52,0,241,31,1,0,134,1,42,1,261,0,0,0,1,135,4
SK_529141,Sedliska,1080,617,12,0,3,19,10,41,0,18,5,25,1,109,16,0,0,121,0,19,0,140,0,0,0,0,76,2
SK_529150,Skrabske,568,245,0,0,3,10,4,19,0,2,0,21,1,45,2,0,0,9,0,6,0,83,0,0,0,0,34,6
SK_529168,Slovenska Kajna,635,364,9,0,1,12,6,62,0,11,1,13,0,65,19,1,0,33,0,3,1,92,0,0,0,0,30,5
SK_529176,Sol,1847,1006,35,0,12,25,25,61,0,22,1,23,1,354,26,0,1,66,0,21,0,256,1,1,0,0,70,5
SK_529184,Štefanovce (okres Vranov nad Topľou),97,53,0,0,1,0,0,2,0,0,0,1,1,13,1,0,0,1,0,1,0,23,0,0,0,0,9,0
SK_529192,Tovarne,818,457,0,0,1,19,10,38,0,13,4,24,1,70,6,0,0,33,0,27,7,131,3,0,0,0,66,4
SK_529206,Tovarnianska Polianka,98,72,0,0,0,1,2,6,0,6,0,1,1,14,0,0,0,7,0,5,1,23,0,0,0,0,5,0
SK_529214,Vavrinec,57,39,0,0,0,1,2,3,0,1,0,0,0,4,0,0,0,4,0,0,0,13,0,0,0,0,11,0
SK_529222,Vechec,1832,924,17,0,3,23,16,53,1,27,2,35,1,322,13,0,0,39,0,30,1,203,0,0,0,1,129,8
SK_529231,Vlaca,194,132,1,0,0,1,10,10,0,6,0,5,1,32,1,0,0,28,0,2,0,21,0,0,0,0,13,1
SK_544051,Vranov nad Toplou,17125,10000,134,0,22,343,320,956,20,403,37,375,6,1978,457,2,4,797,1,463,34,2545,11,2,0,9,1013,68
SK_529117,Vysny Kazimir,160,111,1,0,1,6,2,26,0,4,0,0,0,7,3,0,0,5,0,6,1,18,1,0,0,0,30,0
SK_529257,Vysny Zipov,912,499,0,0,1,13,24,47,1,30,3,21,2,70,16,0,3,7,1,18,1,174,1,0,0,0,61,5
SK_529265,Zamutov,2271,1035,11,0,4,17,6,58,0,28,5,33,1,314,20,0,1,49,0,39,5,321,0,1,0,0,111,11
SK_529281,Zlatnik,60,41,0,0,1,3,0,4,0,1,0,2,0,4,1,0,0,2,0,0,0,12,1,0,0,0,10,0
SK_529290,Zalobin,610,345,6,0,5,10,7,29,0,6,2,10,0,91,6,1,1,29,0,7,0,108,1,2,0,0,24,0
SK_599891,Košice - mestská časť Džungľa,519,283,11,0,3,3,20,16,0,8,1,5,0,119,15,0,0,4,0,5,0,47,0,1,1,0,24,0
SK_598119,Košice - mestská časť Kavečany,1058,770,7,0,1,15,49,74,0,83,6,15,2,232,36,0,0,78,0,15,3,107,0,0,2,0,43,2
SK_598151,Košice - mestská časť Sever,16116,10646,129,0,11,289,1059,651,3,1158,28,191,22,2828,1230,1,3,561,4,369,133,1246,4,2,165,0,498,61
SK_599875,Košice - mestská časť Sídlisko Ťahanovce,17484,11094,79,0,11,325,921,1184,15,848,42,236,16,3408,1022,1,3,365,4,399,89,1283,8,6,84,1,664,80
SK_598186,Košice - mestská časť Staré Mesto,17051,11372,100,0,10,291,1171,642,1,1369,33,187,24,2832,1301,2,4,530,4,403,152,1485,2,4,265,2,500,58
SK_598127,Košice - mestská časť Ťahanovce,1784,1124,23,0,1,25,93,91,1,78,5,17,0,332,78,1,0,113,0,28,6,142,2,1,2,0,78,7
SK_598194,Košice - mestská časť Lorinčík,602,501,4,0,0,11,53,22,0,51,3,8,2,173,30,0,1,48,0,15,2,44,1,0,6,0,27,0
SK_599972,Košice - mestská časť Luník IX,4545,408,12,0,25,33,0,10,3,28,3,2,3,226,8,0,3,6,1,1,3,10,0,0,14,2,4,11
SK_598216,Košice - mestská časť Myslava,1999,1522,12,0,1,35,170,122,2,160,8,27,6,379,141,0,0,105,0,49,3,213,0,1,5,0,71,12
SK_598208,Košice - mestská časť Pereš,1633,1278,39,0,0,41,129,102,0,155,6,23,0,384,103,2,2,33,0,42,8,150,0,0,12,0,41,6
SK_599859,Košice - mestská časť Poľov,947,728,11,0,1,24,29,64,0,42,1,24,3,223,40,0,0,114,0,26,3,73,0,0,0,0,47,3
SK_599883,Košice - mestská časť Sídlisko KVP,18552,12372,71,0,10,337,1099,1196,2,1134,48,234,19,3569,1078,1,1,556,2,458,92,1509,13,7,114,3,724,95
SK_599841,Košice - mestská časť Šaca,4509,2478,29,0,9,66,119,279,0,150,20,63,4,743,127,1,1,92,0,107,25,359,0,2,24,1,252,5
SK_598224,Košice - mestská časť Západ,32003,20450,188,0,16,626,1675,1560,5,2122,69,357,36,5696,1719,3,4,926,3,719,193,3203,13,7,203,6,976,125
SK_598682,Košice - mestská časť Dargovských hrdinov,21597,13066,74,0,10,520,905,1288,5,1093,63,298,7,3726,891,1,4,455,0,456,109,2181,12,7,95,5,775,86
SK_599018,Košice - mestská časť Košická Nová Ves,2293,1493,16,0,2,58,131,130,0,160,3,29,1,399,114,0,0,97,0,76,7,193,1,0,11,0,61,4
SK_599093,Košice - mestská časť Barca,3127,2259,10,0,4,67,164,201,1,227,15,51,3,687,175,0,0,184,0,64,13,286,2,0,6,0,87,12
SK_599824,Košice - mestská časť Juh,18295,11827,131,0,14,368,951,792,3,1252,42,226,8,3004,1098,2,1,606,1,427,150,1862,5,3,227,2,594,58
SK_599794,Košice - mestská časť Krásna,4088,2712,22,0,3,67,278,220,0,218,4,59,1,888,175,2,0,129,0,112,20,327,1,0,19,3,151,13
SK_599816,Košice - mestská časť Nad jazerom,19402,11791,104,0,17,373,784,1184,5,955,61,220,22,3293,774,2,4,459,3,447,127,1960,12,4,123,2,799,57
SK_599786,Košice - mestská časť Šebastovce,585,443,4,0,0,14,17,49,0,43,4,14,0,141,22,0,0,21,0,21,0,59,0,0,0,1,32,1
SK_599913,Košice - mestská časť Vyšné Opátske,1973,1468,5,0,0,44,167,125,0,179,5,33,1,418,116,0,1,80,0,44,6,157,1,1,9,0,67,9
SK_521141,Backovik,372,270,5,0,4,4,12,16,0,18,4,0,2,135,4,0,1,0,0,5,5,33,0,0,0,0,19,3
SK_521159,Baska,515,435,1,0,0,19,29,42,0,45,0,11,1,136,37,1,0,37,0,13,3,29,0,0,0,0,30,1
SK_521167,Belza,339,250,4,0,0,6,16,27,0,15,11,1,0,73,9,0,0,20,0,4,4,36,0,1,0,0,22,1
SK_521175,Beniakovce,583,442,3,0,0,17,35,32,0,39,2,14,0,146,23,0,0,18,0,14,3,70,0,1,0,0,24,1
SK_521183,Bidovce,1144,685,17,0,5,29,31,58,0,48,1,21,0,198,20,1,2,4,0,26,16,156,0,0,2,0,47,3
SK_521191,Blazice,461,244,2,0,1,7,11,14,0,14,4,10,1,65,10,0,1,13,0,11,0,51,0,0,0,0,23,6
SK_559831,Bociar,194,116,1,0,0,3,3,18,0,5,2,2,0,20,1,0,0,7,0,6,0,38,0,0,0,0,10,0
SK_521205,Bohdanovce,892,595,4,0,1,26,34,63,0,36,5,16,1,169,35,1,0,17,0,19,3,129,0,0,0,1,34,1
SK_521213,Boliarov,519,272,3,0,4,5,7,9,0,9,4,2,1,80,3,0,0,12,1,3,4,111,0,0,0,0,12,2
SK_521221,Budimir,983,787,10,0,1,12,54,66,0,58,1,7,2,276,57,0,0,46,0,25,2,134,0,0,1,0,33,2
SK_521248,Bukovec (okres Košice - okolie),709,509,4,0,0,6,27,46,0,31,11,11,0,184,24,0,1,56,0,24,0,50,3,0,0,0,27,4
SK_521256,Bunetice,74,57,0,0,0,2,1,1,0,2,1,3,0,12,5,0,0,5,0,7,0,13,0,0,1,0,4,0
SK_521264,Buzica,954,532,10,0,0,11,9,19,0,23,1,1,1,110,10,0,0,6,0,5,30,24,0,0,254,0,11,7
SK_521272,Cestice,718,466,13,0,0,5,11,38,0,22,4,3,0,95,18,0,0,4,0,5,32,23,0,1,145,0,44,3
