gisco_id,name,registered,turnout,invalid,blank,Changement citoyen,Décidons nous-mêmes,REC,LFI,RN,LÉ,Free Palestine,PA,Communistes,ENS,PACE,Équinoxe,Écologie positive,UPR,Paix et Décroissance,LR,LO,ND-AE,RS,NPA-R,PT,LP-VIA,Rester libre,Les Nationalistes,PS-PP,ANC,Résistons,France Libre,ETÉ,La Ruche citoyenne,PCF,Défendre les enfants,ÉAC,Démocratie représentative,EDE,LDF
FR_64001,Aast,165,104,2,0,0,0,5,3,23,3,0,0,0,14,0,0,0,1,0,5,1,1,0,0,0,2,0,0,16,0,15,0,3,0,5,0,2,0,0,0
FR_55001,Abainville,218,142,1,1,0,0,13,2,72,0,0,0,0,15,0,0,0,2,0,11,1,0,0,1,0,0,0,0,8,0,11,0,0,0,2,0,0,0,0,0
FR_59001,Abancourt,354,223,5,1,0,0,15,8,107,2,0,0,0,25,0,0,2,8,0,15,3,0,0,0,0,1,0,0,13,0,2,0,1,0,9,0,3,0,0,0
FR_60001,Abancourt,434,255,7,3,0,0,8,9,150,3,0,0,0,23,0,1,0,4,0,13,2,0,0,0,0,5,0,0,13,0,6,0,0,0,4,0,2,0,0,0
FR_54001,Abaucourt,230,134,1,5,0,0,5,7,64,3,0,0,0,12,0,0,0,2,0,5,2,0,1,0,0,2,0,0,18,0,2,0,0,0,2,0,0,0,0,0
FR_55002,Abaucourt-Hautecourt,87,56,2,0,0,0,8,3,22,0,0,0,0,6,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,2,0,0,0
FR_25001,Abbans-Dessous,195,113,1,3,0,0,6,7,39,12,0,0,0,9,0,0,1,0,0,5,1,0,0,1,0,0,0,0,13,0,6,0,1,0,2,0,2,0,0,0
FR_25002,Abbans-Dessus,277,174,1,4,0,0,6,11,52,15,0,0,0,20,0,1,2,1,0,12,1,0,1,0,0,2,0,0,28,0,4,0,0,0,8,0,3,0,0,0
FR_44001,Abbaretz,1620,802,17,18,0,0,32,66,227,55,0,2,0,113,0,5,8,16,0,71,2,0,0,5,0,4,0,1,97,0,18,0,4,0,17,0,13,0,0,0
FR_60002,Abbecourt,709,406,11,6,0,0,13,31,184,15,0,0,0,46,0,2,0,3,0,30,0,0,0,0,0,3,0,0,44,0,2,0,0,0,7,0,3,0,0,0
FR_25003,Abbenans,269,142,3,6,0,0,7,2,67,6,0,0,0,8,0,1,2,4,0,5,2,0,0,0,0,0,0,0,8,0,10,0,0,0,6,0,2,0,0,0
FR_80001,Abbeville,17859,7827,207,130,0,0,331,557,3071,176,0,2,0,1158,9,10,25,54,2,473,69,0,4,6,8,48,0,20,679,0,249,0,14,1,221,2,76,0,2,0
FR_60003,Abbeville-Saint-Lucien,436,252,3,7,0,0,8,8,128,4,0,0,0,42,1,0,2,1,0,16,1,0,0,0,0,1,0,0,20,0,2,0,1,0,0,0,1,0,1,0
FR_02001,Abbécourt,383,188,1,2,0,0,16,5,112,5,0,0,0,19,0,0,0,0,0,8,3,0,0,0,0,0,0,0,7,0,4,0,1,0,1,0,2,0,0,0
FR_91001,Abbéville-la-Rivière,245,152,3,0,0,0,13,5,70,7,0,0,0,12,0,0,0,1,0,15,0,0,0,0,0,4,0,0,8,0,3,0,0,0,4,0,2,0,0,0
FR_54002,Abbéville-lès-Conflans,179,103,3,2,0,0,2,5,32,2,0,0,0,18,0,0,1,1,0,4,0,0,0,0,0,0,0,0,17,0,3,0,0,0,8,0,3,0,0,0
FR_25004,Abbévillers,813,440,5,11,0,0,24,14,236,15,0,0,0,31,0,1,0,6,0,17,2,0,0,0,0,7,0,0,39,0,12,0,1,0,4,0,4,0,0,0
FR_34001,Abeilhan,1464,833,15,8,0,0,55,39,429,15,0,0,0,81,0,0,1,4,0,38,8,0,0,1,0,6,0,0,62,0,30,0,1,0,16,0,4,0,0,0
FR_70001,Abelcourt,229,129,2,3,0,0,7,0,71,3,0,0,0,9,0,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,4,0,0,0,2,0,1,0,0,0
FR_39001,Abergement-la-Ronce,636,368,6,5,0,0,18,24,164,8,0,0,0,37,0,0,1,4,0,24,3,0,0,0,0,6,0,0,35,0,10,0,0,0,12,0,4,0,0,0
FR_39002,Abergement-le-Grand,44,30,2,0,0,0,3,2,1,7,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0
FR_39003,Abergement-le-Petit,35,23,0,0,0,0,0,2,7,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,1,0,0,0
FR_39004,Abergement-lès-Thésy,53,39,1,0,0,0,1,2,15,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,6,0,0,0,1,0,0,0,0,0
FR_FRZZCI,Abidjan,14070,1567,6,5,0,0,148,386,220,106,0,2,0,229,5,12,0,31,0,107,3,1,0,0,0,13,0,0,252,0,11,0,4,0,4,0,13,0,0,0
FR_64003,Abidos,202,107,0,2,0,0,4,12,35,4,0,0,0,11,0,0,0,0,0,5,2,0,0,1,0,2,0,0,16,0,7,0,0,0,4,0,0,0,0,0
FR_37001,Abilly,815,456,10,16,0,0,33,16,186,7,0,0,0,52,0,2,1,5,0,16,3,0,0,0,0,8,0,0,40,0,26,0,1,0,12,0,8,0,0,0
FR_64004,Abitain,113,75,6,0,0,0,1,0,25,5,0,0,0,4,0,1,0,4,0,4,0,0,0,0,0,1,0,0,9,0,11,0,1,0,2,0,1,0,0,0
FR_24001,Abjat-sur-Bandiat,499,265,14,4,0,0,14,30,68,17,0,0,0,35,0,1,1,3,0,9,1,0,0,2,0,5,0,0,22,0,14,0,3,0,12,0,2,0,0,0
FR_62001,Ablain-Saint-Nazaire,1466,870,8,18,0,0,40,45,309,31,0,0,0,125,1,0,8,12,0,63,8,0,1,1,0,5,0,0,91,0,15,0,2,0,32,2,17,0,0,0
FR_80002,Ablaincourt-Pressoir,206,106,3,1,0,0,4,0,72,3,0,0,0,6,0,0,0,0,0,8,1,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0
FR_62002,Ablainzevelle,166,109,3,4,0,0,4,2,52,1,0,0,0,15,0,0,1,1,0,10,1,0,0,0,0,1,0,0,5,0,4,0,0,0,2,0,2,0,0,0
FR_51001,Ablancourt,107,64,1,1,0,0,6,0,27,1,0,0,0,6,0,0,1,0,0,5,0,0,0,0,0,0,0,0,8,0,3,0,0,0,1,0,1,0,0,0
FR_95002,Ableiges,698,458,4,6,0,0,23,39,191,29,0,0,0,56,0,1,1,3,0,25,3,0,0,0,0,6,0,0,42,0,5,0,1,0,7,0,8,0,0,0
FR_78003,Ablis,2619,1407,7,20,0,0,51,139,505,47,0,1,0,223,0,3,3,23,0,107,6,0,0,2,0,12,0,0,140,0,28,0,5,0,33,0,17,0,0,0
FR_14001,Ablon,965,539,15,0,0,0,18,23,208,14,0,0,0,85,0,1,1,9,0,47,1,0,0,1,0,5,0,0,63,0,23,0,2,0,10,0,0,0,1,0
FR_94001,Ablon-sur-Seine,3229,1663,27,15,0,0,86,295,527,88,0,0,0,194,1,4,10,15,0,114,4,3,0,3,1,12,0,0,160,0,19,0,5,0,34,0,13,0,0,0
FR_54003,Aboncourt,83,51,1,0,0,0,3,3,20,1,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
FR_57001,Aboncourt,256,123,3,2,0,0,3,6,54,2,0,0,0,4,0,0,0,1,0,4,0,0,0,0,0,1,0,0,25,0,7,0,0,0,4,0,5,0,0,0
FR_70002,Aboncourt-Gesincourt,170,116,3,3,0,0,9,3,52,8,0,0,0,15,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,1,0,1,0,3,0,0,0,0,0
FR_57002,Aboncourt-sur-Seille,59,33,0,0,0,0,4,0,15,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0
FR_74001,Abondance,1201,677,12,12,0,0,52,20,271,26,0,0,0,87,0,1,0,9,0,75,3,0,0,0,0,8,0,0,32,0,35,0,3,0,8,0,8,0,1,0
FR_28001,Abondant,1624,899,6,9,0,0,63,48,358,44,0,0,0,121,0,4,5,5,0,73,4,0,0,0,0,6,0,0,69,0,17,4,2,0,18,0,14,0,1,0
FR_64005,Abos,466,304,5,9,0,0,16,10,92,14,0,0,0,36,0,0,1,2,0,14,0,0,0,0,0,2,0,0,32,0,55,0,1,0,10,0,1,0,1,0
FR_FRZZAE,United Arab Emirates,19091,3657,10,18,0,0,367,888,425,137,0,0,0,823,4,2,7,66,0,445,2,0,0,0,0,31,0,1,326,0,22,0,9,0,16,0,37,0,0,0
FR_42001,Aboën,348,220,0,1,0,0,15,10,96,10,0,1,0,12,0,2,3,1,0,17,2,0,0,0,0,0,0,0,28,0,4,0,2,0,6,0,5,0,0,0
FR_57003,Abreschviller,1003,550,8,10,0,0,28,15,253,15,0,1,0,66,0,2,0,5,0,42,2,0,1,1,0,9,0,0,50,0,18,0,0,0,3,0,7,0,0,1
FR_03001,Abrest,2385,1375,36,26,0,0,90,56,515,42,0,0,0,159,0,4,3,24,0,124,5,0,0,1,0,7,0,0,151,0,30,0,2,0,40,0,15,0,3,0
FR_05001,Abriès,343,225,6,3,0,0,10,33,32,21,0,1,0,26,0,1,3,6,0,6,0,0,0,0,0,0,0,0,49,2,14,0,0,0,9,0,1,0,0,0
FR_59002,Abscon,2966,1494,14,16,0,0,48,69,921,16,0,1,0,98,0,2,2,13,0,46,9,2,1,1,0,8,0,0,70,0,15,0,5,0,76,1,12,0,0,0
FR_FRZZNG,Nigeria,742,195,3,0,0,0,23,28,21,11,0,1,0,46,0,0,2,4,0,15,3,0,0,0,0,5,0,0,25,0,1,0,0,0,6,0,1,0,0,0
FR_16001,Abzac,329,181,14,3,0,0,6,1,63,2,0,0,0,30,0,0,0,0,0,11,2,0,0,0,0,0,0,0,27,0,12,0,0,0,1,0,2,0,0,0
FR_33001,Abzac,1588,780,7,11,0,0,36,24,370,29,0,0,0,90,0,0,2,7,0,26,5,1,0,1,0,2,0,0,82,0,38,0,1,0,22,0,7,0,0,1
FR_64002,Abère,121,80,0,0,0,0,6,2,30,2,0,0,0,10,0,0,0,2,0,8,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0
FR_25005,Accolans,79,47,0,1,0,0,3,2,22,0,0,0,0,6,0,0,0,2,0,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0
FR_07001,Accons,350,224,5,4,0,0,15,4,82,11,0,0,0,30,0,0,0,2,2,26,3,0,0,0,0,6,0,0,13,0,12,1,0,0,5,0,0,0,0,0
FR_64006,Accous,409,233,11,4,0,0,9,18,38,18,0,0,0,26,0,1,2,0,0,4,2,1,0,1,0,4,0,0,52,0,23,0,1,0,13,0,2,0,0,0
FR_FRZZGH,Accra,788,159,1,2,0,0,2,31,14,36,0,0,0,27,0,1,0,3,0,10,0,0,0,0,0,0,0,0,24,0,1,0,1,0,3,0,1,0,0,0
FR_57004,Achain,67,50,0,1,0,0,2,0,30,2,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
FR_57006,Achen,771,394,11,7,0,0,29,16,180,15,0,0,1,42,0,1,1,5,0,23,4,0,0,0,0,12,0,0,21,0,9,0,0,0,2,2,4,0,0,0
FR_67001,Achenheim,2012,1142,8,13,0,0,82,73,325,46,0,7,0,245,0,8,8,17,0,92,2,0,0,0,0,4,0,0,148,0,6,0,7,0,10,0,12,0,0,0
FR_02002,Achery,462,259,4,2,0,0,17,15,146,5,0,0,0,18,0,2,1,3,1,9,0,0,1,1,0,2,0,0,11,0,6,0,0,0,5,1,1,0,0,0
FR_80003,Acheux-en-Amiénois,451,263,6,4,0,0,7,13,119,4,0,0,0,44,0,1,0,0,0,6,5,0,0,0,0,0,0,0,21,0,13,3,0,0,7,0,5,0,0,0
FR_80004,Acheux-en-Vimeu,379,244,7,6,0,0,6,8,116,5,0,0,0,27,0,0,0,3,0,15,1,0,0,0,0,1,0,0,13,0,16,0,0,0,12,0,2,0,0,0
FR_62003,Acheville,522,310,6,7,0,0,15,19,129,16,0,0,0,40,0,1,4,1,0,15,0,0,0,0,0,3,0,0,19,0,3,0,2,0,7,0,4,0,0,0
FR_70003,Achey,63,45,1,3,0,0,2,1,25,3,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
FR_62004,Achicourt,6015,3207,55,54,0,0,119,246,1084,156,1,6,0,472,0,15,19,15,0,168,29,0,5,3,0,28,0,3,415,0,49,1,6,2,80,0,46,0,2,0
FR_62005,Achiet-le-Grand,766,385,10,6,0,0,20,10,205,5,0,0,0,34,0,0,3,3,0,7,3,0,2,0,0,2,0,10,19,0,15,0,0,0,12,0,6,0,1,0
FR_62006,Achiet-le-Petit,253,168,3,2,0,0,9,2,87,5,0,0,0,18,1,1,0,1,0,8,0,0,0,0,0,1,0,0,11,0,8,0,0,0,7,0,1,0,1,0
FR_58001,Achun,98,68,1,1,0,0,5,4,28,1,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12,0,1,0,0,0,1,0,0,0,0,0
FR_60004,Achy,295,180,4,2,0,0,10,20,85,3,0,0,0,17,0,0,3,0,0,12,1,0,0,0,0,3,0,0,13,0,1,0,1,0,1,0,1,0,0,0
FR_18001,Achères,287,180,7,3,0,0,12,6,60,13,0,0,0,23,0,3,0,2,0,11,5,0,0,0,0,0,0,0,18,0,5,0,0,0,7,0,0,0,0,0
FR_78005,Achères,13629,6359,75,75,0,1,284,1338,1447,362,1,2,0,798,4,16,32,66,0,366,45,11,7,26,1,57,0,4,827,0,68,4,17,1,187,0,102,0,3,0
FR_77001,Achères-la-Forêt,957,594,5,8,0,0,42,37,170,45,0,0,0,96,0,2,3,5,0,57,0,1,0,0,0,6,0,0,75,0,15,0,1,0,10,0,5,0,0,0
FR_35001,Acigné,5499,3433,40,44,0,0,92,289,479,421,0,6,0,545,1,21,18,24,0,239,24,6,4,10,0,12,0,0,882,0,50,2,26,0,69,0,65,0,3,0
FR_27001,Aclou,245,135,3,3,0,0,11,5,66,0,0,0,0,19,0,0,0,0,0,3,1,0,0,0,0,1,0,0,10,0,4,0,0,0,1,0,1,0,0,0
FR_27002,Acon,357,198,6,0,0,0,7,12,100,1,0,0,0,13,0,1,1,0,0,15,2,0,0,0,0,2,0,1,15,0,6,0,1,0,2,0,7,0,0,0
FR_97601,Acoua,3291,739,41,37,0,0,26,47,365,9,0,0,0,21,0,0,0,7,0,142,2,0,0,0,0,9,0,0,11,0,5,0,2,0,3,0,12,0,0,0
FR_62007,Acq,570,363,4,11,0,0,13,17,110,17,0,1,0,69,0,0,0,2,0,38,1,0,0,1,0,2,0,0,38,0,11,0,0,0,12,0,7,0,0,0
FR_27003,Acquigny,1378,726,4,7,0,0,34,39,282,33,0,0,0,98,0,0,1,3,0,70,0,0,1,1,1,4,0,0,96,0,13,0,3,0,13,0,9,0,1,0
FR_62008,Acquin-Westbécourt,603,311,8,5,0,0,9,4,135,5,0,0,0,60,0,0,1,3,0,23,6,0,0,0,0,1,0,0,7,0,30,0,0,0,4,0,8,0,0,0
FR_02003,Acy,792,411,5,9,0,0,17,24,184,21,0,0,0,33,0,2,2,6,0,22,6,0,1,0,0,8,0,4,35,0,6,0,1,0,6,0,5,0,0,0
FR_08001,Acy-Romance,354,194,3,4,0,0,13,3,92,3,0,0,0,28,0,4,0,0,0,20,0,0,0,0,0,0,0,0,8,0,5,0,1,0,2,0,2,0,0,0
FR_60005,Acy-en-Multien,637,281,3,5,0,0,10,18,150,6,0,0,0,13,0,1,1,2,0,15,1,0,0,0,0,2,0,0,22,0,6,0,0,0,10,0,5,0,0,0
FR_57007,Adaincourt,102,66,0,2,0,0,2,3,32,0,0,0,0,2,0,1,0,2,0,6,0,0,0,0,0,1,0,0,1,0,3,0,0,0,3,0,6,0,0,0
FR_78006,Adainville,648,432,4,1,0,0,31,11,127,24,0,0,0,77,0,1,2,5,0,62,2,0,0,0,0,1,0,0,53,0,6,0,1,0,3,0,4,0,0,0
FR_25006,Adam-lès-Passavant,75,52,2,3,0,0,3,2,24,1,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0
FR_25007,Adam-lès-Vercel,72,47,2,4,0,0,5,3,17,0,0,0,0,4,0,1,0,0,0,5,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0
FR_67002,Adamswiller,329,149,1,3,0,0,6,2,73,8,0,0,0,19,0,0,1,0,0,17,2,0,0,0,0,1,0,0,4,0,4,0,0,0,2,0,0,0,0,0
FR_65001,Adast,251,139,0,4,0,0,3,5,55,5,0,0,0,11,0,2,0,4,0,3,0,0,0,0,0,0,0,0,27,0,13,0,1,0,3,0,1,0,0,0
FR_FRZZET,Ethiopia,657,178,1,2,0,0,7,30,18,33,0,0,0,22,0,0,0,2,0,9,0,0,0,0,0,1,0,0,51,0,0,0,0,0,1,0,1,0,0,0
FR_57008,Adelange,198,116,1,4,0,0,3,12,51,0,0,0,0,18,0,0,0,0,0,8,0,0,0,0,0,2,0,0,11,0,1,0,0,0,0,0,2,0,0,0
FR_70004,Adelans-et-le-Val-de-Bithaine,215,153,7,2,0,0,9,7,80,5,0,0,0,3,0,1,2,4,0,10,0,0,0,0,0,0,0,0,13,0,2,0,0,0,2,0,1,0,0,0
FR_65003,Adervielle-Pouchergues,116,83,2,3,0,0,2,4,13,3,0,0,0,12,0,1,0,0,0,3,0,0,0,0,0,0,0,0,27,0,10,0,1,0,2,0,0,0,0,0
FR_79002,Adilly,239,122,8,3,0,0,2,11,27,8,0,0,0,25,0,0,0,3,0,10,0,0,0,0,0,1,0,0,9,0,3,0,4,0,3,0,4,0,0,0
FR_62009,Adinfer,224,122,4,4,0,0,7,3,48,1,0,0,0,19,0,0,0,0,0,8,1,0,0,0,0,0,0,0,13,0,5,0,0,0,3,0,3,0,0,0
FR_34002,Adissan,1015,547,8,4,0,0,28,23,247,12,0,0,0,56,0,1,2,6,0,23,3,1,1,2,0,19,0,0,49,0,27,0,1,0,11,0,7,0,1,0
FR_45001,Adon,170,111,2,3,0,0,3,1,47,5,0,0,0,10,0,0,1,0,0,14,0,0,0,0,0,2,0,0,8,0,6,0,0,0,2,0,6,0,0,0
FR_86001,Adriers,488,254,12,7,0,0,10,12,77,7,0,1,0,34,0,0,0,2,0,18,3,0,0,2,0,1,0,0,28,0,8,0,0,0,22,0,3,0,0,0
FR_65002,Adé,569,348,9,9,0,0,28,4,134,8,0,0,0,49,0,2,0,3,0,10,0,0,0,1,0,6,0,0,42,0,23,0,1,0,6,0,3,0,0,0
FR_2A001,Afa,2697,1081,12,8,0,0,79,25,512,21,0,1,0,144,0,1,3,12,0,40,2,0,0,0,0,13,0,0,99,0,54,0,3,0,21,0,11,0,0,0
FR_19001,Affieux,291,192,4,10,0,0,16,9,51,4,0,0,0,19,0,0,0,1,0,17,0,0,0,0,0,1,0,0,31,0,17,0,0,0,8,0,1,0,1,0
FR_54004,Affléville,131,73,0,3,0,0,5,0,32,0,0,0,0,8,0,0,0,2,0,8,0,0,0,0,0,0,0,0,9,0,2,0,0,0,2,0,2,0,0,0
FR_69001,Affoux,317,179,2,3,0,0,18,5,78,3,0,1,0,18,0,3,0,0,0,18,0,0,1,0,0,3,0,0,10,0,10,0,0,0,0,0,1,0,0,0
FR_54005,Affracourt,95,59,3,0,0,0,5,2,18,0,0,0,0,6,0,0,0,1,0,8,0,0,2,0,0,0,0,0,4,0,3,0,0,0,3,0,3,0,0,0
FR_62010,Affringues,210,141,2,2,0,0,5,8,61,3,0,0,0,11,0,0,0,4,0,9,1,0,0,0,0,1,0,0,16,0,10,0,0,0,4,0,0,0,0,0
FR_FRZZMA,Morocco,41274,8889,39,85,0,0,532,3350,865,478,1,3,0,1110,6,4,18,186,0,508,16,0,2,0,0,37,0,1,1275,0,58,3,37,0,86,0,73,0,0,0
FR_31001,Agassac,87,48,1,1,0,0,3,3,12,6,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0
FR_34003,Agde,25986,13140,141,142,0,4,1074,648,6340,275,1,0,0,1521,0,28,29,131,0,728,28,6,17,8,0,154,0,11,1086,0,191,5,19,1,238,2,96,0,7,0
FR_34004,Agel,192,134,0,1,0,0,3,8,38,6,0,0,0,19,0,0,0,5,0,8,2,0,1,0,0,2,0,0,26,0,7,0,1,0,6,0,1,0,0,0
FR_47001,Agen,18278,9058,221,104,0,0,500,1062,2414,481,0,8,0,1258,0,30,27,84,3,539,36,2,1,19,6,90,0,0,1377,0,204,2,22,0,264,0,98,0,0,3
FR_12001,Agen-dAveyron,949,601,11,15,0,0,13,21,186,15,0,0,0,82,0,3,4,4,0,41,3,0,0,2,0,3,0,0,93,0,71,0,3,0,11,0,13,0,1,0
FR_21001,Agencourt,314,196,3,3,0,0,10,8,68,5,0,1,0,39,0,1,0,7,0,10,1,0,0,0,0,4,0,0,15,0,9,1,0,0,5,0,3,0,0,0
FR_80005,Agenville,74,34,2,0,0,0,0,4,17,1,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
FR_80006,Agenvillers,177,111,5,1,0,0,4,2,37,0,0,0,0,19,0,0,0,0,0,9,1,0,0,0,0,2,0,0,12,0,14,0,0,0,0,0,2,0,0,0
FR_52001,Ageville,242,121,5,1,0,0,4,2,56,3,0,0,0,11,0,0,0,0,0,8,1,0,0,0,0,1,0,0,18,0,4,0,0,0,3,0,1,0,0,0
FR_21002,Agey,244,153,2,2,0,0,6,17,25,22,0,0,0,20,0,0,1,0,1,14,1,0,0,0,0,3,0,0,25,0,2,0,1,0,4,0,6,0,0,0
FR_2B002,Aghione,192,105,4,2,0,0,5,6,36,4,0,1,0,9,0,0,0,0,0,14,0,0,0,0,0,1,0,0,8,0,7,0,5,0,1,0,1,0,0,0
FR_54006,Agincourt,365,226,4,5,0,0,13,8,57,16,0,0,0,47,0,0,1,3,0,22,2,0,0,0,0,3,0,0,20,0,9,0,1,0,6,0,4,0,0,0
FR_47002,Agmé,100,63,1,4,0,0,6,1,22,1,0,0,0,8,0,0,0,2,0,11,0,0,0,0,0,1,0,0,3,0,2,0,0,0,0,0,1,0,0,0
FR_47003,Agnac,334,213,7,0,0,0,22,3,89,5,0,0,0,24,0,0,0,8,0,13,0,0,0,0,0,2,0,0,14,0,13,0,0,0,8,0,1,0,0,0
FR_43001,Agnat,155,80,2,2,0,0,5,1,23,4,0,0,0,11,0,0,0,0,0,17,1,0,0,0,0,2,0,0,4,0,6,0,0,0,1,0,0,0,0,0
FR_50002,Agneaux,3436,1968,32,42,0,1,64,93,426,121,0,0,0,474,1,5,4,19,2,212,5,0,0,6,0,10,0,0,333,0,25,0,2,0,29,3,22,0,0,0
FR_60007,Agnetz,2498,1453,13,29,0,0,68,79,621,53,0,4,0,188,1,4,7,6,0,105,7,0,3,0,0,9,0,0,141,0,23,0,5,0,32,0,21,0,1,0
FR_62011,Agnez-lès-Duisans,568,369,10,7,0,0,27,5,104,5,0,0,0,62,4,1,0,5,0,43,0,0,1,1,0,5,0,0,32,0,29,0,4,0,7,0,6,0,0,0
FR_02004,Agnicourt-et-Séchelles,138,82,2,1,0,0,1,1,45,1,0,0,0,11,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,4,0,1,0,2,0,1,0,0,0
FR_38003,Agnin,915,520,6,7,0,0,34,23,237,18,0,0,0,67,0,3,1,4,0,24,5,0,0,0,0,6,0,0,43,0,14,0,0,0,9,0,10,0,0,0
FR_62012,Agnières,178,114,1,1,0,0,6,8,42,4,0,0,0,17,1,0,0,0,0,6,1,0,0,0,0,3,0,0,6,0,10,0,0,0,2,0,4,0,0,0
FR_64007,Agnos,880,522,10,10,0,0,12,27,157,27,0,0,0,41,0,1,3,3,0,14,2,0,0,0,0,4,0,0,115,0,54,0,2,0,26,1,8,0,0,0
FR_62013,Agny,1672,865,14,11,0,0,35,21,343,34,4,1,0,141,1,2,4,5,0,41,7,1,1,0,0,4,0,0,102,0,26,0,0,0,23,0,10,0,0,0
FR_50003,Agon-Coutainville,2870,1846,22,21,0,0,105,90,289,106,0,2,0,520,0,10,10,9,0,189,5,0,0,2,0,10,0,0,330,0,42,0,2,0,32,0,26,0,0,0
FR_24002,Agonac,1350,778,26,17,0,0,34,38,244,27,0,0,0,85,0,0,3,14,2,37,3,0,0,0,0,11,0,0,133,0,43,0,2,0,33,0,7,0,2,0
FR_03002,Agonges,242,166,3,7,0,0,13,8,38,13,0,0,0,12,0,1,1,4,1,8,2,0,0,0,0,3,0,0,19,0,9,0,0,0,18,0,2,0,0,0
FR_34005,Agonès,229,159,1,3,0,0,6,17,46,23,0,0,0,13,0,2,0,0,0,6,0,0,0,0,0,0,0,0,37,0,3,0,0,0,1,0,0,0,0,0
FR_65004,Agos-Vidalos,356,232,6,5,0,0,6,11,68,9,0,0,0,40,0,0,0,1,0,8,1,0,0,0,0,1,0,0,45,0,16,0,6,0,6,0,2,0,1,0
FR_16003,Agris,586,343,12,5,0,0,15,14,143,12,0,0,0,37,0,0,0,6,0,14,4,0,0,0,0,1,0,0,34,0,11,0,2,0,11,0,4,0,0,0
FR_17002,Agudelle,116,64,3,1,0,0,2,4,26,2,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,4,0,0,0,6,0,0,0,0,0
FR_12002,Aguessac,719,415,8,6,0,0,20,20,131,29,0,0,0,41,0,0,2,4,0,17,2,1,1,0,0,5,0,0,75,0,32,0,0,0,10,0,2,0,0,0
FR_02005,Aguilcourt,324,205,1,8,0,0,15,9,112,6,0,0,0,26,0,0,1,0,0,7,0,0,0,0,0,1,0,0,11,0,1,0,1,0,0,0,3,0,0,0
FR_81001,Aguts,230,177,1,3,0,0,12,7,56,16,0,0,0,13,0,1,0,3,0,29,2,0,0,0,0,3,0,0,18,0,5,0,0,0,3,0,1,0,0,0
FR_14003,Agy,236,151,6,0,0,0,6,10,32,8,0,0,0,42,0,1,0,1,0,14,3,0,1,0,0,0,0,0,20,0,4,0,0,0,0,0,3,0,0,0
FR_64008,Ahaxe-Alciette-Bascassan,243,117,2,2,0,0,2,6,15,3,0,0,0,23,0,0,2,2,0,14,0,0,0,1,0,2,0,0,14,0,22,0,0,0,5,0,1,0,1,0
FR_64009,Ahetze,1652,917,18,19,0,0,29,48,193,53,0,1,0,182,0,5,9,16,0,76,4,1,0,1,0,7,0,0,119,0,80,0,5,0,18,0,20,0,0,0
FR_53001,Ahuillé,1545,834,14,19,0,0,39,36,237,61,0,0,0,196,0,5,2,4,0,52,2,0,2,0,0,3,0,0,110,0,10,0,4,0,12,0,9,0,0,0
FR_23001,Ahun,986,561,14,17,0,0,41,21,215,13,0,0,0,63,0,2,2,4,1,36,6,0,0,0,0,4,0,0,43,0,32,0,3,0,25,0,6,0,0,0
FR_21003,Ahuy,1271,802,4,9,0,0,49,52,283,24,0,0,0,128,1,2,2,6,0,72,3,0,0,0,0,8,0,0,90,0,20,0,4,0,13,1,10,0,0,0
FR_88002,Ahéville,56,38,2,1,0,0,3,1,16,2,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,1,0,0,0,0,0
FR_59003,Aibes,255,132,1,1,0,0,8,2,68,5,0,0,0,13,0,0,1,3,0,10,1,0,0,0,0,1,0,0,5,0,5,0,0,0,0,0,2,0,0,0
