gisco_id,name,registered,turnout,invalid,blank,Changement citoyen,Décidons nous-mêmes,REC,LFI,RN,LÉ,Free Palestine,PA,Communistes,ENS,PACE,Équinoxe,Écologie positive,UPR,Paix et Décroissance,LR,LO,ND-AE,RS,NPA-R,PT,LP-VIA,Rester libre,Les Nationalistes,PS-PP,ANC,Résistons,France Libre,ETÉ,La Ruche citoyenne,PCF,Défendre les enfants,ÉAC,Démocratie représentative,EDE,LDF
FR_23127,Mautes,181,103,4,4,0,0,5,3,34,5,0,0,0,10,0,0,0,2,0,2,2,0,0,0,0,0,0,0,17,0,6,1,0,0,3,0,0,0,0,0
FR_55327,Mauvages,213,124,2,0,0,0,3,5,71,3,0,0,0,16,1,0,0,1,0,10,1,0,0,0,0,0,0,0,5,0,4,0,0,0,1,0,0,0,0,0
FR_31332,Mauvaisin,204,132,4,0,0,0,4,11,51,6,0,2,0,15,0,0,0,1,0,9,2,0,0,1,0,0,0,0,17,0,6,0,0,0,0,0,0,0,0,0
FR_07152,Mauves,963,570,12,5,0,0,22,25,205,36,0,0,0,79,0,0,1,6,0,49,4,0,0,1,0,7,0,0,61,0,21,0,1,0,8,0,14,0,0,0
FR_61255,Mauves-sur-Huisne,384,222,5,7,0,0,13,11,63,8,0,0,0,26,0,0,1,0,0,23,4,0,0,0,0,2,0,0,34,0,8,0,0,0,4,0,5,0,0,0
FR_44094,Mauves-sur-Loire,2677,1499,18,18,0,0,48,126,294,151,0,1,0,252,0,11,12,10,0,106,6,3,0,2,0,9,0,0,317,0,23,0,6,0,34,0,23,0,0,0
FR_31333,Mauvezin,59,44,0,2,0,0,1,0,22,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,0,0
FR_32249,Mauvezin,1722,1005,20,9,0,0,43,47,349,42,9,0,0,118,0,2,6,9,0,47,5,0,1,1,0,2,0,0,171,0,48,0,2,6,36,0,16,0,2,0
FR_65306,Mauvezin,208,125,0,1,0,0,4,9,39,4,0,0,0,19,0,1,0,0,0,10,0,0,0,0,0,0,0,0,22,0,10,0,0,0,4,0,1,0,0,0
FR_40176,Mauvezin-dArmagnac,82,54,2,0,0,0,0,3,15,5,0,0,0,8,0,0,1,0,0,3,1,0,0,0,0,0,0,0,7,0,4,0,0,0,4,0,1,0,0,0
FR_09183,Mauvezin-de-Prat,89,59,0,0,0,0,3,3,21,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,1,0,2,0,0,0
FR_09184,Mauvezin-de-Sainte-Croix,42,32,3,0,0,0,0,4,7,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0
FR_47163,Mauvezin-sur-Gupie,486,301,11,3,0,0,15,9,117,13,0,0,0,30,0,0,2,4,0,20,1,0,0,0,0,2,0,0,36,0,16,0,0,0,12,0,2,0,0,0
FR_21396,Mauvilly,60,43,1,2,0,0,6,0,18,0,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0
FR_36114,Mauvières,260,179,5,3,0,0,7,2,71,0,0,0,0,22,1,0,1,2,0,11,1,0,0,0,0,8,0,0,25,0,12,0,0,0,2,0,1,0,0,0
FR_58161,Maux,128,71,0,3,0,0,6,4,27,0,0,0,0,10,0,1,0,2,0,6,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,0
FR_31334,Mauzac,1072,591,6,14,0,0,29,54,195,42,0,0,0,78,1,0,4,4,0,37,3,0,1,2,0,5,0,0,70,0,15,0,3,0,11,0,6,0,0,0
FR_24260,Mauzac-et-Grand-Castang,472,286,1,3,0,0,17,8,108,14,0,0,0,33,0,0,0,3,0,17,0,0,0,1,0,2,0,0,45,0,19,0,0,2,7,0,4,0,0,0
FR_24261,Mauzens-et-Miremont,260,153,7,3,0,0,8,18,39,10,0,0,0,8,0,0,1,1,0,14,1,0,0,1,0,2,0,0,24,0,12,0,0,0,1,0,1,0,0,0
FR_63216,Mauzun,103,76,3,0,0,0,6,13,14,6,0,0,0,2,0,1,0,3,0,5,0,0,0,0,0,0,0,0,11,0,2,0,1,0,6,0,3,0,0,0
FR_79170,Mauzé-sur-le-Mignon,2126,1108,25,20,0,0,48,53,330,70,0,0,0,195,0,7,5,6,0,56,4,0,0,0,0,8,0,0,179,0,36,0,5,0,33,0,16,0,0,0
FR_41130,Maves,516,261,6,12,0,0,21,9,109,10,0,0,0,24,0,1,1,2,0,15,1,0,0,0,0,1,0,0,20,0,13,0,2,0,2,0,5,0,0,0
FR_21397,Mavilly-Mandelot,118,72,1,1,0,0,4,1,16,5,0,0,0,12,0,0,2,1,0,8,1,0,0,0,0,0,0,0,11,0,5,0,0,0,1,0,0,0,0,0
FR_35169,Maxent,985,543,14,13,0,0,16,48,160,31,0,0,0,95,0,3,3,5,0,24,3,0,0,3,0,6,0,0,74,0,15,0,1,0,12,0,9,0,0,0
FR_88293,Maxey-sur-Meuse,198,119,4,2,0,0,6,10,44,4,0,0,0,10,0,0,0,1,0,6,1,0,0,0,0,2,0,1,15,0,5,0,0,0,4,0,3,0,0,0
FR_55328,Maxey-sur-Vaise,248,129,3,6,0,0,5,2,64,4,0,0,0,9,0,1,1,3,1,13,1,0,0,0,0,2,0,0,7,0,1,0,0,0,4,0,0,0,0,0
FR_74172,Maxilly-sur-Léman,1150,646,5,13,0,0,37,38,194,33,0,0,0,118,0,2,2,8,0,45,1,0,0,1,0,11,0,1,75,0,15,0,1,0,8,0,15,0,1,0
FR_21398,Maxilly-sur-Saône,272,148,4,3,0,0,4,6,69,5,0,0,0,19,0,0,2,1,0,1,1,0,0,0,0,0,0,0,14,0,1,0,1,0,7,0,6,0,0,0
FR_46188,Maxou,264,166,6,1,0,0,4,13,48,14,0,0,0,19,0,0,2,0,0,9,1,0,0,2,0,0,0,0,23,0,10,0,1,0,0,0,5,0,0,0
FR_57453,Maxstadt,257,141,0,1,0,0,11,5,68,5,0,0,0,18,0,0,0,0,0,13,0,0,0,0,0,5,0,0,7,0,2,0,0,0,1,0,2,0,0,0
FR_54357,Maxéville,4694,2147,21,23,0,0,89,395,656,96,0,1,0,267,1,4,15,15,1,100,15,0,3,3,0,11,0,0,285,0,19,0,6,0,40,0,25,0,0,0
FR_77283,May-en-Multien,588,319,4,1,0,0,12,34,165,6,0,0,0,18,0,0,1,4,0,16,2,0,0,1,0,2,0,0,23,0,4,0,1,0,9,0,9,0,0,0
FR_14408,May-sur-Orne,1624,806,16,13,0,0,36,56,259,40,0,0,0,133,0,1,5,7,0,39,3,0,0,1,0,13,0,0,116,0,22,0,1,0,17,1,5,0,0,0
FR_24262,Mayac,279,163,3,2,0,0,10,9,40,9,0,0,0,31,0,1,0,2,1,4,0,0,0,0,0,0,0,0,25,0,17,0,0,0,4,0,3,0,0,0
FR_53147,Mayenne,9649,4706,118,105,0,0,169,234,1207,237,0,0,0,1065,0,13,28,29,1,347,44,2,2,6,0,30,0,0,757,0,70,0,11,0,103,1,56,0,1,1
FR_72191,Mayet,2359,1317,51,38,0,0,77,53,536,37,0,0,0,146,0,6,3,17,0,67,19,0,2,6,0,15,0,0,139,0,26,0,3,0,32,0,17,0,0,0
FR_40177,Maylis,270,164,4,6,0,0,9,5,25,2,0,0,0,32,0,1,0,1,0,14,0,0,0,0,0,3,0,0,32,0,18,0,1,0,8,0,2,0,0,0
FR_39320,Maynal,247,161,7,2,0,0,12,7,54,8,0,1,0,12,0,0,1,0,0,8,1,0,0,1,0,4,0,0,24,0,11,0,0,0,5,0,2,0,0,0
FR_02473,Mayot,151,79,0,2,0,0,2,2,44,0,0,0,0,5,0,1,0,3,0,6,1,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,1,0,0,0
FR_46337,Mayrac,211,147,4,1,0,0,2,5,53,7,0,0,0,19,0,1,0,0,0,7,0,0,0,0,0,0,0,0,21,0,16,0,0,0,7,0,3,0,0,0
FR_12142,Mayran,505,288,6,8,0,0,13,15,66,10,0,0,0,61,0,1,2,2,0,23,2,0,0,0,0,0,0,0,34,0,23,0,1,0,12,0,7,0,0,0
FR_07153,Mayres,216,138,4,1,0,0,9,5,47,7,0,0,0,19,0,0,1,6,0,6,0,0,0,0,0,1,0,0,19,0,5,0,0,0,4,0,0,0,0,0
FR_63218,Mayres,175,106,2,3,0,0,6,5,33,6,0,0,0,13,0,1,0,1,0,8,1,0,0,1,0,2,0,0,7,0,8,0,0,0,8,0,0,0,0,0
FR_38224,Mayres-Savel,87,60,1,1,0,0,2,3,14,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,18,0,4,0,0,0,2,0,2,0,0,0
FR_11226,Mayreville,62,48,2,0,0,0,1,3,15,2,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,1,0,0,12,0,4,0,0,0,0,0,0,0,0,0
FR_46189,Mayrinhac-Lentour,425,266,10,9,0,0,2,24,59,14,0,0,0,37,0,1,0,1,0,15,1,0,0,0,0,3,0,0,39,0,34,0,0,0,6,0,2,0,0,0
FR_11227,Mayronnes,43,29,0,0,0,0,1,4,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0
FR_31335,Mayrègne,34,27,0,0,0,0,0,4,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0
FR_60391,Maysel,208,124,1,3,0,0,7,0,59,8,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,4,0,0,19,0,3,0,0,0,2,0,1,0,0,0
FR_81163,Mazamet,7063,3606,61,61,0,0,225,232,1308,107,0,1,0,404,0,5,9,55,1,299,17,0,2,9,0,42,0,2,422,7,156,0,9,0,70,0,29,0,1,0
FR_84072,Mazan,5407,2963,45,39,0,0,222,126,1239,126,0,1,0,405,0,6,10,20,0,165,12,0,0,3,0,24,0,0,328,2,55,0,6,0,46,0,33,0,0,0
FR_07154,Mazan-lAbbaye,164,99,1,1,0,0,7,1,43,0,0,0,0,9,0,1,0,2,0,8,1,0,0,0,0,2,0,0,6,0,9,0,0,0,4,0,1,0,0,0
FR_41131,Mazangé,715,424,9,11,0,0,18,20,144,20,0,0,0,67,0,2,0,3,0,24,3,0,0,0,1,3,0,0,52,0,14,0,0,0,18,0,5,0,0,0
FR_83076,Mazaugues,724,439,2,8,0,0,28,29,189,20,0,0,0,60,0,1,0,6,0,13,1,2,0,0,0,8,0,0,33,0,10,0,3,0,7,0,4,0,0,0
FR_63219,Mazaye,595,403,7,9,0,0,15,25,104,24,0,0,0,41,0,0,1,3,0,27,5,0,0,0,0,1,0,0,81,0,28,0,2,0,18,0,1,0,0,0
FR_23128,Mazeirat,110,81,3,3,0,0,6,3,21,4,0,0,0,2,0,1,0,1,0,7,0,0,0,0,0,0,0,0,21,0,1,0,5,0,3,0,0,0,0,0
FR_88294,Mazeley,197,101,0,3,0,0,5,5,50,1,0,0,0,12,0,0,0,1,0,11,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,1,0,0,0
FR_43131,Mazerat-Aurouze,172,108,3,1,0,0,6,9,28,6,0,0,0,9,0,0,2,0,0,9,0,0,0,0,0,0,0,0,18,0,7,0,1,0,5,0,2,0,0,0
FR_17226,Mazeray,822,423,10,12,0,0,14,27,162,18,0,0,0,55,0,0,4,3,0,23,4,0,0,0,0,4,0,0,45,0,12,0,1,0,14,0,7,0,0,0
FR_03166,Mazerier,254,165,3,0,0,0,6,14,43,7,0,0,0,30,0,0,0,1,0,21,1,0,0,0,0,3,0,0,13,0,16,0,0,0,3,0,0,0,0,0
FR_08283,Mazerny,84,59,2,1,0,0,2,1,27,1,0,0,0,6,0,0,1,0,0,5,0,0,0,0,0,0,0,0,8,0,2,0,0,0,1,0,0,0,0,0
FR_16213,Mazerolles,262,136,6,1,0,0,4,7,39,12,0,0,0,28,0,0,0,0,0,6,0,0,0,0,0,4,0,0,15,0,4,0,0,0,7,0,2,0,0,0
FR_17227,Mazerolles,194,108,2,4,0,0,3,4,40,9,0,0,0,21,0,0,0,0,0,7,0,0,0,0,0,1,0,0,8,0,8,0,0,0,1,0,0,0,0,0
FR_40178,Mazerolles,595,373,9,4,0,0,23,12,111,9,0,0,0,63,0,1,0,6,0,19,1,0,0,1,0,4,0,0,74,0,22,0,0,0,7,0,2,0,0,0
FR_64374,Mazerolles,929,520,7,8,0,0,18,17,216,18,1,0,0,66,0,0,5,5,0,38,2,2,0,0,0,3,0,0,48,0,38,0,7,0,9,0,4,0,0,0
FR_65308,Mazerolles,91,63,2,1,0,0,4,1,13,0,0,0,0,7,0,0,1,1,0,7,0,0,0,0,0,1,0,0,13,0,11,0,0,0,1,0,0,0,0,0
FR_86153,Mazerolles,654,384,8,12,0,0,16,20,141,21,0,0,0,42,0,1,1,7,0,23,4,0,0,0,0,3,0,0,46,0,20,0,1,0,9,0,2,0,1,0
FR_11228,Mazerolles-du-Razès,136,93,3,0,0,0,3,3,40,5,0,0,0,1,0,0,0,0,0,8,2,0,0,0,0,1,0,0,20,0,7,0,0,0,0,0,0,0,0,0
FR_25371,Mazerolles-le-Salin,150,109,0,2,0,0,4,11,21,12,0,0,0,14,0,0,1,0,0,13,0,0,0,0,0,1,0,0,11,0,7,0,0,0,5,0,3,0,0,0
FR_54358,Mazerulles,187,128,2,2,0,0,6,14,28,5,0,0,0,18,0,2,0,0,0,13,2,0,0,0,0,0,0,0,23,0,3,1,1,0,3,0,3,0,0,0
FR_43130,Mazet-Saint-Voy,969,525,13,15,0,0,18,19,111,33,0,0,0,97,0,0,2,12,0,38,3,1,1,0,0,7,0,0,105,0,21,0,0,0,14,0,3,0,1,0
FR_86154,Mazeuil,185,115,4,0,0,0,4,8,34,5,0,0,0,22,0,2,0,1,0,7,2,0,0,1,0,3,0,0,7,0,5,0,0,0,4,0,4,0,0,0
FR_43132,Mazeyrat-dAllier,1266,652,17,9,0,0,33,28,258,13,0,0,0,56,0,0,0,8,0,67,2,0,0,0,0,6,0,0,75,0,46,0,0,0,17,0,5,0,0,0
FR_24263,Mazeyrolles,266,172,9,6,0,0,16,9,48,4,0,0,0,23,0,4,1,6,0,17,0,0,0,0,0,0,0,0,9,0,15,0,0,0,3,0,0,0,0,0
FR_71290,Mazille,301,200,3,1,0,0,12,8,46,21,0,0,0,50,0,0,1,1,0,18,0,0,0,0,0,3,0,0,22,0,5,0,0,0,2,0,5,0,0,0
FR_62563,Mazingarbe,5747,2589,25,44,0,3,97,119,1600,44,0,3,0,164,1,2,13,14,3,54,31,2,3,2,0,10,0,1,105,0,50,0,13,0,69,0,21,0,2,0
FR_62564,Mazinghem,355,202,1,2,0,0,4,4,101,3,0,0,0,21,0,0,0,2,0,16,4,0,0,0,0,4,0,0,18,0,11,0,0,0,6,0,4,0,0,0
FR_59395,Mazinghien,238,115,4,4,0,0,9,3,60,2,0,0,0,11,0,0,0,0,0,7,0,0,0,0,0,1,0,0,3,0,6,0,0,0,2,0,0,0,0,0
FR_33280,Mazion,386,224,4,4,0,0,11,5,125,5,0,0,0,24,0,0,1,1,0,6,0,0,0,0,0,1,0,0,13,0,9,0,1,0,5,0,2,0,0,0
FR_03167,Mazirat,245,136,4,1,0,0,10,6,34,2,0,0,0,21,0,0,0,2,0,14,1,0,0,0,0,1,0,0,17,0,14,0,0,0,1,0,2,0,0,0
FR_88295,Mazirot,162,114,1,2,0,0,3,5,52,2,0,0,0,18,0,1,0,2,0,7,0,0,0,0,0,2,0,0,11,0,4,0,0,0,3,0,0,0,0,0
FR_47164,Mazières-Naresse,104,72,3,0,0,0,2,3,21,0,0,0,0,15,0,0,0,1,0,5,1,0,0,0,0,1,0,0,6,0,4,0,0,0,3,0,6,0,0,0
FR_37150,Mazières-de-Touraine,1096,587,13,10,0,0,18,30,241,23,0,0,0,80,0,0,4,3,0,29,6,0,1,2,0,1,0,0,70,0,13,0,1,0,20,0,9,0,1,0
FR_79172,Mazières-en-Gâtine,772,407,11,12,0,0,23,14,111,36,0,0,0,59,0,2,3,5,1,33,2,0,0,0,0,6,0,0,44,0,24,0,0,0,5,0,6,0,0,0
FR_49195,Mazières-en-Mauges,908,511,9,7,0,0,19,17,144,32,0,0,0,132,0,2,2,4,0,45,3,0,0,0,0,0,0,0,61,0,2,0,1,0,11,0,11,0,0,0
FR_63220,Mazoires,115,60,0,1,0,0,3,1,24,1,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,10,0,0,0,2,0,0,0,0,0
FR_65309,Mazouau,17,11,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
FR_11229,Mazuby,50,28,1,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,2,0,0,0,2,0,0,0,0,0
FR_2B157,Mazzola,34,11,1,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FR_09185,Mazères,3040,1594,38,34,0,0,111,77,638,45,0,0,0,148,0,4,0,14,0,84,10,0,4,0,0,17,0,0,188,0,110,0,4,0,27,0,11,0,1,0
FR_33279,Mazères,553,354,5,6,0,0,21,20,116,9,0,0,0,46,0,1,0,2,0,26,4,0,0,0,0,3,0,0,49,0,28,1,0,0,10,0,6,0,0,0
FR_64373,Mazères-Lezons,1586,909,16,18,0,0,39,45,224,51,0,1,0,156,1,4,4,12,0,56,5,1,1,1,0,5,0,0,171,0,47,0,1,0,25,0,17,0,0,0
FR_65307,Mazères-de-Neste,289,177,3,2,0,0,1,13,62,7,0,0,0,17,0,0,1,0,0,2,0,0,0,0,0,1,0,0,35,0,19,0,0,0,9,0,2,0,0,0
FR_31336,Mazères-sur-Salat,536,340,5,7,0,0,2,28,94,16,0,0,0,30,0,0,2,1,0,14,2,0,0,1,0,5,0,0,75,0,19,0,1,0,26,0,5,0,0,0
FR_49194,Mazé,4435,2355,50,40,0,0,69,153,684,157,0,1,0,365,0,10,11,23,0,157,23,0,2,7,0,17,1,0,395,0,55,0,4,0,45,0,37,0,5,0
FR_52298,Maâtz,64,35,2,1,0,0,1,3,11,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,6,0,0,0,1,0,0,0,0,0
FR_22137,Maël-Carhaix,1082,656,19,10,0,0,30,32,246,36,0,0,0,73,0,1,5,9,0,29,2,0,0,1,0,2,0,0,87,0,23,0,0,0,33,0,3,0,0,0
FR_22138,Maël-Pestivien,251,156,2,2,0,0,7,15,32,15,0,0,0,15,0,0,0,3,0,5,2,0,0,0,0,3,0,0,24,0,12,0,0,0,12,0,3,0,0,0
FR_25356,Maîche,2704,1271,19,30,0,0,63,74,401,51,0,0,0,216,3,0,5,22,3,117,3,0,1,1,0,20,0,0,140,0,30,0,6,0,27,0,16,0,0,0
FR_28240,Meaucé,396,215,4,4,0,0,7,6,108,4,0,0,0,29,0,0,0,1,0,12,1,0,0,2,0,1,0,0,19,0,8,0,0,0,4,0,0,0,0,0
FR_03168,Meaulne,767,464,11,7,0,0,39,8,176,13,0,0,0,28,0,0,1,11,0,45,4,0,0,3,0,18,0,0,40,0,23,0,0,0,20,0,2,0,1,0
FR_77284,Meaux,29776,12333,125,147,0,0,510,3207,3477,492,12,11,0,1199,5,16,48,141,1,793,68,9,18,19,0,114,0,2,1177,4,88,8,23,0,213,1,127,0,1,0
FR_69130,Meaux-la-Montagne,198,112,4,3,0,0,2,1,49,0,0,0,0,15,0,0,0,3,0,13,0,0,0,1,0,0,0,0,14,0,4,0,0,0,2,0,1,0,0,0
FR_82108,Meauzac,1022,626,19,7,0,0,38,36,284,22,0,0,0,41,0,1,0,6,0,28,3,0,0,0,0,6,0,0,77,0,33,0,0,0,8,0,5,0,0,0
FR_46190,Mechmont,120,89,0,0,0,0,0,9,10,6,0,0,0,17,0,1,1,0,0,5,0,0,0,1,0,2,0,0,22,0,7,0,1,0,3,0,2,0,1,0
FR_59396,Mecquignies,506,309,3,6,0,0,6,7,169,12,0,0,0,35,0,1,1,1,0,20,1,0,0,0,0,5,0,0,20,0,9,0,1,0,2,0,5,0,0,0
FR_35170,Mecé,463,270,4,8,0,0,17,19,75,19,0,0,0,38,0,2,0,1,0,23,3,1,0,0,0,4,0,0,33,0,9,0,0,0,4,0,2,0,0,0
FR_63221,Medeyrolles,118,77,2,2,0,0,4,0,22,2,0,0,0,10,0,0,1,1,0,8,1,0,2,0,0,2,0,0,10,0,3,0,0,0,4,0,0,0,0,0
FR_74173,Megève,2743,1476,14,13,0,0,141,36,441,52,1,1,0,290,0,2,6,11,0,241,1,0,3,1,0,13,0,0,86,0,45,0,4,0,6,0,23,0,0,0
FR_18141,Mehun-sur-Yèvre,5076,2531,54,37,0,0,117,137,1001,63,0,2,0,366,0,3,10,31,0,151,12,0,0,1,0,21,0,0,258,0,63,0,4,1,94,0,29,0,0,0
FR_77286,Meigneux,190,127,0,3,0,0,8,14,45,3,0,0,0,20,0,0,0,0,0,9,0,0,1,1,0,0,0,0,14,0,9,0,0,0,0,0,0,0,0,0
FR_80525,Meigneux,153,87,2,1,0,0,4,2,44,3,0,0,0,12,0,0,1,0,0,7,1,0,0,0,0,0,0,0,3,0,1,0,0,0,3,0,1,0,0,0
FR_87094,Meilhac,403,273,13,0,0,0,9,10,102,16,0,0,0,24,0,0,2,2,0,15,1,0,0,1,0,1,0,0,42,0,19,0,1,0,9,0,1,0,0,0
FR_32250,Meilhan,68,47,1,1,0,0,3,1,19,5,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,5,0,0,0,1,0,0,0,0,0
FR_40180,Meilhan,913,580,10,15,0,0,25,29,203,12,0,0,0,60,0,1,4,3,0,36,0,0,0,0,0,5,0,1,81,0,56,0,2,0,22,0,4,0,0,0
FR_47165,Meilhan-sur-Garonne,915,524,18,6,0,0,30,21,189,22,0,0,0,48,0,0,5,4,0,39,0,1,0,1,0,10,0,0,65,0,34,0,1,0,18,0,4,0,1,0
FR_19131,Meilhards,433,269,9,7,0,0,15,14,88,6,0,0,0,23,0,1,2,0,0,20,1,0,0,0,0,5,0,0,25,0,29,0,0,0,19,0,4,0,0,0
FR_63222,Meilhaud,426,224,2,5,0,0,7,15,93,7,0,0,2,31,0,1,1,2,0,15,3,0,0,1,0,4,0,0,17,0,4,0,0,0,8,0,1,0,0,0
FR_35172,Meillac,1318,731,6,11,0,0,23,43,228,50,0,0,0,108,0,2,2,3,0,46,8,2,4,1,0,2,0,0,94,0,43,0,2,0,24,0,9,0,1,0
FR_18142,Meillant,502,279,8,5,0,0,11,5,114,4,0,0,0,41,0,0,0,0,0,13,5,0,1,0,0,3,0,0,33,0,16,0,0,0,8,0,7,0,1,0
FR_03169,Meillard,230,142,5,2,0,0,9,6,40,2,0,0,0,12,0,0,1,0,0,23,1,0,0,0,0,0,0,0,15,0,8,0,0,0,11,0,2,0,0,0
FR_77287,Meilleray,374,181,2,0,0,0,5,9,106,0,0,0,0,18,0,3,1,1,0,4,1,0,0,0,0,1,0,0,15,0,5,0,0,0,4,0,2,0,0,0
FR_74175,Meillerie,215,108,0,1,0,0,7,2,44,2,0,0,0,19,0,0,0,2,0,8,1,0,0,1,0,1,0,0,13,0,3,0,0,0,2,0,1,0,0,0
FR_03170,Meillers,109,79,4,1,0,0,5,7,19,4,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,1,2,0,10,0,6,0,0,0,5,0,0,0,0,0
FR_64376,Meillon,784,456,10,7,0,0,24,21,111,17,0,0,0,73,0,2,1,0,2,47,0,1,0,0,0,3,0,0,70,0,25,0,3,0,19,0,10,0,1,0
FR_01241,Meillonnas,1087,643,3,8,0,0,42,43,186,39,0,0,0,83,0,4,2,5,0,52,2,0,0,1,0,8,0,0,111,0,11,0,4,0,15,0,12,0,0,0
FR_21399,Meilly-sur-Rouvres,158,112,0,3,0,0,8,0,52,3,0,0,0,17,0,0,1,1,0,8,1,0,0,0,0,1,0,0,7,0,4,0,0,0,1,0,1,0,0,0
FR_57456,Meisenthal,561,315,4,6,0,0,10,24,92,14,0,1,0,59,0,0,1,1,0,29,3,0,1,0,0,3,0,0,31,0,9,0,0,0,6,0,5,0,0,0
FR_67286,Meistratzheim,1333,714,9,11,0,0,32,21,343,25,0,0,0,125,0,0,3,8,0,48,0,0,2,1,0,8,0,0,45,0,6,0,2,0,2,0,8,0,0,0
FR_2A158,Mela,70,32,0,2,0,0,3,0,14,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0
FR_52318,Melay,197,101,1,1,0,0,6,4,44,1,0,0,0,7,0,2,0,1,0,12,4,0,0,0,0,1,0,0,8,0,3,0,0,0,4,0,0,0,0,0
FR_71291,Melay,775,430,15,8,0,0,30,18,165,8,0,3,0,45,0,1,2,1,0,33,1,5,0,2,0,3,0,0,46,0,20,0,2,0,9,0,5,0,0,0
FR_35173,Melesse,5538,3182,32,34,0,0,101,223,631,314,0,1,0,676,0,8,26,22,2,243,15,8,2,4,0,15,0,0,622,0,41,0,14,0,59,0,44,0,0,0
FR_29146,Melgven,2772,1559,34,31,0,0,77,70,498,80,0,1,0,209,0,10,3,13,0,96,12,4,0,4,0,14,0,0,265,0,40,0,3,0,33,0,32,0,0,0
FR_70337,Melin,51,26,0,0,0,0,3,0,5,2,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
FR_70338,Melincourt,183,107,2,1,0,0,4,4,61,1,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,2,0,0,4,0,0,0,1,0,3,0,0,0,0,0
FR_12144,Meljac,135,94,2,8,0,0,2,1,26,5,0,0,0,16,0,2,0,1,0,5,0,0,0,0,0,1,0,0,18,0,5,0,0,0,2,0,0,0,0,0
FR_29147,Mellac,2809,1619,27,37,0,0,62,105,470,102,0,3,0,180,0,6,9,20,0,81,14,5,0,3,1,13,3,0,314,0,40,0,3,0,53,3,25,0,1,0
FR_79174,Melle,4251,2305,56,34,0,0,59,216,611,194,0,0,0,322,0,11,9,15,0,108,13,0,0,11,0,15,0,0,438,0,60,0,7,1,65,1,27,0,1,0
FR_71292,Mellecey,1125,694,11,11,0,0,30,22,204,23,0,2,0,136,0,4,4,7,0,68,5,0,0,1,0,6,0,0,95,0,21,0,2,0,14,0,8,0,1,0
FR_79175,Melleran,358,182,4,6,0,0,14,12,48,6,0,0,0,28,0,0,2,0,0,13,1,0,0,0,0,4,0,0,24,0,8,0,0,0,6,0,5,0,0,0
FR_72193,Melleray,347,196,10,4,0,0,10,2,86,3,0,0,0,27,0,2,0,0,0,23,0,0,0,0,0,1,0,0,17,0,8,0,0,0,3,0,0,0,0,0
FR_45199,Melleroy,417,225,0,5,0,0,5,7,119,9,0,0,0,20,0,2,0,5,0,19,0,0,0,0,0,3,0,0,8,0,6,0,0,0,4,0,7,0,0,0
FR_31337,Melles,159,89,1,0,0,0,9,5,24,6,0,0,0,8,0,0,0,1,0,2,2,0,0,1,0,1,0,0,11,0,8,0,0,0,9,0,0,0,0,0
FR_76422,Melleville,226,150,2,6,0,0,5,5,65,0,0,0,0,15,0,2,0,1,0,9,1,0,0,0,0,1,0,0,18,0,8,0,0,0,6,0,1,0,0,0
FR_22146,Mellionnec,362,249,1,4,0,0,5,61,41,55,0,0,0,10,0,2,0,2,0,10,2,0,0,0,0,0,0,0,33,0,9,0,2,0,5,0,1,0,0,0
