gisco_id,name,registered,turnout,invalid,blank,PSD-PC,PDL,PNL,UDMR/RMDSZ,PRM,PDL,PNȚCD,Pavel,FC
RO_037844,Hodod,2283,1124,38,0,55,860,52,71,9,4,17,10,8
RO_037899,Homoroade,1552,646,22,0,100,10,351,85,13,3,31,20,11
RO_037960,Lazuri,4581,1733,35,0,54,1321,106,149,17,2,16,18,15
RO_138039,Oraş Livada,5549,1928,39,0,150,1062,287,316,12,2,25,24,11
RO_038084,Mediesu Aurit,5348,1997,71,0,221,344,882,343,10,2,75,39,10
RO_138164,Micula,3051,1125,34,0,91,535,322,84,10,1,30,12,6
RO_038208,Moftin,3570,1100,61,0,105,231,95,484,26,1,55,30,12
RO_038280,Odoreu,4262,1868,43,0,84,256,611,770,15,4,31,36,18
RO_038351,Oraşu Nou,5592,2707,64,0,47,893,200,1437,16,2,31,12,5
RO_138431,Păuleşti,3964,1443,69,0,108,583,166,412,6,7,53,32,7
RO_138501,Petreşti,1682,500,30,0,18,351,37,36,4,2,11,6,5
RO_038538,Pir,1340,761,26,0,67,334,153,151,5,0,6,9,10
RO_038574,Piscolt,2532,1051,52,0,59,178,439,252,5,1,31,20,14
RO_038618,Pomi,1564,577,14,0,134,8,181,141,27,2,39,25,6
RO_038663,Sanislau,3090,1038,35,0,154,495,179,103,5,1,44,18,4
RO_038734,Santau,2048,1037,29,0,338,223,296,94,8,5,22,14,8
RO_038770,Sacaseni,1008,388,23,0,13,181,81,68,4,3,7,3,5
RO_038805,Sauca,1098,546,59,0,36,111,161,132,7,1,27,7,5
RO_038869,Socond,1994,1006,31,0,217,11,294,354,24,2,30,31,12
RO_038921,Supur,3480,1585,61,0,133,494,175,604,32,4,46,16,20
RO_039009,Tarna Mare,3065,1092,55,0,113,37,477,315,13,2,37,35,8
RO_039054,Terebesti,1251,587,17,0,167,18,233,91,17,4,22,15,3
RO_039107,Tiream,1933,690,23,0,185,244,106,101,7,1,11,9,3
RO_039143,Tarsolt,2359,532,24,0,334,1,127,17,15,1,4,9,0
RO_039170,Turt,5938,938,38,0,164,9,404,208,39,1,36,30,9
RO_039214,Turulung,3269,1068,39,0,12,774,79,119,4,1,18,14,8
RO_139250,Urziceni,1273,431,6,0,51,328,18,8,3,1,2,9,5
RO_039287,Valea Vinului,1684,1102,29,0,67,7,427,491,21,7,26,18,9
RO_139330,Vama,3166,1060,28,0,313,419,159,77,10,3,31,19,1
RO_039358,Vetis,3881,1229,50,0,126,534,278,144,8,4,39,35,11
RO_039394,Viile Satu Mare,2705,1376,35,0,54,628,416,178,9,2,29,13,12
RO_039704,Zalau,57536,11899,211,0,1686,2781,2545,2494,239,25,1115,550,253
RO_039740,Cehu Silvaniei,6624,2925,55,0,168,1485,438,596,27,3,101,40,12
RO_039811,Jibou,9540,2903,89,0,248,344,637,1240,25,2,170,67,81
RO_039884,Simleu Silvaniei,13640,4014,140,0,547,1032,1308,621,49,12,170,91,44
RO_039937,Agrij,1065,444,9,0,22,3,69,274,6,0,29,29,3
RO_039982,Almasu,2032,1081,35,0,56,515,277,107,17,4,44,17,9
RO_140084,Băbeni,1586,1116,34,0,143,7,529,302,8,2,61,22,8
RO_040208,Banisor,1808,885,29,0,43,2,231,453,22,1,54,22,28
RO_040244,Benesat,1320,614,12,0,168,190,75,115,5,3,33,11,2
RO_040280,Bobota,3100,1327,56,0,208,11,572,397,10,2,55,9,7
RO_140324,Bocşa,2721,1574,33,0,576,632,147,130,13,4,28,7,4
RO_140379,Buciumi,2086,1056,48,0,297,5,279,310,18,3,61,26,9
RO_040440,Camar,1387,1024,15,0,8,855,58,66,15,2,1,3,1
RO_040477,Carastelec,889,717,15,0,3,615,35,24,17,1,5,2,0
RO_040501,Chiesd,1921,611,24,0,42,34,143,326,3,0,27,11,1
RO_040547,Cizer,1888,763,36,0,153,5,349,134,8,2,43,25,8
RO_040583,Coseiu,1008,665,14,0,167,324,42,64,7,1,27,17,2
RO_140627,Crasna,4983,2779,74,0,67,2158,270,135,6,4,23,25,17
RO_040672,Creaca,2268,1112,29,0,99,21,645,172,20,5,73,20,28
RO_040770,Cristolt,1191,642,12,0,52,5,144,351,11,1,31,31,4
RO_040823,Criseni,2150,1088,18,0,81,312,337,248,3,3,58,20,8
RO_040869,Cuzaplac,1522,1017,22,0,45,128,175,575,11,3,33,19,6
RO_040958,Dobrin,1335,815,31,0,40,596,52,70,4,0,10,10,2
RO_041027,Dragu,944,440,34,0,98,2,104,117,16,2,34,27,6
RO_041081,Fildu De Jos,1133,680,33,0,20,165,88,329,5,1,16,10,13
RO_041134,Galgau,2046,877,29,0,195,11,204,304,28,5,48,40,13
RO_041232,Garbou,1874,835,36,0,87,10,180,419,12,2,40,41,8
RO_041312,Halmasd,1976,622,42,0,42,3,125,313,26,4,30,18,19
RO_041376,Hereclean,3020,1444,34,0,62,878,174,180,14,5,53,36,8
RO_041447,Hida,2397,915,27,0,97,14,381,275,18,2,53,33,15
RO_041535,Horoatu Crasnei,2182,740,20,0,49,106,281,164,12,5,62,33,8
RO_041580,Ileanda,1972,1176,35,0,182,21,438,327,25,4,109,25,10
RO_041722,Ip,3152,1106,29,0,23,717,128,162,7,0,19,16,5
RO_041786,Letca,1731,965,21,0,141,3,297,337,9,3,103,43,8
RO_141884,Lozna,878,620,16,0,38,5,194,276,12,2,46,22,9
RO_041946,Marca,2223,738,31,0,53,145,334,83,21,2,43,24,2
RO_042006,Maeriste,2722,1152,43,0,84,178,469,250,16,0,77,29,6
RO_042079,Mesesenii De Jos,2501,1509,44,0,46,349,217,767,3,3,32,28,20
RO_042122,Mirsid,1800,935,21,0,105,15,142,565,5,3,52,16,11
RO_042177,Napradea,2207,789,19,0,63,4,204,376,40,1,44,32,6
RO_042239,Nusfalau,2943,1427,31,0,16,1075,97,175,3,3,14,7,6
RO_042284,Pericei,3041,1262,28,0,51,920,123,63,36,3,23,11,4
RO_042337,Plopis,1992,810,27,0,42,12,479,125,35,2,45,34,9
RO_042373,Poiana Blenchii,1044,360,8,0,31,0,70,190,8,1,34,15,3
RO_042426,Romanasi,2235,950,27,0,144,6,392,246,23,2,65,31,14
RO_042499,Rus,912,490,12,0,54,0,164,219,5,1,23,10,2
RO_042550,Salatig,2358,1341,25,0,82,725,361,92,8,4,25,10,9
RO_142612,Sâg,2688,675,46,0,37,4,341,146,20,5,53,16,7
RO_042676,Sanmihaiu Almasului,1379,639,24,0,64,1,172,294,24,1,45,11,3
RO_042710,Somes-Odorhei,2157,1424,39,0,144,12,286,827,17,3,55,27,14
RO_042774,Surduc,3183,1276,42,0,186,6,301,538,23,3,99,66,12
RO_042854,Samsud,1326,782,18,0,1,697,13,31,2,2,4,5,9
RO_042881,Sarmasag,5275,2925,52,0,60,2413,177,171,7,3,31,6,5
RO_042952,Valcau De Jos,2488,1058,25,0,77,29,546,240,39,6,63,24,9
RO_043021,Varsolt,1989,1007,24,0,29,704,147,60,1,1,26,14,1
RO_043067,Zalha,860,469,10,0,61,3,188,100,23,1,29,51,3
RO_043147,Zimbor,935,585,15,0,157,6,246,80,11,1,32,29,8
RO_043450,Sibiu,143113,22879,755,0,3928,619,7149,4886,713,141,2442,1854,392
RO_143487,Cristian,3137,567,38,0,55,2,284,117,4,5,20,36,6
RO_043502,Poplaca,1328,223,8,0,51,0,43,92,3,0,9,15,2
RO_043520,Răşinari,4396,565,22,0,72,0,151,172,7,2,87,44,8
RO_043557,Selimbar,4712,1094,40,0,155,3,310,393,18,5,85,71,14
RO_043619,Medias,51294,9303,426,0,718,1030,3734,1798,150,37,766,532,112
RO_043646,Tarnava,2328,790,33,0,31,8,311,354,1,1,25,22,4
RO_043682,Agnita,10271,2041,92,0,238,53,702,625,11,10,185,97,28
RO_043735,Cisnadie,14997,2411,138,0,297,22,704,588,37,15,292,211,107
RO_043771,Copsa Mica,4533,828,39,0,157,103,150,260,11,0,73,31,4
RO_143806,Oraş Dumbrăveni,6841,1264,76,0,170,155,333,398,11,3,65,43,10
RO_043851,Ocna Sibiului,3449,834,29,0,105,78,189,326,5,7,54,34,7
RO_043888,Altina,1355,841,21,0,32,8,109,625,0,2,25,13,6
RO_043922,Apoldu De Jos,1130,496,25,0,289,4,68,67,7,1,12,20,3
RO_043959,Arpasu De Jos,2174,609,24,0,68,7,173,238,1,1,56,37,4
RO_043995,Atel,1344,312,17,0,77,2,70,94,1,8,22,18,3
RO_044054,Avrig,12342,1852,64,0,387,33,540,394,16,9,218,169,22
RO_044116,Axente Sever,3494,1042,44,0,64,4,595,230,11,2,53,33,6
RO_044152,Bazna,3110,1204,57,0,60,25,363,564,15,3,61,31,25
RO_044198,Biertan,2346,903,34,0,34,10,310,442,6,0,38,24,5
RO_044232,Bârghiş,1742,825,35,0,37,23,137,493,10,0,53,29,8
RO_044303,Blajel,1927,1198,27,0,43,42,267,739,7,2,39,21,11
RO_044349,Brateiu,2584,917,61,0,84,5,524,129,0,1,60,28,25
RO_044376,Bradeni,1166,682,27,0,41,6,117,460,1,2,9,16,3
RO_044410,Bruiu,777,254,11,0,17,0,61,145,0,1,12,4,3
RO_044456,Chirpar,1414,649,20,0,79,3,302,202,3,1,33,2,4
RO_144508,Cârţa,930,266,16,0,14,2,54,159,1,2,6,9,3
RO_044535,Cartisoara,1051,322,17,0,36,0,205,26,3,2,15,15,3
RO_044553,Darlos,2693,732,28,0,47,6,370,207,5,0,41,22,6
RO_044599,Gura Raului,2803,617,40,0,63,2,228,208,3,1,32,31,9
RO_044615,Hoghilag,1693,549,37,0,115,4,209,134,1,3,30,11,5
RO_144651,Iacobeni,2138,682,63,0,52,7,108,390,9,2,29,16,6
RO_044713,Jina,2785,496,90,0,49,4,93,169,6,8,31,31,15
RO_044731,Laslea,2915,766,46,0,75,2,157,414,4,2,24,27,15
RO_044795,Loamnes,2453,1164,32,0,81,5,178,768,2,2,48,36,12
RO_044866,Ludos,641,325,22,0,24,1,88,164,1,2,7,12,4
RO_044893,Marpod,670,409,20,0,18,0,226,115,5,1,15,8,1
RO_044928,Miercurea Sibiului,3791,1159,43,0,101,3,643,256,9,3,34,50,17
RO_044964,Merghindeal,1172,516,26,0,108,1,98,230,0,3,29,12,9
RO_044991,Micasasa,1887,621,35,0,32,15,131,348,5,2,35,15,3
RO_145042,Mihăileni,783,310,16,0,35,0,42,185,1,1,17,10,3
RO_145104,Moşna,2657,776,52,0,31,3,155,483,2,1,20,24,5
RO_045140,Nocrich,2214,636,40,0,54,8,211,238,3,0,38,32,12
RO_045202,Orlat,2556,581,21,0,63,0,316,112,2,2,42,18,5
RO_045220,Pauca,1841,975,10,0,172,0,478,249,5,1,37,23,0
RO_045275,Poiana Sibiului,1820,432,21,0,49,1,219,102,3,0,18,18,1
RO_045293,Porumbacu De Jos,2583,886,39,0,82,1,209,401,7,2,59,70,16
RO_145355,Racoviţa,2398,495,22,0,57,3,225,69,16,2,41,51,9
RO_045382,Rau Sadului,493,186,13,0,84,1,31,37,3,0,12,5,0
RO_145408,Roşia,3823,608,38,0,63,31,174,183,12,1,61,35,10
RO_045471,Sadu,1961,649,24,0,55,0,387,106,3,2,33,35,4
RO_045499,Saliste,4661,1369,69,0,346,8,380,374,16,3,80,77,16
RO_045603,Slimnic,3126,770,28,0,44,2,200,397,8,1,42,39,9
RO_045667,Seica Mare,3714,1074,44,0,104,49,621,141,11,3,45,43,13
RO_045738,Seica Mica,1508,386,23,0,15,1,120,197,0,0,14,12,4
RO_045765,Sura Mare,3023,377,11,0,47,2,129,97,4,3,36,42,6
RO_045792,Sura Mica,2080,468,9,0,41,1,179,176,3,1,28,25,5
RO_045827,Talmaciu,6267,1615,99,0,177,11,349,723,19,3,129,82,23
RO_045907,Tilisca,1229,351,24,0,24,1,69,163,1,0,51,17,1
RO_045934,Turnu Rosu,1938,526,31,0,60,2,132,179,10,4,56,45,7
RO_045961,Valea Viilor,1807,665,33,0,26,9,187,342,3,5,34,18,8
RO_045998,Vurpar,1876,218,19,0,19,0,25,121,0,1,13,16,4
RO_046012,Alma,1604,1025,25,0,59,92,213,570,7,3,31,13,12
RO_046021,Boiţa,1361,279,11,0,29,1,70,133,4,0,21,6,4
RO_046263,Suceava,94308,17301,869,0,2264,77,4700,4288,409,84,2439,1955,216
RO_146281,Ipoteşti,4325,1047,40,0,122,7,211,453,22,2,64,112,14
RO_046325,Mitocu Dragomirnei,3263,1127,38,0,80,3,608,166,3,1,81,133,14
RO_046370,Salcea,6917,1547,98,0,169,7,566,308,13,1,211,151,23
RO_146432,Şcheia,6823,1400,91,0,155,4,594,302,14,1,116,104,19
RO_046502,Campulung Moldovenesc,17263,3300,132,0,396,11,1175,682,75,14,475,287,53
RO_046539,Falticeni,26654,5008,245,0,465,25,1401,1649,117,19,697,323,67
RO_046584,Gura Humorului,13551,3020,142,0,708,36,860,704,33,12,329,155,41
RO_046628,Radauti,25416,4725,267,0,435,6,1649,983,139,29,605,524,88
RO_046655,Siret,7891,1620,79,0,448,5,498,346,14,8,134,71,17
RO_146708,Oraş Solca,2084,616,26,0,30,1,239,196,7,5,61,46,5
RO_046744,Vatra Dornei,14929,4704,225,0,632,45,1376,1159,59,20,653,471,64
RO_146799,Adâncata,3295,1057,88,0,50,3,278,325,12,7,56,231,7
RO_046860,Arbore,5594,1328,64,0,92,2,597,277,22,7,141,117,9
RO_146904,Baia,5291,1096,71,0,69,3,434,335,17,4,108,46,9
RO_046931,Milisauti,4152,921,46,0,102,0,240,420,16,7,47,34,9
RO_046995,Balcauti,2549,693,26,0,62,1,155,356,10,1,42,27,13
RO_047036,Bilca,2759,675,34,0,62,0,300,168,11,1,52,38,9
RO_147054,Bogdăneşti,3072,939,57,0,52,1,463,258,2,2,51,46,7
RO_047072,Boroaia,3827,1188,55,0,41,4,170,763,17,4,84,39,11
RO_047134,Bosanci,5290,940,71,0,96,3,435,138,13,1,81,95,7
RO_047161,Botoşana,2057,727,19,0,35,1,516,91,2,0,23,38,2
RO_147205,Breaza,1387,266,9,0,22,0,52,146,0,1,21,10,5
RO_047241,Brodina,2832,537,37,0,36,2,177,156,6,1,58,56,8
RO_147358,Oraş Broşteni,5435,1325,64,0,108,7,542,346,21,4,134,83,16
RO_147465,Buneşti,2137,482,29,0,51,6,84,212,7,4,50,35,4
RO_047526,Cacica,3389,861,34,0,75,4,351,243,10,3,78,54,9
RO_047580,Calafindeşti,2208,634,29,0,26,1,211,305,7,7,29,17,2
RO_047633,Cajvana,5869,734,16,0,29,13,281,320,8,1,40,24,2
RO_047660,Ilişeşti,2095,621,28,0,40,2,235,229,5,4,29,33,16
RO_047713,Carlibaba,1517,495,23,0,31,6,287,84,3,0,29,28,4
RO_047786,Cornu Luncii,5534,1747,97,0,124,5,826,390,19,13,163,84,26
RO_147884,Crucea,1714,637,28,0,110,1,303,113,7,2,43,30,0
RO_147937,Dărmăneşti,4647,974,56,0,65,9,321,203,8,5,103,188,16
RO_048006,Dolhasca,8568,3292,171,0,149,11,2127,487,14,9,210,85,29
RO_148097,Dolheşti,3143,752,42,0,29,5,204,364,8,4,55,37,4
RO_048131,Dorna-Arini,2512,879,31,0,90,2,427,203,4,4,61,45,12
RO_048202,Dorna Candrenilor,2393,713,40,0,35,1,368,90,9,0,52,110,8
RO_048293,Dornesti,3507,683,37,0,121,6,175,169,14,4,83,60,14
RO_048328,Dragoiesti,2097,895,45,0,100,0,526,144,3,2,43,26,6
RO_148382,Drăguşeni,2093,514,37,0,23,1,134,239,4,2,40,28,6
RO_148426,Dumbrăveni,6280,1031,51,0,274,6,258,194,15,4,85,135,9
RO_148453,Fântânele,3663,823,33,0,128,8,226,273,25,8,82,32,8
RO_048514,Forăşti,3962,1424,79,0,61,4,297,793,20,5,94,49,22
RO_048612,Frasin,5363,1490,52,0,106,5,901,221,15,1,124,53,12
RO_048667,Fratautii Noi,4232,903,55,0,72,6,415,210,33,4,67,32,9
RO_048694,Fratautii Vechi,3757,1848,20,0,121,4,1472,100,10,0,70,49,2
RO_048729,Frumosu,2895,844,36,0,45,0,466,181,4,5,54,45,8
RO_048765,Fundu Moldovei,3423,752,16,0,271,3,176,148,9,0,71,47,11
RO_048872,Galanesti,2143,603,31,0,32,0,109,370,3,1,33,22,2
RO_048916,Gramesti,2400,794,41,0,63,9,356,240,9,2,52,15,7
RO_048970,Granicesti,3734,707,39,0,121,3,145,243,14,10,77,47,8
RO_049049,Horodniceni,3129,842,43,0,264,3,185,226,10,2,62,36,11
RO_149101,Horodnic de Jos,1952,551,20,0,76,1,269,90,10,1,32,45,7
RO_149138,Iacobeni,1948,664,16,0,44,3,331,127,5,4,83,44,7
RO_049183,Izvoarele Sucevei,1693,281,14,0,23,2,140,44,4,5,17,29,3
RO_049227,Liteni,7622,1975,118,0,115,5,853,490,23,9,144,192,26
RO_049290,Marginea,7099,1133,76,0,90,7,439,223,47,5,139,97,10
RO_049316,Malini,5794,1821,71,0,78,8,1288,252,19,5,59,31,10
RO_049370,Manastirea Humorului,2845,840,26,0,59,6,368,278,5,1,50,44,3
RO_049414,Moara,3621,1155,45,0,101,3,486,354,10,8,67,65,16
RO_049502,Moldova-Sulita,1600,288,8,0,21,0,141,74,3,3,16,19,3
RO_049539,Moldovita,4038,1122,34,0,69,0,662,171,14,0,103,61,8
RO_049584,Musenita,1668,486,34,0,54,3,146,169,3,5,36,30,6
RO_049655,Ostra,2391,708,50,0,58,1,341,115,3,2,79,54,5
RO_049682,Panaci,1875,390,7,0,44,1,110,139,9,1,34,39,6
RO_049753,Paltinoasa,4499,1857,53,0,147,1,1358,161,8,3,70,42,14
RO_049780,Partestii De Jos,2280,650,27,0,34,1,301,183,2,2,43,52,5
RO_049833,Patrauti,3129,620,53,0,88,2,175,161,13,3,47,73,5
RO_049851,Poiana Stampei,1794,754,27,0,45,1,304,270,6,2,53,39,7
RO_049931,Pojorata,2410,965,43,0,75,0,520,159,5,2,90,63,8
RO_049968,Preutesti,5299,2150,72,0,177,29,1303,396,15,2,101,48,7
RO_050043,Putna,3065,950,44,0,164,1,314,258,43,1,70,50,5
RO_050070,Radaseni,3500,925,45,0,66,6,180,480,15,2,73,50,8
RO_050114,Rasca,3812,1146,52,0,58,2,447,348,15,5,75,139,5
RO_150178,Sadova,1947,412,19,0,76,1,102,92,23,3,52,41,3
RO_150196,Satu Mare,3232,847,41,0,85,5,387,183,18,3,92,26,7
RO_050221,Siminicea,2359,718,44,0,41,7,156,354,8,3,41,52,12
RO_150258,Slatina,4055,1241,29,0,64,1,492,544,6,2,60,42,1
RO_050294,Straja,4310,602,35,0,51,1,285,105,9,5,71,34,6
RO_050310,Stroiesti,2645,773,32,0,90,2,163,366,11,3,55,44,7
RO_050356,Stulpicani,4809,1305,44,0,168,9,529,211,12,3,215,97,17
RO_050418,Sucevita,2110,692,31,0,66,4,181,263,7,0,88,45,7
RO_050445,Saru Dornei,3436,1062,58,0,112,1,534,182,5,4,86,76,4
RO_150524,Todireşti,4328,1167,41,0,101,8,496,217,104,2,98,81,19
RO_050588,Udesti,5657,2321,82,0,260,4,547,1099,60,6,138,104,21
RO_050702,Ulma,1644,450,31,0,24,4,123,99,2,4,65,93,5
RO_050766,Vadu Moldovei,3674,1179,74,0,168,2,258,512,13,2,90,45,15
RO_050891,Valea Moldovei,2489,609,11,0,44,0,231,240,32,4,22,25,0
RO_150935,Vama,4807,1168,56,0,89,2,574,217,11,3,109,96,11
RO_050980,Vatra Moldovitei,3561,1121,41,0,83,3,731,106,5,2,73,70,7
RO_051022,Veresti,5352,1097,53,0,137,7,210,420,12,5,110,126,17
RO_051077,Vicovu De Jos,4674,602,18,0,96,3,216,114,5,4,92,53,1
RO_051095,Vicovu De Sus,10389,1075,53,0,66,1,323,434,21,3,85,80,9
RO_051120,Volovat,3657,866,17,0,30,1,368,319,20,2,69,32,8
RO_151157,Vultureşti,2860,836,61,0,55,6,194,366,15,2,91,38,8
RO_051246,Zamostea,2470,664,26,0,94,6,114,307,12,2,64,29,10
RO_051344,Zvoristea,4611,1441,78,0,60,17,469,642,7,3,75,87,3
RO_151433,Comăneşti,1771,645,23,0,74,0,309,146,5,6,33,42,7
RO_051442,Iaslovăţ,2657,741,53,0,27,2,172,344,25,0,87,26,5
RO_151451,Ciocaneşti,1239,588,13,0,124,2,274,91,5,2,48,26,3
RO_051460,Şerbăuţi,2435,734,36,0,183,4,315,128,4,2,29,22,11
RO_151479,Horodnic de Sus,3526,621,44,0,67,3,168,168,16,2,44,104,5
RO_051488,Fântâna Mare,2014,759,36,0,37,2,257,319,20,0,62,21,5
RO_051497,Coşna,1236,460,20,0,31,3,247,101,1,1,21,28,7
RO_051503,Capu Câmpului,1835,979,21,0,206,3,483,180,11,2,44,28,1
RO_051512,Hânţeşti,2903,1690,58,0,335,8,382,676,22,21,61,116,11
RO_051521,Burla,1499,423,22,0,43,1,93,229,2,1,10,17,5
RO_051530,Bălăceana,1290,427,18,0,54,0,160,144,2,2,22,21,4
RO_051549,Hârtop,1769,616,18,0,24,3,327,193,2,0,28,18,3
RO_051558,Voitinel,2642,585,39,0,88,0,61,335,5,0,29,20,8
RO_051567,Ciprian Porumbescu,1515,573,15,0,18,0,368,124,5,0,23,18,2
RO_051576,Berchişeşti,2084,1026,50,0,32,0,369,518,2,1,30,19,5
RO_151585,Poieni-Solca,1638,322,11,0,91,0,72,125,2,1,11,8,1
RO_051683,Turnu Magurele,26914,6867,262,0,463,7,777,4280,87,24,663,232,72
RO_151709,Ciuperceni,1602,1084,22,0,109,2,310,579,5,1,34,13,9
RO_051736,Islaz,4807,2879,111,0,127,2,449,1998,8,2,104,57,21
RO_051763,Lita,2502,1213,21,0,77,3,185,829,3,4,65,10,16
RO_051790,Alexandria,45917,13089,567,0,1896,15,2446,6216,144,35,1247,382,141
RO_051816,Nanov,3077,1287,50,0,100,0,367,645,5,2,81,25,12
RO_051834,Poroschia,3921,2690,73,0,1701,6,479,288,12,4,89,30,8
RO_051870,Rosiori De Vede,28543,6359,263,0,694,9,1742,2538,47,13,748,249,56
RO_051905,Videle,9610,4723,148,0,195,5,2257,1617,20,7,254,191,29
RO_051932,Crevenicu,1308,986,40,0,33,1,236,616,5,0,36,16,3
RO_051978,Zimnicea,13782,4925,235,0,191,1,687,3418,24,5,235,93,36
RO_051996,Balaci,1760,1822,33,0,51,3,85,1561,7,1,43,26,12
RO_052038,Babaita,2609,1985,46,0,509,4,474,828,10,2,95,8,9
RO_052083,Blejesti,3130,1797,104,0,88,1,304,1190,6,4,64,20,16
RO_152127,Bogdana,2340,1369,65,0,186,1,132,858,2,5,73,28,19
RO_052172,Botoroaga,4754,2634,102,0,1252,5,307,827,10,3,76,24,28
RO_152234,Bragadiru,3593,1411,36,0,951,1,87,265,9,3,44,12,3
RO_052252,Branceni,2494,1376,64,0,228,3,319,675,4,3,49,20,11
RO_152270,Bujoreni,879,565,21,0,31,0,97,364,1,3,26,15,7
RO_052314,Bujoru,1623,746,21,0,177,1,317,165,1,5,43,10,6
RO_052332,Buzescu,3610,2069,56,0,1042,5,450,439,5,5,40,14,13
RO_152350,Călineşti,3038,2349,95,0,46,2,548,1559,7,4,46,25,17
RO_052412,Calmatuiu,1908,1243,45,0,78,2,213,820,4,3,50,15,13
RO_052467,Calmatuiu De Sus,2071,1000,37,0,224,2,202,459,2,3,43,19,9
RO_052500,Cervenia,2639,859,24,0,77,0,393,279,8,4,55,14,5
RO_052528,Ciolanesti,2692,1557,45,0,225,4,341,852,11,3,39,19,18
RO_152564,Conţeşti,2937,1949,40,0,872,2,239,717,7,1,47,20,4
RO_152582,Cosmeşti,2127,1649,25,0,1282,1,126,175,1,1,26,10,2
RO_052617,Crangeni,2671,1408,82,0,62,4,391,763,9,6,49,29,13
RO_052662,Crăngu,1239,929,34,0,148,1,443,269,4,2,16,7,5
RO_052724,Didesti,1104,668,28,0,154,1,319,125,6,1,18,5,11
RO_152760,Dobroteşti,3940,1666,53,0,148,1,278,1026,3,3,85,44,25
RO_052797,Dracsenei,1594,1032,31,0,173,4,142,616,3,0,37,19,7
RO_052868,Draganesti De Vede,1515,781,14,0,29,3,414,272,3,0,26,12,8
RO_052902,Draganesti-Vlasca,3797,1594,46,0,111,1,308,969,3,6,101,29,20
RO_052948,Furculesti,2949,1516,65,0,153,2,452,727,10,5,68,16,18
RO_152993,Frumoasa,1961,1252,35,0,57,2,123,923,3,0,66,29,14
RO_053026,Galateni,2336,2400,27,0,1057,3,544,683,10,4,45,25,2
RO_053062,Gratia,2263,1605,25,0,44,3,144,1300,2,1,53,25,8
RO_153106,Izvoarele,2384,1231,32,0,94,8,255,784,12,2,32,9,3
RO_153124,Lisa,1994,1144,33,0,420,0,179,459,3,0,26,16,8
RO_153151,Lunca,2769,1545,47,0,89,2,531,786,0,7,45,24,14
RO_053204,Mavrodin,2217,1263,30,0,33,0,241,903,3,0,34,13,6
RO_153240,Măgura,2498,1689,68,0,124,2,408,930,6,8,84,38,21
RO_053277,Maldaeni,3720,1372,45,0,68,0,586,556,6,7,62,24,18
RO_153295,Mereni,2394,1309,48,0,882,8,146,152,12,11,23,25,2
RO_053339,Marzanesti,3378,2095,77,0,58,0,577,1214,12,2,104,31,20
RO_053384,Mosteni,1334,1078,10,0,810,2,74,156,8,1,10,6,1
RO_053400,Nasturelu,2323,1075,41,0,436,1,238,291,4,3,41,13,7
RO_053437,Necsesti,1146,661,24,0,217,1,177,196,7,5,21,2,11
RO_053473,Olteni,2573,2608,4,0,37,15,278,2222,34,1,10,7,0
RO_053507,Orbeasca,6602,2611,91,0,329,5,526,1375,83,13,131,37,21
RO_053543,Peretu,6336,2380,86,0,1007,1,499,697,5,2,55,18,10
RO_053561,Piatra,2921,1625,86,0,93,3,286,1014,9,1,77,31,25
RO_153589,Pietroşani,2555,1509,45,0,860,1,278,248,9,1,45,15,7
RO_053605,Plosca,5024,2606,71,0,641,4,1094,682,10,4,51,33,16
RO_053623,Plopii-Slavitesti,2197,1559,44,0,65,2,687,699,5,2,37,6,12
RO_053696,Poeni,2368,1076,41,0,75,0,394,449,13,2,54,28,20
RO_053776,Vitanesti,2438,2010,25,0,104,3,207,1580,4,2,54,27,4
RO_153829,Putineiu,2059,1693,48,0,200,2,155,1166,7,1,75,31,8
RO_053865,Radoiesti,1913,1314,44,0,522,2,300,365,7,4,41,12,17
RO_053909,Rasmiresti,797,443,10,0,37,0,75,288,0,1,25,6,1
RO_153936,Salcia,2520,1495,36,0,51,3,191,1026,4,6,115,48,15
RO_053972,Saceni,1204,1080,39,0,164,2,193,629,1,1,34,14,3
RO_054013,Scrioastea,3395,2140,43,0,241,2,445,1309,10,1,63,20,6
RO_054068,Scurtu Mare,1556,1154,28,0,155,0,585,308,10,4,50,10,4
RO_154139,Seaca,2194,998,52,0,88,2,226,554,5,5,37,19,10
RO_054166,Sfintesti,1014,737,29,0,299,1,174,197,1,2,25,6,3
RO_054184,Segarcea-Vale,2858,1777,73,0,189,1,387,1010,9,4,55,27,22
RO_154228,Siliştea,1439,1120,34,0,361,1,216,454,2,1,36,11,4
RO_054282,Silistea-Gumesti,2227,1530,17,0,182,1,178,1091,5,0,31,17,8
RO_054308,Sarbeni,1260,814,32,0,15,1,139,549,5,2,42,15,14
RO_054344,Slobozia Mandra,1664,1702,5,0,63,1,294,1302,1,0,31,0,5
RO_054380,Smardioasa,2069,857,51,0,378,0,126,201,5,2,69,18,7
RO_154415,Stejaru,1618,1250,31,0,146,2,714,297,1,1,43,9,6
RO_054460,Suhaia,2226,1177,35,0,85,0,745,251,13,1,32,10,5
RO_054497,Storobaneasa,2884,1251,59,0,84,0,244,752,5,0,78,20,9
RO_054521,Talpa,1720,1610,47,0,37,0,160,1319,3,5,20,11,8
RO_054585,Tatarastii De Jos,3175,2235,71,0,601,6,132,1240,37,4,103,21,20
