gisco_id,name,registered,turnout,invalid,blank,PSD-PC,PDL,PNL,UDMR/RMDSZ,PRM,PDL,PNȚCD,Pavel,FC
RO_096110,Butea,3389,727,52,0,128,1,346,106,6,6,38,35,9
RO_096147,Ceplenita,3464,770,47,0,234,2,91,265,8,5,43,59,16
RO_096192,Ciortesti,3335,1025,100,0,98,3,216,469,3,7,46,62,21
RO_096254,Ciurea,8411,1731,106,0,170,2,296,840,12,7,129,143,26
RO_096334,Coarnele Caprei,2292,716,25,0,490,2,43,99,7,5,23,15,7
RO_096370,Comarna,3620,975,62,0,93,3,169,506,4,5,61,58,14
RO_096423,Costuleni,3891,1081,83,0,308,5,151,370,10,16,58,58,22
RO_096478,Cotnari,5988,1285,77,0,116,3,199,689,11,19,85,58,28
RO_096593,Cozmesti,2263,620,49,0,159,1,205,132,1,3,32,30,8
RO_096637,Cristesti,3218,1084,40,0,59,4,124,720,23,6,71,26,11
RO_096664,Cucuteni,1050,581,20,0,24,5,340,141,3,2,14,24,8
RO_096717,Dagata,3500,1495,83,0,84,2,793,430,7,9,52,24,11
RO_096815,Deleni,7676,1331,73,0,346,3,204,463,17,12,123,66,24
RO_096888,Dobrovat,2026,958,70,0,63,1,179,525,8,6,46,38,22
RO_096904,Dolhesti,2188,673,40,0,155,2,156,258,1,3,31,13,14
RO_096940,Dumesti,3705,923,73,0,330,4,171,215,3,6,58,46,17
RO_097009,Erbiceni,4264,1465,56,0,107,8,845,259,8,16,71,57,38
RO_097063,Focuri,3047,549,48,0,18,0,53,369,5,2,30,15,9
RO_097090,Golaiesti,2899,886,34,0,49,2,467,226,6,3,36,54,9
RO_097189,Gorban,2279,610,45,0,77,4,197,145,8,6,41,79,8
RO_097241,Grajduri,2297,501,32,0,138,2,127,116,3,3,30,40,10
RO_097321,Gropnita,2598,738,45,0,289,3,112,203,3,8,32,30,13
RO_097394,Grozesti,1458,433,28,0,153,0,59,129,5,5,18,28,8
RO_097438,Halaucesti,4595,969,61,0,130,2,417,174,27,4,68,70,16
RO_097465,Helesteni,2028,899,33,0,76,2,87,623,1,7,24,37,9
RO_097517,Horlesti,2322,826,49,0,58,3,330,239,4,6,27,100,10
RO_097553,Ipatele,1470,722,37,0,25,2,95,505,2,6,24,14,12
RO_097606,Lespezi,4852,819,34,0,215,2,125,264,4,5,99,55,16
RO_097679,Letcani,5282,1124,67,0,273,1,376,281,4,6,52,43,21
RO_097722,Lungani,3649,1542,69,0,65,4,216,1117,0,2,36,13,20
RO_097777,Madarjac,1158,344,22,0,57,0,124,71,2,3,42,17,6
RO_097811,Mircesti,2953,787,31,0,452,2,93,87,30,8,47,30,7
RO_097875,Mironeasa,2856,1157,72,0,742,7,121,150,2,7,33,14,9
RO_097919,Miroslava,7889,1700,121,0,247,3,530,363,27,9,132,237,31
RO_098051,Miroslovesti,3771,831,36,0,63,1,149,461,4,2,74,31,10
RO_098113,Mogosesti,3762,835,80,0,301,0,125,184,7,14,44,66,14
RO_098168,Mogosesti-Siret,3159,1468,41,0,989,4,84,196,7,4,46,86,11
RO_098202,Mosna,1526,422,24,0,121,1,128,94,4,2,16,24,8
RO_098220,Motca,4006,1173,67,0,180,2,400,256,7,7,172,61,21
RO_098257,Movileni,2556,627,54,0,251,3,85,148,0,1,53,24,8
RO_098300,Oteleni,2986,647,35,0,167,2,112,201,22,7,33,56,12
RO_098337,Plugari,2722,439,17,0,105,3,48,217,1,4,21,9,14
RO_098373,Podu Iloaiei,7709,1342,97,0,382,1,235,326,6,17,154,99,25
RO_098435,Popesti,3090,865,49,0,242,1,123,358,9,7,42,24,10
RO_098505,Popricani,5666,1658,66,0,430,4,530,422,16,12,79,71,28
RO_098603,Prisacani,2800,911,61,0,210,1,236,278,7,5,47,50,16
RO_098649,Probota,2849,656,39,0,61,2,113,331,15,2,49,24,20
RO_098685,Raducaneni,6213,1267,83,0,136,3,501,325,23,6,92,71,27
RO_098738,Romanesti,1546,676,50,0,68,2,316,161,5,4,40,18,12
RO_098774,Ruginoasa,4802,1512,61,0,61,1,407,791,10,6,90,50,35
RO_098827,Schitu Duca,3282,1610,87,0,118,3,182,1074,8,2,82,35,19
RO_098916,Scanteia,3360,883,56,0,125,3,117,428,12,2,72,44,24
RO_098998,Scobinti,5687,1189,75,0,78,2,171,682,21,10,79,54,17
RO_099058,Sinesti,3072,1218,69,0,824,4,105,162,15,8,15,10,6
RO_099101,Siretel,2946,773,30,0,98,0,130,436,8,1,28,29,13
RO_099165,Stolniceni-Prajescu,4461,1112,74,0,92,3,408,384,8,5,50,66,22
RO_099209,Strunga,3525,1045,73,0,79,1,118,656,7,6,50,39,16
RO_099290,Scheia,2290,785,38,0,399,4,76,193,6,1,31,26,11
RO_099370,Sipote,4107,1105,64,0,56,2,115,780,3,2,40,17,26
RO_099441,Tansa,2271,1273,108,0,104,3,360,559,32,4,30,46,27
RO_099478,Tatarusi,4571,1325,56,0,60,3,143,895,10,7,82,46,23
RO_099539,Todiresti,3490,822,40,0,174,1,164,332,10,4,42,43,12
RO_099600,Trifesti,2854,498,22,0,143,1,144,101,14,4,25,38,6
RO_099673,Tibana,5101,1514,77,0,123,1,471,736,5,14,37,22,28
RO_099780,Tibanesti,6810,1893,88,0,304,8,544,718,12,6,106,63,44
RO_099879,Tiganasi,2316,692,26,0,45,1,299,245,4,3,32,28,9
RO_099922,Tutora,1735,452,28,0,33,2,216,120,4,3,18,20,8
RO_099968,Valea Seaca,4659,1371,60,0,83,2,560,393,12,2,142,109,8
RO_100004,Victoria,3314,862,58,0,280,4,123,270,6,5,83,24,9
RO_100086,Vânători,3654,965,35,0,45,2,156,425,6,4,62,215,15
RO_100148,Vlădeni,3506,807,49,0,65,1,178,373,4,6,67,41,23
RO_100219,Voineşti,4719,1238,58,0,297,6,420,299,12,16,60,49,21
RO_025418,Bals,20843,5084,250,0,926,9,1950,1239,81,9,428,160,32
RO_100282,Costeşti,1452,406,34,0,46,0,65,203,3,3,15,25,12
RO_100308,Draguşeni,1121,509,16,0,47,2,163,239,4,2,19,10,7
RO_100317,Fântânele,1498,555,19,0,54,0,82,346,6,1,25,9,13
RO_100326,Hărmăneşti,1754,647,30,0,101,1,243,176,4,6,34,44,8
RO_000335,Rachiţeni,2594,440,18,0,70,2,154,156,6,1,19,9,5
RO_000344,Roşcani,1162,498,23,0,330,1,73,42,2,2,12,5,8
RO_000353,Valea Lupului,3309,710,35,0,77,1,163,322,3,6,39,51,13
RO_100362,Ciohorani,1469,368,16,0,14,0,47,258,1,1,5,19,7
RO_000521,Giurgiu,60725,15064,652,0,3028,45,3745,4525,183,64,1854,768,200
RO_100549,Slobozia,2059,583,20,0,166,3,133,180,10,1,44,23,3
RO_000576,Buftea,17277,4873,245,0,444,9,1695,879,43,26,1131,337,64
RO_000610,Oltenita,24894,3896,200,0,527,4,623,1563,247,24,484,171,53
RO_000638,Mitreni,3769,627,34,0,124,1,124,174,34,5,89,27,15
RO_100683,Municipiul Urziceni,15301,2394,81,0,347,7,688,584,103,8,359,184,33
RO_100709,Ciocârlia,707,342,8,0,10,0,248,42,4,1,19,10,0
RO_000736,Manasia,3885,667,34,0,55,0,353,111,6,1,69,31,7
RO_100754,Adâncata,2343,661,19,0,29,0,115,418,5,2,36,29,8
RO_000781,Adunatii-Copaceni,5123,1677,82,0,625,1,298,458,18,9,137,41,8
RO_100834,Afumaţi,5544,2487,81,0,1107,3,610,464,13,6,160,35,8
RO_000852,Alexeni,1966,426,25,0,38,1,96,210,4,1,34,13,4
RO_000870,Armasesti,2102,280,14,0,105,0,62,62,3,0,18,15,1
RO_000923,Axintele,2137,882,46,0,34,0,349,396,3,3,23,9,19
RO_000969,Balotesti,5661,1505,42,0,293,7,664,215,13,7,184,63,17
RO_101001,Băneasa,4383,1776,69,0,268,2,827,429,15,1,105,28,32
RO_101056,Bărcăneşti,3097,456,19,0,33,1,104,195,54,2,33,11,4
RO_001083,Belciugatele,1632,796,57,0,258,1,331,61,6,5,37,19,21
RO_101145,Berceni,3360,1815,43,0,426,3,316,868,8,0,101,38,12
RO_001163,Bolintin-Deal,5087,1387,60,0,194,0,771,211,16,4,88,40,3
RO_001190,Bolintin-Vale,9815,1768,96,0,161,5,661,563,16,9,152,77,28
RO_101243,Radulesti,1099,427,22,0,28,0,63,273,5,3,20,9,4
RO_101298,Brăneşti,7005,2537,90,0,440,2,1271,423,13,3,166,106,23
RO_001341,Brezoaele,3045,1407,66,0,78,0,806,288,9,2,92,62,4
RO_101378,Bucşani,2814,1862,36,0,403,1,568,748,3,8,63,21,11
RO_101458,Oraş Budeşti,5828,1770,106,0,344,3,811,305,20,7,107,42,25
RO_001519,Bulbucata,1121,533,18,0,139,3,292,54,2,0,18,5,2
RO_001564,Butimanu,1747,1479,56,0,46,0,891,386,9,0,61,24,6
RO_001617,Buturugeni,3101,1386,65,0,300,2,161,726,15,4,67,32,14
RO_101662,Calugăreni,4820,1725,60,0,562,7,111,788,15,7,128,32,15
RO_001724,Cascioarele,1718,504,19,0,101,0,166,146,12,3,47,10,0
RO_001742,Cernica,7479,5342,239,0,486,5,3328,873,15,7,262,74,53
RO_101804,Chirnogi,6372,934,51,0,116,5,323,244,22,2,109,54,8
RO_001822,Chiselet,2784,872,55,0,362,1,137,207,17,8,46,33,6
RO_101840,Ciocăneşti,3986,1928,104,0,95,1,532,1042,9,1,92,35,17
RO_001902,Ciolpani,3772,1607,37,0,513,2,681,207,9,5,105,37,11
RO_001957,Ciorogarla,4004,1485,86,0,126,3,728,393,18,0,95,27,9
RO_001984,Clejani,2465,2637,58,0,75,0,1969,471,5,0,33,22,4
RO_002035,Clinceni,4226,2402,81,0,1567,3,347,210,14,1,124,47,8
RO_002071,Colibasi,2836,2490,102,0,297,16,453,1414,94,3,79,24,8
RO_102106,Comana,5745,4261,117,0,389,2,3332,214,15,5,114,59,14
RO_002160,Corbeanca,3571,1241,43,0,162,3,640,250,7,9,86,41,0
RO_002213,Cornetu,4084,1902,51,0,301,3,914,436,5,4,123,53,12
RO_002240,Cosereni,3853,602,34,0,65,1,119,300,8,1,46,20,8
RO_002286,Crevedia,4578,1830,87,0,61,2,694,758,12,8,140,54,14
RO_002348,Crevedia Mare,3634,2243,92,0,1125,5,393,533,6,1,49,34,5
RO_002419,Curcani,4201,1043,25,0,312,2,510,85,5,1,72,21,10
RO_002446,Daia,2344,538,26,0,124,0,71,243,13,3,40,13,5
RO_002473,Dascalu,2109,1314,63,0,119,4,524,467,2,0,84,39,12
RO_002525,Darasti-Ilfov,2278,1733,47,0,233,1,567,801,3,2,61,12,6
RO_002543,1 Decembrie,5763,989,48,0,57,0,393,262,15,4,159,42,9
RO_102570,Domneşti,5191,1943,76,0,412,4,958,244,4,4,171,54,16
RO_002605,Dragomiresti-Vale,3523,2834,86,0,357,5,1806,388,11,2,124,45,10
RO_102641,Drăgoeşti,842,508,27,0,8,0,75,371,2,3,14,6,2
RO_002703,Dridu,2997,748,31,0,78,0,115,455,5,1,45,15,3
RO_002749,Fierbinti-Targ,4057,1023,31,0,39,1,609,184,15,0,93,42,9
RO_002794,Floresti-Stoenesti,6772,2237,58,0,127,2,1221,638,27,3,97,47,17
RO_102838,Frăsinet,1512,438,25,0,96,1,94,87,97,1,23,11,3
RO_002909,Fratesti,4474,1122,42,0,154,1,392,356,6,7,104,37,23
RO_002945,Frumusani,3631,756,47,0,131,0,378,89,8,5,57,31,10
RO_103014,Fundeni,3857,588,32,0,71,0,172,209,10,3,54,25,12
RO_003032,Fundulea,5311,2388,126,0,201,5,669,1175,21,2,106,54,29
RO_003087,Gaiseni,4185,883,41,0,219,2,91,452,4,3,40,18,13
RO_103130,Găneasa,3465,1856,81,0,319,1,972,322,4,4,118,23,12
RO_003194,Gaujani,2066,1004,56,0,241,2,357,261,16,6,46,15,4
RO_003238,Ghimpati,4514,4370,118,0,466,0,2977,519,7,4,52,219,8
RO_003283,Garbovi,3529,332,22,0,23,0,94,125,7,0,36,19,6
RO_003309,Gogosari,1539,895,30,0,492,3,99,191,16,7,38,13,6
RO_003354,Gostinu,1854,1301,8,0,1052,0,170,35,4,2,21,4,5
RO_003372,Gostinari,2028,759,64,0,200,1,72,336,22,8,40,9,7
RO_103407,Grădinari,2615,898,24,0,349,4,83,336,16,1,44,32,9
RO_103443,Grădiştea,2376,855,43,0,222,3,395,101,4,3,52,24,8
RO_003470,Greaca,2159,1282,23,0,63,0,720,403,24,1,31,11,6
RO_003513,Gruiu,5499,1753,95,0,931,7,382,167,15,0,118,31,7
RO_003568,Gurbanesti,1128,585,42,0,29,2,82,374,12,0,22,10,12
RO_003639,Hotarele,3359,907,50,0,133,2,148,488,12,1,36,28,9
RO_003693,Iepuresti,1711,1960,73,0,71,1,984,705,7,8,72,22,17
RO_003764,Ileana,2710,499,22,0,68,1,50,255,27,4,44,26,2
RO_003862,Ion Roata,2982,807,46,0,247,1,281,123,12,2,67,23,5
RO_103899,Izvoarele,3316,1642,58,0,1125,6,168,166,15,6,64,19,15
RO_003960,Jilavele,3082,485,28,0,27,1,72,284,10,3,31,21,8
RO_003997,Joiţa,2649,878,40,0,55,1,545,144,5,0,66,17,5
RO_004047,Letca Noua,2726,1795,44,0,581,0,490,605,5,8,32,12,18
RO_004083,Luica,1829,337,27,0,133,5,39,67,11,2,39,10,4
RO_104118,Mihai Bravu,2037,1658,44,0,192,3,350,994,9,1,45,17,3
RO_104136,Oraş Mihăileşti,5857,4877,102,0,147,9,3818,395,17,4,123,245,17
RO_004181,Manastirea,4767,978,63,0,299,6,230,186,32,13,81,52,16
RO_004225,Marsa,2156,1129,61,0,272,0,345,398,6,4,32,7,4
RO_004243,Moara Vlasiei,4773,1699,60,0,858,6,364,230,6,2,119,42,12
RO_104270,Moviliţa,2020,292,12,0,20,2,49,152,6,1,35,13,2
RO_004323,Nana,2047,1307,65,0,272,3,538,292,75,3,40,10,9
RO_104341,Nicolae Bălcescu,1295,503,24,0,92,1,219,101,10,0,39,11,6
RO_004387,Niculesti,3336,1222,52,0,141,0,238,674,8,2,74,23,10
RO_004421,Nuci,2299,1559,54,0,72,3,670,692,3,1,39,17,8
RO_004485,Ogrezeni,3724,782,20,0,155,0,299,190,7,0,78,31,2
RO_004519,Oinacu,3055,1216,46,0,427,1,128,527,10,4,42,28,3
RO_004546,Peris,5658,2247,73,0,1066,3,667,216,9,3,149,53,8
RO_004582,Petrachioaia,2282,1163,30,0,191,2,512,322,4,3,65,29,5
RO_004635,Plataresti,2875,929,46,0,110,1,484,165,14,4,69,17,19
RO_004680,Prundu,3639,2363,44,0,92,0,1805,361,8,1,29,17,6
RO_104715,Putineiu,2163,997,55,0,522,0,64,274,7,2,44,17,12
RO_004751,Radovanu,3956,1601,65,0,253,5,756,327,15,3,110,37,30
RO_004788,Rasuceni,2145,1245,50,0,560,0,164,326,6,6,115,12,6
RO_004831,Roata De Jos,6323,2161,64,0,147,4,1557,256,15,2,89,19,8
RO_104886,Săruleşti,2283,790,55,0,283,3,196,162,10,3,40,20,18
RO_104975,Schitu,1646,835,35,0,382,1,263,90,0,2,36,17,9
RO_105026,Sineşti,2010,482,23,0,26,0,91,306,1,0,24,11,0
RO_005106,Singureni,2539,1089,52,0,331,2,213,384,7,6,64,19,11
RO_005142,Slobozia Moara,1687,704,28,0,17,0,405,164,1,1,33,52,3
RO_005160,Snagov,5138,3892,87,0,979,4,1907,606,28,3,195,67,16
RO_005222,Sohatu,2500,582,54,0,148,2,219,92,4,7,31,16,9
RO_005259,Spantov,3678,1070,51,0,431,1,300,165,26,8,64,13,11
RO_105295,Stăneşti,2357,1209,45,0,490,0,108,472,9,6,53,15,11
RO_105348,Stoeneşti,1809,1322,31,0,400,2,405,416,5,3,35,15,10
RO_005384,Soldanu,2611,709,47,0,374,1,37,160,27,9,39,10,5
RO_005419,Stefanestii De Jos,4001,2957,51,0,140,3,927,893,4,5,901,30,3
RO_005455,Tamadau Mare,1948,479,27,0,19,3,266,94,13,2,26,22,7
RO_005534,Tartasesti,3821,1979,82,0,136,3,822,751,5,0,73,83,24
RO_005570,Tunari,3322,1680,77,0,153,3,1042,188,6,9,171,21,10
RO_105605,Ulmeni,4274,1093,53,0,590,4,112,243,8,4,56,15,8
RO_105623,Ulmi,5769,1816,72,0,315,3,962,279,21,16,93,39,16
RO_005712,Valea Argovei,2120,574,38,0,82,1,266,128,6,0,29,13,11
RO_005776,Valea Dragului,2507,1821,85,0,174,2,1214,269,9,4,40,12,12
RO_005794,Valea Macrisului,1615,448,17,0,21,0,98,262,6,1,24,11,8
RO_005829,Vasilati,3320,829,53,0,298,1,73,287,16,5,65,18,13
RO_005874,Varasti,4883,2553,77,0,583,4,855,771,89,2,131,22,19
RO_105909,Vedea,2431,818,33,0,115,5,233,311,8,3,68,33,9
RO_105936,Vidra,6605,2398,59,0,610,2,1240,312,9,1,114,42,9
RO_005972,Vanatorii Mici,3765,2560,63,0,1177,4,683,413,15,5,151,32,17
RO_006318,Baia Mare,123443,21434,681,0,3084,3946,4410,4855,382,139,2151,1463,323
RO_006363,Grosi,2069,452,20,0,93,3,99,139,16,11,36,23,12
RO_106407,Recea,4568,1295,37,0,143,29,196,611,21,9,125,105,19
RO_006461,Tautii-Magheraus,5807,2494,117,0,273,289,375,1143,26,18,122,105,26
RO_006559,Sighetu Marmatiei,36316,6507,261,0,909,1317,1269,1546,179,51,595,313,67
RO_006620,Sarasau,2027,473,16,0,19,0,259,41,64,3,55,16,0
RO_006648,Vadu Izei,2364,511,17,0,40,2,128,217,10,3,55,35,4
RO_006684,Baia Sprie,13557,2434,96,0,212,582,585,401,53,17,277,181,30
RO_106746,Oraş Borşa,22370,4248,192,0,974,104,856,1053,31,30,804,170,34
RO_006782,Cavnic,4363,825,32,0,80,90,89,381,8,3,96,40,6
RO_006817,Targu Lapus,11056,2952,87,0,254,393,1162,606,82,49,210,92,17
RO_006979,Viseu De Sus,15041,2459,104,0,417,138,551,811,30,11,262,109,26
RO_007001,Ardusat,1961,429,19,0,144,3,92,96,3,4,41,22,5
RO_007047,Arinis,845,494,6,0,73,50,50,267,6,3,19,15,5
RO_007083,Asuaju De Sus,1186,601,6,0,26,7,72,411,22,3,32,17,5
RO_007118,Baita De Sub Codru,1414,634,7,0,99,4,387,78,9,2,31,9,8
RO_007154,Baiut,2191,535,8,0,56,122,167,87,11,5,46,29,4
RO_007190,Basesti,1173,508,6,0,47,6,107,119,7,3,51,154,8
RO_107234,Bicaz,889,430,13,0,40,1,162,155,13,8,20,13,5
RO_107270,Bistra,3314,1514,62,0,241,5,839,126,67,17,61,93,3
RO_007314,Barsana,3833,643,15,0,172,1,126,188,45,8,53,30,5
RO_007350,Bocicoiu Mare,3572,538,32,0,168,42,63,126,22,4,45,30,6
RO_007403,Bogdan Voda,2682,564,24,0,80,8,94,205,13,5,108,26,1
RO_007430,Boiu Mare,970,442,2,0,171,1,108,65,17,5,60,9,4
RO_007485,Botiza,2193,940,18,0,34,0,175,641,4,1,47,19,1
RO_107519,Budeşti,2700,596,23,0,91,0,112,182,43,7,109,21,8
RO_107546,Călineşti,2697,735,27,0,326,6,99,149,30,4,65,21,8
RO_007582,Cernesti,2934,718,19,0,190,9,90,244,8,13,99,43,3
RO_007662,Cicarlau,3204,588,35,0,77,7,218,123,14,7,56,44,7
RO_007715,Campulung La Tisa,2015,407,11,0,15,276,47,29,3,2,11,9,4
RO_007733,Copalnic-Manastur,4534,1457,42,0,480,9,314,310,35,14,172,69,12
RO_007868,Coroieni,1779,1027,18,0,68,3,685,136,26,19,40,25,7
RO_007920,Cupseni,3001,1144,35,0,125,2,470,282,24,21,108,69,8
RO_007975,Desesti,2090,1218,24,0,176,5,593,295,17,7,75,26,0
RO_108017,Oraş Dragomiresti,2614,722,28,0,76,0,380,133,20,2,60,22,1
RO_108035,Dumbrăviţa,3538,991,13,0,232,20,273,298,34,10,67,42,2
RO_108106,Fărcaşa,2994,1544,22,0,114,0,899,288,28,15,50,124,4
RO_008151,Giulesti,2735,528,14,0,92,1,170,119,16,11,72,28,5
RO_008204,Ieud,3200,629,28,0,158,2,108,248,23,4,46,11,1
RO_008222,Lapus,3035,515,18,0,82,4,200,111,18,8,47,23,4
RO_008240,Leordina,2015,526,16,0,185,1,150,123,9,2,25,12,3
RO_008268,Miresu Mare,3812,1127,22,0,211,2,353,350,21,10,86,59,13
RO_008348,Moisei,7228,2428,69,0,243,6,1198,415,15,7,378,82,15
RO_008366,Oarta De Jos,1046,375,2,0,51,4,122,122,20,4,30,13,7
RO_008400,Ocna Sugatag,3464,951,18,0,103,151,289,127,59,11,119,62,12
RO_008455,Petrova,2038,728,8,0,135,5,316,168,12,2,59,19,4
RO_008473,Poienile De Sub Munte,7015,1623,133,0,147,18,506,572,12,5,164,36,30
RO_008491,Remetea Chioarului,2176,544,28,0,97,81,93,123,10,9,62,38,3
RO_008552,Remeti,2511,394,10,0,48,44,90,124,11,3,45,12,7
RO_008598,Repedea,3302,1042,62,0,522,5,196,152,7,4,69,19,6
RO_008614,Rona De Jos,1728,263,4,0,85,0,36,74,10,4,39,10,1
RO_008632,Rona De Sus,3768,631,29,0,98,81,92,232,17,15,47,15,5
RO_008669,Rozavlea,2647,762,13,0,26,0,474,188,7,9,24,19,2
RO_008696,Ruscova,4206,1093,57,0,493,4,382,84,5,0,41,22,5
RO_008712,Satulung,4228,1571,40,0,327,31,582,406,24,9,104,40,8
RO_008794,Săcălăşeni,1777,1216,24,0,176,13,492,94,9,32,149,220,7
RO_108874,Săcel,2999,821,21,0,144,1,323,78,8,3,209,29,5
RO_008892,Salistea De Sus,4297,1131,47,0,77,2,568,242,19,17,107,39,13
RO_008918,Salsig,1193,532,11,0,229,4,180,67,5,2,22,11,1
RO_008945,Sapanta,2575,737,16,0,211,0,133,283,6,19,42,15,12
RO_008963,Seini,7494,1385,35,0,226,376,281,259,17,6,107,66,12
RO_009005,Stramtura,3287,630,22,0,77,2,181,199,28,8,81,31,1
RO_009041,Suciu de Sus,3314,650,12,0,38,1,163,323,16,4,61,26,6
RO_109096,Şişeşti,4446,750,16,0,153,6,252,135,27,10,89,54,8
RO_009176,Somcuta Mare,6239,1905,38,0,250,31,619,629,49,49,142,82,16
RO_109265,Oraş Ulmeni,5586,2959,61,0,164,575,1685,316,18,6,79,31,24
RO_009354,Valea Chioarului,1765,736,16,0,234,5,135,179,13,26,91,33,4
RO_009425,Vima Mica,1268,439,7,0,114,9,101,104,19,7,55,15,8
RO_009504,Viseu De Jos,4353,868,27,0,103,3,214,321,18,5,141,27,9
RO_009773,Drobeta-Turnu Severin,96533,16947,490,0,2555,88,5617,4478,289,31,2368,885,146
RO_109826,Şimian,7818,1947,122,0,388,6,746,399,13,1,218,42,12
RO_009924,Baia De Arama,4419,2464,80,0,303,13,1492,399,21,2,128,20,6
RO_010027,Obarsia-Closani,838,370,11,0,118,2,119,61,9,0,45,4,1
RO_010063,Orsova,11948,3020,83,0,376,13,1054,961,37,5,324,148,19
RO_010116,Strehaia,9501,3804,128,0,858,29,1482,842,27,6,343,79,10
RO_010232,Vanju Mare,5286,2418,71,0,217,3,369,1476,13,8,184,66,11
RO_110296,Bala,3297,1913,54,0,305,15,835,527,23,5,115,29,5
RO_010456,Balta,1055,762,20,0,352,7,216,99,3,0,54,9,2
RO_010535,Balacita,2529,855,48,0,427,9,95,205,5,0,55,9,2
RO_010571,Bacles,1872,1012,31,0,153,26,456,270,12,2,52,8,2
RO_010688,Balvanesti,836,521,10,0,30,2,387,65,1,0,20,5,1
RO_010740,Breznita-Motru,1323,1053,29,0,123,2,191,647,1,1,37,17,5
RO_010820,Breznita-Ocol,3246,910,27,0,81,5,218,440,9,1,99,26,4
RO_110875,Broşteni,2261,1416,35,0,131,1,162,926,9,0,123,26,3
RO_010946,Burila Mare,1832,1292,52,0,288,5,280,546,11,0,77,25,8
RO_011006,Butoiesti,2506,1425,38,0,210,12,476,544,21,2,85,33,4
RO_111097,Căzăneşti,1822,990,38,0,319,2,341,208,5,0,60,14,3
RO_111220,Cireşu,483,296,4,0,28,1,74,159,12,0,17,1,0
RO_011275,Corcova,4599,2172,76,0,147,6,712,1036,7,6,137,36,9
RO_011417,Corlatel,1106,979,28,0,77,0,298,522,15,0,25,13,1
RO_011444,Cujmir,2986,1637,55,0,131,2,943,400,5,3,74,16,8
RO_011480,Devesel,2455,1121,21,0,249,4,368,311,20,3,108,32,5
RO_011550,Darvari,2293,744,17,0,83,1,136,386,19,3,78,14,7
RO_111587,Dumbrava,1333,993,33,0,400,5,161,305,32,1,44,11,1
RO_111685,Floreşti,2098,1320,29,0,52,0,442,723,10,2,45,11,6
RO_011783,Garla Mare,2584,1162,67,0,108,0,492,437,3,0,29,15,11
RO_011818,Godeanu,503,334,19,0,32,3,211,46,4,2,9,7,1
RO_111863,Gogoşu,3055,1562,43,0,121,3,724,506,15,1,76,66,7
RO_111916,Greci,1085,339,12,0,84,3,108,71,5,0,41,12,3
RO_111989,Grozeşti,1619,823,28,0,103,3,139,501,1,3,31,10,4
RO_012030,Gruia,2375,1081,63,0,73,2,185,634,8,3,67,38,8
RO_012076,Hinova,2201,949,25,0,197,6,224,374,13,2,91,11,6
RO_012129,Husnicioara,1147,712,21,0,107,6,411,98,9,0,39,13,8
RO_012245,Eselnita,2398,1164,28,0,76,1,119,866,5,0,47,19,3
RO_012263,Ilovat,1094,422,10,0,67,2,217,84,3,1,32,6,0
RO_012334,Ilovita,1108,622,24,0,28,3,230,277,3,0,45,12,0
RO_012370,Isverna,1847,1001,27,0,78,4,677,164,5,1,33,9,3
RO_012469,Izvoru Barzii,2226,998,43,0,71,1,572,224,1,1,65,17,3
RO_012548,Jiana,3701,2819,38,0,62,3,200,2403,9,1,70,21,12
RO_112600,Livezile,1358,596,14,0,82,5,290,140,5,3,35,18,4
RO_012664,Malovat,2187,1012,49,0,128,1,603,137,3,2,61,28,0
RO_012744,Obarsia De Camp,1729,688,30,0,49,3,257,258,5,1,69,15,1
RO_012771,Oprisor,2241,1105,37,0,127,6,404,453,2,0,55,15,6
RO_112806,Pădina,1268,874,35,0,115,0,124,546,3,2,41,6,2
RO_012879,Patulele,3312,2642,61,0,407,9,1093,827,42,0,180,21,2
RO_012904,Dubova,843,551,18,0,183,1,201,106,5,0,21,13,3
RO_012959,Podeni,794,600,18,0,68,0,238,243,3,1,17,11,1
RO_012995,Ponoarele,2035,1223,52,0,142,3,718,193,10,1,79,20,5
RO_013153,Poroina Mare,998,792,28,0,281,0,118,318,6,1,28,7,5
RO_013206,Pristol,1407,914,20,0,76,0,328,420,2,4,40,23,1
RO_013233,Prunisor,1743,1235,27,0,99,4,147,870,8,0,60,15,5
RO_013395,Punghina,2333,1788,32,0,181,5,1083,397,18,0,41,27,4
RO_013466,Rogova,1169,949,17,0,157,3,490,228,2,1,26,22,3
RO_113493,Salcia,2656,1150,33,0,267,4,315,454,8,2,52,10,5
RO_013518,Stangaceaua,1293,699,26,0,96,1,208,323,2,0,31,10,2
RO_013607,Svinita,902,369,10,0,54,0,214,42,2,0,23,21,3
RO_113625,Şişeşti,2272,969,47,0,97,1,565,175,1,3,61,16,3
RO_013698,Sovarna,1066,571,9,0,120,0,280,116,3,2,32,7,2
RO_013732,Tamna,2452,1260,31,0,247,5,591,281,6,1,88,7,3
RO_113849,Vânători,1777,718,8,0,132,4,156,361,1,0,33,19,4
RO_013894,Vanjulet,1391,1393,34,0,8,0,18,1303,1,0,17,10,2
RO_013929,Vladaia,1517,603,41,0,132,1,101,200,11,2,97,14,4
RO_013974,Voloiac,1365,836,14,0,192,6,310,229,2,0,68,12,3
RO_114060,Braniştea,1663,931,32,0,233,4,233,357,15,5,40,7,5
RO_114079,Vrata,1441,965,7,0,135,0,435,358,3,0,8,17,2
