gisco_id,name,registered,turnout,invalid,blank,PR,PUSL,USR-PMP-FD,S.O.S. România,ARS,SENS,REPER,AUR,PDU,UDMR/RMDSZ,AD,PRM,CNR,Pîrvănescu,Gheorghe
RO_051751,Bucosnita,2342,1303,18,0,6,3,26,32,1,1,3,118,9,2,5,5,1061,1,12
RO_051804,Carasova,2405,1271,121,0,4,3,63,66,9,38,17,153,14,16,7,5,723,6,26
RO_051840,Carbunari,718,667,25,0,2,7,29,37,2,1,1,193,6,26,2,2,327,1,2
RO_051877,Constantin Daicoviciu,2217,1488,95,0,8,9,58,77,2,11,14,250,19,7,2,6,897,4,22
RO_051948,Ciclova Romana,1331,830,49,0,1,1,32,50,1,6,15,114,14,15,2,2,517,2,9
RO_051984,Ciuchici,867,668,47,0,2,1,27,38,4,3,10,76,11,10,2,2,427,4,4
RO_052035,Ciudanovita,451,339,21,0,2,3,15,26,1,1,1,25,3,2,1,4,231,1,2
RO_052062,Copacele,877,703,55,0,4,4,36,52,2,8,7,175,9,8,2,2,315,4,10
RO_052115,Cornea,1398,1176,104,0,5,42,52,65,5,11,11,378,10,9,1,10,463,2,7
RO_052160,Cornereva,2259,1554,79,0,3,1,51,75,1,11,1,137,12,1,4,1,1168,6,3
RO_052570,Dalboset,1256,948,45,0,2,11,51,46,1,11,0,125,2,12,0,1,626,2,13
RO_052650,Doclin,1525,1021,50,0,5,2,28,101,1,5,14,123,5,21,6,5,645,2,6
RO_052696,Dognecea,1595,928,17,0,0,0,8,17,0,3,0,34,3,3,0,2,835,4,2
RO_052721,Domasnea,1046,864,53,0,1,4,20,38,1,5,2,210,16,3,4,2,488,3,14
RO_052758,Ezeris,1101,679,26,0,3,4,29,35,1,9,11,67,10,2,1,3,463,5,9
RO_052785,Farliug,1451,1327,90,0,7,9,47,29,0,11,7,145,5,32,8,3,916,3,15
RO_052856,Forotic,1312,935,50,0,6,4,27,49,0,16,5,109,7,4,2,4,629,3,18
RO_052909,Garnic,1085,677,53,0,2,16,138,18,1,18,8,97,9,5,1,2,300,2,7
RO_052936,Glimboca,1511,937,28,0,12,45,46,70,0,0,6,114,12,0,0,0,604,0,0
RO_052954,Goruia,668,687,43,0,4,5,43,71,4,13,11,173,9,10,2,2,286,7,4
RO_052990,Gradinari,1625,1004,93,0,3,12,51,106,2,4,14,163,13,6,9,3,500,4,21
RO_053023,Iablanita,1656,1283,78,0,6,121,35,45,1,8,3,254,7,7,3,21,669,6,18
RO_053069,Lapusnicel,706,596,37,0,5,2,53,82,0,3,3,99,2,9,3,0,288,1,9
RO_053103,Lapusnicu Mare,1273,1126,53,0,6,6,44,61,2,3,5,234,6,6,2,2,677,3,16
RO_053130,Luncavita,1834,1164,59,0,9,67,139,29,1,1,0,38,15,18,0,2,755,0,2
RO_053167,Lupac,2188,1263,186,0,3,2,76,139,6,34,14,144,22,45,11,3,549,5,24
RO_053210,Marga,882,585,15,0,1,1,16,41,2,1,0,138,7,68,0,0,295,0,0
RO_053247,Maureni,2245,1293,45,0,3,11,12,109,4,11,10,137,10,15,2,5,888,6,25
RO_053274,Mehadia,3403,2400,132,0,11,11,87,118,5,47,24,385,13,10,5,8,1496,8,40
RO_053327,Mehadica,527,461,63,0,5,9,32,32,1,7,1,76,3,5,1,6,215,0,5
RO_053345,Naidas,842,701,36,0,1,15,116,52,4,3,1,105,15,6,0,1,327,4,15
RO_053372,Obreja,2672,1866,96,0,18,16,82,121,6,25,10,435,22,7,6,6,985,9,22
RO_053425,Paltinis,2113,1634,58,0,10,15,36,112,8,15,15,220,22,4,11,11,1062,6,29
RO_053489,Coronini,1619,1103,69,0,3,10,23,75,1,0,3,146,5,0,0,0,759,2,7
RO_053513,Pojejena,2309,1415,70,0,10,4,34,75,3,8,10,212,8,7,4,2,959,1,8
RO_053577,Prigor,1916,1328,99,0,3,23,46,68,6,7,15,209,4,15,3,7,802,2,19
RO_053639,Ramna,1269,931,69,0,4,8,16,59,1,11,1,174,12,17,1,0,544,2,12
RO_053675,Racasdia,1610,954,70,0,4,5,111,44,1,3,3,158,21,15,6,2,492,3,16
RO_053700,Eftimie Murgu,1219,928,55,0,3,5,38,34,2,5,4,228,6,13,3,1,517,3,11
RO_053728,Rusca Montana,1499,820,61,0,6,8,50,82,5,14,4,77,14,6,2,8,471,1,11
RO_053755,Sacu,1236,809,46,0,8,1,19,59,4,16,5,212,7,6,0,1,410,2,13
RO_053791,Sasca Montana,1229,936,59,0,5,3,51,52,5,12,13,132,11,8,4,5,555,3,17
RO_053853,Sichevita,1668,1161,62,0,13,4,84,118,0,13,14,198,13,6,2,4,619,3,8
RO_054056,Slatina-Timis,2431,1483,47,0,6,7,88,68,6,20,21,324,12,6,6,12,837,5,18
RO_054109,Socol,1693,1312,96,0,4,17,27,64,3,2,2,167,8,6,0,5,646,1,3
RO_054163,Sopotu Nou,832,711,48,0,4,8,27,53,3,4,1,76,3,15,1,6,448,0,5
RO_054270,Teregova,3108,2292,94,0,12,31,41,74,1,17,14,290,16,18,3,4,1637,1,39
RO_054305,Ticvaniu Mare,1521,901,137,0,5,10,151,57,1,5,9,127,14,12,4,10,337,4,7
RO_054350,Tarnova,1379,1028,55,0,5,8,78,56,6,8,8,157,19,7,9,3,587,3,19
RO_054387,Toplet,2102,1196,89,0,10,2,113,76,2,9,12,227,26,7,2,6,596,5,14
RO_054412,Turnu Ruieni,2785,1996,125,0,9,10,74,144,1,17,15,387,36,13,6,9,1118,6,26
RO_054485,Valiug,667,482,23,0,3,16,31,27,3,3,6,73,9,19,0,0,261,3,5
RO_054500,Varadia,1139,835,65,0,9,3,14,28,3,5,7,81,4,6,0,3,597,5,5
RO_054537,Vermes,1210,978,64,0,7,3,40,61,2,8,13,108,8,26,2,3,620,1,12
RO_054573,Vrani,807,550,34,0,0,2,42,27,1,10,1,82,8,8,1,0,327,0,7
RO_054617,Zavoi,3305,1992,101,0,3,8,36,145,5,34,9,326,18,9,4,3,1239,4,42
RO_054699,Zorlentu Mare,895,1143,80,0,6,3,23,33,0,9,2,120,10,2,1,0,833,1,20
RO_054975,Municipiul Cluj-Napoca,270922,148014,2841,0,659,1222,19995,3933,486,16869,19299,15686,3157,18915,1284,1043,34359,1222,6976
RO_055008,Municipiul Dej,30716,14021,413,0,98,341,1628,575,79,517,401,2477,307,1300,62,124,5223,74,402
RO_055062,Cuzdrioara,2479,1239,67,0,8,11,81,46,8,41,20,353,18,45,3,5,499,6,28
RO_055106,Jichisu De Jos,941,801,65,0,3,3,27,28,1,7,9,113,4,9,1,1,517,3,10
RO_055160,Mica,2901,1862,110,0,12,31,70,83,7,23,27,261,17,266,4,12,908,5,26
RO_055259,Municipiul Turda,44549,20059,727,0,154,204,2699,1007,91,489,754,4986,533,1435,78,263,6069,87,482
RO_055277,Mihai Viteazu,4991,2688,130,0,11,49,216,134,4,51,67,372,58,557,11,15,939,17,57
RO_055311,Sandulesti,1820,1062,41,0,6,5,87,68,4,21,16,186,31,31,56,7,464,11,28
RO_055357,Municipiul Câmpia Turzii,22057,9078,282,0,68,59,684,442,29,251,453,2181,199,557,45,84,3492,53,198
RO_055384,Municipiul Gherla,18315,8777,322,0,51,68,932,324,30,336,198,1360,146,1291,50,62,3367,57,183
RO_055446,Oraş Huedin,7343,3767,194,0,24,23,383,130,9,69,83,435,121,1034,11,21,1141,17,72
RO_055473,Aghiresu,5307,2689,152,0,15,13,68,96,5,29,35,219,38,1026,16,9,930,9,29
RO_055598,Aiton,860,599,37,0,1,2,21,24,1,8,16,72,14,97,2,3,283,4,14
RO_055623,Alunis,901,623,61,0,12,2,10,27,0,3,3,132,5,7,4,8,345,1,3
RO_055687,Apahida,13431,7785,260,0,64,43,1040,429,26,278,573,1135,227,298,63,45,2906,68,319
RO_055776,Aschileu,1134,768,101,0,6,2,17,48,0,5,11,50,4,46,1,7,460,4,6
RO_055838,Baciu,11412,6652,275,0,23,27,543,252,26,319,458,695,113,1974,35,27,1632,22,231
RO_055918,Baisoara,1673,1181,61,0,7,8,134,82,3,6,26,237,32,9,3,7,542,6,18
RO_056014,Belis,1060,808,45,0,5,3,66,47,1,11,13,262,24,11,3,3,294,6,14
RO_056096,Bobalna,1056,908,59,0,9,14,30,30,2,4,17,151,9,10,3,6,549,0,15
RO_056210,Bontida,3845,2329,226,0,31,201,57,154,3,21,48,307,17,340,5,13,851,5,50
RO_056265,Borsa,1072,841,48,0,4,3,18,19,2,6,8,77,7,22,1,5,614,1,6
RO_056327,Buza,940,700,69,0,4,0,5,16,0,4,3,66,13,291,0,7,212,5,5
RO_056354,Caianu,1917,1171,52,0,6,4,18,37,1,11,20,137,14,299,2,1,547,5,17
RO_056425,Calarasi,1960,1056,71,0,8,1,24,45,6,13,12,248,14,230,0,4,357,5,18
RO_056461,Calatele,1980,1317,57,0,6,26,79,52,1,31,27,332,22,120,8,4,534,8,9
RO_056522,Camarasu,1949,1211,216,0,3,59,18,51,0,9,5,142,4,41,0,1,650,0,12
RO_056568,Capusu Mare,2521,1692,88,0,11,24,66,59,2,17,24,174,15,559,10,6,626,3,8
RO_056666,Caseiu,3745,2429,139,0,11,13,53,82,5,27,35,783,31,16,6,12,1166,11,39
RO_056773,Catina,1289,888,99,0,12,1,36,34,1,5,11,82,5,105,7,10,462,2,16
RO_056844,Ceanu Mare,3051,1831,182,0,13,13,201,89,8,20,15,402,25,58,6,27,733,2,37
RO_056988,Chinteni,3437,2358,75,0,14,8,149,71,8,64,145,265,46,260,16,9,1121,15,86
RO_057083,Chiuiesti,1862,1223,75,0,9,7,48,42,3,13,13,276,9,6,5,8,677,3,29
RO_057163,Ciucea,1243,841,32,0,7,3,22,28,1,12,5,111,17,4,1,10,580,1,7
RO_057225,Ciurila,1377,1126,60,0,1,4,132,39,3,25,69,184,25,16,9,10,517,4,28
RO_057314,Catcau,1834,1357,33,0,2,28,24,46,1,7,5,180,9,12,1,5,990,3,11
RO_057350,Cojocna,3292,2244,273,0,24,36,493,102,1,29,26,229,18,365,16,10,592,10,20
RO_057449,Cornesti,1039,812,65,0,3,6,21,41,0,4,11,76,9,44,2,9,501,2,17
RO_057546,Dabaca,1132,808,59,0,5,23,29,48,1,14,8,86,12,19,1,4,485,3,11
RO_057582,Feleacu,3866,2253,103,0,13,9,228,71,6,78,186,222,51,530,11,11,650,11,63
RO_057644,Fizesu Gherlii,2096,1173,121,0,7,3,95,69,3,17,21,156,13,233,2,8,410,2,13
RO_057706,Floresti,41414,18574,392,0,109,255,2702,784,60,1305,2163,2094,536,2016,212,112,4753,147,933
RO_057742,Frata,3109,1985,181,0,8,7,26,106,1,20,25,204,20,30,3,5,1323,4,21
RO_057831,Geaca,1159,1082,81,0,1,10,45,29,0,8,16,154,19,114,5,2,581,4,13
RO_057902,Gilau,7380,4232,365,0,35,24,229,283,9,88,86,569,101,475,23,18,1819,23,85
RO_057948,Garbau,1799,1261,43,0,8,5,83,40,4,17,23,93,15,523,4,7,378,1,17
RO_058008,Iara,3088,1902,135,0,13,8,38,126,3,23,29,251,27,41,7,7,1151,13,28
RO_058142,Iclod,3478,1617,86,0,7,65,78,99,8,53,27,209,44,27,3,13,842,13,43
RO_058204,Izvoru Crisului,1226,803,30,0,1,0,14,5,0,7,3,39,7,620,2,0,72,0,3
RO_058259,Jucu,4301,2876,104,0,15,9,530,137,6,66,94,316,69,243,11,17,1176,14,69
RO_058311,Luna,3817,1963,205,0,17,7,160,153,6,48,36,315,50,93,7,20,778,15,53
RO_058357,Maguri-Racatau,1862,1316,89,0,7,23,31,64,1,24,10,256,19,3,3,7,765,3,11
RO_058393,Manastireni,1121,901,93,0,3,45,25,26,1,12,14,141,19,99,1,2,408,2,10
RO_058464,Margau,1238,1095,63,0,3,8,46,41,1,14,23,118,16,8,7,6,717,5,19
RO_058534,Marisel,1228,1064,50,0,4,6,19,41,0,11,18,172,9,3,1,1,712,0,17
RO_058552,Mintiu Gherlii,3125,1813,177,0,9,7,187,110,5,21,23,249,24,22,9,10,918,8,34
RO_058623,Mociu,2601,1741,191,0,6,69,41,71,5,23,16,327,13,185,12,27,711,9,27
RO_058721,Moldovenesti,2670,1712,61,0,4,4,30,56,2,10,29,172,30,846,1,6,441,8,12
RO_058794,Palatca,811,607,82,0,4,1,12,26,0,6,6,55,2,80,3,6,318,2,4
RO_058856,Panticeu,1266,912,95,0,6,6,26,55,1,11,4,69,11,12,1,3,603,1,8
RO_058918,Petrestii De Jos,1251,1008,71,0,7,2,52,39,2,11,32,359,16,20,6,4,367,5,15
RO_058990,Ploscos,537,404,46,0,7,0,29,10,0,9,2,74,8,3,1,4,205,1,5
RO_059041,Poieni,3882,2362,137,0,5,50,135,102,4,43,53,510,67,20,4,9,1187,4,32
RO_059130,Recea-Cristur,959,777,35,0,1,3,16,24,1,3,10,80,4,6,1,1,588,1,3
RO_059238,Risca,1171,924,70,0,7,3,36,29,0,6,18,133,34,9,1,4,559,4,11
RO_059283,Sacuieu,1127,807,57,0,4,1,4,30,0,11,12,253,18,10,7,1,391,1,7
RO_059327,Savadisla,3497,2528,110,0,4,7,57,81,10,41,37,230,32,1227,9,15,619,9,40
RO_059416,Sic,1879,1344,114,0,0,0,15,15,3,8,2,7,1,1145,0,0,26,3,5
RO_059434,Sancraiu,1269,1018,13,0,2,0,9,12,1,8,9,72,3,820,1,2,65,0,1
RO_059498,Sanmartin,1048,942,61,0,3,5,20,23,0,12,7,155,10,61,1,1,577,3,3
RO_059586,Sanpaul,1754,1242,107,0,91,2,204,36,1,20,17,156,17,14,1,3,553,3,17
RO_059657,Suatu,1207,760,75,0,7,17,13,31,2,5,1,70,8,402,0,6,117,1,5
RO_059693,Tritenii De Jos,3723,2112,136,0,8,8,407,83,8,21,16,367,39,156,2,12,797,3,49
RO_059764,Tureni,1804,1205,77,0,4,6,41,50,3,18,42,147,8,251,7,6,511,5,25
RO_059826,Taga,1383,868,65,0,6,2,30,42,3,14,11,119,11,23,45,11,472,1,13
RO_059880,Unguras,2088,1396,81,0,1,0,44,17,2,10,3,71,6,670,2,3,466,4,10
RO_059942,Vad,1618,1279,80,0,6,8,42,51,5,14,8,190,17,12,2,8,818,3,15
RO_060026,Valea Ierii,761,595,19,0,2,2,24,27,0,4,38,117,14,11,2,0,322,2,10
RO_060062,Viisoara,4763,2322,161,0,13,11,58,106,5,22,37,234,49,450,5,11,1109,11,40
RO_060099,Vultureni,1161,986,38,0,1,3,52,47,2,12,14,93,12,93,3,8,594,3,11
RO_060169,Negreni,1875,1373,91,0,6,5,18,58,4,16,23,300,14,3,0,15,782,9,29
RO_060419,Municipiul Constanţa,250774,111359,4090,0,1048,2253,18505,6949,828,5108,5066,17216,3316,694,1363,1323,37932,1373,4245
RO_060455,Oraş Eforie,8982,5196,246,0,76,116,381,306,26,184,167,930,201,37,40,154,2102,30,152
RO_060482,Municipiul Mangalia,32159,17081,872,0,239,343,1191,1309,156,470,589,3319,442,126,113,172,7034,131,525
RO_060507,Oraş Năvodari,35891,15951,738,0,214,416,1517,1804,178,585,533,2787,584,95,129,263,5186,211,682
RO_060534,Oraş Techirghiol,7221,4306,115,0,33,156,299,319,22,112,116,662,104,32,23,33,2139,40,101
RO_060570,Agigea,7881,4984,178,0,47,95,775,374,29,157,170,766,131,28,30,28,1932,38,206
RO_060598,23 August,4802,2545,133,0,24,16,70,238,13,57,37,418,29,16,8,11,1397,22,56
RO_060632,Limanu,5636,3292,111,0,24,37,232,285,28,110,124,501,99,17,21,29,1529,24,113
RO_060687,Oraş Ovidiu,13242,6933,346,0,52,69,528,644,45,183,157,1085,141,33,38,53,3306,45,175
RO_060721,Tuzla,5997,3449,151,0,29,127,305,306,26,99,72,804,55,30,37,63,1208,16,121
RO_060776,Oraş Cernavoda,14624,7211,306,0,55,250,718,631,51,144,114,1656,174,31,73,58,2718,49,173
RO_060801,Oraş Hârşova,8253,4488,327,0,21,55,113,277,10,79,36,1028,54,36,12,18,2347,14,61
RO_060847,Municipiul Medgidia,34247,14479,1076,0,105,278,808,1496,119,342,288,2162,299,137,152,174,6645,87,311
RO_060883,Adamclisi,1739,1301,127,0,13,28,102,100,5,9,12,227,10,4,8,9,622,8,17
RO_060945,Albesti,3047,1903,85,0,19,15,48,171,4,24,14,495,16,14,7,11,923,10,23
RO_061005,Aliman,2107,1359,107,0,4,6,17,86,2,2,1,118,5,5,2,0,990,2,12
RO_061069,Băneasa,4240,2667,436,0,12,68,32,122,6,30,29,351,12,10,4,3,1520,5,27
RO_061121,Castelu,4206,2636,187,0,19,17,49,217,8,26,20,378,31,14,2,14,1606,13,35
RO_061167,Cerchezu,1021,711,66,0,11,1,123,49,1,7,4,58,12,8,3,4,354,2,8
RO_061210,Chirnogeni,2508,1142,92,0,9,12,61,135,1,14,9,161,14,6,3,9,604,2,10
RO_061256,Ciobanu,2777,1713,121,0,6,4,57,125,7,15,4,176,8,5,7,4,1155,5,14
RO_061283,Ciocarlia,2498,1775,112,0,6,2,130,138,5,18,20,218,13,10,5,30,987,6,19
RO_061318,Cobadin,7377,3587,227,0,29,28,112,352,22,65,28,575,51,24,28,24,1932,15,66
RO_061372,Cogealac,4269,3087,177,0,11,9,44,256,3,32,21,403,17,15,8,12,2043,6,30
RO_061452,Comana,1531,907,68,0,5,6,6,54,2,7,6,215,7,4,3,0,509,4,11
RO_061513,Corbu,5332,2717,76,0,23,19,117,274,17,44,40,573,33,8,11,13,1377,16,76
RO_061559,Crucea,2419,1451,122,0,13,11,16,94,4,10,4,193,5,4,0,6,953,3,13
RO_061620,Cumpăna,13059,6627,250,0,54,79,508,581,43,199,195,1213,167,30,54,45,2938,57,197
RO_061675,Deleni,1815,1269,69,0,4,9,20,102,1,4,4,319,6,1,1,2,707,6,13
RO_061737,Dobromir,2533,1822,413,0,11,6,8,56,4,2,3,76,3,9,1,2,1226,0,2
RO_061808,Garliciu,1196,834,74,0,3,1,33,50,1,1,4,70,2,10,2,1,573,3,6
RO_061826,Ghindăreşti,2153,1069,51,0,3,5,212,90,4,15,19,224,4,8,1,2,354,5,35
RO_061871,Independenta,2271,1481,131,0,8,7,190,107,5,15,14,258,10,25,5,2,671,2,20
RO_061951,Ion Corvin,1505,1057,133,0,14,15,87,79,0,8,10,160,8,15,17,14,482,4,11
RO_062020,Istria,1913,1219,85,0,2,11,26,119,6,7,3,198,7,3,3,5,715,4,25
RO_062057,Lipnita,2331,1291,121,0,11,7,36,97,7,5,10,168,14,5,1,5,788,4,4
RO_062137,Mereni,1868,1231,97,0,14,10,70,118,4,9,11,246,17,7,4,18,585,4,17
RO_062191,Mihail Kogalniceanu,8137,4230,208,0,35,38,151,421,18,84,59,647,91,31,18,15,2300,17,97
RO_062253,Mihai Viteazu,2797,1582,104,0,7,12,15,313,1,19,11,228,7,6,1,5,837,3,13
RO_062280,Mircea Vodă,4165,2393,153,0,5,11,38,183,8,15,13,426,14,19,32,8,1444,15,9
RO_062360,Oraş Murfatlar,8624,4682,167,0,40,25,189,441,24,85,50,717,76,31,12,37,2689,25,74
RO_062397,Oraş Negru Vodă,4331,2334,97,0,13,29,67,179,4,38,19,925,26,13,2,5,875,7,35
RO_062440,Nicolae Balcescu,4306,2715,199,0,18,24,162,243,11,41,11,442,32,55,23,11,1383,19,41
RO_062486,Oltina,1899,1292,103,0,12,20,22,88,2,9,6,121,9,4,3,4,805,1,12
RO_062538,Ostrov,3731,2098,139,0,10,9,95,141,8,14,15,355,14,11,3,4,1246,7,22
RO_062609,Pantelimon,1434,1026,79,0,7,8,39,71,1,12,4,136,8,6,2,6,636,1,10
RO_062672,Pecineaga,2757,1512,56,0,10,12,49,209,4,16,19,186,16,9,4,10,861,7,44
RO_062707,Pestera,2795,1382,63,0,5,13,32,197,5,23,8,265,10,4,4,9,712,5,27
RO_062761,Poarta Alba,4672,3097,170,0,24,23,69,290,17,51,30,632,20,20,16,17,1642,16,58
RO_062798,Rasova,2871,1709,147,0,5,5,21,131,10,3,11,203,12,8,2,1,1122,14,14
RO_062823,Saraiu,1025,726,60,0,3,17,31,39,3,3,6,72,9,4,1,2,466,1,9
RO_062878,Sacele,1294,1270,70,0,19,14,39,104,8,27,15,510,18,15,5,9,391,0,26
RO_062903,Seimeni,1692,1022,62,0,4,5,18,85,0,11,6,132,7,1,1,1,665,4,20
RO_062949,Silistea,1155,769,41,0,3,2,47,47,1,6,2,146,3,2,1,2,459,1,6
RO_062985,Targusor,1300,988,82,0,10,6,25,78,1,11,8,146,14,6,2,6,547,3,17
RO_063045,Topalu,1367,973,65,0,5,6,13,65,1,10,12,80,4,13,1,2,683,1,12
RO_063072,Topraisar,5052,2780,134,0,15,17,85,365,10,57,33,561,31,11,15,11,1374,21,40
RO_063125,Valu Lui Traian,14498,8032,309,0,70,68,435,608,63,230,189,1129,207,50,41,58,4278,77,220
RO_063152,Lumina,10100,5222,236,0,56,39,422,526,42,129,90,975,154,32,123,99,2081,61,143
RO_063161,Dumbrăveni,401,369,46,0,1,1,6,34,1,2,0,48,2,2,2,3,214,0,7
RO_178821,Vulturu,7370,2901,181,0,8,14,220,141,8,50,27,432,31,19,5,11,1687,17,49
RO_063189,Tortoman,1478,948,54,0,10,4,143,107,1,12,7,167,10,20,0,3,400,4,6
RO_063198,Amzacea,2292,1327,93,0,4,11,34,160,3,11,12,151,15,5,4,6,790,7,21
RO_063278,Horia,884,524,45,0,4,0,16,40,4,8,6,47,4,3,1,2,330,1,13
RO_063286,Costineşti,2884,2171,64,0,15,17,139,182,7,57,61,452,48,16,7,14,1004,10,75
RO_063294,Bărăganu,1657,954,31,0,8,6,21,94,6,8,6,214,9,29,2,12,494,0,14
RO_063300,Cuza Vodă,3322,1848,196,0,13,5,13,161,1,9,5,170,4,5,7,3,1238,0,18
RO_063318,Saligny,1862,897,40,0,5,6,56,93,4,9,5,138,14,8,1,3,497,3,15
RO_063326,Grădina,829,518,37,0,1,1,21,29,2,1,2,88,5,3,1,2,322,0,3
RO_063334,Fântânele,1233,979,78,0,4,6,294,51,1,4,6,81,11,19,1,5,410,4,4
RO_063394,Municipiul Sfântul Gheorghe,51114,22980,537,0,55,39,534,217,43,226,261,824,131,18341,20,41,1536,40,135
RO_063447,Oraş Baraolt,7369,3771,206,0,13,3,12,25,5,14,13,47,16,3320,4,3,65,15,10
RO_063526,Oraş Covasna,9023,4473,163,0,14,9,138,87,11,37,50,293,51,2789,4,16,764,8,39
RO_063553,Comandau,797,464,36,0,1,0,3,0,0,1,0,6,1,404,0,0,9,0,3
RO_063580,Oraş Întorsura Buzăului,7359,3678,253,0,23,18,827,175,13,89,78,762,111,36,9,34,1119,18,112
RO_063633,Barcani,3070,2043,241,0,77,3,130,80,4,36,30,374,58,25,3,10,921,13,38
RO_063688,Sita Buzaului,3787,2220,188,0,15,4,103,141,8,54,45,370,57,27,5,21,1125,15,42
RO_063740,Municipiul Târgu Secuiesc,15925,6932,207,0,16,10,68,50,16,32,30,104,27,6070,3,8,252,13,23
RO_063777,Aita Mare,1333,705,51,0,0,0,5,2,1,1,0,7,3,566,2,1,61,3,2
RO_063802,Batani,3574,1904,232,0,12,1,10,18,5,18,6,41,4,1491,0,3,28,14,21
RO_063866,Belin,2259,1240,427,0,4,0,5,38,0,3,3,149,6,532,2,2,59,6,4
RO_063893,Bodoc,1995,1283,61,0,1,1,7,6,0,3,2,12,1,1174,0,2,12,1,0
RO_063937,Borosneu Mare,2503,1448,61,0,5,4,11,2,1,5,3,16,1,1000,0,1,335,3,0
RO_064005,Brates,1161,696,15,0,2,1,3,3,0,1,1,6,3,651,0,1,8,1,0
RO_064041,Bradut,3782,2320,120,0,0,2,4,4,0,1,2,194,1,1940,0,2,43,4,3
RO_064096,Bretcu,2802,1450,102,0,4,4,12,27,5,12,8,76,8,928,3,5,245,2,9
RO_064130,Catalina,2670,1561,133,0,5,2,17,10,4,3,4,21,4,1303,1,4,35,10,5
RO_064194,Cernat,3286,1887,108,0,9,0,8,9,2,5,1,13,2,1699,0,0,26,3,2
RO_064238,Chichis,1280,792,35,0,0,1,21,25,0,5,10,63,8,498,0,1,109,2,14
RO_064265,Dobarlau,1794,1125,85,0,4,4,34,72,6,16,14,174,19,39,1,7,636,1,13
RO_064318,Ghelinta,4150,2250,170,0,2,1,10,9,1,3,3,40,1,1989,0,2,16,2,1
RO_064345,Ghidfalau,2141,1150,44,0,1,1,6,3,0,2,3,7,3,1061,0,0,16,2,1
RO_064390,Haghig,1834,1036,164,0,6,3,5,73,0,4,7,204,21,152,5,8,361,3,20
RO_064425,Ilieni,1758,1264,82,0,5,2,17,20,3,7,13,42,7,979,3,4,72,4,4
RO_064461,Lemnia,1502,834,43,0,2,0,5,2,1,1,0,5,1,763,0,0,10,1,0
RO_064504,Malnaş,837,459,15,0,2,2,6,3,0,0,0,8,2,404,0,0,15,1,1
RO_064568,Moacşa,997,574,29,0,3,0,6,4,0,1,2,6,3,487,0,0,32,0,1
RO_064602,Ojdula,2977,1413,211,0,4,1,10,13,2,2,5,32,3,1088,0,0,33,4,5
RO_064639,Ozun,3744,1867,92,0,4,2,25,16,4,8,9,66,14,1476,3,12,117,5,14
RO_064719,Poian,1391,880,63,0,1,0,3,5,3,0,0,10,4,775,0,1,13,1,1
RO_064773,Reci,1849,1077,43,0,1,2,7,3,2,4,1,7,5,969,1,2,23,1,6
RO_064826,Sanzieni,3567,1962,83,0,1,1,7,7,0,3,4,10,2,1813,0,4,20,3,4
RO_064871,Turia,3049,1528,40,0,0,1,7,3,0,3,2,15,2,1425,0,1,23,4,2
RO_064906,Valea Crisului,1919,1055,73,0,0,1,5,5,1,2,1,7,0,937,0,3,17,2,1
RO_064942,Valcele,3430,2147,509,0,10,4,18,88,5,17,13,555,7,168,1,5,730,4,10
RO_064997,Varghis,1443,828,37,0,2,0,4,2,1,1,0,8,1,756,0,1,14,0,1
RO_065011,Zagon,4063,2505,207,0,14,8,52,59,1,10,8,189,10,1395,4,11,523,5,9
RO_065048,Zabala,3731,1777,146,0,5,2,18,16,1,6,8,82,11,1297,1,5,162,2,15
RO_065099,Valea Mare,902,616,31,0,2,2,6,14,2,4,6,113,2,25,1,2,401,1,4
RO_065105,Mereni,1017,608,19,0,0,0,2,1,0,3,0,0,0,581,0,0,1,0,1
RO_065113,Arcuş,1429,886,17,0,2,1,6,0,2,1,2,6,3,833,0,0,11,1,1
RO_065121,Bixad,1383,665,26,0,1,0,14,6,0,0,1,7,1,590,0,2,14,3,0
RO_065139,Micfalău,1429,757,26,0,2,1,6,0,1,0,0,7,1,698,0,0,10,1,4
RO_065147,Dalnic,754,418,76,0,1,1,2,0,1,0,0,7,3,310,0,2,13,0,2
RO_065154,Estelnic,898,554,24,0,0,1,5,0,0,1,0,5,0,509,0,0,6,0,3
RO_065342,Municipiul Târgovişte,72756,30595,1479,0,187,282,2897,1640,197,1062,1220,4023,701,125,147,258,15134,285,955
RO_065379,Aninoasa,5498,3220,126,0,9,18,210,145,8,73,96,392,64,17,21,16,1934,22,69
RO_065413,Doicesti,3863,2192,106,0,6,14,69,110,7,36,38,235,36,4,5,13,1469,12,32
RO_065431,Razvad,7572,4113,159,0,37,22,305,231,16,108,111,543,68,16,14,32,2344,27,80
RO_065477,Sotanga,5645,2647,159,0,6,13,147,157,7,40,47,306,35,12,11,24,1616,13,54
RO_065501,Ulmi,4008,2308,84,0,7,12,93,170,11,45,45,295,38,7,4,20,1422,13,42
RO_065609,Oraş Fieni,6071,2752,137,0,14,14,216,166,18,65,73,414,57,23,8,26,1439,18,63
RO_065645,Motaieni,1639,1014,45,0,6,5,42,72,7,27,25,98,15,6,4,6,629,6,21
RO_065681,Oraş Găeşti,11962,7284,322,0,36,54,385,375,36,178,103,919,82,44,32,43,4494,22,157
RO_065707,Gura Foii,1814,1435,68,0,6,9,31,102,1,7,18,140,9,10,1,5,1006,4,18
