gisco_id,name,registered,turnout,invalid,blank,PR,PUSL,USR-PMP-FD,S.O.S. România,ARS,SENS,REPER,AUR,PDU,UDMR/RMDSZ,AD,PRM,CNR,Pîrvănescu,Gheorghe
RO_101083,Belciugatele,1646,1390,98,0,5,142,27,47,4,24,14,94,5,2,2,4,878,8,25
RO_101145,Berceni,9046,6754,203,0,67,64,551,295,29,234,421,703,123,37,34,44,3606,45,298
RO_101163,Bolintin-Deal,5086,2856,183,0,18,24,119,158,16,67,45,379,29,12,9,22,1689,13,73
RO_101190,Oraş Bolintin-Vale,10429,4914,402,0,78,33,134,254,17,87,66,429,44,45,13,17,3190,25,80
RO_101243,Radulesti,885,748,56,0,3,7,11,40,3,4,4,61,3,3,1,5,540,0,7
RO_101298,Brăneşti,8306,4710,223,0,64,36,212,262,35,139,133,595,98,18,67,25,2617,22,164
RO_101341,Brezoaele,2810,2310,141,0,13,8,53,146,2,20,17,208,16,6,3,5,1627,8,31
RO_101378,Bucşani,2707,2264,143,0,15,15,25,113,3,10,13,153,16,15,1,9,1718,2,13
RO_101458,Oraş Budeşti,5663,3305,380,0,32,36,247,140,1,17,21,269,19,45,1,15,2027,19,35
RO_101519,Bulbucata,1084,917,48,0,0,7,20,36,2,7,5,62,2,0,0,2,715,1,10
RO_101564,Butimanu,1824,1498,69,0,11,6,21,74,3,14,8,140,6,4,2,0,1122,1,17
RO_101617,Buturugeni,3088,2341,139,0,25,12,45,147,5,26,25,221,22,16,0,10,1614,7,27
RO_101662,Calugăreni,4287,2935,195,0,35,19,39,145,12,27,24,358,14,20,13,7,1987,10,30
RO_101724,Căscioarele,1336,1129,60,0,2,6,28,70,0,18,5,113,4,2,0,1,800,1,19
RO_101742,Cernica,8982,5577,253,0,36,22,113,406,13,71,62,509,44,36,10,14,3869,14,105
RO_101804,Chirnogi,5677,3010,306,0,19,21,48,157,3,31,35,441,29,10,9,15,1831,10,45
RO_101822,Chiselet,2446,1456,123,0,14,18,19,51,6,27,5,111,6,5,0,7,1040,1,23
RO_101840,Ciocăneşti,4123,2976,175,0,8,11,35,168,3,18,14,657,20,12,3,3,1809,16,24
RO_101902,Ciolpani,4408,2671,113,0,13,25,127,125,11,42,52,432,40,6,5,10,1615,6,49
RO_101957,Ciorogârla,5267,3438,171,0,26,22,182,217,6,70,54,359,34,14,6,17,2125,22,57
RO_101984,Clejani,2512,2002,162,0,8,7,8,56,0,8,3,123,10,6,3,4,1600,1,3
RO_102035,Clinceni,6654,3896,158,0,24,41,325,284,13,77,120,565,59,18,10,27,2056,20,99
RO_102071,Colibaşi,2534,1869,81,0,1,9,23,81,1,10,1,106,3,1,0,1,1539,2,10
RO_102106,Comana,5162,3744,97,0,17,50,23,107,7,11,13,225,18,13,1,7,3120,4,31
RO_102160,Corbeanca,8498,5378,162,0,36,136,1485,258,29,189,577,755,124,47,21,41,1278,51,185
RO_102213,Cornetu,5419,2744,107,0,21,30,183,184,10,78,63,458,47,32,8,23,1398,21,81
RO_102240,Coşereni,3486,2380,126,0,10,273,93,214,8,64,19,315,8,18,5,8,1160,11,48
RO_102286,Crevedia,5220,3915,206,0,26,21,434,274,22,80,130,456,51,27,9,23,2052,27,77
RO_102348,Crevedia Mare,3765,2592,145,0,15,16,937,125,3,22,20,213,13,50,0,7,994,6,26
RO_102419,Curcani,4003,2625,273,0,27,6,16,118,3,27,14,282,14,13,2,3,1800,8,19
RO_102446,Daia,1961,1393,104,0,12,14,28,68,3,9,8,146,5,5,2,6,960,2,21
RO_102473,Dascălu,2597,1887,118,0,7,10,106,181,8,52,29,214,22,8,3,12,1072,15,27
RO_102525,Dărăşti-Ilfov,2257,1655,47,0,4,6,184,58,2,14,6,301,1,11,7,4,990,2,18
RO_102543,1 Decembrie,7049,3610,168,0,30,27,259,279,15,113,117,1011,42,14,8,39,1366,14,108
RO_102570,Domneşti,9275,5594,171,0,87,42,422,317,16,124,278,623,80,41,13,22,3219,16,123
RO_102605,Dragomireşti-Vale,5070,3759,108,0,18,33,376,212,8,100,88,402,51,23,13,22,2197,13,95
RO_102641,Drăgoeşti,719,588,37,0,0,4,37,32,3,3,3,89,4,2,2,0,366,3,3
RO_102703,Dridu,2545,1606,139,0,9,2,39,131,7,33,16,193,27,3,5,7,965,3,27
RO_102749,Oraş Fierbinţi-Târg,3629,2417,111,0,12,14,139,157,8,36,23,193,36,20,7,8,1583,14,56
RO_102794,Floreşti-Stoeneşti,6974,3473,190,0,34,42,144,259,20,63,42,430,44,24,8,13,2073,12,75
RO_102838,Frăsinet,1234,918,29,0,2,4,7,36,0,3,2,50,6,4,2,0,766,3,4
RO_102909,Frăteşti,4180,2859,156,0,32,12,38,149,10,40,25,332,20,11,7,14,1983,9,21
RO_102945,Frumuşani,3848,2441,170,0,11,85,41,115,4,33,16,650,25,17,4,8,1210,12,40
RO_103014,Fundeni,3577,2544,149,0,8,7,63,200,3,11,10,344,10,17,0,8,1686,5,23
RO_103032,Oraş Fundulea,5103,3608,147,0,18,24,67,162,10,54,40,301,29,11,10,5,2680,9,41
RO_103087,Găiseni,4190,2474,172,0,20,19,34,139,9,18,10,308,13,9,4,9,1674,7,29
RO_103130,Găneasa,4355,3412,246,0,25,20,44,158,5,26,33,350,19,26,5,12,2392,9,42
RO_103194,Găujani,1850,1470,173,0,7,12,212,63,2,6,18,138,5,34,2,5,767,8,18
RO_103238,Ghimpaţi,4072,2966,55,0,4,0,19,25,1,0,1,124,4,7,3,1,2713,6,3
RO_103283,Gârbovi,2899,1764,131,0,8,15,616,107,3,21,24,206,20,38,2,11,537,10,15
RO_103309,Gogoşari,1297,942,32,0,8,3,15,20,0,1,5,47,3,3,1,4,797,1,2
RO_103354,Gostinu,1408,1037,119,0,3,24,10,48,0,5,2,104,1,11,0,0,702,1,7
RO_103372,Gostinari,1772,1326,54,0,2,6,1,57,1,13,7,117,2,7,5,1,1046,2,5
RO_103407,Grădinari,2650,1814,98,0,13,28,80,95,7,18,18,226,8,14,2,7,1165,5,30
RO_103443,Grădiştea,2528,1697,58,0,19,12,237,108,5,17,0,209,25,10,0,14,956,5,22
RO_103470,Greaca,1683,1321,65,0,1,12,28,64,5,12,13,293,7,2,3,4,784,4,24
RO_103513,Gruiu,5859,3737,213,0,15,31,303,252,11,45,53,453,35,25,10,16,2184,15,76
RO_103568,Gurbănesti,794,643,35,0,3,6,9,15,0,0,1,51,2,5,9,3,497,1,5
RO_103639,Hotarele,2611,2141,140,0,16,22,20,96,4,17,24,247,16,30,3,6,1479,4,17
RO_103693,Iepureşti,1483,1568,130,0,13,3,28,62,4,16,8,123,5,13,4,3,1141,4,11
RO_103764,Ileana,2311,1473,58,0,5,9,15,61,0,8,5,137,5,4,1,1,1146,3,15
RO_103862,Ion Roată,2785,1612,176,0,62,23,104,173,4,49,17,348,15,23,10,20,528,34,26
RO_103899,Izvoarele,2838,2185,48,0,3,3,2,24,0,3,3,55,3,7,1,2,2026,1,4
RO_103960,Jilavele,2559,1598,108,0,10,14,21,104,3,29,16,195,12,11,1,3,1041,7,23
RO_103997,Joiţa,3305,2322,131,0,31,79,131,140,5,34,163,279,20,24,11,11,1180,2,81
RO_104047,Letca Nouă,2496,2367,111,0,5,3,44,63,0,1,9,95,0,4,0,3,2028,0,1
RO_104083,Luica,1602,975,102,0,3,20,9,54,3,11,7,110,5,6,1,0,626,0,18
RO_104118,Mihai Bravu,1816,1337,88,0,6,9,15,74,0,6,3,134,10,10,1,3,964,0,14
RO_104136,Oraş Mihăileşti,6013,4891,318,0,46,19,60,184,4,66,29,455,20,43,2,14,3576,6,49
RO_104181,Mânăstirea,4072,2233,127,0,17,20,11,127,3,30,18,227,12,9,4,4,1593,2,29
RO_104225,Mârşa,2106,1490,83,0,12,8,133,75,2,12,15,120,3,22,2,6,975,6,16
RO_104243,Moara Vlăsiei,5366,2998,121,0,12,23,127,207,7,62,73,319,45,10,9,17,1854,17,95
RO_104270,Moviliţa,1938,1371,103,0,11,6,55,60,1,4,6,276,24,24,3,4,762,4,28
RO_104323,Nana,1732,1226,114,0,5,4,237,51,2,25,5,108,11,5,2,2,633,2,20
RO_104341,Nicolae Bălcescu,1229,961,56,0,2,13,15,67,1,5,3,102,4,5,0,2,678,0,8
RO_104387,Niculeşti,3325,1900,117,0,12,8,12,164,4,14,10,231,3,9,2,3,1288,3,18
RO_104421,Nuci,2139,1792,174,0,18,9,261,120,5,14,25,206,23,23,22,16,836,6,34
RO_104485,Ogrezeni,3687,2631,137,0,15,18,152,134,6,36,21,276,18,12,5,7,1741,8,45
RO_104519,Oinacu,2612,1995,106,0,2,2,18,41,2,7,0,79,14,2,3,1,1706,1,11
RO_104546,Periş,6089,3925,238,0,35,57,484,354,31,71,83,704,50,25,8,124,1507,40,114
RO_104582,Petrăchioaia,2826,2078,116,0,7,12,70,119,8,25,15,238,25,42,4,3,1362,2,30
RO_104635,Plătăreşti,2524,1788,63,0,7,3,44,83,1,15,6,154,8,1,1,5,1376,1,19
RO_104680,Prundu,3234,2076,145,0,8,8,18,61,1,10,8,302,5,6,0,5,1486,1,12
RO_104715,Putineiu,1753,1536,119,0,11,15,14,74,7,7,7,103,7,7,3,4,1151,0,7
RO_104751,Radovanu,3005,2590,101,0,7,14,62,72,10,25,15,612,8,12,6,7,1204,3,38
RO_104788,Răsuceni,1602,1209,55,0,9,0,24,39,0,1,0,24,1,16,0,0,1037,0,3
RO_104831,Roata de Jos,6285,3882,329,0,41,35,59,207,4,30,40,523,35,23,7,8,2510,6,25
RO_104886,Săruleşti,2228,1677,111,0,3,7,8,61,3,7,4,100,6,3,1,3,1350,4,5
RO_104975,Schitu,1159,1018,44,0,4,11,10,46,1,7,1,66,15,1,2,1,802,1,6
RO_105026,Sineşti,2148,1317,101,0,6,5,55,127,2,10,12,201,3,5,2,4,769,7,8
RO_105106,Singureni,2162,1630,99,0,7,0,13,51,2,6,7,276,2,9,1,1,1153,1,2
RO_105142,Slobozia Moară,1656,1393,92,0,3,8,24,102,1,17,15,217,7,6,1,5,869,3,23
RO_105160,Snagov,7004,4680,160,0,35,41,332,239,13,110,136,719,86,23,17,33,2547,27,162
RO_105222,Sohatu,1797,1327,169,0,11,7,15,66,4,10,6,81,16,15,1,5,910,0,11
RO_105259,Spanţov,3556,2163,200,0,8,21,23,145,2,19,7,193,16,4,1,8,1501,2,13
RO_105295,Stăneşti,2093,1544,118,0,8,18,15,61,3,9,8,182,7,12,2,6,1089,0,6
RO_105348,Stoeneşti,1476,1323,69,0,14,8,10,65,0,3,3,97,5,4,0,1,1040,0,4
RO_105384,Şoldanu,2466,1735,156,0,10,15,22,51,3,34,13,143,15,13,0,7,1219,13,21
RO_105419,Ştefăneştii de Jos,8831,6265,544,0,52,106,459,827,14,115,183,567,47,62,20,26,3052,15,176
RO_105455,Tămădău Mare,1914,1291,92,0,6,7,17,71,2,4,20,160,4,5,1,2,890,1,9
RO_105534,Tărtăşeşti,4234,2594,130,0,10,24,151,167,10,31,50,400,35,11,8,157,1356,7,47
RO_105570,Tunari,7337,4801,139,0,29,40,586,183,9,166,189,486,51,20,20,25,2649,28,181
RO_105605,Ulmeni,3733,2260,175,0,9,16,53,94,1,32,12,149,11,11,0,9,1656,7,23
RO_105623,Ulmi,5989,3698,171,0,17,672,415,200,13,52,36,492,47,27,5,16,1443,20,72
RO_105712,Valea Argovei,1772,1271,87,0,7,6,10,57,2,16,10,270,6,10,3,3,768,5,8
RO_105776,Valea Dragului,2192,1867,78,0,4,7,0,85,0,11,5,577,2,39,2,23,1021,3,10
RO_105794,Valea Măcrişului,1240,928,68,0,2,6,126,39,0,22,5,68,2,8,2,7,563,1,9
RO_105829,Vasilaţi,3164,2175,170,0,5,12,319,133,1,32,7,193,9,9,1,37,1218,1,28
RO_105874,Vărăşti,4571,3311,231,0,23,15,17,76,2,16,15,184,11,12,3,6,2680,2,18
RO_105909,Vedea,2082,1650,155,0,1,0,2,47,0,2,5,189,7,2,0,1,1229,0,10
RO_105936,Vidra,7380,3536,328,0,23,19,81,216,10,54,33,512,42,18,7,17,2091,12,73
RO_105972,Vânătorii Mici,3581,2684,174,0,16,17,127,172,4,20,15,255,15,12,4,6,1824,3,20
RO_106318,Municipiul Baia Mare,114480,48646,1737,0,450,642,7152,2191,300,1795,3217,6617,1353,4656,923,459,15280,336,1470
RO_106363,Groşi,3098,1631,51,0,8,13,164,73,8,59,93,260,58,35,29,10,716,8,46
RO_106407,Recea,5996,3986,143,0,36,59,323,169,27,110,151,675,83,169,27,24,1860,22,108
RO_106461,Oraş Tăuţii-Măgherăuş,8015,4392,192,0,29,87,413,231,18,117,191,592,112,448,32,31,1759,16,122
RO_106559,Municipiul Sighetu Marmaţiei,34877,13384,564,0,78,76,704,796,61,321,302,2419,241,1563,47,90,5779,70,272
RO_106620,Sarasău,2332,1255,73,0,12,7,49,118,7,23,12,174,17,14,6,13,694,6,30
RO_106648,Vadu Izei,2414,1386,59,0,3,9,36,66,3,33,18,298,13,5,3,8,806,6,19
RO_106684,Oraş Baia Sprie,14025,6492,245,0,36,197,529,316,35,170,274,1024,137,797,69,35,2401,45,165
RO_106746,Oraş Borşa,23207,9595,450,0,137,123,303,1156,24,145,93,1972,108,161,31,47,4641,27,154
RO_106782,Oraş Cavnic,4088,2313,75,0,10,11,230,134,14,33,50,411,26,122,13,15,1126,7,36
RO_106817,Oraş Târgu Lăpuş,10372,5825,222,0,29,47,177,221,19,101,127,1114,76,538,27,36,2968,12,110
RO_106979,Oraş Vişeu de Sus,14489,6234,355,0,32,149,190,427,15,50,84,625,66,151,10,32,3921,17,97
RO_107001,Ardusat,2251,1318,69,0,10,5,59,80,1,13,15,264,19,10,7,10,734,4,18
RO_107047,Ariniş,887,701,34,0,6,3,26,31,1,8,14,113,13,76,5,15,349,2,5
RO_107083,Asuaju de Sus,982,893,56,0,13,3,105,44,2,9,12,71,17,13,0,2,530,3,13
RO_107118,Băiţa de sub Codru,1446,1238,73,0,9,6,87,57,1,3,9,159,12,14,19,15,753,2,19
RO_107154,Băiuţ,1810,1003,64,0,8,3,58,47,6,19,12,94,22,208,3,5,442,3,9
RO_107190,Băseşti,1053,819,77,0,5,8,72,34,2,6,17,172,9,7,4,1,399,2,4
RO_107234,Bicaz,780,633,43,0,2,0,34,15,1,2,4,156,5,8,4,1,342,0,4
RO_107270,Bistra,3256,1801,232,0,12,55,23,100,3,14,15,232,23,12,6,17,1017,7,33
RO_107314,Bârsana,3776,2066,107,0,7,10,52,89,4,29,15,225,11,11,4,7,1450,6,29
RO_107350,Bocicoiu Mare,3732,1959,104,0,7,7,58,130,9,32,24,781,26,72,10,9,642,10,38
RO_107403,Bogdan Vodă,2405,1376,154,0,4,10,29,39,1,28,24,206,10,4,4,4,842,2,14
RO_107430,Boiu Mare,937,763,37,0,1,9,21,24,0,9,14,118,15,24,2,4,474,2,8
RO_107485,Botiza,2031,1304,50,0,5,95,39,37,0,25,0,201,2,0,0,3,835,3,9
RO_107519,Budeşti,2368,1557,125,0,10,12,51,118,1,12,17,217,13,7,2,13,940,6,13
RO_107546,Călineşti,2572,1627,79,0,6,33,73,53,3,13,19,250,14,12,1,5,1030,9,27
RO_107582,Cerneşti,2914,1997,97,0,18,20,595,127,3,21,38,317,33,33,3,10,613,7,41
RO_107662,Cicârlău,3700,1920,101,0,32,5,84,128,8,27,51,340,51,27,10,23,990,9,34
RO_107715,Câmpulung la Tisa,2010,1195,69,0,3,1,5,46,2,5,4,63,6,672,1,1,301,5,11
RO_107733,Copalnic-Mănăştur,4652,2904,157,0,14,27,219,162,6,31,46,398,36,34,9,7,1686,12,47
RO_107868,Coroieni,1725,1299,182,0,1,3,132,40,2,14,14,131,20,21,1,10,715,4,9
RO_107920,Cupşeni,2723,1840,71,0,18,5,134,27,0,17,20,204,14,24,3,7,1267,6,23
RO_107975,Deseşti,1898,1501,88,0,7,57,99,68,1,6,19,229,9,22,3,14,814,4,29
RO_108017,Oraş Dragomiresti,2507,1436,96,0,15,7,44,67,3,24,27,202,20,11,9,7,869,1,34
RO_108035,Dumbrăviţa,3686,2393,100,0,17,11,178,98,13,40,50,330,35,22,20,15,1393,12,57
RO_108106,Fărcaşa,3371,2185,145,0,18,9,121,127,7,36,39,351,33,30,6,10,1216,3,32
RO_108151,Giuleşti,2693,1762,110,0,5,11,97,51,4,26,7,210,5,9,3,6,1203,2,13
RO_108204,Ieud,3498,1475,89,0,8,9,93,73,4,10,7,156,14,5,2,4,978,2,21
RO_108222,Lăpuş,2886,1773,74,0,14,22,55,100,4,19,19,234,18,13,4,15,1149,5,28
RO_108240,Leordina,1987,1157,147,0,97,3,83,55,6,7,5,177,8,7,2,13,533,2,10
RO_108268,Mireşu Mare,3814,2472,106,0,11,9,72,107,2,17,27,358,36,19,7,8,1654,5,34
RO_108348,Moisei,7837,4396,271,0,31,54,127,267,4,87,61,704,35,28,16,18,2626,4,63
RO_108366,Oarţa de Jos,921,635,29,0,3,3,55,26,1,7,6,88,10,26,3,4,367,0,7
RO_108400,Ocna Şugatag,3493,2104,148,0,9,50,84,102,7,27,41,408,37,155,8,8,984,6,30
RO_108455,Petrova,1939,1147,140,0,24,36,20,68,1,8,8,178,10,7,6,7,614,3,17
RO_108473,Poienile de Sub Munte,7666,3903,451,0,20,7,78,1039,5,15,27,770,36,32,5,12,1377,6,23
RO_108491,Remetea Chioarului,2323,1589,109,0,6,16,67,82,6,13,13,167,20,139,13,5,903,3,27
RO_108552,Remeţi,2633,1252,141,0,5,7,48,109,4,15,19,170,21,76,4,5,612,5,11
RO_108598,Repedea,3703,1766,135,0,17,11,45,290,11,16,10,398,21,23,11,3,741,5,27
RO_108614,Rona de Jos,1651,1062,54,0,3,4,29,83,1,4,2,219,2,2,3,2,639,1,14
RO_108632,Rona de Sus,3709,1948,180,0,10,9,73,196,5,18,16,216,10,143,1,9,1030,9,23
RO_108669,Rozavlea,2684,1610,145,0,10,11,41,37,1,14,16,115,26,9,0,13,1152,2,16
RO_108696,Ruscova,4408,1696,154,0,13,7,57,174,3,23,12,249,31,7,1,12,929,7,17
RO_108712,Satulung,5054,3512,212,0,37,24,314,127,10,62,64,449,39,48,21,21,2035,10,38
RO_108794,Săcălăşeni,2071,1311,58,0,16,9,143,58,6,22,30,327,27,19,5,6,566,4,15
RO_108874,Săcel,2727,1883,148,0,50,41,71,160,12,27,3,402,21,3,2,6,825,2,32
RO_108892,Oraş Săliştea de Sus,4101,1802,147,0,22,68,128,101,7,27,21,231,13,18,7,23,939,5,45
RO_108918,Sălsig,1319,1077,81,0,11,1,31,34,0,25,20,141,16,5,3,0,677,1,31
RO_108945,Săpânţa,2654,1668,65,0,14,15,51,77,2,14,14,306,21,7,2,6,1045,2,15
RO_108963,Oraş Seini,7938,4063,171,0,18,24,146,223,17,68,76,446,68,516,18,21,2146,13,82
RO_109005,Strâmtura,2894,1441,176,0,12,5,47,54,6,16,10,253,11,21,2,7,793,5,23
RO_109041,Suciu de Sus,3131,2046,149,0,21,11,178,98,4,33,27,356,38,18,21,12,1015,15,50
RO_109096,Şişeşti,4487,2479,123,0,11,16,197,139,10,49,279,431,25,19,30,14,1047,10,79
RO_109176,Oraş Şomcuţa Mare,6262,3933,469,0,37,16,204,167,6,52,60,519,45,86,12,10,2192,10,48
RO_109265,Oraş Ulmeni,5801,3779,130,0,9,33,73,111,5,37,42,203,35,775,15,13,2266,2,30
RO_109354,Valea Chioarului,1634,1477,91,0,7,2,37,46,10,17,28,197,16,18,5,3,976,3,21
RO_109425,Vima Mică,1129,867,36,0,3,12,39,43,2,9,14,210,7,8,0,2,475,4,3
RO_109504,Vişeu de Jos,4099,2266,152,0,18,45,64,74,0,43,46,301,20,20,5,7,1422,9,36
RO_109773,Municipiul Drobeta-Turnu Severin,84224,33336,1376,0,246,377,2244,1752,179,740,676,5806,571,299,141,169,17771,356,574
RO_109826,Şimian,8872,4296,119,0,13,7,30,100,5,8,5,357,13,24,1,10,3585,5,14
RO_109924,Oraş Baia de Aramă,4449,2735,166,0,13,15,87,160,6,22,41,586,31,19,2,5,1515,15,52
RO_110027,Obârşia-Cloşani,790,622,42,0,5,0,13,45,1,2,6,98,0,1,1,0,398,0,10
RO_110063,Municipiul Orşova,9921,4678,239,0,22,33,185,229,19,48,77,1262,82,45,9,19,2280,49,80
RO_110116,Oraş Strehaia,8750,5052,412,0,9,22,140,214,5,28,32,623,20,28,5,11,3436,13,54
RO_110232,Oraş Vânju Mare,4682,2810,134,0,6,16,44,88,5,31,12,302,10,20,2,7,2018,16,14
RO_110296,Bala,2943,2128,135,0,5,13,107,106,3,34,5,495,14,21,1,11,1144,10,24
RO_110456,Balta,778,922,60,0,5,1,31,41,2,4,9,91,9,13,2,7,638,4,5
RO_110535,Bălăciţa,1980,1479,129,0,5,1,28,37,0,1,5,147,6,12,3,1,1098,1,5
RO_110571,Bâcleş,1322,1235,45,0,2,5,5,17,0,0,1,32,2,9,0,2,1114,0,1
RO_110688,Bâlvăneşti,1039,822,58,0,4,2,8,30,2,4,4,77,0,2,0,0,622,5,4
RO_110740,Brezniţa-Motru,1022,863,63,0,2,0,9,33,0,2,1,104,4,11,0,0,632,1,1
RO_110820,Brezniţa-Ocol,3239,1816,50,0,3,10,28,71,1,10,5,249,13,3,2,2,1352,7,10
RO_110875,Broşteni,2283,1816,78,0,3,2,43,109,0,22,21,506,10,14,3,9,974,4,18
RO_110946,Burila Mare,1654,1222,97,0,5,3,22,35,7,8,3,140,8,15,1,4,868,3,3
RO_111006,Butoieşti,2547,1997,111,0,11,5,37,170,4,9,14,288,12,7,0,5,1303,2,19
RO_111097,Căzăneşti,1699,1440,95,0,9,1,39,39,2,11,6,158,3,27,0,1,1034,7,8
RO_111220,Cireşu,383,383,18,0,0,1,10,7,1,0,2,30,2,0,0,5,300,2,5
RO_111275,Corcova,4821,3298,209,0,10,4,71,306,1,13,14,430,11,21,1,9,2177,4,17
RO_111417,Corlăţel,1052,719,36,0,5,1,11,40,0,0,0,92,0,2,0,0,532,0,0
RO_111444,Cujmir,2605,1822,97,0,7,2,60,55,5,14,5,148,5,12,1,4,1390,5,12
RO_111480,Devesel,2416,1865,120,0,2,4,22,57,0,3,10,155,20,37,0,3,1419,7,6
RO_111550,Dârvari,1957,1351,40,0,40,1,5,8,0,0,0,36,1,5,0,0,1215,0,0
RO_111587,Dumbrava,978,853,53,0,0,0,48,10,1,1,2,58,0,2,1,1,674,0,2
RO_111685,Floreşti,2144,1416,56,0,3,3,43,72,3,6,6,224,12,4,1,9,968,0,6
RO_111783,Gârla Mare,2670,1724,135,0,0,2,7,16,0,8,8,187,2,8,0,3,1338,2,8
RO_111818,Godeanu,430,587,24,0,3,2,5,13,0,1,3,59,3,4,1,0,467,2,0
RO_111863,Gogoşu,3268,1879,61,0,2,21,28,52,2,8,11,234,6,11,2,6,1322,1,3
RO_111916,Greci,921,867,58,0,3,4,8,38,3,3,5,102,5,2,1,2,622,2,9
RO_111989,Grozeşti,1518,908,40,0,3,6,65,28,1,3,3,94,5,7,0,4,648,0,1
RO_112030,Gruia,2127,1181,77,0,1,0,14,48,0,2,5,97,1,5,1,1,925,2,2
RO_112076,Hinova,2411,1878,117,0,5,13,30,74,1,5,10,275,25,10,3,9,1275,2,24
RO_112129,Husnicioara,941,1183,71,0,5,19,2,17,0,5,5,118,3,9,0,1,923,3,2
RO_112245,Eşelniţa,2406,1418,85,0,10,6,219,80,5,10,15,316,9,15,6,6,618,2,16
RO_112263,Ilovăţ,918,931,57,0,0,2,8,31,0,0,2,117,6,16,0,0,687,5,0
RO_112334,Iloviţa,1059,787,60,0,1,3,12,32,2,9,2,114,3,5,2,4,526,9,3
RO_112370,Isverna,1705,1265,68,0,3,22,32,30,2,4,3,250,3,3,2,6,819,4,13
RO_112469,Izvoru Bârzii,2331,1692,50,0,15,7,42,107,6,11,43,169,15,9,6,7,1188,5,12
RO_112548,Jiana,3676,1964,32,0,0,1,1,24,1,0,2,61,1,2,0,1,1821,0,1
RO_112600,Livezile,1144,1028,42,0,0,6,50,26,1,1,7,87,5,4,0,0,792,5,2
RO_112664,Malovăţ,2135,1614,100,0,3,5,28,59,2,10,16,222,10,7,12,2,985,135,18
RO_112744,Obârşia de Câmp,1370,1147,85,0,8,3,58,40,0,6,8,118,0,11,2,4,797,1,6
RO_112771,Oprişor,1528,1087,98,0,4,0,57,40,0,3,4,147,1,7,0,3,711,2,10
RO_112806,Pădina,886,884,59,0,4,2,27,9,6,2,5,195,0,11,2,0,560,2,0
RO_112879,Pătulele,2846,1894,91,0,2,1,15,84,1,4,1,181,2,12,1,1,1491,2,5
RO_112904,Dubova,832,802,30,0,3,0,24,29,2,8,4,106,13,12,1,0,555,3,12
RO_112959,Podeni,626,503,30,0,1,25,23,10,0,1,1,94,1,2,0,0,314,0,1
RO_112995,Ponoarele,1912,1391,91,0,6,11,52,103,1,18,2,289,12,11,0,3,773,4,15
RO_113153,Poroina Mare,751,886,31,0,4,4,22,15,0,1,4,56,2,6,4,1,726,1,9
RO_113206,Pristol,1148,866,46,0,0,2,14,15,0,1,0,249,2,1,0,0,532,0,4
RO_113233,Prunişor,1539,1531,79,0,2,1,21,88,0,14,8,142,12,39,3,3,1100,8,11
RO_113395,Punghina,2085,1128,17,0,0,0,4,14,0,0,1,31,3,6,0,0,1051,1,0
RO_113466,Rogova,1192,1012,72,0,3,0,76,39,3,8,6,89,7,21,2,0,673,5,8
RO_113493,Salcia,2204,1401,72,0,2,17,77,37,0,0,0,205,0,9,0,0,982,0,0
RO_113518,Stângăceaua,1021,846,56,0,3,0,73,30,1,0,2,63,6,3,1,2,606,0,0
RO_113607,Sviniţa,748,540,28,0,4,5,34,52,2,5,6,113,12,6,0,1,262,0,10
RO_113625,Şişeşti,2015,1338,61,0,3,10,19,70,3,3,4,266,9,3,0,4,865,3,15
RO_113698,Şovarna,1023,733,72,0,0,0,23,25,2,5,2,160,0,6,0,2,429,0,7
RO_113732,Tâmna,2385,1456,96,0,3,3,32,70,5,6,7,476,1,10,5,4,700,2,7
RO_113849,Vânători,1553,976,48,0,2,3,12,30,2,2,3,99,3,3,0,1,757,1,10
RO_113894,Vânjuleţ,1463,960,46,0,7,4,7,22,1,5,1,97,8,2,0,2,746,5,7
RO_113929,Vlădaia,1247,989,112,0,9,5,32,36,2,2,2,74,1,12,1,4,689,2,5
RO_113974,Voloiac,1271,968,48,0,3,1,25,37,0,1,1,117,5,21,0,4,695,1,9
RO_114060,Braniştea,1508,990,38,0,1,1,7,29,0,2,1,83,2,9,1,0,814,0,2
RO_114079,Vrata,1471,936,29,0,5,15,9,51,1,3,2,72,2,5,1,2,732,5,2
RO_114319,Municipiul Târgu Mureş,117965,64557,2125,0,331,410,4610,1650,210,2067,2413,6874,975,26106,223,646,14268,252,1358
RO_114355,Cristeşti,4927,2572,128,0,7,6,166,76,11,33,36,347,38,1063,3,38,583,6,29
RO_114382,Sâncraiu de Mureş,8649,4751,174,0,27,29,339,132,13,123,146,658,99,1024,18,55,1726,29,159
RO_114417,Sângeorgiu de Mureş,8773,4824,226,0,14,34,239,85,13,92,164,410,85,2600,14,45,705,34,64
RO_114453,Sântana de Mureş,5185,3168,149,0,9,57,139,79,8,73,86,424,30,1144,3,25,867,13,62
RO_114514,Municipiul Sighişoara,27091,10853,575,0,101,125,1274,641,63,324,388,1800,349,1457,53,142,3172,85,296
RO_114603,Albeşti,5011,2559,220,0,21,15,225,146,13,51,45,367,45,395,10,32,917,18,39
RO_114710,Oraş Luduş,14097,7374,291,0,33,30,341,289,29,193,204,1051,144,1334,18,61,3203,24,126
RO_114809,Municipiul Reghin,29669,14733,693,0,80,68,1478,552,57,304,388,1649,339,4147,58,111,4474,48,287
