gisco_id,name,registered,turnout,invalid,blank,UUR,FCER,Andreicuț,Puiu-Barraud,USR (2016),FD,UDMR/RMDSZ,PSD,AUR,SENS,REPER,RîA,S.O.S. România,PER,PNCR,ANC,PSDI,ARS,POT,DREPT,USR (1989),UPR,UBBR,UCRR,CRLR,ALAR (1999),UDSCR,UAR,UDTR,AMR,RO.AS.IT.,UER,FCR,APR-PE,UCR,FDGR/DFDR,UDTTMR,PNL,PNR [Partidul Nouă Românie],PPR,PRR,ADN,PLAN,PD,Hagimă,Banu-Muscel,PUGD,PP,Stoian,Secară,Curtean,Szűcs,Baciu [Gheorghe-Damian Baciu],PV,Iusein,Negoiță,Ion,Iancu,Toader,Karani,Sărmaș,Boșneagu,Tîrnoveanu,Ciobanu,POC,Dan [Aurelian-Leonard Dan],Dămureanu,Ștefan,Fanaca,Rusu,PNȚCD,Dumitrică,Olărașu,Cazacu,Moldovanu,Stegaru,Burlea,PPU,Voinea,Vlașin,Cirț,Măneanu,Tița,Renghea,Dan [Roberto Dan],David,Dumitru [Bogdan Dumitru],Dinulescu,Andrei-Ionuț Neșculescu,Bodnar,Drăgan,Balaș,Abrudan,Mocanu Gollent,Spiru,Spiridon [Silvian-Andrei Spiridon],Lisaru,Stancu,Pîrvulescu,Aga
RO_101145,Berceni,10138,6042,111,9,1,8,0,0,1076,84,11,925,986,259,150,9,385,35,22,3,15,4,511,85,3,1,3,0,2,0,1,2,1,5,6,2,0,6,1,0,0,1258,3,37,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101163,Bolintin-Deal,5247,2132,72,7,1,0,0,0,205,49,3,315,472,96,24,6,170,4,3,5,8,11,160,32,0,0,0,0,1,0,0,0,2,4,0,2,0,3,0,0,2,435,14,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101190,Oraş Bolintin-Vale,10657,3839,137,16,1,1,0,0,304,47,4,601,770,91,22,9,272,15,13,14,14,9,268,41,2,0,0,0,3,3,0,3,2,2,0,3,0,9,2,5,1,1103,12,15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101243,Radulesti,973,475,14,8,0,1,0,0,33,3,0,246,83,6,1,1,32,1,0,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101298,Brăneşti,8581,4919,130,20,1,1,0,0,538,63,4,698,821,168,61,7,276,22,8,6,19,4,446,54,3,2,6,0,0,1,1,3,4,4,8,2,0,6,0,1,3,1464,6,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101341,Brezoaele,2879,1545,33,4,3,1,0,0,78,20,2,615,284,20,10,5,133,3,2,2,7,6,123,16,0,0,3,2,1,0,1,2,0,4,0,0,0,0,1,0,1,135,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101378,Bucşani,2915,1889,53,7,2,2,0,0,39,7,3,196,185,7,1,5,89,5,3,4,8,1,44,5,1,0,0,1,1,2,1,3,0,2,2,4,2,0,0,3,0,1160,20,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101458,Oraş Budeşti,5941,2164,80,21,2,1,0,0,99,13,4,379,362,19,6,13,158,8,11,0,6,0,75,9,1,0,3,0,1,3,1,0,0,6,3,2,3,2,2,0,0,851,6,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101519,Bulbucata,1193,807,22,9,1,0,0,0,19,2,1,67,84,6,3,0,22,1,1,0,2,0,22,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,526,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101564,Butimanu,1919,1112,17,14,1,0,0,0,48,16,0,547,179,19,5,4,93,1,0,3,4,4,68,10,2,0,1,0,0,1,1,0,0,2,1,0,1,2,1,1,1,57,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101617,Buturugeni,3221,1739,56,9,0,0,0,0,68,8,6,209,352,25,2,1,138,4,4,5,2,4,93,8,0,0,2,1,1,5,0,1,0,4,0,1,0,5,0,0,2,698,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101662,Calugăreni,4413,2061,70,19,1,0,0,0,60,64,4,312,455,28,4,1,142,5,5,6,8,1,111,7,4,0,0,1,0,4,0,1,0,4,1,2,0,2,0,1,0,706,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101724,Căscioarele,1379,666,20,3,0,0,0,0,29,8,1,200,173,6,1,3,43,1,1,0,0,0,18,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,141,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101742,Cernica,9438,5105,204,21,2,2,0,0,292,54,6,702,1106,109,18,9,379,17,5,8,9,7,378,53,4,0,1,1,8,5,1,1,1,12,4,2,1,9,6,4,1,1585,12,39,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101804,Chirnogi,5801,2426,147,19,2,3,0,0,132,14,6,799,685,29,15,30,196,19,11,0,11,4,99,26,2,0,0,0,0,3,0,5,0,5,0,0,0,5,3,3,0,134,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101822,Chiselet,2555,1267,50,12,1,0,0,0,27,11,2,243,174,17,0,10,55,8,1,0,5,2,52,12,0,0,0,0,1,0,0,1,0,2,2,0,0,1,1,0,0,570,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101840,Ciocăneşti,4212,2016,49,15,1,0,0,0,75,70,2,800,464,31,5,6,184,2,1,7,17,4,173,13,2,0,0,0,0,6,3,2,0,2,3,1,0,2,3,1,0,58,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101902,Ciolpani,4607,2167,75,16,0,0,0,0,180,24,9,317,489,69,24,7,139,6,6,4,9,4,160,19,0,0,1,2,4,2,0,0,0,7,1,1,0,0,2,2,0,561,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101957,Ciorogârla,5470,2791,93,14,0,0,0,0,317,31,3,558,501,83,30,1,196,14,11,9,15,1,235,28,0,0,0,0,1,3,0,1,0,7,1,1,1,5,1,0,0,593,5,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_101984,Clejani,2927,2080,97,0,0,0,0,0,14,0,0,22,102,0,1,0,18,0,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1812,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102035,Clinceni,6992,4038,101,4,0,1,0,0,554,64,4,600,796,115,47,8,283,10,8,15,10,2,344,43,0,0,0,3,0,3,0,1,0,4,2,2,1,5,0,2,0,949,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102071,Colibaşi,2689,1721,39,11,1,1,0,0,39,10,2,245,226,17,2,2,89,1,7,8,6,2,79,4,0,0,0,0,1,1,0,1,0,4,0,0,0,0,0,0,0,903,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102106,Comana,5717,3106,83,11,0,0,0,0,117,18,12,1718,543,23,14,1,196,4,2,5,5,6,154,16,2,0,1,0,0,2,0,1,2,2,1,2,0,4,0,0,0,130,3,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102160,Corbeanca,9253,5540,58,6,0,10,0,0,1856,154,20,698,777,187,106,39,234,20,11,11,5,2,323,45,3,2,2,0,2,2,0,3,0,3,1,2,0,0,1,1,3,880,4,49,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102213,Cornetu,5631,2813,57,7,0,1,0,0,359,57,4,498,632,91,40,5,203,4,7,6,7,2,278,35,1,0,0,0,2,1,1,0,0,2,2,0,0,2,2,0,0,447,9,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102240,Coşereni,3584,1565,38,10,0,0,0,0,107,27,1,466,507,62,2,0,158,4,3,1,0,0,0,31,0,1,0,1,0,3,0,0,0,3,1,0,0,3,0,1,0,98,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102286,Crevedia,5685,3119,56,4,0,1,0,0,513,42,12,692,538,122,33,5,375,8,4,9,22,8,300,55,0,2,1,1,1,1,2,0,0,3,4,0,2,5,4,0,0,243,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102348,Crevedia Mare,3896,1687,55,12,0,1,0,0,473,12,1,264,329,19,3,8,123,6,1,7,2,5,92,7,3,1,0,0,0,1,0,0,0,1,2,1,0,1,0,3,0,229,13,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102419,Curcani,4058,1418,37,10,0,0,0,0,51,16,2,255,306,21,1,8,148,2,4,0,6,4,53,5,0,0,1,0,0,0,1,11,0,0,1,0,0,2,0,0,0,462,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102446,Daia,2279,1332,41,8,1,0,0,0,39,12,1,220,213,6,0,5,77,1,2,6,3,5,50,8,0,1,0,0,0,1,0,0,0,2,1,1,0,3,1,1,0,609,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102473,Dascălu,2718,1305,49,2,1,0,0,0,141,17,1,302,357,34,13,1,136,6,4,3,7,1,101,12,1,1,1,1,0,2,0,1,0,1,1,0,0,0,0,0,0,83,1,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102525,Dărăşti-Ilfov,2320,1153,65,4,0,1,0,0,88,86,0,332,293,16,2,3,95,4,4,0,4,0,65,11,0,0,1,2,0,2,0,1,0,2,0,0,0,0,1,0,0,65,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102543,1 Decembrie,7231,3497,93,9,1,0,0,0,461,47,5,517,807,115,51,4,287,15,11,14,13,4,272,42,0,1,0,3,2,1,0,0,0,10,3,2,1,166,0,1,2,495,6,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102570,Domneşti,10108,5843,103,11,0,2,0,0,789,139,13,711,943,137,90,6,326,23,9,8,15,5,372,56,1,0,0,0,2,4,2,2,1,6,3,2,0,3,6,0,1,1980,14,41,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102605,Dragomireşti-Vale,5612,3369,85,15,1,1,0,0,493,39,4,455,583,105,38,5,215,22,9,7,14,3,355,30,1,1,0,0,0,0,0,1,1,3,0,4,1,0,2,1,1,837,5,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102641,Drăgoeşti,783,447,14,5,0,0,0,0,17,7,0,258,80,6,2,1,31,0,1,3,0,0,0,5,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102703,Dridu,2625,1242,45,3,0,0,0,0,80,15,2,548,273,29,13,1,111,7,3,1,0,1,0,18,1,0,1,0,0,0,0,6,0,1,0,1,0,1,2,1,1,69,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102749,Oraş Fierbinţi-Târg,3774,1655,51,3,0,0,0,0,144,72,3,597,387,48,12,3,155,2,2,2,0,8,0,21,2,0,0,0,0,0,2,2,1,1,1,1,1,2,1,0,0,102,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102794,Floreşti-Stoeneşti,7167,3530,63,21,1,2,0,0,235,35,8,372,695,96,39,11,283,7,10,8,29,9,223,28,5,1,0,0,0,4,0,1,0,3,1,1,1,4,1,2,0,1269,18,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102838,Frăsinet,1367,790,41,6,1,1,0,0,45,6,3,423,122,6,2,5,30,2,20,0,1,1,26,10,2,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,22,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102909,Frăteşti,4883,2666,70,8,0,1,0,0,88,33,6,533,382,29,6,4,177,1,5,8,9,0,123,7,1,1,0,0,1,2,0,0,0,1,2,2,0,2,0,1,1,1133,8,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_102945,Frumuşani,4212,1634,80,9,1,0,0,0,138,21,0,470,424,46,11,9,166,5,6,0,4,2,99,19,1,1,0,1,2,0,2,7,0,5,1,1,0,2,0,0,0,82,5,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103014,Fundeni,3799,1825,126,13,0,0,0,0,118,11,4,631,394,43,7,6,199,3,6,0,5,1,82,11,0,1,0,0,0,5,0,0,0,2,1,0,0,2,5,0,0,136,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103032,Oraş Fundulea,5412,2941,158,26,1,0,0,0,181,23,2,1254,460,68,22,13,192,14,13,0,15,2,117,33,1,0,1,1,0,2,0,1,0,2,1,1,1,3,2,5,2,285,8,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103087,Găiseni,4384,1825,77,13,1,1,0,0,76,11,3,267,482,27,4,4,164,4,7,8,4,5,98,9,1,0,0,0,2,6,0,1,0,3,1,2,1,5,1,3,0,506,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103130,Găneasa,4587,2540,113,27,0,1,0,0,121,9,0,165,399,27,11,3,146,7,10,14,11,2,129,11,1,0,3,0,3,0,0,2,3,7,1,7,1,3,2,0,1,1271,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103194,Găujani,1987,963,82,14,1,0,0,0,52,7,3,389,132,5,1,0,41,0,8,5,0,1,32,2,1,1,0,0,0,1,1,0,0,3,0,3,0,2,0,1,0,167,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103238,Ghimpaţi,4574,2438,120,1,1,0,0,0,104,14,5,206,308,8,2,1,60,1,1,3,3,1,37,4,0,0,0,1,0,5,0,0,1,4,1,0,7,6,1,0,0,1524,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103283,Gârbovi,2937,1044,24,2,0,0,0,0,282,17,2,213,220,18,8,3,140,4,5,2,0,3,0,13,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,58,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103309,Gogoşari,1617,1051,26,7,0,0,0,0,12,2,1,112,78,3,2,0,30,1,3,2,2,0,18,3,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,733,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103354,Gostinu,1539,757,33,8,0,1,0,0,18,3,2,186,140,10,2,0,26,1,1,0,8,1,24,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,279,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103372,Gostinari,1906,787,54,5,0,1,0,0,22,8,2,321,204,5,0,2,48,0,0,1,4,1,35,2,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,54,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103407,Grădinari,2788,1245,18,1,1,1,0,0,121,15,2,225,270,15,8,3,115,1,2,5,1,2,105,8,1,1,4,1,0,2,0,3,1,1,1,2,3,3,1,1,1,278,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103443,Grădiştea,2642,1309,53,2,0,0,0,0,65,20,4,226,305,21,4,2,105,3,3,3,2,2,93,7,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,361,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103470,Greaca,1803,991,61,5,0,0,0,0,28,9,3,411,233,16,2,1,52,4,0,2,2,4,79,4,0,1,0,1,1,1,0,0,0,3,0,0,1,1,1,1,0,49,5,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103513,Gruiu,6048,3064,111,16,2,0,0,0,164,38,7,376,801,51,33,5,245,10,4,6,13,2,234,32,1,0,0,0,0,1,0,0,1,2,1,0,2,2,2,1,2,864,6,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103568,Gurbănesti,1123,781,76,4,0,1,0,0,15,1,1,510,92,1,2,3,21,1,1,0,1,0,14,2,0,0,1,0,0,0,0,1,0,1,1,2,0,0,1,0,0,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103639,Hotarele,2708,1371,30,7,0,0,0,0,90,9,1,287,265,27,6,1,102,2,0,3,3,0,116,11,2,1,1,4,1,1,0,0,0,1,0,0,0,0,0,0,2,380,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_103693,Iepureşti,1620,966,28,3,1,0,0,0,26,8,3,134,112,10,24,2,63,2,0,3,2,2,49,3,0,1,1,0,0,0,1,0,0,1,2,0,1,0,0,0,1,479,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
