gisco_id,name,registered,turnout,invalid,blank,UUR,FCER,Andreicuț,Puiu-Barraud,USR (2016),FD,UDMR/RMDSZ,PSD,AUR,SENS,REPER,RîA,S.O.S. România,PER,PNCR,ANC,PSDI,ARS,POT,DREPT,USR (1989),UPR,UBBR,UCRR,CRLR,ALAR (1999),UDSCR,UAR,UDTR,AMR,RO.AS.IT.,UER,FCR,APR-PE,UCR,FDGR/DFDR,UDTTMR,PNL,PNR [Partidul Nouă Românie],PPR,PRR,ADN,PLAN,PD,Hagimă,Banu-Muscel,PUGD,PP,Stoian,Secară,Curtean,Szűcs,Baciu [Gheorghe-Damian Baciu],PV,Iusein,Negoiță,Ion,Iancu,Toader,Karani,Sărmaș,Boșneagu,Tîrnoveanu,Ciobanu,POC,Dan [Aurelian-Leonard Dan],Dămureanu,Ștefan,Fanaca,Rusu,PNȚCD,Dumitrică,Olărașu,Cazacu,Moldovanu,Stegaru,Burlea,PPU,Voinea,Vlașin,Cirț,Măneanu,Tița,Renghea,Dan [Roberto Dan],David,Dumitru [Bogdan Dumitru],Dinulescu,Andrei-Ionuț Neșculescu,Bodnar,Drăgan,Balaș,Abrudan,Mocanu Gollent,Spiru,Spiridon [Silvian-Andrei Spiridon],Lisaru,Stancu,Pîrvulescu,Aga
RO_001017,Municipiul Alba Iulia,64561,34805,378,91,4,23,0,0,4914,521,522,6406,5832,1252,443,713,1497,213,489,92,62,0,3000,400,8,4,23,132,4,22,4,9,7,38,5,20,7,28,8,14,7,7319,59,183,20,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_001071,Ciugud,3128,2050,27,5,1,0,0,0,171,47,21,291,332,46,28,28,64,13,36,9,13,0,189,29,2,0,3,18,4,2,0,0,0,5,0,0,0,1,1,0,0,638,15,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_001151,Oraş Abrud,4488,2133,23,4,0,0,0,0,101,17,22,793,414,39,11,18,143,7,22,9,13,0,188,10,1,0,1,10,0,0,0,2,0,7,2,3,1,0,0,1,0,257,2,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_001213,Municipiul Aiud,21099,9824,150,39,1,3,0,0,772,128,1377,2676,1367,269,161,44,353,41,81,25,21,0,835,95,3,0,10,37,3,17,2,1,1,14,3,9,0,4,7,7,2,1202,21,32,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_001348,Municipiul Blaj,16930,8167,110,42,7,4,0,0,720,84,309,1270,1312,236,67,46,424,45,113,16,17,0,781,78,7,0,5,21,3,7,2,0,3,20,1,10,3,14,4,8,0,2289,45,31,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_001455,Oraş Câmpeni,6154,3307,52,18,1,0,0,0,151,24,16,829,748,47,21,12,306,13,39,11,19,0,328,16,1,2,1,10,2,7,0,1,1,8,2,7,3,2,2,4,0,579,7,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_001696,Oraş Cugir,21215,9921,176,48,4,1,0,0,1152,118,94,2646,1575,298,89,30,515,64,84,33,38,0,886,69,7,1,5,18,1,7,1,3,3,21,4,7,2,23,3,4,0,1806,30,39,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_001794,Oraş Ocna Mureş,11460,4739,72,24,4,4,0,0,404,59,232,921,659,99,33,21,308,36,80,9,13,0,447,58,1,1,4,18,2,8,1,4,1,13,1,5,3,8,5,6,0,1118,25,26,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_001874,Municipiul Sebeş,26780,13070,141,49,2,6,0,0,1264,147,56,1805,2583,382,137,100,738,63,117,30,24,0,1381,141,2,5,8,27,1,12,0,5,2,28,3,10,5,10,4,71,4,3581,41,63,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_001936,Oraş Zlatna,6673,3326,44,15,0,2,0,0,155,39,29,580,715,47,15,12,164,8,44,8,12,0,288,21,2,1,1,38,1,2,1,0,0,9,3,6,2,1,2,0,1,1013,16,21,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_002130,Albac,1722,961,24,11,0,0,0,0,34,8,5,411,163,8,2,3,31,4,36,0,3,0,89,5,0,0,0,4,0,2,0,0,0,4,0,0,0,1,1,1,0,101,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_002309,Almaşu Mare,1067,565,3,3,1,0,0,0,44,48,9,77,136,5,1,2,35,8,11,1,1,0,19,3,0,0,1,16,0,1,1,0,0,2,0,0,0,1,0,0,1,130,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_002381,Arieşeni,1400,924,9,6,0,1,0,0,29,2,4,142,137,2,2,13,12,6,56,1,3,0,62,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,1,0,416,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_002577,Avram Iancu,1202,669,21,9,2,0,0,0,12,5,5,289,164,5,3,4,42,1,7,1,3,0,36,2,0,0,1,0,0,2,1,0,0,1,0,0,0,2,1,0,2,45,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_002915,Oraş Baia de Arieş,3313,1439,16,8,0,2,0,0,61,30,14,294,537,20,13,2,66,2,17,1,4,0,87,6,0,0,2,10,1,6,0,0,1,5,0,2,0,0,1,0,1,225,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_002988,Berghin,1679,807,18,7,2,1,0,0,37,12,8,104,188,9,3,9,44,4,14,1,3,0,74,8,0,0,1,8,0,0,1,2,0,2,1,1,0,0,1,1,0,228,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_003039,Bistra,3841,1800,32,5,0,0,0,0,70,17,3,398,516,27,6,8,124,14,34,6,6,0,186,18,0,1,1,10,1,5,0,1,0,7,1,1,0,2,3,0,0,283,5,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_003397,Blandiana,860,433,7,3,0,0,0,0,29,3,3,79,59,8,2,1,19,5,4,1,2,0,51,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,150,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_003459,Bucium,1294,726,21,2,0,1,0,0,16,4,5,324,150,5,4,3,22,5,12,2,4,0,47,2,0,0,0,3,0,1,0,0,0,3,0,1,0,1,0,0,0,83,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_003761,Cenade,881,390,12,5,1,0,0,0,12,5,2,26,53,4,0,2,32,2,7,0,0,0,24,1,0,0,0,3,0,1,0,0,1,3,1,0,0,0,0,1,0,186,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_003805,Cergău,1346,671,11,7,1,0,0,0,64,5,5,90,113,13,2,3,55,3,10,1,1,0,63,6,1,0,0,1,0,2,0,0,0,3,0,3,0,1,0,1,0,199,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_003841,Ceru-Băcăinţi,249,159,5,1,0,0,0,0,4,3,2,56,9,1,0,0,4,0,2,0,1,0,6,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_003958,Cetatea de Baltă,2489,985,17,12,0,0,0,0,36,10,140,105,198,10,1,8,47,3,13,1,3,0,115,4,2,1,0,5,0,4,1,0,1,1,0,1,0,4,0,2,0,232,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004008,Ciuruleasa,1009,648,20,8,0,0,0,0,20,2,2,298,155,6,2,1,27,4,6,3,6,0,30,0,1,0,0,13,0,0,0,0,2,3,1,2,0,1,2,2,0,24,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004106,Câlnic,1610,858,23,13,0,0,0,0,21,4,1,105,152,4,5,10,51,8,15,1,3,0,77,2,1,0,1,4,1,3,1,0,1,2,0,0,0,11,0,1,0,321,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004142,Cricău,1793,1006,10,4,2,1,0,0,38,14,8,183,250,21,1,6,63,8,13,5,2,0,72,4,0,0,0,4,1,3,0,0,0,3,0,0,0,0,1,0,0,278,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004188,Crăciunelu de Jos,1802,964,17,14,1,0,0,0,167,11,17,105,190,19,5,6,59,4,8,3,11,0,93,13,0,0,0,3,0,1,0,1,1,7,0,1,1,3,0,0,0,195,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004240,Daia Română,2642,1436,8,16,0,0,0,0,72,4,5,149,252,17,5,9,51,10,7,6,7,0,165,9,1,0,0,3,0,6,0,0,0,4,0,0,0,1,3,1,0,606,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004268,Doştat,881,501,7,7,1,1,0,0,15,15,4,49,60,6,0,2,22,1,12,4,0,0,27,7,0,0,0,2,0,2,0,0,0,2,0,2,1,1,0,0,0,246,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004302,Fărău,1354,773,5,19,0,1,0,0,18,4,78,95,63,0,2,0,35,1,14,0,2,0,36,3,0,0,0,4,0,0,0,1,0,4,0,2,0,0,0,0,1,375,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004366,Galda de Jos,3910,2003,17,10,0,1,0,0,178,31,113,283,407,48,16,18,146,16,12,3,6,0,189,18,0,0,3,6,0,6,1,0,0,7,0,3,0,1,1,1,1,431,11,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004482,Gârbova,1768,743,5,12,0,1,0,0,33,20,3,115,115,17,0,2,38,1,9,1,2,0,109,13,0,0,0,3,1,0,0,0,0,2,0,0,0,2,1,12,0,220,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004525,Gârda de Sus,1267,613,12,6,0,0,0,0,19,8,0,218,110,4,1,11,23,2,26,2,4,0,37,3,0,1,2,0,0,2,0,0,0,3,0,2,0,0,2,0,0,106,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004703,Hopârta,960,496,9,3,0,1,0,0,21,8,8,55,80,1,0,0,22,2,11,2,4,0,36,3,2,0,0,4,0,3,0,0,0,1,0,2,0,1,0,1,0,209,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004767,Horea,1646,869,12,7,0,0,0,0,25,5,9,123,187,4,0,1,33,3,113,1,3,0,91,3,0,0,2,5,1,4,0,0,0,0,1,0,2,0,1,1,0,218,5,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004927,Ighiu,6108,3040,46,24,1,1,0,0,211,40,20,465,683,42,15,26,177,20,85,16,5,0,313,31,2,0,5,9,0,6,0,2,0,15,1,3,5,4,2,0,0,728,16,15,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_004981,Întregalde,555,255,2,4,0,0,0,0,10,5,4,26,51,1,2,2,11,2,3,2,0,0,20,1,1,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_005103,Jidvei,4335,2180,55,29,2,3,0,0,80,19,28,193,391,16,8,5,134,11,12,4,0,0,176,19,2,2,0,7,2,10,0,1,1,7,2,6,2,6,0,1,2,922,10,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_005167,Livezile,1205,707,9,2,1,0,0,0,36,11,10,128,116,7,4,1,26,2,5,0,3,0,60,5,0,0,0,4,0,1,0,0,0,1,0,1,1,0,1,1,1,262,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_005210,Lopadea Nouă,2283,1361,11,13,2,0,0,0,14,10,606,99,87,10,3,0,28,2,12,3,2,0,66,4,0,0,1,4,1,11,0,0,0,4,1,0,0,0,0,0,0,351,9,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_005309,Lunca Mureşului,2046,840,8,9,2,1,0,0,38,7,230,103,155,9,5,5,48,4,8,1,6,0,63,12,1,0,2,3,0,3,0,0,0,4,0,2,1,3,1,0,0,100,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_005336,Lupşa,2492,1312,19,7,1,1,0,0,43,13,5,384,354,18,5,5,71,5,11,2,4,0,99,7,0,0,0,3,1,7,0,0,0,4,1,2,0,0,0,2,0,218,9,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_005577,Meteş,2401,1252,12,7,3,0,0,0,58,11,11,229,296,11,2,14,55,3,14,1,4,0,116,10,1,1,0,6,0,4,0,0,0,3,0,0,0,1,0,2,1,368,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_005700,Mihalţ,2799,1572,25,12,1,0,0,0,85,11,7,241,318,25,12,7,84,3,7,2,3,0,129,6,0,0,0,7,0,1,0,0,1,3,1,1,0,1,0,0,0,564,7,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_005755,Mirăslău,1781,930,17,6,0,0,0,0,76,11,187,242,120,22,6,0,47,4,11,2,2,0,73,2,0,1,1,4,0,1,0,1,0,0,0,0,0,1,0,0,0,87,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_005826,Mogoş,712,298,2,5,0,0,0,0,15,3,4,47,70,1,0,0,17,0,3,0,0,0,14,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,111,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006048,Noşlac,1567,602,7,6,0,0,0,0,25,6,93,87,102,7,1,0,29,3,7,1,4,0,56,2,0,0,0,4,0,2,0,1,0,3,0,1,0,1,0,1,0,143,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006119,Ocoliş,502,325,3,5,0,0,0,0,18,6,5,32,51,7,1,0,9,1,4,1,0,0,7,1,0,0,0,3,0,1,0,1,1,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006164,Ohaba,587,334,2,5,0,1,0,0,7,5,1,63,69,3,0,4,8,3,5,3,1,0,14,1,0,0,1,5,0,0,0,0,0,2,0,0,1,1,0,0,0,124,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006217,Pianu,3121,1563,23,6,0,1,0,0,111,8,7,190,354,27,13,7,117,100,12,3,5,0,269,11,2,1,5,4,0,1,0,1,0,4,0,2,0,1,3,1,0,266,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006271,Poiana Vadului,853,354,8,6,0,0,0,0,8,3,1,106,107,0,1,0,9,0,5,0,2,0,38,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,48,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006397,Ponor,609,351,6,4,0,1,0,0,9,4,3,31,90,2,2,0,7,0,7,0,1,0,14,2,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,161,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006468,Poşaga,880,443,8,3,0,0,0,0,35,4,7,168,53,5,5,0,14,4,4,0,2,0,18,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006547,Rădeşti,1177,727,8,10,0,0,0,0,22,9,99,117,106,4,2,3,28,5,5,1,2,0,44,4,1,0,0,3,0,1,0,0,0,3,0,0,0,1,1,0,0,234,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006592,Râmetea,932,523,7,3,0,0,0,0,10,2,416,17,26,4,2,0,3,0,3,0,0,0,4,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006627,Râmeţ,607,373,9,3,0,0,0,0,13,9,5,167,29,4,1,2,13,1,3,0,1,0,13,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0,91,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006761,Roşia Montană,2218,1210,22,6,0,0,0,0,47,8,12,284,331,13,9,6,78,3,12,0,1,0,68,4,1,0,0,7,0,1,0,0,1,2,0,1,0,0,0,1,0,286,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006930,Roşia de Secaş,1262,472,9,2,0,0,0,0,20,6,5,81,138,5,2,3,31,4,5,1,0,0,50,6,0,0,2,0,0,0,1,0,0,1,0,3,0,1,0,1,1,86,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_006976,Sălciua,1276,631,9,5,0,0,0,0,38,11,9,99,157,9,10,1,24,0,3,0,2,0,59,1,0,0,0,3,0,1,0,0,0,1,0,0,0,1,0,0,0,184,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
