gisco_id,name,registered,turnout,invalid,blank,UDMR/RMDSZ,PMP,PSD,PNL,USR+,PPR,PUSL,AUR,PV,PER,ARN,PRM,UAR,UUR,USR (1989),UDTR,FCER,RO.AS.IT.,UCRR,CRLR,UCR,APR-PE,UER,UBBR,ALAR (1999),AMR,UDSCR,PSR,PNR [Partidul Nouă Românie],PCN,ND,PNRo,Baciu [Virgil Baciu],Tiberiu,Duma,PNȚCD,Cioanca,Raţiu,Erwin-Vlad Albu,PFN,Tabarac,Calu,Andrei,AD,Naş,UDTTMR,Martin,Cristea,Petrea,Jalbă,Re:start,Costea [Vlad Costea],Felicia,Holicov,Mitoşeriu,Matei,Zmaranda,Zainea,Pescaru,Bendorfean,Apostolache,Dumitru [Bogdan Dumitru],Rădulescu [Virgil-Florin Rădulescu],Duţă [Maria-Mihaela Duţă],Papici,BUN,Trăscăian,Vecerdea,Ichim,Zamfir-Ignat,Gică,Cîțu,Geonea,Nicolae,Şerban,Oprea,Stochiţă,Radu
RO_109005,Strâmtura,3048,851,14,16,7,60,167,328,47,45,8,64,0,17,10,29,0,3,2,1,3,1,1,0,0,1,0,2,0,0,2,0,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109041,Suciu de Sus,3242,1155,25,14,10,26,657,236,47,26,19,50,2,16,0,7,1,2,0,0,2,0,0,0,2,3,3,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109096,Şişeşti,4613,1371,13,10,4,101,213,537,204,58,8,142,1,29,6,9,1,5,1,1,3,1,0,0,2,1,0,2,1,1,0,0,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109176,Oraş Şomcuţa Mare,6550,2068,32,25,37,83,907,438,194,138,12,112,1,14,4,17,1,0,0,1,2,0,1,0,0,19,0,0,1,2,1,0,9,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109265,Oraş Ulmeni,6077,3103,27,22,578,1663,279,196,80,69,5,85,1,33,7,35,1,0,0,1,1,0,0,0,0,5,2,0,2,1,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109354,Valea Chioarului,1848,818,11,15,9,77,277,130,92,69,51,59,0,8,1,6,1,1,2,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109425,Vima Mică,1259,414,3,2,10,15,172,83,27,39,8,21,0,20,0,3,0,3,0,0,0,0,0,0,0,1,0,1,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109504,Vişeu de Jos,4258,1024,13,12,2,42,273,363,128,85,9,43,4,3,6,11,1,9,1,1,0,0,1,0,1,0,0,0,1,1,1,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109773,Municipiul Drobeta-Turnu Severin,89461,24152,437,80,70,1518,10207,6430,1869,1068,177,1267,0,189,176,152,5,5,6,15,12,11,3,1,34,29,21,2,24,31,5,144,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109826,Şimian,11550,6699,42,16,12,258,818,5226,95,52,17,119,0,6,1,6,0,2,0,3,0,1,0,1,2,1,0,0,6,5,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_109924,Oraş Baia de Aramă,4686,1719,40,16,8,191,573,493,94,59,21,127,0,0,42,18,0,0,0,2,1,0,0,0,1,11,4,2,4,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110027,Obârşia-Cloşani,876,463,10,6,3,34,91,222,22,21,4,40,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110063,Municipiul Orşova,10608,2445,29,9,15,135,816,614,166,320,13,187,0,24,21,25,1,2,7,1,2,0,0,1,5,8,0,0,3,6,14,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110116,Oraş Strehaia,8355,2740,55,24,9,107,1417,647,68,119,22,172,0,11,1,12,0,0,0,1,1,0,1,0,4,8,1,0,14,12,0,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110232,Oraş Vânju Mare,5013,2020,32,17,1,85,1106,502,67,55,14,72,0,1,4,14,1,2,3,1,1,0,0,1,2,10,0,0,5,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110296,Bala,3464,1722,36,13,18,224,522,559,67,92,13,107,0,8,5,16,1,0,1,4,0,0,0,0,1,1,2,0,11,1,0,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110456,Balta,1092,802,13,15,6,351,219,106,13,31,0,25,0,1,1,9,0,0,0,0,1,0,0,0,2,1,0,1,1,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110535,Bălăciţa,2363,913,25,9,2,36,480,164,10,68,11,85,0,1,0,6,0,0,1,0,0,1,1,0,0,1,0,0,2,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110571,Bâcleş,1772,1237,19,18,6,44,207,861,21,6,8,18,0,6,1,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110688,Bâlvăneşti,912,525,7,9,0,14,221,221,2,12,2,13,0,0,0,5,0,0,1,1,1,0,0,0,1,1,3,0,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110740,Brezniţa-Motru,1202,515,7,6,3,18,159,266,15,7,5,19,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110820,Brezniţa-Ocol,3461,984,13,12,6,87,527,155,27,36,7,54,0,5,11,10,0,0,0,1,0,1,0,0,1,7,1,0,2,0,0,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110875,Broşteni,2683,1260,20,12,1,62,556,386,49,24,6,103,0,4,4,4,0,0,0,2,1,0,0,0,2,3,1,0,2,2,1,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_110946,Burila Mare,1837,1069,11,7,7,55,350,460,39,37,10,57,0,5,1,5,0,2,2,2,2,0,0,0,0,2,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111006,Butoieşti,2544,1504,40,33,3,387,274,554,43,26,6,95,0,3,6,12,0,0,0,1,0,0,0,1,0,1,1,1,5,3,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111097,Căzăneşti,2144,1219,20,19,4,15,618,363,19,54,11,63,0,3,3,4,0,0,0,2,2,0,0,0,2,1,1,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111220,Cireşu,692,562,6,12,2,12,201,278,17,9,0,13,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111275,Corcova,5015,2232,49,26,26,91,611,989,76,68,15,181,0,3,7,16,2,1,2,4,2,1,0,0,0,38,0,0,8,3,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111417,Corlăţel,1094,476,19,9,0,33,183,176,7,15,4,14,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111444,Cujmir,2765,1312,30,21,4,32,511,604,19,13,9,38,0,9,2,7,0,0,0,0,1,0,0,1,0,1,0,1,2,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111480,Devesel,2702,994,16,8,1,66,307,473,17,26,3,42,0,3,7,7,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111550,Dârvari,2234,1114,10,5,2,95,569,358,13,15,0,26,0,0,0,6,0,0,0,0,1,0,1,1,1,2,1,0,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111587,Dumbrava,1288,706,17,10,3,27,467,126,9,27,3,6,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111685,Floreşti,2408,1128,12,2,0,46,714,213,28,15,2,80,0,0,2,2,0,2,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111783,Gârla Mare,3279,1410,17,14,1,86,602,592,24,17,1,27,0,1,1,3,0,0,0,0,1,1,0,0,0,5,1,0,1,0,2,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111818,Godeanu,693,426,3,7,0,47,85,242,5,12,2,10,0,0,0,2,0,0,1,0,1,0,0,1,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111863,Gogoşu,3511,1208,24,9,1,35,241,761,29,8,6,44,0,1,0,4,0,0,3,1,1,0,1,0,0,23,0,0,1,2,2,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111916,Greci,1442,873,14,4,0,51,402,294,24,38,5,24,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_111989,Grozeşti,1588,578,29,0,4,59,238,124,20,52,12,16,0,0,1,8,0,0,0,1,0,0,0,0,0,2,0,1,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112030,Gruia,2306,732,41,0,5,78,199,256,23,12,4,50,0,1,24,9,0,0,1,0,0,0,0,0,0,20,2,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112076,Hinova,2568,839,17,8,6,70,352,259,18,27,7,43,0,1,1,10,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112129,Husnicioara,1355,823,18,16,2,43,184,477,9,40,3,10,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112245,Eşelniţa,2421,838,18,9,6,45,395,129,48,53,3,82,0,2,4,7,0,0,3,0,0,0,0,0,0,15,0,0,1,1,11,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112263,Ilovăţ,1282,761,12,9,5,29,245,373,10,10,5,37,0,1,1,5,0,0,1,1,0,0,0,0,0,1,3,0,1,4,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112334,Iloviţa,1195,512,12,10,3,34,193,133,40,22,3,24,0,1,8,3,0,0,4,1,0,0,0,1,6,2,1,1,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112370,Isverna,2053,1184,12,16,2,23,446,554,15,14,5,66,0,3,4,7,0,0,1,0,1,0,0,0,2,1,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112469,Izvoru Bârzii,2630,1195,27,7,2,97,347,455,31,125,7,69,0,5,3,7,0,0,0,1,0,1,0,1,2,1,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112548,Jiana,3945,1710,14,5,3,21,1481,82,13,23,7,39,0,3,2,2,0,0,0,0,0,0,0,0,0,6,1,0,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112600,Livezile,1564,1197,22,9,2,33,656,328,53,24,6,42,0,2,0,3,0,0,0,1,0,0,1,0,0,1,1,1,3,0,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112664,Malovăţ,2631,1312,21,12,4,95,716,309,32,35,1,54,0,3,0,12,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112744,Obârşia de Câmp,1596,701,8,8,2,84,380,123,41,27,10,7,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112771,Oprişor,2165,1230,37,20,6,150,538,358,17,13,18,30,0,1,3,4,5,0,2,2,2,0,0,0,1,3,0,0,6,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112806,Pădina,1486,1013,27,0,0,47,359,384,11,131,3,28,0,1,1,4,0,0,0,1,1,0,0,0,1,2,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112879,Pătulele,2899,1401,16,10,3,34,227,911,81,50,8,33,0,2,3,7,0,0,0,2,0,0,0,0,4,4,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112904,Dubova,922,418,4,4,3,14,72,198,21,20,2,49,0,2,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112959,Podeni,920,615,12,12,2,28,219,245,24,22,2,26,0,0,2,3,1,0,2,0,0,1,0,0,1,3,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_112995,Ponoarele,2295,1206,14,15,9,67,560,309,32,26,5,130,0,4,1,6,0,1,0,1,1,1,1,0,0,2,1,1,3,2,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113153,Poroina Mare,1173,864,8,4,2,16,158,600,20,8,0,16,0,2,1,13,0,0,0,1,1,0,0,2,2,1,0,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113206,Pristol,1415,593,8,12,4,54,249,196,4,15,2,19,0,3,2,5,0,0,0,3,0,1,0,0,0,3,0,0,1,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113233,Prunişor,2253,1316,21,10,3,703,337,141,20,20,6,13,0,5,1,12,0,1,1,2,1,0,0,0,2,1,2,2,1,1,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113395,Punghina,2147,692,7,2,3,118,272,204,10,24,8,10,0,2,3,10,0,1,0,2,0,0,0,0,0,11,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113466,Rogova,1380,828,22,5,1,41,477,187,11,21,6,30,0,6,1,3,0,0,0,1,0,0,1,0,1,1,1,0,2,2,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113493,Salcia,2597,1375,26,21,1,137,600,349,53,60,13,48,0,8,4,12,0,2,1,0,1,1,0,0,1,7,3,0,6,2,0,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113518,Stângăceaua,1153,798,16,12,2,35,332,314,19,20,4,26,0,1,0,2,0,0,0,0,0,0,0,1,1,2,0,0,3,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113607,Sviniţa,872,397,6,5,2,30,125,72,7,21,2,29,0,1,1,0,2,2,84,0,0,0,0,0,1,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113625,Şişeşti,2226,1026,14,6,2,196,289,394,16,14,9,65,0,3,4,1,1,1,0,2,0,0,0,0,1,1,0,0,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113698,Şovarna,1100,543,17,0,0,11,288,155,9,31,5,20,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113732,Tâmna,2824,1296,29,18,12,197,662,238,24,40,7,38,0,3,0,6,0,0,1,2,2,0,0,0,1,1,0,0,5,3,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113849,Vânători,2277,1357,22,17,7,22,810,337,17,34,9,44,0,3,1,10,0,0,2,0,2,1,0,0,0,9,0,0,2,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113894,Vânjuleţ,1639,682,1,3,1,9,146,452,10,7,1,40,0,1,0,6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113929,Vlădaia,1671,904,35,21,5,50,466,257,7,11,9,16,0,1,4,2,0,0,0,1,1,1,0,0,0,4,0,1,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_113974,Voloiac,1449,644,18,3,2,10,238,274,12,27,4,31,0,2,1,3,0,0,0,1,1,0,0,0,2,0,0,1,3,1,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_114060,Braniştea,1507,904,12,10,3,8,593,97,9,99,6,29,0,0,0,8,0,0,1,0,2,1,1,0,0,3,1,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_114079,Vrata,1807,757,15,5,2,30,416,197,8,7,5,40,0,2,6,0,0,0,1,1,1,0,0,0,0,8,0,1,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RO_114319,Municipiul Târgu Mureş,124568,43958,479,251,18333,2919,6133,4666,6331,1436,195,1854,225,261,154,0,11,2,18,21,28,38,14,11,9,41,10,11,108,24,11,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
