gisco_id,name,registered,turnout,invalid,blank,PSD,USR+,PRO,UDMR/RMDSZ,PNL,ALDE,Prodemo,PMP,PSR,PSDI,PRU,UNPR,BUN,Tudoran,AUR,Costea [Peter Costea]
RO_036809,Cotusca,4089,1259,63,0,436,79,77,10,345,137,12,37,11,9,6,3,1,14,14,5
RO_137443,Craidorolţ,1657,644,35,0,207,52,15,133,122,54,0,12,4,3,1,1,1,1,2,1
RO_010532,Craiva,2293,1195,30,0,312,132,36,4,372,125,6,107,2,3,2,6,1,5,4,48
RO_079834,Crasna,4104,1937,41,0,543,263,221,6,520,73,22,158,10,10,36,15,1,9,6,3
RO_140627,Crasna,5287,2857,76,0,169,357,35,1865,210,63,5,24,2,9,7,5,4,4,4,18
RO_140672,Creaca,2227,1258,33,0,236,334,55,24,269,40,16,40,7,5,5,3,2,8,10,171
RO_102286,Crevedia,4922,3649,142,0,883,923,237,30,828,124,35,210,10,9,21,42,9,58,48,32
RO_102348,Crevedia Mare,3810,1906,126,0,551,203,139,22,428,241,13,107,11,11,7,6,5,12,22,2
RO_151932,Crevenicu,1136,823,27,0,463,48,30,0,183,21,2,20,4,2,3,4,1,6,5,4
RO_169306,Creţeni,1824,904,33,0,304,100,60,7,265,46,6,27,7,9,16,5,2,8,6,3
RO_163208,Creţeşti,1376,575,44,0,175,53,36,9,171,24,3,32,3,2,0,6,4,7,4,2
RO_156534,Criciova,1346,941,27,0,245,83,98,7,301,55,6,47,4,2,1,7,1,5,7,45
RO_004142,Cricău,1709,980,25,0,120,96,42,5,522,51,10,66,2,3,5,1,0,1,13,18
RO_036907,Cristesti,3646,1414,60,0,679,112,66,9,293,63,13,49,15,7,5,10,0,11,12,10
RO_096637,Cristesti,3228,1204,56,0,417,106,91,1,417,49,3,27,5,2,5,1,0,11,7,6
RO_114355,Cristeşti,5028,2354,83,0,238,398,127,827,446,43,15,68,10,3,19,9,4,11,15,38
RO_040900,Cristian,4513,2765,59,0,308,894,96,27,891,158,9,144,11,10,17,34,9,23,34,41
RO_143487,Cristian,3432,1935,54,0,131,422,49,11,1054,33,18,77,8,3,7,6,8,10,12,32
RO_036952,Cristinesti,2846,1138,54,0,432,80,52,5,378,43,13,21,15,1,5,1,3,16,9,10
RO_140770,Cristolţ,1038,537,19,0,130,144,36,6,116,15,3,45,4,4,7,3,1,2,1,1
RO_180055,Crivăţ,1683,720,30,0,126,112,44,5,271,69,3,36,2,0,3,9,0,1,6,3
RO_042456,Crizbav,1913,949,101,0,354,54,29,137,195,11,5,19,9,4,5,3,2,2,9,10
RO_160261,Crişan,1004,939,31,0,162,176,71,5,260,51,4,124,7,4,11,7,1,11,7,7
RO_087362,Criscior,3312,1713,38,0,494,197,88,15,325,436,9,47,13,5,9,7,4,6,10,10
RO_140823,Crişeni,2548,1650,36,0,291,379,43,264,504,70,0,24,3,1,0,3,1,3,3,25
RO_028889,Cristioru De Jos,1090,704,23,0,172,38,26,5,385,25,3,10,1,0,4,6,0,1,1,4
ROZZHR,CROAȚIA,0,191,1,0,5,111,11,6,33,4,0,7,0,0,2,1,0,1,5,4
RO_061559,Crucea,2493,1156,51,0,247,54,31,5,662,40,5,28,3,0,1,5,2,7,7,8
RO_147884,Crucea,1694,748,34,0,284,83,61,9,153,34,4,37,3,3,6,2,4,12,6,13
RO_137504,Crucişor,2131,1204,41,0,338,112,139,17,322,144,8,36,8,8,2,19,0,3,3,4
RO_079932,Cruset,2464,1093,51,0,326,74,70,8,318,59,9,44,3,2,56,38,10,1,12,12
RO_126406,Crâmpoia,2921,992,48,0,303,107,44,10,308,86,15,43,10,0,3,5,2,4,3,1
RO_152617,Crângeni,2175,1145,62,0,613,70,33,4,224,28,13,61,10,3,3,6,2,2,10,1
RO_152662,Crângu,1122,722,18,0,489,16,20,5,113,34,1,16,4,2,1,0,0,1,1,0
RO_067167,Crangurile,2615,1684,76,0,854,98,65,7,470,22,5,23,6,9,8,20,3,7,6,5
RO_004188,Crăciunelu de Jos,1726,992,53,0,110,110,37,14,561,21,3,35,4,23,2,2,0,5,8,4
RO_116288,Crăciuneşti,3273,1483,41,0,40,39,18,1249,43,13,3,8,3,2,2,6,2,4,3,7
RO_122187,Crăcăoani,3495,1526,91,0,538,147,89,10,451,38,21,59,14,5,9,6,5,21,17,5
RO_116340,Crăieşti,712,388,12,0,51,25,11,8,223,22,6,9,3,0,2,0,1,4,11,0
ROZZCU,CUBA,0,36,1,0,0,17,7,0,5,2,0,0,0,0,0,0,1,2,1,0
RO_016132,Cuca,1691,876,37,0,371,93,56,8,167,34,6,62,4,5,5,11,2,7,4,4
RO_076139,Cuca,1809,933,48,0,220,46,112,3,372,42,4,27,2,4,3,24,3,8,13,2
RO_116395,Cucerdea,1143,581,28,0,122,61,14,9,286,18,6,18,1,3,2,3,1,2,0,7
RO_116439,Cuci,1512,814,32,0,234,85,32,61,277,17,7,45,2,2,1,0,2,3,2,12
RO_096664,Cucuteni,1059,483,29,0,231,27,19,4,106,37,2,8,2,0,2,0,1,4,9,2
RO_076157,Cudalbi,6210,2509,146,0,817,302,131,31,739,184,18,46,17,8,15,5,8,15,18,9
RO_111444,Cujmir,2734,1460,48,0,421,30,40,5,726,124,2,45,8,2,0,3,1,2,3,0
RO_137540,Culciu,3333,1412,52,0,160,125,31,653,265,65,2,21,3,4,2,12,2,8,4,3
RO_061620,Cumpăna,11896,6639,250,0,1187,1998,387,61,1439,182,33,565,48,32,60,51,13,101,124,108
RO_126503,Cungrea,1581,1832,26,0,458,47,28,3,1191,50,4,15,1,3,2,0,1,1,1,1
RO_107920,Cupşeni,2843,1004,31,0,301,113,66,5,360,33,12,51,5,10,3,4,0,5,5,0
RO_102419,Curcani,4170,1440,79,0,518,130,64,3,516,40,7,32,4,9,6,7,3,9,11,2
RO_156589,Curtea,979,498,26,0,105,74,32,3,136,37,1,42,1,3,3,4,0,3,5,23
RO_035759,Curtesti,4522,1911,97,0,568,221,185,14,490,67,13,91,5,10,14,23,3,33,40,37
RO_126433,Curtişoara,3615,2480,100,0,1293,223,101,16,506,62,8,100,17,9,4,7,5,14,8,5
RO_029001,Curtuiseni,2960,1274,61,0,256,32,12,691,191,6,0,5,6,4,2,1,2,3,1,1
RO_028941,Curatele,2045,1165,20,0,228,136,39,4,619,38,8,13,0,6,5,4,1,3,22,19
RO_009019,Cut,1050,705,18,0,182,67,25,2,371,7,3,6,3,0,0,3,0,1,12,5
RO_063300,Cuza Vodă,3139,989,86,0,314,36,41,6,406,11,2,47,10,2,3,5,3,5,8,4
RO_093281,Cuza Voda,3296,1598,74,0,499,144,111,6,549,75,5,68,10,2,3,14,3,13,16,6
RO_077595,Cuza Vodă,2288,985,52,0,321,67,104,11,307,40,7,39,7,5,3,12,1,4,5,0
RO_055062,Cuzdrioara,2451,1110,39,0,184,214,69,26,407,58,9,49,6,3,6,1,1,8,6,24
RO_140869,Cuzăplac,1299,819,36,0,293,94,29,85,197,24,5,38,2,5,0,2,1,2,1,5
RO_169119,Câineni,1839,960,26,0,231,70,30,11,421,90,4,34,10,5,7,2,5,4,9,1
RO_004106,Câlnic,1444,763,45,0,141,45,13,0,343,11,6,140,2,2,1,0,1,3,1,9
RO_079736,Calnic,1834,1359,19,0,303,44,100,5,766,29,10,52,2,4,8,12,1,2,2,0
RO_028709,Campani,1980,1283,29,0,412,80,57,6,547,93,4,14,2,3,3,2,0,2,7,22
RO_174780,Câmpineanca,3511,1831,78,0,511,276,114,14,586,45,8,75,8,5,14,13,4,18,40,22
RO_107715,Câmpulung la Tisa,2075,547,16,0,46,54,4,289,104,9,3,13,0,0,1,3,2,1,1,1
RO_175670,Câmpuri,3009,1104,58,0,429,146,40,11,311,35,4,30,5,8,3,6,2,7,8,1
RO_039967,Cândeşti,1670,723,38,0,207,47,57,3,250,35,5,21,6,7,1,9,0,6,6,25
RO_066526,Candesti,2320,1556,50,0,541,118,234,3,445,39,13,82,4,1,4,6,2,10,2,0
RO_122061,Cândeşti,3379,1136,51,0,281,125,101,11,415,35,12,24,9,5,10,5,8,12,21,11
RO_074859,Cârcea,2297,1684,32,0,728,367,95,9,251,77,4,66,6,3,0,7,2,14,8,15
RO_086749,Carjiti,590,395,11,0,79,37,27,10,160,17,7,12,1,2,2,1,0,2,1,25
RO_147713,Cârlibaba,1578,678,27,0,117,52,12,7,367,40,4,34,2,2,0,0,1,9,4,0
RO_175732,Cârligele,2488,1202,58,0,531,72,66,6,318,38,2,47,11,5,6,5,0,7,26,4
RO_126166,Cârlogani,1903,1065,43,0,724,75,50,7,102,39,3,14,4,2,1,0,0,1,0,0
RO_074867,Cârna,1100,708,30,0,290,23,12,16,270,14,3,20,1,1,0,23,0,1,1,3
RO_084102,Carta,2251,1363,19,0,7,11,2,1305,6,2,0,2,2,0,1,2,0,3,1,0
RO_144508,Cârţa,941,411,13,0,86,77,18,3,186,7,1,9,4,0,1,2,0,2,1,1
RO_144535,Cârţişoara,1071,708,34,0,138,92,12,3,349,17,1,27,3,2,2,0,3,2,7,16
RO_057314,Catcau,1885,1184,25,0,170,106,21,13,737,26,4,25,5,1,1,1,2,5,5,37
RO_028077,Cabesti,1525,739,24,0,177,116,38,7,286,9,6,23,3,0,4,2,0,0,3,41
RO_056354,Caianu,1986,954,18,0,70,74,13,165,550,38,3,14,1,0,1,1,0,2,0,3
RO_032811,Caianu Mic,3358,1724,45,0,1125,60,15,4,345,38,2,37,3,5,2,10,3,3,2,25
RO_021757,Caiuti,4238,1886,99,0,696,139,158,27,467,113,18,63,23,8,8,12,6,25,21,3
RO_015064,Caldararu,1905,812,43,0,297,52,34,5,245,80,7,36,5,0,1,0,1,4,2,0
RO_015108,Calinesti,8998,4183,167,0,1040,560,361,27,919,515,27,347,30,18,23,13,6,36,40,54
RO_107546,Călineşti,2622,1021,18,0,156,88,49,7,361,40,7,268,4,2,2,6,2,6,0,5
RO_152350,Călineşti,2522,1561,89,0,1040,57,38,8,216,21,3,52,6,3,3,7,2,3,6,7
RO_137229,Călineşti-Oaş,4078,1097,42,0,223,77,31,4,600,46,4,40,3,3,2,1,0,2,6,13
RO_152412,Călmăţuiu,1495,1209,16,0,838,22,17,1,289,2,4,12,3,0,1,0,0,2,1,1
RO_152467,Călmăţuiu de Sus,1705,936,47,0,587,54,15,4,160,10,1,37,5,0,0,3,1,4,8,0
RO_101662,Calugăreni,4527,2688,100,0,970,263,147,15,693,257,11,132,17,10,6,6,4,23,21,13
RO_132459,Călugăreni,951,356,32,0,90,55,24,4,84,7,4,35,4,4,2,3,2,5,1,0
RO_130295,Calui,1230,744,51,0,358,34,30,4,144,79,0,22,5,2,3,4,0,3,4,1
RO_036499,Calarasi,2724,1125,64,0,212,71,49,9,617,37,8,16,11,2,5,3,4,5,9,3
RO_056425,Calarasi,2028,954,31,0,108,117,21,196,369,9,5,45,5,3,2,1,2,9,5,26
RO_071607,Calarasi,4907,2411,62,0,1271,146,63,13,759,48,5,18,4,5,1,0,2,5,6,3
RO_056461,Calatele,1969,1104,44,0,178,105,35,107,432,90,11,65,1,3,2,5,0,3,6,17
RO_179677,Camin,1150,565,6,0,9,9,3,504,28,4,0,1,0,0,0,0,1,0,0,0
RO_056522,Camarasu,2057,836,55,0,233,76,40,24,334,19,8,20,8,2,6,2,0,5,3,1
RO_137274,Cămărzana,1998,551,19,0,67,17,7,4,216,176,6,26,4,1,1,0,1,1,2,3
RO_045888,Canesti,617,440,20,0,253,27,22,2,58,24,3,15,2,2,4,0,0,0,5,3
RO_136553,Căpleni,2656,1176,17,0,8,14,4,1084,25,11,0,8,0,0,1,0,0,2,0,2
RO_079497,Capreni,1704,851,39,0,410,65,44,8,194,28,7,32,4,2,4,7,0,5,1,1
RO_056568,Capusu Mare,2573,1662,33,0,155,184,32,530,551,19,5,112,6,4,5,6,1,5,9,5
RO_028139,Căpâlna,1215,871,28,0,296,57,43,103,266,30,1,12,3,3,2,0,0,3,2,22
RO_083963,Capalnita,1651,842,14,0,3,6,2,809,4,0,0,3,1,0,0,0,0,0,0,0
RO_010346,Carand,912,523,15,0,94,37,6,11,240,35,3,26,3,0,1,19,2,0,2,29
RO_051840,Carbunari,802,543,13,0,335,23,18,9,66,26,14,25,1,0,0,0,0,1,1,11
RO_132486,Cărbuneşti,1390,532,10,0,109,42,21,1,276,12,0,26,6,2,1,0,0,4,0,22
RO_028193,Carpinet,1539,948,25,0,453,87,45,8,234,43,4,18,4,4,1,5,1,4,5,7
RO_156213,Cărpiniş,4518,1628,80,0,218,271,70,27,628,23,3,111,11,3,7,12,4,15,28,117
RO_101724,Căscioarele,1473,658,24,0,139,70,48,2,287,44,7,23,1,0,5,1,0,3,3,1
RO_015233,Cateasca,3015,1720,45,0,377,243,113,13,440,232,16,158,6,7,12,4,1,14,20,19
RO_045959,Catina,1976,1021,22,0,398,74,34,7,398,27,1,33,9,3,2,0,4,5,3,1
RO_056773,Catina,1428,687,21,0,101,62,35,62,360,7,7,13,1,1,3,1,4,2,2,5
RO_079585,Catunele,2202,994,36,0,356,104,71,13,221,48,7,48,4,6,5,43,0,9,7,16
RO_137292,Căuaş,2006,811,38,0,146,57,47,247,114,92,2,21,2,7,2,14,2,5,9,6
RO_111097,Căzăneşti,1688,1177,57,0,438,34,107,4,328,122,4,63,4,4,2,2,0,0,2,6
RO_056666,Caseiu,3828,1893,71,0,369,315,77,20,705,77,10,120,8,8,6,4,0,10,10,82
RO_096717,Dagata,3599,1374,69,0,294,79,59,9,719,36,14,40,12,9,3,6,4,9,5,7
RO_102446,Daia,2124,1532,91,0,695,100,128,5,201,198,4,57,9,3,5,3,3,14,8,8
RO_004240,Daia Română,2574,1494,50,0,118,108,19,3,1071,6,3,50,4,4,1,14,1,2,6,34
RO_052570,Dalboset,1359,742,20,0,198,63,141,3,175,80,8,29,4,2,2,4,0,0,3,10
RO_065147,Dalnic,743,341,9,0,11,4,1,307,3,1,0,1,1,0,1,1,0,1,0,0
ROZZDK,DANEMARCA,0,7771,55,0,66,5023,131,90,1328,69,13,308,26,6,48,39,14,118,287,150
RO_116493,Daneş,4589,1878,129,0,270,354,49,25,790,45,3,88,9,7,5,12,2,5,11,74
RO_071956,Daneti,4858,2198,90,0,1141,168,65,10,467,130,10,87,11,5,2,2,2,1,4,3
RO_156623,Darova,2748,944,24,0,128,159,86,14,350,23,8,92,2,4,4,10,3,2,9,26
RO_102473,Dascălu,2364,1453,49,0,207,272,78,10,656,30,5,76,5,5,4,8,2,16,23,7
RO_016285,Davidesti,2380,1204,46,0,508,153,105,14,226,35,8,60,9,5,6,4,1,4,11,9
RO_084264,Dealu,3168,1577,41,0,10,15,7,1485,7,6,1,1,0,0,1,0,2,0,1,0
RO_022237,Dealu Morii,2179,1231,64,0,652,65,65,17,276,18,2,28,4,3,17,2,0,6,8,4
RO_116545,Deda,3291,1999,77,0,653,163,324,25,507,73,17,99,3,6,8,4,1,1,21,17
RO_061675,Deleni,1893,1042,54,0,413,57,72,10,345,11,5,37,5,4,4,4,3,9,7,2
RO_096815,Deleni,7884,2539,137,0,705,216,92,14,1140,56,15,47,12,6,9,8,6,40,28,8
RO_163324,Deleni,1864,818,58,0,199,116,21,8,269,36,1,30,10,7,3,2,2,15,6,35
RO_163379,Deleşti,1790,697,63,0,192,70,23,11,224,54,8,24,5,3,0,1,4,9,4,2
RO_089348,Densus,1250,875,17,0,404,95,33,15,188,34,9,47,6,1,3,1,1,2,0,19
RO_156669,Denta,2642,1380,43,0,294,226,107,30,465,36,7,86,7,7,6,25,0,12,7,22
RO_029038,Derna,2041,883,29,0,268,59,48,24,339,49,5,16,3,2,0,3,1,3,6,28
RO_037011,Dersca,2507,987,34,0,337,33,42,6,365,62,8,23,1,2,19,3,3,3,8,38
RO_072034,Desa,3900,1560,30,0,649,59,35,2,410,323,1,12,1,1,1,19,2,3,2,0
RO_107975,Deseşti,1980,1081,28,0,225,102,41,7,498,65,2,100,3,1,0,2,0,3,1,2
RO_111480,Devesel,2357,1806,29,0,503,69,101,5,980,30,8,47,5,6,4,3,2,3,6,5
RO_126647,Deveselu,2641,1536,57,0,710,108,86,13,392,28,5,69,12,7,12,10,3,11,4,9
RO_010649,Dezna,1037,623,13,0,190,97,39,3,138,75,6,29,5,1,0,2,1,2,4,18
RO_093325,Dichiseni,1447,675,29,0,125,85,32,4,337,18,3,20,6,2,4,1,4,5,0,0
RO_174502,Diculeşti,1550,622,17,0,208,57,14,3,230,67,1,12,3,2,0,3,0,3,2,0
RO_152724,Dideşti,944,481,20,0,159,16,7,1,242,16,2,3,1,0,1,11,0,2,0,0
RO_010701,Dieci,1240,834,23,0,187,26,16,5,356,131,2,42,2,1,1,0,1,2,4,35
RO_164277,Dimitrie Cantemir,1913,698,64,0,224,64,35,8,228,29,6,13,3,2,4,2,3,3,7,3
RO_039959,Dimăcheni,1009,429,16,0,255,19,16,5,84,2,2,14,5,1,1,2,0,3,3,1
RO_029092,Diosig,5504,2378,168,0,274,113,36,1329,359,18,4,27,3,2,6,2,2,6,12,17
RO_072052,Diosti,2443,1334,48,0,647,96,79,7,256,98,8,36,3,3,4,25,1,13,8,2
RO_084344,Ditrau,4815,2240,37,0,17,11,8,2123,19,6,1,9,0,1,0,4,2,0,2,0
RO_137611,Doba,2387,1058,40,0,160,137,62,156,179,248,2,30,3,1,4,20,1,3,2,10
RO_067292,Dobra,2983,1575,72,0,614,147,212,18,240,36,24,132,10,4,10,2,2,13,13,26
RO_089428,Dobra,2661,1844,53,0,529,175,129,18,593,98,7,102,11,4,3,3,2,14,29,74
RO_122285,Dobreni,1481,792,34,0,166,114,61,12,140,136,9,70,4,2,6,5,3,4,13,13
RO_016427,Dobresti,1453,799,17,0,248,93,52,2,265,26,7,58,7,1,2,3,4,3,5,6
RO_029154,Dobresti,3994,2198,86,0,692,80,51,6,1061,48,6,101,2,4,5,13,1,2,1,39
RO_072098,Dobresti,1926,856,31,0,441,68,21,3,142,37,2,76,4,0,2,19,1,2,4,3
RO_126674,Dobreţu,1017,633,17,0,396,17,16,2,142,11,1,20,2,3,0,0,2,0,0,4
RO_140958,Dobrin,1348,765,18,0,56,44,14,534,59,9,0,6,1,0,0,3,1,1,0,19
RO_179310,Dobroieşti,8851,6170,136,0,1044,1930,288,16,1761,194,25,421,22,18,35,53,21,62,97,45
RO_061737,Dobromir,2297,1142,69,0,569,27,33,20,331,12,0,61,3,1,4,1,3,3,5,0
RO_126718,Dobrosloveni,3001,1312,63,0,500,166,71,9,318,73,7,33,5,4,13,30,2,8,2,8
RO_126772,Dobroteasa,1287,801,32,0,436,60,53,5,125,52,1,20,3,3,1,2,1,1,3,3
RO_074883,Dobroteşti,1363,856,42,0,437,34,19,2,202,81,1,14,2,3,2,15,0,1,1,0
RO_152760,Dobroteşti,3554,1752,91,0,918,197,74,12,307,45,4,44,17,2,5,6,7,7,10,6
RO_096888,Dobrovat,1862,737,43,0,189,89,32,5,158,26,23,52,7,1,5,63,1,23,15,5
RO_126825,Dobrun,1206,750,8,0,531,17,25,0,119,24,1,17,4,0,0,1,1,1,1,0
RO_037100,Dobarceni,2020,794,53,0,209,47,43,11,309,54,7,19,2,4,2,7,5,6,15,1
RO_064265,Dobarlau,1775,937,45,0,193,165,35,18,359,16,4,56,5,6,9,10,1,4,9,2
RO_125098,Dochia,2001,993,67,0,349,55,57,8,243,13,2,165,8,2,3,3,2,8,3,5
RO_052650,Doclin,1604,608,26,0,165,63,58,4,206,12,6,24,5,3,2,1,1,4,7,21
RO_167286,Dodeşti,1346,750,48,0,446,56,20,7,87,38,8,10,3,5,2,1,0,0,10,9
RO_022380,Dofteana,8847,4334,202,0,1823,552,187,62,1066,72,22,125,29,11,25,18,8,32,44,56
RO_052696,Dognecea,1618,804,22,0,295,21,19,4,405,8,1,9,3,1,0,3,1,1,2,9
RO_065413,Doicesti,3921,1776,53,0,439,299,180,14,574,37,22,67,8,7,7,18,5,6,12,28
RO_096904,Dolhesti,2097,688,60,0,205,54,9,10,212,55,3,30,3,3,3,22,12,5,1,1
RO_148097,Dolheşti,3020,1405,62,0,748,99,96,16,249,32,1,42,7,8,6,2,3,12,12,10
RO_122347,Doljeşti,5972,2038,100,0,565,359,67,18,750,28,13,84,14,6,8,6,3,9,7,1
RO_052721,Domasnea,1097,579,17,0,113,34,83,2,237,37,9,33,3,1,2,1,1,3,3,0
RO_016454,Domnesti,2616,1729,41,0,697,218,122,9,390,96,2,53,6,5,10,8,3,6,60,3
RO_102570,Domneşti,7689,5515,97,0,671,1371,231,15,2429,152,20,297,14,15,27,29,16,35,69,27
RO_093370,Dor Marunt,5116,2277,150,0,817,232,101,9,699,42,10,136,10,10,13,7,9,9,21,2
RO_148202,Dorna Candrenilor,2516,1443,45,0,441,185,54,10,468,28,3,121,9,8,2,17,2,27,8,15
RO_148131,Dorna-Arini,2512,1336,27,0,284,211,83,12,486,49,9,88,12,6,7,5,4,28,12,13
RO_148293,Dorneşti,3806,1283,70,0,249,170,63,7,524,38,9,67,9,5,9,8,2,10,13,30
RO_012912,Dorobanţi,1391,771,15,0,14,47,10,556,106,3,1,6,1,2,1,0,1,2,3,3
RO_093441,Dorobantu,2277,1013,49,0,271,78,17,5,500,22,0,34,8,4,4,2,2,5,11,1
RO_160323,Dorobanţu,1106,495,20,0,152,36,12,8,87,85,4,48,3,1,4,4,0,3,25,3
RO_137675,Dorolţ,3101,1764,98,0,46,40,13,1460,65,11,2,9,3,0,2,0,1,2,4,8
RO_004268,Doştat,773,498,18,0,50,34,8,1,358,6,0,8,1,1,0,0,2,4,2,5
RO_155109,Dracea,1270,891,50,0,378,35,28,3,322,29,2,28,0,3,2,2,0,2,2,5
RO_093487,Dragalina,6703,2331,105,0,681,170,95,12,1074,25,3,72,16,11,8,8,5,18,20,7
RO_067327,Dragodana,5504,2794,99,0,926,303,373,8,697,60,24,132,15,8,10,12,7,19,10,19
RO_067407,Dragomiresti,7256,3915,173,0,1401,448,455,26,899,103,38,197,19,9,34,21,9,20,37,24
RO_122392,Dragomireşti,1734,887,58,0,204,43,30,7,349,25,15,34,7,2,4,86,3,6,13,1
RO_163486,Dragomireşti,3597,1386,105,0,292,71,41,15,317,475,9,30,2,3,2,2,6,2,2,12
RO_102605,Dragomireşti-Vale,4416,3491,105,0,472,817,155,15,1494,89,22,168,12,7,21,16,11,27,51,9
RO_016472,Dragoslavele,2077,1051,52,0,258,90,63,4,384,51,6,89,2,5,7,3,5,3,16,13
RO_093539,Dragos Voda,2229,1096,32,0,304,59,43,7,581,11,3,29,5,3,3,2,0,2,6,6
RO_141027,Dragu,907,501,23,0,111,55,12,11,224,17,2,28,6,0,4,0,1,2,0,5
RO_132896,Drajna,4441,2173,67,0,504,333,129,15,803,77,15,123,12,13,18,10,7,19,23,5
RO_102703,Dridu,2683,1324,56,0,320,213,78,6,430,46,7,90,14,8,8,7,6,19,8,8
RO_163618,Drânceni,3774,1281,74,0,403,124,73,13,405,54,13,74,10,4,9,3,4,9,6,3
RO_152797,Drăcşenei,1350,835,29,0,510,44,11,1,200,10,1,4,5,6,3,1,1,2,6,1
RO_016506,Draganu,1696,884,21,0,319,136,62,2,218,46,3,53,2,0,3,3,2,2,6,6
RO_029341,Dragesti,1830,1036,52,0,173,58,42,8,590,14,4,18,5,1,1,1,1,1,4,63
RO_125490,Drăghiceni,1513,693,20,0,246,58,66,0,230,29,0,20,1,3,0,11,1,4,2,2
RO_102641,Drăgoeşti,749,430,33,0,174,35,14,5,114,7,2,24,3,1,5,2,0,4,5,2
RO_169547,Drăgoeşti,1666,1127,23,0,316,37,58,6,546,96,3,25,2,2,2,1,1,1,6,2
RO_148328,Drăgoieşti,2182,1041,38,0,443,56,48,7,318,31,7,53,10,5,4,4,4,8,1,4
RO_072150,Dragotesti,1740,1395,69,0,721,81,141,7,249,48,11,45,5,1,6,2,1,3,4,1
RO_080249,Dragotesti,2109,985,34,0,491,49,52,2,214,49,3,26,8,4,30,6,1,3,2,11
RO_042480,Drăguş,919,644,11,0,44,94,33,2,405,14,2,24,3,0,2,2,0,3,0,5
RO_037173,Draguseni,2948,762,34,0,398,48,62,4,137,21,13,22,3,3,3,2,0,4,4,4
RO_076175,Draguseni,4257,1634,136,0,827,62,48,8,403,52,6,24,5,7,6,5,4,5,12,24
RO_100308,Draguşeni,1170,476,35,0,205,30,13,5,133,15,5,15,3,3,3,4,0,3,0,4
RO_148382,Drăguşeni,2086,824,41,0,407,57,60,5,180,13,3,18,8,2,2,5,3,16,3,1
RO_078016,Dragutesti,4248,2105,54,0,839,172,328,22,365,110,29,119,9,4,10,10,1,17,8,8
RO_029243,Draganesti,2425,1539,41,0,440,226,99,99,520,45,6,12,2,3,4,2,2,3,11,24
RO_075221,Draganesti,5457,2109,80,0,446,165,79,14,1063,91,7,70,9,8,9,29,3,19,13,4
RO_125132,Drăgăneşti,1238,610,24,0,171,28,53,4,279,18,5,7,3,3,1,3,1,7,3,0
RO_133018,Drăgăneşti,3822,1743,81,0,405,180,74,8,780,84,11,58,9,7,6,9,3,13,10,5
RO_152868,Drăgăneşti de Vede,1692,758,38,0,239,115,16,3,226,72,1,20,9,0,2,0,3,6,3,3
RO_152902,Drăgăneşti-Vlaşca,3309,1627,53,0,469,63,56,4,649,204,5,92,6,2,2,4,0,6,6,6
RO_072221,Dranic,1922,947,35,0,312,55,31,2,444,43,2,14,3,1,1,1,0,0,3,0
RO_112904,Dubova,807,588,13,0,129,100,61,1,216,18,3,28,2,0,1,3,3,1,5,4
RO_163681,Duda-Epureni,3583,1203,71,0,296,135,52,17,353,137,4,93,5,9,3,5,6,10,4,3
RO_043073,Dudesti,2875,1078,74,0,504,59,119,12,192,21,4,46,8,3,3,13,0,7,11,2
RO_159384,Dudeştii Noi,2854,1257,29,0,100,277,84,8,568,35,5,59,4,3,5,16,5,8,10,41
RO_156712,Dudeştii Vechi,3630,1638,72,0,140,318,67,47,745,107,2,76,7,3,6,9,4,15,8,12
RO_122463,Dulceşti,2146,1121,63,0,494,82,23,10,292,81,6,28,9,6,3,3,0,11,4,6
RO_111587,Dumbrava,1094,1021,31,0,529,20,100,4,282,17,4,20,2,1,0,1,1,0,3,6
RO_133090,Dumbrava,3496,1700,62,0,276,135,53,7,972,87,5,39,9,2,6,7,6,6,8,20
RO_156767,Dumbrava,2224,1066,26,0,294,192,32,117,258,26,10,40,3,6,3,13,21,4,2,19
RO_120771,Dumbrava Roşie,6972,3265,144,0,557,494,287,28,888,99,40,408,21,22,35,28,55,73,56,30
RO_063161,Dumbrăveni,432,232,10,0,91,13,9,1,85,5,0,5,1,1,3,1,0,4,3,0
RO_148426,Dumbrăveni,7181,3009,130,0,909,300,130,21,953,51,17,161,12,17,16,12,5,26,39,210
RO_175938,Dumbrăveni,3672,1650,64,0,447,193,108,3,591,41,9,96,9,9,5,13,1,24,29,8
RO_131461,Dumbrăveşti,2993,1632,54,0,403,186,130,11,612,41,12,86,16,9,10,10,3,17,24,8
RO_040928,Dumbravita,4074,1931,89,0,265,371,31,24,846,94,16,83,13,6,13,12,3,17,24,24
RO_108035,Dumbrăviţa,3691,1943,41,0,305,419,96,17,788,59,8,124,6,4,7,35,1,8,10,15
RO_155261,Dumbrăviţa,10483,7375,38,0,487,3797,360,264,1360,179,27,385,17,100,23,33,7,49,55,194
RO_096940,Dumesti,3874,1591,110,0,264,111,254,18,508,41,23,142,10,9,11,34,10,30,11,5
RO_163734,Dumeşti,2814,990,70,0,333,65,44,13,269,123,6,25,8,4,4,11,0,5,9,1
RO_033202,Dumitra,4078,1798,59,0,230,147,33,14,923,237,8,56,14,10,11,3,3,5,6,39
RO_175983,Dumitreşti,3626,1860,75,0,854,91,80,4,595,24,7,57,16,9,5,2,3,10,26,2
