gisco_id,name,registered,turnout,invalid,blank,PSD,USR+,PRO,UDMR/RMDSZ,PNL,ALDE,Prodemo,PMP,PSR,PSDI,PRU,UNPR,BUN,Tudoran,AUR,Costea [Peter Costea]
RO_091054,Sarmizegetusa,967,856,14,0,412,75,38,27,128,114,3,26,2,2,1,0,0,2,4,8
RO_053791,Sasca Montana,1267,741,26,0,249,104,79,5,163,40,8,22,4,0,3,1,1,9,11,16
RO_119206,Saschiz,1798,682,38,0,133,109,22,17,284,20,5,36,1,3,3,1,0,6,4,0
RO_025068,Sascut,8067,3974,172,0,1414,382,177,43,1343,116,24,149,22,17,21,9,6,41,29,9
RO_158528,Satchinez,4029,1802,74,0,194,379,158,24,628,50,17,103,4,6,19,37,9,13,23,64
RO_086501,Satu Mare,1633,861,35,0,9,10,3,781,6,2,3,6,1,0,1,0,1,1,2,0
RO_150196,Satu Mare,3538,1214,49,0,315,47,44,3,454,171,6,50,4,8,3,2,0,8,13,37
RO_108712,Satulung,4709,2628,79,0,1052,373,166,32,595,55,21,181,14,10,10,9,2,7,7,15
RO_077153,Schela,3130,1568,55,0,359,128,117,1,709,35,12,50,9,7,7,5,3,7,28,36
RO_081987,Schela,1453,863,12,0,384,63,113,5,164,34,5,36,8,3,9,17,3,3,3,1
RO_104975,Schitu,1304,990,31,0,581,62,36,5,130,93,0,24,4,2,3,4,2,4,5,4
RO_128659,Schitu,2145,1164,53,0,616,52,47,17,256,69,1,20,5,2,4,7,1,2,9,3
RO_098827,Schitu Duca,3134,1525,144,0,478,156,107,16,404,59,7,79,9,6,8,15,3,15,14,3
RO_018670,Schitu Golesti,4090,1826,77,0,552,146,220,10,617,36,10,76,11,1,6,7,4,11,15,27
RO_081861,Scoarta,3889,1872,64,0,737,166,151,15,418,105,55,82,13,5,16,8,3,11,8,15
RO_098998,Scobinti,5999,2272,149,0,801,335,116,29,541,75,12,90,26,12,9,7,3,27,24,16
RO_043929,Scortaru Nou,1072,467,27,0,161,32,51,1,154,9,1,21,3,0,0,2,0,2,2,1
RO_025291,Scorteni,2495,1069,54,0,278,146,217,12,230,37,12,31,9,5,9,4,5,8,8,4
RO_135164,Scorţeni,4733,2212,84,0,467,417,131,19,595,192,12,151,19,6,20,23,10,23,31,12
RO_049313,Scortoasa,2119,934,35,0,366,128,74,7,161,90,9,30,5,4,2,3,0,2,13,5
RO_154013,Scrioaştea,3164,1863,45,0,921,145,60,4,342,25,9,126,5,10,5,13,2,9,7,13
RO_172947,Scundu,1610,933,32,0,521,48,44,4,237,9,2,8,11,3,3,1,1,3,5,1
RO_154068,Scurtu Mare,1294,939,24,0,557,18,45,1,184,64,5,21,2,2,2,8,0,1,0,5
RO_049439,Scutelnici,1732,1093,44,0,620,37,17,6,312,7,10,27,0,2,1,2,1,3,3,1
RO_094429,Scanteia,3089,1381,98,0,674,94,106,22,247,61,12,28,13,3,3,3,8,3,6,0
RO_098916,Scanteia,7710,1409,92,0,255,154,90,19,507,39,33,57,7,12,15,21,10,23,12,63
RO_077126,Scanteiesti,2005,1019,86,0,328,52,54,4,309,54,4,93,7,5,5,2,3,4,8,1
RO_074073,Scaesti,1637,1104,48,0,593,86,40,10,187,30,4,70,10,4,2,8,0,4,2,6
RO_007197,Scărişoara,1269,627,27,0,109,58,97,10,243,12,6,42,3,1,0,7,2,2,4,4
RO_128613,Scărişoara,2418,949,58,0,504,56,30,5,197,43,5,21,4,3,3,6,0,3,8,3
RO_128864,Seaca,1439,644,26,0,411,18,26,6,97,9,5,26,6,4,0,3,4,1,1,1
RO_154139,Seaca,1930,1036,50,0,520,38,19,1,353,13,1,16,3,3,1,10,1,3,2,2
RO_074108,Seaca De Camp,1512,1179,20,0,552,30,13,3,482,21,3,7,3,3,2,28,1,3,4,4
RO_074135,Seaca De Padure,765,651,16,0,519,12,14,4,48,14,4,13,3,1,0,1,1,0,0,1
RO_158608,Secaş,272,162,4,0,24,9,10,3,32,21,0,6,1,1,2,46,0,0,1,2
RO_074171,Secu,804,678,9,0,445,12,8,2,144,38,2,14,1,1,0,1,0,0,1,0
RO_025362,Secuieni,1765,816,39,0,194,78,30,16,184,203,7,22,7,1,8,4,2,13,7,1
RO_085582,Secuieni,2296,762,34,0,16,19,4,629,39,5,0,5,3,3,0,1,0,1,2,1
RO_124233,Secuieni,2651,1040,80,0,262,116,73,13,318,57,2,42,5,6,15,8,2,16,17,8
RO_011940,Secusigiu,4807,1829,78,0,393,197,58,67,799,93,9,54,7,8,9,2,2,11,9,33
RO_135226,Secăria,1029,472,14,0,159,67,11,6,122,30,1,38,3,2,4,7,1,4,2,1
RO_154184,Segarcea-Vale,2452,1502,65,0,855,72,32,14,371,30,2,27,6,4,2,3,3,4,7,5
RO_062903,Seimeni,1761,639,37,0,205,77,44,10,149,33,4,40,4,4,8,5,1,8,7,3
RO_011995,Seleus,2434,1102,30,0,158,97,18,5,520,22,2,82,0,0,2,1,0,8,8,149
RO_012037,Semlac,3367,1241,51,0,181,147,30,20,657,29,6,63,4,4,5,1,3,6,9,25
ROZZSN,SENEGAL,0,23,0,0,0,16,1,0,1,2,2,0,0,0,0,0,1,0,0,0
ROZZRS,SERBIA,0,439,5,0,23,234,26,5,67,10,3,27,0,2,6,5,1,6,10,9
RO_154166,Sfinţeşti,907,485,18,0,177,31,16,3,49,80,3,20,2,1,1,81,1,0,2,0
RO_094456,Sfantu Gheorghe,1530,721,41,0,196,63,44,5,284,14,6,38,5,0,4,5,3,4,4,5
RO_161231,Sfântu Gheorghe,705,587,17,0,121,168,31,8,147,18,2,49,5,2,2,3,0,6,5,3
RO_059416,Sic,1982,806,16,0,15,32,4,709,18,5,0,2,1,0,0,3,1,0,0,0
RO_053853,Sichevita,1783,912,31,0,403,61,32,3,212,37,3,95,8,7,0,4,1,1,1,13
RO_085626,Siculeni,2265,1366,37,0,19,15,4,1254,18,3,3,4,0,1,2,1,1,4,0,0
RO_177600,Sihlea,4106,1370,99,0,435,93,80,15,458,69,5,51,11,5,4,2,2,14,17,10
RO_034422,Silivaşu de Câmpie,789,421,12,0,154,29,10,2,100,72,2,20,2,1,1,3,4,7,0,2
RO_043992,Silistea,1466,838,38,0,129,87,408,6,77,22,17,21,2,4,2,3,1,5,6,10
RO_062949,Silistea,1159,594,32,0,167,22,20,2,304,9,0,15,4,5,1,1,1,7,4,0
RO_154228,Siliştea,1830,1045,25,0,417,112,30,8,266,107,4,44,5,3,2,5,0,6,8,3
RO_074224,Silistea Crucii,1216,694,38,0,197,39,18,1,313,48,2,21,1,0,0,3,1,7,3,2
RO_154282,Siliştea-Gumeşti,1975,978,22,0,325,35,73,5,371,91,9,26,3,2,4,3,3,2,2,2
RO_150221,Siminicea,2348,927,53,0,268,65,72,10,333,22,6,42,3,10,7,7,2,7,7,13
RO_105026,Sineşti,2071,992,34,0,312,151,45,7,314,24,2,55,9,1,1,9,2,5,13,8
RO_099058,Sinesti,3172,1080,89,0,468,70,26,13,315,18,4,22,12,3,10,17,0,8,4,1
RO_172992,Sineşti,2040,726,28,0,276,72,60,2,223,32,2,16,6,2,4,1,1,1,0,0
RO_105106,Singureni,2379,1667,59,0,1042,134,77,17,183,52,14,46,9,4,7,2,1,3,9,7
RO_012055,Sintea Mare,3026,1264,69,0,153,90,28,350,388,29,3,116,3,0,5,3,1,6,3,17
RO_099101,Siretel,3143,932,59,0,176,68,29,14,324,173,7,34,8,10,4,7,5,7,7,0
ROZZSY,Syria,0,25,1,0,0,11,3,0,5,0,1,4,0,0,0,0,0,0,0,0
RO_049484,Siriu,2561,1440,68,0,382,101,56,8,704,36,7,47,5,4,3,1,8,3,4,3
RO_063688,Sita Buzaului,3824,1663,87,0,282,289,122,24,540,62,17,109,12,9,17,22,4,26,26,15
RO_150258,Slatina,4293,1960,78,0,825,82,41,11,794,16,2,52,6,7,8,2,2,15,18,1
RO_054056,Slatina-Timis,2523,1364,25,0,112,58,160,9,830,60,13,40,4,4,1,8,0,4,2,34
RO_161259,Slava Cercheză,1942,713,29,0,201,89,94,7,160,36,10,47,11,0,9,4,3,4,8,1
RO_145603,Slimnic,3210,1472,27,0,122,150,38,13,981,28,5,63,1,4,3,3,1,6,8,19
RO_082047,Slivilesti,2630,1272,40,0,266,80,54,6,232,467,6,53,7,8,6,20,0,4,4,19
RO_018741,Slobozia,3817,1437,59,0,666,178,65,11,304,43,5,55,14,7,5,6,4,5,8,2
RO_100549,Slobozia,1982,1114,46,0,626,53,38,7,154,137,3,18,2,10,2,6,3,6,2,1
RO_177655,Slobozia Bradului,4330,2432,170,0,1284,24,22,10,862,8,4,12,11,8,5,1,3,4,3,1
RO_177726,Slobozia Ciorăşti,1680,787,40,0,314,73,43,6,230,17,2,27,5,4,3,1,1,9,8,4
RO_077180,Slobozia Conachi,3442,1671,52,0,587,154,164,13,385,71,13,173,9,13,4,8,3,10,10,2
RO_105142,Slobozia Moară,1687,1078,39,0,513,83,124,8,235,11,4,34,4,1,6,6,2,3,4,1
RO_154344,Slobozia Mândra,1345,917,49,0,632,43,33,3,112,7,3,18,1,1,1,0,0,3,5,2
ROZZSK,SLOVACIA,0,798,9,0,8,429,17,11,145,7,5,56,1,0,4,1,1,10,11,83
ROZZSI,SLOVENIA,0,159,2,0,3,75,8,1,43,4,0,14,0,0,2,0,0,3,4,0
RO_125374,Slătioara,2185,1404,48,0,489,185,100,4,398,58,5,63,7,6,6,11,2,8,10,3
RO_173061,Slătioara,2779,1312,58,0,519,182,123,16,253,43,10,54,6,10,6,4,0,8,9,11
RO_049545,Smeeni,5332,2245,102,0,948,204,140,26,453,108,13,137,18,9,13,6,4,22,32,10
RO_077260,Smulti,1142,536,33,0,250,27,17,1,115,48,1,23,3,2,2,4,0,5,4,1
RO_077224,Smardan,4683,2282,73,0,514,396,211,18,497,224,26,120,14,13,18,45,7,31,44,31
RO_161286,Smârdan,899,438,16,0,86,90,55,4,104,15,7,37,3,5,4,0,2,3,4,3
RO_154380,Smârdioasa,1857,1007,52,0,601,52,24,2,198,19,3,28,3,4,2,1,1,5,4,8
RO_105160,Snagov,6646,4606,99,0,932,1000,330,24,1117,425,25,383,11,11,23,40,16,40,63,66
RO_012126,Socodor,1816,1016,24,0,211,49,14,10,650,15,1,26,1,2,0,1,0,2,1,9
RO_054109,Socol,1717,879,17,0,500,23,91,5,164,28,5,20,3,1,0,3,0,1,4,14
RO_138869,Socond,1996,904,41,0,338,44,22,16,183,219,5,12,4,3,1,1,1,3,1,10
RO_105222,Sohatu,2044,1314,82,0,267,72,23,8,756,22,4,38,4,5,10,6,6,4,7,0
RO_007446,Sohodol,1468,658,14,0,166,39,24,1,338,13,1,41,0,4,3,6,3,2,3,0
RO_165899,Soleşti,2868,1127,95,0,382,138,78,16,271,42,12,29,14,18,5,5,1,10,7,4
RO_025488,Solont,2926,1157,67,0,525,93,69,8,278,31,2,25,5,9,11,6,0,9,8,11
RO_119590,Solovăstru,2369,1146,37,0,163,223,59,10,441,131,2,24,6,2,10,11,3,8,10,6
RO_142710,Someş-Odorhei,2192,1155,47,0,309,183,89,11,393,45,4,37,4,2,7,3,2,3,4,12
RO_161302,Somova,4030,1889,83,0,298,495,154,19,550,65,6,91,20,12,19,8,5,29,17,18
RO_074242,Sopot,1432,1053,33,0,646,43,26,10,217,25,3,31,4,2,2,3,0,2,3,3
RO_177762,Soveja,1834,1025,55,0,385,80,37,3,368,38,2,31,8,5,2,0,0,9,2,0
ROZZES,SPANIA,0,55967,713,0,1068,21235,1283,382,22640,567,188,2835,317,129,439,313,77,432,1466,1279
RO_105259,Spanţov,3631,1342,101,0,366,101,53,14,611,24,5,32,3,3,7,3,2,7,6,4
RO_034547,Spermezeu,3000,1413,65,0,199,63,36,13,926,46,7,30,0,2,2,0,0,3,10,11
RO_128962,Spineni,1329,829,37,0,392,68,68,3,148,20,7,37,7,6,6,7,0,11,8,4
RO_031208,Spinus,954,688,18,0,107,25,29,17,422,34,1,0,3,0,1,13,1,2,0,15
RO_129040,Sprâncenata,1969,876,35,0,480,59,53,6,140,38,5,24,6,1,6,8,3,6,4,2
RO_178965,Spulber,1015,455,19,0,235,14,24,0,137,7,1,6,2,1,0,2,2,0,4,1
ROZZLK,SRI LANKA,0,16,0,0,1,6,2,0,4,2,0,1,0,0,0,0,0,0,0,0
RO_135315,Starchiojd,2989,1234,44,0,300,260,60,11,365,46,7,83,10,4,9,7,3,8,3,14
RO_082243,Stejari,1948,699,16,0,241,52,40,4,183,19,7,110,2,4,0,14,2,1,2,2
RO_154415,Stejaru,1434,1094,15,0,876,38,19,8,95,13,0,18,1,3,4,1,0,1,1,1
RO_161348,Stejaru,1238,664,23,0,269,39,31,2,114,140,2,24,1,4,0,1,1,5,5,3
RO_094492,Stelnica,1514,700,42,0,306,69,22,7,181,8,6,30,3,4,7,1,0,4,1,9
RO_018858,Stoenesti,3553,1674,46,0,536,309,115,9,422,38,4,127,6,7,4,2,5,8,6,30
RO_105348,Stoeneşti,1586,1525,62,0,909,68,55,8,189,151,0,28,13,9,3,2,1,5,6,5
RO_129095,Stoeneşti,1866,870,26,0,404,100,72,7,157,20,7,28,11,4,3,17,1,0,11,2
RO_173230,Stoeneşti,2854,1447,60,0,462,148,73,10,534,60,5,53,7,8,4,9,2,8,1,3
RO_129111,Stoicăneşti,2170,766,35,0,384,63,26,4,196,23,1,19,1,1,1,1,0,7,3,1
RO_173374,Stoileşti,3067,1474,46,0,717,99,51,10,465,21,4,34,10,5,2,0,1,2,2,5
RO_082314,Stoina,1868,1047,34,0,304,78,31,2,260,181,7,122,4,0,6,5,2,1,7,3
RO_099165,Stolniceni-Prajescu,4370,1720,96,0,571,111,80,14,495,134,14,99,6,9,14,8,6,23,11,29
RO_018938,Stolnici,2502,1066,42,0,523,98,76,4,189,28,5,58,4,3,7,5,1,10,10,3
RO_150294,Straja,4535,1731,40,0,299,90,37,2,953,10,14,124,1,5,2,5,0,8,83,58
RO_129139,Strejeşti,2548,1547,57,0,928,101,51,8,285,39,4,48,4,5,7,6,1,0,2,1
RO_007767,Stremţ,2060,1155,36,0,340,142,40,10,506,20,5,27,3,5,2,2,1,6,7,3
RO_173533,Stroeşti,2124,1079,35,0,335,147,74,23,256,121,3,59,7,4,2,2,2,6,3,0
RO_150310,Stroieşti,2728,1271,55,0,538,103,53,3,358,62,8,41,2,7,5,4,4,11,4,13
RO_025629,Strugari,1968,887,46,0,372,64,57,20,239,29,3,35,6,1,1,3,2,3,2,3
RO_099209,Strunga,3415,1172,93,0,422,87,57,17,317,30,16,49,17,4,11,8,4,22,11,7
RO_109005,Strâmtura,3016,1061,38,0,302,97,48,6,415,25,12,72,12,6,2,6,2,5,4,9
RO_177799,Străoane,2968,1412,69,0,556,99,81,10,467,24,11,37,7,7,4,5,3,8,15,9
RO_129184,Studina,2234,1464,40,0,251,44,32,5,962,73,0,31,2,3,1,6,1,3,8,2
RO_150356,Stulpicani,4776,2055,81,0,871,113,146,13,588,52,15,119,9,11,4,3,3,15,8,4
RO_018778,Stalpeni,4153,2388,96,0,941,279,226,14,521,105,9,88,10,6,19,7,3,14,43,7
RO_049625,Stâlpu,2570,1336,63,0,601,141,112,7,244,67,9,38,5,5,4,4,3,16,13,4
RO_119625,Stânceni,1194,586,17,0,131,49,32,63,184,13,1,38,4,4,3,6,3,8,26,4
RO_113518,Stângăceaua,1054,678,18,0,424,35,18,2,113,47,0,12,2,3,1,1,1,0,1,0
RO_044060,Stancuta,2820,1275,113,0,538,60,101,12,363,12,4,33,2,8,2,3,1,8,14,1
RO_105295,Stăneşti,2150,1428,71,0,384,36,72,3,465,328,5,31,3,5,3,4,4,4,6,4
RO_082136,Stanesti,1885,934,23,0,355,68,97,10,232,34,8,61,6,3,3,10,2,10,9,3
RO_173132,Stăneşti,911,502,21,0,291,31,15,13,87,15,3,16,4,1,0,1,1,0,1,2
RO_165979,Stănileşti,4311,1506,74,0,383,161,58,24,619,43,21,53,11,5,9,6,4,13,16,6
RO_025521,Stanisesti,3331,1361,70,0,704,57,44,15,337,26,5,58,6,7,5,3,2,6,14,2
RO_124331,Stăniţa,1597,613,28,0,261,63,27,8,152,20,3,17,9,7,6,3,2,2,0,5
RO_035884,Stauceni,2937,1130,54,0,333,77,66,12,430,28,14,29,5,7,12,5,2,17,14,25
ROZZUS,SUA,0,9681,89,0,267,5209,178,61,2077,122,28,602,10,4,35,39,12,74,161,712
RO_059657,Suatu,1341,875,21,0,74,56,22,511,150,12,4,11,3,1,2,3,1,0,3,1
RO_085877,Subcetate,1495,442,15,0,82,84,30,10,167,6,3,25,2,4,0,3,0,6,4,1
RO_077288,Suceveni,1392,866,33,0,396,52,46,5,223,20,4,36,6,6,5,3,2,10,11,8
RO_150418,Suceviţa,2437,1162,38,0,282,120,48,10,478,26,11,57,4,3,5,1,2,16,11,50
RO_109041,Suciu de Sus,3192,1346,29,0,642,194,38,9,324,25,1,37,4,4,5,3,5,2,8,16
ROZZSD,SUDAN,0,12,2,0,1,5,1,0,1,2,0,0,0,0,0,0,0,0,0,0
RO_094535,Suditi,1685,757,49,0,278,95,59,14,118,70,14,27,9,3,4,3,3,0,7,4
ROZZSE,SUEDIA,0,4176,23,0,62,2483,99,38,786,60,10,246,15,3,41,17,10,47,122,88
RO_154460,Suhaia,1834,1055,42,0,292,88,23,0,528,32,7,28,1,4,1,1,1,3,1,3
RO_038982,Suharau,3633,1355,70,0,581,102,77,8,306,55,21,40,13,6,17,12,1,19,7,20
RO_077601,Suhurului,1144,576,39,0,135,35,29,11,220,69,3,10,7,2,0,1,2,2,4,7
RO_039051,Sulita,2467,927,39,0,258,74,171,5,238,21,18,48,8,2,1,19,0,16,8,1
RO_119661,Suplac,1866,928,32,0,157,40,26,422,196,8,8,9,3,3,3,3,1,2,3,12
RO_031262,Suplacu De Barcau,3633,1872,102,0,184,191,41,404,859,21,4,28,4,1,6,2,3,7,4,11
RO_138921,Supur,3263,1427,56,0,340,109,66,387,325,33,7,33,3,4,4,8,0,3,5,44
RO_177842,Suraia,4900,1776,69,0,327,282,53,13,879,37,6,59,6,4,4,6,3,5,15,8
RO_135404,Surani,1432,744,26,0,92,52,17,6,457,27,1,21,2,0,1,3,2,4,6,27
RO_042771,Surdila-Greci,1203,598,36,0,108,29,149,3,220,17,3,14,1,0,0,7,2,3,6,0
RO_044113,Surdila-Gaiseanca,1982,1289,40,0,155,77,631,5,132,191,12,32,2,1,2,0,0,1,6,2
RO_142774,Surduc,3045,1994,47,0,438,261,102,12,940,118,4,29,7,2,6,2,2,8,3,13
RO_019007,Suseni,2536,1315,40,0,296,157,94,10,465,42,5,121,6,5,10,10,3,17,20,14
RO_085920,Suseni,4256,1960,106,0,11,14,7,1777,24,5,1,9,0,0,0,1,0,3,1,1
RO_119723,Suseni,1949,1073,33,0,148,173,30,163,476,13,4,13,1,1,0,1,1,4,9,3
RO_173597,Suteşti,1741,917,18,0,169,86,30,5,509,34,3,40,9,0,3,1,0,4,5,1
RO_113607,Sviniţa,805,460,12,0,228,39,46,1,75,5,4,32,3,2,1,1,2,2,1,6
RO_142612,Sâg,2513,1124,45,0,412,245,42,12,295,17,2,26,3,6,5,2,5,2,2,3
RO_128882,Sâmbureşti,849,764,22,0,535,19,21,4,113,18,0,15,6,0,0,0,1,4,5,1
RO_031057,Sambata,1100,975,27,0,411,54,48,5,331,33,6,30,2,7,0,0,0,2,12,7
RO_042464,Sâmbăta de Sus,1295,894,30,0,170,141,42,2,388,38,1,45,2,2,5,10,1,4,9,4
RO_158653,Sânandrei,6042,3346,76,0,477,1064,235,54,898,110,17,184,13,11,25,22,11,28,34,87
RO_007348,Sâncel,2157,1165,33,0,117,143,91,6,603,45,6,85,2,2,6,19,0,1,5,1
RO_059434,Sancraiu,1329,1047,11,0,51,45,6,813,91,4,3,11,2,0,1,1,0,3,0,5
RO_114382,Sâncraiu de Mureş,7385,4168,90,0,487,1132,240,815,889,112,22,162,9,1,28,27,9,24,27,92
RO_085680,Sâncrăieni,2106,1243,31,0,14,28,1,1148,7,4,2,2,0,3,0,2,0,0,0,1
RO_085760,Sandominic,5218,2427,39,0,16,15,4,2322,14,6,1,1,1,0,1,5,2,0,0,0
RO_114417,Sângeorgiu de Mureş,8328,4429,106,0,340,868,180,1915,581,79,14,174,11,5,24,27,15,43,22,25
RO_119386,Sânger,1866,789,42,0,120,83,32,23,422,9,5,25,6,2,4,1,1,5,2,7
RO_135244,Sângeru,4105,1312,81,0,331,135,43,21,515,46,7,63,12,6,10,4,2,8,15,13
RO_028610,Sâniob,1791,1019,39,0,69,34,17,565,213,40,3,12,3,0,2,2,3,1,5,11
RO_026582,Sanmartin,8991,7696,148,0,2095,1140,475,145,2637,142,46,259,15,8,25,155,4,27,45,330
RO_085788,Sânmartin,1820,990,48,0,5,16,2,898,9,2,1,4,1,0,1,0,0,2,1,0
RO_142676,Sânmihaiu Almaşului,1321,623,29,0,125,124,28,6,190,30,2,60,3,5,1,2,0,2,2,14
RO_034477,Sânmihaiu de Câmpie,1097,807,33,0,162,40,18,10,209,303,2,19,2,1,1,1,1,1,2,2
RO_158699,Sânmihaiu Român,6498,4016,96,0,402,1173,235,54,1283,68,18,261,13,13,30,43,8,39,33,247
RO_059498,Sanmartin,1168,962,18,0,640,58,12,51,132,14,5,22,2,1,0,2,1,1,1,2
RO_032179,Sănnicolau Romăn,1734,1122,41,0,175,42,20,29,751,40,1,10,3,0,1,1,0,0,2,6
RO_059586,Sanpaul,1812,1107,53,0,172,124,34,12,577,7,13,62,3,3,6,5,0,5,4,27
RO_119466,Sânpaul,3398,1912,75,0,209,110,40,1103,258,24,3,32,4,3,18,9,1,9,9,5
RO_041925,Sanpetru,6363,4246,62,0,395,1928,211,74,950,114,23,238,16,9,29,14,12,47,48,76
RO_119527,Sânpetru de Câmpie,2229,972,52,0,145,56,253,34,330,26,25,22,5,3,7,3,0,1,8,2
RO_158733,Sânpetru Mare,2780,1033,38,0,140,237,135,12,324,40,4,52,5,4,4,9,3,6,5,15
RO_085840,Sansimion,2780,1569,39,0,19,7,10,1466,16,3,2,1,1,0,0,0,1,2,0,2
RO_114453,Sântana de Mureş,4804,2758,56,0,281,553,134,914,484,54,14,129,5,10,24,15,7,17,19,42
RO_026653,Santandrei,5469,3306,62,0,301,674,142,82,1700,62,5,45,7,4,6,8,3,14,16,175
RO_007384,Sântimbru,2446,1431,37,0,235,159,78,10,756,25,16,55,8,11,5,5,1,5,19,6
RO_086519,Sântimbru,1714,1040,27,0,12,2,2,980,5,3,0,1,3,0,0,0,1,3,1,0
RO_091232,Santamaria-Orlea,2623,1472,51,0,500,206,131,22,327,47,15,60,3,8,7,17,3,6,10,59
RO_064826,Sanzieni,3686,1833,49,0,17,16,8,1684,30,7,2,3,2,2,5,2,1,2,1,2
RO_154308,Sârbeni,1098,681,40,0,295,43,21,2,139,90,4,20,1,4,3,4,2,5,7,1
RO_031128,Sarbi,1980,1193,33,0,376,72,54,23,490,21,6,37,3,3,2,0,0,3,2,68
RO_130366,Sârbii - Măgura,1560,1039,41,0,625,86,38,4,162,39,8,17,7,1,1,0,1,3,4,2
RO_124206,Săbăoani,9572,3153,151,0,667,805,100,45,882,86,14,187,24,17,32,14,13,78,22,16
RO_179775,Săbăreni,2162,1536,63,0,235,336,52,11,603,118,1,56,2,2,5,8,1,15,16,12
RO_085467,Sacel,932,470,41,0,36,11,9,320,32,8,1,6,0,0,0,2,1,2,0,1
RO_108874,Săcel,2808,972,30,0,329,40,119,8,327,25,9,32,11,0,4,26,1,2,3,6
RO_062878,Sacele,1907,828,30,0,141,77,40,6,385,18,4,89,5,2,4,8,2,8,6,3
RO_081754,Sacelu,1226,712,19,0,209,30,37,7,230,36,3,59,10,0,22,38,0,6,4,2
RO_153972,Săceni,931,611,38,0,327,39,7,1,150,19,2,24,0,0,0,0,2,0,0,2
RO_059283,Sacuieu,1195,576,26,0,65,71,15,4,245,98,6,19,4,0,4,2,0,3,4,10
RO_030871,Sacadat,1462,852,26,0,233,61,46,11,286,33,9,24,1,4,0,3,0,2,10,103
RO_158564,Săcălaz,7906,4191,101,0,482,1018,340,61,1001,238,27,530,15,9,21,102,10,28,26,182
RO_108794,Săcălăşeni,1927,951,24,0,221,168,56,14,220,34,2,174,4,3,3,9,0,1,7,11
RO_138770,Săcăşeni,952,397,17,0,48,24,18,169,70,21,3,13,0,1,0,4,3,0,6,0
RO_155145,Saelele,1909,1452,25,0,981,104,56,8,182,23,11,40,3,2,5,1,2,4,2,3
RO_049073,Sageata,3836,2256,99,0,1025,169,118,17,585,84,14,81,10,3,6,4,2,10,22,7
RO_049153,Sahateni,2640,1347,70,0,379,132,76,13,222,293,11,80,7,2,9,4,2,13,11,23
RO_030988,Salacea,2468,1324,44,0,39,6,7,1187,32,2,0,0,1,2,0,2,1,1,0,0
RO_031011,Salard,3556,1690,44,0,104,110,25,1089,243,17,4,15,5,1,2,1,1,6,3,20
RO_091116,Salasu De Sus,1969,1361,24,0,383,131,279,67,294,76,9,46,0,9,4,2,2,0,7,28
RO_135146,Sălciile,1453,877,48,0,168,88,39,9,422,20,0,48,6,3,2,1,5,7,8,3
RO_068789,Salcioara,3154,1852,71,0,779,206,189,17,359,43,18,73,17,10,11,14,7,15,10,13
RO_094330,Salcioara,1777,850,53,0,348,80,36,20,192,33,5,59,8,4,1,3,1,3,2,2
RO_006976,Sălciua,1275,612,18,0,107,116,32,7,253,25,6,27,2,4,2,6,0,4,2,1
RO_074028,Salcuta,1535,592,44,0,313,20,40,1,86,15,6,53,4,2,2,2,0,0,3,1
RO_007044,Săliştea,1895,1273,42,0,161,111,36,3,802,17,2,51,2,2,3,4,0,4,21,12
RO_108918,Sălsig,1261,668,21,0,212,83,21,5,166,15,2,88,4,1,2,1,0,1,1,45
RO_172894,Sălătrucel,1781,858,27,0,181,86,55,9,396,27,7,39,7,3,5,4,0,2,6,4
RO_018554,Salatrucu,1777,763,18,0,297,50,48,9,239,18,6,43,7,4,4,4,1,7,4,4
RO_142550,Sălăţig,2217,1284,21,0,132,130,42,630,274,12,3,21,2,3,2,0,0,1,1,10
RO_025148,Sanduleni,3654,1412,97,0,625,130,38,28,345,43,9,30,5,8,8,4,16,6,10,10
RO_055311,Sandulesti,1734,945,19,0,175,222,26,15,299,42,4,55,7,6,9,8,2,5,9,42
RO_018581,Sapata,1365,914,28,0,408,65,45,11,177,40,7,108,4,0,5,3,1,5,6,1
RO_049206,Sapoca,2841,1647,75,0,528,183,103,13,489,95,11,82,8,5,7,8,2,11,24,3
RO_108945,Săpânţa,2630,957,20,0,242,93,55,6,360,102,4,51,3,1,5,4,1,3,5,2
RO_026320,Sărata,1811,914,41,0,239,147,45,15,265,56,5,45,11,1,7,5,4,13,8,7
RO_085528,Sarmas,3271,1381,26,0,260,210,87,158,435,34,5,92,11,3,12,6,2,7,13,20
RO_049233,Sarulesti,1063,518,25,0,254,37,30,5,101,20,6,23,2,4,1,0,1,4,3,2
RO_104886,Săruleşti,2170,1085,69,0,574,58,26,6,225,26,6,55,7,6,2,6,0,8,7,4
RO_180019,Sărateni,967,391,28,0,131,24,21,5,140,8,2,12,5,2,1,3,0,6,2,1
RO_120496,Sărăţeni,1236,540,32,0,21,5,4,458,10,3,2,1,0,0,0,1,0,0,1,2
RO_007099,Săsciori,4821,2555,78,0,255,387,82,16,1507,47,15,70,11,4,8,9,7,7,24,28
RO_138805,Săuca,1103,469,36,0,89,16,35,99,71,38,1,56,2,3,0,2,1,0,3,17
RO_025228,Saucesti,4397,2345,111,0,690,431,141,33,488,142,20,120,21,14,28,25,5,36,21,19
RO_081816,Saulesti,1846,931,31,0,455,63,76,9,177,35,12,42,11,2,8,3,1,3,1,2
RO_094376,Saveni,2820,1001,45,0,401,102,116,5,184,29,17,63,7,6,9,2,3,2,6,4
