gisco_id,name,registered,turnout,invalid,blank,ФСБ-СБ,ДНБ,БСП-ОЛ,Гранит,KE,НДСВ,ДБ [Достойна България],ДСБ,ДЖБ,Евророма,КнР,БНС-НД,НВ,АТАКА,ФАГО,ОППБ,ДПС,БХК,ОДС,ПСД,ΡΚ,Пенев,Коев,Димов,Събчев,Илиев,Василев,Петров,Ничев,Мумджиев,Бозукова,Чаушев,Велчев,Абаджиев
BG_PER3255871,Pernik,88692,44393,1001,0,70,125,14775,112,38,11191,75,2917,112,332,404,2054,1268,3206,631,146,135,239,5128,9,10,0,0,0,0,0,415,0,0,0,0,0,0,0
BG_PER3661577,Radomir,18940,9287,254,0,24,13,3583,28,8,2097,21,529,27,240,83,484,311,451,91,57,77,14,846,2,6,0,0,0,0,0,41,0,0,0,0,0,0,0
BG_PER5173273,Tran,4434,3151,99,0,10,12,1754,5,1,582,5,114,5,58,14,59,24,130,2,11,34,1,226,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
BG_PVN0303366,Belene,10330,6057,188,0,10,16,2422,12,7,1167,12,199,24,19,159,285,111,521,5,25,243,9,612,1,1,0,0,0,0,0,0,6,3,0,0,0,0,0
BG_PVN0818099,Gulyantsi,13566,7356,314,0,7,23,3181,8,4,1005,18,198,34,16,179,629,78,524,102,26,423,5,416,3,2,0,0,0,0,0,0,58,103,0,0,0,0,0
BG_PVN1022215,Dolna Mitropoliya,20045,11542,467,0,11,38,4692,22,11,1886,30,245,28,128,173,669,208,748,215,43,1054,110,483,7,2,0,0,0,0,0,0,43,229,0,0,0,0,0
BG_PVN1122407,Dolni Dabnik,12599,6722,333,0,7,14,2225,12,4,794,12,100,23,25,51,1132,86,388,29,23,935,23,477,3,2,0,0,0,0,0,0,14,10,0,0,0,0,0
BG_PVN1643236,Lewski,21080,12183,452,0,16,25,4443,23,14,1754,25,767,24,44,122,576,198,1179,112,47,1447,60,764,1,1,0,0,0,0,0,0,80,9,0,0,0,0,0
BG_PVN2151723,Nikopol,10745,6368,324,0,10,16,2751,7,3,843,12,114,12,11,77,296,62,344,72,21,1147,4,177,1,2,0,0,0,0,0,0,56,6,0,0,0,0,0
BG_PVN2355782,Iskar,6990,3727,183,0,3,13,1818,7,3,555,7,47,5,44,17,238,26,251,20,9,299,5,153,1,1,0,0,0,0,0,0,21,1,0,0,0,0,0
BG_PVN2456722,Plewen,130990,67020,1274,0,108,111,20558,86,41,15234,71,3834,198,307,551,3118,1655,8218,365,200,2829,407,7449,24,12,0,0,0,0,0,0,224,146,0,0,0,0,0
BG_PVN2757772,Pordim,6092,4013,174,0,4,4,1591,7,1,461,3,71,8,40,39,764,39,358,19,5,255,9,151,2,1,0,0,0,0,0,0,5,2,0,0,0,0,0
BG_PVN3780501,Cherwen bryag,29129,14200,485,0,6,38,6036,28,10,2513,22,640,36,96,252,512,197,929,56,40,960,218,946,5,7,0,0,0,0,0,0,152,16,0,0,0,0,0
BG_PVN3937376,Knezha,13122,6481,282,0,5,18,2782,12,2,639,14,255,24,125,43,455,89,705,22,18,646,21,292,4,0,0,0,0,0,0,0,26,2,0,0,0,0,0
BG_PDV2256784,Plowdiw,295430,167394,3027,0,423,160,42434,333,105,42996,227,14105,351,137,1098,7747,4970,12946,674,479,11797,1427,21187,119,70,0,0,0,0,0,0,0,0,582,0,0,0,0
BG_PDV0100702,Asenowgrad,56328,34855,1008,0,40,39,8138,41,26,8719,58,1327,58,82,216,1270,638,2252,28,109,8013,281,2485,17,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV0706361,Brezowo,6864,4724,150,0,8,21,2907,15,3,556,8,102,20,128,49,164,103,134,4,19,13,19,293,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV1235523,Kaloyanowo,10390,6213,260,0,8,14,2274,15,7,813,6,251,11,104,18,250,89,220,5,23,174,33,1631,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV1336498,Karlowo,49422,26286,810,0,51,53,9181,42,139,4648,54,889,85,1057,558,1034,566,2578,97,109,1811,159,2339,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV1544478,Laki,2979,1413,57,0,0,7,496,1,2,274,7,31,5,9,13,106,27,79,7,15,176,8,72,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV1787669,Yasno pole,25418,11708,416,0,13,28,4365,15,17,2753,27,428,35,241,114,687,276,730,12,39,97,229,1175,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV2359080,Parwomaj,25651,13864,536,0,18,38,5615,30,15,2359,45,423,35,93,51,625,264,1022,20,41,950,203,1459,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV2562075,Rakowski,22647,8644,347,0,10,24,3289,22,8,2090,26,222,34,125,54,349,223,798,11,39,228,117,618,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV2687240,Yagodowo,27798,13703,448,0,24,24,4113,41,10,2929,28,770,34,91,46,846,231,1395,33,49,1134,113,1332,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV2865139,Sadowo,12400,5758,194,0,6,15,2505,12,10,1462,5,211,21,141,12,231,78,335,7,14,119,33,341,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV3370528,Saedinenie,9270,5044,223,0,5,15,1984,14,12,951,13,206,9,74,19,500,86,322,8,11,44,57,486,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV3777270,Hisarya,12968,6754,335,0,18,16,2909,12,9,1079,9,215,17,138,46,483,204,482,30,28,68,53,590,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV3939921,Krichim,6961,3780,145,0,4,9,1068,6,5,634,12,113,8,22,16,158,76,285,11,9,952,43,199,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV4055909,Perushtitsa,4371,2436,130,0,3,3,805,4,3,346,3,112,3,128,15,68,35,162,2,10,111,121,368,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV4151980,Stambolijski,18397,8615,309,0,13,20,2626,68,6,2128,19,463,25,90,37,389,214,617,17,46,283,87,1145,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV4240467,Kuklen,5660,3339,155,0,3,3,728,1,2,475,5,124,4,101,14,211,34,210,5,7,1024,7,224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_PDV4368080,Сопот,8986,4839,104,0,8,5,1572,2,4,1282,23,140,15,64,59,199,190,693,19,12,134,7,303,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ1130065,Zawet,9987,6991,238,0,21,7,596,0,1,447,11,44,12,17,318,135,19,134,137,29,4645,4,170,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ1432874,Isperih,21570,15443,523,0,122,63,2226,13,6,1114,20,129,21,71,281,215,131,877,381,51,8783,26,368,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ1640422,Kubrat,18616,12769,561,0,32,51,2441,17,5,1325,27,159,21,46,112,319,140,426,312,59,6238,29,441,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ1744166,Loznitsa,8393,6398,156,0,0,20,718,7,7,559,9,49,8,10,64,42,32,124,80,25,4251,8,225,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ2661710,Razgrad,48785,30869,827,0,32,39,8942,36,23,4965,42,954,65,244,405,1034,723,3254,1066,65,7128,87,923,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ2965276,Samuil,6430,5234,220,0,9,4,361,2,5,787,17,65,6,26,473,23,14,22,37,11,3083,7,58,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RAZ3677308,Tsar Kaloyan,6039,4253,179,0,4,4,691,0,10,352,6,30,3,3,195,27,19,296,0,11,2307,7,105,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE0305611,Borowo,6295,3621,229,0,6,13,1403,11,4,369,14,56,10,29,46,128,62,426,11,22,543,29,205,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE0407603,Byala,14110,7753,263,0,20,19,2642,13,7,1587,17,290,23,128,77,395,262,1009,11,47,541,19,380,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE0510803,Wetowo,12879,8742,314,0,9,20,1411,7,10,1202,23,127,18,164,65,89,110,514,13,34,4484,8,112,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE0820184,Dwe mogili,9363,5776,269,0,12,28,1916,15,7,490,17,133,10,117,86,212,95,628,10,24,1373,20,305,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE1332095,Iwanowo,9332,5711,244,0,11,19,2108,12,5,960,17,167,27,12,126,344,82,502,14,33,742,15,265,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE2763427,Ruse,155084,84492,1402,0,265,198,20864,105,53,19794,192,6061,266,272,725,5864,2999,11414,329,406,3999,415,8792,25,52,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE3367444,Sliwo pole,10825,6397,294,0,10,9,1616,14,7,805,8,107,11,33,109,218,59,289,12,30,2408,15,340,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_RSE3778361,Tsenowo,6465,3902,182,0,6,10,1440,10,9,738,7,109,25,31,130,195,53,343,32,21,393,3,159,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS0100415,Alfatar,3023,2026,108,0,4,5,945,7,3,233,4,26,26,8,23,43,47,60,1,17,353,2,109,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS0715031,Glawinitsa,11119,7581,378,0,49,27,1454,11,4,371,23,75,22,23,139,112,134,144,10,36,4452,23,85,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS1024030,Dulowo,25486,19406,779,0,357,70,2667,13,14,462,34,110,7,71,385,178,128,532,125,84,13095,38,239,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS1535242,Kajnardzha,4010,2935,144,0,3,3,863,8,3,168,13,30,7,9,66,37,45,64,14,20,1257,2,176,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS3166425,Silistra,54410,33089,900,0,75,54,12628,65,38,7064,101,948,356,59,370,1186,1159,2691,85,121,3743,160,1250,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS3266665,Sitowo,5433,3886,232,0,11,11,1275,10,4,355,7,38,17,6,32,55,40,87,20,13,1575,10,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLS3473496,Tutrakan,16074,10164,379,0,19,23,3430,12,9,1509,25,133,64,43,73,228,228,672,7,33,3039,47,183,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SLV1139030,Kotel,17469,8556,421,0,54,14,2011,16,10,632,18,149,127,251,79,545,134,394,31,38,3009,167,426,6,4,0,0,0,0,0,0,0,0,0,20,0,0,0
BG_SLV1651809,Nowa Zagora,35257,17650,677,0,84,33,6960,30,9,1926,25,654,120,159,337,1175,690,1967,29,40,1086,295,1217,98,9,0,0,0,0,0,0,0,0,0,30,0,0,0
BG_SLV2067338,Sliwen,109871,54911,1420,0,433,123,16996,64,37,11515,116,2432,1007,808,639,2452,2738,5107,182,196,3485,1118,3755,54,39,0,0,0,0,0,0,0,0,0,195,0,0,0
BG_SLV2472165,Twarditsa,12031,6026,440,0,26,10,2039,14,6,805,26,128,69,83,57,265,158,473,26,34,834,157,347,4,1,0,0,0,0,0,0,0,0,0,24,0,0,0
BG_SML0244402,Banite,5639,2975,112,0,3,9,952,8,8,734,8,133,13,10,26,94,53,50,8,0,530,9,196,5,1,0,0,0,0,0,0,0,0,0,0,13,0,0
BG_SML0505462,Borino,3500,2297,63,0,4,13,420,13,1,29,2,142,3,8,6,92,9,28,5,0,1368,6,83,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
BG_SML0920465,Dewin,12576,6910,221,0,14,49,2269,11,5,669,20,348,25,33,283,360,114,168,23,0,1884,24,363,4,1,0,0,0,0,0,0,0,0,0,0,22,0,0
BG_SML1023025,Dospat,8368,4933,147,0,4,5,901,7,1,866,9,1059,17,30,79,112,74,28,47,0,1373,1,159,1,2,0,0,0,0,0,0,0,0,0,0,11,0,0
BG_SML1131111,Zlatograd,12030,6064,248,0,18,11,1240,12,6,806,15,316,9,13,102,1096,423,272,43,0,816,19,580,4,2,0,0,0,0,0,0,0,0,0,0,13,0,0
BG_SML1646045,Madan,11640,5122,160,0,13,15,1476,11,8,545,20,348,33,21,80,571,100,76,20,0,752,4,850,2,0,0,0,0,0,0,0,0,0,0,0,17,0,0
BG_SML1851319,Nedelino,6859,3488,115,0,8,6,832,5,2,377,4,182,1,13,41,1470,93,51,2,0,184,1,87,3,1,0,0,0,0,0,0,0,0,0,0,10,0,0
BG_SML2763207,Rudozem,9090,4424,149,0,12,3,784,17,3,511,12,295,22,21,39,416,111,89,29,0,1051,5,729,2,2,0,0,0,0,0,0,0,0,0,0,122,0,0
BG_SML3167653,Smolyan,38386,21336,599,0,22,55,7976,31,40,4601,48,1103,140,148,207,1051,577,1389,208,0,954,37,2063,3,8,0,0,0,0,0,0,0,0,0,0,76,0,0
BG_SML3880371,Chepelare,7353,3793,118,0,23,10,1458,5,9,675,7,171,11,20,56,154,66,310,15,0,148,8,514,3,1,0,0,0,0,0,0,0,0,0,0,11,0,0
BG_SOF4687401,Yana,1035696,557607,7651,0,2364,935,162791,663,513,114966,710,87098,2090,4629,4072,38143,17421,49983,2426,1648,5950,2222,50395,218,316,0,0,0,0,0,0,0,0,0,0,0,398,0
BG_SFO0677400,Hrabarsko,5943,3016,55,0,29,9,1091,6,2,526,4,322,12,3,35,172,119,265,4,15,68,10,267,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO0705815,Botewgrad,29677,15279,351,0,118,28,4922,14,14,3451,34,599,43,747,595,857,402,1651,29,39,375,31,958,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO0915309,Godech,5187,2703,71,0,4,12,1213,6,4,373,6,97,12,8,27,97,77,226,25,13,200,1,224,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO1016314,Gorna Malina,5344,2826,117,0,5,8,1202,7,8,453,10,177,9,85,37,156,59,178,2,15,110,4,179,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO1623409,Dragoman,4575,2803,94,0,13,7,1308,7,1,350,8,158,12,33,81,95,87,138,5,9,116,3,274,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO1727303,Elin Pelin,18301,8602,254,0,20,29,3056,22,7,1710,12,392,44,88,146,623,265,790,21,44,280,70,712,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO1827632,Etropole,11328,5844,156,0,109,28,2689,16,9,1049,11,243,21,108,105,249,105,511,4,26,58,43,271,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO2032901,Ihtiman,14382,8480,367,0,37,30,2772,12,10,1151,25,245,24,1481,55,436,182,916,13,33,180,20,481,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO2438558,Kopriwshtitsa,2048,1303,46,0,3,3,581,3,1,180,7,95,2,3,41,35,68,113,8,4,30,2,71,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO2538916,Kostenets,12192,5879,157,0,148,18,2223,38,5,986,16,234,28,19,57,364,178,686,11,26,261,28,391,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO2638978,Kostinbrod,13629,6587,201,0,15,57,2644,4,6,1195,13,510,18,46,50,387,166,504,22,45,227,24,446,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO3458030,Prawets,6503,3829,122,0,80,31,1980,11,3,729,6,113,11,83,33,126,78,189,11,12,41,9,157,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO3965231,Samokow,34099,20937,574,0,38,117,5595,23,19,4941,29,903,62,2492,383,946,479,2552,125,67,539,46,990,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO4365869,Swoge,18025,9777,303,0,15,33,3324,20,25,1313,28,542,27,26,102,307,177,667,18,55,1914,26,838,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO4567372,Sliwnitsa,8358,3930,101,0,5,15,1578,10,6,641,8,333,25,55,17,307,123,319,6,13,106,13,246,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO4731044,Zlatitsa,5181,2731,62,0,2,4,823,6,0,366,2,124,15,128,145,103,146,530,41,5,44,4,178,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5400504,Anton,1377,729,28,0,2,2,273,2,1,55,1,53,5,30,18,24,13,127,12,3,6,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5556407,Pirdop,7699,4343,108,0,10,4,1336,7,4,633,8,222,16,134,88,202,226,802,139,16,80,6,300,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5648324,Mirkowo,2377,1310,33,0,1,6,488,3,2,160,5,116,12,82,87,41,17,158,10,6,17,5,58,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5780011,Chawdar,1140,623,15,0,1,0,272,6,0,47,1,41,1,24,22,17,25,92,10,5,2,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5880323,Chelopech,1338,816,22,0,3,3,304,0,1,106,1,27,2,41,64,27,47,112,11,3,2,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SFO5922006,Dolna banya,3764,1767,47,0,23,1,536,4,1,445,12,61,11,186,16,114,74,64,1,5,56,4,103,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SZR0406183,Bratya Daskalowi,7697,5207,224,0,5,23,2891,17,4,466,11,132,8,119,18,323,150,136,2,22,423,57,164,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8
BG_SZR0718280,Galabowo,12807,6528,277,0,10,16,3103,10,9,671,13,210,27,153,125,407,365,528,8,27,38,43,428,2,3,0,0,0,0,0,0,0,0,0,0,0,0,55
BG_SZR1235167,Kazanlak,70928,34226,828,0,58,75,11025,48,31,8164,87,1775,77,316,325,1584,1462,3003,75,166,2176,345,2367,12,12,0,0,0,0,0,0,0,0,0,0,0,0,215
BG_SZR2249494,Maglizh,9296,4432,257,0,5,21,1654,4,6,508,10,147,11,184,62,205,273,350,4,26,290,72,277,2,3,0,0,0,0,0,0,0,0,0,0,0,0,61
BG_SZR2353576,Opan,2740,2112,104,0,3,11,1274,9,3,183,3,71,4,18,8,191,35,38,1,3,35,6,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
BG_SZR2455021,Pawel banya,12796,7467,392,0,18,21,1966,12,8,811,18,193,17,226,165,318,122,449,38,45,2291,34,303,4,3,0,0,0,0,0,0,0,0,0,0,0,0,13
BG_SZR2761460,Radnewo,18197,9954,329,0,12,18,3970,22,8,1160,28,555,27,319,106,756,359,895,10,27,73,87,1072,6,6,0,0,0,0,0,0,0,0,0,0,0,0,109
BG_SZR3168850,Stara Zagora,145368,78477,1525,0,163,145,24474,73,57,14955,220,5783,225,1300,1714,5204,3935,8598,77,229,1661,589,6689,52,38,0,0,0,0,0,0,0,0,0,0,0,0,771
BG_SZR3681414,Chirpan,21291,11776,342,0,19,26,4834,19,11,1648,17,420,34,74,188,674,524,1117,14,50,1149,71,456,7,3,0,0,0,0,0,0,0,0,0,0,0,0,79
BG_SZR3718157,Gurkowo,4384,2234,104,0,6,5,873,5,2,229,4,117,13,24,13,150,42,120,125,9,249,3,88,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51
BG_SZR3851648,Nikolaewo,3711,2108,104,0,5,9,745,5,0,185,12,32,3,11,30,130,65,91,15,10,544,2,101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7
BG_TGV0200518,Antonowo,5942,5029,168,0,3,11,1135,4,4,150,13,176,1,34,72,180,120,67,6,40,2791,3,48,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_TGV2253535,Omurtag,22275,15635,602,0,16,22,2516,10,4,455,34,409,8,102,79,181,137,421,21,67,10308,31,199,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_TGV2353552,Opaka,6392,4551,187,0,3,234,850,1,4,74,4,27,7,11,587,49,46,113,2,7,2319,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_TGV2457649,Popowo,28533,16764,463,0,11,133,6702,27,18,2010,72,666,47,86,237,688,348,1605,42,58,3047,34,460,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_TGV3573626,Targowishte,55287,35984,933,0,58,57,11325,37,28,3573,50,1215,76,474,192,1690,869,3691,56,98,10145,128,1273,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV0921052,Dimitrowgrad,55182,28224,899,0,29,60,8870,45,31,6174,58,990,85,347,260,3229,841,2386,130,132,2020,162,1437,11,28,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV1132024,Iwajlowgrad,6667,4522,149,0,4,7,1868,15,6,456,26,116,13,3,73,508,140,182,9,16,614,16,296,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV1744570,Lyubimets,9248,5545,224,0,15,11,2262,14,5,1346,37,119,15,68,57,335,89,269,30,33,320,11,278,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV1846084,Madzharowo,1785,1334,37,0,2,4,348,0,0,131,1,42,2,0,6,148,24,23,16,5,504,2,36,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV1972103,Tatarewo,5524,4463,127,0,1,41,802,1,4,199,12,20,0,40,12,80,40,87,8,13,2869,24,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV2865677,Swilengrad,20947,11064,381,0,32,23,4299,22,25,2204,31,484,40,99,71,555,338,726,93,94,871,35,628,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV2947278,Simeonowgrad,8080,4523,157,0,8,7,1783,7,8,716,15,205,23,87,42,139,209,297,18,33,360,18,388,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV3068727,Stambolowo,5079,4277,162,0,1,4,560,4,3,252,7,28,3,46,35,51,14,40,42,14,2965,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV3272761,Topolowgrad,12348,7084,333,0,18,25,2863,22,11,1276,11,274,31,184,39,255,270,461,123,21,411,15,435,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV3377181,Harmanli,23333,12379,507,0,10,19,4816,23,15,2204,24,318,29,163,96,704,543,1031,130,47,983,57,649,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_HKV3477195,Haskowo,86095,48768,1383,0,49,84,14114,51,34,8868,95,1856,89,398,456,2574,1785,4531,348,150,9239,346,2264,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU0710642,Wenets,7955,5286,180,0,42,12,201,1,2,330,13,10,5,10,47,8,9,13,6,20,4206,1,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU1012766,Warbitsa,8967,5395,233,0,10,7,977,4,1,759,9,62,7,36,103,35,121,118,12,18,2761,26,93,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU1114516,Hitrino,6998,5330,180,0,12,9,454,3,1,226,14,46,0,3,177,20,36,36,5,15,4010,7,70,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU1836079,Kaolinowo,12014,8012,373,0,154,10,588,12,7,257,14,26,6,58,474,25,87,25,2,25,5339,16,510,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU1936590,Kaspichan,7619,4222,177,0,7,11,1870,15,1,849,12,69,11,27,16,156,202,311,3,28,272,44,134,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU2151651,Nikola Kozlewo,5656,4100,144,0,5,12,1169,7,1,268,7,16,7,22,104,16,37,46,2,20,2082,6,126,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU2252009,Nowi pazar,17182,9351,292,0,24,16,3714,28,8,1376,22,325,20,50,77,215,297,733,10,45,1829,8,255,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU2358222,Weliki Preslaw,13213,7311,212,0,13,20,2285,13,6,890,22,212,23,200,66,120,218,1185,7,21,1323,56,407,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU2567708,Smyadowo,6562,3714,188,0,11,18,1170,13,5,1062,13,61,11,43,34,94,195,51,1,18,510,63,150,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_SHU3083510,Shumen,89910,50266,1111,0,51,75,14544,114,30,10001,154,1641,160,402,274,1403,2145,7894,50,190,5123,677,4150,47,30,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_JAM0305284,Bolyarowo,4101,2970,153,0,5,15,1793,14,2,429,9,65,9,25,20,84,62,62,1,34,110,15,60,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_JAM0727382,Elhowo,16718,8921,345,0,16,42,4039,23,12,1551,23,300,45,197,102,533,673,216,21,46,106,174,428,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_JAM2269660,Straldzha,12017,7212,376,0,11,28,3792,79,7,903,11,179,26,215,34,321,346,185,65,25,151,233,209,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_JAM2580306,Chelnik,23820,14260,543,0,55,51,7100,44,26,2065,37,400,68,267,211,936,665,829,70,54,117,198,499,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_JAM2687374,Yambol,73179,36377,847,0,70,80,10857,147,12,8643,59,1380,283,296,618,1652,1986,3545,519,143,1459,628,3011,116,26,0,0,0,0,0,0,0,0,0,0,0,0,0
BG_BGZZ99,Citizens of Bulgaria living abroad,77020,77020,1766,0,546,341,6125,72,50,13432,201,5026,120,93,524,1518,736,1567,85,190,40626,267,3547,124,55,0,0,0,0,0,0,0,0,0,0,0,0,0
