gisco_id,name,registered,turnout,invalid,blank,VVD,Democraten 66 (D66),SP (Socialistische Partij),Partij van de Arbeid (P.v.d.A.),CDA,PVV (Partij voor de Vrijheid),GROENLINKS,50PLUS,Partij voor de Dieren,ChristenUnie,Forum voor Democratie,OndernemersPartij,VNL (VoorNederland),Staatkundig Gereformeerde Partij (SGP),Piratenpartij,NIEUWE WEGEN,Lokaal in de Kamer,De Burger Beweging,GeenPeil,DENK,Vrijzinnige Partij,Libertarische Partij (LP),JEZUS LEEFT,Niet Stemmers,Artikel 1,StemNL,MenS en Spirit / Basisinkomen Partij / V-R,Vrije Democratische Partij (VDP)
NL_1658,Heeze-Leende,12453,10471,23,17,3053,1321,1095,420,1829,1172,625,293,234,91,146,14,34,17,31,18,13,2,2,11,0,0,0,9,2,0,0,0
NL_0399,Heiloo,18041,15936,33,16,4832,2553,881,1197,1771,1166,1589,382,689,238,301,20,70,53,56,19,7,12,11,17,4,0,0,11,7,0,0,4
NL_0163,Hellendoorn,27996,24032,31,15,4622,2113,2239,1063,7287,2498,1292,598,375,1168,301,25,51,192,36,25,25,15,5,37,3,0,0,12,4,0,0,0
NL_0530,Hellevoetsluis,30341,24001,64,42,5675,2025,2074,1313,2118,5205,1360,1227,792,439,739,40,218,100,72,56,21,16,5,331,6,2,13,22,25,2,0,0
NL_0794,Helmond,65490,50067,219,110,10493,4777,7067,1898,5272,10260,3532,1805,1188,388,820,51,201,51,148,71,50,29,22,1501,12,4,0,38,41,19,0,0
NL_0531,Hendrik-Ido-Ambacht,22135,18904,36,22,4414,1546,1127,763,2333,2536,852,529,383,1179,373,19,73,2441,32,19,13,5,3,167,3,3,14,6,15,0,0,0
NL_0164,Hengelo,62163,51197,156,74,9521,6532,6599,3182,8438,6180,4113,1181,1328,1240,873,50,186,143,173,66,28,23,16,1015,21,0,0,32,27,0,0,0
NL_0063,het Bildt,7932,6406,7,11,1092,497,822,505,1386,731,457,211,217,229,137,15,14,29,22,11,6,3,2,0,2,2,0,0,0,0,0,0
NL_0252,Heumen,12885,11162,10,10,2708,1721,1224,667,1659,1064,1153,252,326,128,125,8,16,9,35,5,6,10,2,15,3,0,3,3,0,0,0,0
NL_0797,Heusden,33544,27846,62,30,7289,2980,3121,1105,4010,4415,1642,933,652,300,457,44,112,63,66,42,46,7,12,414,15,3,0,15,9,2,0,0
NL_0534,Hillegom,16132,13504,37,14,3870,1593,876,687,1641,1820,980,565,443,233,390,28,64,75,42,19,0,11,4,86,7,3,3,5,7,3,0,0
NL_0798,Hilvarenbeek,12062,10280,16,16,2858,1226,1200,434,2093,944,673,299,226,75,112,11,25,9,20,7,15,2,2,4,5,2,3,4,2,0,0,0
NL_0402,Hilversum,65195,53510,171,62,12464,9036,3704,3314,4345,5470,6073,1800,2304,1441,944,67,232,351,314,59,24,24,39,1169,22,0,0,31,50,0,0,0
NL_1735,Hof van Twente,27631,23835,47,25,6210,2560,1956,1458,5851,2466,1200,590,354,318,346,20,83,108,54,19,15,6,7,126,3,0,0,9,4,0,0,0
NL_1911,Hollands Kroon,36460,30126,58,26,8618,2936,2455,1650,3887,4375,1867,1233,820,576,859,62,218,174,89,61,80,15,19,15,8,0,0,15,3,0,0,7
NL_0118,Hoogeveen,42582,34377,70,50,5385,2394,4292,1993,6958,5307,1812,1194,582,2423,720,49,135,693,70,45,31,14,6,147,6,6,0,0,0,0,0,0
NL_0018,Hoogezand-Sappemeer,26880,20363,48,22,2832,1713,3753,1907,1788,3050,1808,900,576,820,300,27,66,73,65,26,36,11,9,497,5,3,0,15,13,0,0,0
NL_0405,Hoorn,54585,43772,143,61,10073,5592,4212,3166,3827,5432,4659,1571,1728,695,955,74,193,109,193,75,39,24,19,692,24,0,0,55,154,0,0,7
NL_1507,Horst aan de Maas,32269,26557,38,49,5720,2918,3652,920,5886,3433,1444,1049,510,150,426,50,99,24,67,33,0,28,5,30,6,5,0,13,2,0,0,0
NL_0321,Houten,36289,31677,53,32,7958,4622,1827,1734,3810,3147,3129,831,863,1968,448,40,104,728,94,29,0,6,15,155,7,4,11,9,47,4,5,0
NL_0406,Huizen,32127,27112,60,20,7431,3260,1457,1358,3483,2803,1973,854,926,1528,584,27,101,603,67,53,9,11,13,437,8,0,0,18,28,0,0,0
NL_0677,Hulst,20025,15719,39,130,3540,1289,1903,855,2381,2804,882,833,422,130,241,20,71,56,30,30,17,6,6,19,4,2,0,0,3,6,0,0
NL_0353,IJsselstein,25671,21399,48,23,5783,2996,1447,1036,2634,2804,1630,693,551,517,368,25,87,212,44,19,0,8,6,399,4,3,15,8,35,0,4,0
NL_1884,Kaag en Braassem,20408,17744,36,17,5631,2171,930,712,2722,2335,1090,590,455,271,433,30,94,100,43,26,0,5,4,24,3,2,5,9,5,2,0,0
NL_0166,Kampen,38909,33715,70,39,4543,2084,2626,1373,6505,3769,1934,795,534,4683,475,15,82,3630,83,31,13,9,6,378,8,0,0,17,13,0,0,0
NL_0678,Kapelle,9497,8349,16,6,1812,688,606,368,1294,837,395,247,190,580,139,12,36,1087,16,5,2,2,2,5,3,0,0,0,2,0,0,0
NL_0537,Katwijk,48012,40943,112,31,8212,2338,1803,1181,8263,5907,1528,1146,843,3927,1079,38,172,3911,105,45,0,9,12,178,3,10,57,11,17,5,0,0
NL_0928,Kerkrade,34977,25463,90,70,3243,1617,4900,1059,2775,7324,1350,1217,816,107,460,27,66,22,59,33,0,26,18,145,7,5,0,21,6,0,0,0
NL_1598,Koggenland,17247,14815,31,16,4982,1583,974,717,2233,1630,931,535,418,132,312,31,112,50,41,18,20,10,3,9,5,0,0,13,8,0,0,3
NL_0079,Kollumerland en Nieuwkruisland,9979,8005,11,10,1131,472,835,394,2251,1089,413,241,149,606,158,13,23,149,13,18,11,10,2,0,2,5,0,0,0,0,0,0
NL_0588,Korendijk,8512,7378,15,7,1546,491,431,284,922,1042,327,251,180,315,158,10,32,1315,12,7,3,2,2,3,6,0,7,9,2,0,0,0
NL_0542,Krimpen aan den IJssel,22416,19046,39,21,3616,1619,1216,1040,2009,2789,995,579,470,1259,387,22,75,2690,46,9,0,5,16,84,3,5,12,7,33,0,0,0
NL_1931,Krimpenerwaard,42640,36865,97,39,8934,3124,2191,1883,4830,4630,2018,1019,1034,2226,708,32,157,3433,77,55,0,8,28,276,3,5,26,18,9,5,0,0
NL_1659,Laarbeek,17180,13999,38,33,3524,1383,2149,500,2400,2189,707,375,271,62,193,21,50,17,32,11,15,4,3,4,5,4,0,5,2,2,0,0
NL_1685,Landerd,11964,10167,16,18,2598,1051,1659,360,1916,1301,479,298,169,63,131,11,28,10,25,10,2,7,2,2,2,0,0,6,3,2,0,0
NL_0882,Landgraaf,30100,23373,52,61,3429,1880,3884,1011,2730,6130,1339,1200,733,153,425,31,69,23,51,48,0,11,11,66,7,5,0,19,5,0,0,0
NL_0415,Landsmeer,8712,7483,21,5,1958,1026,633,577,546,1005,728,249,308,66,188,26,26,23,20,9,5,3,0,41,0,0,0,7,13,0,0,0
NL_0416,Langedijk,21212,18185,40,21,5163,2261,1270,999,2141,2025,1559,604,630,523,429,33,140,88,58,30,35,20,6,77,5,0,0,18,9,0,0,5
NL_1621,Lansingerland,43307,37633,65,47,12033,4326,1585,1473,5027,4877,2060,944,962,2065,850,51,178,431,123,48,0,12,8,385,2,2,17,13,48,2,0,0
NL_0417,Laren,8563,7463,29,3,3503,922,282,284,747,565,393,151,243,78,166,6,19,9,25,10,2,2,2,16,3,0,0,2,4,0,0,0
NL_0022,Leek,15297,12565,27,10,2145,1234,1478,994,1969,1372,1090,391,297,1045,201,18,30,143,36,14,15,6,4,21,8,3,0,11,3,0,0,0
NL_0545,Leerdam,15750,12896,41,9,2460,896,903,550,1666,1857,684,344,279,879,198,6,39,1124,19,35,5,4,7,862,2,2,12,11,2,2,0,0
NL_0080,Leeuwarden,84942,68694,148,110,10422,9023,8194,6964,7294,7221,8809,1913,3041,2391,1487,103,248,241,354,176,62,57,45,334,35,22,0,0,0,0,0,0
NL_0081,Leeuwarderadeel,8015,6828,11,8,1161,673,784,744,1317,650,518,204,201,323,117,9,19,29,23,13,9,2,4,6,0,3,0,0,0,0,0,0
NL_0546,Leiden,92569,78161,255,173,13071,16305,5152,5387,4818,8172,13179,1603,3692,1916,1378,44,192,268,436,105,0,32,46,1631,19,19,37,49,175,7,0,0
NL_0547,Leiderdorp,20678,17794,51,20,4493,2887,1089,1219,2001,1958,1581,526,531,415,388,19,64,183,57,24,0,3,6,239,2,2,5,15,15,2,0,0
NL_1916,Leidschendam-Voorburg,55874,46677,159,77,12831,7001,2480,2755,5351,5710,3744,1443,1772,958,977,63,195,210,141,64,0,20,32,501,23,10,25,34,97,4,0,0
NL_0995,Lelystad,56394,43737,158,97,8493,4147,4143,2564,3825,7671,3796,1975,1670,1590,921,64,230,333,216,90,49,24,31,1308,14,11,45,45,227,0,0,0
NL_1640,Leudal,28439,22808,43,31,4646,3770,2474,633,4045,3715,966,990,513,129,511,47,99,46,30,38,0,11,14,19,6,8,0,20,4,0,0,0
NL_0327,Leusden,22952,20237,47,24,5464,2896,1167,1037,2968,1501,1770,490,596,1186,395,25,63,376,62,21,0,12,11,73,6,5,6,13,12,0,11,0
NL_0733,Lingewaal,8603,7347,18,8,1659,543,412,416,1241,1204,341,185,155,539,128,2,23,400,14,11,2,4,2,24,2,2,11,2,3,0,0,0
NL_1705,Lingewaard,35897,30367,46,75,8125,4035,3353,1496,4261,3774,2245,1078,727,289,485,38,84,37,61,22,20,13,10,50,7,3,9,10,6,2,6,0
NL_0553,Lisse,17554,15246,44,15,4332,1809,832,600,2167,1740,902,587,448,475,360,15,80,720,42,17,0,4,8,24,2,0,2,7,6,8,0,0
NL_0140,Littenseradiel,8224,7142,7,5,1422,688,636,628,1795,502,638,173,209,225,77,14,27,40,16,22,8,3,2,2,2,2,0,0,0,0,0,0
NL_0262,Lochem,26754,23194,31,31,6413,3464,1763,1644,3651,1551,2160,627,656,404,302,26,63,69,43,23,11,9,5,201,6,5,5,20,7,0,12,0
NL_0809,Loon op Zand,18110,14643,32,22,3923,1369,1646,562,2094,2480,938,567,326,131,207,24,60,77,22,22,24,4,3,84,3,0,5,9,7,2,0,0
NL_0331,Lopik,10810,9244,26,11,2199,566,438,268,1761,1438,339,250,170,724,139,11,45,727,17,10,0,7,2,69,2,0,9,6,3,2,5,0
NL_0024,Loppersum,7825,6592,6,8,693,534,946,519,1303,551,723,186,232,625,58,9,21,120,27,7,11,3,0,2,0,2,0,6,2,0,0,0
NL_0168,Losser,17731,14421,25,11,2900,1497,1436,583,3696,2338,668,508,213,136,228,17,38,15,29,9,16,3,3,44,0,0,0,6,2,0,0,0
NL_0263,Maasdriel,18328,15490,28,25,3947,1148,1346,509,2852,3197,668,498,290,199,293,18,52,295,40,13,6,4,5,40,6,4,4,7,4,4,0,0
NL_1641,Maasgouw,19528,15047,26,31,3083,1551,1831,503,2462,2908,782,775,432,94,342,24,63,21,42,26,0,13,5,11,5,3,0,10,4,0,0,0
NL_0556,Maassluis,24741,20336,64,48,4519,1875,1381,1086,2668,3388,1173,786,557,754,381,24,101,171,66,30,9,5,11,1176,5,4,6,9,38,4,0,0
NL_0935,Maastricht,89222,68640,246,125,10738,10145,7693,3618,7169,12477,7441,2800,2593,563,1575,66,130,79,193,76,0,35,35,672,29,23,0,54,65,0,0,0
NL_0025,Marum,8130,6659,9,3,1264,538,767,464,1189,945,429,217,156,394,114,14,24,73,18,10,9,3,2,2,2,4,0,7,3,0,0,0
NL_0420,Medemblik,33335,27717,63,43,7842,3058,2027,1344,3983,3561,1707,1066,818,702,639,52,174,239,99,41,43,12,8,159,6,0,0,19,10,0,0,2
NL_0938,Meerssen,15461,12768,21,25,2525,1534,1436,525,2083,2273,909,613,347,71,262,19,29,14,29,20,0,10,5,8,3,3,0,3,3,0,0,0
NL_1948,Meierijstad,61103,49691,119,69,12714,5240,6689,1904,8712,6428,2962,1568,944,246,680,90,173,48,117,53,31,14,14,817,8,7,0,24,8,12,0,0
NL_1908,Menameradiel,10411,8866,17,3,1618,924,972,885,1737,849,760,250,215,333,136,13,30,48,21,34,9,2,2,3,2,3,0,0,0,0,0,0
NL_1987,Menterwolde,9760,7766,22,17,1041,632,1581,689,721,1376,559,356,228,272,129,14,21,31,25,7,18,7,4,9,4,4,0,4,4,0,0,0
NL_0119,Meppel,25543,21542,43,22,4590,2486,2396,1614,2893,2159,1928,682,586,1242,360,35,74,108,56,46,14,23,9,168,7,7,0,0,0,0,0,0
NL_0687,Middelburg,36820,30381,72,45,5022,3128,3004,2160,3405,2813,3072,818,1217,2031,461,27,84,2449,86,39,19,14,9,375,3,7,0,0,20,3,0,0
NL_1842,Midden-Delfland,14541,13041,34,12,4149,1662,484,536,2431,1234,841,284,293,514,297,13,54,77,36,13,5,6,5,44,2,0,5,3,7,0,0,0
NL_1731,Midden-Drenthe,26254,22268,37,22,4555,2194,2422,2007,3871,2466,1574,807,523,902,411,40,82,215,43,20,26,19,12,9,10,9,0,0,0,0,0,0
NL_0815,Mill en Sint Hubert,8632,7322,14,4,1685,561,1444,234,1479,986,326,239,114,46,84,14,17,12,19,15,5,7,3,6,0,0,0,7,0,3,0,0
NL_1709,Moerdijk,28759,23065,31,29,5832,1892,2684,933,3276,4079,1253,891,598,587,399,34,132,141,51,48,21,4,8,111,3,2,12,5,9,0,0,0
NL_1927,Molenwaard,21488,18982,30,10,3045,806,904,646,3261,1857,553,347,265,2648,261,10,59,4165,21,17,6,7,3,18,2,0,38,2,2,0,0,0
NL_1955,Montferland,28253,23264,45,17,5486,2148,2744,997,4284,4015,1237,875,486,150,361,30,74,39,61,22,19,5,13,105,6,3,7,13,9,2,11,0
NL_0335,Montfoort,10434,9259,16,10,2643,922,416,356,1504,1086,528,216,174,501,179,14,31,521,22,10,0,3,5,80,3,0,7,5,3,0,6,0
NL_0944,Mook en Middelaar,6220,5436,18,4,1324,879,602,328,642,547,580,112,217,57,64,8,17,4,9,10,0,3,0,3,2,2,0,4,2,0,0,0
NL_1740,Neder-Betuwe,17000,14568,31,18,2144,673,759,689,1582,2033,404,384,183,677,188,22,41,4618,20,12,3,7,3,53,2,0,17,4,2,0,0,0
NL_0946,Nederweert,13534,10853,14,16,2494,1023,1205,355,2317,1844,501,498,203,46,185,15,46,14,33,23,0,5,7,2,0,2,0,5,0,0,0,0
NL_0304,Neerijnen,9181,7815,14,8,1775,562,456,373,1134,1349,326,218,163,274,125,13,25,944,18,10,3,2,2,12,0,0,2,5,3,0,0,0
NL_0356,Nieuwegein,47736,38044,147,60,8169,4540,3668,2273,3965,6093,3201,1527,1148,1000,668,35,166,233,156,57,0,17,21,684,9,3,29,24,133,4,14,0
NL_0569,Nieuwkoop,21678,18228,40,14,5572,1746,932,680,3186,2486,1019,562,383,501,416,41,101,368,61,25,0,9,7,42,3,6,13,9,5,3,0,0
NL_0267,Nijkerk,31153,26741,47,24,6043,2083,1244,966,4877,3363,1269,668,464,2835,392,23,78,1862,55,33,12,10,3,334,10,4,17,10,9,2,4,0
NL_0268,Nijmegen,141350,111701,298,146,15952,21666,12451,7004,7384,10613,22391,2018,5219,1432,1377,80,203,152,468,111,58,97,45,2152,38,19,45,82,192,8,0,0
NL_1930,Nissewaard,67106,52447,221,86,10560,4101,5464,2879,4789,12359,3093,2904,1555,1145,1360,69,340,362,183,92,67,32,33,432,14,5,52,57,182,11,0,0
NL_1695,Noord-Beveland,5878,4794,11,11,1172,332,410,296,698,711,253,175,180,141,105,15,30,217,13,8,4,3,2,3,2,0,0,0,2,2,0,0
NL_1699,Noordenveld,24875,21044,38,14,4441,2622,2062,2180,2597,2270,2082,643,617,851,313,34,48,98,41,32,37,11,5,2,5,2,0,0,0,0,0,0
NL_0171,Noordoostpolder,33516,28260,56,33,6283,2184,2357,1280,5647,3238,1346,713,523,2261,494,38,108,1221,66,39,26,27,19,203,8,3,52,20,15,0,0,0
NL_0575,Noordwijk,19801,16691,40,35,5578,1909,943,764,1906,2102,1174,592,520,276,499,23,82,79,43,25,0,4,8,70,4,3,3,6,4,3,0,0
NL_0576,Noordwijkerhout,12271,10489,33,11,3487,1126,593,387,1443,1390,669,438,289,120,339,13,58,15,26,12,0,6,6,14,2,0,2,5,4,2,0,0
NL_0820,"Nuenen, Gerwen en Nederwetten",18109,15723,14,24,4432,2297,1591,863,2269,1508,1240,434,402,167,265,12,53,14,33,17,30,9,8,20,4,2,0,9,4,2,0,0
NL_0302,Nunspeet,20798,17841,22,17,2836,791,692,387,2925,1810,509,340,276,2420,209,12,66,4396,33,9,6,4,3,37,0,0,29,4,3,3,6,0
NL_0951,Nuth,12529,10282,28,34,1976,958,1301,411,1836,1874,646,511,310,41,231,10,34,14,21,8,0,3,4,5,7,5,0,11,3,0,0,0
NL_0579,Oegstgeest,17047,15207,18,19,4531,3034,607,1024,1560,1056,1547,311,512,465,257,3,46,65,49,14,0,3,7,54,2,2,3,6,13,0,0,0
NL_0823,Oirschot,14628,12275,31,27,3425,1282,1486,456,2383,1523,617,389,218,75,207,21,41,28,24,9,13,5,2,4,2,4,0,3,0,2,0,0
NL_0824,Oisterwijk,20268,16846,51,29,5167,2094,1731,639,2438,1868,1293,543,387,128,236,19,50,21,35,7,17,5,0,58,2,4,3,12,8,2,0,0
NL_1895,Oldambt,30703,24053,50,47,3260,1837,4682,2211,2412,4525,1715,952,666,849,440,30,75,113,75,29,21,9,9,12,9,6,0,15,4,0,0,0
NL_0269,Oldebroek,17694,14833,34,9,1831,644,777,485,2863,1775,392,322,164,3018,174,9,37,2203,13,8,11,2,5,5,3,0,39,7,2,0,2,0
NL_0173,Oldenzaal,24738,20801,55,33,4777,2680,2186,980,4277,2525,1350,529,351,165,333,14,74,28,52,20,10,5,11,335,4,0,0,6,4,0,0,0
NL_1773,Olst-Wijhe,14073,11877,22,15,2539,1376,1089,990,2421,1113,937,403,321,267,115,15,48,70,27,17,8,4,8,58,3,0,0,7,4,0,0,0
NL_0175,Ommen,13477,11691,22,9,2082,1006,726,475,3739,936,488,275,169,1289,161,9,35,209,23,9,5,6,6,3,4,0,0,2,3,0,0,0
NL_0881,Onderbanken,6314,5119,15,10,785,418,796,152,733,1265,319,245,156,27,103,8,26,9,9,21,0,4,2,8,2,2,0,5,2,0,0,0
NL_1586,Oost Gelre,23244,19708,32,26,4853,2316,2115,920,4780,1768,1119,749,296,114,261,40,78,39,29,32,23,5,12,73,4,2,4,2,3,0,14,0
NL_0826,Oosterhout,42440,33823,107,103,8581,3836,3584,1484,3952,5511,2428,1168,778,313,554,42,130,36,72,37,34,20,4,980,6,9,12,18,22,2,0,0
NL_0085,Ooststellingwerf,20382,16447,30,16,2798,1488,1950,1418,2746,2196,1300,559,549,669,356,39,57,136,41,34,21,17,3,8,12,4,0,0,0,0,0,0
NL_0431,Oostzaan,7529,6452,17,14,1802,666,432,496,423,1114,495,284,260,107,158,14,48,27,27,10,2,5,2,30,2,0,0,5,12,0,0,2
NL_0432,Opmeer,8870,7364,13,10,2286,943,461,358,1129,815,482,287,177,66,171,15,63,17,27,12,7,10,2,2,2,0,0,6,2,0,0,2
NL_0086,Opsterland,23192,19136,31,37,3271,1886,2281,1856,3195,1793,1610,501,485,1397,254,32,75,267,43,50,18,20,20,9,3,2,0,0,0,0,0,0
NL_0828,Oss,69501,55836,139,109,11543,5413,9615,2212,7943,9159,3447,1756,1122,320,850,75,201,42,157,60,47,18,15,1521,10,6,0,25,27,4,0,0
NL_0584,Oud-Beijerland,18538,15908,27,22,3766,1548,1010,820,1846,2248,897,461,426,825,379,12,59,1418,45,32,9,10,2,17,4,2,2,15,6,2,0,0
NL_1509,Oude IJsselstreek,31153,25558,51,22,5606,2755,3394,1360,4707,3043,1538,885,502,373,288,96,80,63,48,22,27,10,6,620,9,6,8,18,6,4,11,0
NL_0437,Ouder-Amstel,9917,8516,23,10,2305,1431,407,671,833,732,878,288,327,156,155,12,27,85,30,8,3,0,10,51,7,0,0,11,56,0,0,0
NL_0589,Oudewater,7802,6706,10,5,2004,648,287,223,1243,760,357,163,142,358,117,7,36,297,11,5,0,3,2,18,2,0,4,2,2,2,2,0
NL_1734,Overbetuwe,36060,30290,86,30,7459,4078,2695,1492,4543,3679,2222,862,749,906,467,34,84,609,58,40,18,12,6,117,5,2,8,14,4,2,9,0
NL_0590,Papendrecht,24962,20712,64,21,4653,1794,1620,1009,2713,3048,1296,750,506,1349,452,15,113,913,62,29,16,4,9,214,8,4,21,11,16,5,0,0
NL_1894,Peel en Maas,34042,27275,53,53,6045,2525,2839,821,6327,4471,1291,1203,486,98,490,48,122,41,59,98,0,10,14,143,7,5,0,20,6,0,0,0
NL_0765,Pekela,9832,7450,18,28,765,372,1779,614,744,1791,417,269,163,206,106,14,29,50,23,10,11,8,2,15,2,3,0,11,2,0,0,0
NL_1926,Pijnacker-Nootdorp,37839,32541,84,36,9778,4424,1550,1472,4114,4387,2288,782,894,991,757,45,156,253,104,61,0,10,16,259,9,4,13,14,35,5,0,0
NL_0439,Purmerend,62330,49080,201,71,10687,5407,4400,3209,3826,9191,4177,2474,1765,691,1112,94,252,89,252,92,45,30,27,553,15,0,0,57,354,0,0,9
NL_0273,Putten,18603,16147,30,15,3560,818,619,369,3368,1836,471,348,246,2182,208,15,36,1916,15,8,3,5,2,38,2,3,21,7,2,0,5,0
NL_0177,Raalte,29028,24640,47,30,5988,2861,1969,1117,7112,1860,1444,797,322,423,281,22,64,61,38,37,21,13,12,104,3,0,0,10,4,0,0,0
NL_0703,Reimerswaal,15518,13264,21,16,1860,499,815,426,1555,1686,312,297,208,695,200,10,46,4484,27,11,6,4,6,69,2,2,0,0,4,4,0,0
NL_0274,Renkum,24869,21089,30,34,5001,3518,1471,1469,2524,1879,2439,524,909,579,286,13,49,125,50,22,8,11,4,92,7,2,6,13,8,2,15,0
NL_0339,Renswoude,3678,3267,8,0,670,124,103,53,709,363,62,71,45,290,67,2,16,670,3,0,0,0,2,3,0,0,2,4,0,0,0,0
NL_1667,Reusel-De Mierden,10067,8087,17,13,2062,751,1152,278,1606,1107,359,331,148,39,105,16,20,14,21,10,19,2,7,2,0,2,0,5,2,2,0,0
NL_0275,Rheden,34843,28594,34,51,5829,4016,3157,2176,3091,3529,2868,763,1151,744,370,33,86,132,82,41,14,16,11,322,4,0,22,21,16,0,15,0
NL_0340,Rhenen,14890,12611,19,10,2521,1096,613,577,1573,1663,760,307,254,733,232,9,52,2002,17,6,0,5,5,124,2,4,10,11,2,0,4,0
NL_0597,Ridderkerk,36204,29262,51,52,5385,2183,2233,1351,3460,5273,1588,1263,764,1688,662,26,132,2493,76,50,9,7,14,419,8,2,21,17,31,4,0,0
NL_0196,Rijnwaarden,8577,6848,17,13,1447,655,958,309,958,1309,373,347,163,63,130,7,27,12,17,8,4,4,2,6,5,0,2,4,2,2,6,0
NL_1742,Rijssen-Holten,28119,25038,58,21,3646,1268,1149,810,5043,2316,688,444,233,2824,303,22,63,5899,28,23,13,12,3,153,5,0,0,12,2,0,0,0
NL_0603,Rijswijk,38497,30813,81,51,6852,4014,2009,1752,3015,5507,2748,1164,1171,621,692,34,119,114,140,45,16,25,18,517,6,5,14,11,69,3,0,0
NL_1669,Roerdalen,16486,12975,21,14,2341,1148,1471,471,2135,3044,682,742,364,69,284,24,55,16,24,14,0,7,4,27,3,2,0,13,0,0,0,0
NL_0957,Roermond,43935,33083,98,67,6169,3596,3753,1325,3907,6169,2595,1333,1069,227,902,45,133,27,83,50,0,34,30,1384,11,14,0,33,29,0,0,0
NL_1674,Roosendaal,58707,45949,183,87,10749,4296,4867,1753,5745,8177,4098,1629,1001,365,751,41,143,71,99,81,35,21,45,1629,13,4,16,25,23,2,0,0
NL_0599,Rotterdam,453152,327657,2758,668,53382,42687,26830,20627,18813,50759,37591,10835,12618,7622,5753,295,1208,2323,1432,396,200,151,196,25710,123,87,0,254,4297,42,0,0
NL_0277,Rozendaal,1160,1108,1,0,456,197,17,65,115,61,85,21,40,24,16,0,5,5,5,0,0,5,0,0,5,5,0,0,0,0,0,0
NL_0840,Rucphen,18294,13894,20,8,2718,721,1411,377,1575,5396,456,563,224,66,217,16,44,8,12,13,12,2,6,9,5,0,5,6,2,3,0,0
NL_NLZZSA,Saba,889,385,2,0,13,115,100,25,40,11,62,2,2,4,4,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0
NL_0441,Schagen,36106,30236,84,33,9169,3658,2381,1964,3545,3265,2433,1059,1014,361,683,54,158,67,107,45,65,13,24,19,9,0,0,18,4,0,0,4
NL_0279,Scherpenzeel,7156,6281,13,3,1418,336,216,167,1059,712,158,109,62,561,123,6,25,1281,5,3,5,0,0,10,0,0,6,2,0,0,2,0
NL_0606,Schiedam,55942,42384,177,124,7120,4209,4008,2397,3274,8339,3444,1783,1397,706,894,44,214,211,156,65,31,15,23,3453,22,9,36,29,201,3,0,0
NL_0088,Schiermonnikoog,774,1006,2,0,207,126,79,102,138,52,149,12,58,50,9,2,6,8,2,3,0,2,0,0,2,0,0,0,0,0,0,0
NL_0962,Schinnen,10449,8766,13,12,1548,1000,1132,341,1576,1441,591,443,306,69,170,4,32,20,21,14,0,8,8,7,2,2,0,6,2,0,0,0
NL_1676,Schouwen-Duiveland,26974,22943,45,16,5613,1770,1828,1242,3053,2872,1178,706,723,1065,468,31,75,2149,39,21,10,7,10,4,10,3,0,0,4,3,0,0
NL_0518,s-Gravenhage,429824,324737,1542,562,67595,51649,17614,21784,19853,45242,39242,7850,13785,6134,5781,266,1024,1638,1315,352,170,133,240,19263,105,70,0,226,1253,0,0,49
NL_0796,s-Hertogenbosch,117667,95453,267,153,21683,13484,10198,4724,9241,13810,10218,2760,3116,850,1532,106,282,140,334,109,72,29,43,2107,27,17,0,65,78,8,0,0
NL_0965,Simpelveld,8320,6692,12,7,1059,582,991,300,1154,1510,383,316,186,27,95,15,10,7,17,5,0,4,3,3,3,0,0,2,2,0,0,0
NL_1702,Sint Anthonis,9203,7938,8,9,1838,684,1598,211,2070,688,372,150,118,37,72,15,9,21,10,9,7,4,2,2,0,0,0,5,0,0,0,0
NL_NLZZSE,Sint Eustatius,1873,436,4,0,6,27,8,5,338,8,15,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
NL_0845,Sint-Michielsgestel,22218,18378,32,23,4787,2368,2218,826,2821,2380,1309,523,427,136,276,19,70,18,49,16,29,5,7,17,5,0,0,6,6,9,0,0
NL_1883,Sittard-Geleen,74963,58128,145,110,8944,6130,7525,2450,8609,12115,4576,2745,1993,388,1141,84,188,42,156,68,0,27,36,570,15,9,0,41,21,0,0,0
NL_0610,Sliedrecht,18892,15392,40,19,2411,899,1220,715,1990,1998,659,439,332,1652,228,15,54,2398,39,19,9,6,6,216,2,2,14,5,6,0,0,0
NL_0040,Slochteren,11613,9591,25,16,1590,921,1314,777,1250,1088,782,297,269,881,135,33,27,122,27,12,6,6,3,3,0,2,0,4,2,0,0,0
NL_1714,Sluis,17596,13714,30,26,3544,1032,1461,996,1881,2305,742,532,363,229,228,18,67,187,33,8,4,8,4,6,7,4,0,0,4,4,0,0
NL_0090,Smallingerland,43147,35511,88,61,5075,3200,4445,3103,6048,3982,2800,971,901,3235,559,43,104,500,110,136,19,25,16,71,9,10,0,0,0,0,0,0
NL_0342,Soest,34925,29799,70,31,8575,3805,1472,1311,3414,3449,2334,810,992,1073,512,27,97,481,91,28,0,16,5,1130,14,2,13,15,22,2,9,0
NL_0847,Someren,14837,12224,23,20,3358,1082,1379,383,2349,1923,522,556,202,62,173,22,68,18,22,14,8,4,9,16,4,2,0,4,2,0,0,0
