gisco_id,name,registered,turnout,invalid,blank,Partij van de Arbeid (P.v.d.A.),VVD,SP (Socialistische Partij),Democraten 66 (D66),PVV (Partij voor de Vrijheid),Christen Democratisch Appèl (CDA),GROENLINKS,Partij voor de Dieren,ChristenUnie,50PLUS,Staatkundig Gereformeerde Partij (SGP),Partij voor Mens en Spirit (MenS),Piratenpartij,SOPN,Democratisch Politiek Keerpunt DPK,Partij van de Toekomst (PvdT),Libertarische Partij (LP),Nederland Lokaal,Liberaal Democratische Partij (LibDem),Anti Europa Partij,Politieke Partij NXD
NL_0232,Epe,25568,20006,32,23,5005,5663,1352,1175,1819,2163,269,301,973,319,792,33,28,21,10,16,0,5,6,5,0
NL_0233,Ermelo,20361,16289,31,22,2322,4544,943,877,1105,2484,272,265,1895,253,1154,35,28,19,9,15,5,0,4,7,0
NL_0777,Etten-Leur,32122,23060,45,32,5214,7070,2769,1525,2830,1891,340,346,171,590,34,39,66,17,16,37,12,9,4,3,0
NL_1722,Ferwerderadiel,6722,4957,4,6,1346,812,502,182,378,1122,66,66,325,69,30,11,11,12,7,5,0,2,0,2,0
NL_0070,Franekeradeel,15757,11879,24,13,3715,2415,1165,561,865,1930,211,193,475,144,59,34,19,25,9,13,2,2,3,2,0
NL_0653,Gaasterlan-Sleat,8007,6405,8,15,1450,1610,520,314,403,1364,129,100,193,72,166,10,11,16,9,6,5,3,0,3,0
NL_0779,Geertruidenberg,16831,11967,16,24,2615,3572,1520,654,1668,961,156,182,85,340,40,26,37,19,14,11,17,6,3,3,0
NL_0236,Geldermalsen,19664,15963,23,14,2866,5511,812,972,1714,1275,254,207,345,296,1549,13,56,12,12,13,4,4,8,3,0
NL_1771,Geldrop-Mierlo,29808,21950,31,47,4777,5629,3391,1726,2556,1978,456,378,184,584,18,36,78,29,8,23,9,2,6,4,0
NL_1652,Gemert-Bakel,22338,16439,34,39,2794,4719,2890,936,1871,2203,194,208,47,376,10,27,30,22,16,7,12,3,0,3,0
NL_0907,Gennep,13551,9908,12,21,1925,2475,2440,602,968,917,137,134,37,156,8,24,17,11,11,3,4,0,3,3,0
NL_0689,Giessenlanden,10978,9186,12,4,1648,2900,479,424,677,1132,108,116,937,109,590,13,14,5,5,7,3,3,3,3,0
NL_0784,Gilze en Rijen,19611,14719,26,16,3419,4256,1825,1036,1714,1277,221,225,59,501,14,36,39,9,14,13,7,5,4,3,0
NL_0511,Goedereede,8770,7294,10,7,864,1980,339,213,657,638,41,92,520,93,1795,11,14,12,3,2,0,2,0,2,0
NL_0664,Goes,28959,21640,36,42,5417,5110,2119,1334,1692,2084,461,375,976,323,1472,38,53,37,26,14,10,7,7,7,0
NL_0785,Goirle,17862,13716,17,20,3241,4041,1861,1174,1244,1115,252,209,54,368,9,25,33,18,9,13,3,3,3,4,0
NL_0512,Gorinchem,26027,19068,39,37,5217,4950,1747,1345,1893,1188,385,376,931,334,461,36,67,20,10,18,4,4,2,4,0
NL_0513,Gouda,52854,40425,105,91,10515,8831,3138,3547,4245,2609,1197,917,2154,760,1919,61,141,64,49,26,22,20,7,7,0
NL_0693,Graafstroom,7094,5959,7,5,520,1317,216,150,321,1069,45,55,931,57,1237,6,9,5,3,6,0,0,0,0,0
NL_0365,Graft-De Rijp,4958,4082,15,4,832,1599,333,305,310,369,72,102,16,75,3,6,16,11,5,4,3,0,2,0,0
NL_0786,Grave,9533,7334,13,9,1432,2113,1317,515,742,696,105,116,41,148,2,14,28,9,16,8,6,2,2,2,0
NL_0241,Groesbeek,15278,11563,30,19,2962,2495,1831,788,1384,1158,296,251,52,189,17,16,31,22,4,6,4,2,3,3,0
NL_0014,Groningen,153080,118092,225,282,42889,19384,13888,15343,5392,4719,5403,2822,4759,973,508,279,733,198,37,73,101,26,40,18,0
NL_0015,Grootegast,9183,6905,4,15,1490,1339,571,263,574,1405,95,85,786,67,148,12,15,8,4,6,6,11,0,4,0
NL_1729,Gulpen-Wittem,11867,9508,17,21,2030,2124,1276,549,1465,1197,181,199,77,244,30,38,20,14,8,4,3,6,3,2,0
NL_0158,Haaksbergen,18821,14623,20,23,3317,4189,1347,910,1308,2514,173,151,107,317,20,29,28,15,17,15,8,108,5,2,0
NL_0788,Haaren,10615,7997,10,19,1463,2658,921,599,624,1145,163,139,39,151,4,16,16,11,5,4,2,4,3,2,0
NL_0392,Haarlem,114425,86365,199,185,26212,19972,7919,10735,6890,3972,3440,2811,1174,1740,190,274,319,110,58,70,39,12,26,18,0
NL_0393,Haarlemmerliede en Spaarnwoude,4226,3427,2,2,627,1317,220,310,346,296,71,77,37,80,10,8,10,2,4,2,2,2,2,2,0
NL_0394,Haarlemmermeer,104745,80745,218,134,15994,31915,4739,6146,8561,5038,1315,1768,1661,1896,579,147,236,120,95,77,49,9,35,13,0
NL_1655,Halderberge,22957,16186,41,21,3245,4928,1888,937,2396,1483,172,229,90,533,26,31,80,24,22,21,5,6,5,7,0
NL_0160,Hardenberg,45192,35293,52,46,7276,7992,2742,1398,2735,6348,353,340,4610,498,648,53,78,41,30,28,4,8,6,7,0
NL_0243,Harderwijk,34056,26539,64,31,4787,7886,1615,1598,2196,3356,476,442,2701,429,738,43,75,27,18,28,10,5,8,6,0
NL_0523,Hardinxveld-Giessendam,13246,10821,20,12,1549,2179,474,265,825,1030,70,91,1850,131,2267,9,16,5,10,9,2,3,2,3,0
NL_0017,Haren,14461,12355,18,10,3422,3381,781,1498,407,1091,528,237,629,129,80,22,31,25,5,6,3,48,2,2,0
NL_0395,Harenkarspel,12011,9211,13,21,1796,3509,702,669,730,1008,201,181,75,189,8,34,29,19,12,9,3,3,0,0,0
NL_0072,Harlingen,12292,9116,21,10,3027,2008,1001,414,832,795,174,191,335,160,52,18,42,4,13,8,5,0,4,2,0
NL_0244,Hattem,9059,7348,22,7,1837,1526,493,454,410,921,121,67,1172,80,191,9,9,10,8,7,3,0,0,3,0
NL_0396,Heemskerk,29989,22549,58,38,5866,6334,2197,1601,2425,1782,477,548,290,628,39,35,87,38,20,31,14,28,6,7,0
NL_0397,Heemstede,19934,16766,32,18,3135,7012,749,2337,767,1248,421,388,187,302,35,36,42,20,11,7,2,2,12,3,0
NL_0246,Heerde,14396,11248,23,13,2495,2527,712,502,860,1620,106,166,1691,130,356,9,13,8,3,7,3,0,3,5,0
NL_0074,Heerenveen,33775,25545,48,37,9774,5358,2420,1557,1751,2251,467,432,832,285,80,50,52,37,17,20,17,40,4,16,0
NL_0398,Dijk en Waard,38868,28749,74,35,7058,9253,2776,2041,2809,1979,542,582,510,639,68,93,114,57,44,37,14,10,7,7,0
NL_0917,Heerlen,70744,46644,137,141,11387,7184,9809,2316,9005,2908,734,1027,357,971,55,143,202,113,41,56,22,5,8,23,0
NL_1658,Heeze-Leende,12099,9474,13,15,1584,3245,1198,818,715,1305,172,119,41,184,4,15,16,4,10,9,0,0,7,0,0
NL_0399,Heiloo,17554,14482,21,12,3423,5117,884,1543,805,1250,457,334,156,298,27,29,47,21,10,18,8,12,8,2,0
NL_0163,Hellendoorn,27729,21959,38,30,4505,5021,2136,1189,1665,5056,250,224,1177,344,191,23,34,18,22,19,5,5,3,4,0
NL_0530,Hellevoetsluis,30323,21627,40,41,4908,6898,1975,1110,3819,809,275,522,311,606,67,47,73,36,32,24,15,5,6,8,0
NL_0794,Helmond,64525,43246,139,108,9696,11264,7134,2573,6570,2798,628,651,209,999,31,56,134,67,54,58,22,35,12,8,0
NL_0531,Hendrik-Ido-Ambacht,21172,16659,39,16,2895,4883,933,735,1815,1281,170,236,968,282,2300,22,38,10,15,5,7,2,6,2,0
NL_0164,Hengelo,61689,46670,118,90,13219,10243,6135,3561,4009,5251,854,743,1078,797,125,83,170,87,34,29,18,8,10,8,0
NL_0063,het Bildt,7941,5939,19,10,1929,1134,618,230,443,1023,86,103,203,45,28,10,30,6,13,6,2,0,0,2,0
NL_0252,Heumen,12563,10296,11,21,2550,2866,1254,1052,665,1161,300,153,49,140,5,17,22,11,3,6,4,0,3,3,0
NL_0797,Heusden,33171,24681,63,37,4737,7910,2957,1815,2949,2404,314,400,206,599,45,57,71,36,28,26,9,8,5,5,0
NL_0534,Hillegom,15872,12279,30,11,2316,4593,818,973,1362,973,237,314,134,318,88,26,32,10,13,13,7,3,5,3,0
NL_0798,Hilvarenbeek,11756,9215,17,14,1813,3069,1113,704,601,1258,182,143,37,190,5,15,22,6,6,14,4,4,4,0,0
NL_0402,Hilversum,64078,48625,92,81,12139,14110,3976,5555,4191,2788,1441,1299,1152,959,327,122,224,52,27,35,16,7,16,16,0
NL_1735,Hof van Twente,27545,21997,33,33,5123,7180,1678,1454,1608,3631,283,206,251,307,63,22,39,28,25,18,7,5,2,2,0
NL_1911,Hollands Kroon,36417,27295,53,44,5729,9944,2219,1587,2980,2337,397,455,460,719,76,50,88,61,37,24,17,7,5,6,0
NL_0118,Hoogeveen,42406,31428,49,65,7959,6611,3079,1234,3252,4821,380,340,2382,431,597,26,92,35,18,20,13,5,6,13,0
NL_0018,Hoogezand-Sappemeer,26932,18943,41,24,7598,3082,2495,877,1894,1016,302,355,740,278,76,32,56,22,13,22,4,9,4,6,0
NL_0405,Hoorn,52448,39246,90,72,10827,10981,4057,3018,3805,2206,887,1017,456,1243,90,88,169,112,32,49,21,9,12,5,0
NL_1507,Horst aan de Maas,31991,23876,37,70,3868,6585,3654,1657,2839,3750,367,276,103,446,22,48,68,28,22,19,7,2,6,2,0
NL_0321,Houten,35441,28884,31,34,6119,9003,1881,2887,2264,2334,898,510,1551,474,693,43,93,24,11,17,10,2,2,4,0
NL_0406,Huizen,31926,24902,28,24,4840,8677,1459,2072,2050,2142,459,524,1342,501,608,40,65,22,14,12,11,3,6,3,0
NL_0677,Hulst,20295,14384,24,14,3721,3921,1664,644,1953,1458,168,245,94,271,28,22,36,19,20,12,6,53,10,6,0
NL_0353,IJsselstein,25224,19359,41,26,4382,6649,1446,1495,2023,1507,334,311,404,408,205,28,45,14,7,18,5,4,3,4,0
NL_1884,Kaag en Braassem,19783,16051,22,27,2524,6402,901,1342,1688,1832,287,273,173,377,67,19,48,14,20,22,5,4,4,0,0
NL_0166,Kampen,37562,29959,39,38,5953,5346,2445,1191,2153,3785,462,317,4415,337,3274,36,61,47,12,21,3,16,4,4,0
NL_0678,Kapelle,9316,7639,3,7,1386,2000,606,356,562,928,86,105,445,97,1004,13,5,4,8,3,2,14,5,0,0
NL_0537,Katwijk,46458,34924,39,44,4279,9948,1751,1360,3620,5236,291,502,3437,599,3549,44,104,18,28,35,16,7,8,9,0
NL_0928,Kerkrade,36079,23159,50,68,5911,3255,3891,853,5874,1539,284,536,78,503,19,75,92,53,23,24,15,3,5,8,0
NL_1598,Koggenland,16904,13323,24,28,2278,5311,893,870,1193,1674,223,238,72,376,13,37,36,27,7,8,4,3,5,3,0
NL_0079,Kollumerland en Nieuwkruisland,9992,7256,22,16,1787,1244,739,213,670,1529,64,116,593,82,124,11,11,6,3,12,7,3,3,3,0
NL_0588,Korendijk,8351,6772,5,3,1014,1889,417,301,708,557,89,110,291,100,1242,10,16,7,7,2,2,2,0,2,0
NL_0542,Krimpen aan den IJssel,22097,17338,42,16,3494,4378,943,977,1842,1181,263,309,1159,258,2372,21,35,11,12,10,7,0,2,6,0
NL_1659,Laarbeek,16770,12478,26,12,2317,3713,2013,755,1445,1493,152,145,37,260,6,15,39,10,19,11,7,2,0,2,0
NL_1685,Landerd,11629,9165,17,10,1587,2851,1594,570,861,1177,111,91,26,197,4,10,24,10,9,7,2,3,2,3,0
NL_0882,Landgraaf,30360,21012,34,58,5125,3460,3540,930,4813,1451,308,472,106,451,18,58,67,64,27,17,5,2,2,5,0
NL_0415,Landsmeer,8090,6490,10,13,1610,2362,463,595,638,247,148,144,45,145,21,6,19,10,3,4,5,0,2,0,0
NL_0416,Langedijk,20384,16158,34,16,3351,5580,1275,1178,1429,1546,396,333,428,359,47,50,48,25,21,21,12,4,2,3,0
NL_1621,Lansingerland,40229,32349,54,48,4992,13328,1404,2478,3154,2970,473,579,1671,548,379,39,100,32,45,26,11,6,4,8,0
NL_0417,Laren,8578,7074,9,4,933,3857,295,685,362,480,123,134,36,106,9,10,15,2,0,5,6,0,3,0,0
NL_0022,Leek,14906,11527,23,21,3794,2271,1041,623,773,1245,234,166,942,154,139,31,32,10,5,8,6,4,4,4,0
NL_0545,Leerdam,15470,11344,19,13,2615,2864,749,469,1283,1026,131,163,783,152,1002,20,23,8,3,5,2,12,2,2,0
NL_0080,Leeuwarden,74187,54636,112,96,22341,8778,6069,3706,4005,3835,1313,1151,1809,616,203,128,250,88,37,52,28,6,6,7,0
NL_0081,Leeuwarderadeel,8046,6425,8,4,2481,1132,636,305,400,921,86,91,235,56,24,12,14,11,2,4,0,2,2,2,0
NL_0546,Leiden,89270,69401,186,174,20845,14204,5869,10546,6180,2733,3364,2001,1303,969,243,124,408,67,61,31,42,17,19,15,0
NL_0547,Leiderdorp,20309,16330,53,30,3975,5202,1079,1767,1372,1165,430,338,317,324,167,14,46,20,9,10,7,2,2,2,0
NL_1916,Leidschendam-Voorburg,55323,42984,119,62,8781,14689,2590,4750,4178,3394,946,1136,700,1063,174,77,158,54,49,22,18,4,16,4,0
NL_0995,Lelystad,55419,38302,100,62,9790,10254,3649,2142,5624,1858,695,939,1324,1040,290,110,202,79,37,59,17,9,5,17,0
NL_0082,Lemsterland,10221,7908,22,12,1980,2448,691,431,714,935,91,102,211,119,67,27,20,7,17,12,0,0,7,7,0
NL_1640,Leudal,28482,20706,32,55,3398,5968,2538,1314,3261,2627,362,300,90,533,30,55,46,20,25,19,7,22,4,0,0
NL_0327,Leusden,22254,18489,31,29,3555,6555,1055,1716,1063,1831,525,306,984,332,350,50,44,19,11,5,11,4,7,6,0
NL_0694,Liesveld,7242,5968,10,8,853,1542,248,171,408,761,49,53,870,86,884,5,5,8,2,3,2,0,0,0,0
NL_0733,Lingewaal,8423,6714,10,6,1319,1980,356,288,746,796,75,103,499,115,351,6,12,2,39,10,0,2,0,0,0
NL_1705,Lingewaard,35174,26914,59,37,6629,8288,3029,2078,2580,2435,464,382,154,525,37,47,54,35,24,40,6,5,5,5,0
NL_0553,Lisse,17024,13699,26,16,2190,5148,757,1020,1269,1403,198,225,291,350,689,33,34,5,21,15,4,2,2,2,0
NL_0140,Littenseradiel,8255,6714,12,7,2104,1519,540,358,295,1331,144,109,168,39,13,17,29,12,4,6,2,0,2,4,0
NL_0262,Lochem,26361,21529,27,28,5606,7159,1673,2169,997,2215,532,372,237,309,41,65,39,19,9,14,9,3,4,2,0
NL_0809,Loon op Zand,18032,13187,10,14,2633,4253,1542,831,1630,1239,184,217,80,374,74,23,34,20,9,9,3,2,3,3,0
NL_0331,Lopik,10387,8215,13,10,980,2645,375,327,981,1231,77,108,675,127,621,5,16,7,5,6,2,2,2,2,0
NL_0024,Loppersum,8026,6303,10,10,1993,952,682,313,392,877,184,125,555,71,92,11,12,11,2,6,3,2,2,0,0
NL_0168,Losser,17637,12767,19,28,2901,3213,1396,689,1431,2288,138,123,99,322,25,20,29,16,17,4,3,2,3,2,0
NL_1671,Maasdonk,8647,6334,15,9,968,2005,1029,338,765,879,82,54,16,123,3,10,18,7,7,3,2,0,2,0,0
NL_0263,Maasdriel,18218,14099,27,18,2258,4865,1342,797,2090,1496,183,168,181,260,275,27,45,23,11,13,3,3,12,4,0
NL_1641,Maasgouw,19612,13734,29,40,2502,3681,1611,808,2495,1455,208,250,72,397,18,48,49,24,9,13,11,5,7,2,0
NL_0556,Maassluis,24363,18142,47,38,4294,5273,1402,1055,2384,1673,222,370,626,452,149,35,47,28,21,15,6,2,0,3,0
NL_0935,Maastricht,91334,62255,148,150,17222,11894,7834,6240,9022,4223,1849,1355,410,1168,59,172,248,96,40,52,47,6,9,11,0
NL_0025,Marum,7952,5978,9,1,1716,1380,545,256,517,788,120,84,369,73,72,9,21,4,6,0,4,0,2,2,0
NL_0420,Medemblik,32727,25050,43,29,4681,8645,1967,1581,2505,2781,407,520,588,808,222,55,66,66,21,38,14,3,2,8,0
NL_0938,Meerssen,15469,11571,29,25,2591,2872,1476,806,1652,1222,233,205,59,247,14,55,27,15,14,17,4,2,6,0,0
NL_1908,Menameradiel,10574,8324,14,10,3041,1686,721,430,506,1250,137,105,250,83,37,12,14,6,5,7,2,5,2,2,0
NL_1987,Menterwolde,9829,7261,13,6,2964,1193,1004,307,762,329,119,136,245,97,29,4,17,8,12,9,3,0,3,3,0
NL_0119,Meppel,25061,19632,40,24,5801,5131,1771,1322,1549,1685,414,299,1017,273,107,48,54,45,13,18,7,5,5,4,0
NL_0687,Middelburg,36511,28017,44,43,7476,5273,2729,1856,2031,2435,744,633,1696,437,2368,53,94,36,14,23,11,7,7,7,0
NL_0559,Middelharnis,13997,10836,14,19,1840,2629,686,404,1115,820,113,152,948,174,1864,5,26,6,6,10,4,4,0,0,0
NL_1842,Midden-Delfland,13712,11496,17,17,1732,4628,504,978,821,1715,233,167,357,175,63,24,35,6,10,9,2,2,0,2,0
NL_1731,Midden-Drenthe,26271,21015,34,13,6630,5371,1683,1126,1461,2620,387,272,798,287,159,41,41,30,25,7,10,5,0,15,0
NL_0815,Mill en Sint Hubert,8527,6696,8,9,1022,1891,1491,272,680,993,68,54,21,131,4,8,11,12,8,3,7,0,2,2,0
NL_0265,Millingen aan de Rijn,4588,3372,3,5,1114,695,592,167,339,224,48,62,10,74,6,5,19,3,3,3,3,3,0,0,0
NL_1709,Moerdijk,28412,20458,22,18,4057,6171,2412,1151,2581,2029,259,412,545,543,107,29,48,19,16,17,3,8,7,4,0
NL_1955,Montferland,27578,20391,33,22,5139,5351,2412,1079,2533,2624,232,293,94,393,23,40,43,28,13,18,7,5,7,2,0
NL_0335,Montfoort,10062,8292,5,11,1291,3054,395,595,713,900,119,104,422,148,445,16,36,6,12,4,2,5,9,0,0
NL_0944,Mook en Middelaar,6130,4980,5,12,1120,1457,722,514,349,413,133,107,34,69,3,18,8,7,0,5,3,0,3,0,0
NL_0424,Muiden,4862,4030,11,6,891,1394,217,589,299,293,100,94,28,74,6,4,11,4,4,4,4,4,4,4,0
NL_0425,Naarden,12469,10536,12,13,1886,4800,400,1362,533,653,271,211,125,161,47,10,19,10,7,8,4,2,2,2,0
NL_1740,Neder-Betuwe,16383,13132,24,6,2326,2803,555,390,1293,820,85,127,586,143,3916,7,16,7,7,8,4,3,5,3,0
NL_0643,Nederlek,11086,8925,18,5,2019,2680,645,480,961,629,104,222,380,142,572,9,27,4,6,12,5,0,2,3,0
NL_0946,Nederweert,13249,9666,16,29,1656,3017,1129,491,1405,1359,146,116,29,174,2,25,25,14,12,10,5,4,0,2,0
NL_0304,Neerijnen,8931,7193,8,3,1258,2267,419,321,894,622,80,97,229,91,875,7,7,3,4,3,0,0,3,4,0
NL_0356,Nieuwegein,47100,34578,85,58,9079,9508,3272,2394,4435,2169,725,651,737,943,194,62,132,38,18,25,20,8,9,16,0
NL_0569,Nieuwkoop,20873,16104,18,23,2291,6579,769,1080,1697,1960,231,234,451,336,314,32,40,9,14,13,3,10,0,0,0
NL_0571,Nieuw-Lekkerland,6701,5531,8,4,882,830,258,122,448,442,36,61,754,55,1604,7,9,3,3,5,0,0,0,0,0
NL_0267,Nijkerk,30124,23927,44,26,3448,7389,1188,1315,2191,3084,295,269,2367,411,1748,34,37,27,17,18,2,4,7,6,0
NL_0268,Nijmegen,128703,96953,204,201,31236,15609,14458,12347,6882,4705,5755,2191,933,1360,109,230,435,110,40,63,32,14,30,9,0
NL_1695,Noord-Beveland,5982,4676,8,10,954,1427,435,250,478,478,62,98,130,83,209,14,10,11,9,8,8,8,0,0,0
NL_1699,Noordenveld,24431,19504,43,24,6579,4985,1633,1448,1370,1518,482,307,654,232,82,39,39,20,13,16,11,4,2,3,0
NL_0171,Noordoostpolder,33653,26141,47,35,4688,7597,1861,1386,2408,3816,341,297,2097,332,1021,55,63,36,12,36,5,4,3,3,0
NL_0575,Noordwijk,19558,15423,41,40,2730,6596,860,1138,1517,1150,288,295,199,377,63,21,41,27,6,17,9,0,2,6,0
NL_0576,Noordwijkerhout,11903,9424,21,24,1458,3883,597,684,981,980,189,171,68,265,14,22,30,10,8,12,4,0,2,2,0
NL_0820,"Nuenen, Gerwen en Nederwetten",17754,14231,22,22,2969,4638,1648,1438,1042,1478,292,195,90,297,11,29,22,14,11,7,2,3,2,0,0
NL_0302,Nunspeet,20033,16625,32,11,1558,3989,667,525,1214,1877,149,156,2223,147,4013,14,20,6,10,10,2,2,2,0,0
NL_0951,Nuth,12627,9517,30,24,1950,2205,1228,534,1616,1183,206,184,34,213,8,25,22,7,27,7,8,2,2,2,0
NL_0579,Oegstgeest,16680,14151,13,20,2942,5093,689,2206,684,1008,444,298,370,195,74,23,60,11,5,5,5,3,2,2,0
NL_0823,Oirschot,13909,10614,23,19,1764,3348,1537,764,1045,1500,124,108,32,264,4,13,36,14,2,12,2,2,2,0,0
NL_0824,Oisterwijk,20024,15259,27,20,2965,5496,1681,1333,1121,1601,271,235,89,305,11,26,29,19,7,10,6,2,2,4,0
NL_1895,Oldambt,31149,22718,51,27,9073,3492,3494,856,2368,1325,271,405,811,290,74,18,54,38,13,29,7,10,4,8,0
NL_0269,Oldebroek,17351,13286,23,10,2050,2136,680,339,1152,1779,81,100,2757,148,1972,7,15,11,7,7,4,4,2,2,0
NL_0173,Oldenzaal,24675,18984,36,40,4678,5104,2226,1446,1649,2646,288,220,86,368,23,34,49,41,8,29,4,4,2,3,0
NL_1773,Olst-Wijhe,13572,10546,11,10,3089,2739,964,730,659,1466,242,156,181,175,46,21,20,18,4,9,2,3,2,0,0
NL_0175,Ommen,13452,11070,10,14,1998,2830,717,643,634,2306,136,130,1281,114,169,23,23,8,6,15,6,10,6,6,0
NL_0881,Onderbanken,6337,4755,12,14,1041,913,777,208,1072,416,72,93,20,74,5,9,17,6,2,2,0,2,0,2,0
NL_1586,Oost Gelre,23030,17446,21,17,3899,5093,1758,1290,1151,3293,176,173,91,314,26,24,39,41,12,17,4,4,2,2,0
NL_0826,Oosterhout,41461,29923,50,43,6910,9147,3292,2367,3895,2098,489,438,206,683,34,59,75,62,37,22,8,2,2,5,0
NL_0580,Oostflakkee,8203,6139,8,1,1309,1543,437,219,846,491,73,110,383,131,531,5,12,23,4,8,2,0,0,3,0
NL_0085,Ooststellingwerf,20418,15527,26,19,5248,3164,1595,726,1301,1769,267,314,591,198,116,46,44,32,15,16,5,27,2,6,0
NL_0431,Oostzaan,7057,5517,13,3,1308,1927,397,378,735,206,143,122,81,126,14,17,22,8,5,4,2,2,2,2,0
NL_0432,Opmeer,8615,6600,7,14,1251,2434,466,455,557,891,95,93,39,213,14,15,21,12,9,8,4,4,4,0,0
NL_0086,Opsterland,23001,17878,18,12,6204,3423,1725,918,1064,2046,390,232,1306,149,227,40,36,32,14,26,4,8,2,2,0
NL_0828,Oss,64745,47125,108,108,9921,12010,9417,3229,5436,3942,693,633,199,1015,48,85,135,39,27,41,10,10,14,5,0
NL_0584,Oud-Beijerland,17853,14111,27,19,2705,4161,993,920,1470,1034,209,237,699,242,1289,25,30,19,9,8,5,4,5,4,0
NL_1509,Oude IJsselstreek,30918,23175,32,33,6331,5698,2956,1345,2092,3172,324,306,270,424,42,32,44,29,10,11,10,5,5,8,0
NL_0437,Ouder-Amstel,9926,8154,12,18,1837,2893,415,997,532,542,218,206,99,228,85,13,28,5,4,9,4,2,6,2,0
NL_0644,Ouderkerk,6159,5076,9,7,853,1399,217,206,462,396,47,86,490,57,821,2,11,3,5,2,2,2,0,0,0
NL_0589,Oudewater,7491,6054,2,8,812,2388,247,377,510,864,73,80,292,99,248,6,17,13,5,4,3,2,2,3,0
NL_1734,Overbetuwe,34860,26722,31,15,6025,8025,2519,2174,2345,2644,562,398,752,482,565,47,55,32,23,19,8,0,0,8,0
NL_0590,Papendrecht,24587,18696,28,37,3952,5390,1412,979,2067,1530,244,335,1238,444,887,32,52,16,17,12,11,4,3,6,0
NL_1894,Peel en Maas,33710,24675,41,70,3936,7202,2759,1398,4168,3548,368,311,76,577,15,38,67,23,19,24,14,17,3,3,0
NL_0765,Pekela,10008,6966,20,17,2777,795,1228,158,954,420,93,119,203,88,45,8,18,6,5,2,0,2,0,9,0
NL_1926,Pijnacker-Nootdorp,35587,28246,36,34,4884,10833,1460,2608,3066,2445,617,575,735,463,235,46,75,32,42,20,18,11,9,2,0
NL_0439,Purmerend,61320,43601,127,86,11714,12801,4264,2582,6209,1929,641,993,427,1255,77,77,164,73,63,49,29,17,7,17,0
NL_0273,Putten,18067,14878,26,12,1537,4462,594,479,1195,2249,152,146,2120,185,1628,21,35,10,5,12,5,0,2,3,0
NL_0177,Raalte,28379,22139,26,41,4796,6562,1953,1545,1314,4513,317,170,341,366,46,31,43,23,25,17,0,4,2,4,0
NL_0703,Reimerswaal,15402,12227,24,17,1606,2310,724,267,1155,1055,92,118,582,130,4082,8,24,11,6,10,0,3,2,2,0
NL_0274,Renkum,24915,19677,33,12,4925,5508,1615,2348,1217,1740,725,500,411,344,133,55,52,33,6,9,3,0,4,4,0
NL_0339,Renswoude,3549,3024,7,1,204,1123,85,78,214,508,18,24,182,38,524,4,4,6,0,4,4,4,4,0,0
NL_1667,Reusel-De Mierden,9954,7133,4,14,1283,2278,1078,387,632,997,68,81,26,244,2,4,12,11,3,6,2,2,2,0,0
NL_0275,Rheden,34586,26463,48,29,7851,6139,2926,2390,2317,2057,775,621,539,427,129,61,66,41,12,18,6,0,5,6,0
NL_0340,Rhenen,14388,11521,32,9,1926,3284,520,762,1140,911,205,140,511,181,1841,13,17,4,13,4,4,3,0,3,0
NL_0597,Ridderkerk,36072,26496,53,31,5724,6248,2081,1123,3555,2028,260,569,1486,661,2452,35,62,39,31,26,12,7,0,13,0
NL_0196,Rijnwaarden,8603,6142,6,15,1710,1439,821,297,953,519,71,91,26,136,5,15,11,9,3,7,3,2,0,3,0
NL_1672,Rijnwoude,14295,11422,18,20,1846,3931,710,803,989,1279,175,148,490,225,691,18,33,13,11,11,5,2,3,2,0
NL_1742,Rijssen-Holten,27594,23172,58,20,3033,4488,1121,670,1483,3042,140,143,2935,203,5746,11,31,9,14,13,5,2,2,4,0
NL_0603,Rijswijk,37076,27827,84,79,6289,7828,2018,2546,4080,1816,593,713,448,899,115,63,123,40,34,30,12,4,7,6,0
NL_1669,Roerdalen,16796,11991,13,33,2215,2951,1436,522,2668,1313,197,220,57,258,9,30,26,4,16,10,8,2,2,2,0
NL_0957,Roermond,44267,29075,77,72,6620,7282,3452,2003,5249,2032,583,623,162,576,22,75,73,37,20,23,10,73,6,5,0
NL_1674,Roosendaal,58803,41229,105,59,9708,11872,4849,2527,5872,3157,583,695,280,1039,40,99,99,64,32,39,11,77,7,15,0
NL_0599,Rotterdam,442990,277450,1303,745,88314,56292,27337,23286,36860,12221,7310,7244,5544,5460,2379,448,1202,474,240,301,213,102,81,94,0
NL_0277,Rozendaal,1145,1070,2,1,170,503,35,133,46,96,29,21,15,11,4,2,0,0,0,0,2,0,2,0,0
NL_0840,Rucphen,18232,11844,17,11,2210,3048,1303,348,3242,1022,90,178,34,272,4,11,15,13,7,7,4,5,2,2,0
NL_NLZZSA,Saba,802,228,4,2,44,9,20,121,3,4,9,5,2,2,0,0,0,0,2,0,0,0,0,3,0
NL_0441,Schagen,14645,11281,20,16,3074,3616,1029,901,888,768,188,222,115,304,20,24,31,27,12,12,4,2,5,3,0
NL_0458,Schermer,4173,3381,6,4,692,1326,239,256,261,335,67,64,25,61,7,10,9,8,3,4,2,0,2,2,0
NL_0279,Scherpenzeel,6883,5719,9,1,591,1875,184,201,420,627,56,32,468,68,1168,7,5,2,2,3,0,0,0,2,0
