gisco_id,name,registered,turnout,invalid,blank,PvdA,VVD,CDA,LPF,GL,D66,SP,LN,CU,Verenigde Senioren Partij,SGP,Vrije Indische Partij & OuderenUnie,Partij van de Toekomst,Duurzaam Nederland,Nieuwe Midden Partij,Republikeinse Volkspartij
NL_0504,Dirksland,6166,5254,0,2,608,535,1304,935,112,147,166,80,289,18,1050,2,3,2,2,0
NL_0221,Doesburg,8527,6673,0,25,1311,940,1558,1028,372,349,835,75,109,30,16,12,5,6,2,0
NL_0222,Doetinchem,36598,28638,0,20,5253,4423,8187,3900,2289,1482,1769,410,502,89,255,20,13,24,2,0
NL_0766,Dongen,18711,14524,0,12,1855,2259,4838,2255,895,747,1237,203,108,34,34,14,8,19,6,0
NL_0058,Dongeradeel,18344,15313,0,15,1830,1049,7996,1611,685,373,630,144,834,37,100,0,4,2,3,0
NL_0315,Doorn,7870,6583,0,4,657,1550,1888,928,519,363,251,68,130,18,192,6,7,2,0,0
NL_0505,Dordrecht,88196,66243,0,82,11035,9253,13948,14606,4164,3234,3908,1207,2189,449,1627,184,44,284,29,0
NL_0498,Drechterland,7425,6327,0,2,645,1129,2222,1127,365,289,286,177,37,32,3,5,0,8,0,0
NL_0316,Driebergen-Rijsenburg,13790,11784,0,15,1418,2157,3137,1585,1252,680,621,163,362,33,340,9,8,4,0,0
NL_1719,Drimmelen,20422,16043,0,11,2061,2787,5284,2664,816,915,952,364,73,52,21,14,22,6,6,0
NL_0303,Dronten,25516,21322,0,14,2165,4020,7559,3225,1103,869,702,334,1119,63,126,16,0,5,2,0
NL_0225,Druten,12936,10340,0,8,1696,1633,3357,1657,604,534,594,170,22,28,13,11,3,10,0,0
NL_0226,Duiven,18542,15277,0,7,2072,2776,4826,2377,1081,847,772,230,171,62,21,23,7,2,3,0
NL_0902,Echt,14800,11042,0,11,1310,1146,4431,2131,772,368,502,231,30,69,10,17,9,2,3,0
NL_0385,Edam-Volendam,21169,17869,0,16,1421,2155,6373,5552,630,499,648,396,94,56,5,9,0,6,9,0
NL_0228,Ede,75626,63770,0,51,5888,8741,20576,8329,3403,2383,2092,780,4587,141,6606,112,30,41,10,0
NL_0317,Eemnes,6283,5503,0,5,605,1168,1592,878,312,350,302,80,130,22,43,7,5,4,0,0
NL_1651,Eemsmond,12720,10343,0,7,2495,1061,2910,1178,547,326,567,180,978,16,56,6,6,4,6,0
NL_0770,Eersel,13602,11278,0,20,971,1692,5111,1583,587,477,526,199,53,37,5,3,9,3,2,0
NL_0229,Eibergen,12541,10629,0,8,1776,1202,4872,1064,548,361,571,130,46,23,9,5,5,7,2,0
NL_0905,Eijsden,9037,7209,0,10,910,915,3129,1099,490,276,249,80,17,21,5,5,2,2,0,0
NL_0772,Eindhoven,155384,115966,0,0,16643,17397,29310,20540,9936,7236,10000,2043,1202,715,128,187,357,231,41,0
NL_0230,Elburg,16004,13690,0,10,992,1413,5116,1347,367,284,312,124,1758,24,1923,13,3,3,3,0
NL_0114,Emmen,83158,61900,0,40,16904,6825,17541,8146,3586,2552,3455,892,1444,216,115,61,58,53,12,0
NL_0388,Enkhuizen,12850,10368,0,10,1679,1673,2319,1809,816,669,728,242,183,51,163,7,0,15,4,0
NL_0153,Enschede,113074,83252,0,108,18593,11828,19618,11414,6780,4415,5451,1138,3129,359,159,135,53,51,21,0
NL_0232,Epe,25794,21035,0,10,3553,3671,6399,3094,1075,758,730,236,675,61,718,23,20,5,7,0
NL_0233,Ermelo,19777,16683,0,16,1114,2194,6947,2058,704,484,599,181,1534,31,792,11,9,9,0,0
NL_0777,Etten-Leur,29122,21608,0,24,2821,3884,6671,3805,1383,1185,1087,446,125,94,20,13,15,34,13,0
NL_1722,Ferwerderadiel,6746,5601,0,0,688,535,2684,681,259,152,251,65,248,13,18,0,3,3,3,0
NL_0070,Franekeradeel,15436,12262,0,15,2393,1388,4523,1410,720,490,627,201,404,30,37,0,13,5,6,0
NL_0653,Gaasterlan-Sleat,7752,6743,0,4,673,904,3058,890,357,201,264,82,154,17,135,0,2,2,2,0
NL_0779,Geertruidenberg,16227,11990,0,10,1790,2014,3695,2050,678,531,721,351,41,45,34,12,12,4,2,0
NL_0236,Geldermalsen,18568,15784,0,13,2133,2590,4461,2999,654,576,590,239,231,23,1261,4,9,4,0,0
NL_0781,Geldrop,21289,16505,0,0,1847,2451,5310,3002,1202,834,1218,284,159,108,14,18,41,10,7,0
NL_1652,Gemert-Bakel,20804,16181,0,35,1638,2103,6688,2898,837,528,1042,260,30,71,5,29,15,2,0,0
NL_0237,Gendringen,15647,12318,0,10,1854,1430,5581,1619,547,408,515,202,66,36,11,12,10,15,2,0
NL_0907,Gennep,12733,9330,0,16,1188,1087,3383,1670,529,624,623,118,35,34,6,6,5,3,3,0
NL_0689,Giessenlanden,10677,9510,0,6,1235,1640,2969,1433,281,331,311,122,727,37,405,4,6,2,2,0
NL_0784,Gilze en Rijen,18438,14717,0,12,2008,2392,4833,2467,844,812,899,270,38,72,12,17,28,9,4,0
NL_0511,Goedereede,8749,7781,0,9,713,894,2206,1156,126,170,161,68,417,16,1837,3,2,2,2,0
NL_0664,Goes,27589,21501,0,14,3024,2986,6689,2552,1565,989,1028,273,791,84,1453,0,22,21,10,0
NL_0785,Goirle,17146,13627,0,19,1584,2182,4306,2340,1119,808,988,163,28,64,5,7,13,5,0,0
NL_0512,Gorinchem,24681,18931,0,16,3406,2952,4075,3599,1074,1114,1021,362,762,133,368,16,21,9,3,0
NL_0239,Gorssel,10541,9124,0,11,1358,2173,2922,975,483,497,470,95,97,24,7,4,7,0,4,0
NL_0513,Gouda,51679,42649,0,67,6510,5814,9483,8929,3234,2458,2259,715,1638,106,1363,45,17,8,3,0
NL_0693,Graafstroom,6756,6126,0,12,419,608,2340,650,106,108,127,52,622,6,1073,2,2,0,0,0
NL_0365,Graft-De Rijp,4769,4204,0,4,578,902,1154,715,262,224,243,86,11,19,4,4,0,0,4,0
NL_0786,Grave,9502,7701,0,9,831,1348,2553,1246,512,378,576,109,31,85,2,15,4,2,2,0
NL_0240,Groenlo,7313,5912,0,9,786,721,2873,625,280,248,255,65,8,22,4,8,3,5,0,0
NL_0241,Groesbeek,14782,11783,0,8,2157,1365,3720,1973,904,498,895,141,41,47,9,10,12,3,0,0
NL_0014,Groningen,142899,113666,0,190,26982,15338,17355,11427,15675,8632,11453,1103,4791,271,213,103,63,48,22,0
NL_0015,Grootegast,8806,7155,0,5,817,659,3263,846,243,159,237,115,715,8,74,0,9,3,2,0
NL_1729,Gulpen-Wittem,11750,9884,0,8,1084,882,4741,1599,608,335,424,118,34,23,12,6,7,2,2,0
NL_0158,Haaksbergen,18297,15048,0,12,1918,2058,6926,1836,620,660,628,222,87,38,10,18,5,5,5,0
NL_0788,Haaren,10520,8279,0,7,711,1370,3579,1154,508,407,379,106,21,14,4,4,12,2,2,0
NL_0392,Haarlem,112443,87414,0,131,15515,14146,17107,14159,9299,6137,7276,1546,1158,550,167,0,81,102,40,0
NL_0393,Haarlemmerliede en Spaarnwoude,4106,3545,0,2,378,681,1001,664,226,252,193,97,26,13,6,0,4,4,4,0
NL_0394,Haarlemmermeer,87852,72294,0,71,8081,15893,18556,14193,4114,4206,3109,1725,1298,374,557,0,61,34,22,0
NL_0914,Haelen,7724,5853,0,18,523,888,2301,1092,343,265,232,112,27,37,5,4,2,3,2,0
NL_1655,Halderberge,22630,16839,0,18,1951,2827,5765,3504,749,694,844,268,84,67,19,17,10,19,3,0
NL_0160,Hardenberg,42359,36031,0,20,4989,3499,15426,3490,1143,1036,1131,458,4330,66,396,21,20,3,3,0
NL_0243,Harderwijk,29607,24426,0,11,2461,3597,8901,3435,1244,970,889,356,1803,60,621,39,16,19,4,0
NL_0523,Hardinxveld-Giessendam,13003,11371,0,3,1231,1083,3114,1472,232,203,271,126,1594,24,2013,3,3,3,0,0
NL_0017,Haren,14383,12582,0,7,2170,2803,3004,1186,1105,987,561,89,585,31,42,6,2,4,0,0
NL_0395,Harenkarspel,11433,9552,0,4,1088,1781,3025,1575,565,486,573,332,56,42,11,4,0,6,4,0
NL_0072,Harlingen,11587,9123,0,11,1931,1267,2334,1489,602,399,547,173,300,45,10,0,6,3,6,0
NL_0244,Hattem,8862,7706,0,6,1453,890,2520,683,245,260,234,75,1212,23,97,5,2,0,2,0
NL_1937,Heel,6344,4644,0,16,502,663,1881,782,247,223,193,87,6,31,2,7,3,2,0,0
NL_0396,Heemskerk,26792,21420,0,20,3226,3236,6087,3877,1666,1168,1203,537,198,137,32,0,18,13,2,0
NL_0397,Heemstede,19577,17197,0,17,1843,4750,4409,2409,1267,1352,774,150,123,70,19,0,7,4,3,0
NL_0246,Heerde,13897,11735,0,15,1965,1356,4452,1275,385,287,321,124,1149,15,375,5,3,3,5,0
NL_0074,Heerenveen,32015,25379,0,25,6483,3915,5673,3240,1818,1256,1526,473,811,69,43,0,18,23,6,0
NL_0398,Dijk en Waard,34224,27658,0,18,3733,5328,7378,4417,2058,1771,1479,876,394,121,29,17,0,24,15,0
NL_0526,Heerjansdam,2796,2442,0,9,324,355,725,546,90,113,102,58,59,16,40,3,0,3,3,0
NL_0917,Heerlen,72869,48901,0,57,6726,4460,14227,10509,3312,1839,6152,888,298,218,56,96,38,12,13,0
NL_1658,Heeze-Leende,11683,9828,0,18,884,1729,4064,1520,494,463,424,140,25,33,4,4,20,5,4,0
NL_0399,Heiloo,16951,14716,0,25,1982,3354,3999,2001,1085,975,820,245,128,71,15,5,0,5,6,0
NL_0918,Helden,14423,11089,0,9,895,1802,4867,1853,618,333,431,184,27,37,4,2,11,15,2,0
NL_0163,Hellendoorn,27599,23468,0,20,2714,1925,12818,2235,891,607,800,272,978,71,107,9,11,6,4,0
NL_0530,Hellevoetsluis,29062,22427,0,25,3127,4152,4004,6701,1095,1038,1166,544,279,138,86,29,20,18,5,0
NL_0794,Helmond,60480,43609,0,76,5739,6545,11911,10113,2448,1795,3445,792,226,321,27,67,75,21,8,0
NL_0531,Hendrik-Ido-Ambacht,15670,13393,0,12,1436,1839,3651,2555,431,497,418,208,569,34,1718,13,4,5,3,0
NL_0164,Hengelo,60928,48787,0,70,8377,6589,15631,6160,3657,2632,3635,641,1018,161,66,104,21,11,14,0
NL_0248,Hengelo,6549,5444,0,4,731,717,2734,644,160,179,161,75,26,11,11,11,0,0,0,0
NL_0063,het Bildt,7919,6326,0,5,1211,723,2386,858,331,174,376,84,137,19,13,0,5,3,3,0
NL_0252,Heumen,12198,10353,0,13,1419,1739,3504,1319,944,646,587,110,26,22,2,11,9,2,0,0
NL_0797,Heusden,32519,25597,0,0,2621,4267,8927,4473,1563,1322,1514,460,129,134,67,26,56,15,23,0
NL_0920,Heythuysen,9048,7080,0,11,534,992,3289,1152,361,296,259,107,31,35,4,4,0,2,3,0
NL_0534,Hillegom,15556,12807,0,11,1302,2441,4173,2520,723,606,552,212,107,48,81,8,14,2,7,0
NL_0798,Hilvarenbeek,11108,9271,0,9,986,1415,3883,1182,608,444,526,139,13,32,8,9,13,4,0,0
NL_0402,Hilversum,63660,51151,0,57,7545,9524,11594,8349,4215,3521,3691,910,1003,331,321,0,36,44,10,0
NL_1735,Hof van Twente,26754,22931,0,21,3620,4215,9349,2447,856,899,929,252,190,67,44,11,24,4,3,0
NL_0675,Hontenisse,6069,4964,0,3,511,692,2044,921,271,149,237,79,24,17,9,0,4,2,2,0
NL_0118,Hoogeveen,40569,31888,0,22,5812,3171,12000,4096,1423,1020,1393,479,1887,73,409,30,25,39,9,0
NL_0018,Hoogezand-Sappemeer,25359,18574,0,21,5257,2535,3118,2752,1599,856,1147,312,729,72,45,36,19,66,10,0
NL_0405,Hoorn,49398,39380,0,57,6691,6923,8146,6965,3237,2566,2984,978,374,331,31,69,0,13,15,0
NL_1507,Horst aan de Maas,21189,16730,0,13,1431,2156,7709,2395,793,693,1121,242,49,63,17,16,13,13,6,0
NL_0321,Houten,26814,23054,0,12,2717,4165,6383,3284,1960,1479,1161,385,911,58,507,19,7,6,0,0
NL_0406,Huizen,30804,26008,0,21,2894,5067,7247,3917,1594,1569,1288,417,1276,146,528,0,13,20,11,0
NL_0677,Hulst,13892,10564,0,7,1537,1594,3566,2149,562,485,385,159,47,54,13,0,3,2,2,0
NL_0256,Hummelo en Keppel,3553,3081,0,1,500,618,1113,345,135,160,149,37,8,3,9,2,2,0,0,0
NL_0925,Hunsel,4543,3617,0,3,300,423,1691,638,171,132,144,74,2,30,2,2,4,0,2,0
NL_0353,IJsselstein,23568,19003,0,12,2499,3936,5106,3142,1174,1095,965,407,310,62,259,12,16,8,0,0
NL_0645,Jacobswoude,8054,7014,0,6,515,1283,2668,1241,333,366,281,143,90,22,57,2,3,2,3,0
NL_0166,Kampen,35256,29971,0,17,3466,2195,11043,3079,1375,723,1260,346,3678,48,2684,26,12,12,7,0
NL_0678,Kapelle,8579,7269,0,4,743,1045,2654,901,301,244,209,84,330,14,736,0,2,2,2,0
NL_0537,Katwijk,30383,25115,0,22,1557,2193,10372,3858,669,541,680,339,1953,72,2763,23,15,51,7,0
NL_0928,Kerkrade,36528,24164,0,35,4016,2088,7878,5677,1678,631,1460,415,66,121,10,42,24,18,5,0
NL_0929,Kessel,3192,2683,0,15,244,402,1226,465,88,88,84,42,3,14,3,5,4,3,3,0
NL_0258,Kesteren,15654,13418,0,6,2287,1376,3153,1738,352,319,321,147,523,26,3148,7,13,2,0,0
NL_0079,Kollumerland en Nieuwkruisland,9912,8019,0,28,930,619,3838,1046,310,189,355,102,488,20,88,0,2,4,0,0
NL_0588,Korendijk,8117,6991,0,5,775,996,1750,1443,163,197,249,99,173,21,1112,2,4,2,2,0
NL_0542,Krimpen aan den IJssel,21872,18683,0,12,2586,2448,4091,3970,701,696,666,303,934,45,2204,10,7,10,0,0
NL_1659,Laarbeek,16310,13261,0,14,1472,1829,5298,2310,741,485,801,204,28,41,5,10,19,3,3,0
NL_1685,Landerd,10929,9105,0,4,838,1225,4027,1295,407,371,749,127,18,29,3,2,3,6,2,0
NL_0882,Landgraaf,30629,21307,0,30,2902,2008,7335,4461,1473,783,1728,331,99,66,21,27,22,13,8,0
NL_0415,Landsmeer,7902,6820,0,8,1193,1378,1071,1569,459,455,439,158,44,31,10,4,0,0,4,0
NL_0416,Langedijk,18263,15633,0,15,1822,3180,4370,2237,1071,937,796,748,340,72,32,6,0,3,4,0
NL_0417,Laren,8672,7423,0,7,727,2292,1875,1258,309,464,330,74,22,43,8,0,2,0,12,0
NL_0022,Leek,14194,11638,0,6,2388,1671,3150,1379,789,500,555,144,929,28,78,12,4,4,4,0
NL_0545,Leerdam,15170,12331,0,10,1949,1586,3334,2317,443,445,483,178,696,19,827,18,13,11,2,0
NL_0326,Leersum,5522,4850,0,7,578,1048,1280,841,312,200,182,60,98,13,224,4,2,2,0,0
NL_0080,Leeuwarden,70555,54836,0,65,12423,6791,12063,6907,5774,3383,4749,848,1496,146,105,0,38,38,10,0
NL_0081,Leeuwarderadeel,7775,6770,0,19,1560,922,2185,686,410,306,394,116,140,19,7,0,5,5,0,0
NL_0546,Leiden,88195,71155,0,149,13094,11118,11754,12047,8806,6548,5301,720,975,151,211,68,45,159,9,0
NL_0547,Leiderdorp,19637,16603,0,24,2185,3319,4362,2777,1177,1231,772,272,235,57,142,8,11,27,4,0
NL_1916,Leidschendam-Voorburg,56301,47209,0,73,5245,9344,12941,9499,2902,2964,2486,677,555,195,156,91,27,45,9,0
NL_0995,Lelystad,48875,36115,0,46,6120,6057,6547,7941,2920,1902,2237,840,984,214,175,57,0,53,22,0
NL_0082,Lemsterland,9712,7840,0,13,1316,1099,2525,1409,314,318,438,131,207,18,40,0,8,3,3,0
NL_0327,Leusden,21281,18597,0,18,2112,3849,5706,2233,1303,1184,792,256,813,50,266,5,7,3,0,0
NL_0260,Lichtenvoorde,14225,11888,0,6,1165,1571,5953,1432,561,453,485,169,25,30,14,5,9,9,5,0
NL_1673,Liemeer,4803,3944,0,1,244,677,1597,758,150,139,124,84,98,12,52,3,3,3,3,0
NL_0694,Liesveld,6966,6214,0,16,682,790,2019,819,146,141,151,75,604,6,756,3,5,3,0,0
NL_0733,Lingewaal,7925,6750,0,3,1076,934,2148,1177,223,231,232,103,313,10,292,4,3,3,0,0
NL_0553,Lisse,16444,14120,0,16,1199,2261,5070,2609,543,719,502,251,276,47,615,4,7,4,0,0
NL_0808,Lith,4984,4151,0,8,375,548,1648,763,168,149,429,43,7,6,0,3,3,3,0,0
NL_0140,Littenseradiel,7879,6738,0,4,1137,958,2651,611,485,283,368,101,106,19,9,0,6,0,0,0
NL_0262,Lochem,14999,12702,0,11,2380,2795,3671,1291,909,777,562,139,75,43,22,7,5,10,5,0
NL_0329,Loenen,6311,5571,0,2,650,1275,1533,886,302,347,267,75,104,17,106,4,3,0,0,0
NL_0809,Loon op Zand,17594,13560,0,9,1450,2286,4852,2501,798,604,670,154,46,67,75,21,17,4,6,0
NL_0331,Lopik,9807,8388,0,2,615,1022,3353,1406,257,203,247,158,558,16,543,2,4,2,0,0
NL_0024,Loppersum,8249,6896,0,0,1320,729,2382,656,534,245,349,96,476,17,86,4,0,4,4,0
NL_0168,Losser,17115,13792,0,6,1924,1526,6394,1798,603,522,616,250,72,48,7,12,6,2,6,0
NL_0332,Maarn,4426,4093,0,0,435,995,1186,580,246,230,152,57,69,14,123,2,2,2,0,0
NL_0333,Maarssen,29819,24339,0,34,3484,4765,5879,4484,1761,1409,1330,497,430,80,123,35,14,14,0,0
NL_0933,Maasbracht,10667,8047,0,4,815,1030,3323,1664,391,273,320,129,44,35,9,3,5,2,0,0
NL_0934,Maasbree,9548,7590,0,8,628,1173,3447,1228,356,307,223,143,10,43,14,4,6,0,0,0
NL_1671,Maasdonk,8447,6874,0,25,585,898,2885,1239,238,228,631,106,5,24,3,3,6,0,0,0
NL_0263,Maasdriel,17796,14772,0,7,1491,2402,5041,3402,631,538,584,214,112,41,294,8,5,2,0,0
NL_0555,Maasland,5006,4615,0,2,256,665,2230,817,134,157,131,59,120,12,31,0,12,0,0,0
NL_0556,Maassluis,24531,19915,0,21,2724,2979,5410,5065,710,888,859,345,521,184,142,13,13,36,5,0
NL_0935,Maastricht,94988,67099,0,84,10956,8119,18176,12825,7055,3827,4163,802,318,518,52,106,28,52,18,0
NL_0936,Margraten,10270,8499,0,7,805,977,4031,1369,493,357,312,89,24,23,4,3,3,2,0,0
NL_0025,Marum,7411,5886,0,4,1087,923,1765,965,246,215,250,101,272,15,31,5,2,2,4,0
NL_0420,Medemblik,5794,4579,0,6,493,765,1186,1141,235,192,274,126,82,40,9,9,0,20,9,0
NL_0993,Meerlo-Wanssum,5804,4638,0,7,442,510,2175,728,239,194,217,80,3,24,7,8,4,0,0,0
NL_0938,Meerssen,15675,12301,0,11,1239,1619,5143,2231,774,527,503,156,31,42,2,10,8,2,3,0
NL_0941,Meijel,4413,3359,0,0,304,543,1516,580,125,79,125,67,3,8,3,5,3,0,0,0
NL_0083,Menaldumadeel,10557,9005,0,7,1873,1244,3047,1024,597,397,439,168,167,24,13,0,4,0,4,0
NL_1987,Menterwolde,9736,7389,0,8,2422,989,1125,1141,463,269,551,159,199,18,28,8,5,3,3,0
NL_0119,Meppel,23049,18641,0,17,4144,3105,4749,2339,1083,958,1002,239,866,43,69,19,6,6,6,0
NL_0687,Middelburg,34347,27610,0,21,3988,3401,7346,3482,2136,1282,1784,375,1547,103,2079,0,12,48,6,0
NL_0559,Middelharnis,13065,10733,0,12,1389,1271,2659,1809,291,309,322,148,821,19,1663,9,5,3,3,0
NL_1731,Midden-Drenthe,24755,20691,0,31,5067,3265,6042,2380,1131,892,898,290,541,49,67,12,16,3,7,0
NL_0814,Mierlo,7746,6433,0,11,667,956,2393,1144,405,332,337,85,36,34,3,14,13,0,3,0
NL_0815,Mill en Sint Hubert,8513,7009,0,9,786,807,3093,1224,316,209,400,101,24,21,6,5,8,0,0,0
NL_0265,Millingen aan de Rijn,4442,3452,0,8,828,505,877,532,241,164,227,45,6,12,0,3,2,2,0,0
NL_1709,Moerdijk,27990,21457,0,21,2520,3541,7256,3935,1018,864,1162,426,418,88,140,19,20,26,3,0
NL_0562,Monster,15031,12587,0,11,808,1904,4676,3062,372,396,316,206,372,41,405,5,5,6,2,0
NL_0335,Montfoort,9771,8539,0,12,693,1292,2970,1506,419,372,287,185,348,26,413,8,7,7,0,0
NL_0944,Mook en Middelaar,6037,5081,0,0,707,907,1536,749,468,317,315,49,12,11,2,2,2,4,0,0
NL_0563,Moordrecht,5728,4781,0,16,779,785,1175,1039,214,178,178,70,130,9,199,6,2,2,0,0
NL_0424,Muiden,4989,4383,0,2,696,1032,966,669,229,391,263,62,35,24,8,0,5,5,0,0
NL_0565,Naaldwijk,21335,18412,0,21,1162,2891,7735,4340,486,480,424,342,298,31,165,14,15,5,3,0
NL_0425,Naarden,12454,10791,0,6,1287,3273,2447,1540,635,799,453,107,111,49,72,0,10,0,2,0
NL_0643,Nederlek,11277,9754,0,20,1649,1618,2154,2059,317,378,412,219,268,38,610,4,3,4,3,0
NL_0946,Nederweert,12276,9488,0,8,938,1429,4082,1832,349,307,344,133,16,29,7,5,6,2,2,0
NL_0266,Neede,8624,7331,0,5,1609,1095,2433,929,357,341,294,94,148,15,6,4,4,0,0,0
NL_0304,Neerijnen,8466,7126,0,23,1200,1124,1942,1150,218,215,196,90,162,22,778,2,3,2,0,0
NL_0412,Niedorp,8538,6970,0,7,1130,1466,1619,1249,417,377,405,231,22,30,5,6,0,4,2,0
NL_0356,Nieuwegein,47223,37831,0,34,5498,6328,9288,7144,2919,2189,2266,958,638,282,187,55,28,17,0,0
NL_0567,Nieuwerkerk aan den IJssel,16177,13674,0,8,1380,2720,3495,2925,538,692,512,217,676,46,445,11,5,2,2,0
NL_0569,Nieuwkoop,8257,6879,0,4,648,1236,2264,1245,345,419,279,118,185,14,111,2,3,2,5,0
NL_0571,Nieuw-Lekkerland,6459,5689,0,3,789,453,1195,725,130,108,198,74,683,15,1306,6,3,3,0,0
NL_0104,Nijefurd,8335,7142,0,13,919,888,3012,920,456,234,359,116,176,26,19,0,3,3,0,0
NL_0267,Nijkerk,27521,23169,0,16,2095,3269,8546,3219,964,814,636,348,1646,50,1529,19,8,8,2,0
NL_0268,Nijmegen,119267,91941,0,145,17374,9998,17876,12524,15025,6151,10451,849,623,582,73,127,57,86,0,0
NL_1695,Noord-Beveland,5538,4545,0,6,567,744,1542,741,187,131,238,75,78,17,213,0,3,2,2,0
NL_1699,Noordenveld,24165,19884,0,20,4597,4049,3965,2579,1476,1270,968,248,532,84,59,16,9,5,7,0
NL_0529,Noorder-Koggenland,7875,6618,0,3,936,1380,1568,1211,373,333,390,162,140,50,67,3,0,0,2,0
NL_0171,Noordoostpolder,31940,26785,0,21,3257,3512,10701,3324,1224,959,978,393,1717,77,588,19,0,10,5,0
NL_0575,Noordwijk,18546,15372,0,25,1509,2999,4537,3401,842,764,694,209,245,71,53,13,7,0,3,0
NL_0576,Noordwijkerhout,11227,9524,0,9,755,1832,3357,2019,503,397,380,153,42,47,10,10,5,2,3,0
NL_0820,"Nuenen, Gerwen en Nederwetten",17650,15338,0,20,1585,3013,5194,2344,983,1033,782,195,78,66,8,8,23,2,4,0
NL_0302,Nunspeet,19233,17089,0,8,965,1699,5750,2011,429,311,392,150,1865,32,3450,15,8,3,3,0
NL_0951,Nuth,12814,10386,0,8,1105,1123,4521,1722,619,324,479,417,20,30,5,5,2,4,2,0
NL_0429,Obdam,4804,4171,0,7,416,767,1644,587,239,177,177,104,21,23,3,4,0,0,2,0
NL_0579,Oegstgeest,15087,13325,0,24,1575,3286,3298,1884,1014,1153,595,144,248,44,38,10,8,3,3,0
NL_0823,Oirschot,13407,10901,0,40,1025,1703,4979,1584,420,372,500,177,15,35,11,10,28,10,10,0
NL_0824,Oisterwijk,19299,15706,0,15,1671,2733,5597,2550,1146,817,832,177,66,62,10,8,13,4,5,0
NL_0269,Oldebroek,16631,13727,0,16,1302,972,5115,1330,240,233,265,125,2295,17,1791,8,5,10,3,0
NL_0173,Oldenzaal,23806,19530,0,25,2651,2596,8509,2246,1221,833,1006,249,77,76,14,9,5,12,5,0
NL_1773,Olst-Wijhe,12756,10495,0,16,2096,1428,3989,1110,630,447,451,130,117,22,43,12,2,2,2,0
NL_0175,Ommen,12744,11349,0,9,1048,1308,5397,978,419,437,292,99,1213,24,110,5,6,3,3,0
NL_0881,Onderbanken,6373,4859,0,10,576,505,2019,886,269,144,304,99,19,9,2,8,6,2,2,0
NL_0692,Oostburg,13490,10464,0,9,1817,1957,3009,1731,537,426,430,213,151,58,114,0,4,7,4,0
NL_0826,Oosterhout,39966,30861,0,29,4192,5718,8895,5303,1854,1872,1879,614,135,178,18,79,27,63,5,0
NL_0580,Oostflakkee,7864,6466,0,4,1036,713,1753,1297,169,200,235,114,373,17,543,6,2,2,3,0
NL_0085,Ooststellingwerf,20149,16182,0,51,3926,2219,4431,2165,1053,637,818,258,465,61,77,0,14,6,6,0
NL_0431,Oostzaan,6894,5826,0,7,973,1237,818,1352,417,370,355,170,79,24,17,3,0,2,2,0
NL_0432,Opmeer,8303,6951,0,8,688,1355,2461,1109,332,388,319,199,37,42,2,9,0,2,0,0
NL_0086,Opsterland,21558,17771,0,9,4212,2400,4692,1911,1195,767,1010,261,1128,63,100,0,11,7,5,0
NL_0828,Oss,50452,39012,0,37,4228,5645,10560,6648,1858,1916,7345,418,106,104,26,32,35,46,8,0
NL_0584,Oud-Beijerland,16993,14410,0,14,1596,2219,3830,2925,591,718,566,216,484,45,1187,6,6,5,2,0
NL_0437,Ouder-Amstel,9850,8283,0,6,1141,1780,2068,1352,521,649,434,147,79,44,54,0,6,6,6,0
NL_0644,Ouderkerk,6057,5282,0,2,715,769,1300,841,146,160,147,86,375,6,734,0,6,0,0,0
NL_0589,Oudewater,7326,6221,0,11,508,892,2565,1087,222,207,177,107,259,9,164,6,7,0,0,0
NL_1734,Overbetuwe,30125,24553,0,16,3304,3806,8277,3354,1634,1502,1203,331,491,63,529,17,15,6,5,0
NL_0590,Papendrecht,23035,19091,0,20,2351,2928,5277,3882,774,902,827,387,932,69,688,35,2,11,6,0
NL_0765,Pekela,10355,7564,0,12,2434,669,1403,1236,785,206,452,121,183,18,23,6,12,3,3,0
NL_1926,Pijnacker-Nootdorp,25025,21732,0,18,1886,3932,7730,4046,1020,1167,795,457,382,48,229,6,7,6,3,0
NL_0439,Purmerend,55051,43000,0,39,7022,8164,7032,9902,2969,2578,2940,1342,389,463,49,81,0,15,15,0
NL_0273,Putten,17222,14981,0,5,993,1690,6060,2223,432,342,318,167,1515,28,1187,8,8,3,2,0
NL_0177,Raalte,27340,22676,0,23,2475,2549,12230,1985,1087,912,732,300,286,45,25,6,13,7,6,0
NL_0835,Ravenstein,6385,5455,0,1,712,649,2084,712,295,275,620,55,15,24,6,2,4,2,0,0
NL_0595,Reeuwijk,9599,8478,0,5,607,1663,2709,1578,301,370,190,107,324,24,589,6,3,0,2,0
NL_1661,Reiderland,5504,3843,0,6,1160,369,329,879,382,101,460,78,34,16,5,10,7,2,5,0
NL_0703,Reimerswaal,14963,12455,0,6,1085,1205,3305,1809,312,241,338,206,444,41,3448,0,8,4,3,0
NL_0274,Renkum,25092,20961,0,18,3257,3928,5854,2746,1898,1275,1190,239,343,63,110,19,13,6,2,0
NL_0339,Renswoude,2979,2661,0,2,142,354,1122,404,36,38,65,30,133,0,333,30,30,0,0,0
NL_1667,Reusel-De Mierden,9207,7299,0,10,678,962,3501,1088,285,235,311,164,19,24,5,2,13,2,0,0
NL_0275,Rheden,35117,28571,0,40,5865,4752,7093,3979,2207,1597,1895,406,503,114,66,28,6,14,6,0
