gisco_id,name,registered,turnout,invalid,blank,PVV (Partij voor de Vrijheid),GROENLINKS / Partij van de Arbeid (PvdA),VVD,Nieuw Sociaal Contract,BBB,D66,SP (Socialistische Partij),Partij voor de Dieren,CDA,Forum voor Democratie,ChristenUnie,Volt,JA21,BVNL / Groep Van Haga,50PLUS,Staatkundig Gereformeerde Partij (SGP),DENK,BIJ1,Piratenpartij - De Groenen,Samen voor Nederland,Splinter,LEF - Voor de Nieuwe Generatie,LP (Libertaire Partij),PartijvdSport,Nederland met een PLAN,Politieke Partij voor Basisinkomen
NL_0589,Oudewater,7950,6800,7,10,1695,541,1285,855,564,311,122,96,415,157,205,80,65,44,32,268,20,9,2,2,6,2,2,5,2,2
NL_1734,Overbetuwe,37942,31393,43,37,7765,4313,5526,4284,1555,2203,919,543,1276,554,573,430,235,125,154,491,214,39,22,12,40,10,8,0,22,0
NL_0590,Papendrecht,25219,19775,38,32,5619,1914,3272,2699,467,811,616,291,730,481,839,123,151,106,126,934,369,51,14,15,32,8,5,19,13,0
NL_1894,Peel en Maas,35158,28248,34,69,9629,2226,4424,3997,2294,1277,757,289,1700,423,38,172,192,174,163,30,233,31,14,14,25,10,10,10,13,0
NL_0765,Pekela,9774,7166,17,21,2977,676,432,1143,578,128,411,89,176,196,94,15,27,36,26,74,14,3,11,13,7,3,0,0,3,0
NL_1926,Pijnacker-Nootdorp,42061,34829,68,58,8443,4643,7569,3925,1060,2752,713,607,1389,669,621,627,324,138,197,266,500,77,27,8,57,12,7,32,35,5
NL_0439,Purmerend,73111,54963,164,105,17759,7233,9298,5908,2310,2756,1798,1160,954,1558,354,618,414,330,392,83,1071,335,72,33,97,23,23,38,77,0
NL_0273,Putten,19301,16770,23,16,3894,866,2343,2151,1541,394,212,176,1023,323,1258,121,103,76,48,2077,64,15,9,8,12,4,4,0,9,0
NL_0177,Raalte,30429,25968,29,53,4783,2374,3978,5525,4558,1116,576,260,1356,331,226,189,177,112,59,68,108,25,8,4,15,6,9,18,5,0
NL_0703,Reimerswaal,16004,13407,27,9,3112,596,1263,1092,665,196,239,81,496,296,445,47,69,63,59,4549,72,4,9,5,9,2,2,0,0,0
NL_0274,Renkum,25273,20969,30,36,3296,5047,3587,2460,492,1956,660,774,765,398,351,469,119,84,80,118,114,39,17,4,45,10,10,0,8,0
NL_0339,Renswoude,4088,3582,6,5,846,137,445,330,455,57,36,31,193,62,139,13,36,8,4,762,6,0,2,2,4,2,0,0,2,0
NL_1667,Reusel-De Mierden,10456,8480,14,21,2411,688,1506,1131,977,406,318,100,405,145,15,92,64,55,71,8,15,7,7,3,10,2,2,5,2,2
NL_0275,Rheden,34864,27791,55,35,5968,5613,4024,3573,954,2058,1055,872,967,586,454,479,159,138,134,116,368,71,26,12,32,22,10,0,10,0
NL_0340,Rhenen,15569,12882,15,18,3065,1554,1823,1311,448,591,202,192,474,225,471,152,79,50,16,1967,154,20,12,6,12,5,10,8,2,0
NL_0597,Ridderkerk,37056,28112,44,56,8926,2406,3640,3321,565,925,772,398,1169,686,1114,173,251,123,191,2419,736,79,14,12,37,11,14,15,15,0
NL_1742,Rijssen-Holten,29048,25725,31,33,4778,1099,2085,4923,2428,513,281,178,846,463,1708,114,138,83,50,5776,133,22,3,12,11,4,2,7,4,0
NL_0603,Rijswijk,42084,30657,82,55,7975,5102,5056,3232,512,2402,863,722,788,749,387,564,223,143,157,110,1255,107,24,10,56,12,11,36,24,0
NL_1669,Roerdalen,16563,12692,24,29,4853,1378,1645,1843,785,433,397,195,382,280,46,85,81,68,63,8,50,10,7,6,8,5,5,2,4,0
NL_0957,Roermond,45612,32010,68,91,10057,4293,4782,4100,920,1888,1173,613,848,776,114,361,226,164,174,17,1138,75,28,6,38,13,17,14,16,0
NL_1674,Roosendaal,58168,41688,114,65,12365,4532,7743,5474,1508,2156,1567,605,1336,926,223,429,333,219,253,52,1531,61,38,23,49,18,15,23,20,10
NL_0599,Rotterdam,461855,296330,1521,769,63126,58867,34543,26561,3858,20606,9564,9177,5820,7576,4266,7587,2572,1201,1251,1873,29175,4917,330,134,408,168,136,0,324,0
NL_0277,Rozendaal,1324,1254,3,2,102,218,435,125,13,159,16,37,50,9,16,46,5,5,5,8,0,5,5,0,5,0,5,0,0,0
NL_0840,Rucphen,19078,14268,22,15,7662,617,1899,1400,782,301,355,158,331,289,35,84,74,62,59,10,65,10,4,2,11,5,2,6,5,3
NL_NLZZSA,Saba,912,240,6,4,5,35,16,11,13,126,2,4,5,2,2,5,0,2,0,0,2,2,0,0,2,0,0,0,0,0
NL_0441,Schagen,37792,30988,54,45,7372,3814,6163,3849,2516,1855,1032,686,1166,856,185,334,259,244,222,44,67,43,49,19,51,17,14,15,17,0
NL_0279,Scherpenzeel,7757,6726,8,1,1581,323,949,730,555,159,86,44,312,104,342,35,43,23,31,1362,21,3,2,2,5,0,2,0,4,0
NL_0606,Schiedam,56052,37936,116,113,10725,5720,4755,3788,732,1882,1271,899,848,1085,377,570,256,134,218,167,3761,270,40,38,59,28,19,28,37,0
NL_0088,Schiermonnikoog,802,938,2,3,105,240,144,125,61,69,34,55,40,8,17,16,5,2,2,3,2,0,3,2,0,2,2,0,0,0
NL_1676,Schouwen-Duiveland,27618,23148,39,32,5490,2287,4014,2696,1483,977,621,457,1066,526,704,150,168,123,103,2086,34,35,15,9,15,8,10,0,0,0
NL_0518,s-Gravenhage,357606,246032,1033,560,53202,47315,36948,20811,3147,20410,6457,8280,4688,6312,2902,5561,1146,991,932,925,21006,2022,285,103,359,206,110,0,245,76
NL_0796,s-Hertogenbosch,123254,96198,177,188,22560,17639,16837,10442,1919,8464,4053,2356,2480,1870,430,2295,597,412,502,113,2082,336,89,41,120,76,37,37,33,13
NL_0965,Simpelveld,8167,6470,6,33,2358,808,755,1035,413,206,223,86,212,152,17,23,43,28,27,3,8,5,7,4,11,2,3,0,2,0
NL_NLZZSE,Sint Eustatius,1915,339,5,5,3,15,10,23,77,170,2,5,4,5,9,2,0,0,2,0,0,3,2,0,0,0,0,0,0,0
NL_0845,Sint-Michielsgestel,23507,19396,23,28,4846,2554,3776,2550,812,1624,928,334,798,268,78,275,127,87,127,19,49,27,15,3,16,6,4,12,8,2
NL_1883,Sittard-Geleen,73986,54139,82,152,18387,7760,6854,7910,1525,2602,1945,1041,1723,1486,173,549,298,314,299,50,627,120,35,28,69,29,16,35,30,0
NL_0610,Sliedrecht,19815,15289,35,19,3938,1142,1763,1738,354,423,403,189,670,392,1182,85,136,69,77,2385,220,18,16,7,18,0,4,4,5,0
NL_1714,Sluis,16815,12855,17,21,3477,1364,2401,1557,1326,500,457,254,500,324,127,92,64,81,71,118,34,15,11,19,11,4,10,0,0,0
NL_0090,Smallingerland,44176,34550,63,70,8387,4982,3510,5888,1842,1407,1266,500,1856,1095,1876,232,176,263,152,623,153,77,28,29,27,15,13,0,11,9
NL_0342,Soest,36707,29885,54,49,6039,4466,6067,3650,777,2461,617,853,1038,539,636,598,208,124,128,442,907,72,19,15,54,17,12,16,17,10
NL_0847,Someren,15625,12669,15,24,3843,818,2524,1790,1294,564,381,147,563,225,30,111,87,65,91,13,35,10,3,6,15,3,4,5,2,2
NL_0848,Son en Breugel,13668,11317,18,15,2460,1431,2566,1600,409,970,378,212,474,185,84,220,77,47,70,13,32,10,7,7,12,0,3,9,5,3
NL_0037,Stadskanaal,25828,19408,39,34,6323,1639,1624,3326,1582,435,800,201,912,564,1068,80,88,112,95,355,45,17,13,25,17,8,5,0,5,0
NL_0180,Staphorst,12651,11559,21,15,2446,321,655,1226,968,121,86,60,469,350,876,43,100,82,24,3641,23,6,5,8,2,3,3,4,2,0
NL_0532,Stede Broec,16910,13426,25,22,4106,1266,2393,1791,776,661,470,199,492,402,101,150,174,86,127,48,44,21,15,13,17,5,3,10,9,0
NL_0851,Steenbergen,18989,14517,12,18,5377,984,2554,1861,917,551,533,180,413,333,129,77,129,74,89,158,56,12,8,3,15,7,6,15,5,3
NL_1708,Steenwijkerland,35826,29685,50,60,7476,3228,3837,4688,3649,1030,762,494,1292,653,976,254,205,198,96,445,145,37,17,21,25,6,12,18,11,0
NL_0971,Stein,20518,16099,29,29,6087,1731,1828,2737,524,681,579,262,570,428,31,118,111,107,93,19,67,10,11,10,12,9,4,9,3,0
NL_1904,Stichtse Vecht,49695,40526,60,51,9103,5965,8577,4489,1553,3188,985,790,1352,742,749,746,273,194,215,723,513,102,22,15,44,14,17,18,15,11
NL_1900,Súdwest Fryslân,71267,57971,90,91,13185,8125,7223,9717,5563,2608,1881,894,3581,1535,1130,498,420,498,227,302,154,61,41,28,56,15,20,0,21,7
NL_0715,Terneuzen,39696,29013,72,39,8607,2794,4018,3686,1831,1043,1053,393,1288,778,864,182,183,190,218,1206,437,32,23,22,26,13,15,0,0,0
NL_0093,Terschelling,4092,3862,4,10,764,639,663,541,289,274,132,105,141,55,39,77,42,27,21,9,4,4,7,4,5,2,2,0,2,2
NL_0448,Texel,11049,10238,17,10,2103,1747,1607,1290,1079,478,425,307,333,245,114,131,69,80,47,70,28,17,9,2,7,4,2,8,9,0
NL_1525,Teylingen,29340,25001,32,48,5310,3335,5877,3148,831,2106,578,507,1048,461,289,509,242,133,124,66,183,43,19,12,40,8,11,24,13,4
NL_0716,Tholen,20157,16655,21,25,4544,872,1728,1756,970,289,363,168,470,425,666,55,111,76,61,3946,55,15,8,8,17,4,2,0,0,0
NL_0281,Tiel,31878,23392,51,53,7034,2938,3743,2758,772,1174,762,392,548,641,280,316,144,113,141,155,1219,58,10,12,24,11,14,12,17,0
NL_0855,Tilburg,167930,118690,301,264,27687,24195,18029,13497,2430,8570,4809,3053,2790,2257,487,2637,844,556,958,118,3930,661,110,59,167,73,49,66,64,29
NL_0183,Tubbergen,17107,15147,11,16,3918,490,1661,4957,2546,295,136,69,546,183,25,75,92,45,17,25,16,2,2,3,2,4,2,5,6,0
NL_1700,Twenterand,26498,22058,39,37,6330,785,1567,5959,2504,341,367,140,988,406,1031,75,141,105,46,1091,39,14,7,17,15,3,2,8,2,0
NL_1730,Tynaarlo,26933,23113,34,34,3615,5128,3740,3271,1399,2052,680,535,705,373,625,409,112,108,78,75,36,32,16,11,25,16,4,0,0,0
NL_0737,Tytsjerksteradiel,25629,21515,31,44,5164,2780,2028,4047,1763,838,689,351,1514,505,700,147,157,228,94,290,36,25,20,14,17,9,7,0,7,10
NL_0450,Uitgeest,10509,8857,17,21,2092,1320,1759,1162,381,655,268,209,260,201,53,138,74,60,64,16,39,10,8,2,29,2,5,11,2,0
NL_0451,Uithoorn,22243,17579,49,37,4229,2320,3912,2137,585,1174,494,393,472,486,149,277,176,101,122,53,268,56,16,10,26,3,10,14,10,0
NL_0184,Urk,14526,12785,25,14,3281,83,109,765,640,20,35,10,473,470,528,10,30,77,7,6163,26,5,6,2,2,2,2,0,2,0
NL_0344,Utrecht,262533,209410,428,359,20718,72881,23505,14799,2034,24073,4340,9084,3700,2611,2936,9637,861,505,473,601,12283,2487,251,41,333,130,96,90,111,43
NL_1581,Utrechtse Heuvelrug,39269,33164,34,51,5101,6323,6129,3675,1077,3125,729,1185,1350,571,833,856,207,150,112,1121,365,61,18,10,31,10,16,13,7,4
NL_0981,Vaals,5841,4302,19,6,1275,674,507,693,272,150,176,114,128,117,14,36,13,21,17,7,35,9,5,3,4,3,5,3,0,0
NL_0994,Valkenburg aan de Geul,13421,10847,12,29,3257,1554,1827,1581,425,539,352,208,443,191,48,111,69,46,48,20,25,16,5,2,21,4,5,7,2,0
NL_0858,Valkenswaard,24900,19732,27,31,5819,2127,3680,3010,831,1161,822,252,652,375,62,283,134,124,141,16,66,19,10,12,41,11,9,6,10,6
NL_0047,Veendam,22159,16511,37,33,5201,2111,1737,2822,1013,612,779,212,367,499,284,83,83,88,99,71,289,21,14,20,8,10,6,0,12,0
NL_0345,Veenendaal,51980,41233,69,55,9217,3624,5937,5225,1138,1472,838,476,1868,840,3666,391,265,172,168,4453,1165,72,15,18,29,9,10,22,14,5
NL_0717,Veere,17322,15114,15,19,2290,1735,2572,1844,978,676,311,301,892,309,561,113,81,102,54,2196,12,12,6,17,8,2,8,0,0,0
NL_0861,Veldhoven,34462,27455,37,64,7251,3192,5656,4099,773,1801,1122,388,919,488,204,535,181,151,245,44,133,42,17,9,41,13,13,9,20,8
NL_0453,Velsen,52889,41389,92,83,12447,5665,7097,4569,1177,2672,1329,934,967,1147,525,582,357,237,300,100,796,89,41,23,46,22,12,38,42,0
NL_0983,Venlo,75663,55546,110,146,20055,6793,7706,7213,1439,2724,1870,782,1674,1190,181,485,288,239,319,76,1949,89,39,18,50,24,19,36,32,0
NL_0984,Venray,34101,26166,58,56,7270,3017,4241,3690,2182,1465,1082,329,1012,463,74,261,142,191,131,15,365,36,17,6,24,11,9,12,7,0
NL_1961,Vijfheerenlanden,46334,37171,78,61,9349,3551,5557,4324,1786,1606,828,525,1819,776,1679,392,253,170,176,2806,1212,70,20,14,42,18,13,16,25,5
NL_0622,Vlaardingen,54577,38328,113,72,11392,4871,5255,4517,744,1857,1521,697,1183,945,716,416,299,144,238,503,2529,164,29,17,43,17,7,25,14,0
NL_0096,Vlieland,957,970,1,2,146,235,162,122,65,80,43,20,23,17,12,16,7,3,7,2,2,0,2,0,2,0,2,0,0,0
NL_0718,Vlissingen,34170,24280,69,58,6434,3329,3485,3315,857,1214,1076,530,694,764,527,231,186,214,219,505,427,57,26,12,21,14,16,0,0,0
NL_0986,Voerendaal,9995,8278,11,32,2430,1204,1259,1239,410,415,303,183,337,157,29,87,48,35,34,4,22,9,4,3,15,2,2,4,2,0
NL_1992,Voorne aan Zee,58444,45501,64,68,15464,4123,8683,5827,1647,2047,1432,792,1111,1375,374,412,471,335,266,155,556,87,36,36,75,15,11,23,16,0
NL_0626,Voorschoten,18890,16164,26,33,2938,3061,3578,1801,355,1569,399,401,624,242,176,386,116,80,61,46,180,34,11,4,15,5,5,7,8,3
NL_0285,Voorst,20077,16961,25,23,3227,1993,2788,2567,2660,893,362,271,746,317,215,210,98,58,55,311,82,22,5,7,10,5,6,0,5,0
NL_0865,Vught,24791,20319,23,25,3818,3398,4757,2377,596,2139,780,411,725,299,96,446,103,72,85,21,58,28,7,7,12,8,3,11,11,3
NL_1949,Waadhoeke,36767,29704,40,48,7210,4015,3321,5221,2840,1083,1035,485,1906,710,611,203,191,241,154,169,64,28,28,20,40,12,11,0,14,4
NL_0866,Waalre,13344,11201,24,24,2052,1786,2527,1441,252,1192,386,239,424,175,69,313,69,51,55,19,23,11,7,3,22,5,3,4,10,15
NL_0867,Waalwijk,37440,28634,61,51,9129,2622,5036,3773,1011,1420,1070,389,1032,585,420,244,185,123,207,522,603,34,22,11,34,14,8,11,10,7
NL_0627,Waddinxveen,24548,19982,40,36,4884,1869,3206,2419,622,1046,441,251,783,474,1208,170,157,93,87,1657,420,34,12,14,29,11,7,6,5,5
NL_0289,Wageningen,29862,24899,37,64,2599,9118,2413,2113,536,2416,699,1178,617,291,665,1185,95,62,76,236,193,174,39,10,40,21,13,0,9,0
NL_0629,Wassenaar,18151,15050,45,25,3158,1486,4908,1472,376,1216,261,306,610,324,112,295,103,72,55,48,109,20,10,2,11,3,6,11,2,4
NL_0852,Waterland,13616,11823,24,13,2509,2315,2245,1172,751,794,296,351,391,268,106,247,84,65,41,21,37,27,12,6,16,9,9,10,4,0
NL_0988,Weert,39477,30068,56,64,9169,4042,5142,4070,1323,1478,916,414,951,684,85,278,250,150,168,29,627,37,20,9,37,2,9,36,22,0
NL_1960,West Betuwe,40506,34487,43,38,9763,3288,5681,3844,2201,1466,624,468,1206,598,891,320,232,193,134,3204,169,33,14,13,25,12,7,11,9,0
NL_0668,West Maas en Waal,16077,13505,23,21,4262,1235,2586,1747,1065,637,486,211,498,207,55,141,88,69,80,32,19,7,5,2,11,2,7,7,2,0
NL_1969,Westerkwartier,50595,42213,59,75,9252,5977,4100,6840,4418,1811,1248,699,2195,827,2575,405,209,303,157,777,91,42,31,35,36,22,17,0,12,0
NL_1701,Westerveld,16597,14334,12,17,2856,2384,2001,1971,2001,659,441,459,506,258,223,160,78,96,48,83,17,17,10,20,7,2,8,0,0,0
NL_0293,Westervoort,11923,9294,21,15,2762,1345,1329,1268,352,517,345,178,319,212,115,103,73,31,64,25,160,25,6,2,11,4,6,0,6,0
NL_1950,Westerwolde,20444,15995,20,41,5293,1706,1395,2459,2000,415,634,385,424,499,229,91,82,85,56,88,14,12,9,30,12,9,3,0,4,0
NL_1783,Westland,84694,69442,125,109,22634,4352,15341,8089,2844,2943,1203,887,4029,1650,1166,591,699,400,316,957,758,81,31,28,112,23,25,33,16,0
NL_0098,Weststellingwerf,21269,17250,25,31,4766,1979,2093,2448,2407,565,644,282,608,491,224,119,87,134,76,87,100,13,12,17,17,9,4,0,3,9
NL_0189,Wierden,19462,17137,17,17,3814,862,2293,4746,1702,427,256,110,853,252,740,109,117,74,32,658,27,7,6,4,5,2,3,3,2,0
NL_0296,Wijchen,33065,27278,43,53,7511,3530,5132,3858,1158,1819,1045,453,969,431,126,344,204,113,167,12,183,40,12,13,21,6,6,19,10,0
NL_1696,Wijdemeren,19359,16122,26,21,3656,1939,3892,1985,731,1167,354,342,617,340,233,249,118,97,90,104,71,26,12,7,18,7,10,9,7,0
NL_0352,Wijk bij Duurstede,18910,15944,33,22,3922,2159,2952,2112,814,935,458,321,517,295,276,245,135,85,73,389,119,26,7,4,19,5,6,2,8,5
NL_0294,Winterswijk,23129,18688,38,28,3641,2419,2479,3955,2475,899,619,221,577,422,161,169,108,104,56,60,160,16,16,25,20,9,6,0,5,0
NL_0873,Woensdrecht,16270,12476,20,15,4567,891,2418,1611,666,499,439,169,379,274,57,74,112,76,95,13,44,15,5,4,7,5,3,4,8,6
NL_0632,Woerden,40860,34017,55,58,6387,4804,6321,4153,1552,2441,717,623,1831,639,1202,617,242,154,169,1169,586,85,27,13,108,12,20,17,12,3
NL_0880,Wormerland,13129,10790,19,22,2643,1704,1863,1302,563,662,461,245,290,239,126,169,89,55,92,40,111,28,12,10,16,4,4,9,12,0
NL_0351,Woudenberg,10814,9292,13,8,1728,741,1344,1010,488,330,146,122,431,239,515,91,57,23,34,1889,44,10,8,3,9,4,3,3,3,0
NL_0479,Zaanstad,115180,83807,286,178,21434,14829,11447,8950,2590,4547,3495,2266,1496,2406,847,1104,589,534,725,284,4623,645,118,52,135,58,35,65,69,0
NL_0297,Zaltbommel,22187,18453,29,20,4296,1925,2568,2010,766,913,409,282,621,328,769,243,111,150,88,2628,213,23,4,5,14,13,9,10,6,0
NL_0473,Zandvoort,13605,10611,30,20,3248,1170,2410,1138,262,680,273,307,200,279,38,138,111,100,50,14,63,25,8,5,19,4,5,10,4,0
NL_0050,Zeewolde,17340,14429,20,33,3640,1313,2542,2008,1071,740,294,230,487,409,733,171,116,116,67,265,106,15,10,6,19,5,7,0,3,3
NL_0355,Zeist,50037,39910,75,69,5954,8751,7542,3874,619,4239,958,1345,1224,713,911,1164,236,124,131,557,1084,155,39,8,67,22,13,17,10,9
NL_0299,Zevenaar,36093,28522,71,49,8135,3473,4615,4406,1778,1586,936,464,1053,666,151,239,151,165,157,27,249,45,19,15,47,10,8,0,7,0
NL_0637,Zoetermeer,96207,71503,180,168,20381,9405,12212,8902,1765,4066,2473,1479,1717,2072,1156,860,568,379,465,699,1895,285,67,31,122,35,27,32,53,9
NL_0638,Zoeterwoude,7468,6172,6,15,1345,970,1122,706,447,467,156,123,319,96,62,114,56,20,19,32,58,9,7,5,6,2,2,2,6,0
NL_1892,Zuidplas,35486,28225,42,45,7083,2731,5251,3358,891,1486,654,479,1121,666,1130,305,340,140,121,1847,370,50,11,4,35,10,9,15,27,4
NL_0879,Zundert,17391,13915,16,26,4021,1012,2840,1740,1512,650,483,179,545,259,46,148,133,83,88,14,51,14,4,4,15,6,7,6,11,2
NL_0301,Zutphen,38933,31118,49,65,5804,7250,3646,3971,1531,2174,1513,1298,713,750,523,556,180,134,111,109,519,71,32,21,36,32,19,0,11,0
NL_1896,Zwartewaterland,17134,15031,18,10,3399,767,1145,2127,1197,238,244,110,749,260,1364,72,79,64,34,3100,24,5,5,3,2,3,5,2,5,0
NL_0642,Zwijndrecht,34449,25247,55,49,7443,2457,3734,3386,574,1008,751,395,984,616,980,183,232,86,158,1074,902,66,15,21,30,10,7,21,10,0
NL_0193,Zwolle,101901,82748,182,184,13265,18134,10524,11252,2668,6387,2545,2431,2606,1730,5035,1827,427,351,287,956,1182,351,81,34,97,65,24,66,57,0
