gisco_id,name,registered,turnout,invalid,blank,PvdA,VVD,CDA,SP,GL,D66,LPF,CU,PvdD,LN,Partij van de Toekomst,Lijst Ratelband,SGP,De Conservatieven.nl,Nieuwe Communistische Partij,Duurzaam Nederland,Alliantie Vernieuwing en Democratie,VIP Vooruitstrevende Integratie Partij,Lijst Veldhoen
NL_0018,Hoogezand-Sappemeer,25596,19767,0,14,9421,2727,2984,1385,858,629,782,645,95,85,25,18,32,0,30,32,5,0,0
NL_0405,Hoorn,49944,39863,0,53,12233,8280,8308,3137,2375,2076,2434,327,248,200,49,55,30,0,28,27,3,0,0
NL_1507,Horst aan de Maas,21251,17020,0,9,2788,2332,8763,1343,478,404,664,31,56,82,24,15,13,5,7,6,0,0,0
NL_0321,Houten,28633,24624,0,23,5548,5210,6958,1321,1533,1373,1092,821,95,91,21,20,498,2,8,5,2,4,0
NL_0406,Huizen,30858,26495,0,37,5533,6221,7833,1215,1313,1326,1230,985,175,111,29,23,444,3,8,6,3,0,0
NL_0677,Hulst,19977,15628,0,8,4300,2355,6104,778,537,412,926,57,63,51,9,11,13,0,3,3,0,0,0
NL_0256,Hummelo en Keppel,3544,3136,0,0,757,732,1118,125,107,143,101,12,14,7,9,0,8,0,2,2,0,0,0
NL_0925,Hunsel,4537,3649,0,5,690,520,1844,198,111,82,143,2,25,16,6,3,2,2,2,0,0,0,0
NL_0353,IJsselstein,23910,19446,0,24,4815,4548,5291,1064,892,957,1063,276,84,114,43,9,235,12,5,6,4,4,0
NL_0645,Jacobswoude,8056,7040,0,8,1086,1580,2813,303,239,318,475,63,46,27,13,6,57,3,0,3,3,3,0
NL_0166,Kampen,35479,30545,0,31,6541,2619,11702,1248,1147,546,935,3148,0,84,30,17,2487,3,7,0,0,0,0
NL_0678,Kapelle,8586,7479,0,5,1361,1153,2969,238,237,190,325,248,29,19,6,10,689,0,0,0,0,0,0
NL_0537,Katwijk,30560,25087,0,21,3061,2867,12180,686,544,457,1165,1436,113,83,17,14,2410,2,4,23,2,2,0
NL_0928,Kerkrade,36593,24788,0,24,8836,2614,7516,2305,913,428,1610,78,161,184,29,45,10,12,13,10,0,0,0
NL_0929,Kessel,3205,2655,0,11,496,409,1354,91,65,53,130,5,9,19,10,0,2,0,2,0,0,0,0
NL_0258,Kesteren,15664,13715,0,9,3564,1682,3606,327,210,235,506,401,48,23,18,11,3072,0,2,2,0,0,0
NL_0079,Kollumerland en Nieuwkruisland,9946,8259,0,19,1961,682,3955,379,239,138,319,376,41,44,14,7,77,0,6,0,2,0,0
NL_0588,Korendijk,8164,7004,0,6,1362,1230,1932,254,162,190,525,157,52,24,6,7,1078,16,6,0,6,0,6
NL_0542,Krimpen aan den IJssel,21886,18789,0,20,4441,3373,4335,686,569,637,1568,827,89,55,18,23,2133,4,2,3,2,5,0
NL_1659,Laarbeek,16304,13398,0,9,2962,2128,5525,1002,429,369,744,24,66,65,48,7,5,5,4,4,4,4,0
NL_1685,Landerd,10972,9389,0,7,1766,1353,4372,957,231,208,373,15,29,43,18,6,4,3,3,0,0,3,0
NL_0882,Landgraaf,30619,22226,0,19,7064,2564,7021,2389,939,604,1184,87,144,115,35,22,16,8,12,3,0,0,0
NL_0415,Landsmeer,7913,6776,0,6,2028,1821,1119,377,339,402,557,36,41,30,4,4,14,0,4,0,0,0,0
NL_0416,Langedijk,18373,15672,0,15,3420,3660,4846,833,833,822,748,285,68,80,19,10,19,0,7,4,3,0,0
NL_0417,Laren,8600,7514,0,4,1220,2796,2090,276,298,445,293,24,41,13,4,5,2,2,0,2,2,0,0
NL_0022,Leek,14203,12046,0,5,4057,1757,3220,650,525,367,449,838,41,50,18,5,59,0,4,0,4,0,0
NL_0545,Leerdam,15210,12511,0,16,3249,1932,3725,549,425,350,779,533,57,33,18,7,780,7,3,47,0,0,3
NL_0326,Leersum,5521,4859,0,4,947,1238,1488,152,263,212,231,89,18,8,5,3,198,2,0,0,2,0,0
NL_0080,Leeuwarden,70999,57121,0,47,23252,7046,11161,5184,3848,2222,2186,1397,297,224,64,49,74,0,19,47,4,0,0
NL_0081,Leeuwarderadeel,7794,6922,0,7,2574,944,2119,369,267,199,217,137,26,42,14,2,4,0,2,0,0,0,0
NL_0546,Leiden,88436,70757,0,119,22285,12647,10960,5559,7115,5941,4266,832,438,196,69,55,183,16,25,30,13,8,0
NL_0547,Leiderdorp,19533,16541,0,24,3992,3964,4305,784,933,1095,948,204,61,63,18,11,120,2,2,10,2,4,0
NL_1916,Leidschendam-Voorburg,56199,46554,0,58,9791,11592,13073,2308,2351,2700,3427,427,362,169,35,58,131,16,18,19,8,11,0
NL_0995,Lelystad,49913,37122,0,50,11173,7947,6918,2577,2163,1573,3053,815,285,242,52,59,148,0,29,23,15,0,0
NL_0082,Lemsterland,9775,8074,0,3,2360,1320,2623,456,256,205,454,170,36,50,10,3,34,0,90,3,3,0,0
NL_0327,Leusden,21284,18808,0,12,3706,4452,6032,808,976,1035,678,737,50,54,18,8,229,3,6,2,2,2,0
NL_0260,Lichtenvoorde,14218,12227,0,10,2418,1806,6143,635,375,311,392,20,25,45,27,3,2,11,2,0,2,0,0
NL_1673,Liemeer,4827,3986,0,3,508,843,1820,157,110,110,267,75,15,10,19,3,45,3,0,0,0,0,0
NL_0694,Liesveld,6959,6328,0,3,1065,986,2341,189,112,115,289,504,23,24,5,2,663,4,2,0,0,0,2
NL_0733,Lingewaal,7946,6939,0,3,1708,1215,2375,206,178,182,469,272,19,31,8,3,266,0,3,3,0,0,0
NL_1705,Lingewaard,32394,26741,0,19,7074,4630,9885,1460,1107,1108,1080,94,109,92,28,28,15,3,7,3,3,0,0
NL_0553,Lisse,16484,14087,0,8,2177,2991,5429,584,477,565,871,241,64,61,12,8,593,3,2,2,0,0,0
NL_0808,Lith,4977,4192,0,13,753,670,1776,467,99,100,242,12,7,25,14,6,0,3,2,2,2,2,0
NL_0140,Littenseradiel,7879,6868,0,4,1966,916,2565,421,388,198,206,104,25,56,8,2,7,0,0,2,2,0,0
NL_0262,Lochem,14946,12909,0,8,3937,2857,3761,546,625,582,399,57,55,34,22,5,11,3,0,5,2,0,0
NL_0329,Loenen,6268,5603,0,0,1044,1483,1691,255,251,347,287,82,33,13,7,8,99,2,2,0,0,0,0
NL_0809,Loon op Zand,17489,13761,0,12,3023,2568,5348,877,477,441,720,48,61,65,28,8,71,4,2,2,3,3,0
NL_0331,Lopik,9896,8643,0,8,1248,1295,3862,289,209,163,555,444,27,41,8,4,488,0,4,4,0,0,0
NL_0024,Loppersum,8296,7198,0,5,2349,745,2332,364,399,183,231,444,25,25,9,5,77,0,5,0,0,0,0
NL_0168,Losser,17007,14110,0,7,3695,1890,6429,622,426,325,545,61,0,55,31,11,4,4,5,0,0,0,0
NL_0332,Maarn,4418,4063,0,3,746,1151,1220,152,187,231,167,55,19,10,3,6,112,0,0,3,0,0,0
NL_0333,Maarssen,29803,24389,0,25,6195,5738,6285,1322,1325,1222,1496,340,157,79,24,26,101,13,8,9,4,20,0
NL_0933,Maasbracht,10711,8253,0,4,1767,1274,3590,476,284,198,493,47,55,46,6,4,5,3,3,0,0,0,0
NL_0934,Maasbree,9576,7844,0,2,1359,1271,3867,329,280,230,391,12,43,30,19,3,7,3,0,0,0,0,0
NL_1671,Maasdonk,8421,6998,0,7,1204,1120,3142,814,160,121,344,8,9,36,12,4,6,2,2,4,3,0,0
NL_0263,Maasdriel,17794,14924,0,6,2966,2902,5889,764,435,377,1090,85,59,64,21,14,251,0,14,0,0,0,0
NL_0555,Maasland,4995,4625,0,8,527,867,2358,111,128,122,326,117,19,9,0,2,27,2,2,2,0,0,0
NL_0556,Maassluis,24582,19825,0,17,4990,3984,5555,962,648,686,2082,455,119,102,21,28,111,8,5,42,3,3,6
NL_0935,Maastricht,95131,68453,0,48,23218,9403,18303,4831,4607,3108,3634,320,530,195,84,85,27,21,21,18,0,0,0
NL_0936,Margraten,10164,8721,0,7,1797,1120,4313,366,333,315,361,22,47,19,6,5,3,3,4,0,0,0,0
NL_0025,Marum,7484,6191,0,6,1925,1010,1868,295,199,188,340,244,29,38,12,4,32,0,4,0,0,0,0
NL_0420,Medemblik,5794,4537,0,5,999,978,1336,282,184,156,433,60,30,26,11,5,7,0,5,23,5,0,0
NL_0993,Meerlo-Wanssum,5793,4787,0,7,918,618,2395,283,167,115,222,3,14,25,11,5,2,2,2,0,0,0,0
NL_0938,Meerssen,15590,12593,0,8,3032,1845,5297,658,553,383,623,34,84,41,11,16,2,2,4,2,0,0,0
NL_0941,Meijel,4449,3558,0,15,673,573,1771,157,78,53,195,0,18,13,8,2,2,0,2,0,0,0,0
NL_0083,Menaldumadeel,10547,9192,0,5,3175,1307,2973,452,414,256,343,159,23,52,19,3,7,0,2,0,2,0,0
NL_1987,Menterwolde,9793,7873,0,1,3979,1042,1076,618,281,211,348,184,41,28,16,8,19,0,18,2,2,0,0
NL_0119,Meppel,23062,19337,0,16,6808,3483,4762,1026,796,736,710,793,69,59,13,8,43,7,4,4,0,0,0
NL_0687,Middelburg,34647,28516,0,22,7364,3891,7901,1914,1627,990,1186,1314,164,74,18,23,2007,0,11,10,0,0,0
NL_0559,Middelharnis,13216,11003,0,12,2525,1636,3049,397,244,250,635,626,46,30,11,4,1527,0,2,0,2,2,7
NL_1731,Midden-Drenthe,24893,21451,0,17,7759,3700,6098,910,801,643,815,458,71,79,22,14,58,0,6,0,0,0,0
NL_0814,Mierlo,7728,6454,0,4,1367,1172,2490,440,251,261,364,25,30,23,16,3,0,2,2,2,3,2,0
NL_0815,Mill en Sint Hubert,8527,7248,0,6,1463,971,3461,662,175,121,306,17,14,25,16,2,5,3,0,0,2,0,0
NL_0265,Millingen aan de Rijn,4434,3574,0,1,1422,481,1020,226,130,109,135,6,18,9,14,2,2,0,0,0,0,0,0
NL_1709,Moerdijk,28014,22275,0,19,5186,4379,7571,1427,745,626,1519,350,125,123,49,17,115,9,2,12,0,2,0
NL_0562,Monster,15186,12575,0,14,1660,2551,5283,309,320,352,1245,298,80,57,15,29,348,6,3,0,3,3,3
NL_0335,Montfoort,9731,8668,0,5,1350,1611,3298,301,366,329,647,282,29,32,7,5,396,3,4,3,0,0,0
NL_0944,Mook en Middelaar,6030,5151,0,4,1230,1038,1672,325,324,275,218,9,22,24,5,2,2,2,0,0,0,0,0
NL_0563,Moordrecht,5736,4765,0,4,1157,1015,1286,188,168,191,382,108,35,25,7,3,185,7,0,2,0,2,0
NL_0424,Muiden,4945,4401,0,2,1123,1176,998,223,220,362,212,30,21,13,11,3,7,0,0,0,0,0,0
NL_0565,Naaldwijk,21285,18193,0,14,2187,3891,8532,456,405,440,1643,256,78,93,15,17,147,6,4,2,2,5,2
NL_0425,Naarden,12438,10953,0,2,2111,3738,2611,425,543,811,457,98,59,23,8,6,59,0,2,0,0,0,0
NL_0643,Nederlek,11272,9872,0,10,2762,2111,2289,407,300,341,786,193,60,32,12,11,551,2,3,0,2,2,0
NL_0946,Nederweert,12303,9830,0,14,2039,1646,4576,462,243,180,555,7,31,41,15,4,2,6,8,2,0,0,0
NL_0266,Neede,8646,7549,0,3,2579,1206,2519,300,227,200,313,124,28,27,13,3,5,3,3,0,0,0,0
NL_0304,Neerijnen,8480,7319,0,15,1852,1360,2212,232,171,157,381,134,32,21,13,3,734,0,2,0,0,0,0
NL_0412,Niedorp,8566,7165,0,4,2020,1662,1848,413,292,321,460,23,28,68,9,7,3,0,2,3,2,0,0
NL_0356,Nieuwegein,47221,37503,0,44,10629,7758,9217,2449,2083,1747,2384,504,231,197,45,27,134,18,11,9,5,11,0
NL_0567,Nieuwerkerk aan den IJssel,16217,13868,0,18,2671,3513,3761,539,462,607,1128,577,68,57,19,15,415,9,2,2,2,5,0
NL_0569,Nieuwkoop,8229,6928,0,4,1186,1567,2574,297,269,343,385,152,25,17,5,4,95,2,2,2,0,0,0
NL_0571,Nieuw-Lekkerland,6483,5778,0,3,1288,525,1415,181,112,77,272,567,21,23,7,2,1276,5,3,0,2,0,0
NL_0104,Nijefurd,8341,7266,0,5,1729,949,3128,386,327,169,280,155,25,78,11,8,11,0,5,0,0,0,0
NL_0267,Nijkerk,27701,23717,0,15,3926,4076,9562,713,759,690,1032,1423,62,54,31,14,1338,9,6,3,4,0,0
NL_0268,Nijmegen,120126,92813,0,152,30228,11244,17714,11412,11462,5235,3561,562,414,271,139,82,50,0,47,240,0,0,0
NL_1695,Noord-Beveland,5588,4694,0,5,1050,887,1659,263,147,103,258,81,26,15,3,3,194,0,0,0,0,0,0
NL_1699,Noordenveld,24242,20780,0,15,7772,4252,4096,962,1081,975,875,485,94,69,28,16,45,3,7,5,0,0,0
NL_0529,Noorder-Koggenland,7893,6730,0,7,1601,1670,1704,402,324,287,458,99,49,38,8,8,72,0,2,0,2,0,0
NL_0171,Noordoostpolder,32124,27351,0,11,5657,4044,11344,1098,922,749,1187,1531,89,90,27,23,541,0,12,17,9,0,0
NL_0575,Noordwijk,18533,15259,0,29,2869,4011,4987,700,673,613,1001,151,78,61,18,16,32,3,8,0,7,2,0
NL_0576,Noordwijkerhout,11166,9378,0,12,1474,2211,3714,438,369,348,638,39,49,43,14,8,8,2,6,2,4,0,0
NL_0820,"Nuenen, Gerwen en Nederwetten",17574,15285,0,11,3004,3463,5464,874,687,789,741,65,45,66,53,10,9,2,2,0,0,0,0
NL_0302,Nunspeet,19268,17123,0,14,1732,2121,6919,370,311,309,668,1446,48,28,13,13,3116,7,4,2,2,0,0
NL_0951,Nuth,12752,10505,0,10,2587,1319,4693,575,422,240,503,30,54,41,7,9,6,5,2,2,0,0,0
NL_0429,Obdam,4880,4213,0,2,746,933,1757,177,160,160,181,16,28,36,9,3,3,0,3,0,3,0,0
NL_0579,Oegstgeest,15035,13348,0,16,2684,3895,3381,498,834,1139,529,205,76,38,5,5,30,3,2,2,5,2,0
NL_0823,Oirschot,13449,11256,0,22,2075,1878,5428,628,282,274,539,11,33,31,39,2,7,0,2,2,2,3,0
NL_0824,Oisterwijk,19405,16111,0,7,3389,3247,6290,1034,657,631,643,52,42,60,19,22,8,7,0,0,3,0,0
NL_0269,Oldebroek,16717,14158,0,5,2389,1181,5888,315,187,167,450,1847,26,25,15,3,1655,3,3,3,0,0,0
NL_0173,Oldenzaal,23820,20224,0,32,5169,3195,8278,1171,859,650,696,72,0,56,27,4,5,3,7,0,0,0,0
NL_1773,Olst-Wijhe,12759,11021,0,8,3436,1619,4151,463,467,299,356,113,0,38,17,7,38,3,6,0,0,0,0
NL_0175,Ommen,12803,11336,0,10,1771,1454,5527,365,308,288,333,1127,0,23,12,3,107,3,5,0,0,0,0
NL_0881,Onderbanken,6365,4984,0,7,1384,611,1964,364,190,111,271,19,30,18,7,4,4,4,4,4,0,0,0
NL_0826,Oosterhout,39952,31469,0,34,8601,6678,8916,2144,1303,1367,1818,110,152,143,55,34,14,4,6,82,6,2,0
NL_0580,Oostflakkee,7859,6452,0,7,1836,859,1980,236,132,151,415,250,43,33,2,4,496,4,2,2,0,2,2
NL_0085,Ooststellingwerf,20224,16832,0,29,6467,2418,4420,914,762,409,703,417,90,88,28,12,60,0,8,3,4,0,0
NL_0431,Oostzaan,6900,5833,0,6,1660,1603,991,318,305,273,503,53,48,40,3,9,17,0,3,0,3,0,0
NL_0432,Opmeer,8272,7037,0,5,1395,1517,2783,313,263,240,394,26,28,41,15,5,7,0,4,0,4,0,0
NL_0086,Opsterland,21709,18474,0,9,6748,2471,4864,1096,873,527,610,964,38,96,28,13,107,0,28,13,13,0,0
NL_0828,Oss,57061,44723,0,43,9551,7277,13103,9167,1465,1466,1797,134,149,175,97,25,22,16,12,217,4,3,0
NL_0584,Oud-Beijerland,17241,14602,0,13,3164,3047,3996,580,495,545,1042,392,81,69,9,24,1130,7,3,0,0,0,5
NL_0437,Ouder-Amstel,9838,8446,0,7,1932,2081,2302,431,456,595,431,66,54,25,10,5,47,3,0,0,3,0,0
NL_0644,Ouderkerk,6028,5252,0,6,1129,908,1520,146,121,132,293,294,25,19,3,8,641,5,3,0,3,0,0
NL_0589,Oudewater,7317,6341,0,12,930,1127,2912,214,173,185,396,191,22,20,6,4,143,4,4,0,4,0,0
NL_1734,Overbetuwe,30180,25039,0,16,6254,4208,8888,1371,1131,1091,962,398,82,91,32,29,471,6,5,2,2,0,0
NL_0590,Papendrecht,23020,19094,0,13,4672,3840,5515,804,602,658,1379,736,80,88,16,26,638,8,9,2,2,0,6
NL_0765,Pekela,10287,7986,0,10,4312,663,1308,542,444,127,301,156,28,33,15,7,13,0,26,0,7,0,0
NL_1926,Pijnacker-Nootdorp,25262,21909,0,34,3658,5152,8095,741,912,1067,1423,339,112,121,15,21,196,8,4,2,2,8,0
NL_0439,Purmerend,55709,43032,0,38,13442,10093,7417,2982,2054,2059,3725,330,364,315,58,54,27,0,51,12,11,0,0
NL_0273,Putten,17251,15037,0,9,1839,2045,7035,328,333,302,792,1221,48,49,18,3,1001,2,2,7,4,0,0
NL_0177,Raalte,27409,23505,0,21,4690,2725,12744,851,806,629,643,251,0,58,39,8,31,3,6,0,0,0,0
NL_0595,Reeuwijk,9608,8559,0,3,1152,2140,3069,208,230,330,556,258,14,19,8,8,557,2,2,0,2,3,0
NL_1661,Reiderland,5531,4203,0,7,2227,359,275,483,163,49,216,22,17,16,5,4,2,0,354,2,3,0,0
NL_0703,Reimerswaal,14960,12788,0,9,1940,1518,4067,433,215,177,641,304,41,38,13,8,3371,0,5,8,0,0,0
NL_0274,Renkum,24946,21149,0,12,5623,4516,5877,1130,1512,1137,722,296,126,48,16,40,84,4,3,2,2,0,0
NL_0339,Renswoude,3007,2689,0,1,238,409,1369,72,25,36,131,100,3,8,2,2,294,0,0,0,0,0,0
NL_1667,Reusel-De Mierden,9239,7591,0,6,1320,1164,3896,427,183,157,334,6,19,44,23,4,2,2,0,2,2,0,0
NL_0275,Rheden,35110,29384,0,25,9811,5307,7231,2016,1648,1337,1163,473,139,99,23,32,62,2,6,5,5,0,0
NL_0340,Rhenen,13259,11325,0,6,2564,1964,3283,426,391,366,559,271,45,46,10,14,1375,2,2,2,0,0,0
NL_0597,Ridderkerk,35719,29322,0,48,7747,4652,7676,1190,752,817,2658,1114,158,144,36,27,2260,13,6,10,4,4,6
NL_0602,Rijnsburg,10678,9096,0,3,951,1334,4957,183,208,192,386,648,33,26,3,2,163,2,0,5,2,0,0
NL_0196,Rijnwaarden,8538,6758,0,14,2273,991,2207,392,211,181,358,24,39,41,13,6,4,3,3,0,0,0,0
NL_1672,Rijnwoude,14284,12477,0,15,2186,2433,4602,507,395,533,696,325,43,44,20,10,656,9,0,9,9,9,0
NL_0178,Rijssen,25907,23622,0,18,3730,2262,8656,504,381,351,609,1940,0,37,34,9,5079,7,5,0,0,0,0
NL_0603,Rijswijk,38200,30351,0,47,7139,6863,7821,1420,1508,1604,2887,308,254,278,22,34,108,13,9,14,2,19,2
NL_1669,Roerdalen,7901,6215,0,10,1472,1072,2531,342,214,141,351,13,33,18,3,12,3,3,3,0,0,0,0
NL_0957,Roermond,33719,23606,0,25,6324,4237,7214,1699,1319,797,1454,73,197,85,27,34,14,10,6,91,0,0,0
NL_1670,Roggel en Neer,6315,5060,0,6,943,816,2458,271,185,116,202,7,27,15,13,7,0,0,0,0,0,0,0
NL_1674,Roosendaal,57813,43652,0,26,10639,8914,13732,2987,1754,1414,3353,175,193,235,79,49,29,12,17,35,6,3,0
NL_0599,Rotterdam,429369,299923,0,760,108252,44159,43639,20504,16837,11861,41304,4261,2307,1158,361,420,2135,230,186,1140,0,302,107
NL_0600,Rozenburg,10114,7857,0,12,2175,1558,1864,475,270,315,792,186,53,70,10,17,41,6,5,2,0,2,5
NL_0277,Rozendaal,1190,1125,0,0,165,480,279,29,41,71,36,6,4,3,3,5,5,0,0,0,0,0,0
NL_0840,Rucphen,17943,12260,0,11,3534,2117,3975,682,257,193,1269,26,58,72,29,22,3,2,4,2,4,0,0
NL_0278,Ruurlo,6529,5521,0,1,1453,1342,1958,184,162,160,184,17,17,22,9,2,5,2,0,3,2,0,0
NL_0604,Sassenheim,11123,9558,0,11,1676,2219,3610,441,421,420,543,70,48,44,13,9,22,3,3,3,0,6,0
NL_0441,Schagen,13638,11228,0,11,3332,2695,2494,642,663,591,563,85,53,57,20,6,8,0,5,2,2,0,0
NL_0039,Scheemda,11108,9240,0,5,4252,956,2051,635,341,218,317,289,43,30,17,8,14,0,64,0,0,0,0
NL_0458,Schermer,3607,3166,0,3,681,716,1070,169,150,143,171,18,19,12,4,3,5,0,3,0,3,0,0
NL_0279,Scherpenzeel,6614,5957,0,3,809,969,2396,124,120,137,232,257,11,18,7,5,867,2,0,0,0,0,0
NL_0606,Schiedam,55464,41051,0,79,13384,6681,8020,2973,1900,1443,5174,443,293,194,60,55,133,20,29,143,2,20,5
NL_0088,Schiermonnikoog,805,736,0,1,241,142,206,36,37,31,20,9,3,6,2,0,2,0,0,0,0,0,0
NL_0844,Schijndel,17490,13614,0,38,3132,2140,4845,1802,411,407,649,11,67,42,40,10,9,3,4,0,0,4,0
NL_0962,Schinnen,10335,8607,0,5,2196,1127,3653,450,398,258,362,52,44,38,12,7,4,4,0,0,0,0,0
NL_0607,Schipluiden,7977,7208,0,4,1037,1474,3297,253,273,309,349,113,24,24,9,9,29,2,0,0,2,0,2
NL_0608,Schoonhoven,9118,7837,0,6,1809,1520,2331,395,339,340,563,265,33,20,15,6,189,4,2,0,0,0,0
NL_1676,Schouwen-Duiveland,26602,22600,0,67,5029,4703,6571,935,736,642,1310,657,141,95,24,8,1673,0,5,4,0,0,0
NL_0964,Sevenum,5507,4595,0,8,676,552,2583,307,157,107,158,12,11,13,6,2,2,2,0,0,0,0,0
NL_0517,s-Gravendeel,7007,5865,0,2,1481,993,1932,246,146,152,388,143,43,20,6,7,297,6,6,6,0,0,6
NL_0518,s-Gravenhage,358076,253507,0,578,73502,56995,46197,14754,17064,14208,21449,2796,2245,850,199,343,1158,0,143,414,30,533,49
NL_0519,s-Gravenzande,14476,12428,0,12,1638,2786,5386,252,254,276,1005,295,49,61,16,18,362,4,3,7,2,2,2
NL_0796,s-Hertogenbosch,100168,77040,0,61,21239,14256,19475,7589,4840,3356,4840,332,351,324,165,85,44,18,27,24,4,10,0
NL_0965,Simpelveld,8591,6689,0,6,1886,674,2769,407,241,148,363,14,36,127,6,3,0,6,2,2,0,0,0
NL_1702,Sint Anthonis,8607,7614,0,14,1190,899,4224,480,264,156,305,9,21,30,12,4,2,2,2,2,0,0,0
NL_0845,Sint-Michielsgestel,21180,17371,0,17,4130,2890,6725,1417,602,609,700,42,55,99,53,13,2,5,7,0,3,2,0
NL_0846,Sint-Oedenrode,12830,10806,0,7,2231,1676,4768,811,375,259,524,16,27,40,48,17,2,2,2,0,2,0,0
NL_1883,Sittard-Geleen,74822,55794,0,72,16439,7139,19695,3884,3234,1595,2782,183,341,238,44,76,31,19,10,12,0,0,0
NL_0051,Skarsterlan,20253,17333,0,7,5308,2306,6573,834,613,467,629,327,67,117,34,12,27,0,11,0,11,0,0
NL_0610,Sliedrecht,17873,14815,0,14,3775,1898,3948,633,336,294,857,943,55,69,10,10,1947,4,10,7,0,0,5
NL_0040,Slochteren,11375,9465,0,9,3458,1509,1991,474,385,305,383,773,34,51,10,2,67,0,11,0,3,0,0
NL_1714,Sluis,18141,13879,0,14,3914,2755,4609,639,468,376,724,106,70,60,13,14,97,0,17,3,0,0,0
NL_0090,Smallingerland,40447,33957,0,25,12299,3448,10276,2049,1448,943,910,2080,107,106,36,13,203,0,10,4,0,0,0
NL_0091,Sneek,24672,19941,0,16,6804,2979,5615,1389,934,655,777,491,65,115,34,28,16,0,15,8,0,0,0
NL_0342,Soest,33553,28323,0,20,5369,7692,8417,1298,1354,1391,1496,645,128,105,31,20,259,5,9,78,6,0,0
NL_0847,Someren,13468,10969,0,8,1757,1605,5544,650,291,222,684,37,49,65,38,4,11,0,2,0,2,0,0
NL_0848,Son en Breugel,11370,9605,0,6,1640,2363,3546,494,367,463,523,42,50,60,40,3,2,3,0,2,2,0,0
NL_0612,Spijkenisse,56711,42869,0,89,13355,8626,7664,2629,1446,1480,5822,587,357,337,55,86,237,27,23,6,6,24,13
NL_0037,Stadskanaal,26037,20522,0,22,7944,1911,6352,1089,501,360,709,1380,74,45,27,17,64,0,24,0,3,0,0
NL_0180,Staphorst,10631,9750,0,2,930,837,3197,125,116,96,275,1335,0,13,18,2,2799,3,2,0,0,0,0
NL_0532,Stede Broec,15797,13025,0,14,3138,2707,4074,768,565,522,918,87,80,98,18,11,21,0,2,2,2,0,0
NL_0851,Steenbergen,18076,13790,0,13,3723,2657,4350,771,378,422,1000,129,60,64,28,11,171,3,4,2,4,0,0
NL_0280,Steenderen,3812,3413,0,4,804,548,1536,148,95,98,112,30,10,6,7,0,12,0,3,0,0,0,0
NL_1708,Steenwijkerland,31822,26895,0,25,8119,3974,9276,1125,950,711,1147,1251,0,98,51,20,130,6,12,0,0,0,0
NL_0971,Stein,20931,16046,0,18,4560,2015,6046,985,654,465,974,48,124,95,24,18,8,6,6,0,0,0,0
NL_0617,Strijen,7084,6010,0,12,1418,1198,1846,274,198,172,477,140,31,24,6,4,196,10,0,0,2,2,2
NL_0975,Swalmen,6693,4847,0,4,1297,688,1824,366,153,135,278,9,34,25,13,10,0,3,3,5,0,0,0
NL_0009,Ten Boer,5241,4604,0,2,1469,492,1303,232,203,155,119,517,15,14,9,5,64,0,5,0,0,0,0
NL_0480,Ter Aar,6644,5719,0,7,768,1177,2666,196,196,193,342,54,23,31,6,2,53,2,0,2,2,2,0
NL_0715,Terneuzen,40500,30254,0,16,8111,4444,9849,1436,976,837,1897,1315,128,112,28,30,1043,0,18,14,0,0,0
NL_0093,Terschelling,3796,3211,0,5,921,793,789,158,170,154,151,26,15,22,2,3,2,0,2,0,0,0,0
NL_0448,Texel,10273,8910,0,4,2184,1813,2715,614,548,371,423,99,36,34,12,6,45,0,5,5,0,0,0
NL_0716,Tholen,17405,14639,0,16,3016,1651,4219,505,279,226,810,589,83,94,25,15,3104,0,5,2,0,0,0
NL_0977,Thorn,1973,1597,0,11,386,253,674,75,47,47,81,3,6,6,2,6,0,0,0,0,0,0,0
NL_0281,Tiel,28839,22428,0,18,7305,4653,5037,1277,1001,811,1477,284,103,87,25,21,156,0,7,166,0,0,0
NL_0855,Tilburg,148702,105113,0,124,28779,18109,28010,11211,6447,4491,5680,463,506,500,273,92,69,49,50,209,23,28,0
NL_0183,Tubbergen,14683,12981,0,4,1335,1196,9313,311,203,189,348,13,0,31,15,2,16,5,0,0,0,0,0
NL_1700,Twenterand,24822,20804,0,10,4895,1507,10266,595,409,267,604,1580,0,73,26,11,551,3,7,0,0,0,0
NL_1730,Tynaarlo,24226,20906,0,11,7090,4995,4023,923,1190,1138,806,506,55,84,25,11,31,4,13,4,0,0,0
NL_0737,Tytsjerksteradiel,23967,20873,0,9,6175,2285,8407,900,842,516,703,713,48,121,22,7,115,0,4,3,3,0,0
NL_0282,Ubbergen,7275,6326,0,7,1790,918,2152,457,465,225,217,26,31,15,4,9,7,0,2,2,0,0,0
NL_0856,Uden,30229,24143,0,25,4637,4774,8826,2792,780,783,1168,59,99,83,53,12,10,6,6,27,2,2,0
NL_0450,Uitgeest,8655,7471,0,8,1962,1669,2032,415,451,364,424,34,41,47,7,6,6,0,5,0,0,0,0
NL_0451,Uithoorn,19785,16827,0,18,3462,4663,4993,816,700,847,943,139,97,77,10,24,19,9,4,2,4,0,0
NL_0184,Urk,10154,9271,0,1,68,105,4206,37,13,16,157,1558,5,4,5,2,3094,0,0,0,0,0,0
NL_0344,Utrecht,199114,154451,0,223,48302,25809,25660,13576,18387,11020,7117,2068,777,476,104,124,444,35,64,219,17,29,0
