gisco_id,name,registered,turnout,invalid,blank,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19,KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19,KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19,KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19,KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19,KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19,KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19
PL_1007142733802,Mszczonów,8945,5367,93,0,787,0,357,711,0,2842,0,401,176,0
PL_1007142733803,Puszcza Mariańska,6845,3953,63,0,604,0,235,482,0,2141,0,337,91,0
PL_1007142733804,Radziejowice,4528,3011,45,0,584,0,207,534,0,1295,0,287,59,0
PL_1007142733805,Wiskitki,7890,4585,76,0,598,0,316,477,0,2704,0,309,105,0
PL_1007142266101,Ostrołęka,40107,24236,256,0,4868,91,1785,2305,0,12087,0,2542,302,0
PL_1007142706201,Płock,92579,59412,486,0,17144,0,2985,7210,0,23951,0,7001,635,0
PL_1007142276301,Radom,160150,103918,636,0,29160,0,6361,6091,0,49314,953,10468,935,0
PL_1007142716401,Siedlce,59557,38830,285,0,8171,125,2966,3498,0,19096,0,4150,539,0
PL_1007141286501,Warszawa,1288238,992535,5582,0,425366,0,62679,49042,0,276686,0,173180,0,0
PL_PLZZ98,Statki,174,173,0,0,77,0,23,14,0,38,0,21,0,0
PL_1003161310101,Brzeg,27660,16360,142,0,4372,0,1194,2024,0,6584,0,1995,0,49
PL_1003161310102,Skarbimierz,6118,3753,41,0,704,0,285,643,0,1763,0,308,0,9
PL_1003161310103,Grodków,15060,7830,112,0,1953,0,308,1226,0,3450,0,751,0,30
PL_1003161310104,Lewin Brzeski,10107,5205,79,0,948,0,342,1056,0,2275,0,473,0,32
PL_1003161310105,Lubsza,7043,3878,64,0,684,0,231,623,0,1902,0,355,0,19
PL_1003161310106,Olszanka,3861,2245,34,0,293,0,138,407,0,1204,0,160,0,9
PL_1003161310201,Baborów,4957,2226,30,0,434,0,135,171,0,1200,0,195,0,61
PL_1003161310202,Branice,5568,2675,75,0,510,0,106,216,0,1466,0,265,0,37
PL_1003161310203,Głubczyce,17659,9490,122,0,2509,0,369,658,0,5043,0,742,0,47
PL_1003161310204,Kietrz,8528,4442,70,0,895,0,294,423,0,2307,0,431,0,22
PL_1003161320301,Kędzierzyn-Koźle,45992,26258,328,0,9201,0,1616,1881,0,8641,0,3636,0,955
PL_1003161320302,Bierawa,6118,2885,60,0,665,0,233,254,0,979,0,228,0,466
PL_1003161320303,Cisek,4529,1964,52,0,349,0,82,122,0,560,0,144,0,655
PL_1003161320304,Pawłowiczki,6099,2479,63,0,506,0,119,226,0,912,0,182,0,471
PL_1003161320305,Polska Cerekiew,3368,1416,44,0,265,0,83,131,0,446,0,122,0,325
PL_1003161320306,Reńska Wieś,6687,2838,76,0,578,0,166,214,0,806,0,180,0,818
PL_1003161320401,Byczyna,7336,3624,75,0,574,0,204,683,0,1698,0,364,0,26
PL_1003161320402,Kluczbork,28953,15552,157,0,4272,0,1012,1913,0,5588,0,1840,0,770
PL_1003161320403,Lasowice Wielkie,5555,2152,51,0,281,0,116,388,0,702,0,163,0,451
PL_1003161320404,Wołczyn,10427,5278,80,0,934,0,325,721,0,2651,0,510,0,57
PL_1003161320501,Gogolin,9885,4288,103,0,1059,0,242,387,0,1179,0,393,0,925
PL_1003161320502,Krapkowice,17987,8936,147,0,2479,0,510,662,0,2643,0,964,0,1531
PL_1003161320503,Strzeleczki,6015,2455,93,0,500,0,96,139,0,678,0,132,0,817
PL_1003161320504,Walce,4467,1729,38,0,226,0,84,118,0,392,0,107,0,764
PL_1003161320505,Zdzieszowice,11808,5741,118,0,1529,0,415,603,0,1676,0,657,0,743
PL_1003161310601,Domaszowice,2870,1667,38,0,207,0,74,303,0,827,0,212,0,6
PL_1003161310602,Namysłów,20509,11939,157,0,2806,0,698,1713,0,5142,0,1381,0,42
PL_1003161310603,Pokój,4185,1950,53,0,412,0,69,464,0,640,0,214,0,98
PL_1003161310604,Świerczów,2779,1454,30,0,269,0,107,227,0,669,0,137,0,15
PL_1003161310605,Wilków,3495,1712,36,0,229,0,81,331,0,863,0,166,0,6
PL_1003161310701,Głuchołazy,19779,10161,95,0,2234,0,545,914,0,5058,0,1278,0,37
PL_1003161310702,Kamiennik,2764,1355,30,0,163,0,64,144,0,827,0,125,0,2
PL_1003161310703,Korfantów,7485,3404,70,0,435,0,176,372,0,1923,0,292,0,136
PL_1003161310704,Łambinowice,5939,2932,58,0,510,0,200,422,0,1379,0,320,0,43
PL_1003161310705,Nysa,45628,25729,256,0,7601,0,1295,2129,0,10833,0,3533,0,82
PL_1003161310706,Otmuchów,10987,5979,104,0,660,0,283,444,0,3007,0,1461,0,20
PL_1003161310707,Paczków,9997,5083,60,0,872,0,237,505,0,2633,0,755,0,21
PL_1003161310708,Pakosławice,2954,1583,26,0,327,0,48,147,0,882,0,151,0,2
PL_1003161310709,Skoroszyce,4940,2549,40,0,457,0,105,350,0,1391,0,200,0,6
PL_1003161320801,Dobrodzień,7897,3279,79,0,668,0,210,281,0,1157,0,219,0,665
PL_1003161320802,Gorzów Śląski,5898,2603,43,0,425,0,118,281,0,1121,0,227,0,388
PL_1003161320803,Olesno,14244,6869,104,0,1720,0,444,691,0,2146,0,754,0,1010
PL_1003161320804,Praszka,10934,6695,63,0,1195,0,356,885,0,3187,0,982,0,27
PL_1003161320805,Radłów,3447,1346,29,0,144,0,49,106,0,500,0,82,0,436
PL_1003161320806,Rudniki,6611,3758,52,0,515,0,187,489,0,2071,0,427,0,17
PL_1003161320807,Zębowice,2923,1022,22,0,214,0,56,83,0,346,0,65,0,236
PL_1003161320901,Chrząstowice,5534,2761,59,0,765,0,146,234,0,610,0,292,0,655
PL_1003161320902,Dąbrowa,6531,3587,70,0,912,0,172,449,0,1162,0,350,0,472
PL_1003161320903,Dobrzeń Wielki,7522,3854,62,0,1476,0,224,338,0,728,0,311,0,715
PL_1003161320904,Komprachcice,7214,3560,83,0,881,0,167,290,0,844,0,330,0,965
PL_1003161320905,Łubniany,7778,3848,70,0,1149,0,176,433,0,846,0,352,0,822
PL_1003161320906,Murów,4354,1775,36,0,547,0,81,151,0,459,0,141,0,360
PL_1003161320907,Niemodlin,10262,5339,58,0,1121,0,328,960,0,2311,0,514,0,47
PL_1003161320908,Ozimek,15612,7277,142,0,2039,0,380,704,0,2226,0,765,0,1021
PL_1003161320909,Popielów,6440,2922,52,0,694,0,144,322,0,927,0,218,0,565
PL_1003161320910,Prószków,7203,3511,113,0,792,0,186,258,0,938,0,247,0,977
PL_1003161320911,Tarnów Opolski,7572,3705,66,0,870,0,204,322,0,1024,0,367,0,852
PL_1003161320912,Tułowice,4164,2336,32,0,533,0,191,355,0,986,0,201,0,38
PL_1003161320913,Turawa,7967,3803,56,0,1082,0,148,411,0,892,0,439,0,775
PL_1003161311001,Biała,8567,3500,113,0,555,0,180,277,0,1168,0,193,0,1014
PL_1003161311002,Głogówek,10468,4753,127,0,961,0,245,301,0,1776,0,284,0,1059
PL_1003161311003,Lubrza,3456,1858,37,0,283,0,85,266,0,915,0,191,0,81
PL_1003161311004,Prudnik,21053,11644,127,0,2391,0,658,1106,0,5775,0,1378,0,209
PL_1003161321101,Izbicko,4304,1983,45,0,379,0,94,122,0,423,0,161,0,759
PL_1003161321102,Jemielnica,5930,2509,69,0,373,0,149,129,0,786,0,140,0,863
PL_1003161321103,Kolonowskie,4799,1957,33,0,386,0,87,126,0,598,0,114,0,613
PL_1003161321104,Leśnica,6139,2912,51,0,519,0,134,189,0,859,0,170,0,990
PL_1003161321105,Strzelce Opolskie,24980,12423,232,0,4146,0,624,852,0,3656,0,1340,0,1573
PL_1003161321106,Ujazd,5041,2325,72,0,446,0,102,159,0,870,0,108,0,568
PL_1003161321107,Zawadzkie,9254,4104,81,0,857,0,268,293,0,1808,0,289,0,508
PL_1003161326101,Opole,99340,65455,445,0,25630,0,3896,5684,0,17065,0,10526,0,2209
PL_1006181330103,Czarna,2016,993,10,0,165,0,68,108,0,575,0,67,0,0
PL_1006181330105,Lutowiska,2234,1306,20,0,359,0,127,189,0,473,0,138,0,0
PL_1006181330108,Ustrzyki Dolne,14193,7301,105,0,1540,0,534,798,0,3671,0,653,0,0
PL_1006181330201,Brzozów,20974,11422,95,0,1212,0,826,582,0,8170,0,537,0,0
PL_1006181330202,Domaradz,4839,2749,29,0,118,0,162,127,0,2225,0,88,0,0
PL_1006181330203,Dydnia,6450,3377,71,0,218,0,180,159,0,2601,0,148,0,0
PL_1006181330204,Haczów,7291,4159,52,0,408,0,256,237,0,3012,0,194,0,0
PL_1006181330205,Jasienica Rosielna,6069,3994,25,0,159,0,255,184,0,3285,0,86,0,0
PL_1006181330206,Nozdrzec,6559,3505,69,0,252,0,219,247,0,2579,0,139,0,0
PL_1006181360301,Dębica,35775,22402,183,0,4990,0,1952,1584,0,11876,108,1709,0,0
PL_1006181360302,Brzostek,10338,5716,74,0,275,0,272,385,0,4525,21,164,0,0
PL_1006181360303,Czarna,10365,6092,75,0,514,0,331,698,0,4238,28,208,0,0
PL_1006181360304,Dębica,20041,11829,136,0,1556,0,849,924,0,7795,53,516,0,0
PL_1006181360305,Jodłowa,4315,2238,43,0,114,0,120,202,0,1701,4,54,0,0
PL_1006181360306,Pilzno,14371,8738,114,0,759,0,500,666,0,6425,27,247,0,0
PL_1006181360307,Żyraków,11196,6804,93,0,560,0,485,720,0,4719,18,209,0,0
PL_1006181340401,Jarosław,30010,17584,158,0,4139,0,1200,1518,0,9387,0,1182,0,0
PL_1006181340402,Radymno,4364,2476,33,0,305,0,205,268,0,1533,0,132,0,0
PL_1006181340403,Chłopice,4505,2547,60,0,158,0,109,245,0,1915,0,60,0,0
PL_1006181340404,Jarosław,10400,5806,64,0,690,0,359,533,0,3968,0,192,0,0
PL_1006181340405,Laszki,5431,2986,62,0,208,0,151,346,0,2149,0,70,0,0
PL_1006181340406,Pawłosiów,6777,4047,40,0,575,0,276,298,0,2723,0,135,0,0
PL_1006181340407,Pruchnik,7780,4659,71,0,450,0,240,223,0,3594,0,81,0,0
PL_1006181340408,Radymno,8964,4885,87,0,304,0,294,500,0,3608,0,92,0,0
PL_1006181340409,Rokietnica,3568,1862,33,0,172,0,91,152,0,1374,0,40,0,0
PL_1006181340410,Roźwienica,4976,2793,32,0,324,0,143,281,0,1955,0,58,0,0
PL_1006181340411,Wiązownica,9228,5772,115,0,1382,0,277,218,0,3668,0,112,0,0
PL_1006181330501,Jasło,28266,16504,147,0,4126,0,1373,698,0,8893,0,1267,0,0
PL_1006181330502,Brzyska,5213,3036,49,0,159,0,118,107,0,2538,0,65,0,0
PL_1006181330503,Dębowiec,6935,3916,65,0,312,0,182,215,0,3031,0,111,0,0
PL_1006181330504,Jasło,13359,7826,100,0,908,0,656,351,0,5476,0,335,0,0
PL_1006181330505,Kołaczyce,7107,3980,64,0,329,0,215,182,0,3086,0,104,0,0
PL_1006181330506,Krempna,1553,718,12,0,65,0,51,69,0,484,0,37,0,0
PL_1006181330507,Nowy Żmigród,7369,4294,60,0,299,0,291,210,0,3344,0,90,0,0
PL_1006181330508,Osiek Jasielski,4226,2236,32,0,134,0,110,119,0,1789,0,52,0,0
PL_1006181330509,Skołyszyn,10015,5747,51,0,642,0,479,323,0,3969,0,283,0,0
PL_1006181330511,Tarnowiec,7511,4142,47,0,412,0,270,233,0,2982,0,198,0,0
PL_1006181350601,Cmolas,6447,3716,45,0,171,0,321,235,0,2830,12,102,0,0
PL_1006181350602,Kolbuszowa,19727,11257,108,0,1119,0,1364,798,0,7209,49,610,0,0
PL_1006181350603,Majdan Królewski,7835,4135,39,0,213,0,272,195,0,3278,17,121,0,0
PL_1006181350604,Niwiska,4794,2697,33,0,120,0,254,216,0,1985,8,81,0,0
PL_1006181350605,Raniżów,5586,3253,47,0,178,0,286,190,0,2442,10,100,0,0
PL_1006181350606,Dzikowiec,5144,2538,28,0,84,0,180,201,0,1968,11,66,0,0
PL_1006181330701,Chorkówka,10704,6022,85,0,693,0,456,369,0,4103,0,316,0,0
PL_1006181330702,Dukla,11671,6288,84,0,720,0,421,457,0,4278,0,328,0,0
PL_1006181330703,Iwonicz-Zdrój,8852,5704,59,0,807,0,325,398,0,3819,0,296,0,0
PL_1006181330704,Jedlicze,12248,6745,87,0,881,0,461,543,0,4208,0,565,0,0
PL_1006181330705,Korczyna,8989,5244,63,0,885,0,381,313,0,3338,0,264,0,0
PL_1006181330706,Krościenko Wyżne,4378,2714,26,0,372,0,216,213,0,1737,0,150,0,0
PL_1006181330707,Miejsce Piastowe,10973,6577,84,0,964,0,477,716,0,4019,0,317,0,0
PL_1006181330708,Rymanów,13439,7972,89,0,1035,0,541,613,0,5273,0,421,0,0
PL_1006181330709,Wojaszówka,7417,3836,38,0,540,0,303,235,0,2486,0,234,0,0
PL_1006181330710,Jaśliska,2063,1062,22,0,129,0,52,92,0,726,0,41,0,0
PL_1006181360801,Leżajsk,11174,6482,53,0,1126,0,629,468,0,3690,26,490,0,0
PL_1006181360802,Grodzisko Dolne,6437,3687,31,0,371,0,281,131,0,2797,8,68,0,0
PL_1006181360803,Kuryłówka,4574,2448,26,0,103,0,158,324,0,1784,4,49,0,0
PL_1006181360804,Leżajsk,15831,9065,69,0,522,0,838,412,0,7001,23,200,0,0
PL_1006181360805,Nowa Sarzyna,16789,10166,86,0,579,0,606,377,0,8149,30,339,0,0
PL_1006181340901,Lubaczów,9899,5511,43,0,675,0,455,735,0,2837,0,766,0,0
PL_1006181340902,Cieszanów,5856,3025,58,0,99,0,189,829,0,1703,0,147,0,0
PL_1006181340903,Horyniec-Zdrój,4089,2076,31,0,156,0,117,250,0,1347,0,175,0,0
PL_1006181340904,Lubaczów,7316,3944,63,0,164,0,272,359,0,2879,0,207,0,0
PL_1006181340905,Narol,6457,3197,46,0,167,0,211,442,0,2160,0,171,0,0
PL_1006181340906,Oleszyce,5150,2794,43,0,149,0,174,308,0,1784,0,336,0,0
PL_1006181340907,Stary Dzików,3475,1836,28,0,44,0,119,303,0,1257,0,85,0,0
PL_1006181340908,Wielkie Oczy,3025,1681,24,0,67,0,104,178,0,1241,0,67,0,0
PL_1006181351001,Łańcut,14198,8972,68,0,1625,0,859,713,0,4887,58,762,0,0
PL_1006181351002,Białobrzegi,6729,4029,24,0,410,0,437,266,0,2753,15,124,0,0
PL_1006181351003,Czarna,9211,5982,57,0,462,0,508,355,0,4398,23,179,0,0
PL_1006181351004,Łańcut,16861,10747,69,0,842,0,819,896,0,7676,49,396,0,0
PL_1006181351005,Markowa,5214,3115,31,0,181,0,260,194,0,2315,15,119,0,0
PL_1006181351006,Rakszawa,5786,3591,36,0,246,0,251,198,0,2756,13,91,0,0
PL_1006181351007,Żołynia,5499,3238,36,0,283,0,222,228,0,2334,24,111,0,0
PL_1006181361101,Mielec,47098,28977,184,0,6150,0,2348,2400,0,15159,263,2473,0,0
PL_1006181361102,Borowa,4461,2573,36,0,188,0,117,403,0,1735,11,83,0,0
PL_1006181361103,Czermin,5638,3125,27,0,221,0,123,298,0,2336,14,106,0,0
PL_1006181361104,Gawłuszowice,2156,1303,21,0,74,0,45,127,0,1001,4,31,0,0
PL_1006181361105,Mielec,10502,6392,80,0,711,0,417,616,0,4014,39,515,0,0
PL_1006181361106,Padew Narodowa,4284,2501,27,0,144,0,126,280,0,1845,3,76,0,0
PL_1006181361107,Przecław,9199,5394,81,0,432,0,266,465,0,3924,19,207,0,0
PL_1006181361108,Radomyśl Wielki,10992,6181,96,0,316,0,278,1116,0,4162,26,187,0,0
PL_1006181361109,Tuszów Narodowy,6398,3935,54,0,212,0,192,552,0,2800,11,114,0,0
PL_1006181361110,Wadowice Górne,5962,3329,67,0,161,0,155,390,0,2483,11,62,0,0
PL_1006181361201,Harasiuki,4950,2637,27,0,133,0,199,164,0,1976,19,119,0,0
PL_1006181361202,Jarocin,4414,2189,25,0,139,0,177,155,0,1565,14,114,0,0
PL_1006181361203,Jeżowe,7931,4722,58,0,107,0,278,159,0,4034,14,72,0,0
PL_1006181361204,Krzeszów,3477,1747,17,0,97,0,132,88,0,1323,11,79,0,0
PL_1006181361205,Nisko,17783,9780,96,0,1050,0,838,694,0,5979,61,1062,0,0
PL_1006181361206,Rudnik nad Sanem,8149,4183,43,0,456,0,398,298,0,2631,26,331,0,0
PL_1006181361207,Ulanów,6870,3440,51,0,215,0,354,159,0,2477,23,161,0,0
PL_1006181341301,Bircza,5304,2678,58,0,210,0,192,249,0,1892,0,77,0,0
PL_1006181341302,Dubiecko,7503,3790,62,0,337,0,207,445,0,2567,0,172,0,0
PL_1006181341303,Fredropol,4481,2218,55,0,312,0,110,212,0,1448,0,81,0,0
PL_1006181341304,Krasiczyn,4105,2235,32,0,389,0,180,199,0,1284,0,151,0,0
PL_1006181341305,Krzywcza,3886,2057,35,0,106,0,135,213,0,1519,0,49,0,0
PL_1006181341306,Medyka,5316,2845,41,0,312,0,208,284,0,1874,0,126,0,0
PL_1006181341307,Orły,6931,3888,59,0,301,0,334,605,0,2452,0,137,0,0
PL_1006181341308,Przemyśl,8288,4683,72,0,757,0,380,462,0,2743,0,269,0,0
PL_1006181341309,Stubno,3143,1423,42,0,163,0,76,182,0,909,0,51,0,0
PL_1006181341310,Żurawica,10505,5856,102,0,806,0,411,543,0,3712,0,282,0,0
PL_1006181341401,Przeworsk,12312,7428,72,0,1144,0,513,706,0,4457,0,536,0,0
PL_1006181341402,Adamówka,3386,1742,42,0,263,0,114,149,0,1140,0,34,0,0
PL_1006181341403,Gać,3692,2109,39,0,117,0,139,241,0,1492,0,81,0,0
PL_1006181341404,Jawornik Polski,3756,2028,34,0,154,0,115,253,0,1379,0,93,0,0
PL_1006181341405,Kańczuga,9978,5094,81,0,480,0,303,726,0,3249,0,255,0,0
PL_1006181341406,Przeworsk,11816,7124,75,0,341,0,377,528,0,5592,0,211,0,0
PL_1006181341407,Sieniawa,5769,3171,66,0,902,0,184,122,0,1781,0,116,0,0
PL_1006181341408,Tryńcza,6659,3921,47,0,230,0,206,144,0,3195,0,99,0,0
PL_1006181341409,Zarzecze,5736,3258,58,0,162,0,197,467,0,2259,0,115,0,0
PL_1006181351501,Iwierzyce,6075,3782,35,0,228,0,257,271,0,2807,15,169,0,0
PL_1006181351502,Ostrów,5777,3382,63,0,158,0,244,196,0,2461,12,248,0,0
PL_1006181351503,Ropczyce,21310,13127,156,0,1045,0,999,1771,0,8662,44,450,0,0
PL_1006181351504,Sędziszów Małopolski,18791,11837,121,0,972,0,855,722,0,8662,50,455,0,0
PL_1006181351505,Wielopole Skrzyńskie,6374,3682,47,0,101,0,216,328,0,2896,9,85,0,0
PL_1006181351601,Dynów,4932,2912,37,0,322,0,253,205,0,1872,14,209,0,0
PL_1006181351602,Błażowa,8762,5239,53,0,311,0,345,363,0,3937,28,202,0,0
PL_1006181351603,Boguchwała,16063,10530,84,0,1543,0,993,753,0,6446,68,643,0,0
PL_1006181351604,Chmielnik,5391,3474,31,0,305,0,316,280,0,2322,24,196,0,0
PL_1006181351605,Dynów,5584,2897,29,0,137,0,215,205,0,2139,9,163,0,0
PL_1006181351606,Głogów Małopolski,15105,9870,95,0,1284,0,872,815,0,6182,61,561,0,0
PL_1006181351607,Hyżne,5535,3639,33,0,154,0,264,169,0,2902,17,100,0,0
PL_1006181351608,Kamień,5546,3277,39,0,118,0,236,151,0,2661,4,68,0,0
PL_1006181351609,Krasne,8973,5904,46,0,922,0,565,465,0,3512,36,358,0,0
PL_1006181351610,Lubenia,5199,3322,42,0,259,0,228,196,0,2395,19,183,0,0
PL_1006181351611,Sokołów Małopolski,13476,8149,93,0,509,0,603,359,0,6332,32,221,0,0
PL_1006181351612,Świlcza,12417,7891,59,0,1034,0,732,676,0,4924,54,412,0,0
PL_1006181351613,Trzebownisko,16805,10902,91,0,1386,0,987,1105,0,6692,51,590,0,0
PL_1006181351614,Tyczyn,8055,5179,38,0,665,0,447,300,0,3390,25,314,0,0
PL_1006181331701,Sanok,29577,17064,186,0,5855,0,917,619,0,8321,0,1166,0,0
PL_1006181331702,Besko,3451,1781,23,0,214,0,111,138,0,1228,0,67,0,0
PL_1006181331703,Bukowsko,4259,2322,25,0,215,0,179,135,0,1645,0,123,0,0
PL_1006181331704,Komańcza,4302,1919,28,0,442,0,162,188,0,819,0,280,0,0
PL_1006181331705,Sanok,14117,7839,124,0,1067,0,411,435,0,5502,0,300,0,0
PL_1006181331706,Tyrawa Wołoska,1592,813,18,0,90,0,56,71,0,550,0,28,0,0
PL_1006181331707,Zagórz,10480,5678,51,0,901,0,323,457,0,3708,0,238,0,0
PL_1006181331708,Zarszyn,7318,3889,43,0,568,0,232,382,0,2467,0,197,0,0
PL_1006181361801,Stalowa Wola,46962,27669,199,0,5303,0,2468,1572,0,15162,417,2548,0,0
PL_1006181361802,Bojanów,6023,3172,39,0,189,0,200,132,0,2498,13,101,0,0
PL_1006181361803,Pysznica,8718,4699,40,0,543,0,459,210,0,3090,41,316,0,0
PL_1006181361804,Radomyśl nad Sanem,5866,3072,44,0,285,0,199,221,0,2158,27,138,0,0
PL_1006181361805,Zaklików,6875,3645,42,0,418,0,275,211,0,2443,33,223,0,0
PL_1006181361806,Zaleszany,8756,4881,74,0,482,0,406,411,0,3192,50,266,0,0
PL_1006181351901,Czudec,9347,5750,47,0,624,0,479,311,0,4026,30,233,0,0
PL_1006181351902,Frysztak,8379,4558,62,0,340,0,348,316,0,3215,34,243,0,0
PL_1006181351903,Niebylec,8511,5125,41,0,286,0,471,338,0,3784,13,192,0,0
PL_1006181351904,Strzyżów,16417,8999,101,0,964,0,899,758,0,5718,41,518,0,0
PL_1006181351905,Wiśniowa,6510,3609,22,0,248,0,260,245,0,2690,23,121,0,0
PL_1006181362001,Baranów Sandomierski,9694,5559,61,0,900,0,329,289,0,3808,24,148,0,0
PL_1006181362002,Gorzyce,10602,5781,81,0,511,0,346,1577,0,2991,26,249,0,0
PL_1006181362003,Grębów,8036,4318,49,0,382,0,279,349,0,3042,51,166,0,0
PL_1006181362004,Nowa Dęba,14781,8006,71,0,1108,0,545,579,0,5110,55,538,0,0
PL_1006181332101,Baligród,2812,1491,23,0,203,0,100,168,0,874,0,123,0,0
PL_1006181332102,Cisna,2815,2172,15,0,799,0,176,192,0,543,0,447,0,0
PL_1006181332103,Lesko,9331,4931,57,0,833,0,269,624,0,2839,0,309,0,0
PL_1006181332104,Olszanica,4391,2234,35,0,300,0,156,278,0,1342,0,123,0,0
PL_1006181332105,Solina,5434,3641,35,0,585,0,178,428,0,2105,0,310,0,0
PL_1006181336101,Krosno,36985,22476,144,0,6215,0,1742,1124,0,10707,0,2544,0,0
PL_1006181346201,Przemyśl,48029,26908,265,0,7402,0,2231,1613,0,12642,0,2755,0,0
PL_1006181356301,Rzeszów,151191,99310,556,0,26451,0,9780,7261,0,42426,707,12129,0,0
PL_1006181366401,Tarnobrzeg,36999,21784,176,0,6007,0,1733,1818,0,9746,150,2154,0,0
PL_1006201390101,Augustów,23169,13029,114,0,2846,49,867,1627,0,6322,54,1042,108,0
PL_1006201390102,Augustów,5288,2478,26,0,143,7,143,476,0,1551,11,104,17,0
PL_1006201390103,Bargłów Kościelny,4368,1878,30,0,128,6,79,344,0,1225,5,51,10,0
PL_1006201390104,Lipsk,4302,2104,43,0,158,4,62,318,0,1319,2,191,7,0
PL_1006201390105,Nowinka,2375,1347,9,0,175,7,75,204,0,795,5,68,9,0
PL_1006201390106,Płaska,2120,1113,13,0,211,5,67,171,0,560,6,72,8,0
PL_1006201390107,Sztabin,4163,2009,22,0,166,4,90,353,0,1269,4,95,6,0
PL_1006201370201,Choroszcz,12705,7791,104,0,1669,30,628,525,0,4013,51,675,96,0
PL_1006201370202,Czarna Białostocka,8754,4998,53,0,1365,15,349,272,0,2579,14,308,43,0
PL_1006201370203,Dobrzyniewo Duże,7315,4418,43,0,878,13,351,363,0,2378,14,316,62,0
PL_1006201370204,Gródek,4361,2189,23,0,824,14,109,146,0,579,15,462,17,0
PL_1006201370205,Juchnowiec Kościelny,12492,8218,64,0,1758,17,770,546,0,4185,52,763,63,0
PL_1006201370206,Łapy,17274,10294,84,0,1347,30,641,540,0,7120,35,436,61,0
PL_1006201370207,Michałowo,5494,2487,34,0,757,18,130,163,0,983,21,355,26,0
PL_1006201370208,Poświętne,2755,1561,7,0,78,2,68,111,0,1258,5,23,9,0
PL_1006201370209,Supraśl,12242,8058,62,0,2638,28,721,517,0,2900,41,1076,75,0
PL_1006201370210,Suraż,1570,964,11,0,99,1,28,73,0,705,1,40,6,0
PL_1006201370211,Turośń Kościelna,5038,3298,27,0,591,14,260,244,0,1880,13,239,30,0
PL_1006201370212,Tykocin,5024,2734,31,0,252,9,153,201,0,1965,13,88,22,0
PL_1006201370213,Wasilków,12831,7941,51,0,2120,17,698,530,0,3526,47,846,106,0
PL_1006201370214,Zabłudów,7234,4038,33,0,876,19,310,321,0,2065,23,352,39,0
PL_1006201370215,Zawady,2259,1130,10,0,65,2,54,102,0,858,1,29,9,0
PL_1006201380301,Bielsk Podlaski,20448,11259,107,0,4239,29,590,643,0,3958,40,1579,74,0
PL_1006201380302,Brańsk,2966,1762,17,0,165,2,79,175,0,1233,2,56,33,0
PL_1006201380303,Bielsk Podlaski,5759,2602,32,0,759,9,110,228,0,1089,11,344,20,0
PL_1006201380304,Boćki,3633,1836,21,0,272,6,57,169,0,1188,3,94,26,0
PL_1006201380305,Brańsk,4696,2779,16,0,57,10,102,304,0,2249,4,27,10,0
PL_1006201380306,Orla,2446,1065,25,0,464,5,49,64,0,256,5,189,8,0
PL_1006201380307,Rudka,1502,787,8,0,43,1,34,104,0,570,2,23,2,0
PL_1006201380308,Wyszki,3558,2027,15,0,111,3,53,157,0,1620,5,52,11,0
PL_1006201390401,Grajewo,16843,9011,86,0,1361,39,863,1127,0,4901,27,577,30,0
PL_1006201390402,Grajewo,4589,2157,26,0,105,7,161,391,0,1380,6,72,9,0
PL_1006201390403,Radziłów,3816,1858,21,0,65,5,70,154,0,1493,3,42,5,0
PL_1006201390404,Rajgród,4253,1936,36,0,335,7,136,256,0,1022,7,122,15,0
PL_1006201390405,Szczuczyn,4869,2405,39,0,162,15,90,481,0,1500,8,104,6,0
PL_1006201390406,Wąsosz,2897,1480,48,0,57,4,61,195,0,1075,4,31,5,0
PL_1006201380501,Hajnówka,17018,9084,99,0,3272,47,578,968,0,2534,43,1476,67,0
PL_1006201380502,Białowieża,1995,1116,21,0,461,6,46,57,0,332,9,176,8,0
PL_1006201380503,Czeremcha,2696,1238,33,0,342,13,66,113,0,446,9,206,10,0
PL_1006201380504,Czyże,1740,686,5,0,224,4,22,166,0,165,5,91,4,0
PL_1006201380505,Dubicze Cerkiewne,1353,606,9,0,186,3,29,86,0,191,2,95,5,0
PL_1006201380506,Hajnówka,3296,1465,28,0,412,8,65,280,0,392,7,263,10,0
PL_1006201380507,Kleszczele,2150,1048,24,0,349,6,62,95,0,369,11,118,14,0
