gisco_id,name,registered,turnout,invalid,blank,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
PL_1002081140801,Lubrza,2802,2064,75,0,52,322,170,590,176,639,38,0,0,2,0,0
PL_1002081140802,Łagów,3842,2544,82,0,78,282,135,769,215,942,35,0,0,6,0,0
PL_1002081140803,Skąpe,4187,2689,90,0,61,421,190,784,165,942,26,0,0,10,0,0
PL_1002081140804,Szczaniec,2856,1924,86,0,42,311,142,718,154,454,14,0,0,3,0,0
PL_1002081140805,Świebodzin,21397,15450,310,0,355,2448,1243,4255,1012,5616,185,0,0,26,0,0
PL_1002081140806,Zbąszynek,6165,4558,131,0,127,789,376,1169,266,1646,41,0,0,13,0,0
PL_1002081140901,Babimost,4693,3397,90,0,110,592,291,936,234,1087,41,0,0,16,0,0
PL_1002081140902,Bojadła,2503,1627,104,0,69,230,134,460,136,465,24,0,0,5,0,0
PL_1002081140903,Czerwieńsk,7417,5374,162,0,172,836,471,1391,376,1906,53,0,0,7,0,0
PL_1002081140904,Kargowa,4441,3096,70,0,98,531,223,791,184,1156,35,0,0,8,0,0
PL_1002081140905,Nowogród Bobrzański,7603,5249,218,0,144,738,401,1410,329,1937,56,0,0,16,0,0
PL_1002081140906,Sulechów,19128,13716,327,0,352,1958,1154,3381,1031,5342,151,0,0,20,0,0
PL_1002081140907,Świdnica,5176,3972,75,0,126,585,382,899,203,1663,34,0,0,5,0,0
PL_1002081140908,Trzebiechów,2446,1580,85,0,51,235,128,451,121,486,20,0,0,3,0,0
PL_1002081140909,Zabór,3482,2721,64,0,78,456,257,550,179,1108,24,0,0,5,0,0
PL_1002081141001,Gozdnica,2185,1304,48,0,28,154,118,467,72,406,9,0,0,2,0,0
PL_1002081141002,Żagań,17727,12677,250,0,356,1671,1432,3413,678,4729,111,0,0,37,0,0
PL_1002081141003,Brzeźnica,2756,1831,77,0,24,419,104,677,160,353,14,0,0,3,0,0
PL_1002081141004,Iłowa,5000,3303,113,0,75,378,247,1101,258,1094,31,0,0,6,0,0
PL_1002081141005,Małomice,3858,2501,63,0,48,284,132,808,179,956,28,0,0,3,0,0
PL_1002081141006,Niegosławice,3293,2175,99,0,59,316,102,987,139,435,36,0,0,2,0,0
PL_1002081141007,Szprotawa,14714,9655,241,0,155,1595,563,3256,557,3145,125,0,0,18,0,0
PL_1002081141008,Wymiarki,1652,1020,27,0,20,194,63,371,56,273,11,0,0,5,0,0
PL_1002081141009,Żagań,5373,3641,119,0,81,623,290,1142,235,1104,35,0,0,12,0,0
PL_1002081141101,Łęknica,1788,1218,48,0,25,149,105,255,98,521,13,0,0,4,0,0
PL_1002081141102,Żary,26295,18934,277,0,285,2535,2059,5036,1159,7398,145,0,0,40,0,0
PL_1002081141103,Brody,2460,1568,92,0,39,186,103,458,130,536,16,0,0,8,0,0
PL_1002081141104,Jasień,5143,3273,88,0,78,446,228,922,240,1237,26,0,0,8,0,0
PL_1002081141105,Lipinki Łużyckie,2463,1661,66,0,32,264,119,485,137,534,20,0,0,4,0,0
PL_1002081141106,Lubsko,13416,8757,246,0,214,1098,669,2412,632,3386,75,0,0,25,0,0
PL_1002081141107,Przewóz,2374,1592,52,0,43,214,147,574,116,408,32,0,0,6,0,0
PL_1002081141108,Trzebiel,4300,2891,89,0,59,421,224,956,189,910,35,0,0,8,0,0
PL_1002081141109,Tuplice,2232,1548,74,0,27,211,132,420,121,540,20,0,0,3,0,0
PL_1002081141110,Żary,9241,6390,142,0,137,956,566,2057,458,2003,55,0,0,16,0,0
PL_1002081141201,Sława,9540,6436,190,0,136,1109,473,2181,412,1830,83,0,0,22,0,0
PL_1002081141202,Szlichtyngowa,3764,2518,85,0,52,310,161,1232,167,477,28,0,0,6,0,0
PL_1002081141203,Wschowa,15374,10435,277,0,166,1624,696,3825,660,3008,163,0,0,16,0,0
PL_1002081136101,Gorzów Wielkopolski,86213,64146,1025,0,1300,9248,6042,16297,4057,25109,847,0,0,221,0,0
PL_1002081146201,Zielona Góra,103739,82120,975,0,1617,11484,9664,16932,4614,35872,855,0,0,107,0,0
PL_1005101170101,Bełchatów,40843,31010,534,0,1596,3224,2208,12901,3254,6804,394,95,0,0,0,0
PL_1005101170102,Bełchatów,9586,7522,138,0,352,792,457,3708,819,1150,79,27,0,0,0,0
PL_1005101170103,Drużbice,4108,3030,90,0,76,449,199,1510,272,375,50,9,0,0,0,0
PL_1005101170104,Kleszczów,4766,3766,104,0,142,535,276,1497,529,568,97,18,0,0,0,0
PL_1005101170105,Kluki,3501,2606,82,0,86,259,139,1356,268,354,39,23,0,0,0,0
PL_1005101170106,Rusiec,3899,3009,104,0,82,437,161,1528,286,336,58,17,0,0,0,0
PL_1005101170107,Szczerców,6373,4885,146,0,107,499,290,2404,462,708,100,169,0,0,0,0
PL_1005101170108,Zelów,11235,8162,228,0,186,877,644,4168,634,1244,167,14,0,0,0,0
PL_1005101190201,Kutno,32741,24302,390,0,334,2321,2488,9196,1112,8122,263,76,0,0,0,0
PL_1005101190202,Bedlno,4175,2844,101,0,56,395,197,1503,211,345,27,9,0,0,0,0
PL_1005101190203,Dąbrowice,1471,976,33,0,17,126,59,569,59,98,12,3,0,0,0,0
PL_1005101190204,Krośniewice,6150,4151,154,0,70,443,326,2064,258,789,39,8,0,0,0,0
PL_1005101190205,Krzyżanów,3275,2257,65,0,28,261,166,1206,166,319,21,25,0,0,0,0
PL_1005101190206,Kutno,6788,4853,133,0,93,546,383,2172,322,1145,50,9,0,0,0,0
PL_1005101190207,Łanięta,1743,1133,65,0,96,94,72,593,60,145,7,1,0,0,0,0
PL_1005101190208,Nowe Ostrowy,2670,1773,74,0,35,169,149,882,113,332,11,8,0,0,0,0
PL_1005101190209,Oporów,1956,1343,45,0,26,188,88,757,79,137,21,2,0,0,0,0
PL_1005101190210,Strzelce,3012,2050,77,0,46,251,135,1063,121,320,23,14,0,0,0,0
PL_1005101190211,Żychlin,8693,5776,168,0,126,633,594,2503,370,1290,60,32,0,0,0,0
PL_1005101180301,Buczek,4000,3002,75,0,49,506,198,1379,214,506,60,15,0,0,0,0
PL_1005101180302,Łask,21137,15992,290,0,213,2450,1383,5678,1076,4638,197,67,0,0,0,0
PL_1005101180303,Sędziejowice,4985,3735,93,0,49,601,213,1809,258,635,59,18,0,0,0,0
PL_1005101180304,Widawa,5713,4123,135,0,38,425,144,2183,231,926,35,6,0,0,0,0
PL_1005101180305,Wodzierady,2923,2366,49,0,46,380,149,901,149,645,30,17,0,0,0,0
PL_1005101190401,Łęczyca,10415,7426,163,0,127,758,538,2395,424,2892,69,60,0,0,0,0
PL_1005101190402,Daszyna,3006,2024,61,0,32,265,106,1141,98,276,32,13,0,0,0,0
PL_1005101190403,Góra Świętej Małgorzaty,3408,2411,67,0,39,238,107,1401,228,288,36,7,0,0,0,0
PL_1005101190404,Grabów,4513,2955,88,0,52,329,136,1732,210,374,25,9,0,0,0,0
PL_1005101190405,Łęczyca,7398,5271,227,0,83,631,257,2552,401,1019,60,41,0,0,0,0
PL_1005101190406,Piątek,4590,3326,81,0,71,429,173,1825,237,433,71,6,0,0,0,0
PL_1005101190407,Świnice Warckie,3029,2075,66,0,47,347,116,1079,132,241,40,7,0,0,0,0
PL_1005101190408,Witonia,2511,1753,69,0,27,228,89,925,149,237,21,8,0,0,0,0
PL_1005101190501,Łowicz,21420,16172,387,0,255,2514,1203,5871,1391,4314,195,42,0,0,0,0
PL_1005101190502,Bielawy,4206,2901,80,0,66,459,188,1518,266,285,27,12,0,0,0,0
PL_1005101190503,Chąśno,2336,1729,52,0,19,307,62,851,317,91,30,0,0,0,0,0
PL_1005101190504,Domaniewice,3557,2643,88,0,50,470,149,1366,254,224,39,3,0,0,0,0
PL_1005101190505,Kiernozia,2581,1777,60,0,13,255,74,996,168,184,19,8,0,0,0,0
PL_1005101190506,Kocierzew Południowy,3252,2347,46,0,32,281,84,1457,245,179,16,7,0,0,0,0
PL_1005101190507,Łowicz,6062,4547,131,0,74,795,272,2120,474,590,74,17,0,0,0,0
PL_1005101190508,Łyszkowice,5135,3660,139,0,83,559,204,1918,310,402,43,2,0,0,0,0
PL_1005101190509,Nieborów,7378,5645,134,0,102,931,344,2633,457,910,98,36,0,0,0,0
PL_1005101190510,Zduny,4263,3165,76,0,43,673,194,1475,296,353,44,11,0,0,0,0
PL_1005101150602,Andrespol,11566,9418,103,0,121,1151,1014,2934,677,3276,142,0,0,0,0,0
PL_1005101150603,Brójce,5496,4429,54,0,66,644,337,1814,330,1085,99,0,0,0,0,0
PL_1005101150607,Koluszki,18050,14170,166,0,214,1728,1192,5484,1001,4165,220,0,0,0,0,0
PL_1005101150608,Nowosolna,4337,3662,47,0,51,576,345,899,225,1458,61,0,0,0,0,0
PL_1005101150610,Rzgów,8317,6929,89,0,98,1080,518,2451,483,2098,112,0,0,0,0,0
PL_1005101150611,Tuszyn,10122,7825,80,0,108,924,588,3022,559,2395,149,0,0,0,0,0
PL_1005101170701,Białaczów,4436,3146,107,0,42,488,125,1796,226,315,35,12,0,0,0,0
PL_1005101170702,Drzewica,7923,5986,127,0,88,619,268,3750,380,668,67,19,0,0,0,0
PL_1005101170703,Mniszków,3663,2719,68,0,54,350,90,1687,172,246,44,8,0,0,0,0
PL_1005101170704,Opoczno,24988,19266,285,0,242,2938,1038,9755,1598,3143,192,75,0,0,0,0
PL_1005101170705,Paradyż,3292,2528,72,0,33,454,58,1605,147,119,36,4,0,0,0,0
PL_1005101170706,Poświętne,2461,1847,33,0,28,220,48,1205,141,146,18,8,0,0,0,0
PL_1005101170707,Sławno,5810,4421,102,0,68,742,109,2642,347,356,45,10,0,0,0,0
PL_1005101170708,Żarnów,4573,3326,76,0,51,452,139,1997,186,368,44,13,0,0,0,0
PL_1005101150801,Konstantynów Łódzki,14604,11389,216,0,186,1344,1048,3193,780,4284,148,190,0,0,0,0
PL_1005101150802,Pabianice,47286,36503,589,0,487,4093,4663,11016,1975,13060,459,161,0,0,0,0
PL_1005101150803,Dłutów,3772,2974,74,0,63,374,248,1219,229,692,54,21,0,0,0,0
PL_1005101150804,Dobroń,6192,4808,72,0,86,733,393,1682,331,1434,67,10,0,0,0,0
PL_1005101150805,Ksawerów,6083,4899,104,0,64,708,456,1444,315,1702,71,35,0,0,0,0
PL_1005101150806,Lutomiersk,7158,5704,112,0,91,890,437,1902,430,1759,42,41,0,0,0,0
PL_1005101150807,Pabianice,6273,5262,77,0,84,809,514,1670,366,1629,92,21,0,0,0,0
PL_1005101180901,Działoszyn,9200,6871,169,0,102,1009,464,3220,435,1355,77,40,0,0,0,0
PL_1005101180902,Kiełczygłów,3128,2373,57,0,25,333,133,1398,162,221,31,13,0,0,0,0
PL_1005101180903,Nowa Brzeźnica,3635,2608,67,0,41,489,123,1277,177,376,32,26,0,0,0,0
PL_1005101180904,Pajęczno,8802,6401,133,0,78,1136,431,2971,357,1195,78,22,0,0,0,0
PL_1005101180905,Rząśnia,3836,2844,90,0,40,376,138,1641,213,310,27,9,0,0,0,0
PL_1005101180906,Siemkowice,3720,2678,77,0,17,369,152,1623,164,249,16,11,0,0,0,0
PL_1005101180907,Strzelce Wielkie,3551,2519,97,0,21,602,85,1335,151,198,22,8,0,0,0,0
PL_1005101180908,Sulmierzyce,3486,2580,52,0,55,296,154,1474,170,328,37,14,0,0,0,0
PL_1005101171001,Aleksandrów,3487,2595,80,0,27,374,108,1520,126,324,26,10,0,0,0,0
PL_1005101171002,Czarnocin,3199,2455,39,0,27,443,107,1258,227,291,54,9,0,0,0,0
PL_1005101171003,Gorzkowice,6492,4692,130,0,75,679,231,2626,326,562,52,11,0,0,0,0
PL_1005101171004,Grabica,4678,3546,79,0,63,589,124,1936,269,421,51,14,0,0,0,0
PL_1005101171005,Łęki Szlacheckie,2704,1858,54,0,27,280,91,1076,136,179,11,4,0,0,0,0
PL_1005101171006,Moszczenica,9962,7497,128,0,103,1541,358,3531,582,1093,129,32,0,0,0,0
PL_1005101171007,Ręczno,2790,2008,66,0,35,304,104,1133,119,222,22,3,0,0,0,0
PL_1005101171008,Rozprza,9336,6783,156,0,90,1145,357,3659,465,826,64,21,0,0,0,0
PL_1005101171009,Sulejów,12716,9563,187,0,170,1295,582,4430,759,1976,133,31,0,0,0,0
PL_1005101171010,Wola Krzysztoporska,9124,6743,128,0,148,849,259,3827,523,864,97,48,0,0,0,0
PL_1005101171011,Wolbórz,6200,4809,100,0,80,726,270,2195,443,898,76,21,0,0,0,0
PL_1005101181101,Dalików,3277,2489,76,0,40,448,152,1182,161,389,32,9,0,0,0,0
PL_1005101181102,Pęczniew,2839,2045,50,0,37,294,99,1044,97,386,36,2,0,0,0,0
PL_1005101181103,Poddębice,12055,8865,249,0,120,2195,551,3338,444,1749,187,32,0,0,0,0
PL_1005101181104,Uniejów,5624,4186,110,0,75,598,264,2083,256,698,84,18,0,0,0,0
PL_1005101181105,Wartkowice,4885,3305,145,0,73,566,178,1661,211,408,54,9,0,0,0,0
PL_1005101181106,Zadzim,3905,2771,78,0,46,512,127,1409,195,341,46,17,0,0,0,0
PL_1005101171201,Radomsko,34076,25264,349,0,682,2205,1763,9410,1328,9062,272,193,0,0,0,0
PL_1005101171202,Dobryszyce,3346,2466,70,0,52,275,126,1115,177,576,22,53,0,0,0,0
PL_1005101171203,Gidle,4666,3232,83,0,58,449,199,1481,238,644,54,26,0,0,0,0
PL_1005101171204,Gomunice,4500,3351,86,0,74,383,196,1641,235,713,14,9,0,0,0,0
PL_1005101171205,Kamieńsk,4484,3300,78,0,72,331,161,1857,239,525,33,4,0,0,0,0
PL_1005101171206,Kobiele Wielkie,3400,2358,67,0,70,268,175,1122,150,472,23,11,0,0,0,0
PL_1005101171207,Kodrąb,3500,2473,84,0,46,284,129,1303,130,459,28,10,0,0,0,0
PL_1005101171208,Lgota Wielka,3253,2394,75,0,68,293,104,1228,205,381,31,9,0,0,0,0
PL_1005101171209,Ładzice,3709,2530,83,0,52,278,145,1247,159,527,24,15,0,0,0,0
PL_1005101171210,Masłowice,3167,2310,87,0,50,227,134,1359,152,275,17,9,0,0,0,0
PL_1005101171211,Przedbórz,5495,3682,107,0,55,367,151,2044,232,664,52,10,0,0,0,0
PL_1005101171212,Radomsko,4230,3123,66,0,66,376,199,1376,207,775,51,7,0,0,0,0
PL_1005101171213,Wielgomłyny,3528,2390,86,0,41,292,99,1409,129,291,34,9,0,0,0,0
PL_1005101171214,Żytno,4084,2717,103,0,49,241,146,1589,161,336,74,18,0,0,0,0
PL_1005101191301,Rawa Mazowiecka,12856,9938,178,0,113,1819,605,3944,721,2355,171,32,0,0,0,0
PL_1005101191302,Biała Rawska,8708,5920,187,0,105,1080,249,2883,565,779,55,17,0,0,0,0
PL_1005101191303,Cielądz,3121,2249,69,0,27,314,87,1308,226,171,38,9,0,0,0,0
PL_1005101191304,Rawa Mazowiecka,6853,4947,151,0,88,867,224,2474,426,623,86,8,0,0,0,0
PL_1005101191305,Regnów,1444,1098,30,0,15,209,40,657,74,61,11,1,0,0,0,0
PL_1005101191306,Sadkowice,4218,2850,133,0,71,406,82,1597,266,237,50,8,0,0,0,0
PL_1005101181401,Sieradz,31645,24297,460,0,513,3187,1909,8184,1477,8126,371,70,0,0,0,0
PL_1005101181402,Błaszki,10989,7701,197,0,92,1268,326,4065,528,1056,145,24,0,0,0,0
PL_1005101181403,Brąszewice,3337,2373,84,0,45,288,72,1398,209,205,61,11,0,0,0,0
PL_1005101181404,Brzeźnio,4893,3581,82,0,64,611,215,1616,264,676,50,3,0,0,0,0
PL_1005101181405,Burzenin,4257,2984,83,0,84,425,177,1409,267,488,44,7,0,0,0,0
PL_1005101181406,Goszczanów,4159,2780,80,0,53,427,124,1513,204,300,55,24,0,0,0,0
PL_1005101181407,Klonowa,2189,1572,63,0,25,169,59,879,115,149,108,5,0,0,0,0
PL_1005101181408,Sieradz,8219,6167,140,0,127,913,377,2908,391,1200,98,13,0,0,0,0
PL_1005101181409,Warta,9669,6844,179,0,109,956,335,3585,463,1094,104,19,0,0,0,0
PL_1005101181410,Wróblew,4746,3445,94,0,49,549,151,1822,232,431,110,7,0,0,0,0
PL_1005101181411,Złoczew,5481,3852,121,0,82,551,217,1921,303,531,94,32,0,0,0,0
PL_1005101191501,Bolimów,3134,2352,60,0,64,399,185,1066,181,336,44,17,0,0,0,0
PL_1005101191502,Głuchów,4370,3560,83,0,57,614,90,2159,266,208,74,9,0,0,0,0
PL_1005101191503,Godzianów,2015,1604,36,0,37,212,93,932,137,124,30,3,0,0,0,0
PL_1005101191504,Kowiesy,2413,1753,45,0,34,286,179,756,166,261,25,1,0,0,0,0
PL_1005101191505,Lipce Reymontowskie,2540,1950,50,0,25,275,132,1104,126,206,24,8,0,0,0,0
PL_1005101191506,Maków,4733,3635,71,0,58,539,184,1912,318,420,125,8,0,0,0,0
PL_1005101191507,Nowy Kawęczyn,2714,2032,59,0,33,319,139,995,205,248,27,7,0,0,0,0
PL_1005101191508,Skierniewice,5894,4502,102,0,101,653,348,2036,399,762,79,22,0,0,0,0
PL_1005101191509,Słupia,1971,1655,74,0,33,219,91,938,120,133,36,11,0,0,0,0
PL_1005101171601,Tomaszów Mazowiecki,44529,33556,607,0,580,4100,2407,12030,1984,11408,332,108,0,0,0,0
PL_1005101171602,Będków,2587,1966,56,0,30,259,98,1039,200,247,30,7,0,0,0,0
PL_1005101171603,Budziszewice,1659,1269,45,0,15,170,57,678,103,181,17,3,0,0,0,0
PL_1005101171604,Czerniewice,3898,2911,107,0,59,578,119,1527,213,229,72,7,0,0,0,0
PL_1005101171605,Inowłódz,3140,2359,52,0,38,346,152,1065,145,526,23,12,0,0,0,0
PL_1005101171606,Lubochnia,5344,4178,107,0,92,645,180,2200,342,509,65,38,0,0,0,0
PL_1005101171607,Rokiciny,4776,3727,74,0,83,526,285,1743,276,671,48,21,0,0,0,0
PL_1005101171608,Rzeczyca,3675,2686,78,0,37,400,92,1649,186,214,26,4,0,0,0,0
PL_1005101171609,Tomaszów Mazowiecki,8706,6845,147,0,112,1079,309,2976,465,1659,87,11,0,0,0,0
PL_1005101171610,Ujazd,5814,4446,93,0,85,654,263,2035,348,900,56,12,0,0,0,0
PL_1005101171611,Żelechlinek,2550,1887,60,0,18,466,59,1039,122,104,16,3,0,0,0,0
PL_1005101181701,Biała,4193,2946,82,0,41,613,143,1419,205,392,44,7,0,0,0,0
PL_1005101181702,Czarnożyły,3438,2553,56,0,34,410,163,1296,163,399,26,6,0,0,0,0
PL_1005101181703,Konopnica,2939,2130,55,0,29,310,107,1073,151,375,24,6,0,0,0,0
PL_1005101181704,Mokrsko,4110,3016,59,0,31,426,158,1564,213,514,42,9,0,0,0,0
PL_1005101181705,Osjaków,3665,2765,81,0,31,477,121,1481,178,345,43,8,0,0,0,0
PL_1005101181706,Ostrówek,3481,2433,91,0,48,357,130,1226,163,383,28,7,0,0,0,0
PL_1005101181707,Pątnów,5109,3833,84,0,68,522,183,2118,256,515,63,24,0,0,0,0
PL_1005101181708,Skomlin,2458,1750,42,0,31,264,101,852,114,320,19,7,0,0,0,0
PL_1005101181709,Wieluń,23600,17800,234,0,228,2609,1305,6625,975,5500,269,55,0,0,0,0
PL_1005101181710,Wierzchlas,5149,3644,87,0,44,603,202,1738,243,640,76,11,0,0,0,0
PL_1005101181801,Bolesławiec,3068,2131,69,0,27,374,162,893,206,325,63,12,0,0,0,0
PL_1005101181802,Czastary,3080,2111,67,0,36,365,134,1001,187,275,39,7,0,0,0,0
PL_1005101181803,Galewice,4745,3300,93,0,59,502,186,1559,309,510,72,10,0,0,0,0
PL_1005101181804,Lututów,3478,2438,80,0,34,364,141,1208,197,370,34,10,0,0,0,0
PL_1005101181805,Łubnice,3171,2238,56,0,27,428,141,986,191,321,66,22,0,0,0,0
PL_1005101181806,Sokolniki,3972,2873,38,0,48,437,194,1268,275,537,65,11,0,0,0,0
PL_1005101181807,Wieruszów,11474,8717,154,0,118,1484,652,2889,580,2114,170,556,0,0,0,0
PL_1005101181901,Zduńska Wola,30015,22447,387,0,268,3210,1292,8239,1277,7351,358,65,0,0,0,0
PL_1005101181902,Szadek,5622,4152,113,0,61,869,206,1842,255,708,78,20,0,0,0,0
PL_1005101181903,Zapolice,4179,3023,71,0,55,493,160,1250,226,717,43,8,0,0,0,0
PL_1005101181904,Zduńska Wola,9366,6970,123,0,110,1253,316,2961,487,1581,115,24,0,0,0,0
PL_1005101152001,Głowno,10722,7897,180,0,145,1085,820,2558,534,2461,89,25,0,0,0,0
PL_1005101152002,Ozorków,14093,10373,208,0,173,1347,958,3791,729,2979,152,36,0,0,0,0
PL_1005101152003,Zgierz,41928,32538,530,0,536,4225,3183,10155,2025,11363,375,146,0,0,0,0
PL_1005101152004,Aleksandrów Łódzki,25398,20684,314,0,238,2521,1789,5469,1223,8847,223,60,0,0,0,0
PL_1005101152005,Głowno,3763,2730,71,0,39,411,187,1408,236,330,35,13,0,0,0,0
PL_1005101152006,Ozorków,5720,4424,100,0,68,557,334,2008,354,943,48,12,0,0,0,0
PL_1005101152007,Parzęczew,4293,3334,103,0,58,541,290,1250,266,754,62,10,0,0,0,0
PL_1005101152008,Stryków,10056,7948,127,0,174,1206,679,2753,601,2249,129,30,0,0,0,0
PL_1005101152009,Zgierz,12203,9903,152,0,183,1274,939,3356,636,3217,111,35,0,0,0,0
PL_1005101152101,Brzeziny,9555,7182,135,0,95,875,625,2848,470,2027,107,0,0,0,0,0
PL_1005101152102,Brzeziny,4634,3658,59,0,75,565,283,1516,278,821,61,0,0,0,0,0
PL_1005101152103,Dmosin,3571,2607,45,0,56,389,217,1223,209,440,28,0,0,0,0,0
PL_1005101152104,Jeżów,2590,1960,38,0,40,361,72,1056,134,235,24,0,0,0,0,0
PL_1005101152105,Rogów,3658,2747,56,0,49,333,167,1361,208,535,38,0,0,0,0,0
PL_1005101166101,Łódź,499671,396482,3645,0,4651,45657,50412,97825,20854,168992,4446,0,0,0,0,0
PL_1005101176201,Piotrków Trybunalski,53424,40139,581,0,565,4873,3273,14161,2378,13737,471,100,0,0,0,0
PL_1005101196301,Skierniewice,35400,28007,368,0,509,4343,2751,9145,1851,8518,430,92,0,0,0,0
PL_1001121200101,Bochnia,22137,16940,196,0,169,3898,767,6353,1264,3906,387,0,0,0,0,0
PL_1001121200102,Bochnia,15520,11482,209,0,151,2153,375,5973,940,1412,269,0,0,0,0,0
PL_1001121200103,Drwinia,5159,3770,44,0,46,650,113,2241,326,288,62,0,0,0,0,0
PL_1001121200104,Lipnica Murowana,4197,3059,76,0,39,419,56,1881,211,325,52,0,0,0,0,0
PL_1001121200105,Łapanów,6468,4865,88,0,64,928,143,2610,432,490,110,0,0,0,0,0
PL_1001121200106,Nowy Wiśnicz,11218,8750,143,0,100,1467,257,4824,660,1092,207,0,0,0,0,0
PL_1001121200107,Rzezawa,8647,6279,89,0,84,996,226,3453,584,705,142,0,0,0,0,0
PL_1001121200108,Trzciana,4259,3378,63,0,32,549,68,2077,244,249,96,0,0,0,0,0
PL_1001121200109,Żegocina,4123,3284,44,0,28,390,60,2218,253,199,92,0,0,0,0,0
PL_1001121240201,Borzęcin,6413,4241,97,0,64,569,124,2368,442,478,99,0,0,0,0,0
PL_1001121240202,Brzesko,27371,19472,285,0,242,3437,798,8847,1675,3651,537,0,0,0,0,0
PL_1001121240203,Czchów,7319,5149,101,0,82,774,190,2867,432,529,174,0,0,0,0,0
PL_1001121240204,Dębno,11100,7960,164,0,112,1325,280,3985,815,1014,265,0,0,0,0,0
PL_1001121240205,Gnojnik,6034,4261,72,0,36,579,89,2563,457,358,107,0,0,0,0,0
PL_1001121240206,Iwkowa,4944,3637,69,0,37,726,51,2191,291,192,80,0,0,0,0,0
PL_1001121240207,Szczurowa,7255,4515,124,0,55,667,147,2566,364,486,106,0,0,0,0,0
PL_1001121230301,Alwernia,9751,7233,123,0,119,1218,442,3049,516,1659,107,0,0,0,0,0
PL_1001121230302,Babice,7074,5362,98,0,101,884,303,2195,361,1351,69,0,0,0,0,0
PL_1001121230303,Chrzanów,34358,25806,376,0,387,3865,2680,8128,1506,8541,323,0,0,0,0,0
PL_1001121230304,Libiąż,16592,12552,170,0,170,1371,796,5062,836,4005,142,0,0,0,0,0
PL_1001121230305,Trzebinia,25593,19143,254,0,351,2750,1644,6229,1428,6216,271,0,0,0,0,0
PL_1001121240401,Bolesław,2091,1063,21,0,15,193,32,664,67,57,14,0,0,0,0,0
PL_1001121240402,Dąbrowa Tarnowska,16120,10568,170,0,131,1682,278,6171,727,1233,176,0,0,0,0,0
PL_1001121240403,Gręboszów,2543,1492,31,0,36,308,31,944,49,81,12,0,0,0,0,0
PL_1001121240404,Mędrzechów,2673,1600,66,0,25,251,38,933,124,130,33,0,0,0,0,0
PL_1001121240405,Olesno,5977,3745,56,0,50,540,82,2361,300,284,72,0,0,0,0,0
PL_1001121240406,Radgoszcz,5742,3661,87,0,37,357,62,2579,286,198,55,0,0,0,0,0
PL_1001121240407,Szczucin,9824,6153,144,0,91,906,175,3589,426,745,77,0,0,0,0,0
PL_1001121220501,Gorlice,20146,13983,217,0,318,2050,783,5582,872,3784,377,0,0,0,0,0
PL_1001121220502,Biecz,12819,8570,133,0,169,1185,262,4775,670,1021,355,0,0,0,0,0
PL_1001121220503,Bobowa,7160,5014,98,0,98,559,133,3097,487,435,107,0,0,0,0,0
PL_1001121220504,Gorlice,13092,9228,161,0,195,1329,336,4803,745,1422,237,0,0,0,0,0
PL_1001121220505,Lipinki,5294,3651,62,0,68,456,115,2157,248,366,179,0,0,0,0,0
PL_1001121220506,Łużna,6429,4397,84,0,75,560,126,2477,440,503,132,0,0,0,0,0
PL_1001121220507,Moszczenica,3764,2508,45,0,41,345,56,1508,242,171,100,0,0,0,0,0
PL_1001121220508,Ropa,4107,2968,42,0,59,349,82,1724,277,306,129,0,0,0,0,0
PL_1001121220509,Sękowa,3934,2691,53,0,41,583,89,1211,189,465,60,0,0,0,0,0
PL_1001121220510,Uście Gorlickie,5571,3794,116,0,106,671,160,1583,305,799,54,0,0,0,0,0
PL_1001121200601,Czernichów,11651,8609,149,0,158,1362,525,3768,790,1730,127,0,0,0,0,0
PL_1001121200602,Igołomia-Wawrzeńczyce,6083,4257,86,0,44,630,191,2227,433,603,43,0,0,0,0,0
PL_1001121200603,Iwanowice,7316,5580,123,0,103,846,244,2705,491,979,89,0,0,0,0,0
PL_1001121200604,Jerzmanowice-Przeginia,8609,6546,154,0,83,845,387,3400,579,1012,86,0,0,0,0,0
PL_1001121200605,Kocmyrzów-Luborzyca,12883,9930,177,0,162,1805,618,3988,807,2175,198,0,0,0,0,0
PL_1001121200606,Krzeszowice,25054,19008,327,0,304,2546,1287,7278,1455,5456,355,0,0,0,0,0
PL_1001121200607,Liszki,13772,10653,173,0,130,1617,606,4802,938,2194,193,0,0,0,0,0
PL_1001121200608,Michałowice,8916,7329,105,0,121,1370,471,2400,593,2122,147,0,0,0,0,0
