gisco_id,name,registered,turnout,invalid,blank,KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY,KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE,KOMITET WYBORCZY NOWA LEWICA,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI,KOMITET WYBORCZY POLSKA JEST JEDNA,KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU,KOMITET WYBORCZY NORMALNY KRAJ,KOMITET WYBORCZY ANTYPARTIA,KOMITET WYBORCZY RUCH NAPRAWY POLSKI,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
PL_1003021010101,Bolesławiec,28421,20667,370,0,869,2338,2035,5807,1254,7695,299,0,0,0,0,0
PL_1003021010102,Bolesławiec,11238,8178,154,0,354,1091,650,2687,662,2436,144,0,0,0,0,0
PL_1003021010103,Gromadka,4048,2697,86,0,77,210,208,1161,194,623,138,0,0,0,0,0
PL_1003021010104,Nowogrodziec,11166,7326,215,0,271,902,585,3056,652,1517,128,0,0,0,0,0
PL_1003021010105,Osiecznica,5162,3335,95,0,112,375,300,1133,301,946,73,0,0,0,0,0
PL_1003021010106,Warta Bolesławiecka,6359,4329,133,0,220,423,368,1621,362,1112,90,0,0,0,0,0
PL_1003021030201,Bielawa,21858,14779,257,0,255,1881,1381,4841,992,4930,242,0,0,0,0,0
PL_1003021030202,Dzierżoniów,23803,16892,273,0,234,1947,1245,5458,1107,6337,291,0,0,0,0,0
PL_1003021030203,Pieszyce,6930,4475,126,0,100,486,268,1583,325,1442,145,0,0,0,0,0
PL_1003021030204,Piława Górna,4527,2915,78,0,55,399,206,1126,215,789,47,0,0,0,0,0
PL_1003021030205,Dzierżoniów,7047,5044,131,0,81,514,252,1905,416,1644,101,0,0,0,0,0
PL_1003021030206,Łagiewniki,5806,4131,81,0,82,514,252,1873,333,949,47,0,0,0,0,0
PL_1003021030207,Niemcza,4071,2679,102,0,62,300,193,1079,194,720,29,0,0,0,0,0
PL_1003021020301,Głogów,47495,34883,548,0,677,3132,3235,12243,2011,12580,457,0,0,0,0,0
PL_1003021020302,Głogów,5293,4057,65,0,97,411,292,1608,280,1262,42,0,0,0,0,0
PL_1003021020303,Jerzmanowa,4147,3296,59,0,57,468,297,1107,240,1016,52,0,0,0,0,0
PL_1003021020304,Kotla,3311,2299,69,0,46,95,91,940,123,913,22,0,0,0,0,0
PL_1003021020305,Pęcław,1610,1109,36,0,29,155,47,565,76,192,9,0,0,0,0,0
PL_1003021020306,Żukowice,2554,1783,46,0,55,156,158,749,121,471,27,0,0,0,0,0
PL_1003021020401,Góra,14205,9321,178,0,392,1279,971,3265,585,2534,117,0,0,0,0,0
PL_1003021020402,Jemielno,2197,1406,46,0,51,141,146,682,104,202,34,0,0,0,0,0
PL_1003021020403,Niechlów,3530,2247,83,0,139,205,193,1122,166,296,43,0,0,0,0,0
PL_1003021020404,Wąsosz,5405,3562,137,0,124,406,313,1409,268,856,49,0,0,0,0,0
PL_1003021010501,Jawor,16564,11643,174,0,287,1060,1308,4459,614,3628,113,0,0,0,0,0
PL_1003021010502,Bolków,7678,4918,162,0,133,520,485,1842,299,1429,48,0,0,0,0,0
PL_1003021010503,Męcinka,3936,2811,56,0,63,277,218,1351,189,624,33,0,0,0,0,0
PL_1003021010504,Mściwojów,2994,2024,48,0,61,258,156,785,125,563,28,0,0,0,0,0
PL_1003021010505,Paszowice,3154,2183,43,0,54,276,194,903,165,520,28,0,0,0,0,0
PL_1003021010506,Wądroże Wielkie,3064,2091,47,0,46,405,146,799,137,486,25,0,0,0,0,0
PL_1003021010601,Karpacz,4996,3901,49,0,95,458,379,815,198,1864,43,0,0,0,0,0
PL_1003021010602,Kowary,7678,5218,83,0,112,556,521,1389,246,2129,182,0,0,0,0,0
PL_1003021010603,Piechowice,4519,3266,71,0,81,384,290,865,179,1340,56,0,0,0,0,0
PL_1003021010604,Szklarska Poręba,5515,4167,70,0,116,530,435,953,237,1761,65,0,0,0,0,0
PL_1003021010605,Janowice Wielkie,3291,2304,59,0,69,251,209,609,131,936,40,0,0,0,0,0
PL_1003021010606,Jeżów Sudecki,5847,4285,51,0,85,487,409,1028,222,1940,63,0,0,0,0,0
PL_1003021010607,Mysłakowice,7685,5508,113,0,132,656,487,1541,335,2162,82,0,0,0,0,0
PL_1003021010608,Podgórzyn,6471,4719,105,0,95,435,431,1100,251,2246,56,0,0,0,0,0
PL_1003021010609,Stara Kamienica,4047,2756,84,0,63,315,324,809,165,953,43,0,0,0,0,0
PL_1003021010701,Kamienna Góra,13564,9152,206,0,181,794,804,3039,450,3553,125,0,0,0,0,0
PL_1003021010702,Kamienna Góra,6662,4834,123,0,123,552,412,1662,288,1592,82,0,0,0,0,0
PL_1003021010703,Lubawka,8134,5687,146,0,167,586,584,1799,303,2022,80,0,0,0,0,0
PL_1003021010704,Marciszów,3364,2213,54,0,55,274,182,780,127,694,47,0,0,0,0,0
PL_1003021030801,Duszniki-Zdrój,3910,2898,49,0,59,290,238,926,149,1143,44,0,0,0,0,0
PL_1003021030802,Kłodzko,19773,13791,228,0,261,1693,1101,4175,729,5440,164,0,0,0,0,0
PL_1003021030803,Kudowa-Zdrój,8348,6229,112,0,115,674,462,2101,327,2340,98,0,0,0,0,0
PL_1003021030804,Nowa Ruda,15869,10232,130,0,214,912,709,3084,520,4472,191,0,0,0,0,0
PL_1003021030805,Polanica-Zdrój,5651,4161,78,0,117,527,341,1258,173,1605,62,0,0,0,0,0
PL_1003021030806,Bystrzyca Kłodzka,14065,9554,219,0,179,837,496,3466,471,3731,155,0,0,0,0,0
PL_1003021030807,Kłodzko,12758,8479,237,0,155,1739,425,3197,444,2162,120,0,0,0,0,0
PL_1003021030808,Lądek-Zdrój,6784,4679,101,0,77,808,328,1582,271,1451,61,0,0,0,0,0
PL_1003021030809,Lewin Kłodzki,1579,1055,13,0,24,141,95,366,69,329,18,0,0,0,0,0
PL_1003021030810,Międzylesie,5476,3674,100,0,80,415,247,1282,204,1276,70,0,0,0,0,0
PL_1003021030811,Nowa Ruda,8576,5596,137,0,113,623,436,1852,316,2022,97,0,0,0,0,0
PL_1003021030812,Radków,6711,4286,130,0,83,496,215,1587,308,1353,114,0,0,0,0,0
PL_1003021030813,Stronie Śląskie,5554,3670,76,0,73,521,348,1095,219,1293,45,0,0,0,0,0
PL_1003021030814,Szczytna,5476,3675,76,0,127,514,229,1202,214,1260,53,0,0,0,0,0
PL_1003021020901,Chojnów,9547,6518,147,0,149,520,538,2397,491,2192,84,0,0,0,0,0
PL_1003021020902,Chojnów,7213,4988,152,0,153,511,331,2126,369,1225,121,0,0,0,0,0
PL_1003021020903,Krotoszyce,2510,1833,43,0,104,169,119,764,125,474,35,0,0,0,0,0
PL_1003021020904,Kunice,5625,4437,82,0,117,582,329,1354,305,1575,93,0,0,0,0,0
PL_1003021020905,Legnickie Pole,3801,2916,91,0,121,314,200,1194,212,744,40,0,0,0,0,0
PL_1003021020906,Miłkowice,5279,4011,68,0,139,458,296,1459,295,1228,68,0,0,0,0,0
PL_1003021020907,Prochowice,5630,3923,121,0,92,593,265,1460,294,1039,59,0,0,0,0,0
PL_1003021020908,Ruja,1947,1245,37,0,37,143,93,600,93,225,17,0,0,0,0,0
PL_1003021011001,Lubań,14969,10716,137,0,337,1177,1280,3248,632,3789,116,0,0,0,0,0
PL_1003021011002,Świeradów-Zdrój,3673,2712,36,0,73,304,245,775,123,1112,44,0,0,0,0,0
PL_1003021011003,Leśna,7274,4744,164,0,461,465,476,1564,258,1296,60,0,0,0,0,0
PL_1003021011004,Lubań,4962,3417,107,0,166,589,328,1077,233,877,40,0,0,0,0,0
PL_1003021011005,Olszyna,4837,3183,72,0,101,334,553,1029,202,844,48,0,0,0,0,0
PL_1003021011006,Platerówka,1220,912,40,0,34,104,95,356,65,191,27,0,0,0,0,0
PL_1003021011007,Siekierczyn,3828,2631,68,0,88,329,294,961,148,717,26,0,0,0,0,0
PL_1003021021101,Lubin,51693,38682,595,0,2759,3539,3164,14099,2309,11740,477,0,0,0,0,0
PL_1003021021102,Lubin,13142,10422,174,0,545,1163,826,3704,783,3060,167,0,0,0,0,0
PL_1003021021103,Rudna,5878,4278,143,0,227,458,315,1909,315,856,55,0,0,0,0,0
PL_1003021021104,Ścinawa,7341,5170,123,0,215,455,335,2603,301,1043,95,0,0,0,0,0
PL_1003021011201,Gryfów Śląski,7026,4761,114,0,145,598,583,1489,244,1481,107,0,0,0,0,0
PL_1003021011202,Lubomierz,4439,2812,108,0,75,359,253,986,175,812,44,0,0,0,0,0
PL_1003021011203,Lwówek Śląski,12634,8642,201,0,222,1398,808,2683,476,2692,162,0,0,0,0,0
PL_1003021011204,Mirsk,6434,4061,105,0,125,465,392,1404,222,1293,55,0,0,0,0,0
PL_1003021011205,Wleń,3232,2174,85,0,65,249,239,750,116,642,28,0,0,0,0,0
PL_1003021041301,Cieszków,3564,2498,51,0,84,423,222,995,202,473,48,0,0,0,0,0
PL_1003021041302,Krośnice,6109,4187,73,0,138,578,325,1692,366,948,67,0,0,0,0,0
PL_1003021041303,Milicz,18218,12670,271,0,427,1923,1280,4545,817,3223,184,0,0,0,0,0
PL_1003021041401,Oleśnica,27103,20576,318,0,722,2887,2058,5909,1295,7073,314,0,0,0,0,0
PL_1003021041402,Bierutów,7272,4887,137,0,133,602,309,1915,334,1376,81,0,0,0,0,0
PL_1003021041403,Dobroszyce,5480,4073,61,0,134,563,305,1431,319,1194,66,0,0,0,0,0
PL_1003021041404,Dziadowa Kłoda,3426,2297,95,0,57,465,164,758,173,510,75,0,0,0,0,0
PL_1003021041405,Międzybórz,3835,2579,78,0,87,388,188,878,234,691,35,0,0,0,0,0
PL_1003021041406,Oleśnica,11143,8280,162,0,271,1279,591,2641,663,2545,128,0,0,0,0,0
PL_1003021041407,Syców,12760,9177,167,0,306,1740,840,2494,679,2771,180,0,0,0,0,0
PL_1003021041408,Twardogóra,9841,6905,178,0,209,948,577,2378,461,1985,169,0,0,0,0,0
PL_1003021041501,Oława,24443,18525,211,0,556,2389,1701,5445,1289,6679,255,0,0,0,0,0
PL_1003021041502,Domaniów,3956,2880,62,0,100,407,194,1196,216,649,56,0,0,0,0,0
PL_1003021041503,Jelcz-Laskowice,17501,13050,163,0,372,1733,918,4583,1000,4057,224,0,0,0,0,0
PL_1003021041504,Oława,11735,8972,130,0,482,1091,632,3129,725,2631,152,0,0,0,0,0
PL_1003021021601,Chocianów,9401,6727,133,0,256,681,425,3201,575,1330,126,0,0,0,0,0
PL_1003021021602,Gaworzyce,2858,2118,57,0,68,191,136,1015,152,456,43,0,0,0,0,0
PL_1003021021603,Grębocice,4127,2864,107,0,142,271,209,1279,225,601,30,0,0,0,0,0
PL_1003021021604,Polkowice,19588,14268,262,0,361,1978,1216,5584,1022,3615,230,0,0,0,0,0
PL_1003021021605,Przemków,6045,3979,116,0,80,423,316,1742,454,812,36,0,0,0,0,0
PL_1003021021606,Radwanice,3776,2765,52,0,91,416,219,1223,187,545,32,0,0,0,0,0
PL_1003021041701,Borów,4093,2997,59,0,83,400,155,1337,218,641,104,0,0,0,0,0
PL_1003021041702,Kondratowice,3263,2162,65,0,53,127,101,933,103,758,22,0,0,0,0,0
PL_1003021041703,Przeworno,3660,2510,82,0,84,211,112,1174,187,609,51,0,0,0,0,0
PL_1003021041704,Strzelin,17371,12728,220,0,594,1417,943,4228,790,4362,174,0,0,0,0,0
PL_1003021041705,Wiązów,5439,3715,87,0,98,385,226,1700,294,857,68,0,0,0,0,0
PL_1003021041801,Kostomłoty,5447,3688,98,0,104,496,230,1607,318,782,53,0,0,0,0,0
PL_1003021041802,Malczyce,4408,3121,95,0,82,510,219,1194,271,728,22,0,0,0,0,0
PL_1003021041803,Miękinia,14458,11532,144,0,314,1749,999,2971,1016,4182,157,0,0,0,0,0
PL_1003021041804,Środa Śląska,15021,10960,233,0,217,1347,812,3639,853,3715,144,0,0,0,0,0
PL_1003021041805,Udanin,3931,2714,57,0,51,299,166,1407,186,514,34,0,0,0,0,0
PL_1003021031901,Świdnica,41069,30596,394,0,415,3455,3333,8567,1839,12160,433,0,0,0,0,0
PL_1003021031902,Świebodzice,16669,11740,171,0,248,1336,1048,3615,733,4476,113,0,0,0,0,0
PL_1003021031903,Dobromierz,3893,2614,94,0,47,288,162,1123,158,716,26,0,0,0,0,0
PL_1003021031904,Jaworzyna Śląska,7734,5213,107,0,86,645,405,1950,418,1512,90,0,0,0,0,0
PL_1003021031905,Marcinowice,5127,3852,110,0,49,528,288,1486,319,968,104,0,0,0,0,0
PL_1003021031906,Strzegom,18981,13383,273,0,223,1434,1121,5069,988,4083,192,0,0,0,0,0
PL_1003021031907,Świdnica,13370,9834,207,0,180,1455,837,3101,690,3209,155,0,0,0,0,0
PL_1003021031908,Żarów,9429,6604,138,0,106,713,619,2247,478,2175,128,0,0,0,0,0
PL_1003021042001,Oborniki Śląskie,16077,12485,204,0,469,1472,1067,3753,844,4350,326,0,0,0,0,0
PL_1003021042002,Prusice,7253,5161,156,0,382,557,323,2028,388,1216,111,0,0,0,0,0
PL_1003021042003,Trzebnica,18879,14394,313,0,609,1779,1250,4629,995,4546,273,0,0,0,0,0
PL_1003021042004,Wisznia Mała,8762,7084,100,0,256,902,535,2180,483,2493,135,0,0,0,0,0
PL_1003021042005,Zawonia,4694,3190,80,0,151,422,217,1148,241,883,48,0,0,0,0,0
PL_1003021042006,Żmigród,11119,7756,253,0,1275,1061,503,2377,439,1767,81,0,0,0,0,0
PL_1003021032101,Boguszów-Gorce,10823,6890,170,0,105,762,631,1895,397,2736,194,0,0,0,0,0
PL_1003021032102,Jedlina-Zdrój,3439,2415,36,0,33,323,221,620,126,1028,28,0,0,0,0,0
PL_1003021032103,Szczawno-Zdrój,4593,3673,40,0,33,374,273,931,159,1824,39,0,0,0,0,0
PL_1003021032104,Czarny Bór,3762,2694,74,0,63,324,213,975,185,800,60,0,0,0,0,0
PL_1003021032105,Głuszyca,6419,4256,112,0,68,519,305,1207,255,1716,74,0,0,0,0,0
PL_1003021032106,Mieroszów,4974,3243,74,0,52,334,272,1003,176,1277,55,0,0,0,0,0
PL_1003021032107,Stare Bogaczowice,3304,2356,53,0,43,349,156,782,114,831,28,0,0,0,0,0
PL_1003021032108,Walim,4314,2883,53,0,42,447,165,912,185,1046,33,0,0,0,0,0
PL_1003021042201,Brzeg Dolny,12265,8960,160,0,226,1076,838,2792,543,3174,151,0,0,0,0,0
PL_1003021042202,Wińsko,6307,4199,150,0,188,426,245,2125,290,697,78,0,0,0,0,0
PL_1003021042203,Wołów,17899,12606,281,0,606,1550,909,4532,788,3689,251,0,0,0,0,0
PL_1003021042301,Czernica,15480,13233,92,0,298,1945,1119,2863,1078,5598,240,0,0,0,0,0
PL_1003021042302,Długołęka,28763,24058,302,0,595,3814,2260,6035,1803,8879,370,0,0,0,0,0
PL_1003021042303,Jordanów Śląski,2534,2018,66,0,70,252,135,775,196,470,54,0,0,0,0,0
PL_1003021042304,Kąty Wrocławskie,20382,16395,159,0,416,2222,1532,4364,1269,6191,242,0,0,0,0,0
PL_1003021042305,Kobierzyce,16660,13801,191,0,369,2143,1178,3093,950,5699,178,0,0,0,0,0
PL_1003021042306,Mietków,3019,2190,46,0,72,380,174,763,163,552,40,0,0,0,0,0
PL_1003021042307,Sobótka,10109,7418,119,0,166,961,560,2523,553,2406,130,0,0,0,0,0
PL_1003021042308,Siechnice,19387,16250,157,0,515,2541,1527,3650,1253,6381,226,0,0,0,0,0
PL_1003021042309,Żórawina,9322,7449,91,0,187,1406,573,1916,521,2633,122,0,0,0,0,0
PL_1003021032401,Bardo,3937,2617,117,0,59,372,181,927,142,787,32,0,0,0,0,0
PL_1003021032402,Ciepłowody,2339,1487,32,0,29,210,80,658,98,345,35,0,0,0,0,0
PL_1003021032403,Kamieniec Ząbkowicki,6026,4002,102,0,87,631,233,1527,244,1130,48,0,0,0,0,0
PL_1003021032404,Stoszowice,4056,2649,71,0,62,478,135,1082,145,635,41,0,0,0,0,0
PL_1003021032405,Ząbkowice Śląskie,16120,11083,188,0,219,1290,847,4084,618,3701,136,0,0,0,0,0
PL_1003021032406,Ziębice,12662,8015,198,0,196,981,510,3454,473,2109,94,0,0,0,0,0
PL_1003021032407,Złoty Stok,3325,2168,42,0,44,280,167,840,117,643,35,0,0,0,0,0
PL_1003021012501,Zawidów,3000,2076,34,0,76,146,237,748,112,702,21,0,0,0,0,0
PL_1003021012502,Zgorzelec,23550,17571,237,0,468,1824,1907,5361,904,6638,232,0,0,0,0,0
PL_1003021012503,Bogatynia,16749,11581,314,0,400,935,1207,4428,738,3392,167,0,0,0,0,0
PL_1003021012504,Pieńsk,6552,4172,136,0,160,423,357,1332,351,1290,123,0,0,0,0,0
PL_1003021012505,Sulików,4461,3026,121,0,119,271,198,1356,210,705,46,0,0,0,0,0
PL_1003021012506,Węgliniec,6096,3930,107,0,118,465,404,1418,277,1074,67,0,0,0,0,0
PL_1003021012507,Zgorzelec,6897,4899,138,0,142,594,399,1727,328,1518,53,0,0,0,0,0
PL_1003021012601,Wojcieszów,2666,1664,59,0,38,175,181,506,77,613,15,0,0,0,0,0
PL_1003021012602,Złotoryja,11217,8010,99,0,152,767,1098,2670,418,2723,83,0,0,0,0,0
PL_1003021012603,Pielgrzymka,3354,2117,57,0,56,273,161,831,153,551,35,0,0,0,0,0
PL_1003021012604,Świerzawa,5548,3507,112,0,95,369,358,1243,194,1088,48,0,0,0,0,0
PL_1003021012605,Zagrodno,3909,2599,73,0,78,255,149,1260,210,546,28,0,0,0,0,0
PL_1003021012606,Złotoryja,5215,3729,115,0,72,409,344,1436,209,1089,55,0,0,0,0,0
PL_1003021016101,Jelenia Góra,58088,43168,577,0,974,4065,4932,10769,2191,19122,538,0,0,0,0,0
PL_1003021026201,Legnica,69202,50453,641,0,1370,4921,4665,16318,3060,18778,700,0,0,0,0,0
PL_1003021056401,Wrocław,508558,412995,3146,0,9098,55327,57254,88696,27203,167248,5023,0,0,0,0,0
PL_1003021036501,Wałbrzych,75920,52652,863,0,773,5456,4137,14704,2425,23593,701,0,0,0,0,0
PL_1004041080101,Aleksandrów Kujawski,9233,6295,156,0,156,792,748,1973,407,1967,81,15,0,0,0,0
PL_1004041080102,Ciechocinek,11568,9202,107,0,192,979,876,3287,377,3276,83,25,0,0,0,0
PL_1004041080103,Nieszawa,1403,992,35,0,28,142,111,386,60,213,14,3,0,0,0,0
PL_1004041080104,Aleksandrów Kujawski,9063,6121,203,0,154,886,534,2303,518,1442,65,16,0,0,0,0
PL_1004041080105,Bądkowo,3248,2241,83,0,58,313,200,1031,200,332,13,11,0,0,0,0
PL_1004041080106,Koneck,2459,1593,55,0,53,231,100,800,117,224,11,2,0,0,0,0
PL_1004041080107,Raciążek,2503,1704,56,0,41,185,152,695,114,435,20,6,0,0,0,0
PL_1004041080108,Waganiec,3415,2370,100,0,53,274,180,1202,159,369,29,4,0,0,0,0
PL_1004041080109,Zakrzewo,2671,1723,104,0,34,306,112,773,123,244,22,5,0,0,0,0
PL_1004041070201,Brodnica,20207,14555,246,0,124,2700,1087,4229,821,4715,584,49,0,0,0,0
PL_1004041070202,Bobrowo,4833,3193,105,0,32,658,170,1378,186,556,104,4,0,0,0,0
PL_1004041070203,Brodnica,6638,4721,92,0,31,1059,331,1468,305,1227,199,9,0,0,0,0
PL_1004041070204,Brzozie,2938,2104,82,0,27,379,83,986,161,334,33,19,0,0,0,0
PL_1004041070205,Górzno,2931,2057,96,0,19,484,95,870,114,311,39,29,0,0,0,0
PL_1004041070206,Bartniczka,3490,2358,84,0,25,509,121,1119,157,277,54,12,0,0,0,0
PL_1004041070207,Jabłonowo Pomorskie,6628,4152,128,0,57,895,232,1690,341,668,128,13,0,0,0,0
PL_1004041070208,Osiek,2981,1840,55,0,26,406,90,827,119,280,29,8,0,0,0,0
PL_1004041070209,Świedziebnia,3862,2486,55,0,17,882,111,1023,139,228,23,8,0,0,0,0
PL_1004041070210,Zbiczno,3828,2699,97,0,36,650,172,938,159,575,68,4,0,0,0,0
PL_1004041060301,Białe Błota,17900,14872,134,0,195,2744,1387,3171,1057,5983,201,0,0,0,0,0
PL_1004041060302,Dąbrowa Chełmińska,6497,4503,94,0,78,774,356,1435,368,1341,57,0,0,0,0,0
PL_1004041060303,Dobrcz,9388,7161,170,0,103,1461,523,2018,522,2252,112,0,0,0,0,0
PL_1004041060304,Koronowo,18233,12729,325,0,178,1719,1020,4016,846,4444,181,0,0,0,0,0
PL_1004041060305,Nowa Wieś Wielka,7884,5910,125,0,103,994,566,1461,458,2093,110,0,0,0,0,0
PL_1004041060306,Osielsko,12654,10985,104,0,143,2061,978,1937,667,4932,163,0,0,0,0,0
PL_1004041060307,Sicienko,7841,5886,125,0,95,940,503,1705,496,1945,77,0,0,0,0,0
PL_1004041060308,Solec Kujawski,11839,8748,132,0,131,1286,860,2215,633,3359,132,0,0,0,0,0
PL_1004041070401,Chełmno,13368,9085,217,0,122,937,799,2548,458,3856,98,50,0,0,0,0
PL_1004041070402,Chełmno,4550,2874,72,0,42,512,211,972,235,787,33,10,0,0,0,0
PL_1004041070403,Kijewo Królewskie,3383,2356,92,0,51,370,158,847,202,607,24,5,0,0,0,0
PL_1004041070404,Lisewo,3721,2558,61,0,31,428,164,1053,193,579,41,8,0,0,0,0
PL_1004041070405,Papowo Biskupie,3150,1876,70,0,26,292,133,791,142,403,18,1,0,0,0,0
PL_1004041070406,Stolno,3944,2646,121,0,38,368,209,986,206,664,41,13,0,0,0,0
PL_1004041070407,Unisław,4980,3434,91,0,67,490,278,1246,187,1013,53,9,0,0,0,0
PL_1004041070501,Golub-Dobrzyń,8684,5937,157,0,56,894,662,2172,354,1553,68,21,0,0,0,0
PL_1004041070502,Ciechocin,3111,2166,49,0,33,384,164,1005,155,346,18,12,0,0,0,0
PL_1004041070503,Golub-Dobrzyń,6858,4619,118,0,58,805,384,1897,353,928,68,8,0,0,0,0
PL_1004041070504,Kowalewo Pomorskie,8623,5813,138,0,84,1139,485,2171,447,1214,87,48,0,0,0,0
PL_1004041070505,Radomin,3025,2008,63,0,26,310,97,1084,148,231,43,6,0,0,0,0
PL_1004041070506,Zbójno,3311,2121,55,0,41,401,183,952,168,290,23,8,0,0,0,0
PL_1004041070601,Grudziądz,9911,7041,100,0,89,1279,689,2135,580,2060,75,34,0,0,0,0
PL_1004041070602,Gruta,4815,3195,107,0,39,536,260,1393,233,576,36,15,0,0,0,0
PL_1004041070603,Łasin,5615,3491,135,0,61,554,326,1543,237,584,37,14,0,0,0,0
PL_1004041070604,Radzyń Chełmiński,3402,2086,76,0,49,371,147,909,159,330,36,9,0,0,0,0
PL_1004041070605,Rogóźno,3045,2008,58,0,38,349,168,874,136,349,33,3,0,0,0,0
PL_1004041070606,Świecie nad Osą,3021,1801,93,0,20,427,95,863,100,181,19,3,0,0,0,0
PL_1004041670701,Inowrocław,53381,39430,654,0,581,4932,3836,10889,1697,16384,457,0,0,0,0,0
PL_1004041670702,Dąbrowa Biskupia,3843,2447,95,0,58,382,137,1020,139,586,30,0,0,0,0,0
PL_1004041670703,Gniewkowo,10551,7117,169,0,295,888,520,2513,501,2116,115,0,0,0,0,0
PL_1004041670704,Inowrocław,9140,6586,175,0,150,1034,441,2262,403,2049,72,0,0,0,0,0
PL_1004041670705,Janikowo,9779,6745,170,0,128,1173,552,2373,411,1881,57,0,0,0,0,0
PL_1004041670706,Kruszwica,13957,9442,293,0,144,1924,668,3520,471,2304,118,0,0,0,0,0
PL_1004041670707,Pakość,7159,4978,163,0,122,714,343,1654,463,1444,75,0,0,0,0,0
PL_1004041670708,Rojewo,3515,2317,102,0,51,335,118,1003,189,478,41,0,0,0,0,0
PL_1004041670709,Złotniki Kujawskie,6789,4734,154,0,115,667,345,1679,373,1321,80,0,0,0,0,0
PL_1004041080801,Lipno,10193,6679,155,0,87,1303,719,2170,390,1783,55,17,0,0,0,0
PL_1004041080802,Bobrowniki,2325,1506,69,0,29,352,145,569,70,252,14,6,0,0,0,0
PL_1004041080803,Chrostkowo,2196,1357,56,0,15,312,61,662,92,147,11,1,0,0,0,0
PL_1004041080804,Dobrzyń nad Wisłą,5695,3644,136,0,42,608,290,1786,243,488,28,23,0,0,0,0
PL_1004041080805,Kikół,5275,3376,135,0,28,1087,203,1303,208,376,25,11,0,0,0,0
PL_1004041080806,Lipno,8780,5521,178,0,88,1287,457,2274,368,812,42,15,0,0,0,0
PL_1004041080807,Skępe,5671,3702,127,0,54,662,276,1469,203,845,32,34,0,0,0,0
PL_1004041080808,Tłuchowo,3549,2329,68,0,45,410,153,1141,201,264,22,25,0,0,0,0
PL_1004041080809,Wielgie,4939,3035,122,0,40,702,280,1163,203,463,30,32,0,0,0,0
PL_1004041670901,Dąbrowa,3441,2311,66,0,54,391,204,944,147,484,21,0,0,0,0,0
PL_1004041670902,Jeziora Wielkie,3566,2360,88,0,35,624,164,957,145,318,29,0,0,0,0,0
PL_1004041670903,Mogilno,18607,13083,273,0,266,2084,1507,4352,873,3532,196,0,0,0,0,0
PL_1004041670904,Strzelno,8622,5871,180,0,178,885,580,2195,323,1452,78,0,0,0,0,0
PL_1004041671001,Kcynia,9578,6255,230,0,117,1095,677,2314,429,1299,94,0,0,0,0,0
PL_1004041671002,Mrocza,6686,4265,151,0,101,617,353,1552,369,1060,62,0,0,0,0,0
PL_1004041671003,Nakło nad Notecią,23885,17132,458,0,360,2564,1739,5134,1051,5608,218,0,0,0,0,0
PL_1004041671004,Sadki,5342,3596,109,0,85,528,343,1395,245,850,41,0,0,0,0,0
PL_1004041671005,Szubin,18441,13178,313,0,238,2105,1280,3862,943,4215,222,0,0,0,0,0
PL_1004041081101,Radziejów,4253,2956,51,0,61,379,371,1145,203,703,25,18,0,0,0,0
PL_1004041081102,Bytoń,2651,1793,52,0,26,246,115,1027,126,185,11,5,0,0,0,0
PL_1004041081103,Dobre,3978,2522,73,0,52,369,183,1260,174,386,12,13,0,0,0,0
PL_1004041081104,Osięciny,5865,3952,112,0,74,535,472,1869,271,578,26,15,0,0,0,0
PL_1004041081105,Piotrków Kujawski,7014,4549,118,0,97,559,445,2301,274,683,63,9,0,0,0,0
PL_1004041081106,Radziejów,3315,2249,63,0,39,374,179,1071,150,347,16,10,0,0,0,0
PL_1004041081107,Topólka,3764,2538,77,0,23,650,147,1197,117,304,20,3,0,0,0,0
PL_1004041071201,Rypin,11839,8193,139,0,85,1268,829,2834,382,2549,86,21,0,0,0,0
PL_1004041071202,Brzuze,4055,2605,93,0,37,451,234,1122,175,445,45,3,0,0,0,0
PL_1004041071203,Rogowo,3646,2334,61,0,37,400,156,1153,170,313,40,4,0,0,0,0
PL_1004041071204,Rypin,5676,3593,123,0,51,782,225,1423,287,627,60,15,0,0,0,0
PL_1004041071205,Skrwilno,4435,2833,47,0,27,552,148,1436,183,378,52,10,0,0,0,0
PL_1004041071206,Wąpielsk,3090,1895,63,0,36,309,147,898,119,285,38,0,0,0,0,0
PL_1004041681301,Kamień Krajeński,5026,3275,108,0,75,401,407,1148,216,852,68,0,0,0,0,0
PL_1004041681302,Sępólno Krajeńskie,11529,7853,183,0,164,991,716,2475,487,2735,102,0,0,0,0,0
PL_1004041681303,Sośno,3532,2241,85,0,54,298,160,971,151,480,42,0,0,0,0,0
PL_1004041681304,Więcbork,9542,6233,165,0,119,822,391,2253,372,1988,123,0,0,0,0,0
