gisco_id,name,registered,turnout,invalid,blank,N-VA,VLAAMS BELANG,open vld,SP.A,CD&V,GROEN,PVDA,DierAnimal,de coöperatie,B.U.B,BUB Belgische Unie,PRO,DéFI,Piratenpartij,Volt,D-SA,PV&S,PS,PTB,MR,CDH,ECOLO,Parti Populaire,COLLECTIF CITOYEN,LISTES DESTEXHE,AGIR,LA DROITE,Lutte Ouvrière,NATION,PCB,LES BELGES D'ABORD,WALLONIE INSOUMISE,PTB*PVDA,Turquoise
BE_K00070,Furnes,40781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00189,Vielsalm,9797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00190,Vilvorde,64901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00191,Virton,17889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00192,Visé,18485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00193,Vleteren,2806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00067,Fourons,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00195,Walcourt,14188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00196,Waremme,40020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00197,Wavre,104455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00198,Wellin,5288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00199,Wervik,13893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00200,Westerlo,52508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00201,Wetteren,38697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00202,Ypres,33409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00203,Zandhoven,75244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00204,Zaventem,53190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00205,Zele,27391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00207,Zonnebeke,9744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00208,Zottegem,21083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00105,Léau,17337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_KAE001,AE Anvers,3936,2859,119,0,706,215,603,210,219,609,117,27,0,0,0,0,0,9,15,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_KAE006,AE Hainaut,1751,1249,97,0,0,6,0,0,0,0,62,0,0,0,0,0,31,0,0,0,0,254,0,234,90,380,37,6,5,6,24,4,8,5,0,0,0,0
BE_KAE009,AE Louvain,2247,1524,97,0,291,78,311,103,145,365,49,0,0,0,39,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_KAE007,AE Liège,2100,1564,121,0,0,14,0,0,0,0,101,16,0,0,0,0,27,0,0,0,0,235,0,390,71,454,45,12,24,0,26,0,6,0,9,13,0,0
BE_KAE010,AE Luxembourg,658,478,30,0,0,4,0,0,0,0,16,0,0,0,0,0,19,0,0,0,0,46,0,133,52,151,17,0,4,0,4,0,2,0,0,0,0,0
BE_KAE011,AE Namur,878,629,35,0,0,5,0,0,0,0,24,6,0,0,0,0,22,0,0,0,0,88,0,136,57,214,16,1,10,2,9,0,4,0,0,0,0,0
BE_KAE005,AE Flandre Orientale,1918,1469,70,0,270,97,355,97,109,367,73,24,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_KAE002,AE Brabant Wallon,1480,1067,43,0,0,17,0,0,0,0,30,0,0,0,0,0,33,0,0,0,0,84,0,412,73,303,23,7,26,0,9,0,0,0,0,5,0,2
BE_KAE004,AE Flandre occidentale,1525,1134,63,0,228,74,215,82,109,304,40,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
