gisco_id,name,registered,turnout,invalid,blank,VLD,sp.a-spirit,CD&V,VLAAMS BLOK,N-VA,AGALEV,VIVANT,LIB. APPEL,Maria,BELG.UNIE-BUB,UFE,RESIST,MR,ECOLO,PS,CDH,CDF,FN,RWF RBF,VIVANT.,PC,VIVANT..,PCP,NATION,RDS-PC,FNB,NOOR,veilig blauw,PH-HP,PVDA,omnium,vital,LSP,BUB-BEB,Vlaams BlokF,FRANCE,PTB,DL,MS,PC-RDS,MDT,PDA,PPR,CHOPE
BE_K00047,Dixmude,37540,35490,2576,0,7025,8476,9916,4412,1879,665,161,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,68,42,48,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00048,Dour,33250,29882,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,5060,1582,13246,3053,188,2022,409,185,321,0,0,95,0,84,0,0,0,0,0,0,0,0,274,133,161,25,52,0,0,0,0,0
BE_K00049,Duffel,38658,35780,1168,0,8514,5399,9023,7262,1821,1474,475,474,0,73,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00050,Durbuy,7562,6800,399,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,524,1766,1599,155,235,44,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,15,0
BE_K00051,Eeklo,38065,35741,2082,0,10389,6779,8955,4410,992,1392,328,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,95,68,0,0,0,0,0,0,0,0,0,0
BE_K00052,Eghezée,21076,19640,1265,0,0,0,0,0,0,0,0,0,0,57,0,0,6041,1488,4734,4111,472,739,193,264,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,43,0,23,0,0,0,0,146
BE_K00053,Enghien,14213,13188,933,0,0,0,0,0,0,0,0,0,0,0,0,0,4062,858,3703,2138,216,560,86,146,33,0,0,27,0,46,0,0,0,0,0,0,0,0,291,26,39,5,19,0,0,0,0,0
BE_K00054,Erezée,4341,4076,334,0,0,0,0,0,0,0,0,0,0,0,0,0,1364,310,752,991,70,126,50,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0
BE_K00055,Estaimpuis,9783,9109,985,0,0,0,0,0,0,0,0,0,0,0,0,0,1662,644,2914,1830,175,427,108,90,46,0,0,53,0,29,0,0,0,0,0,0,0,0,73,33,27,4,9,0,0,0,0,0
BE_K00056,Etalle,11455,10786,980,0,0,0,0,0,0,0,0,0,0,0,0,0,3265,817,2214,2578,226,270,192,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,38,0
BE_K00057,Eupen,24859,22065,2377,0,0,0,0,0,0,0,0,0,0,0,0,0,5617,2114,2554,6439,400,738,50,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,168,0,45,57,25,216,0,0
BE_K00058,Evergem,27792,23031,787,0,5906,5663,4950,3390,921,937,195,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,51,32,0,0,0,0,0,0,0,0,0,0
BE_K00059,Fauvillers,1338,1275,126,0,0,0,0,0,0,0,0,0,0,0,0,0,434,100,128,403,32,35,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
BE_K00060,Ferrières,3290,3026,212,0,0,0,0,0,0,0,0,0,0,0,0,0,979,244,724,640,34,98,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,4,8,4,3,0,0
BE_K00061,Fléron,59997,54414,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,17298,3262,18690,7968,642,2254,396,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,218,0,47,174,69,83,0,0
BE_K00062,Flobecq,6775,6273,522,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,258,2655,658,78,168,73,51,11,0,0,11,0,9,0,0,0,0,0,0,0,0,143,11,8,0,2,0,0,0,0,0
BE_K00063,Florennes,8152,7468,712,0,0,0,0,0,0,0,0,0,0,19,0,0,2058,407,2268,1137,88,478,56,121,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,26,0,11,0,0,0,0,59
BE_K00064,Florenville,7831,7152,625,0,0,0,0,0,0,0,0,0,0,0,0,0,2171,415,2118,1198,224,220,103,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0
BE_K00065,Fontaine-l'Evêque,45960,41779,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,8741,2215,17761,3598,284,3294,565,444,490,0,0,146,0,144,0,0,0,0,0,0,0,0,242,135,289,57,77,0,0,0,0,0
BE_K00066,Fosses-la-Ville,28758,26310,2090,0,0,0,0,0,0,0,0,0,0,83,0,0,6437,2131,7648,4716,342,1591,246,493,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,137,0,37,0,0,0,0,208
BE_K00067,Fourons,2600,1315,89,0,188,127,518,174,167,24,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00068,Frameries,20026,18308,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,2724,846,8516,2340,141,1193,261,125,127,0,0,53,0,72,0,0,0,0,0,0,0,0,119,83,99,31,24,0,0,0,0,0
BE_K00069,Frasnes-Lez-Anvaing,8386,7524,545,0,0,0,0,0,0,0,0,0,0,0,0,0,2487,438,2239,914,184,234,66,105,32,0,0,33,0,19,0,0,0,0,0,0,0,0,154,27,26,6,15,0,0,0,0,0
BE_K00070,Furnes,37183,33977,1605,0,9525,7405,7007,4007,2407,944,357,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,108,44,51,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00071,Gand,178211,163599,5856,0,47622,37708,20491,27368,6245,13430,2199,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,662,394,0,0,0,0,0,0,0,0,0,0
BE_K00072,Gedinne,7730,7199,733,0,0,0,0,0,0,0,0,0,0,18,0,0,2150,356,1612,1650,89,314,48,117,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,20,0,6,0,0,0,0,65
BE_K00073,Gembloux,52524,48180,3559,0,0,0,0,0,0,0,0,0,0,138,0,0,10465,3692,19534,5568,463,2912,395,588,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,179,0,70,0,0,0,0,348
BE_K00074,Genappe,16975,15587,773,0,0,0,0,0,0,0,0,0,0,63,0,0,6070,1352,3694,2068,253,728,208,289,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
BE_K00075,Genk,57040,54281,1909,0,9396,16165,12443,8431,2743,1408,529,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00076,Gistel,25856,24675,1504,0,5452,6505,5873,3056,1241,552,215,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,45,26,45,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00077,Glabbeek,14725,13782,632,0,4304,2585,2854,1682,706,620,217,67,81,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00078,Grâce-Hollogne,37575,34033,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,6973,2052,15784,3206,320,1937,234,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,308,0,414,170,69,75,0,0
BE_K00079,Grammont,24588,23042,1178,0,7250,6090,3460,3467,596,604,166,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,74,46,0,0,0,0,0,0,0,0,0,0
BE_K00080,Héron,5162,4806,273,0,0,0,0,0,0,0,0,0,0,0,0,0,1872,334,1349,617,50,156,44,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,8,6,4,4,0,0
BE_K00081,Haacht,57177,53266,2207,0,14589,10737,10875,8076,2581,2236,1080,413,319,77,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00082,Hal,86571,79416,4847,0,13035,10951,11784,11391,2709,1649,0,207,235,238,0,0,11043,2020,4527,2151,530,747,116,0,0,687,106,57,63,89,105,90,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00083,Hamme,25819,24461,770,0,6651,5300,4823,4462,885,815,186,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,58,42,0,0,0,0,0,0,0,0,0,0
BE_K00084,Hannut,18478,17223,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,7772,1025,4185,1936,129,465,135,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,37,0,20,25,13,24,0,0
BE_K00085,Harelbeke,57467,56567,2795,0,10774,12234,17238,7638,3693,1338,342,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,166,84,62,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00086,Hasselt,83447,78507,2565,0,13642,31278,12672,10987,3481,2097,991,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00087,Heist-op-den-Berg,59131,55624,2822,0,11885,10666,14046,10732,2428,1607,665,471,0,183,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00088,Herck-la-Ville,26695,25508,1350,0,4295,9050,5183,3636,1079,495,268,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00089,Herentals,75082,70967,2886,0,14946,16181,17339,12274,3149,2629,866,415,0,136,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00090,Herstal,22472,19971,1127,0,0,0,0,0,0,0,0,0,0,0,0,0,4114,1003,8814,2252,144,1260,127,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,634,0,31,100,45,40,0,0
BE_K00091,Herve,15742,14725,844,0,0,0,0,0,0,0,0,0,0,0,0,0,4996,860,3273,3690,232,508,85,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,7,18,7,19,0,0
BE_K00092,Herzele,34401,32606,1771,0,10693,6098,6296,4945,1345,879,250,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,90,47,0,0,0,0,0,0,0,0,0,0
BE_K00093,Hooglede,16004,15204,978,0,2996,2722,5086,1495,1313,359,114,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,25,19,17,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00094,Hoogstraten,25920,24813,953,0,6858,3863,7021,3758,801,1109,204,154,0,36,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00095,Horebeke,7594,7291,310,0,3064,1216,1396,669,225,290,54,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,15,18,0,0,0,0,0,0,0,0,0,0
BE_K00096,Houffalize,3432,3184,262,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,147,595,854,75,101,28,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0
BE_K00097,Huy,46938,40243,3453,0,0,0,0,0,0,0,0,0,0,0,0,0,10325,3874,14186,4442,500,1670,475,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,223,0,73,105,30,75,0,0
BE_K00098,Ixelles,74238,62694,2073,0,1400,1137,797,1668,243,442,0,150,357,188,0,0,23145,8749,11982,5713,1146,1586,397,0,0,616,244,87,286,165,33,42,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00099,Izegem,29592,28031,1642,0,3989,5595,7253,3343,5161,703,162,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,48,29,35,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00100,Jodoigne,28394,26615,1209,0,0,0,0,0,0,0,0,0,0,141,0,0,11243,1863,7223,3001,442,770,253,353,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
BE_K00101,Kapellen,84367,78033,2314,0,19556,14962,11087,20869,3412,2966,1301,1137,0,150,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00102,Kaprijke,4799,4544,187,0,1293,909,1272,432,166,203,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,3,0,0,0,0,0,0,0,0,0,0
BE_K00103,Kontich,92007,85398,1946,0,19761,15951,15562,18608,5011,4970,1520,1546,0,217,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00104,Kruishoutem,11514,11059,537,0,3739,1565,3322,1099,285,362,87,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,12,12,0,0,0,0,0,0,0,0,0,0
BE_K00105,Léau,16571,15702,825,0,4159,3634,3738,2427,316,282,160,51,73,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
