gisco_id,name,registered,turnout,invalid,blank,VLD,sp.a-spirit,CD&V,VLAAMS BLOK,N-VA,AGALEV,VIVANT,LIB. APPEL,Maria,BELG.UNIE-BUB,UFE,RESIST,MR,ECOLO,PS,CDH,CDF,FN,RWF RBF,VIVANT.,PC,VIVANT..,PCP,NATION,RDS-PC,FNB,NOOR,veilig blauw,PH-HP,PVDA,omnium,vital,LSP,BUB-BEB,Vlaams BlokF,FRANCE,PTB,DL,MS,PC-RDS,MDT,PDA,PPR,CHOPE
BE_K00106,La Louvière,45852,41523,3560,0,0,0,0,0,0,0,0,0,0,0,0,0,6279,2065,20407,3286,276,2681,438,380,516,0,0,147,0,201,0,0,0,0,0,0,0,0,312,278,479,35,183,0,0,0,0,0
BE_K00107,La Roche-en-Ardenne,6652,6288,482,0,0,0,0,0,0,0,0,0,0,0,0,0,2374,329,1158,1508,109,199,41,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,13,0
BE_K00108,Landen,11629,10947,702,0,2707,3069,1983,1570,295,317,139,43,53,49,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00109,Le Roeulx,5623,5240,359,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,317,1960,624,60,283,86,51,56,0,0,16,0,16,0,0,0,0,0,0,0,0,43,14,28,6,12,0,0,0,0,0
BE_K00110,Lennik,54281,44170,3231,0,7905,4942,10484,5246,1347,930,0,222,102,122,0,0,3322,2090,1721,1042,453,260,153,0,0,359,41,25,28,28,40,58,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00111,Lens,9233,8681,324,0,0,0,0,0,0,0,0,0,0,0,0,0,3639,502,2703,750,68,381,89,51,30,0,0,15,0,20,0,0,0,0,0,0,0,0,41,31,19,4,14,0,0,0,0,0
BE_K00112,Lessines,13036,11900,971,0,0,0,0,0,0,0,0,0,0,0,0,0,2173,528,5880,963,167,575,139,150,45,0,0,17,0,49,0,0,0,0,0,0,0,0,144,35,37,16,11,0,0,0,0,0
BE_K00113,Leuze-en-Hainaut,9903,8957,746,0,0,0,0,0,0,0,0,0,0,0,0,0,2640,453,3080,1256,121,283,79,66,41,0,0,58,0,32,0,0,0,0,0,0,0,0,43,31,14,3,11,0,0,0,0,0
BE_K00114,Liège,123389,105591,4720,0,0,0,0,0,0,0,0,0,0,0,0,0,28843,10087,35817,13291,1155,6040,993,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556,1106,0,205,763,227,212,0,0
BE_K00115,Lichtervelde,6430,6164,403,0,1269,1153,2225,558,314,147,40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00116,Lierre,44718,38929,1541,0,9311,7456,7002,8344,1788,2106,490,615,0,126,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00117,Limbourg,18810,17200,1393,0,0,0,0,0,0,0,0,0,0,0,0,0,5718,1212,4453,2914,218,641,163,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,57,0,18,33,14,58,0,0
BE_K00118,Lochristi,24756,23412,904,0,8712,3837,4485,3382,762,823,171,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,54,42,0,0,0,0,0,0,0,0,0,0
BE_K00119,Lokeren,27624,26292,1021,0,8331,5109,4779,4686,763,1056,201,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,65,55,0,0,0,0,0,0,0,0,0,0
BE_K00120,Looz,33812,32418,1563,0,8493,9464,6446,4113,1155,750,266,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00121,Louvain,134811,124395,4167,0,29352,31685,21777,15047,7056,9338,2459,480,969,453,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00122,Maaseik,38154,36629,1910,0,8188,8727,9774,5513,1208,574,485,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00123,Maasmechelen,37445,35739,1319,0,10156,9588,6502,5567,1133,894,283,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00124,Malines,73140,68614,2152,0,14953,15751,10696,16963,2822,3000,826,496,0,134,0,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00125,Malmedy,13295,12276,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,5543,773,1697,1966,159,384,77,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37,0,216,18,4,16,0,0
BE_K00126,Marche-en-Famenne,15793,14623,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,2832,754,3908,4928,174,542,66,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,19,0
BE_K00127,Meise,70577,65843,3468,0,12634,11475,11117,11155,2802,1559,0,228,200,154,0,0,5527,831,1997,1081,173,457,49,0,0,641,49,21,25,58,43,84,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00128,Menin,48149,45256,3078,0,7475,11968,10971,6600,2537,1440,338,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,183,309,99,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00129,Merbes-le-Château,15087,13945,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,2552,587,5216,2540,116,826,225,89,83,0,0,30,0,60,0,0,0,0,0,0,0,0,93,43,48,14,207,0,0,0,0,0
BE_K00130,Merelbeke,44918,42372,1755,0,14539,7799,8259,5111,1887,2227,390,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,63,68,0,0,0,0,0,0,0,0,0,0
BE_K00131,Messancy,14913,13780,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,2437,977,4210,3356,218,604,104,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,37,0
BE_K00132,Messines,6806,6534,514,0,1473,1203,1957,769,247,238,54,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,5,8,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00133,Meulebeke,14791,14109,897,0,2430,2342,5088,1842,1043,262,85,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,36,20,14,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00134,Mol,74434,70187,3348,0,12831,16130,18324,12921,2856,2210,885,361,0,115,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00135,Molenbeek-Saint-Jean,92845,79051,3009,0,2979,2906,1587,6922,513,550,0,211,511,246,0,0,19669,4680,20621,6697,719,3276,257,0,0,707,2112,210,167,263,129,60,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00136,Mons,69245,59069,4462,0,0,0,0,0,0,0,0,0,0,0,0,0,11313,4396,25574,5497,628,3792,722,450,444,0,0,132,0,238,0,0,0,0,0,0,0,0,436,312,487,62,124,0,0,0,0,0
BE_K00137,Mouscron,34870,32374,3700,0,0,0,0,0,0,0,0,0,0,0,0,0,4685,3131,9135,6697,300,2142,303,476,180,0,0,430,0,421,0,0,0,0,0,0,0,0,485,127,96,37,29,0,0,0,0,0
BE_K00138,Namur,86764,76266,5280,0,0,0,0,0,0,0,0,0,0,273,0,0,19290,8180,21691,12708,1761,3612,798,1067,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,302,0,133,0,0,0,0,832
BE_K00139,Nandrin,22834,21168,1284,0,0,0,0,0,0,0,0,0,0,0,0,0,6840,1567,7016,2671,168,780,221,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,77,0,30,49,14,27,0,0
BE_K00140,Nassogne,3543,3306,231,0,0,0,0,0,0,0,0,0,0,0,0,0,753,294,867,943,51,85,27,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0
BE_K00141,Nazareth,22776,21397,682,0,8222,3413,4260,2092,1142,1111,244,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,30,55,0,0,0,0,0,0,0,0,0,0
BE_K00142,Neerpelt,50091,47710,2154,0,8649,14503,12253,6199,1864,1136,433,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00143,Neufchâteau,14415,13509,1029,0,0,0,0,0,0,0,0,0,0,0,0,0,4250,754,3181,3365,368,336,83,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,21,0
BE_K00144,Nevele,23055,21908,947,0,5980,3727,6075,2002,1236,1598,167,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,31,19,0,0,0,0,0,0,0,0,0,0
BE_K00145,Nieuport,8488,7770,518,0,1999,1816,1350,1321,389,200,72,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,15,12,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00146,Ninove,41359,39183,1952,0,11828,8525,6095,7513,1593,982,292,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,145,62,0,0,0,0,0,0,0,0,0,0
BE_K00147,Nivelles,97971,87890,4745,0,0,0,0,0,0,0,0,0,0,576,0,0,31734,6893,22063,12761,1199,4370,1191,1435,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0
BE_K00148,Oostrozebeke,12527,11973,800,0,2058,1703,4475,1840,751,176,65,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,35,12,14,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00149,Ostende,89964,82144,4460,0,18363,26962,10300,13012,4049,2273,889,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,724,0,195,151,178,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00150,Péruwelz,11533,10462,1164,0,0,0,0,0,0,0,0,0,0,0,0,0,2761,524,4118,840,89,451,134,91,40,0,0,57,0,29,0,0,0,0,0,0,0,0,69,41,29,11,14,0,0,0,0,0
BE_K00151,Paliseul,10920,10147,902,0,0,0,0,0,0,0,0,0,0,0,0,0,2886,588,2514,2294,298,465,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,19,0
BE_K00152,Peer,39327,37517,1519,0,6257,12764,7769,6290,1162,1033,414,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00153,Perwez,18545,17424,704,0,0,0,0,0,0,0,0,0,0,51,0,0,6162,1606,4823,2822,284,495,152,223,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
BE_K00154,Philippeville,11461,10624,943,0,0,0,0,0,0,0,0,0,0,18,0,0,3016,550,3311,1674,80,592,127,129,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,53,0,13,0,0,0,0,67
BE_K00155,Poperinge,14901,13981,817,0,3312,3268,3701,1676,607,379,103,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,16,17,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00156,Puurs,34092,31944,857,0,5709,6415,10134,5720,1027,1443,283,223,0,47,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00157,Renaix,22613,20866,1649,0,5495,4689,3119,4045,418,560,319,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,183,71,0,0,0,0,0,0,0,0,0,0
BE_K00158,Riemst,11051,10626,512,0,2650,2167,2643,1269,1127,128,75,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00159,Rochefort,8891,8294,586,0,0,0,0,0,0,0,0,0,0,6,0,0,3907,559,1488,1291,70,203,47,60,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,33
BE_K00160,Roulers,59179,55796,3298,0,10020,13114,14508,7360,4892,1623,385,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,94,81,79,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00161,Ruiselede,13993,13347,895,0,2434,1815,5230,1588,753,332,187,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,20,14,16,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00162,Saint-Gilles,19460,16675,589,0,297,306,120,527,51,200,0,40,158,38,0,0,2872,2343,6563,987,144,455,73,0,0,155,388,33,151,30,131,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00163,Saint-Hubert,7560,7046,540,0,0,0,0,0,0,0,0,0,0,0,0,0,1833,361,2434,1274,201,169,45,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,14,0
BE_K00164,Saint-Josse,84387,72882,2351,0,1760,1244,1274,2239,260,446,0,142,285,211,0,0,25601,6853,13398,10149,2492,1889,422,0,0,586,564,90,198,226,58,100,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00165,Saint-Nicolas,84939,77778,3097,0,10267,12549,8008,10648,2579,2085,611,303,0,0,0,0,6024,1587,14122,2682,221,1366,182,331,0,0,0,0,0,0,0,0,0,236,0,0,133,106,0,103,204,0,50,162,65,57,0,0
BE_K00167,Saint-Trond,41560,39332,2046,0,7597,12710,8734,5793,1101,638,415,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00168,Saint-Vith,21231,19150,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,5881,1054,2880,4498,356,369,48,1323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,109,0,36,24,23,68,0,0
BE_K00169,Sainte-Ode,4902,4607,307,0,0,0,0,0,0,0,0,0,0,0,0,0,1727,190,846,1293,72,116,19,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,0
BE_K00170,Schaerbeek,77957,66344,2657,0,1921,1494,981,4497,333,595,0,147,514,223,0,0,17124,6177,18065,5717,798,2075,234,0,0,563,1390,102,308,236,90,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00171,Seneffe,39669,36281,2623,0,0,0,0,0,0,0,0,0,0,0,0,0,7586,2237,14358,4208,472,2352,466,434,313,0,0,144,0,147,0,0,0,0,0,0,0,0,244,159,204,245,89,0,0,0,0,0
BE_K00172,Seraing,46866,41799,2249,0,0,0,0,0,0,0,0,0,0,0,0,0,8649,2711,19813,3316,338,2276,281,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,584,0,89,310,109,91,0,0
BE_K00173,Sint-Gillis-Waas,26120,24856,1039,0,5794,4953,5027,5082,1320,917,273,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,42,73,0,0,0,0,0,0,0,0,0,0
BE_K00174,Soignies,39043,35668,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,10303,2288,12180,4391,347,1796,389,362,200,0,0,73,0,116,0,0,0,0,0,0,0,0,261,124,130,26,105,0,0,0,0,0
BE_K00175,Spa,23251,20648,1555,0,0,0,0,0,0,0,0,0,0,0,0,0,7195,1308,6289,2292,210,937,273,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,52,0,50,44,20,21,0,0
BE_K00176,Stavelot,11494,10445,825,0,0,0,0,0,0,0,0,0,0,0,0,0,3843,757,2427,1792,126,286,151,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,12,18,8,15,0,0
BE_K00177,Tamise,31421,29544,939,0,6412,6719,5152,6426,999,1071,319,1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,59,34,0,0,0,0,0,0,0,0,0,0
BE_K00178,Termonde,59033,55045,1847,0,14561,12649,10950,9719,2612,1621,495,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,123,45,0,0,0,0,0,0,0,0,0,0
BE_K00179,Thuin,25187,22933,1417,0,0,0,0,0,0,0,0,0,0,0,0,0,6561,1574,7365,3046,256,1318,560,218,92,0,0,59,0,62,0,0,0,0,0,0,0,0,132,58,114,25,76,0,0,0,0,0
BE_K00180,Tielt,27796,26335,1585,0,5419,4552,8839,2896,1979,623,178,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,83,32,34,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00181,Tirlemont,38388,35446,1994,0,9395,9325,5939,5231,943,1489,477,199,238,117,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00182,Tongres,27666,25494,1507,0,7452,7234,4543,2926,756,574,286,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00183,Torhout,15153,14437,857,0,2621,4086,3947,1520,735,404,103,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,34,30,24,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00184,Tournai,49766,44380,4295,0,0,0,0,0,0,0,0,0,0,0,0,0,10055,3620,16091,5393,834,1684,596,502,258,0,0,218,0,207,0,0,0,0,0,0,0,0,210,196,158,28,35,0,0,0,0,0
BE_K00185,Turnhout,58336,55026,1950,0,11271,12642,12576,10278,2425,2614,585,418,0,101,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00186,Uccle,73198,61832,1951,0,1186,769,698,1947,172,236,0,150,249,185,0,0,24503,6370,13047,5430,1192,1828,353,0,0,524,473,72,219,109,88,53,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00187,Verlaine,6801,6266,254,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,510,2157,771,61,254,44,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,30,0,12,14,8,13,0,0
BE_K00188,Verviers,39267,34503,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,9331,2183,10494,5727,623,1952,416,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,149,0,42,99,27,60,0,0
BE_K00189,Vielsalm,8809,8142,779,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,496,2653,1535,128,264,107,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,12,0
BE_K00190,Vilvorde,57782,52954,2002,0,11427,10489,7541,9851,1748,1448,0,216,321,74,0,0,2824,554,2167,741,229,318,26,0,0,618,125,23,53,29,47,62,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00191,Virton,16510,15130,1631,0,0,0,0,0,0,0,0,0,0,0,0,0,2908,1101,3983,3964,244,499,583,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,35,0
BE_K00192,Visé,16305,14997,718,0,0,0,0,0,0,0,0,0,0,0,0,0,5416,818,4547,2431,101,576,65,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,64,0,25,36,19,17,0,0
BE_K00193,Vleteren,2778,2622,180,0,553,438,910,336,118,55,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00194,Waarschoot,6274,5880,264,0,1476,1418,1490,695,227,179,51,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,14,9,0,0,0,0,0,0,0,0,0,0
BE_K00195,Walcourt,12739,11791,970,0,0,0,0,0,0,0,0,0,0,36,0,0,2656,715,4012,1852,120,879,131,183,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,64,0,13,0,0,0,0,81
BE_K00196,Waremme,34484,32141,2139,0,0,0,0,0,0,0,0,0,0,0,0,0,9047,1820,12397,3834,355,1125,225,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,119,0,467,59,22,46,0,0
BE_K00197,Wavre,93568,84746,3587,0,0,0,0,0,0,0,0,0,0,474,0,0,37269,9026,16004,10816,1961,2684,1066,1375,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
BE_K00198,Wellin,4897,4558,348,0,0,0,0,0,0,0,0,0,0,0,0,0,1787,228,837,1031,48,158,42,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,22,0
BE_K00199,Wervik,13496,12612,934,0,1758,3985,3054,1593,705,320,75,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,44,27,27,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00200,Westerlo,47596,45036,2339,0,8852,8763,12163,8903,1598,1392,561,234,0,99,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00201,Wetteren,36449,34603,1610,0,11710,6810,6138,4826,1585,1183,277,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,111,67,0,0,0,0,0,0,0,0,0,0
BE_K00202,Ypres,33318,31138,1962,0,5700,7020,9836,3830,1402,817,208,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,85,57,50,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00203,Zandhoven,68726,63257,2051,0,15304,9684,12333,15418,3541,2651,1018,1006,0,121,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00204,Zaventem,64703,58397,1907,0,11747,6602,6089,6471,2420,1317,0,188,263,163,0,0,11384,1840,2662,3110,905,377,92,0,0,563,62,29,59,45,33,55,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00205,Zele,26263,24698,964,0,7570,4547,5171,4025,1300,616,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,44,24,0,0,0,0,0,0,0,0,0,0
BE_K00206,Zomergem,20079,18886,779,0,5946,3471,4336,2342,789,847,173,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,30,25,0,0,0,0,0,0,0,0,0,0
BE_K00207,Zonnebeke,8861,8342,696,0,1226,1913,2482,1034,664,171,55,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,11,10,13,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00208,Zottegem,19932,18709,893,0,5438,5236,3245,2057,1009,545,132,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,58,23,0,0,0,0,0,0,0,0,0,0
