gisco_id,name,registered,turnout,invalid,blank,N-VA,open vld,GROEN!,CD&V,SP.A,VLAAMS BELANG,Lijst Dedecker,PVDA+,LSP,MR,ECOLO,PS,CDH,BELG.UNIE,Parti Populaire,PROBRUXSEL,WALLONIE D'ABORD,Front des gauches,FN,R.W.F.,PTB+PVDA+,PIRATE PARTY,EGALITE,PTB+,FN+,MSplus,W+,Vrijheid,VIVANT,MP Education,Parti Pensionné PP,RESPECT,N,V.I.T.A.L.
BE_K00117,Limbourg,20312,17890,1408,0,0,0,0,0,0,0,0,0,0,4537,2423,4514,2907,154,758,0,244,132,0,219,0,0,0,243,0,10,33,0,151,33,124,0,0,0
BE_K00118,Lochristi,26704,24614,1091,0,6889,5857,1282,3547,2129,2392,924,383,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0
BE_K00119,Lokeren,29012,26864,1496,0,6904,4802,1830,4025,3244,3386,723,277,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0
BE_K00122,Maaseik,39304,36905,2887,0,9610,4941,1284,6898,4901,5062,931,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00123,Maasmechelen,38442,36099,2028,0,7767,6222,1233,6809,5695,4992,758,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00125,Malmedy,14410,12730,1143,0,0,0,0,0,0,0,0,0,0,3738,1453,1856,3294,84,370,0,169,70,0,191,0,0,0,128,0,5,16,0,125,20,68,0,0,0
BE_K00126,Marche-en-Famenne,16621,14913,1083,0,0,0,0,0,0,0,0,0,0,2029,1136,5287,4265,157,307,0,294,99,0,153,0,0,0,95,0,8,0,0,0,0,0,0,0,0
BE_K00124,Malines,76489,69278,2918,0,17742,8537,5935,8441,13203,9808,1501,991,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00127,Meise,71469,64434,3230,0,16336,7979,3378,8363,5112,6175,1201,0,0,4742,1530,2481,1394,502,867,168,129,39,183,58,358,120,89,0,0,0,0,0,0,0,0,0,0,0
BE_K00128,Menin,48324,44224,3201,0,9118,4621,2889,8941,7406,4388,2830,596,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139
BE_K00129,Merbes-le-Château,15500,13921,1097,0,0,0,0,0,0,0,0,0,0,1846,834,5874,2681,0,383,0,178,65,355,204,0,0,0,144,212,23,25,0,0,0,0,0,0,0
BE_K00132,Messines,6587,6149,482,0,1112,769,340,1754,637,506,454,54,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
BE_K00131,Messancy,14886,13184,1510,0,0,0,0,0,0,0,0,0,0,1547,1420,4186,3294,271,277,0,348,111,0,117,0,0,0,89,0,14,0,0,0,0,0,0,0,0
BE_K00133,Meulebeke,15121,14154,930,0,4262,1489,540,3402,1311,1251,873,54,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
BE_K00134,Mol,78786,72497,4554,0,22616,5729,3310,13865,9769,9945,1742,796,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00135,Molenbeek-Saint-Jean,99713,82152,3836,0,1963,2203,1282,1436,2383,1853,283,0,0,16413,7203,24320,10461,493,2586,788,307,381,971,174,1516,198,1102,0,0,0,0,0,0,0,0,0,0,0
BE_K00136,Mons,63247,53179,3288,0,0,0,0,0,0,0,0,0,0,7673,4619,27413,4173,0,1024,0,695,546,1164,677,0,0,0,1038,731,68,70,0,0,0,0,0,0,0
BE_K00137,Mouscron,34282,30527,3447,0,0,0,0,0,0,0,0,0,0,4060,3915,9897,5801,0,563,0,745,204,758,240,0,0,0,332,483,26,56,0,0,0,0,0,0,0
BE_K00138,Namur,87040,74638,4904,0,0,0,0,0,0,0,0,0,0,15369,11120,20714,13011,898,2244,0,939,400,1579,1683,0,0,0,1376,0,70,331,0,0,0,0,0,0,0
BE_K00139,Nandrin,24366,21951,1413,0,0,0,0,0,0,0,0,0,0,4994,3280,6944,2737,142,604,0,382,180,0,381,0,0,0,521,0,31,39,0,109,25,169,0,0,0
BE_K00140,Nassogne,3810,3428,230,0,0,0,0,0,0,0,0,0,0,522,470,1058,863,33,89,0,70,10,0,36,0,0,0,43,0,4,0,0,0,0,0,0,0,0
BE_K00141,Nazareth,23495,21700,871,0,6073,5566,1682,3541,1939,1204,569,168,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
BE_K00142,Neerpelt,51587,47964,3140,0,13353,3569,2131,9428,9033,5201,1083,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00143,Neufchâteau,15900,14644,1040,0,0,0,0,0,0,0,0,0,0,3059,1474,3356,4736,208,302,0,164,83,0,136,0,0,0,81,0,5,0,0,0,0,0,0,0,0
BE_K00144,Nevele,24466,22716,1315,0,5989,3451,1622,5455,2257,1729,636,170,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0
BE_K00145,Nieuport,9387,8314,504,0,1790,1032,467,1471,1190,703,1072,58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BE_K00146,Ninove,42987,39433,2078,0,9358,6125,1707,4635,6094,7941,1093,204,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0
BE_K00147,Nivelles,101077,89093,5317,0,0,0,0,0,0,0,0,0,0,28047,12488,21943,10094,1313,4458,0,1355,600,0,1811,0,0,0,1003,0,0,360,0,0,0,0,0,304,0
BE_K00149,Ostende,93594,82835,4674,0,18262,9870,6208,9357,15618,7521,10078,645,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395
BE_K00209,Oosterzele,46769,43114,2224,0,11791,8753,3751,5965,5020,3504,1394,431,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0
BE_K00148,Oostrozebeke,12905,12180,1025,0,2949,1252,381,3482,941,1236,842,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BE_K00013,Audenarde,33483,31044,1585,0,6972,8221,1789,5635,3362,2403,785,185,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0
BE_K00150,Péruwelz,11600,10335,1092,0,0,0,0,0,0,0,0,0,0,1996,842,4448,975,0,141,0,207,46,257,105,0,0,0,52,150,8,16,0,0,0,0,0,0,0
BE_K00151,Paliseul,11314,10334,993,0,0,0,0,0,0,0,0,0,0,1976,998,2730,2896,138,204,0,138,77,0,108,0,0,0,59,0,17,0,0,0,0,0,0,0,0
BE_K00152,Peer,42377,39597,2595,0,11300,3534,1803,7183,6324,5148,1142,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00153,Perwez,20340,18478,841,0,0,0,0,0,0,0,0,0,0,5681,3133,4172,2837,223,631,0,219,117,0,360,0,0,0,147,0,0,80,0,0,0,0,0,37,0
BE_K00154,Philippeville,12519,11384,1003,0,0,0,0,0,0,0,0,0,0,2766,983,3533,1493,110,367,0,156,39,353,343,0,0,0,172,0,17,49,0,0,0,0,0,0,0
BE_K00155,Poperinge,15442,14108,993,0,2552,2479,619,3570,1636,1135,984,107,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
BE_K00156,Puurs,35534,32595,1260,0,8815,3832,1988,7917,3676,4004,678,369,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00158,Riemst,10902,10146,596,0,3441,1453,368,2146,980,919,176,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00159,Rochefort,9214,8246,748,0,0,0,0,0,0,0,0,0,0,2411,944,2283,973,81,251,0,124,38,157,129,0,0,0,69,0,22,16,0,0,0,0,0,0,0
BE_K00160,Roulers,61015,56339,3530,0,13669,6128,3158,12950,7481,5126,3696,398,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
BE_K00157,Renaix,22959,20564,2062,0,3410,3187,1357,2720,4188,2581,621,234,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0
BE_K00161,Ruiselede,14751,13693,987,0,2951,1638,662,3956,1201,1196,971,89,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
BE_K00162,Saint-Gilles,19645,16290,724,0,142,243,327,117,316,161,29,0,0,2262,2586,5896,1545,80,358,230,50,365,113,26,424,82,214,0,0,0,0,0,0,0,0,0,0,0
BE_K00163,Saint-Hubert,8003,7328,541,0,0,0,0,0,0,0,0,0,0,1632,694,2297,1592,107,218,0,97,41,0,70,0,0,0,35,0,4,0,0,0,0,0,0,0,0
BE_K00164,Saint-Josse,83008,70520,2293,0,998,1476,784,1180,741,606,141,0,0,25923,8430,12311,9227,527,2581,946,203,438,450,191,561,212,301,0,0,0,0,0,0,0,0,0,0,0
BE_K00165,Saint-Nicolas,87201,77485,3711,0,15317,4898,3391,6814,7264,6907,1353,579,83,3903,2501,14376,2632,235,666,0,355,303,0,294,0,0,0,900,0,35,78,0,114,204,409,163,0,0
BE_K00169,Sainte-Ode,5384,4999,380,0,0,0,0,0,0,0,0,0,0,1135,354,1030,1830,50,74,0,54,27,0,35,0,0,0,26,0,4,0,0,0,0,0,0,0,0
BE_K00168,Saint-Vith,22008,18244,2864,0,0,0,0,0,0,0,0,0,0,3506,2067,3580,3345,102,114,0,68,120,0,40,0,0,0,64,0,30,28,0,2261,14,41,0,0,0
BE_K00170,Schaerbeek,81383,68067,2969,0,1054,1488,1174,901,1176,1027,143,0,0,15125,7738,21125,7276,368,1734,917,251,508,657,129,1244,225,838,0,0,0,0,0,0,0,0,0,0,0
BE_K00171,Seneffe,41432,36949,2657,0,0,0,0,0,0,0,0,0,0,6302,3720,14885,3841,0,1616,0,693,231,1005,809,0,0,0,527,561,33,69,0,0,0,0,0,0,0
BE_K00172,Seraing,48647,41721,2307,0,0,0,0,0,0,0,0,0,0,5832,4236,19304,3271,324,992,0,614,458,0,516,0,0,0,2856,0,55,139,0,167,100,550,0,0,0
BE_K00173,Sint-Gillis-Waas,27296,25137,1306,0,7998,2380,1478,4655,2501,3592,827,231,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0
BE_K00167,Saint-Trond,43169,39968,2927,0,9158,5652,1557,6092,9182,3871,1171,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00174,Soignies,41291,36497,2348,0,0,0,0,0,0,0,0,0,0,8369,4112,13543,4179,0,1045,0,571,229,661,613,0,0,0,400,336,25,66,0,0,0,0,0,0,0
BE_K00175,Spa,24316,20778,1761,0,0,0,0,0,0,0,0,0,0,5424,2736,5442,2543,179,1013,0,390,176,0,427,0,0,0,288,0,20,54,0,109,31,185,0,0,0
BE_K00176,Stavelot,11925,10436,868,0,0,0,0,0,0,0,0,0,0,2627,1475,2475,1837,84,267,0,172,82,0,244,0,0,0,98,0,10,19,0,63,13,102,0,0,0
BE_K00177,Tamise,33323,30556,1393,0,9851,3257,1752,4360,3918,4748,805,323,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
BE_K00179,Thuin,25930,22751,1357,0,0,0,0,0,0,0,0,0,0,5060,2521,8438,2511,0,785,0,358,124,443,540,0,0,0,273,268,27,46,0,0,0,0,0,0,0
BE_K00180,Tielt,28043,26089,1686,0,5535,3849,1235,7022,3057,1873,1563,192,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
BE_K00181,Tirlemont,37257,33700,1870,0,7173,4777,2506,4749,7555,3254,1214,335,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0
BE_K00182,Tongres,24494,22446,1589,0,4304,4126,898,3802,4640,2262,577,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00183,Torhout,16007,14876,961,0,3063,1504,801,4111,2196,1101,975,87,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
BE_K00184,Tournai,49885,42916,3458,0,0,0,0,0,0,0,0,0,0,9184,5246,16808,4448,0,733,0,659,260,807,492,0,0,0,295,429,20,77,0,0,0,0,0,0,0
BE_K00185,Turnhout,59626,54545,2622,0,16767,4597,3848,9505,7184,7960,1238,704,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00186,Uccle,72387,59989,1863,0,588,975,528,600,575,528,165,0,0,21514,7925,12610,5930,322,2571,722,195,563,456,177,662,200,320,0,0,0,0,0,0,0,0,0,0,0
BE_K00187,Verlaine,7370,6573,364,0,0,0,0,0,0,0,0,0,0,1449,1105,2109,822,44,168,0,106,55,0,88,0,0,0,145,0,17,20,0,28,5,48,0,0,0
BE_K00188,Verviers,40673,33816,2965,0,0,0,0,0,0,0,0,0,0,6821,4019,9493,5738,350,1359,0,537,346,0,524,0,0,0,520,0,37,66,0,240,534,267,0,0,0
BE_K00070,Furnes,39481,35191,1876,0,8385,5477,1990,6112,5666,2220,3012,280,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
BE_K00189,Vielsalm,9100,8100,737,0,0,0,0,0,0,0,0,0,0,1076,1001,1951,2563,122,198,0,129,94,0,145,0,0,0,80,0,4,0,0,0,0,0,0,0,0
BE_K00190,Vilvorde,60487,53993,2264,0,13299,5939,2876,5904,6431,5932,1386,0,0,2574,1187,2934,1263,282,528,150,187,46,99,33,473,77,129,0,0,0,0,0,0,0,0,0,0,0
BE_K00191,Virton,16941,15088,1537,0,0,0,0,0,0,0,0,0,0,1929,2008,4129,4074,240,264,0,323,122,0,324,0,0,0,126,0,12,0,0,0,0,0,0,0,0
BE_K00192,Visé,17124,15205,779,0,0,0,0,0,0,0,0,0,0,4215,1683,4621,2124,116,435,0,198,98,0,155,0,0,0,400,0,12,53,0,41,133,142,0,0,0
BE_K00193,Vleteren,2864,2661,215,0,508,443,98,672,189,252,258,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
BE_K00067,Fourons,2452,1268,107,0,586,81,62,233,60,113,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00194,Waarschoot,6361,5848,370,0,1536,738,323,1184,783,606,195,93,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
BE_K00195,Walcourt,13553,12114,937,0,0,0,0,0,0,0,0,0,0,2545,1159,4299,1272,125,514,0,200,54,430,352,0,0,0,174,0,8,45,0,0,0,0,0,0,0
BE_K00196,Waremme,37254,33541,2222,0,0,0,0,0,0,0,0,0,0,7364,3858,12601,3823,241,1072,0,513,259,0,495,0,0,0,570,0,28,51,0,177,51,216,0,0,0
BE_K00197,Wavre,99140,87148,3804,0,0,0,0,0,0,0,0,0,0,32658,15059,14853,10522,1178,4513,0,838,691,0,1701,0,0,0,840,0,0,334,0,0,0,0,0,157,0
BE_K00198,Wellin,5156,4704,320,0,0,0,0,0,0,0,0,0,0,1016,409,1385,1070,64,260,0,61,37,0,52,0,0,0,28,0,2,0,0,0,0,0,0,0,0
BE_K00199,Wervik,13696,12592,991,0,2268,1110,629,2883,2561,1217,730,123,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
BE_K00200,Westerlo,50567,46429,3298,0,13447,3805,2079,9327,5053,7230,1497,581,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00201,Wetteren,37445,34688,1847,0,9957,5354,2044,5120,3707,3602,1062,241,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,0,0
BE_K00203,Zandhoven,71957,64354,2467,0,23359,8440,3979,9153,4853,9988,1380,624,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00204,Zaventem,66197,58752,1824,0,11407,8418,2367,4760,3109,3114,773,0,0,11465,2927,2694,2975,416,1266,204,286,74,139,64,288,80,102,0,0,0,0,0,0,0,0,0,0,0
BE_K00205,Zele,26984,24775,1359,0,6796,4893,910,4014,2580,3244,664,185,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0
BE_K00206,Zomergem,20442,18660,1174,0,5204,2976,1247,3368,1867,1797,761,181,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
BE_K00207,Zonnebeke,9491,8721,580,0,1787,856,328,2622,1205,683,567,54,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
BE_K00208,Zottegem,20278,18578,986,0,4833,3379,945,2828,3566,1355,481,117,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0
BE_K00105,Léau,16969,15644,1010,0,3558,2332,519,3081,2535,1792,616,116,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0
