gisco_id,name,registered,turnout,invalid,blank,Open VLD,sp.a-spirit,CD&V,VB (1979),N-VA,Groen,VIVANT,LA,MARIA,B.U.B.,UFE,RESIST,MR,Ecolo,PS,LE,CDF,AGIR,R.W.F.,PCB-CPB,PCP,NATION,PC-RDS,NOOR,VB (2003),PH,PTB/PVDA,OMNIUM,VITAL,LSP/PSL,FRANCE,DL,MS,MDT,PDA,PPR,CHOPE
BE_K00189,Electoral Canton Vielsalm,8809,8142,779,0,0,0,0,0,0,0,102,0,0,0,0,0,2046,496,2653,1535,128,264,107,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,12,0
BE_K00190,Electoral Canton Vilvorde,57782,52954,2002,0,11427,10489,7541,9851,1748,1448,618,216,321,74,0,0,2824,554,2167,741,229,347,26,0,125,23,53,47,62,21,0,0,0,0,0,0,0,0,0,0,0
BE_K00191,Electoral Canton Virton,16510,15130,1631,0,0,0,0,0,0,0,126,0,0,0,0,0,2908,1101,3983,3964,244,499,583,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,35,0
BE_K00192,Electoral Canton Visé,16305,14997,718,0,0,0,0,0,0,0,112,0,0,0,0,0,5416,818,4547,2431,101,576,65,0,0,0,36,0,0,0,64,0,0,0,52,0,25,19,17,0,0
BE_K00193,Electoral Canton Vleteren,2778,2622,180,0,553,438,910,336,118,55,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,0,0,0,0,0,0,0,0
BE_K00194,Electoral Canton Waarschoot,6274,5880,264,0,1476,1418,1490,695,227,179,51,25,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,14,0,0,0,0,0,0,0
BE_K00195,Electoral Canton Walcourt,12739,11791,970,0,0,0,0,0,0,0,183,0,0,36,0,0,2656,715,4012,1852,120,958,131,0,0,0,0,0,0,0,64,0,0,0,0,0,13,0,0,0,81
BE_K00196,Electoral Canton Waremme,34484,32141,2139,0,0,0,0,0,0,0,387,0,0,0,0,0,9047,1820,12397,3834,355,1125,225,0,0,0,59,0,0,0,119,0,0,0,99,0,467,22,46,0,0
BE_K00197,Electoral Canton Wavre,93568,84746,3587,0,0,0,0,0,0,0,1375,0,0,474,0,0,37269,9026,16004,10816,1961,2684,1066,398,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0
BE_K00198,Electoral Canton Wellin,4897,4558,348,0,0,0,0,0,0,0,46,0,0,0,0,0,1787,228,837,1031,48,158,42,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,22,0
BE_K00199,Electoral Canton Wervik,13496,12612,934,0,1758,3985,3054,1593,705,320,75,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,44,27,27,0,0,0,0,0,0,0,0
BE_K00200,Electoral Canton Westerlo,47596,45036,2339,0,8852,8763,12163,8903,1598,1392,561,234,0,99,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00201,Electoral Canton Wetteren,36449,34603,1610,0,11710,6810,6138,4826,1585,1183,277,204,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,111,0,0,0,0,0,0,0
BE_K00202,Electoral Canton Ypres,33318,31138,1962,0,5700,7020,9836,3830,1402,817,208,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,85,57,50,0,0,0,0,0,0,0,0
BE_K00203,Electoral Canton Zandhoven,68726,63257,2051,0,15304,9684,12333,15418,3541,2651,1018,1006,0,121,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00204,Electoral Canton Zaventem,64703,58397,1907,0,11747,6602,6089,6471,2420,1317,563,188,263,163,0,0,11384,1840,2662,3110,905,422,92,0,62,29,59,33,55,14,0,0,0,0,0,0,0,0,0,0,0
BE_K00205,Electoral Canton Zele,26263,24698,964,0,7570,4547,5171,4025,1300,616,174,174,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,44,0,0,0,0,0,0,0
BE_K00206,Electoral Canton Zomergem,20079,18886,779,0,5946,3471,4336,2342,789,847,173,53,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,30,0,0,0,0,0,0,0
BE_K00207,Electoral Canton Zonnebeke,8861,8342,696,0,1226,1913,2482,1034,664,171,55,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,11,10,13,0,0,0,0,0,0,0,0
BE_K00208,Electoral Canton Zottegem,19932,18709,893,0,5438,5236,3245,2057,1009,545,132,37,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,58,0,0,0,0,0,0,0
