gisco_id,name,registered,turnout,invalid,blank,VB (1979),N-VA,Open VLD,CD&V,Vooruit,Groen,PTB/PVDA,Volt,PS,Ecolo,MR,LE,PP (2009),DéFI,CSP,VIVANT,ProDG,DierAnimal
BE_91142,Hastière,0,4090,460,0,0,0,0,0,0,0,555,0,1443,394,462,332,239,205,0,0,0,0
BE_91064,Havelange,0,3526,265,0,0,0,0,0,0,0,434,0,541,695,667,381,100,443,0,0,0,0
BE_72038,Hechtel-Eksel,0,8384,477,0,1746,1455,1722,1314,628,665,358,19,0,0,0,0,0,0,0,0,0,0
BE_73022,Heers,0,5448,398,0,1135,732,1158,722,833,285,174,11,0,0,0,0,0,0,0,0,0,0
BE_12014,Heist-op-den-Berg,0,31136,1824,0,7178,7270,3430,4404,2545,2768,1521,196,0,0,0,0,0,0,0,0,0,0
BE_11018,Hemiksem,0,7465,247,0,1715,1817,716,765,902,790,485,28,0,0,0,0,0,0,0,0,0,0
BE_53039,Hensies,0,4485,587,0,0,0,0,0,0,0,707,0,1765,403,461,287,149,126,0,0,0,0
BE_84029,Herbeumont,0,1153,122,0,0,0,0,0,0,0,149,0,153,179,253,205,55,37,0,0,0,0
BE_24038,Herent,0,15122,518,0,1513,3384,2470,2082,1271,3214,626,44,0,0,0,0,0,0,0,0,0,0
BE_13011,Herentals,0,19934,921,0,4103,4677,2010,2536,2424,2302,883,78,0,0,0,0,0,0,0,0,0,0
BE_13012,Herenthout,0,6494,300,0,1300,1567,760,1142,546,568,287,24,0,0,0,0,0,0,0,0,0,0
BE_71024,Herk-de-Stad / Herck-la-Ville,0,9375,642,0,1446,1778,1476,1474,1410,777,324,48,0,0,0,0,0,0,0,0,0,0
BE_23032,Herne,0,4816,328,0,743,900,769,1122,315,480,127,32,0,0,0,0,0,0,0,0,0,0
BE_13013,Herselt,0,10472,511,0,2666,2671,997,1573,700,797,520,37,0,0,0,0,0,0,0,0,0,0
BE_62051,Herstal,0,21217,1892,0,0,0,0,0,0,0,5265,0,7136,2229,1795,886,1297,717,0,0,0,0
BE_73028,Herstappe,0,61,3,0,8,10,17,12,5,5,1,0,0,0,0,0,0,0,0,0,0,0
BE_63035,Herve,0,12080,911,0,0,0,0,0,0,0,1200,0,1966,2112,3434,1452,601,404,0,0,0,0
BE_41027,Herzele,0,13309,774,0,3038,2288,3059,1418,1264,1028,386,54,0,0,0,0,0,0,0,0,0,0
BE_71070,Heusden-Zolder,0,22310,1250,0,3904,4212,2252,3459,4427,1749,1002,55,0,0,0,0,0,0,0,0,0,0
BE_33039,Heuvelland,0,5589,449,0,1106,888,760,1107,518,505,215,41,0,0,0,0,0,0,0,0,0,0
BE_24041,Hoegaarden,0,5508,283,0,633,1051,1067,814,430,955,223,52,0,0,0,0,0,0,0,0,0,0
BE_23033,Hoeilaart,0,6716,229,0,413,1033,2497,628,307,1385,200,24,0,0,0,0,0,0,0,0,0,0
BE_73032,Hoeselt,0,6991,438,0,1501,1429,1112,1166,510,540,270,25,0,0,0,0,0,0,0,0,0,0
BE_24043,Holsbeek,0,7118,280,0,847,1630,1176,1080,577,1228,272,28,0,0,0,0,0,0,0,0,0,0
BE_53083,Honnelles,0,3618,394,0,0,0,0,0,0,0,474,0,1039,488,563,374,143,143,0,0,0,0
BE_36006,Hooglede,0,7104,452,0,1418,1465,880,1408,631,652,176,22,0,0,0,0,0,0,0,0,0,0
BE_13014,Hoogstraten,0,11591,440,0,1798,3062,2032,2248,447,1270,258,36,0,0,0,0,0,0,0,0,0,0
BE_45062,Horebeke,0,1468,95,0,210,269,378,153,78,244,32,9,0,0,0,0,0,0,0,0,0,0
BE_83028,Hotton,0,3847,372,0,0,0,0,0,0,0,356,0,1125,437,678,590,146,143,0,0,0,0
BE_82014,Houffalize,0,3516,322,0,0,0,0,0,0,0,277,0,486,475,617,1022,190,127,0,0,0,0
BE_72039,Houthalen-Helchteren,0,20303,1242,0,4063,3327,1630,2957,3943,1503,1591,47,0,0,0,0,0,0,0,0,0,0
BE_32006,Houthulst,0,7041,623,0,2014,999,767,1407,720,293,190,28,0,0,0,0,0,0,0,0,0,0
BE_91072,Houyet,0,3379,312,0,0,0,0,0,0,0,350,0,675,485,820,405,152,180,0,0,0,0
BE_11021,Hove,0,5903,105,0,506,1882,1155,649,304,1060,214,28,0,0,0,0,0,0,0,0,0,0
BE_24045,Huldenberg,0,6602,285,0,768,1378,1683,878,364,1008,203,35,0,0,0,0,0,0,0,0,0,0
BE_13016,Hulshout,0,7635,398,0,2079,1707,652,1310,525,547,397,20,0,0,0,0,0,0,0,0,0,0
BE_61031,Huy / Hoei,0,13289,1121,0,0,0,0,0,0,0,1707,0,3991,2661,1779,725,623,682,0,0,0,0
BE_35006,Ichtegem,0,10381,895,0,2418,1410,1505,1783,1439,616,280,35,0,0,0,0,0,0,0,0,0,0
BE_33011,Ieper / Ypres,0,24644,1744,0,4780,3734,3677,4367,2941,2427,782,192,0,0,0,0,0,0,0,0,0,0
BE_25043,Incourt,0,3636,226,0,0,0,0,0,0,0,258,0,639,805,1123,246,120,219,0,0,0,0
BE_36007,Ingelmunster,0,7916,454,0,1909,1504,692,1486,998,581,263,29,0,0,0,0,0,0,0,0,0,0
BE_25044,Ittre / Itter,0,4469,260,0,0,0,0,0,0,0,374,0,876,1013,1183,331,175,257,0,0,0,0
BE_21009,Ixelles / Elsene,0,32326,1548,0,237,657,1942,250,265,1134,2870,121,4336,10651,4839,1120,525,1831,0,0,0,0
BE_36008,Izegem,0,20069,1195,0,4632,4967,1692,2731,2264,1801,689,98,0,0,0,0,0,0,0,0,0,0
BE_31012,Jabbeke,0,10721,702,0,1878,2217,1444,2027,1007,1144,253,49,0,0,0,0,0,0,0,0,0,0
BE_63038,Jalhay,0,5983,466,0,0,0,0,0,0,0,452,0,668,1166,2131,433,382,285,0,0,0,0
BE_92140,Jemeppe-sur-Sambre,0,12696,1242,0,0,0,0,0,0,0,1861,0,3646,1687,2121,866,580,693,0,0,0,0
BE_21010,Jette,0,25705,1937,0,708,1020,1179,377,431,974,3135,38,4117,4687,2781,2060,590,1671,0,0,0,0
BE_25048,Jodoigne / Geldenaken,0,9483,731,0,0,0,0,0,0,0,828,0,1510,1802,3157,635,377,443,0,0,0,0
BE_62060,Juprelle,0,6168,396,0,0,0,0,0,0,0,779,0,1332,857,1290,824,325,365,0,0,0,0
BE_53044,Jurbise / Jurbeke,0,6893,463,0,0,0,0,0,0,0,623,0,1569,1220,2059,385,221,353,0,0,0,0
BE_11022,Kalmthout,0,12221,408,0,1825,3569,1453,1876,740,1773,521,56,0,0,0,0,0,0,0,0,0,0
BE_23038,Kampenhout,0,8492,348,0,1319,2100,1956,995,435,1033,276,30,0,0,0,0,0,0,0,0,0,0
BE_23039,Kapelle-op-den-Bos,0,6858,365,0,1206,1986,817,945,611,694,210,24,0,0,0,0,0,0,0,0,0,0
BE_11023,Kapellen,0,17898,564,0,3109,5518,3591,1247,1000,2046,739,84,0,0,0,0,0,0,0,0,0,0
BE_43007,Kaprijke,0,4665,223,0,860,891,768,967,370,394,181,11,0,0,0,0,0,0,0,0,0,0
BE_13017,Kasterlee,0,13709,562,0,2661,3653,1343,2957,673,1336,485,39,0,0,0,0,0,0,0,0,0,0
BE_24048,Keerbergen,0,9003,272,0,1240,2444,2230,1015,584,949,233,36,0,0,0,0,0,0,0,0,0,0
BE_63040,Kelmis / La Calamine,0,4956,430,0,0,0,0,0,767,0,0,0,0,793,499,0,0,0,1637,248,471,111
BE_72018,Kinrooi,0,7677,510,0,1456,1375,704,2553,534,328,208,9,0,0,0,0,0,0,0,0,0,0
BE_45060,Kluisbergen,0,4708,336,0,863,792,853,782,422,419,206,35,0,0,0,0,0,0,0,0,0,0
BE_31043,Knokke-Heist,0,23101,854,0,3534,7163,5525,2645,1456,1473,391,60,0,0,0,0,0,0,0,0,0,0
BE_32010,Koekelare,0,6440,465,0,1534,857,867,1000,1185,353,158,21,0,0,0,0,0,0,0,0,0,0
BE_21011,Koekelberg,0,9266,649,0,180,301,324,87,126,373,1262,17,2497,1389,1069,437,183,372,0,0,0,0
BE_38014,Koksijde,0,16390,710,0,1821,4881,3875,1900,1491,1347,315,50,0,0,0,0,0,0,0,0,0,0
BE_11024,Kontich,0,14802,375,0,2285,4610,2377,1719,767,2054,553,62,0,0,0,0,0,0,0,0,0,0
BE_32011,Kortemark,0,9226,771,0,2169,1383,1344,1816,912,567,234,30,0,0,0,0,0,0,0,0,0,0
BE_24054,Kortenaken,0,5894,437,0,1134,1264,1107,850,535,371,165,31,0,0,0,0,0,0,0,0,0,0
BE_24055,Kortenberg,0,12999,530,0,1670,3154,2462,1916,812,1854,510,91,0,0,0,0,0,0,0,0,0,0
BE_73040,Kortessem,0,6245,392,0,1219,1021,1124,1182,585,488,213,21,0,0,0,0,0,0,0,0,0,0
BE_34022,Kortrijk / Courtrai,0,51231,1925,0,8687,8926,8822,7661,6231,6845,1951,183,0,0,0,0,0,0,0,0,0,0
BE_23099,Kraainem,0,6793,225,0,114,355,785,176,74,263,218,34,329,1425,1380,340,81,994,0,0,0,0
BE_46013,Kruibeke,0,11594,472,0,2663,2993,1230,1503,1013,1153,541,26,0,0,0,0,0,0,0,0,0,0
BE_45068,Kruisem,0,11631,657,0,1959,2098,2398,2326,698,1132,308,55,0,0,0,0,0,0,0,0,0,0
BE_34023,Kuurne,0,9510,548,0,2046,1847,1059,1725,913,988,329,55,0,0,0,0,0,0,0,0,0,0
BE_84033,LÉglise,0,3453,378,0,0,0,0,0,0,0,302,0,399,538,773,776,135,152,0,0,0,0
BE_24062,Leuven / Louvain,0,61045,1749,0,4330,10842,8876,7671,7694,16313,3271,299,0,0,0,0,0,0,0,0,0,0
BE_62063,Liège / Luik,0,106201,8478,0,0,0,0,0,0,0,18786,0,26547,23496,14452,5409,4585,4448,0,0,0,0
BE_92141,La Bruyère,0,6391,394,0,0,0,0,0,0,0,483,0,1218,1380,1578,768,212,358,0,0,0,0
BE_25050,La Hulpe / Terhulpen,0,4405,184,0,0,0,0,0,0,0,161,0,441,1172,1808,251,102,286,0,0,0,0
BE_55022,La Louvière,0,45580,4913,0,0,0,0,0,0,0,9646,0,16761,4207,4135,2299,2025,1594,0,0,0,0
BE_83031,La Roche-en-Ardenne,0,3036,264,0,0,0,0,0,0,0,267,0,490,439,651,634,114,177,0,0,0,0
BE_13053,Laakdal,0,11540,625,0,3312,2550,1027,1759,924,768,523,52,0,0,0,0,0,0,0,0,0,0
BE_42010,Laarne,0,9138,482,0,1663,1917,2046,1150,652,898,279,51,0,0,0,0,0,0,0,0,0,0
BE_73042,Lanaken,0,13768,753,0,3219,2393,2709,2008,1361,824,458,43,0,0,0,0,0,0,0,0,0,0
BE_24059,Landen,0,11164,824,0,1822,2021,1862,1446,1515,1116,493,65,0,0,0,0,0,0,0,0,0,0
BE_33040,Langemark-Poelkapelle,0,5577,365,0,1381,1073,581,1183,550,297,122,25,0,0,0,0,0,0,0,0,0,0
BE_25119,Lasne,0,9091,352,0,0,0,0,0,0,0,181,0,529,1807,4996,418,230,578,0,0,0,0
BE_55035,Le Roeulx,0,5768,454,0,0,0,0,0,0,0,869,0,1456,768,1353,395,227,246,0,0,0,0
BE_42011,Lebbeke,0,13548,560,0,3061,3052,2380,1711,1072,1125,543,44,0,0,0,0,0,0,0,0,0,0
BE_41034,Lede,0,13491,692,0,3332,2890,2255,1760,988,1174,302,98,0,0,0,0,0,0,0,0,0,0
BE_36010,Ledegem,0,6998,520,0,1560,1260,702,1556,781,422,186,11,0,0,0,0,0,0,0,0,0,0
BE_34025,Lendelede,0,4274,209,0,955,937,426,885,394,345,107,16,0,0,0,0,0,0,0,0,0,0
BE_23104,Lennik,0,6487,264,0,1004,1816,1305,893,309,732,143,21,0,0,0,0,0,0,0,0,0,0
BE_53046,Lens,0,2982,228,0,0,0,0,0,0,0,304,0,719,482,836,171,110,132,0,0,0,0
BE_71034,Leopoldsburg / Bourg-Léopold,0,10681,454,0,2552,2023,850,1906,1588,644,645,19,0,0,0,0,0,0,0,0,0,0
BE_52075,Les Bons Villers,0,6469,494,0,0,0,0,0,0,0,643,0,1316,1091,1592,666,312,355,0,0,0,0
BE_55023,Lessines / Lessen,0,12071,1331,0,0,0,0,0,0,0,1784,0,3517,1480,1797,949,603,610,0,0,0,0
BE_57094,Leuze-en-Hainaut,0,9360,1007,0,0,0,0,0,0,0,1036,0,2186,1458,2043,792,398,440,0,0,0,0
BE_84035,Libin,0,3515,354,0,0,0,0,0,0,0,350,0,581,554,843,557,108,168,0,0,0,0
BE_84077,Libramont-Chevigny,0,7508,811,0,0,0,0,0,0,0,569,0,1117,1067,1887,1534,221,302,0,0,0,0
BE_36011,Lichtervelde,0,6559,473,0,1287,1035,773,1541,667,584,183,16,0,0,0,0,0,0,0,0,0,0
BE_23044,Liedekerke,0,8956,408,0,1949,2140,1123,1148,1255,636,266,31,0,0,0,0,0,0,0,0,0,0
BE_12021,Lier / Lierre,0,27661,1079,0,4902,7111,4349,2772,1832,3950,1474,192,0,0,0,0,0,0,0,0,0,0
BE_45063,Lierde,0,4902,308,0,1091,874,928,724,485,341,136,15,0,0,0,0,0,0,0,0,0,0
BE_63045,Lierneux,0,2373,229,0,0,0,0,0,0,0,308,0,379,471,356,472,89,69,0,0,0,0
BE_44085,Lievegem,0,19110,755,0,3261,3604,3375,3526,1679,2025,813,72,0,0,0,0,0,0,0,0,0,0
BE_13019,Lille,0,11799,481,0,2574,3319,1052,1982,644,1252,464,31,0,0,0,0,0,0,0,0,0,0
BE_63046,Limbourg / Limburg,0,3893,334,0,0,0,0,0,0,0,495,0,935,624,722,350,252,181,0,0,0,0
BE_64047,Lincent / Lijsem,0,2294,181,0,0,0,0,0,0,0,258,0,615,282,557,178,118,105,0,0,0,0
BE_23100,Linkebeek,0,2884,165,0,43,130,267,52,23,152,130,6,218,834,517,53,20,274,0,0,0,0
BE_11025,Lint,0,6198,167,0,983,1964,961,679,320,907,198,19,0,0,0,0,0,0,0,0,0,0
BE_24133,Linter,0,5356,274,0,1030,1102,726,1105,582,338,184,15,0,0,0,0,0,0,0,0,0,0
BE_32030,Lo-Reninge,0,2332,128,0,378,445,354,632,180,162,47,6,0,0,0,0,0,0,0,0,0,0
BE_56044,Lobbes,0,3945,361,0,0,0,0,0,0,0,485,0,1131,608,578,419,175,188,0,0,0,0
BE_44034,Lochristi,0,16292,569,0,2853,3311,4199,2349,898,1523,529,61,0,0,0,0,0,0,0,0,0,0
BE_46014,Lokeren,0,28093,1560,0,5302,4690,5448,3668,2388,3495,1409,133,0,0,0,0,0,0,0,0,0,0
BE_72020,Lommel,0,21443,1184,0,4207,4123,1685,4855,2756,1331,1257,45,0,0,0,0,0,0,0,0,0,0
BE_23045,Londerzeel,0,13291,603,0,2401,3760,1987,1972,787,1382,338,61,0,0,0,0,0,0,0,0,0,0
BE_63048,Lontzen,0,3192,310,0,0,0,0,0,356,0,0,0,0,588,505,0,0,0,783,184,383,83
BE_24066,Lubbeek,0,10388,302,0,1052,3168,1656,1485,649,1717,308,51,0,0,0,0,0,0,0,0,0,0
BE_71037,Lummen,0,10818,711,0,1960,2226,1312,2030,1155,941,429,54,0,0,0,0,0,0,0,0,0,0
BE_45064,Maarkedal,0,4721,264,0,675,1033,1061,833,291,446,107,11,0,0,0,0,0,0,0,0,0,0
BE_72021,Maaseik,0,16006,900,0,3701,2933,2832,2528,1603,940,536,33,0,0,0,0,0,0,0,0,0,0
BE_73107,Maasmechelen,0,23500,1576,0,4294,3241,2863,4417,3705,1346,1998,60,0,0,0,0,0,0,0,0,0,0
BE_23047,Machelen,0,8815,668,0,902,1575,1227,1114,1434,1057,806,32,0,0,0,0,0,0,0,0,0,0
BE_43010,Maldegem,0,17186,1242,0,3171,3151,3717,2676,1218,1371,552,88,0,0,0,0,0,0,0,0,0,0
BE_11057,Malle,0,10596,422,0,2152,3421,1175,1445,561,1010,372,38,0,0,0,0,0,0,0,0,0,0
BE_63049,Malmedy,0,8436,868,0,0,0,0,0,0,0,736,0,1080,1395,2196,1363,515,283,0,0,0,0
BE_52043,Manage,0,13616,1405,0,0,0,0,0,0,0,2724,0,5328,1236,1230,517,653,523,0,0,0,0
BE_83055,Manhay,0,2458,213,0,0,0,0,0,0,0,263,0,313,400,534,530,108,97,0,0,0,0
BE_83034,Marche-en-Famenne,0,11786,1179,0,0,0,0,0,0,0,1179,0,2535,1606,2146,2265,433,443,0,0,0,0
BE_61039,Marchin,0,3695,287,0,0,0,0,0,0,0,476,0,1101,800,536,186,131,178,0,0,0,0
BE_81013,Martelange,0,1500,144,0,0,0,0,0,0,0,134,0,223,349,273,274,57,46,0,0,0,0
BE_12025,Mechelen / Malines,0,55325,2230,0,7848,10320,10311,5191,5024,9610,4552,239,0,0,0,0,0,0,0,0,0,0
BE_13021,Meerhout,0,7373,350,0,1918,1570,731,1109,831,561,285,18,0,0,0,0,0,0,0,0,0,0
BE_23050,Meise,0,13255,688,0,1527,3411,2965,1458,766,1913,445,82,0,0,0,0,0,0,0,0,0,0
BE_85024,Meix-devant-Virton,0,1983,229,0,0,0,0,0,0,0,231,0,362,413,308,348,51,41,0,0,0,0
BE_44040,Melle,0,8280,384,0,1173,1557,1661,1009,671,1446,336,43,0,0,0,0,0,0,0,0,0,0
BE_34027,Menen / Menin,0,21589,1619,0,4701,2996,2349,3231,3667,1913,997,116,0,0,0,0,0,0,0,0,0,0
BE_56049,Merbes-le-Château,0,2838,295,0,0,0,0,0,0,0,447,0,968,313,443,164,122,86,0,0,0,0
BE_23052,Merchtem,0,11645,491,0,1784,2786,2645,1627,569,1352,333,58,0,0,0,0,0,0,0,0,0,0
BE_44043,Merelbeke,0,17639,819,0,2331,3175,4024,2142,1337,3054,672,85,0,0,0,0,0,0,0,0,0,0
BE_13023,Merksplas,0,5898,282,0,1186,1384,1140,909,260,591,136,10,0,0,0,0,0,0,0,0,0,0
BE_33016,Mesen / Messines,0,662,89,0,111,63,128,63,126,52,25,5,0,0,0,0,0,0,0,0,0,0
BE_81015,Messancy,0,4904,582,0,0,0,0,0,0,0,299,0,760,1003,884,981,229,166,0,0,0,0
BE_92087,Mettet,0,9033,857,0,0,0,0,0,0,0,1112,0,1990,1282,1510,1303,557,422,0,0,0,0
BE_37007,Meulebeke,0,7824,491,0,1935,1404,773,1655,835,465,232,34,0,0,0,0,0,0,0,0,0,0
BE_35011,Middelkerke,0,14304,1037,0,3083,3432,2169,1712,1289,1073,437,72,0,0,0,0,0,0,0,0,0,0
BE_61041,Modave,0,2916,206,0,0,0,0,0,0,0,341,0,775,536,579,188,129,162,0,0,0,0
BE_44045,Moerbeke,0,4610,220,0,951,784,1200,476,323,411,220,25,0,0,0,0,0,0,0,0,0,0
BE_13025,Mol,0,24775,1179,0,5060,6287,2341,4098,2328,2129,1270,83,0,0,0,0,0,0,0,0,0,0
BE_21012,Molenbeek-Saint-Jean / Sint-Jans-Molenbeek,0,39198,3307,0,623,1108,1094,398,735,1076,7426,52,11236,4667,3254,1933,670,1619,0,0,0,0
BE_56051,Momignies,0,3457,478,0,0,0,0,0,0,0,433,0,799,428,745,299,176,99,0,0,0,0
BE_53053,Mons / Bergen,0,54996,5217,0,0,0,0,0,0,0,7847,0,18459,9238,7178,2915,2236,1906,0,0,0,0
BE_57095,Mont-de-lEnclus,0,2204,277,0,0,0,0,0,0,0,180,0,412,314,729,159,68,65,0,0,0,0
BE_25068,Mont-Saint-Guibert,0,5124,278,0,0,0,0,0,0,0,384,0,689,1530,1400,401,144,298,0,0,0,0
BE_52048,Montigny-le-Tilleul,0,6843,467,0,0,0,0,0,0,0,719,0,1657,1170,1701,360,364,405,0,0,0,0
BE_36012,Moorslede,0,8203,588,0,1951,1549,924,1513,863,556,221,38,0,0,0,0,0,0,0,0,0,0
BE_56087,Morlanwelz,0,11384,1138,0,0,0,0,0,0,0,2338,0,4267,1098,1106,434,561,442,0,0,0,0
BE_11029,Mortsel,0,17337,479,0,2204,4592,2300,1497,1213,3939,1022,91,0,0,0,0,0,0,0,0,0,0
BE_54007,Mouscron / Moeskroen,0,30903,3967,0,0,0,0,0,0,0,3473,0,6364,5566,3638,5760,1399,736,0,0,0,0
BE_85026,Musson,0,2791,406,0,0,0,0,0,0,0,258,0,617,551,339,417,125,78,0,0,0,0
BE_92094,Namur / Namen,0,70163,5166,0,0,0,0,0,0,0,7320,0,14717,15723,10775,10169,2322,3971,0,0,0,0
BE_61043,Nandrin,0,4038,206,0,0,0,0,0,0,0,391,0,865,822,1085,292,151,226,0,0,0,0
BE_83040,Nassogne,0,3723,351,0,0,0,0,0,0,0,380,0,785,606,650,637,138,176,0,0,0,0
BE_44048,Nazareth,0,8555,460,0,1241,1671,1929,1427,600,910,263,54,0,0,0,0,0,0,0,0,0,0
BE_84043,Neufchâteau,0,5075,450,0,0,0,0,0,0,0,440,0,703,787,961,1390,155,189,0,0,0,0
BE_62121,Neupré,0,6945,321,0,0,0,0,0,0,0,546,0,1535,1389,2034,451,277,392,0,0,0,0
BE_11030,Niel,0,6853,288,0,1657,1738,859,461,786,603,433,28,0,0,0,0,0,0,0,0,0,0
BE_71045,Nieuwerkerken,0,5080,359,0,945,859,714,948,759,315,162,19,0,0,0,0,0,0,0,0,0,0
BE_38016,Nieuwpoort / Nieuport,0,8611,593,0,1782,2044,1151,1321,864,547,263,46,0,0,0,0,0,0,0,0,0,0
BE_12026,Nijlen,0,16795,872,0,3538,4569,1842,2325,996,1820,731,102,0,0,0,0,0,0,0,0,0,0
BE_41048,Ninove,0,27863,1615,0,8993,4280,5159,2425,2575,1966,761,89,0,0,0,0,0,0,0,0,0,0
BE_25072,Nivelles / Nijvel,0,19583,1372,0,0,0,0,0,0,0,1490,0,4064,4845,4809,1152,713,1138,0,0,0,0
BE_92097,Ohey,0,3538,296,0,0,0,0,0,0,0,504,0,689,583,606,474,144,242,0,0,0,0
BE_13029,Olen,0,8965,498,0,2090,2051,845,1441,803,768,426,43,0,0,0,0,0,0,0,0,0,0
BE_63057,Olne,0,3344,230,0,0,0,0,0,0,0,384,0,718,659,752,269,192,140,0,0,0,0
BE_91103,Onhaye,0,2286,253,0,0,0,0,0,0,0,233,0,435,303,415,399,91,157,0,0,0,0
BE_44052,Oosterzele,0,9948,510,0,1521,1681,2316,1448,699,1403,310,60,0,0,0,0,0,0,0,0,0,0
BE_31022,Oostkamp,0,17500,1182,0,3035,3111,2059,4057,1768,1778,443,67,0,0,0,0,0,0,0,0,0,0
BE_37010,Oostrozebeke,0,5683,412,0,1553,1188,498,1129,470,271,146,16,0,0,0,0,0,0,0,0,0,0
BE_23060,Opwijk,0,10164,368,0,1759,2809,1872,1357,549,1118,298,34,0,0,0,0,0,0,0,0,0,0
BE_64056,Oreye / Oerle,0,3326,231,0,0,0,0,0,0,0,444,0,928,488,751,185,160,139,0,0,0,0
BE_25120,Orp-Jauche,0,5957,438,0,0,0,0,0,0,0,565,0,1238,1130,1534,445,265,342,0,0,0,0
BE_35013,Oostende / Ostende,0,46830,2052,0,9880,8241,7175,3840,8127,5236,2131,148,0,0,0,0,0,0,0,0,0,0
BE_25121,Ottignies-Louvain-la-Neuve,0,19562,994,0,0,0,0,0,0,0,1451,0,2565,7268,3960,1834,538,952,0,0,0,0
BE_24086,Oud-Heverlee,0,7823,208,0,642,1887,1384,1321,543,1556,243,39,0,0,0,0,0,0,0,0,0,0
BE_13031,Oud-Turnhout,0,8958,284,0,1994,2419,947,1421,644,929,294,26,0,0,0,0,0,0,0,0,0,0
BE_45035,Oudenaarde / Audenarde,0,22585,1316,0,3862,3708,5027,3313,1883,2801,586,89,0,0,0,0,0,0,0,0,0,0
BE_35014,Oudenburg,0,6824,474,0,1549,1085,1148,1054,801,424,249,40,0,0,0,0,0,0,0,0,0,0
BE_72042,Oudsbergen,0,16772,979,0,3406,3311,1612,4572,978,1120,758,36,0,0,0,0,0,0,0,0,0,0
BE_61048,Ouffet,0,1956,167,0,0,0,0,0,0,0,211,0,506,278,443,147,80,124,0,0,0,0
BE_62079,Oupeye,0,15905,1291,0,0,0,0,0,0,0,3005,0,4223,1913,2458,1302,1010,703,0,0,0,0
BE_23062,Overijse,0,14827,584,0,1276,2749,4888,1480,689,2661,343,157,0,0,0,0,0,0,0,0,0,0
BE_57064,Péruwelz,0,10864,1418,0,0,0,0,0,0,0,1352,0,3046,1431,2332,480,402,403,0,0,0,0
BE_84050,Paliseul,0,3700,425,0,0,0,0,0,0,0,393,0,729,381,870,634,147,121,0,0,0,0
BE_57062,Pecq,0,3532,415,0,0,0,0,0,0,0,369,0,853,652,643,356,119,125,0,0,0,0
BE_72030,Peer,0,11812,626,0,2499,2245,1171,3148,858,770,453,42,0,0,0,0,0,0,0,0,0,0
BE_72043,Pelt,0,20836,1126,0,4068,4181,2060,4978,1768,1652,951,52,0,0,0,0,0,0,0,0,0,0
BE_23064,Pepingen,0,3221,160,0,452,803,714,476,160,351,97,8,0,0,0,0,0,0,0,0,0,0
BE_63058,Pepinster,0,6324,631,0,0,0,0,0,0,0,966,0,1263,1027,1256,342,536,303,0,0,0,0
BE_25084,Perwez / Perwijs,0,6288,422,0,0,0,0,0,0,0,456,0,1048,1331,1665,827,234,305,0,0,0,0
BE_93056,Philippeville,0,6393,709,0,0,0,0,0,0,0,943,0,1489,751,1134,608,426,333,0,0,0,0
BE_37011,Pittem,0,4922,300,0,1135,897,589,1188,388,299,110,16,0,0,0,0,0,0,0,0,0,0
BE_63088,Plombières,0,5896,673,0,0,0,0,0,0,0,703,0,978,1012,1112,800,420,198,0,0,0,0
BE_52055,Pont-à-Celles,0,11540,876,0,0,0,0,0,0,0,1427,0,3035,2018,1907,702,834,741,0,0,0,0
BE_33021,Poperinge,0,14017,1041,0,2765,2061,2093,3022,1489,1114,372,60,0,0,0,0,0,0,0,0,0,0
BE_92101,Profondeville,0,8283,563,0,0,0,0,0,0,0,748,0,1342,1781,1775,1227,341,506,0,0,0,0
BE_12029,Putte,0,12758,536,0,2746,2893,2330,2072,685,943,514,39,0,0,0,0,0,0,0,0,0,0
BE_12041,Puurs-Sint-Amands,0,18772,585,0,3440,4196,2060,4627,1146,1895,766,57,0,0,0,0,0,0,0,0,0,0
BE_53084,Quévy,0,3984,373,0,0,0,0,0,0,0,521,0,1249,522,632,379,171,137,0,0,0,0
BE_53065,Quaregnon,0,10937,1527,0,0,0,0,0,0,0,2145,0,4454,949,719,363,481,299,0,0,0,0
BE_53068,Quiévrain,0,4135,558,0,0,0,0,0,0,0,707,0,1356,357,684,199,173,101,0,0,0,0
BE_63061,Raeren,0,4156,242,0,0,0,0,0,420,0,0,0,0,881,465,0,0,0,1245,367,502,34
BE_25122,Ramillies,0,4425,262,0,0,0,0,0,0,0,343,0,747,939,1270,338,186,340,0,0,0,0
BE_11035,Ranst,0,13817,404,0,2615,4639,1828,1466,614,1751,435,65,0,0,0,0,0,0,0,0,0,0
BE_13035,Ravels,0,7800,330,0,1682,1925,720,2005,350,531,236,21,0,0,0,0,0,0,0,0,0,0
BE_25123,Rebecq,0,6866,576,0,0,0,0,0,0,0,798,0,1774,1132,1459,417,348,362,0,0,0,0
BE_64063,Remicourt,0,3668,275,0,0,0,0,0,0,0,559,0,1005,555,647,266,201,160,0,0,0,0
BE_45041,Ronse / Renaix,0,16391,1815,0,2455,2329,2353,1965,2727,1578,1086,83,0,0,0,0,0,0,0,0,0,0
BE_83044,Rendeux,0,1855,172,0,0,0,0,0,0,0,213,0,381,276,380,271,86,76,0,0,0,0
BE_13036,Retie,0,7842,339,0,1490,2141,883,1630,445,669,228,17,0,0,0,0,0,0,0,0,0,0
