gisco_id,name,registered,turnout,invalid,blank,VB (1979),N-VA,Open VLD,CD&V,Vooruit,Groen,PTB/PVDA,Volt,PS,Ecolo,MR,LE,PP (2009),DéFI,CSP,VIVANT,ProDG,DierAnimal
BE_23101,Sint-Genesius-Rode / Rhode-Saint-Genèse,0,10608,620,0,364,1087,1313,413,198,516,280,36,533,1438,2708,239,130,733,0,0,0,0
BE_73066,Riemst,0,10317,791,0,1937,1908,1476,2517,758,606,292,32,0,0,0,0,0,0,0,0,0,0
BE_13037,Rijkevorsel,0,8060,372,0,1970,2377,939,1098,445,585,261,13,0,0,0,0,0,0,0,0,0,0
BE_25091,Rixensart,0,14407,636,0,0,0,0,0,0,0,645,0,1710,4376,4731,964,416,929,0,0,0,0
BE_91114,Rochefort,0,8463,874,0,0,0,0,0,0,0,933,0,2132,1320,1798,773,305,328,0,0,0,0
BE_36015,Roeselare / Roulers,0,41965,1790,0,9612,7960,4438,8376,4282,4087,1265,155,0,0,0,0,0,0,0,0,0,0
BE_23097,Roosdaal,0,8278,379,0,1747,2167,1065,1366,497,822,180,55,0,0,0,0,0,0,0,0,0,0
BE_24094,Rotselaar,0,11906,447,0,1431,2672,1879,1886,1128,1925,485,53,0,0,0,0,0,0,0,0,0,0
BE_85047,Rouvroy,0,1358,175,0,0,0,0,0,0,0,175,0,219,234,160,323,29,43,0,0,0,0
BE_37012,Ruiselede,0,3833,236,0,770,696,539,849,288,332,99,24,0,0,0,0,0,0,0,0,0,0
BE_57072,Rumes,0,3587,490,0,0,0,0,0,0,0,417,0,1040,462,375,584,97,122,0,0,0,0
BE_11037,Rumst,0,10711,340,0,2014,3015,1298,1467,1066,1073,393,45,0,0,0,0,0,0,0,0,0,0
BE_64065,Saint-Georges-sur-Meuse,0,3006,228,0,0,0,0,0,0,0,497,0,862,423,400,251,211,134,0,0,0,0
BE_53070,Saint-Ghislain,0,14387,1287,0,0,0,0,0,0,0,2051,0,5415,1634,1731,1031,716,522,0,0,0,0
BE_21013,Saint-Gilles / Sint-Gillis,0,17510,1126,0,159,320,577,90,198,904,2900,40,3492,5049,1237,545,294,579,0,0,0,0
BE_84059,Saint-Hubert,0,3751,389,0,0,0,0,0,0,0,397,0,987,492,613,609,124,140,0,0,0,0
BE_21014,Saint-Josse-ten-Noode / Sint-Joost-ten-Node,0,9504,834,0,98,117,180,76,132,331,1164,16,3732,1561,425,396,138,304,0,0,0,0
BE_85034,Saint-Léger,0,2386,246,0,0,0,0,0,0,0,193,0,439,516,385,412,97,98,0,0,0,0
BE_62093,Saint-Nicolas,0,13701,1381,0,0,0,0,0,0,0,3091,0,5065,1487,1052,444,757,424,0,0,0,0
BE_82038,Sainte-Ode,0,1724,162,0,0,0,0,0,0,0,121,0,210,172,472,431,72,84,0,0,0,0
BE_92137,Sambreville,0,17814,1781,0,0,0,0,0,0,0,2837,0,6479,2047,1746,939,919,1066,0,0,0,0
BE_63067,Sankt Vith / Saint-Vith,0,6395,461,0,0,0,0,0,444,0,0,0,0,774,687,0,0,0,2407,737,837,48
BE_21015,Schaerbeek / Schaarbeek,0,52650,4248,0,535,970,1899,516,557,2074,7810,100,11196,11510,3751,2197,893,4394,0,0,0,0
BE_11038,Schelle,0,5994,228,0,1279,1571,602,858,492,681,263,20,0,0,0,0,0,0,0,0,0,0
BE_24134,Scherpenheuvel-Zichem / Montaigu-Zichem,0,16758,1163,0,3900,3565,2381,2208,1509,1238,691,103,0,0,0,0,0,0,0,0,0,0
BE_11039,Schilde,0,13430,258,0,2027,5450,2592,1140,419,1188,300,56,0,0,0,0,0,0,0,0,0,0
BE_11040,Schoten,0,23290,721,0,5352,7667,2618,1794,1478,2533,1023,104,0,0,0,0,0,0,0,0,0,0
BE_52063,Seneffe,0,7556,556,0,0,0,0,0,0,0,874,0,1871,1379,1740,426,287,423,0,0,0,0
BE_62096,Seraing,0,35313,3122,0,0,0,0,0,0,0,8397,0,12121,4097,3025,1062,2053,1436,0,0,0,0
BE_55039,Silly / Opzullik,0,5832,375,0,0,0,0,0,0,0,539,0,1095,1105,1550,586,242,340,0,0,0,0
BE_46020,Sint-Gillis-Waas,0,13893,663,0,3100,3797,1454,2249,813,1290,469,58,0,0,0,0,0,0,0,0,0,0
BE_12035,Sint-Katelijne-Waver,0,14694,512,0,2629,4068,2198,2300,882,1528,522,55,0,0,0,0,0,0,0,0,0,0
BE_43014,Sint-Laureins,0,4978,308,0,932,779,996,1073,323,378,161,28,0,0,0,0,0,0,0,0,0,0
BE_41063,Sint-Lievens-Houtem,0,7473,421,0,1723,1474,1519,928,617,555,204,32,0,0,0,0,0,0,0,0,0,0
BE_44064,Sint-Martens-Latem,0,6117,167,0,467,1717,2195,563,232,635,115,26,0,0,0,0,0,0,0,0,0,0
BE_46021,Sint-Niklaas / Saint-Nicolas,0,49615,1918,0,10497,11171,6017,5828,4795,6236,2962,191,0,0,0,0,0,0,0,0,0,0
BE_23077,Sint-Pieters-Leeuw,0,19994,1686,0,2446,4232,3006,2204,2014,2924,1287,195,0,0,0,0,0,0,0,0,0,0
BE_71053,Sint-Truiden / Saint-Trond,0,28662,1299,0,5633,4927,5385,3761,4923,1811,854,69,0,0,0,0,0,0,0,0,0,0
BE_56088,Sivry-Rance,0,3376,382,0,0,0,0,0,0,0,450,0,729,331,675,517,182,110,0,0,0,0
BE_55040,Soignies / Zinnik,0,17413,1463,0,0,0,0,0,0,0,2028,0,5155,2987,2879,1569,633,699,0,0,0,0
BE_92114,Sombreffe,0,5606,439,0,0,0,0,0,0,0,614,0,1159,1125,1108,566,225,370,0,0,0,0
BE_91120,Somme-Leuze,0,3937,392,0,0,0,0,0,0,0,437,0,630,574,1171,313,186,234,0,0,0,0
BE_62099,Soumagne,0,10948,881,0,0,0,0,0,0,0,1620,0,2631,1669,2249,802,638,458,0,0,0,0
BE_63072,Spa,0,6396,587,0,0,0,0,0,0,0,800,0,1183,1062,1523,456,443,342,0,0,0,0
BE_62100,Sprimont,0,9820,591,0,0,0,0,0,0,0,999,0,1662,2087,2551,896,483,551,0,0,0,0
BE_11044,Stabroek,0,12871,494,0,3586,3947,1274,1105,913,892,605,55,0,0,0,0,0,0,0,0,0,0
BE_36019,Staden,0,8177,526,0,1794,1152,1554,1736,687,533,159,36,0,0,0,0,0,0,0,0,0,0
BE_63073,Stavelot,0,4754,503,0,0,0,0,0,0,0,563,0,664,789,1241,550,295,149,0,0,0,0
BE_23081,Steenokkerzeel,0,8140,316,0,1217,2519,1424,782,609,959,286,28,0,0,0,0,0,0,0,0,0,0
BE_46024,Stekene,0,12903,659,0,3422,3167,1380,1603,929,1150,532,61,0,0,0,0,0,0,0,0,0,0
BE_63075,Stoumont,0,2157,159,0,0,0,0,0,0,0,216,0,317,497,503,240,110,115,0,0,0,0
BE_84068,Tellin,0,1681,156,0,0,0,0,0,0,0,181,0,308,238,369,304,60,65,0,0,0,0
BE_46025,Temse / Tamise,0,20169,704,0,4564,4690,2760,2739,1560,1964,1128,60,0,0,0,0,0,0,0,0,0,0
BE_83049,Tenneville,0,2023,128,0,0,0,0,0,0,0,201,0,293,249,438,568,79,67,0,0,0,0
BE_23086,Ternat,0,11046,493,0,1845,2714,1950,1685,684,1287,343,45,0,0,0,0,0,0,0,0,0,0
BE_24104,Tervuren,0,12280,434,0,801,2527,3291,1389,708,2649,384,97,0,0,0,0,0,0,0,0,0,0
BE_71057,Tessenderlo,0,13271,700,0,3042,2895,1466,1937,1558,1043,595,35,0,0,0,0,0,0,0,0,0,0
BE_63076,Theux,0,8261,643,0,0,0,0,0,0,0,806,0,1336,1749,2245,553,587,342,0,0,0,0
BE_63089,Thimister-Clermont,0,3905,251,0,0,0,0,0,0,0,343,0,488,757,1191,513,198,164,0,0,0,0
BE_56078,Thuin,0,9997,969,0,0,0,0,0,0,0,1062,0,2998,1516,1839,644,490,479,0,0,0,0
BE_37015,Tielt,0,14445,885,0,2579,2624,1763,3272,1361,1426,487,48,0,0,0,0,0,0,0,0,0,0
BE_24135,Tielt-Winge,0,7982,492,0,1460,1738,1373,1144,628,802,315,30,0,0,0,0,0,0,0,0,0,0
BE_24107,Tienen / Tirlemont,0,23418,1634,0,4019,4680,3569,2845,3012,2359,1156,144,0,0,0,0,0,0,0,0,0,0
BE_61081,Tinlot,0,1839,98,0,0,0,0,0,0,0,191,0,410,361,443,141,82,113,0,0,0,0
BE_85039,Tintigny,0,2865,297,0,0,0,0,0,0,0,239,0,659,533,558,428,82,69,0,0,0,0
BE_73083,Tongeren / Tongres,0,21870,1184,0,4484,3169,3624,3074,3915,1530,844,46,0,0,0,0,0,0,0,0,0,0
BE_31033,Torhout,0,14766,975,0,2913,2389,1498,3129,1994,1436,377,55,0,0,0,0,0,0,0,0,0,0
BE_57081,Tournai / Doornik,0,42167,4488,0,0,0,0,0,0,0,5035,0,11193,8527,7196,2688,1551,1489,0,0,0,0
BE_24109,Tremelo,0,10683,480,0,2194,2436,1860,1386,878,987,421,41,0,0,0,0,0,0,0,0,0,0
BE_63086,Trois-Ponts,0,1706,172,0,0,0,0,0,0,0,219,0,273,273,376,253,71,69,0,0,0,0
BE_62122,Trooz,0,5269,376,0,0,0,0,0,0,0,760,0,1302,1002,961,269,349,250,0,0,0,0
BE_25105,Tubize / Tubeke,0,14912,1429,0,0,0,0,0,0,0,2333,0,3723,2214,2173,1272,822,946,0,0,0,0
BE_13040,Turnhout,0,26962,934,0,6139,5745,2408,3189,2959,3643,1861,84,0,0,0,0,0,0,0,0,0,0
BE_21016,Uccle / Ukkel,0,39383,1698,0,283,790,2597,233,161,546,2274,80,3977,11121,10016,1484,713,3410,0,0,0,0
BE_82036,Vaux-sur-Sûre,0,3758,394,0,0,0,0,0,0,0,230,0,336,431,960,1137,111,159,0,0,0,0
BE_61063,Verlaine,0,2944,203,0,0,0,0,0,0,0,334,0,614,501,755,206,126,205,0,0,0,0
BE_63079,Verviers,0,29769,2949,0,0,0,0,0,0,0,4624,0,6909,4939,4904,2266,2032,1146,0,0,0,0
BE_38025,Veurne / Furnes,0,8660,404,0,1677,1999,1007,1386,1278,645,239,25,0,0,0,0,0,0,0,0,0,0
BE_82032,Vielsalm,0,5105,572,0,0,0,0,0,0,0,544,0,965,888,673,1074,225,164,0,0,0,0
BE_25107,Villers-la-Ville,0,7273,495,0,0,0,0,0,0,0,558,0,1013,1798,2312,469,235,393,0,0,0,0
BE_61068,Villers-le-Bouillet,0,4342,335,0,0,0,0,0,0,0,614,0,1147,742,790,243,228,243,0,0,0,0
BE_23088,Vilvoorde / Vilvorde,0,24936,1696,0,2843,3777,4263,2027,4252,3625,2319,134,0,0,0,0,0,0,0,0,0,0
BE_93090,Viroinval,0,3943,454,0,0,0,0,0,0,0,564,0,1250,436,478,428,192,141,0,0,0,0
BE_85045,Virton,0,7173,877,0,0,0,0,0,0,0,735,0,1341,1539,964,1282,237,198,0,0,0,0
BE_62108,Visé / Wezet,0,11270,820,0,0,0,0,0,0,0,1843,0,2763,1595,2364,913,557,415,0,0,0,0
BE_33041,Vleteren,0,2603,186,0,629,463,361,525,209,156,64,10,0,0,0,0,0,0,0,0,0,0
BE_13044,Vorselaar,0,5753,283,0,1406,1343,506,904,428,560,294,29,0,0,0,0,0,0,0,0,0,0
BE_13046,Vosselaar,0,7907,257,0,1743,2200,814,1255,488,849,282,19,0,0,0,0,0,0,0,0,0,0
BE_91143,Vresse-sur-Semois,0,1772,177,0,0,0,0,0,0,0,148,0,356,219,438,249,64,121,0,0,0,0
BE_42023,Waasmunster,0,7753,274,0,1435,2055,1524,1110,378,687,248,42,0,0,0,0,0,0,0,0,0,0
BE_44073,Wachtebeke,0,5393,375,0,1193,859,918,684,602,417,321,24,0,0,0,0,0,0,0,0,0,0
BE_93088,Walcourt,0,12661,1195,0,0,0,0,0,0,0,1772,0,3158,1641,2326,936,936,697,0,0,0,0
BE_25124,Walhain,0,4831,275,0,0,0,0,0,0,0,292,0,740,1310,1268,537,118,291,0,0,0,0
BE_61072,Wanze,0,9197,684,0,0,0,0,0,0,0,1135,0,3124,1615,1306,497,447,389,0,0,0,0
BE_34040,Waregem,0,27386,1662,0,5452,5872,3457,5490,2139,2450,757,107,0,0,0,0,0,0,0,0,0,0
BE_64074,Waremme / Borgworm,0,10280,925,0,0,0,0,0,0,0,1334,0,3353,1431,1676,678,459,424,0,0,0,0
BE_64075,Wasseiges,0,1982,163,0,0,0,0,0,0,0,224,0,412,363,507,126,86,101,0,0,0,0
BE_25110,Waterloo,0,18344,926,0,0,0,0,0,0,0,705,0,1660,4052,8137,937,629,1298,0,0,0,0
BE_21017,Watermael-Boitsfort / Watermaal-Bosvoorde,0,14236,537,0,100,212,739,80,84,298,854,37,1524,5232,2262,502,333,1442,0,0,0,0
BE_25112,Wavre / Waver,0,21473,1370,0,0,0,0,0,0,0,1585,0,2887,5131,6925,1471,780,1324,0,0,0,0
BE_63080,Waimes / Weismes,0,4938,541,0,0,0,0,0,0,0,514,0,533,873,1302,646,335,194,0,0,0,0
BE_63084,Welkenraedt,0,6400,560,0,0,0,0,0,0,0,696,0,1267,1181,1440,635,369,252,0,0,0,0
BE_73098,Wellen,0,5587,374,0,1251,888,1139,570,827,328,188,22,0,0,0,0,0,0,0,0,0,0
BE_84075,Wellin,0,2132,183,0,0,0,0,0,0,0,209,0,468,293,470,329,81,99,0,0,0,0
BE_23102,Wemmel,0,9476,547,0,449,1305,1137,382,219,511,711,19,691,1126,1344,259,178,598,0,0,0,0
BE_33029,Wervik,0,12798,1024,0,2791,1784,1361,1997,2245,942,576,78,0,0,0,0,0,0,0,0,0,0
BE_13049,Westerlo,0,18063,899,0,4025,4443,1766,3529,1145,1401,787,68,0,0,0,0,0,0,0,0,0,0
BE_42025,Wetteren,0,18069,1055,0,3690,3602,3264,2118,1788,1856,617,79,0,0,0,0,0,0,0,0,0,0
BE_34041,Wevelgem,0,22802,1299,0,4845,3951,2233,4604,2489,2467,820,94,0,0,0,0,0,0,0,0,0,0
BE_23103,Wezembeek-Oppem,0,7678,249,0,168,514,811,224,93,338,240,25,370,1688,1672,350,88,848,0,0,0,0
BE_42026,Wichelen,0,8514,458,0,1876,1691,1745,942,724,731,313,34,0,0,0,0,0,0,0,0,0,0
BE_37017,Wielsbeke,0,6942,425,0,1807,1422,705,1499,492,397,182,13,0,0,0,0,0,0,0,0,0,0
BE_11050,Wijnegem,0,6689,217,0,1308,2157,717,633,406,883,339,29,0,0,0,0,0,0,0,0,0,0
BE_12040,Willebroek,0,16587,689,0,2943,3824,1664,1855,2838,1640,1087,47,0,0,0,0,0,0,0,0,0,0
BE_37018,Wingene,0,10323,768,0,2257,1934,1181,2444,772,681,251,35,0,0,0,0,0,0,0,0,0,0
BE_21018,Woluwe-Saint-Lambert / Sint-Lambrechts-Woluwe,0,25395,1176,0,282,619,1645,263,139,478,1343,57,2004,6329,3895,1131,540,5494,0,0,0,0
BE_21019,Woluwe-Saint-Pierre / Sint-Pieters-Woluwe,0,19552,612,0,162,436,1934,257,100,377,651,65,1302,5084,4883,1419,323,1947,0,0,0,0
BE_11052,Wommelgem,0,8703,260,0,1770,3058,1059,703,454,958,415,26,0,0,0,0,0,0,0,0,0,0
BE_45061,Wortegem-Petegem,0,4770,234,0,742,945,1270,743,387,350,83,16,0,0,0,0,0,0,0,0,0,0
BE_11053,Wuustwezel,0,13979,554,0,2979,3936,1551,2736,629,1027,523,44,0,0,0,0,0,0,0,0,0,0
BE_91141,Yvoir,0,6230,508,0,0,0,0,0,0,0,708,0,978,1432,1251,706,223,424,0,0,0,0
BE_11054,Zandhoven,0,9423,289,0,1942,2942,1115,1544,391,873,286,41,0,0,0,0,0,0,0,0,0,0
BE_23094,Zaventem,0,18105,1174,0,1406,3305,4754,1893,1307,3142,953,171,0,0,0,0,0,0,0,0,0,0
BE_31040,Zedelgem,0,16693,1025,0,3454,3042,2035,3221,1807,1593,410,106,0,0,0,0,0,0,0,0,0,0
BE_42028,Zele,0,13997,652,0,2941,2661,2039,2627,1247,1295,494,41,0,0,0,0,0,0,0,0,0,0
BE_43018,Zelzate,0,8255,478,0,2018,925,1002,582,1612,347,1263,28,0,0,0,0,0,0,0,0,0,0
BE_23096,Zemst,0,16505,570,0,2572,4238,2775,2202,1276,2198,588,86,0,0,0,0,0,0,0,0,0,0
BE_11055,Zoersel,0,15584,441,0,2800,5552,1944,2000,658,1686,436,67,0,0,0,0,0,0,0,0,0,0
BE_71066,Zonhoven,0,15066,792,0,3160,3086,2840,1860,1543,1082,655,48,0,0,0,0,0,0,0,0,0,0
BE_33037,Zonnebeke,0,9063,641,0,2037,1590,1116,1671,1095,546,218,149,0,0,0,0,0,0,0,0,0,0
BE_41081,Zottegem,0,19281,1089,0,3298,3846,3476,2319,2807,1894,479,73,0,0,0,0,0,0,0,0,0,0
BE_24130,Zoutleeuw / Léau,0,6285,322,0,1364,1259,944,1089,723,363,210,11,0,0,0,0,0,0,0,0,0,0
BE_31042,Zuienkerke,0,2068,82,0,390,469,309,413,170,164,62,9,0,0,0,0,0,0,0,0,0,0
BE_44081,Zulte,0,11299,673,0,2326,2134,2346,1814,768,928,260,50,0,0,0,0,0,0,0,0,0,0
BE_71067,Zutendaal,0,4980,222,0,998,1059,654,1073,380,342,234,18,0,0,0,0,0,0,0,0,0,0
BE_45065,Zwalm,0,6100,421,0,995,1072,1526,614,561,711,171,29,0,0,0,0,0,0,0,0,0,0
BE_34042,Zwevegem,0,18048,998,0,3647,3158,2478,3496,1816,1791,592,72,0,0,0,0,0,0,0,0,0,0
BE_11056,Zwijndrecht,0,12940,474,0,2804,3534,1038,1160,1275,1728,866,61,0,0,0,0,0,0,0,0,0,0
BE_K00002,Electoral Canton Alost,94876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00216,Electoral Canton Aalter,22879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00001,Electoral Canton Aarschot,40810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00003,Electoral Canton Andenne,29861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00004,Electoral Canton Anderlecht,73456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00217,Electoral Canton Anderlues,8754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00005,Electoral Canton Antoing,15481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00006,Electoral Canton Anvers,338575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00007,Electoral Canton Arendonk,33303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00008,Electoral Canton Arlon,25838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00009,Electoral Canton Asse,108522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00010,Electoral Canton Assenede,20326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00011,Electoral Canton Ath,22682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00012,Electoral Canton Aubel,10060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00014,Electoral Canton Avelgem,9411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00015,Electoral Canton Aywaille,35267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00016,Electoral Canton Bassenge,32583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00017,Electoral Canton Bastogne,14284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00018,Electoral Canton Beaumont,12236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00019,Electoral Canton Beauraing,10764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00020,Electoral Canton Beloeil,19076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00021,Electoral Canton Beringen,94442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00022,Electoral Canton Beveren,37309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00023,Electoral Canton Bilzen,32129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00024,Electoral Canton Binche,43354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00025,Electoral Canton Boom,46978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00120,Electoral Canton Looz,36286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00026,Electoral Canton Bouillon,4190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00027,Electoral Canton Boussu,48789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00031,Electoral Canton Bruges,210480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00032,Electoral Canton Bruxelles,86396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_KAE003,Foreign Voters - Bruxelles-Hal-Vilvorde,8114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00028,Electoral Canton Brakel,17072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00029,Electoral Canton Brecht,75666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00030,Electoral Canton Bree,39733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00033,Electoral Canton Celles,7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00034,Electoral Canton Châtelet,64464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00035,Electoral Canton Charleroi,132280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00036,Electoral Canton Chièvres,7862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00037,Electoral Canton Chimay,11459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00038,Electoral Canton Ciney,26627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00039,Electoral Canton Comines-Warneton,10480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00041,Electoral Canton Couvin,15219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00042,Electoral Canton Deinze,45853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00178,Electoral Canton Termonde,61917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00043,Electoral Canton Destelbergen,14296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00044,Electoral Canton Diest,48463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00045,Electoral Canton Dinant,29943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00046,Electoral Canton Dison,9842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00047,Electoral Canton Dixmude,40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00048,Electoral Canton Dour,35026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00049,Electoral Canton Duffel,41296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00050,Electoral Canton Durbuy,8859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00051,Electoral Canton Eeklo,40314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00052,Electoral Canton Eghezée,25403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00053,Electoral Canton Enghien,16513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00054,Electoral Canton Erezée,5334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00055,Electoral Canton Estaimpuis,9920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00056,Electoral Canton Etalle,13479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00057,Electoral Canton Eupen,28206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00058,Electoral Canton Evergem,27665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00059,Electoral Canton Fauvillers,1639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00060,Electoral Canton Ferrières,3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00061,Electoral Canton Fléron,66187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00062,Electoral Canton Flobecq,7371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00063,Electoral Canton Florennes,8783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00064,Electoral Canton Florenville,8210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00065,Electoral Canton Fontaine-l'Evêque,52112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00066,Electoral Canton Fosses-la-Ville,33670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00068,Electoral Canton Frameries,21731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00069,Electoral Canton Frasnes-Lez-Anvaing,9091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00072,Electoral Canton Gedinne,8164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00073,Electoral Canton Gembloux,60833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00074,Electoral Canton Genappe,19435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00075,Electoral Canton Genk,58532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00071,Electoral Canton Gand,184274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00079,Electoral Canton Grammont,25968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00076,Electoral Canton Gistel,28099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
