gisco_id,name,registered,turnout,invalid,blank,VB (1979),N-VA,Vooruit,CD&V,Open VLD,PTB/PVDA,Groen,Voor U,Volt,PS,MR,LE,Ecolo,GA/SAP,DéFI,CSP,VIVANT,ProDG
BE_84050,Paliseul,0,3811,450,0,0,0,0,0,0,311,0,0,0,479,1639,619,177,67,69,0,0,0
BE_57062,Pecq,0,4305,976,0,0,0,0,0,0,421,0,0,0,856,1121,534,286,67,44,0,0,0
BE_72030,Peer,0,12134,560,0,3183,2375,1119,2964,575,571,632,114,41,0,0,0,0,0,0,0,0,0
BE_72043,Pelt,0,21797,966,0,5372,4552,2337,4737,1082,1208,1279,159,105,0,0,0,0,0,0,0,0,0
BE_23064,Pepingen,0,3403,143,0,668,766,270,588,487,132,265,65,19,0,0,0,0,0,0,0,0,0
BE_63058,Pepinster,0,6282,620,0,0,0,0,0,0,795,0,0,0,847,2429,817,491,131,152,0,0,0
BE_25084,Perwijs (Nijvel) / Perwez (Nivelles),0,6785,418,0,0,0,0,0,0,480,0,0,0,784,2818,1318,715,92,160,0,0,0
BE_93056,Philippeville,0,6755,752,0,0,0,0,0,0,877,0,0,0,1158,2236,1003,398,155,176,0,0,0
BE_37011,Pittem,0,5186,281,0,1471,819,515,1243,332,191,250,71,13,0,0,0,0,0,0,0,0,0
BE_63088,Plombières,0,6182,590,0,0,0,0,0,0,703,0,0,0,810,2382,1052,429,117,99,0,0,0
BE_52055,Pont-à-Celles,0,12125,999,0,0,0,0,0,0,1385,0,0,0,2130,3991,1969,1007,282,362,0,0,0
BE_33021,Poperinge,0,14746,998,0,3715,2136,1918,3065,1161,546,975,185,47,0,0,0,0,0,0,0,0,0
BE_92101,Profondeville,0,8784,546,0,0,0,0,0,0,703,0,0,0,862,3485,1830,968,169,221,0,0,0
BE_12029,Putte,0,14071,598,0,3632,3469,1352,2068,1244,657,854,122,75,0,0,0,0,0,0,0,0,0
BE_12041,Puurs-Sint-Amands,0,20113,639,0,4505,4566,2148,3729,1262,1173,1798,155,138,0,0,0,0,0,0,0,0,0
BE_53084,Quévy,0,5774,547,0,0,0,0,0,0,623,0,0,0,1270,2050,725,315,118,126,0,0,0
BE_53065,Quaregnon,0,11109,1425,0,0,0,0,0,0,2160,0,0,0,3620,2316,819,374,218,177,0,0,0
BE_53068,Quiévrain,0,4355,556,0,0,0,0,0,0,703,0,0,0,1117,1171,501,155,96,56,0,0,0
BE_63061,Raeren,0,4736,256,0,0,0,578,0,0,0,0,0,0,0,591,0,705,0,0,1340,425,841
BE_25122,Ramillies,0,4779,256,0,0,0,0,0,0,391,0,0,0,557,2018,818,521,77,141,0,0,0
BE_11035,Ranst,0,14440,429,0,3312,4477,1296,1646,1078,609,1381,123,89,0,0,0,0,0,0,0,0,0
BE_13035,Ravels,0,7970,346,0,2356,1594,666,1753,549,202,397,69,38,0,0,0,0,0,0,0,0,0
BE_25123,Rebecq,0,7281,550,0,0,0,0,0,0,885,0,0,0,1330,2714,926,560,136,180,0,0,0
BE_64063,Remicourt,0,4301,263,0,0,0,0,0,0,455,0,0,0,849,1627,606,324,81,96,0,0,0
BE_45041,Ronse / Renaix,0,17397,1744,0,3336,2381,1858,1742,1703,2945,1332,233,123,0,0,0,0,0,0,0,0,0
BE_83044,Rendeux,0,1909,154,0,0,0,0,0,0,188,0,0,0,263,772,288,166,34,44,0,0,0
BE_13036,Retie,0,8225,345,0,1884,2324,802,1500,467,286,532,48,37,0,0,0,0,0,0,0,0,0
BE_23101,Sint-Genesius-Rode / Rhode-Saint-Genèse,0,10927,318,0,568,955,377,383,428,546,374,35,41,427,4805,610,700,35,325,0,0,0
BE_73066,Riemst,0,10622,620,0,2801,1992,855,2258,1000,436,507,95,58,0,0,0,0,0,0,0,0,0
BE_13037,Rijkevorsel,0,8501,385,0,2434,2294,769,1213,467,337,486,73,43,0,0,0,0,0,0,0,0,0
BE_25091,Rixensart,0,15224,669,0,0,0,0,0,0,820,0,0,0,1469,6655,2395,2500,182,534,0,0,0
BE_91114,Rochefort,0,8727,933,0,0,0,0,0,0,927,0,0,0,1450,3123,1261,747,135,151,0,0,0
BE_36015,Roeselare / Roulers,0,44238,1874,0,11871,8895,5450,7024,2835,2420,3275,365,229,0,0,0,0,0,0,0,0,0
BE_23097,Roosdaal,0,8746,466,0,2094,2130,775,1352,659,452,669,98,51,0,0,0,0,0,0,0,0,0
BE_24094,Rotselaar,0,13163,442,0,2032,2976,1923,1907,1157,594,1813,200,119,0,0,0,0,0,0,0,0,0
BE_85047,Rouvroy,0,1472,158,0,0,0,0,0,0,163,0,0,0,184,402,381,119,34,31,0,0,0
BE_37012,Ruiselede,0,4128,228,0,1006,765,436,853,330,144,316,35,15,0,0,0,0,0,0,0,0,0
BE_57072,Rumes,0,3740,428,0,0,0,0,0,0,400,0,0,0,849,913,860,189,58,43,0,0,0
BE_11037,Rumst,0,11259,339,0,2594,3055,1395,1321,793,672,924,102,64,0,0,0,0,0,0,0,0,0
BE_64065,Saint-Georges-sur-Meuse,0,4223,371,0,0,0,0,0,0,602,0,0,0,858,1254,611,266,142,119,0,0,0
BE_53070,Saint-Ghislain,0,15203,1525,0,0,0,0,0,0,1984,0,0,0,4001,4590,1807,700,276,320,0,0,0
BE_21013,Saint-Gilles / Sint-Gillis,0,18075,1058,0,287,239,282,124,259,4131,942,23,143,3266,2249,785,3517,336,434,0,0,0
BE_84059,Saint-Hubert,0,3907,384,0,0,0,0,0,0,337,0,0,0,719,1347,711,262,71,76,0,0,0
BE_21014,Saint-Josse-ten-Noode / Sint-Joost-ten-Node,0,9707,965,0,117,107,153,73,126,2527,359,26,77,2348,1122,455,882,74,296,0,0,0
BE_85034,Saint-Léger (Virton),0,2540,268,0,0,0,0,0,0,193,0,0,0,276,897,578,226,50,52,0,0,0
BE_62093,Saint-Nicolas (Luik) / Saint-Nicolas (Liège),0,13035,1321,0,0,0,0,0,0,3201,0,0,0,3871,2367,1076,649,253,297,0,0,0
BE_82038,Sainte-Ode,0,1822,230,0,0,0,0,0,0,133,0,0,0,145,786,338,114,47,29,0,0,0
BE_92137,Sambreville,0,18851,2058,0,0,0,0,0,0,2937,0,0,0,4596,4928,2361,946,484,541,0,0,0
BE_63067,Sankt Vith / Saint-Vith,0,6617,376,0,0,0,454,0,0,0,0,0,0,0,691,0,492,0,0,2694,858,1052
BE_21015,Schaerbeek / Schaarbeek,0,53464,4048,0,897,794,749,505,719,12435,2309,68,403,9274,8094,3382,7169,618,2000,0,0,0
BE_11038,Schelle,0,6304,229,0,1631,1637,779,638,292,462,555,42,39,0,0,0,0,0,0,0,0,0
BE_24134,Scherpenheuvel-Zichem / Montaigu-Zichem,0,18096,1040,0,5242,3647,2425,2051,1245,910,1186,253,97,0,0,0,0,0,0,0,0,0
BE_11039,Schilde,0,14283,283,0,2792,5674,912,1234,1740,380,1077,98,93,0,0,0,0,0,0,0,0,0
BE_11040,Schoten,0,23996,718,0,6244,7253,2248,2129,1331,1678,2056,161,178,0,0,0,0,0,0,0,0,0
BE_55085,Seneffe,0,7929,529,0,0,0,0,0,0,817,0,0,0,1458,3007,1074,728,129,187,0,0,0
BE_62096,Seraing,0,36297,3577,0,0,0,0,0,0,7779,0,0,0,10431,7412,3310,1994,878,916,0,0,0
BE_51068,Silly / Opzullik,0,6040,341,0,0,0,0,0,0,512,0,0,0,864,2540,954,546,115,168,0,0,0
BE_46020,Sint-Gillis-Waas,0,14838,629,0,4025,3757,1589,2135,785,712,991,138,77,0,0,0,0,0,0,0,0,0
BE_12035,Sint-Katelijne-Waver,0,15717,594,0,3319,4076,1563,2386,1396,857,1308,94,124,0,0,0,0,0,0,0,0,0
BE_43014,Sint-Laureins,0,5263,306,0,1389,825,548,1062,569,198,299,52,15,0,0,0,0,0,0,0,0,0
BE_41063,Sint-Lievens-Houtem,0,8034,384,0,2262,1768,831,953,972,258,487,74,45,0,0,0,0,0,0,0,0,0
BE_44064,Sint-Martens-Latem,0,6192,141,0,651,2167,328,723,1404,112,550,66,50,0,0,0,0,0,0,0,0,0
BE_46021,Sint-Niklaas (Sint-Niklaas) / Saint-Nicolas (Saint-Nicolas),0,53086,2124,0,11626,11031,7561,5547,3150,6272,4927,505,343,0,0,0,0,0,0,0,0,0
BE_23077,Sint-Pieters-Leeuw,0,21489,1668,0,3239,3926,2000,2340,2493,3526,1695,279,323,0,0,0,0,0,0,0,0,0
BE_71053,Sint-Truiden / Saint-Trond,0,30263,1244,0,7796,5248,4554,3380,4423,1704,1584,201,129,0,0,0,0,0,0,0,0,0
BE_56088,Sivry-Rance,0,3521,427,0,0,0,0,0,0,374,0,0,0,483,1169,775,165,75,53,0,0,0
BE_55040,Soignies / Zinnik,0,18778,1381,0,0,0,0,0,0,1977,0,0,0,4414,5957,2775,1526,323,425,0,0,0
BE_92114,Sombreffe,0,5853,431,0,0,0,0,0,0,545,0,0,0,841,2112,963,678,112,171,0,0,0
BE_91120,Somme-Leuze,0,4304,423,0,0,0,0,0,0,437,0,0,0,454,1876,619,325,86,84,0,0,0
BE_62099,Soumagne,0,11751,905,0,0,0,0,0,0,1396,0,0,0,2109,4356,1811,685,204,285,0,0,0
BE_63072,Spa,0,6280,577,0,0,0,0,0,0,706,0,0,0,744,2268,1115,569,128,173,0,0,0
BE_62100,Sprimont,0,10535,487,0,0,0,0,0,0,879,0,0,0,1241,4694,1657,1130,187,260,0,0,0
BE_11044,Stabroek,0,13397,478,0,4306,3801,1341,1087,637,804,735,131,77,0,0,0,0,0,0,0,0,0
BE_36019,Staden,0,8262,496,0,2375,1360,917,1528,801,278,382,93,32,0,0,0,0,0,0,0,0,0
BE_63073,Stavelot,0,4933,427,0,0,0,0,0,0,435,0,0,0,465,2171,798,448,96,93,0,0,0
BE_23081,Steenokkerzeel,0,8643,401,0,1765,2282,903,908,942,676,604,89,73,0,0,0,0,0,0,0,0,0
BE_46024,Stekene,0,14305,651,0,4468,3460,1647,1561,734,707,852,168,57,0,0,0,0,0,0,0,0,0
BE_63075,Stoumont,0,2280,157,0,0,0,0,0,0,206,0,0,0,233,978,357,246,46,57,0,0,0
BE_84068,Tellin,0,1850,165,0,0,0,0,0,0,174,0,0,0,245,776,312,102,31,45,0,0,0
BE_46025,Temse / Tamise,0,21652,815,0,5478,5020,2680,2513,1407,2040,1418,163,118,0,0,0,0,0,0,0,0,0
BE_83049,Tenneville,0,2128,178,0,0,0,0,0,0,147,0,0,0,230,864,507,128,47,27,0,0,0
BE_23086,Ternat,0,11678,515,0,2447,2613,1141,1497,1369,744,1142,124,86,0,0,0,0,0,0,0,0,0
BE_24104,Tervuren,0,13425,520,0,1186,2572,1370,1741,2851,627,2081,181,296,0,0,0,0,0,0,0,0,0
BE_71057,Tessenderlo,0,14044,644,0,3868,3129,1792,1765,816,966,856,144,64,0,0,0,0,0,0,0,0,0
BE_63076,Theux,0,8646,655,0,0,0,0,0,0,688,0,0,0,878,3972,1219,876,144,214,0,0,0
BE_63089,Thimister-Clermont,0,4099,248,0,0,0,0,0,0,232,0,0,0,341,2069,740,351,45,73,0,0,0
BE_56078,Thuin,0,10274,802,0,0,0,0,0,0,964,0,0,0,2207,3749,1459,648,218,227,0,0,0
BE_37015,Tielt (Tielt),0,14732,785,0,3123,2763,1862,2887,1109,784,1168,180,71,0,0,0,0,0,0,0,0,0
BE_24135,Tielt-Winge,0,8613,473,0,1895,1714,1185,1202,813,446,688,143,54,0,0,0,0,0,0,0,0,0
BE_24107,Tienen / Tirlemont,0,25103,1536,0,5436,4510,3887,2936,1987,2140,2140,316,215,0,0,0,0,0,0,0,0,0
BE_61081,Tinlot,0,1965,97,0,0,0,0,0,0,157,0,0,0,244,837,361,182,32,55,0,0,0
BE_85039,Tintigny,0,3805,378,0,0,0,0,0,0,278,0,0,0,372,1620,651,360,71,75,0,0,0
BE_73083,Tongeren / Tongres,0,22998,1186,0,6286,3743,3424,3040,2301,1515,1196,173,134,0,0,0,0,0,0,0,0,0
BE_31033,Torhout,0,15453,984,0,3834,2635,2264,2860,815,618,1193,181,69,0,0,0,0,0,0,0,0,0
BE_57081,Tournai / Doornik,0,43308,4211,0,0,0,0,0,0,4960,0,0,0,10111,12777,5582,4101,810,756,0,0,0
BE_24109,Tremelo,0,11540,500,0,2990,2694,1387,1408,990,494,842,154,81,0,0,0,0,0,0,0,0,0
BE_63086,Trois-Ponts,0,1753,133,0,0,0,0,0,0,177,0,0,0,183,740,286,142,44,48,0,0,0
BE_62122,Trooz,0,5407,373,0,0,0,0,0,0,703,0,0,0,829,1964,725,512,142,159,0,0,0
BE_25105,Tubize / Tubeke,0,16735,1489,0,0,0,0,0,0,3264,0,0,0,2976,5081,2149,970,302,504,0,0,0
BE_13040,Turnhout,0,28333,1141,0,6952,5616,4446,2803,1365,2836,2752,197,225,0,0,0,0,0,0,0,0,0
BE_21016,Uccle / Ukkel,0,42118,1780,0,714,965,257,269,575,4391,631,40,208,4409,15952,2992,6831,412,1692,0,0,0
BE_82036,Vaux-sur-Sûre,0,4331,407,0,0,0,0,0,0,261,0,0,0,305,2125,848,253,69,63,0,0,0
BE_61063,Verlaine,0,3155,194,0,0,0,0,0,0,269,0,0,0,446,1456,440,235,45,70,0,0,0
BE_63079,Verviers,0,31576,3507,0,0,0,0,0,0,5295,0,0,0,6245,9521,3440,2368,576,624,0,0,0
BE_38025,Veurne / Furnes,0,9212,415,0,2331,2005,1352,1340,650,356,591,127,45,0,0,0,0,0,0,0,0,0
BE_82032,Vielsalm,0,5167,607,0,0,0,0,0,0,484,0,0,0,695,1598,1064,441,153,125,0,0,0
BE_25107,Villers-la-Ville,0,7861,401,0,0,0,0,0,0,558,0,0,0,730,3517,1275,1042,137,201,0,0,0
BE_61068,Villers-le-Bouillet,0,4741,319,0,0,0,0,0,0,540,0,0,0,797,1727,708,400,99,151,0,0,0
BE_23088,Vilvoorde / Vilvorde,0,27286,2018,0,3483,3620,3906,2334,3235,5911,2110,335,334,0,0,0,0,0,0,0,0,0
BE_93090,Viroinval,0,4068,501,0,0,0,0,0,0,552,0,0,0,1044,1025,517,254,78,97,0,0,0
BE_85045,Virton,0,7524,956,0,0,0,0,0,0,718,0,0,0,1102,2157,1576,749,130,136,0,0,0
BE_62108,Visé / Wezet,0,11647,848,0,0,0,0,0,0,1719,0,0,0,2178,4154,1455,838,199,256,0,0,0
BE_33041,Vleteren,0,2683,155,0,920,350,243,533,216,80,136,45,5,0,0,0,0,0,0,0,0,0
BE_13044,Vorselaar,0,6090,233,0,1680,1419,730,826,301,269,535,54,43,0,0,0,0,0,0,0,0,0
BE_13046,Vosselaar,0,8593,311,0,2167,2304,905,1237,540,339,675,48,67,0,0,0,0,0,0,0,0,0
BE_91143,Vresse-sur-Semois,0,1741,183,0,0,0,0,0,0,125,0,0,0,181,702,400,98,25,27,0,0,0
BE_42023,Waasmunster,0,8286,252,0,1877,2307,746,989,953,424,610,90,38,0,0,0,0,0,0,0,0,0
BE_44073,Wachtebeke,0,5731,365,0,1546,947,805,708,524,364,382,66,24,0,0,0,0,0,0,0,0,0
BE_93088,Walcourt,0,13194,1129,0,0,0,0,0,0,1336,0,0,0,2715,4854,1850,714,254,342,0,0,0
BE_25124,Walhain,0,5412,233,0,0,0,0,0,0,303,0,0,0,518,2236,1077,847,80,118,0,0,0
BE_61072,Wanze,0,9678,707,0,0,0,0,0,0,1105,0,0,0,2258,2977,1358,827,201,245,0,0,0
BE_34040,Waregem,0,29387,1713,0,7340,6796,3073,4603,2051,1486,1902,274,149,0,0,0,0,0,0,0,0,0
BE_64074,Waremme / Borgworm,0,11500,974,0,0,0,0,0,0,1305,0,0,0,2584,3849,1678,671,191,248,0,0,0
BE_64075,Wasseiges,0,1181,111,0,0,0,0,0,0,86,0,0,0,147,568,145,87,18,19,0,0,0
BE_25110,Waterloo,0,18632,832,0,0,0,0,0,0,1011,0,0,0,1439,10563,2268,1780,149,590,0,0,0
BE_21017,Watermael-Boitsfort / Watermaal-Bosvoorde,0,14992,610,0,229,161,102,78,159,1588,312,15,78,1715,4247,1241,3523,181,753,0,0,0
BE_25112,Wavre / Waver,0,22814,1440,0,0,0,0,0,0,2078,0,0,0,2403,9405,3671,2742,336,739,0,0,0
BE_63080,Waimes / Weismes,0,5234,420,0,0,0,0,0,0,470,0,0,0,380,2486,887,397,101,93,0,0,0
BE_63084,Welkenraedt,0,6902,527,0,0,0,0,0,0,642,0,0,0,1005,2733,1132,574,127,162,0,0,0
BE_73098,Wellen,0,5810,341,0,1588,1023,787,561,926,216,288,55,25,0,0,0,0,0,0,0,0,0
BE_84075,Wellin,0,2315,182,0,0,0,0,0,0,212,0,0,0,380,904,395,176,34,32,0,0,0
BE_23102,Wemmel,0,10195,583,0,685,1100,351,427,674,1546,375,49,55,644,2462,551,391,40,262,0,0,0
BE_33029,Wervik,0,13259,971,0,3788,2048,2151,1790,737,751,794,177,52,0,0,0,0,0,0,0,0,0
BE_13049,Westerlo,0,19226,847,0,5040,4732,1888,3297,992,860,1289,177,104,0,0,0,0,0,0,0,0,0
BE_42025,Wetteren,0,19119,1051,0,4460,3934,2414,2177,1813,1431,1553,179,107,0,0,0,0,0,0,0,0,0
BE_34041,Wevelgem,0,23581,1262,0,5858,4623,3394,3828,1098,1167,1952,273,126,0,0,0,0,0,0,0,0,0
BE_23103,Wezembeek-Oppem,0,8278,271,0,250,435,196,178,389,529,331,40,63,355,3029,949,893,41,329,0,0,0
BE_42026,Wichelen,0,9138,430,0,2398,2000,1164,1030,924,390,650,101,51,0,0,0,0,0,0,0,0,0
BE_37017,Wielsbeke,0,7408,380,0,2435,1599,695,1144,431,347,277,76,24,0,0,0,0,0,0,0,0,0
BE_11050,Wijnegem,0,7190,246,0,1621,2040,699,641,438,632,770,54,49,0,0,0,0,0,0,0,0,0
BE_12040,Willebroek,0,18542,879,0,4229,3826,2655,1848,997,2651,1187,152,118,0,0,0,0,0,0,0,0,0
BE_37018,Wingene,0,11338,741,0,3045,2093,1116,2487,668,358,644,137,49,0,0,0,0,0,0,0,0,0
BE_21018,Woluwe-Saint-Lambert / Sint-Lambrechts-Woluwe,0,27091,1300,0,497,473,224,247,424,2746,461,36,189,2734,8868,2742,3930,220,2000,0,0,0
BE_21019,Woluwe-Saint-Pierre / Sint-Pieters-Woluwe,0,20396,667,0,348,414,147,252,427,1313,394,27,131,1409,7953,2843,3088,155,828,0,0,0
BE_11052,Wommelgem,0,9099,300,0,2144,2893,800,685,630,753,755,67,72,0,0,0,0,0,0,0,0,0
BE_45061,Wortegem-Petegem,0,5050,227,0,1039,1123,551,665,865,131,339,90,20,0,0,0,0,0,0,0,0,0
BE_11053,Wuustwezel,0,14762,576,0,3791,3748,1169,2928,840,612,848,146,104,0,0,0,0,0,0,0,0,0
BE_91141,Yvoir,0,6454,478,0,0,0,0,0,0,557,0,0,0,625,2536,1168,765,111,214,0,0,0
BE_11054,Zandhoven,0,9916,317,0,2393,3139,724,1552,596,341,710,93,51,0,0,0,0,0,0,0,0,0
BE_23094,Zaventem,0,19558,1318,0,2210,3242,1636,2262,3920,2485,1897,233,355,0,0,0,0,0,0,0,0,0
BE_31040,Zedelgem,0,17689,921,0,4327,3609,2447,2969,1155,627,1329,202,103,0,0,0,0,0,0,0,0,0
BE_42028,Zele,0,14728,677,0,3712,2909,1750,2043,1368,1143,958,106,62,0,0,0,0,0,0,0,0,0
BE_43018,Zelzate,0,8675,517,0,2546,1162,1547,538,431,1545,263,93,33,0,0,0,0,0,0,0,0,0
BE_23096,Zemst,0,17229,634,0,3366,4198,1966,2265,1681,910,1907,165,137,0,0,0,0,0,0,0,0,0
BE_11055,Zoersel,0,16785,468,0,3769,5714,1315,2094,1226,512,1418,146,123,0,0,0,0,0,0,0,0,0
BE_71066,Zonhoven,0,16194,757,0,4016,3891,1727,1831,1649,1080,1020,137,86,0,0,0,0,0,0,0,0,0
BE_33037,Zonnebeke,0,9559,615,0,2780,1676,1257,1721,569,321,467,114,39,0,0,0,0,0,0,0,0,0
BE_41081,Zottegem,0,20721,1038,0,4575,4280,3410,2272,2322,846,1653,195,130,0,0,0,0,0,0,0,0,0
BE_24130,Zoutleeuw / Léau,0,6589,327,0,1920,1221,733,1101,594,290,316,57,30,0,0,0,0,0,0,0,0,0
BE_31042,Zuienkerke,0,2127,78,0,483,458,190,495,172,70,134,33,14,0,0,0,0,0,0,0,0,0
BE_44081,Zulte,0,11870,595,0,2983,2733,1210,1705,1255,401,763,170,55,0,0,0,0,0,0,0,0,0
BE_71067,Zutendaal,0,5256,197,0,1352,1202,430,1060,351,335,269,30,30,0,0,0,0,0,0,0,0,0
BE_45065,Zwalm,0,6551,397,0,1401,1277,750,663,1130,223,616,61,33,0,0,0,0,0,0,0,0,0
BE_34042,Zwevegem,0,19271,958,0,4785,3936,2461,3215,1334,803,1487,203,89,0,0,0,0,0,0,0,0,0
BE_11056,Zwijndrecht,0,12993,510,0,3125,3060,1779,872,603,1518,1366,85,75,0,0,0,0,0,0,0,0,0
BE_K00002,Electoral Canton Alost,99792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00216,Electoral Canton Aalter,23938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00001,Electoral Canton Aarschot,43181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00003,Electoral Canton Andenne,31952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00004,Electoral Canton Anderlecht,78870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00217,Electoral Canton Anderlues,9446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00005,Electoral Canton Antoing,16141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00006,Electoral Canton Anvers,350898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00007,Electoral Canton Arendonk,34085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00008,Electoral Canton Arlon,26142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00009,Electoral Canton Asse,114736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00010,Electoral Canton Assenede,21177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00011,Electoral Canton Ath,24248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00012,Electoral Canton Aubel,10476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00014,Electoral Canton Avelgem,9725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00015,Electoral Canton Aywaille,37198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00016,Electoral Canton Bassenge,34256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00017,Electoral Canton Bastogne,15444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00018,Electoral Canton Beaumont,12933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00019,Electoral Canton Beauraing,11548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00020,Electoral Canton Beloeil,19929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00021,Electoral Canton Beringen,99720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00022,Electoral Canton Beveren,39178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00023,Electoral Canton Bilzen,33513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00024,Electoral Canton Binche,45545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00025,Electoral Canton Boom,49734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00120,Electoral Canton Looz,38393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00026,Electoral Canton Bouillon,4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00027,Electoral Canton Boussu,51029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00031,Electoral Canton Bruges,213192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00032,Electoral Canton Bruxelles,95435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00028,Electoral Canton Brakel,17941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00029,Electoral Canton Brecht,80230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00030,Electoral Canton Bree,41641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00033,Electoral Canton Celles,7574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00034,Electoral Canton Châtelet,67420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00035,Electoral Canton Charleroi,137092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00036,Electoral Canton Chièvres,8478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00037,Electoral Canton Chimay,11767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00038,Electoral Canton Ciney,28586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00039,Electoral Canton Comines-Warneton,10594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00041,Electoral Canton Couvin,15834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00042,Electoral Canton Deinze,48218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00178,Electoral Canton Termonde,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00043,Electoral Canton Destelbergen,15036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00044,Electoral Canton Diest,51183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00045,Electoral Canton Dinant,30909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00046,Electoral Canton Dison,10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00047,Electoral Canton Dixmude,41670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00048,Electoral Canton Dour,36524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00049,Electoral Canton Duffel,43420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00050,Electoral Canton Durbuy,9235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00051,Electoral Canton Eeklo,42551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
