gisco_id,name,registered,turnout,invalid,blank,VB (1979),N-VA,Vooruit,CD&V,Open VLD,PTB/PVDA,Groen,Voor U,Volt,PS,MR,LE,Ecolo,GA/SAP,DéFI,CSP,VIVANT,ProDG
BE_23025,Grimbergen,0,24748,1401,0,3343,4702,2434,2662,3748,3363,2413,390,292,0,0,0,0,0,0,0,0,0
BE_13010,Grobbendonk,0,8680,349,0,2297,2263,927,824,880,371,622,84,63,0,0,0,0,0,0,0,0,0
BE_25118,Hélécine,0,2658,221,0,0,0,0,0,0,298,0,0,0,386,1029,429,180,62,53,0,0,0
BE_61028,Héron,0,3892,266,0,0,0,0,0,0,360,0,0,0,585,1455,666,374,54,132,0,0,0
BE_24033,Haacht,0,11436,448,0,1973,2605,1592,1479,1131,524,1387,185,112,0,0,0,0,0,0,0,0,0
BE_41024,Haaltert,0,14253,643,0,4429,2986,1650,1625,1298,608,809,143,62,0,0,0,0,0,0,0,0,0
BE_85046,Habay,0,5766,566,0,0,0,0,0,0,395,0,0,0,615,2390,977,592,114,117,0,0,0
BE_71020,Halen,0,7092,406,0,1672,1429,810,1281,508,370,473,95,48,0,0,0,0,0,0,0,0,0
BE_23027,Halle (Halle-Vilvoorde) / Hal (Hal-Vilvorde),0,27847,1537,0,5305,5896,3572,2997,2438,2889,2625,325,263,0,0,0,0,0,0,0,0,0
BE_71069,Ham,0,8308,366,0,2415,1726,890,1094,556,695,430,94,42,0,0,0,0,0,0,0,0,0
BE_56086,Ham-sur-Heure-Nalinnes,0,10006,565,0,0,0,0,0,0,758,0,0,0,1302,4995,1268,745,168,205,0,0,0
BE_42008,Hamme (Dendermonde) / Hamme (Termonde),0,18367,729,0,5133,4032,2336,2480,1178,1094,1157,156,72,0,0,0,0,0,0,0,0,0
BE_61024,Hamoir,0,2677,239,0,0,0,0,0,0,305,0,0,0,397,965,455,182,68,66,0,0,0
BE_91059,Hamois,0,5254,356,0,0,0,0,0,0,457,0,0,0,558,2232,928,549,66,108,0,0,0
BE_72037,Hamont-Achel,0,7281,341,0,1908,1532,606,1666,389,391,370,54,24,0,0,0,0,0,0,0,0,0
BE_64034,Hannut / Hannuit,0,10818,797,0,0,0,0,0,0,892,0,0,0,1369,4751,1706,905,186,212,0,0,0
BE_34013,Harelbeke,0,21433,1220,0,5564,3866,3670,2804,1389,1205,1367,252,96,0,0,0,0,0,0,0,0,0
BE_71022,Hasselt,0,57862,2307,0,9940,12622,7891,7616,5444,4761,6362,488,431,0,0,0,0,0,0,0,0,0
BE_KAE008,Foreign Voters - Limbourg,25453,1037,44,0,146,165,134,98,152,72,196,12,18,0,0,0,0,0,0,0,0,0
BE_91142,Hastière,0,4171,501,0,0,0,0,0,0,600,0,0,0,1046,1133,504,184,115,88,0,0,0
BE_91064,Havelange,0,3720,258,0,0,0,0,0,0,363,0,0,0,394,1520,606,445,62,72,0,0,0
BE_72038,Hechtel-Eksel,0,8931,412,0,2396,1768,891,1542,635,566,597,80,44,0,0,0,0,0,0,0,0,0
BE_73022,Heers,0,5770,321,0,1511,893,731,619,1048,269,291,56,31,0,0,0,0,0,0,0,0,0
BE_12014,Heist-op-den-Berg,0,33270,1659,0,9057,7436,3972,4335,1977,1979,2127,457,271,0,0,0,0,0,0,0,0,0
BE_11018,Hemiksem,0,8221,313,0,2056,1835,1161,709,398,930,705,57,57,0,0,0,0,0,0,0,0,0
BE_53039,Hensies,0,4657,563,0,0,0,0,0,0,709,0,0,0,1466,1173,455,150,78,63,0,0,0
BE_84029,Herbeumont,0,1210,128,0,0,0,0,0,0,119,0,0,0,153,439,216,106,38,11,0,0,0
BE_24038,Herent,0,16394,488,0,1893,3303,2487,2291,1587,820,3113,152,260,0,0,0,0,0,0,0,0,0
BE_13011,Herentals,0,21035,958,0,5036,4942,3171,2290,1158,1310,1847,199,124,0,0,0,0,0,0,0,0,0
BE_13012,Herenthout,0,7093,332,0,1770,1758,846,1071,407,339,463,56,51,0,0,0,0,0,0,0,0,0
BE_71024,Herk-de-Stad / Herck-la-Ville,0,9730,542,0,1961,2059,1529,1449,947,398,698,99,48,0,0,0,0,0,0,0,0,0
BE_23032,Herne,0,4974,212,0,1009,884,414,1226,529,181,410,77,32,0,0,0,0,0,0,0,0,0
BE_13013,Herselt,0,11251,490,0,3536,2725,1063,1520,524,534,666,138,55,0,0,0,0,0,0,0,0,0
BE_62051,Herstal,0,22407,2229,0,0,0,0,0,0,5113,0,0,0,6098,4829,2105,1129,453,451,0,0,0
BE_73028,Herstappe,0,58,3,0,12,8,3,12,14,1,3,2,0,0,0,0,0,0,0,0,0,0
BE_63035,Herve,0,12574,859,0,0,0,0,0,0,978,0,0,0,1423,5935,2059,946,159,215,0,0,0
BE_41027,Herzele,0,14053,746,0,3854,2717,1669,1511,1873,589,890,124,80,0,0,0,0,0,0,0,0,0
BE_71070,Heusden-Zolder,0,24056,1081,0,4967,4774,3748,3077,1252,3056,1309,685,107,0,0,0,0,0,0,0,0,0
BE_33039,Heuvelland,0,5816,422,0,1567,817,622,1122,432,269,438,91,36,0,0,0,0,0,0,0,0,0
BE_24041,Hoegaarden,0,5113,264,0,789,996,697,797,534,289,638,59,50,0,0,0,0,0,0,0,0,0
BE_23033,Hoeilaart,0,7297,296,0,715,1188,589,707,2032,373,1175,93,129,0,0,0,0,0,0,0,0,0
BE_73032,Hoeselt,0,7585,383,0,2068,1667,674,1179,669,441,396,60,48,0,0,0,0,0,0,0,0,0
BE_24043,Holsbeek,0,7654,257,0,1094,1647,974,1231,746,328,1177,104,96,0,0,0,0,0,0,0,0,0
BE_53083,Honnelles,0,3645,377,0,0,0,0,0,0,390,0,0,0,796,1215,481,234,52,100,0,0,0
BE_36006,Hooglede,0,7599,412,0,1801,1711,908,1361,552,237,487,106,24,0,0,0,0,0,0,0,0,0
BE_13014,Hoogstraten,0,12077,453,0,2543,2940,1001,2427,1087,385,993,167,81,0,0,0,0,0,0,0,0,0
BE_45062,Horebeke,0,1553,78,0,286,287,140,177,300,51,194,32,8,0,0,0,0,0,0,0,0,0
BE_83028,Hotton,0,3999,520,0,0,0,0,0,0,307,0,0,0,846,1371,590,213,85,67,0,0,0
BE_82014,Houffalize,0,3650,375,0,0,0,0,0,0,285,0,0,0,392,1423,798,245,71,61,0,0,0
BE_72039,Houthalen-Helchteren,0,21430,1229,0,5039,3697,3269,2561,837,3361,1144,197,96,0,0,0,0,0,0,0,0,0
BE_32006,Houthulst,0,7468,550,0,2763,1090,721,1303,401,274,256,91,19,0,0,0,0,0,0,0,0,0
BE_91072,Houyet,0,3622,301,0,0,0,0,0,0,370,0,0,0,434,1503,582,299,77,56,0,0,0
BE_11021,Hove (Antwerpen) / Hove (Anvers),0,6183,117,0,660,2001,666,724,732,228,945,46,64,0,0,0,0,0,0,0,0,0
BE_24045,Huldenberg,0,7021,290,0,1049,1474,678,1047,1206,276,827,111,63,0,0,0,0,0,0,0,0,0
BE_13016,Hulshout,0,8031,400,0,2555,1859,851,972,392,427,447,74,54,0,0,0,0,0,0,0,0,0
BE_61031,Huy / Hoei,0,13823,1250,0,0,0,0,0,0,1672,0,0,0,3054,3968,1842,1356,305,376,0,0,0
BE_35006,Ichtegem,0,10883,767,0,3392,1590,1495,1638,835,421,515,175,55,0,0,0,0,0,0,0,0,0
BE_33011,Ieper / Ypres,0,25616,1617,0,6326,4294,3717,4231,1858,1150,1924,346,153,0,0,0,0,0,0,0,0,0
BE_25043,Incourt,0,3916,210,0,0,0,0,0,0,264,0,0,0,487,1736,651,407,54,107,0,0,0
BE_36007,Ingelmunster,0,8482,451,0,2666,1710,1052,1254,395,384,457,79,34,0,0,0,0,0,0,0,0,0
BE_25044,Ittre / Itter,0,4796,301,0,0,0,0,0,0,376,0,0,0,670,2064,664,535,55,131,0,0,0
BE_21009,Ixelles / Elsene,0,33705,1506,0,439,728,392,331,675,4891,1139,44,304,4518,7931,2190,7097,442,1078,0,0,0
BE_36008,Izegem,0,20796,1157,0,5955,4557,2875,2569,1055,956,1366,206,100,0,0,0,0,0,0,0,0,0
BE_31012,Jabbeke,0,11394,450,0,2600,2692,1511,1856,940,316,849,127,53,0,0,0,0,0,0,0,0,0
BE_63038,Jalhay,0,6339,403,0,0,0,0,0,0,362,0,0,0,472,3447,889,556,100,110,0,0,0
BE_92140,Jemeppe-sur-Sambre,0,13379,1283,0,0,0,0,0,0,1716,0,0,0,2714,4327,1844,890,255,350,0,0,0
BE_21010,Jette,0,26757,2035,0,845,644,504,317,497,5906,1161,51,116,4043,5024,2200,2079,215,1120,0,0,0
BE_25048,Jodoigne / Geldenaken,0,10114,671,0,0,0,0,0,0,970,0,0,0,1137,4418,1583,936,167,232,0,0,0
BE_62060,Juprelle,0,6755,520,0,0,0,0,0,0,686,0,0,0,994,2740,1219,341,107,148,0,0,0
BE_53044,Jurbise / Jurbeke,0,7268,375,0,0,0,0,0,0,527,0,0,0,1165,3643,760,526,124,148,0,0,0
BE_11022,Kalmthout,0,13357,439,0,2526,3692,1367,2047,878,528,1656,82,142,0,0,0,0,0,0,0,0,0
BE_23038,Kampenhout,0,9022,380,0,1767,2366,837,1178,1035,494,794,91,80,0,0,0,0,0,0,0,0,0
BE_23039,Kapelle-op-den-Bos,0,7150,295,0,1543,1858,937,926,548,333,580,87,43,0,0,0,0,0,0,0,0,0
BE_11023,Kapellen (Antwerpen) / Kapellen (Anvers),0,19234,617,0,4202,6003,1893,1393,2048,904,1848,150,176,0,0,0,0,0,0,0,0,0
BE_43007,Kaprijke,0,5027,218,0,1155,1068,589,937,444,199,339,47,31,0,0,0,0,0,0,0,0,0
BE_13017,Kasterlee,0,14655,542,0,3434,3985,1362,2596,820,529,1085,138,164,0,0,0,0,0,0,0,0,0
BE_24048,Keerbergen,0,9801,294,0,1797,2909,905,1132,1425,344,774,137,84,0,0,0,0,0,0,0,0,0
BE_63040,Kelmis / La Calamine,0,5211,489,0,0,0,889,0,0,0,0,0,0,0,854,0,589,0,0,1272,422,696
BE_72018,Kinrooi,0,7692,383,0,2048,1250,527,2510,291,303,300,36,44,0,0,0,0,0,0,0,0,0
BE_45060,Kluisbergen,0,5092,310,0,1217,947,538,750,546,252,442,71,19,0,0,0,0,0,0,0,0,0
BE_31043,Knokke-Heist,0,22931,759,0,4902,7453,1770,2244,3736,684,1080,198,105,0,0,0,0,0,0,0,0,0
BE_32010,Koekelare,0,6630,491,0,2011,903,1135,910,535,221,289,113,22,0,0,0,0,0,0,0,0,0
BE_21011,Koekelberg,0,9534,730,0,211,180,177,107,156,2257,455,32,59,2307,1408,561,578,80,236,0,0,0
BE_38014,Koksijde,0,16546,652,0,2751,4834,1674,1822,3003,467,1064,184,95,0,0,0,0,0,0,0,0,0
BE_11024,Kontich,0,15608,438,0,2715,4928,1533,1697,1358,849,1790,156,144,0,0,0,0,0,0,0,0,0
BE_32011,Kortemark,0,9529,650,0,2905,1431,1188,1662,767,308,465,131,22,0,0,0,0,0,0,0,0,0
BE_24054,Kortenaken,0,6150,353,0,1697,1128,746,867,631,260,332,98,38,0,0,0,0,0,0,0,0,0
BE_24055,Kortenberg,0,13962,553,0,2421,3149,1521,1936,1825,777,1486,149,145,0,0,0,0,0,0,0,0,0
BE_73040,Kortessem,0,6655,361,0,1613,1263,659,1048,805,379,413,74,40,0,0,0,0,0,0,0,0,0
BE_34022,Kortrijk / Courtrai,0,54151,2116,0,10638,10912,7396,7045,5066,4123,5951,493,411,0,0,0,0,0,0,0,0,0
BE_23099,Kraainem,0,7020,231,0,198,276,137,174,311,386,236,18,74,334,2809,743,700,34,359,0,0,0
BE_46013,Kruibeke,0,12275,461,0,3138,3052,1588,1395,667,810,1024,72,68,0,0,0,0,0,0,0,0,0
BE_45068,Kruisem,0,12242,647,0,2644,2543,1067,2151,1569,383,1044,141,53,0,0,0,0,0,0,0,0,0
BE_34023,Kuurne,0,10175,529,0,2624,2132,1271,1434,645,597,807,95,41,0,0,0,0,0,0,0,0,0
BE_84033,LÉglise,0,3865,337,0,0,0,0,0,0,283,0,0,0,302,1711,809,274,82,67,0,0,0
BE_24062,Leuven / Louvain,0,63691,1677,0,5499,9868,11325,7800,5548,4880,15229,581,1284,0,0,0,0,0,0,0,0,0
BE_62063,Liège / Luik,0,107992,8990,0,0,0,0,0,0,20036,0,0,0,22995,25539,10839,14613,2429,2551,0,0,0
BE_92141,La Bruyère,0,6836,360,0,0,0,0,0,0,400,0,0,0,880,3025,1187,765,89,130,0,0,0
BE_25050,La Hulpe / Terhulpen,0,4781,189,0,0,0,0,0,0,240,0,0,0,398,2328,707,706,57,156,0,0,0
BE_58001,La Louvière,0,47533,5433,0,0,0,0,0,0,9504,0,0,0,12694,10690,5088,2059,1003,1062,0,0,0
BE_83031,La Roche-en-Ardenne,0,3008,230,0,0,0,0,0,0,230,0,0,0,343,1217,677,184,64,63,0,0,0
BE_13053,Laakdal,0,12481,610,0,3921,2571,1399,1968,511,645,664,128,64,0,0,0,0,0,0,0,0,0
BE_42010,Laarne,0,9645,418,0,2158,2200,1020,1186,1306,371,827,108,51,0,0,0,0,0,0,0,0,0
BE_73042,Lanaken,0,14051,656,0,4232,2564,1322,1846,1872,756,646,76,81,0,0,0,0,0,0,0,0,0
BE_24059,Landen,0,11789,815,0,2543,2015,1804,1468,1201,770,912,181,80,0,0,0,0,0,0,0,0,0
BE_33040,Langemark-Poelkapelle,0,5994,314,0,1986,981,606,1206,371,186,252,77,15,0,0,0,0,0,0,0,0,0
BE_25119,Lasne,0,9803,280,0,0,0,0,0,0,268,0,0,0,385,6537,1247,797,71,218,0,0,0
BE_55035,Le Roeulx,0,6002,471,0,0,0,0,0,0,687,0,0,0,1067,2365,805,359,113,135,0,0,0
BE_42011,Lebbeke,0,14613,608,0,3916,3165,1571,1848,1483,893,936,92,101,0,0,0,0,0,0,0,0,0
BE_41034,Lede,0,14494,716,0,3964,2958,1610,1829,1566,595,1015,152,89,0,0,0,0,0,0,0,0,0
BE_36010,Ledegem,0,7308,446,0,2071,1375,842,1544,339,270,326,75,20,0,0,0,0,0,0,0,0,0
BE_34025,Lendelede,0,4438,190,0,1254,969,502,820,232,168,244,46,13,0,0,0,0,0,0,0,0,0
BE_23104,Lennik,0,6771,291,0,1305,1691,492,850,1111,352,578,55,46,0,0,0,0,0,0,0,0,0
BE_53046,Lens,0,3135,195,0,0,0,0,0,0,263,0,0,0,503,1452,360,248,58,56,0,0,0
BE_71034,Leopoldsburg / Bourg-Léopold,0,11337,532,0,3338,1866,1432,2014,373,1172,458,97,55,0,0,0,0,0,0,0,0,0
BE_52075,Les Bons Villers,0,6733,409,0,0,0,0,0,0,511,0,0,0,816,2473,1828,472,97,127,0,0,0
BE_51069,Lessines / Lessen,0,12576,1351,0,0,0,0,0,0,1868,0,0,0,2572,3765,1587,723,306,404,0,0,0
BE_57094,Leuze-en-Hainaut,0,9802,1027,0,0,0,0,0,0,1021,0,0,0,1902,3311,1554,623,200,164,0,0,0
BE_KAE007,Foreign Voters - Liège,4298,1910,102,0,0,0,0,0,0,120,0,0,0,315,621,205,452,44,51,0,0,0
BE_84035,Libin,0,3731,313,0,0,0,0,0,0,294,0,0,0,391,1654,667,262,80,70,0,0,0
BE_84077,Libramont-Chevigny,0,8096,746,0,0,0,0,0,0,587,0,0,0,867,3817,1283,511,146,139,0,0,0
BE_36011,Lichtervelde,0,7042,435,0,1790,1182,947,1345,462,275,493,78,35,0,0,0,0,0,0,0,0,0
BE_23044,Liedekerke,0,9627,450,0,2382,2082,1254,1225,831,722,518,95,68,0,0,0,0,0,0,0,0,0
BE_12021,Lier / Lierre,0,26959,1130,0,5885,6747,2812,2536,2010,2328,2984,305,222,0,0,0,0,0,0,0,0,0
BE_45063,Lierde,0,5194,280,0,1427,957,644,633,665,181,337,49,21,0,0,0,0,0,0,0,0,0
BE_63045,Lierneux,0,2495,234,0,0,0,0,0,0,261,0,0,0,321,827,534,229,43,46,0,0,0
BE_44085,Lievegem,0,20216,800,0,4287,4006,2606,3217,2138,1042,1867,151,102,0,0,0,0,0,0,0,0,0
BE_13019,Lille,0,12746,518,0,3216,3326,1257,1981,783,554,904,123,84,0,0,0,0,0,0,0,0,0
BE_63046,Limbourg / Limburg,0,3952,322,0,0,0,0,0,0,382,0,0,0,876,1528,440,274,72,58,0,0,0
BE_64047,Lincent / Lijsem,0,4637,351,0,0,0,0,0,0,482,0,0,0,719,1829,713,348,76,119,0,0,0
BE_23100,Linkebeek,0,3253,245,0,71,161,56,43,81,205,140,7,21,202,1141,211,490,16,163,0,0,0
BE_11025,Lint,0,6247,173,0,1138,1918,643,739,483,290,771,49,43,0,0,0,0,0,0,0,0,0
BE_24133,Linter,0,5599,250,0,1417,1037,803,942,441,299,311,63,36,0,0,0,0,0,0,0,0,0
BE_32030,Lo-Reninge,0,2319,117,0,576,359,229,620,176,67,133,34,8,0,0,0,0,0,0,0,0,0
BE_56044,Lobbes,0,4192,360,0,0,0,0,0,0,421,0,0,0,785,1404,820,247,79,76,0,0,0
BE_44034,Lochristi,0,17204,621,0,3558,3843,1802,2396,2658,745,1368,128,85,0,0,0,0,0,0,0,0,0
BE_46014,Lokeren,0,30295,1642,0,6288,5543,3891,3675,2953,2909,2920,298,176,0,0,0,0,0,0,0,0,0
BE_72020,Lommel,0,22393,1052,0,5725,4354,4000,3752,846,1401,1022,146,95,0,0,0,0,0,0,0,0,0
BE_23045,Londerzeel,0,14051,588,0,3123,3856,1462,1896,1088,672,1155,137,74,0,0,0,0,0,0,0,0,0
BE_63048,Lontzen,0,3547,298,0,0,0,411,0,0,0,0,0,0,0,810,0,402,0,0,792,243,591
BE_KAE009,Foreign Voters - Louvain,6263,2167,70,0,173,321,247,213,454,68,516,44,61,0,0,0,0,0,0,0,0,0
BE_24066,Lubbeek,0,11210,309,0,1512,3042,1311,1694,1083,473,1583,109,94,0,0,0,0,0,0,0,0,0
BE_71037,Lummen,0,11469,612,0,2590,2571,1353,1993,786,646,740,133,45,0,0,0,0,0,0,0,0,0
BE_45064,Maarkedal,0,4847,215,0,933,1087,385,785,809,151,430,37,15,0,0,0,0,0,0,0,0,0
BE_72021,Maaseik,0,16757,805,0,5053,3059,1597,2858,1317,1136,749,108,75,0,0,0,0,0,0,0,0,0
BE_73107,Maasmechelen,0,25011,1496,0,6210,3698,2629,4130,1717,3809,1033,169,120,0,0,0,0,0,0,0,0,0
BE_23047,Machelen (Halle-Vilvoorde) / Machelen (Hal-Vilvorde),0,9776,745,0,1213,1364,1315,1192,1005,2171,553,107,111,0,0,0,0,0,0,0,0,0
BE_43010,Maldegem,0,18472,1129,0,4721,3798,2091,2846,1619,776,1205,213,74,0,0,0,0,0,0,0,0,0
BE_11057,Malle,0,11510,440,0,2773,3423,1084,1567,638,481,910,109,85,0,0,0,0,0,0,0,0,0
BE_63049,Malmedy,0,8829,733,0,0,0,0,0,0,756,0,0,0,767,4211,1450,653,117,142,0,0,0
BE_55086,Manage,0,14663,1553,0,0,0,0,0,0,2746,0,0,0,4174,3425,1554,564,326,321,0,0,0
BE_83055,Manhay,0,2580,221,0,0,0,0,0,0,216,0,0,0,300,1051,464,224,56,48,0,0,0
BE_83034,Marche-en-Famenne,0,12544,1341,0,0,0,0,0,0,1026,0,0,0,2151,4139,2541,906,231,209,0,0,0
BE_61039,Marchin,0,3917,268,0,0,0,0,0,0,460,0,0,0,827,1210,520,447,77,108,0,0,0
BE_81013,Martelange,0,1246,139,0,0,0,0,0,0,121,0,0,0,161,428,236,105,33,23,0,0,0
BE_12025,Mechelen / Malines,0,58237,2429,0,9033,10267,7261,5406,5961,7685,8920,498,777,0,0,0,0,0,0,0,0,0
BE_13021,Meerhout,0,7680,362,0,2191,1615,1058,1047,393,435,459,61,59,0,0,0,0,0,0,0,0,0
BE_23050,Meise,0,13742,653,0,2142,3300,1263,1574,2184,959,1271,258,138,0,0,0,0,0,0,0,0,0
BE_85024,Meix-devant-Virton,0,2045,207,0,0,0,0,0,0,193,0,0,0,274,639,434,230,39,29,0,0,0
BE_44040,Melle,0,8707,329,0,1346,1766,1232,1108,1033,509,1275,66,43,0,0,0,0,0,0,0,0,0
BE_34027,Menen / Menin,0,22173,1564,0,6056,3521,3517,2405,1398,1904,1347,334,127,0,0,0,0,0,0,0,0,0
BE_56049,Merbes-le-Château,0,2847,278,0,0,0,0,0,0,346,0,0,0,712,951,319,115,63,63,0,0,0
BE_23052,Merchtem,0,12719,554,0,2463,2789,1052,1759,2018,822,1020,133,109,0,0,0,0,0,0,0,0,0
BE_44043,Merelbeke,0,18533,738,0,2765,3666,2445,2186,2558,864,2932,203,176,0,0,0,0,0,0,0,0,0
BE_13023,Merksplas,0,6209,256,0,1590,1335,523,1212,565,196,432,69,31,0,0,0,0,0,0,0,0,0
BE_33016,Mesen / Messines,0,699,90,0,186,78,94,69,86,53,29,11,3,0,0,0,0,0,0,0,0,0
BE_81015,Messancy,0,5147,896,0,0,0,0,0,0,330,0,0,0,569,1682,964,521,74,111,0,0,0
BE_92087,Mettet,0,9602,873,0,0,0,0,0,0,976,0,0,0,1443,3351,1938,605,222,194,0,0,0
BE_37007,Meulebeke,0,8200,458,0,2436,1469,1016,1468,463,367,408,88,27,0,0,0,0,0,0,0,0,0
BE_35011,Middelkerke,0,15124,839,0,4421,3495,1689,1545,1392,602,723,339,79,0,0,0,0,0,0,0,0,0
BE_61041,Modave,0,3023,199,0,0,0,0,0,0,302,0,0,0,543,1161,436,261,53,68,0,0,0
BE_44045,Moerbeke (Gent) / Moerbeke (Gand),0,4972,242,0,1242,1029,537,509,683,292,357,57,24,0,0,0,0,0,0,0,0,0
BE_13025,Mol,0,26500,1138,0,6460,6688,3324,3612,1226,1845,1704,210,293,0,0,0,0,0,0,0,0,0
BE_21012,Molenbeek-Saint-Jean / Sint-Jans-Molenbeek,0,41772,4068,0,816,630,597,308,434,13699,1394,81,190,9434,4946,2095,1867,276,937,0,0,0
BE_56051,Momignies,0,3526,442,0,0,0,0,0,0,450,0,0,0,612,1310,373,213,64,62,0,0,0
BE_53053,Mons / Bergen,0,56004,5202,0,0,0,0,0,0,7368,0,0,0,15659,15984,5325,4257,1041,1168,0,0,0
BE_KAE006,Foreign Voters - Hainaut,3951,1641,99,0,0,0,0,0,0,98,0,0,0,256,533,187,361,42,65,0,0,0
BE_57095,Mont-de-lEnclus,0,2855,329,0,0,0,0,0,0,260,0,0,0,376,1167,419,225,43,36,0,0,0
BE_25068,Mont-Saint-Guibert,0,5911,310,0,0,0,0,0,0,451,0,0,0,532,2287,1001,1071,88,171,0,0,0
BE_52048,Montigny-le-Tilleul,0,7004,471,0,0,0,0,0,0,632,0,0,0,1171,3132,838,497,114,149,0,0,0
BE_36012,Moorslede,0,8434,530,0,2645,1602,1024,1304,479,325,388,110,27,0,0,0,0,0,0,0,0,0
BE_58004,Morlanwelz,0,11822,1354,0,0,0,0,0,0,2058,0,0,0,3369,2691,1344,502,243,261,0,0,0
BE_11029,Mortsel,0,17813,511,0,2347,4276,2026,1471,1379,1531,3934,134,204,0,0,0,0,0,0,0,0,0
BE_57096,Mouscron / Moeskroen,0,32124,4156,0,0,0,0,0,0,4848,0,0,0,5864,8415,4620,2914,728,579,0,0,0
BE_85026,Musson,0,3043,402,0,0,0,0,0,0,273,0,0,0,496,873,653,218,58,70,0,0,0
BE_92094,Namur / Namen,0,73332,5742,0,0,0,0,0,0,7634,0,0,0,10705,21292,15013,9474,1495,1977,0,0,0
BE_KAE011,Foreign Voters - Namur,1974,912,51,0,0,0,0,0,0,60,0,0,0,120,291,128,209,24,29,0,0,0
BE_61043,Nandrin,0,4184,191,0,0,0,0,0,0,303,0,0,0,558,1878,682,425,60,87,0,0,0
BE_83040,Nassogne,0,4012,332,0,0,0,0,0,0,388,0,0,0,572,1489,725,333,88,85,0,0,0
BE_44048,Nazareth,0,9173,439,0,1671,1919,1051,1556,1187,328,890,85,47,0,0,0,0,0,0,0,0,0
BE_84043,Neufchâteau (Neufchâteau),0,5670,639,0,0,0,0,0,0,419,0,0,0,564,2108,1359,400,101,80,0,0,0
BE_62121,Neupré,0,7265,342,0,0,0,0,0,0,542,0,0,0,1125,3293,917,757,104,185,0,0,0
BE_11030,Niel,0,7517,352,0,2189,1668,1026,488,406,751,547,49,41,0,0,0,0,0,0,0,0,0
BE_71045,Nieuwerkerken (Hasselt),0,5449,316,0,1423,998,845,818,498,241,243,55,12,0,0,0,0,0,0,0,0,0
BE_38016,Nieuwpoort / Nieuport,0,8622,564,0,2283,1951,1184,988,731,379,389,117,36,0,0,0,0,0,0,0,0,0
BE_12026,Nijlen,0,18102,809,0,4524,5074,1849,2186,1002,842,1464,236,116,0,0,0,0,0,0,0,0,0
BE_41048,Ninove,0,28816,1534,0,9711,4832,2940,2632,3197,1877,1677,266,150,0,0,0,0,0,0,0,0,0
BE_25072,Nivelles / Nijvel,0,19961,1268,0,0,0,0,0,0,1755,0,0,0,3149,7486,2942,2344,334,683,0,0,0
BE_KAE002,Foreign Voters - Brabant Wallon,3559,1523,74,0,0,0,0,0,0,55,0,0,0,140,645,147,385,31,46,0,0,0
BE_92097,Ohey,0,3792,261,0,0,0,0,0,0,427,0,0,0,481,1472,672,319,78,82,0,0,0
BE_13029,Olen,0,9561,481,0,2690,2199,1084,1218,517,494,717,96,65,0,0,0,0,0,0,0,0,0
BE_63057,Olne,0,3020,159,0,0,0,0,0,0,223,0,0,0,297,1419,441,361,50,70,0,0,0
BE_91103,Onhaye,0,2341,207,0,0,0,0,0,0,225,0,0,0,271,913,467,174,40,44,0,0,0
BE_44052,Oosterzele,0,10605,354,0,1997,2129,1194,1470,1514,395,1371,117,64,0,0,0,0,0,0,0,0,0
BE_31022,Oostkamp,0,18115,872,0,3900,3824,2441,3107,1336,763,1581,215,76,0,0,0,0,0,0,0,0,0
BE_37010,Oostrozebeke,0,5938,347,0,1943,1298,566,1018,276,186,244,42,18,0,0,0,0,0,0,0,0,0
BE_23060,Opwijk,0,10738,406,0,2336,2658,1005,1435,1216,604,899,118,61,0,0,0,0,0,0,0,0,0
BE_64056,Oreye / Oerle,0,2868,231,0,0,0,0,0,0,308,0,0,0,591,1081,366,167,49,75,0,0,0
BE_25120,Orp-Jauche,0,6397,433,0,0,0,0,0,0,615,0,0,0,906,2541,980,620,132,170,0,0,0
BE_35013,Oostende / Ostende,0,48513,2077,0,11654,8699,9031,3638,3848,4402,4312,533,319,0,0,0,0,0,0,0,0,0
BE_25121,Ottignies-Louvain-la-Neuve,0,20391,1080,0,0,0,0,0,0,1922,0,0,0,2261,6206,3299,4812,302,509,0,0,0
BE_24086,Oud-Heverlee,0,8329,236,0,899,1903,1075,1327,901,297,1474,83,134,0,0,0,0,0,0,0,0,0
BE_13031,Oud-Turnhout,0,9857,347,0,2483,2579,1211,1393,548,385,761,83,67,0,0,0,0,0,0,0,0,0
BE_45035,Oudenaarde / Audenarde,0,24062,1287,0,5111,4842,2601,2979,3474,1106,2323,221,118,0,0,0,0,0,0,0,0,0
BE_35014,Oudenburg,0,7383,433,0,2216,1310,1004,1023,581,277,415,94,30,0,0,0,0,0,0,0,0,0
BE_72042,Oudsbergen,0,17806,945,0,4743,4098,1400,3619,900,1002,888,132,79,0,0,0,0,0,0,0,0,0
BE_61048,Ouffet,0,2063,168,0,0,0,0,0,0,214,0,0,0,258,944,243,146,33,57,0,0,0
BE_62079,Oupeye,0,16528,1341,0,0,0,0,0,0,2710,0,0,0,3428,5228,2253,829,368,371,0,0,0
BE_23062,Overijse,0,16070,677,0,1732,3213,1213,1766,4333,822,1881,211,222,0,0,0,0,0,0,0,0,0
BE_57064,Péruwelz,0,11385,1446,0,0,0,0,0,0,1392,0,0,0,2703,3670,1046,639,216,273,0,0,0
