gisco_id,name,registered,turnout,invalid,blank,VB (1979),N-VA,Vooruit,CD&V,Open VLD,PTB/PVDA,Groen,Voor U,BLANCO,GV,B.U.B.,L’Unie,DierAnimal,Volt,PS,MR,LE,Ecolo,Chez Nous,DéFI,CC,LO,RMC,Agora,TFA
BE_34022,Kortrijk / Courtrai,0,52695,1997,0,9869,12379,8232,6336,4584,4205,4015,671,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23099,Kraainem,0,4562,0,0,43,63,180,179,455,309,254,29,42,0,34,26,0,21,298,2108,771,324,0,531,62,4,0,7,29
BE_46013,Kruibeke,0,11887,396,0,3008,3240,1590,1275,607,803,786,54,75,43,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_45068,Kruisem,0,11893,480,0,2378,2556,904,2480,1654,340,891,99,89,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_34023,Kuurne,0,9903,429,0,2451,2303,1505,1308,558,572,565,75,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_84033,LÉglise,0,3727,310,0,0,92,0,0,0,0,0,0,64,0,0,0,0,0,320,1253,1173,222,113,69,111,0,0,0,0
BE_24062,Leuven / Louvain,0,61194,1562,0,4937,12614,13121,7434,4898,5130,10220,658,432,0,120,68,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_62063,Liège / Luik,0,103843,8117,0,0,1258,0,0,0,19498,0,0,1681,0,233,0,0,0,23037,19732,12149,11153,2760,2385,1362,0,478,0,0
BE_92141,La Bruyère,0,6583,304,0,0,84,0,0,0,328,0,0,99,0,12,0,0,0,898,1910,2092,474,140,140,75,0,0,27,0
BE_25050,La Hulpe / Terhulpen,0,4517,164,0,0,88,0,0,0,216,0,0,86,0,22,12,0,0,400,1769,1038,376,40,170,117,0,8,11,0
BE_58001,La Louvière,0,44873,4963,0,0,793,0,0,0,8256,0,0,587,0,151,0,0,0,12340,8572,5056,1453,1197,824,354,327,0,0,0
BE_83031,La Roche-en-Ardenne,0,2924,206,0,0,74,0,0,0,0,0,0,55,0,0,0,0,0,475,959,786,169,79,64,57,0,0,0,0
BE_13053,Laakdal,0,12145,532,0,3527,2892,1290,2079,408,651,452,106,60,0,10,0,116,22,0,0,0,0,0,0,0,0,0,0,0
BE_42010,Laarne,0,9399,350,0,2058,2335,919,1117,1362,356,717,84,65,23,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_73042,Lanaken,0,13486,625,0,3891,2772,1196,1527,2048,742,520,73,68,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24059,Landen,0,11407,688,0,2201,2351,1779,1748,923,762,616,169,102,0,41,27,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_33040,Langemark-Poelkapelle,0,5808,269,0,1790,1061,698,1140,400,186,160,56,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_25119,Lasne,0,9347,223,0,0,244,0,0,0,226,0,0,103,0,25,41,0,0,372,5373,1656,473,97,303,178,0,19,14,0
BE_55035,Le Roeulx,0,5792,464,0,0,88,0,0,0,586,0,0,77,0,12,0,0,0,1083,1877,1030,241,131,124,49,30,0,0,0
BE_42011,Lebbeke,0,14173,570,0,3763,3210,1491,1855,1413,869,766,84,96,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_41034,Lede,0,14061,570,0,3797,3172,1431,1791,1487,569,986,101,92,42,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_36010,Ledegem,0,7086,345,0,1818,1429,973,1439,446,265,221,54,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_34025,Lendelede,0,4316,161,0,1230,985,595,736,215,149,169,41,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23104,Lennik,0,6575,231,0,1151,1965,503,751,1152,338,340,60,45,0,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_53046,Lens,0,3032,148,0,0,48,0,0,0,229,0,0,52,0,9,0,0,0,528,1256,435,178,56,59,25,9,0,0,0
BE_71034,Leopoldsburg / Bourg-Léopold,0,11003,533,0,3223,2125,1451,1550,345,1164,404,114,72,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_52075,Les Bons Villers,0,6519,399,0,0,87,0,0,0,502,0,0,88,0,12,0,0,0,1044,2037,1621,324,131,140,103,31,0,0,0
BE_51069,Lessines / Lessen,0,12136,1223,0,0,432,0,0,0,1612,0,0,262,0,66,0,0,0,2582,2752,1801,516,383,325,120,62,0,0,0
BE_57094,Leuze-en-Hainaut,0,9488,846,0,0,141,0,0,0,867,0,0,151,0,23,0,0,0,1850,2662,2043,459,238,115,58,35,0,0,0
BE_KAE007,Foreign Voters - Liège,20601,10539,699,0,0,279,0,0,0,766,0,0,98,0,53,0,0,0,1640,2807,1121,2304,256,208,231,0,77,0,0
BE_84035,Libin,0,3604,298,0,0,101,0,0,0,0,0,0,77,0,0,0,0,0,435,1295,902,221,95,88,92,0,0,0,0
BE_84077,Libramont-Chevigny,0,7845,641,0,0,136,0,0,0,0,0,0,152,0,0,0,0,0,909,3324,1772,407,216,126,162,0,0,0,0
BE_36011,Lichtervelde,0,6844,319,0,1559,1224,1079,1513,453,268,301,63,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23044,Liedekerke,0,9342,413,0,2232,2282,1275,1160,752,679,338,87,74,0,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_12021,Lier / Lierre,0,26200,906,0,5266,8142,2513,2416,1761,2340,2145,177,211,0,42,0,212,69,0,0,0,0,0,0,0,0,0,0,0
BE_45063,Lierde,0,5034,215,0,1315,941,533,557,876,179,329,30,41,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63045,Lierneux,0,2416,206,0,0,47,0,0,0,257,0,0,27,0,6,0,0,0,322,641,586,166,70,37,37,0,14,0,0
BE_44085,Lievegem,0,19672,720,0,4083,4361,2542,3104,1951,1070,1487,131,147,43,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13019,Lille,0,12371,456,0,3057,3696,1157,1710,824,542,589,105,89,0,22,0,94,30,0,0,0,0,0,0,0,0,0,0,0
BE_63046,Limbourg / Limburg,0,3817,270,0,0,68,0,0,0,365,0,0,73,0,10,0,0,0,921,1200,448,231,112,56,40,0,23,0,0
BE_64047,Lincent / Lijsem,0,4474,317,0,0,89,0,0,0,489,0,0,87,0,9,0,0,0,724,1379,850,249,106,102,62,0,11,0,0
BE_23100,Linkebeek,0,2153,0,0,36,46,81,54,122,186,119,6,29,0,11,10,0,11,234,768,276,227,0,324,38,3,0,4,4
BE_11025,Lint,0,6042,133,0,1041,2241,632,663,384,294,512,39,40,0,4,0,40,19,0,0,0,0,0,0,0,0,0,0,0
BE_24133,Linter,0,5456,232,0,1269,1222,816,940,380,289,194,66,37,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_32030,Lo-Reninge,0,2246,91,0,536,420,241,572,180,71,86,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_56044,Lobbes,0,4074,266,0,0,54,0,0,0,352,0,0,66,0,6,0,0,0,910,1042,986,177,79,82,38,16,0,0,0
BE_44034,Lochristi,0,16693,569,0,3383,4125,1699,2220,2644,762,1038,121,83,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_46014,Lokeren,0,29273,1446,0,6036,5820,3446,3450,3178,2714,2640,201,250,67,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_72020,Lommel,0,21718,1037,0,5377,4812,3458,3798,695,1474,772,147,117,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23045,Londerzeel,0,13614,490,0,2822,4310,1434,2024,903,611,720,150,97,0,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63048,Lontzen,0,3333,380,0,0,98,0,0,0,249,0,0,36,0,7,0,0,0,476,908,671,286,144,34,29,0,15,0,0
BE_KAE009,Foreign Voters - Louvain,18028,8268,585,0,796,1334,961,652,1434,349,1721,119,113,0,112,92,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24066,Lubbeek,0,10870,241,0,1315,3745,1467,1457,910,461,1039,155,58,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_71037,Lummen,0,11137,536,0,2463,2915,1379,1719,661,677,519,97,145,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_45064,Maarkedal,0,4716,184,0,884,1119,333,759,829,145,382,33,37,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_72021,Maaseik,0,16240,812,0,4695,3418,1563,2656,1204,1068,539,103,158,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_73107,Maasmechelen,0,24110,1497,0,5633,4112,2481,3921,1571,3672,873,183,132,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23047,Machelen (Halle-Vilvoorde) / Machelen (Hal-Vilvorde),0,9333,668,0,1072,1503,1270,1206,943,1893,416,123,105,0,80,54,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_43010,Maldegem,0,18030,897,0,4395,3831,1854,2909,1826,796,1169,170,129,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11057,Malle,0,11142,378,0,2479,3950,973,1428,561,516,595,98,54,0,17,0,67,26,0,0,0,0,0,0,0,0,0,0,0
BE_63049,Malmedy,0,8595,655,0,0,117,0,0,0,766,0,0,79,0,11,0,0,0,790,3339,1779,526,260,129,104,0,40,0,0
BE_55086,Manage,0,14432,1461,0,0,255,0,0,0,2416,0,0,231,0,47,0,0,0,4152,2848,1597,457,448,280,139,101,0,0,0
BE_83055,Manhay,0,2516,206,0,0,72,0,0,0,0,0,0,52,0,0,0,0,0,324,771,699,184,73,61,74,0,0,0,0
BE_83034,Marche-en-Famenne,0,12199,1123,0,0,251,0,0,0,0,0,0,212,0,0,0,0,0,2739,2494,3816,770,403,207,184,0,0,0,0
BE_61039,Marchin,0,3762,243,0,0,55,0,0,0,481,0,0,76,0,3,0,0,0,864,853,573,383,97,86,39,0,9,0,0
BE_81013,Martelange,0,1207,119,0,0,45,0,0,0,0,0,0,15,0,0,0,0,0,174,334,316,89,46,36,33,0,0,0,0
BE_12025,Mechelen / Malines,0,56312,2167,0,8371,12824,7122,5153,5428,7629,5971,398,410,0,92,0,485,262,0,0,0,0,0,0,0,0,0,0,0
BE_13021,Meerhout,0,7467,327,0,2031,1811,981,996,367,439,301,69,40,0,13,0,70,22,0,0,0,0,0,0,0,0,0,0,0
BE_23050,Meise,0,13276,527,0,1869,3852,1322,1544,1909,897,810,246,168,0,72,60,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_85024,Meix-devant-Virton,0,1996,162,0,0,36,0,0,0,0,0,0,35,0,0,0,0,0,301,423,747,177,45,31,39,0,0,0,0
BE_44040,Melle,0,8421,260,0,1242,1918,1032,1063,1047,478,1218,53,70,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_34027,Menen / Menin,0,21428,1406,0,5498,3740,3958,2190,1237,1780,968,401,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_56049,Merbes-le-Château,0,2764,221,0,0,51,0,0,0,298,0,0,58,0,9,0,0,0,752,747,383,62,81,59,33,10,0,0,0
BE_23052,Merchtem,0,12361,477,0,2248,3266,1131,1671,1799,789,653,142,109,0,44,32,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_44043,Merelbeke,0,18021,581,0,2568,3995,2155,2228,2690,861,2593,136,164,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13023,Merksplas,0,5996,213,0,1410,1634,483,935,636,217,287,92,38,0,9,0,30,12,0,0,0,0,0,0,0,0,0,0,0
BE_33016,Mesen / Messines,0,661,76,0,169,81,110,63,75,49,20,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_81015,Messancy,0,4987,513,0,0,128,0,0,0,0,0,0,84,0,0,0,0,0,766,1216,1513,402,138,137,90,0,0,0,0
BE_92087,Mettet,0,9324,757,0,0,162,0,0,0,793,0,0,129,0,26,0,0,0,1515,2225,2643,403,332,193,132,0,0,14,0
BE_37007,Meulebeke,0,8000,362,0,2197,1660,1172,1365,466,364,262,83,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_35011,Middelkerke,0,14852,681,0,3586,4829,1772,1269,1162,564,490,281,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_61041,Modave,0,2918,185,0,0,62,0,0,0,298,0,0,42,0,7,0,0,0,574,861,522,197,72,47,39,0,12,0,0
BE_44045,Moerbeke (Gent) / Moerbeke (Gand),0,4810,212,0,1142,1061,478,452,787,276,316,37,29,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13025,Mol,0,25732,1031,0,6055,7361,3047,3369,1124,1857,1190,203,157,0,37,0,194,107,0,0,0,0,0,0,0,0,0,0,0
BE_21012,Molenbeek-Saint-Jean / Sint-Jans-Molenbeek,0,39533,2878,0,929,831,0,0,0,9616,0,156,200,0,73,67,0,148,9354,4603,2114,2386,0,1199,287,98,0,58,4536
BE_56051,Momignies,0,3425,362,0,0,41,0,0,0,369,0,0,51,0,6,0,0,0,604,1208,394,173,132,34,34,17,0,0,0
BE_53053,Mons / Bergen,0,53845,4878,0,0,682,0,0,0,6351,0,0,830,0,147,0,0,0,15600,13344,6214,2928,1121,1099,403,248,0,0,0
BE_KAE006,Foreign Voters - Hainaut,21689,11505,801,0,0,300,0,0,0,823,0,0,162,0,105,0,0,0,2471,2732,1233,1725,479,242,272,160,0,0,0
BE_57095,Mont-de-lEnclus,0,2758,251,0,0,145,0,0,0,207,0,0,29,0,10,0,0,0,350,1062,457,150,63,20,9,5,0,0,0
BE_25068,Mont-Saint-Guibert,0,5683,261,0,0,85,0,0,0,380,0,0,97,0,14,14,0,0,555,1643,1484,739,80,176,127,0,13,15,0
BE_52048,Montigny-le-Tilleul,0,6743,452,0,0,92,0,0,0,524,0,0,93,0,13,0,0,0,1298,2564,1019,323,139,151,49,26,0,0,0
BE_36012,Moorslede,0,8175,464,0,2430,1683,1165,1243,487,303,234,103,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_58004,Morlanwelz,0,11222,1159,0,0,167,0,0,0,1740,0,0,197,0,39,0,0,0,3401,2163,1303,371,276,212,104,90,0,0,0
BE_11029,Mortsel,0,17258,431,0,2103,5302,2062,1410,1052,1624,2841,106,98,0,19,0,150,60,0,0,0,0,0,0,0,0,0,0,0
BE_57096,Mouscron / Moeskroen,0,30537,3645,0,0,703,0,0,0,4091,0,0,423,0,104,0,0,0,6115,6244,4695,2416,1237,363,241,260,0,0,0
BE_85026,Musson,0,2945,332,0,0,60,0,0,0,0,0,0,48,0,0,0,0,0,703,607,763,209,86,62,75,0,0,0,0
BE_92094,Namur / Namen,0,70949,4732,0,0,1030,0,0,0,6720,0,0,1186,0,190,0,0,0,10099,12464,23367,6015,1681,2158,1037,0,0,270,0
BE_KAE011,Foreign Voters - Namur,8872,4639,528,0,0,126,0,0,0,276,0,0,57,0,30,0,0,0,653,1166,731,718,158,107,72,0,0,17,0
BE_61043,Nandrin,0,4044,165,0,0,49,0,0,0,279,0,0,57,0,3,0,0,0,604,1494,825,313,91,92,57,0,15,0,0
BE_83040,Nassogne,0,3850,296,0,0,86,0,0,0,0,0,0,67,0,0,0,0,0,772,928,1088,293,128,92,100,0,0,0,0
BE_44048,Nazareth,0,8930,313,0,1517,1959,890,1779,1201,338,754,62,90,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_84043,Neufchâteau (Neufchâteau),0,5457,545,0,0,109,0,0,0,0,0,0,94,0,0,0,0,0,567,1404,2021,358,144,102,113,0,0,0,0
BE_62121,Neupré,0,7041,307,0,0,83,0,0,0,525,0,0,121,0,12,0,0,0,1167,2724,1111,565,141,169,96,0,20,0,0
BE_11030,Niel,0,7259,305,0,2045,1865,973,434,390,713,354,46,49,0,6,0,58,21,0,0,0,0,0,0,0,0,0,0,0
BE_71045,Nieuwerkerken (Hasselt),0,5282,288,0,1354,1172,840,776,289,282,174,45,46,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_38016,Nieuwpoort / Nieuport,0,8462,469,0,2041,2340,1249,921,605,391,265,91,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_12026,Nijlen,0,17587,647,0,3973,6033,1721,1960,903,883,950,150,152,0,25,0,154,36,0,0,0,0,0,0,0,0,0,0,0
BE_41048,Ninove,0,27950,1341,0,9586,4812,2674,2325,3624,1707,1420,177,195,49,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_25072,Nivelles / Nijvel,0,19383,1087,0,0,361,0,0,0,1580,0,0,429,0,81,66,0,0,3084,5642,4086,1586,332,676,285,0,36,52,0
BE_KAE002,Foreign Voters - Brabant Wallon,12694,6292,334,0,0,139,0,0,0,262,0,0,64,0,52,47,0,0,604,2223,739,1267,194,205,111,0,23,28,0
BE_92097,Ohey,0,3672,220,0,0,56,0,0,0,377,0,0,56,0,4,0,0,0,429,871,1218,213,109,65,40,0,0,14,0
BE_13029,Olen,0,9255,424,0,2495,2432,1064,1142,459,490,473,79,74,0,13,0,85,25,0,0,0,0,0,0,0,0,0,0,0
BE_63057,Olne,0,2919,131,0,0,28,0,0,0,218,0,0,47,0,6,0,0,0,304,1209,517,262,79,59,37,0,22,0,0
BE_91103,Onhaye,0,2271,181,0,0,28,0,0,0,187,0,0,29,0,8,0,0,0,273,572,753,101,65,40,28,0,0,6,0
BE_44052,Oosterzele,0,10401,361,0,1814,2215,992,1487,1679,378,1286,65,97,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_31022,Oostkamp,0,17623,691,0,3534,4198,2901,2883,1273,810,975,162,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_37010,Oostrozebeke,0,5765,314,0,1807,1398,685,893,247,196,140,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23060,Opwijk,0,10360,392,0,2195,2889,1077,1229,1152,587,587,137,83,0,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_64056,Oreye / Oerle,0,2770,172,0,0,44,0,0,0,300,0,0,39,0,5,0,0,0,626,930,392,107,68,54,29,0,4,0,0
BE_25120,Orp-Jauche,0,6165,400,0,0,153,0,0,0,545,0,0,149,0,24,19,0,0,958,1759,1249,429,196,169,97,0,11,7,0
BE_35013,Oostende / Ostende,0,47396,2030,0,10879,9676,9448,3389,3360,4479,3229,589,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_25121,Ottignies-Louvain-la-Neuve,0,19632,914,0,0,220,0,0,0,1793,0,0,319,0,68,65,0,0,2382,4327,5044,3135,225,607,383,0,55,95,0
BE_24086,Oud-Heverlee,0,8031,194,0,793,2331,1189,1176,805,336,1011,89,77,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13031,Oud-Turnhout,0,9499,289,0,2338,2822,1114,1268,506,425,528,74,50,0,10,0,54,21,0,0,0,0,0,0,0,0,0,0,0
BE_45035,Oudenaarde / Audenarde,0,23472,1060,0,4818,4886,2293,2924,3815,996,2300,153,183,32,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_35014,Oudenburg,0,7176,345,0,2025,1468,1188,876,550,295,273,74,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_72042,Oudsbergen,0,17265,882,0,4327,4616,1356,3525,642,1006,606,127,147,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_61048,Ouffet,0,1997,146,0,0,24,0,0,0,223,0,0,38,0,2,0,0,0,285,713,330,114,48,46,24,0,4,0,0
BE_62079,Oupeye,0,15921,1145,0,0,257,0,0,0,2489,0,0,261,0,36,0,0,0,3610,3982,2305,615,647,305,200,0,69,0,0
BE_23062,Overijse,0,15238,568,0,1499,3762,1284,1588,3899,758,1119,212,140,0,187,222,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_57064,Péruwelz,0,10959,1271,0,0,182,0,0,0,1171,0,0,172,0,24,0,0,0,2834,2835,1319,480,273,261,60,77,0,0,0
BE_84050,Paliseul,0,3797,453,0,0,88,0,0,0,0,0,0,72,0,0,0,0,0,555,1239,987,165,83,75,80,0,0,0,0
BE_57062,Pecq,0,3458,358,0,0,58,0,0,0,322,0,0,43,0,7,0,0,0,1071,702,538,191,78,50,16,24,0,0,0
BE_72030,Peer,0,11827,529,0,2984,2517,1064,3064,446,597,419,102,73,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_72043,Pelt,0,21141,966,0,4996,4951,2222,4568,943,1213,980,149,119,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23064,Pepingen,0,3308,116,0,588,887,279,558,457,123,179,61,36,0,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63058,Pepinster,0,6090,512,0,0,101,0,0,0,774,0,0,108,0,13,0,0,0,867,2010,833,374,282,116,54,0,46,0,0
BE_25084,Perwijs (Nijvel) / Perwez (Nivelles),0,6600,383,0,0,127,0,0,0,418,0,0,127,0,16,23,0,0,827,2004,1746,415,137,167,114,0,16,80,0
BE_93056,Philippeville,0,6515,665,0,0,145,0,0,0,747,0,0,120,0,15,0,0,0,1135,1611,1288,304,237,161,73,0,0,14,0
BE_37011,Pittem,0,5050,246,0,1349,896,599,1139,366,192,153,62,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63088,Plombières,0,5852,532,0,0,127,0,0,0,652,0,0,59,0,18,0,0,0,739,1934,1077,279,279,75,66,0,15,0,0
BE_52055,Pont-à-Celles,0,11686,842,0,0,220,0,0,0,1192,0,0,258,0,38,0,0,0,2373,3082,2086,681,307,339,176,92,0,0,0
BE_33021,Poperinge,0,14314,808,0,3298,2309,2200,2860,1344,552,623,132,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_92101,Profondeville,0,8506,483,0,0,150,0,0,0,547,0,0,155,0,14,0,0,0,851,2100,2924,614,265,246,138,0,0,19,0
BE_12029,Putte,0,13677,511,0,3374,4026,1225,1862,1097,668,576,86,94,0,14,0,118,26,0,0,0,0,0,0,0,0,0,0,0
BE_12041,Puurs-Sint-Amands,0,19596,553,0,4095,5317,1957,4090,940,1176,1039,134,97,0,14,0,142,42,0,0,0,0,0,0,0,0,0,0,0
BE_53084,Quévy,0,5657,746,0,0,84,0,0,0,540,0,0,97,0,9,0,0,0,1206,1657,811,209,142,94,36,26,0,0,0
BE_53065,Quaregnon,0,10629,1362,0,0,156,0,0,0,1868,0,0,187,0,24,0,0,0,3444,1982,788,298,274,119,54,73,0,0,0
BE_53068,Quiévrain,0,4177,542,0,0,60,0,0,0,549,0,0,54,0,8,0,0,0,1152,959,551,103,104,37,32,26,0,0,0
BE_63061,Raeren,0,4054,585,0,0,114,0,0,0,137,0,0,38,0,27,0,0,0,681,836,893,555,113,19,47,0,9,0,0
BE_25122,Ramillies,0,4586,226,0,0,89,0,0,0,346,0,0,88,0,23,13,0,0,567,1472,1042,361,115,129,84,0,9,22,0
BE_11035,Ranst,0,14080,373,0,3035,5259,1167,1506,841,669,898,99,72,0,20,0,110,31,0,0,0,0,0,0,0,0,0,0,0
BE_13035,Ravels,0,7636,332,0,2146,1696,592,1592,668,204,242,77,30,0,13,0,34,10,0,0,0,0,0,0,0,0,0,0,0
BE_25123,Rebecq,0,6967,456,0,0,230,0,0,0,747,0,0,147,0,31,20,0,0,1604,1886,1035,357,155,171,89,0,11,28,0
BE_64063,Remicourt,0,4156,228,0,0,55,0,0,0,443,0,0,63,0,3,0,0,0,893,1279,672,220,137,96,35,0,32,0,0
BE_45041,Ronse / Renaix,0,16757,1545,0,3069,2415,1750,1565,1974,2750,1222,168,176,18,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_83044,Rendeux,0,1847,131,0,0,57,0,0,0,0,0,0,33,0,0,0,0,0,395,521,396,147,84,48,35,0,0,0,0
BE_13036,Retie,0,7943,294,0,1761,2422,790,1409,468,305,333,39,58,0,9,0,40,15,0,0,0,0,0,0,0,0,0,0,0
BE_23101,Sint-Genesius-Rode / Rhode-Saint-Genèse,0,6407,0,0,92,139,415,410,649,451,329,60,66,0,43,19,0,8,442,3557,730,345,0,578,107,11,0,9,19
BE_73066,Riemst,0,10189,471,0,2383,2025,723,2284,1389,414,299,75,99,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13037,Rijkevorsel,0,8233,325,0,2206,2607,688,1076,410,342,374,90,46,0,13,0,42,14,0,0,0,0,0,0,0,0,0,0,0
BE_25091,Rixensart,0,14527,545,0,0,268,0,0,0,697,0,0,233,0,32,76,0,0,1519,4977,3519,1493,204,582,319,0,35,28,0
BE_91114,Rochefort,0,8466,758,0,0,132,0,0,0,763,0,0,112,0,17,0,0,0,1968,2156,1597,532,216,112,81,0,0,22,0
BE_36015,Roeselare / Roulers,0,42957,1840,0,11091,9591,5918,6789,2476,2453,2149,366,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23097,Roosdaal,0,8470,339,0,1926,2363,793,1404,603,441,409,99,58,0,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24094,Rotselaar,0,12736,381,0,1863,3511,2104,1756,967,644,1153,224,105,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_85047,Rouvroy,0,1462,113,0,0,13,0,0,0,0,0,0,20,0,0,0,0,0,169,213,747,90,37,25,35,0,0,0,0
BE_37012,Ruiselede,0,4020,177,0,919,852,522,769,334,150,209,39,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_57072,Rumes,0,3579,340,0,0,63,0,0,0,332,0,0,44,0,8,0,0,0,809,580,1130,124,76,32,24,17,0,0,0
BE_11037,Rumst,0,10902,274,0,2379,3530,1339,1216,597,702,578,85,71,0,15,0,88,28,0,0,0,0,0,0,0,0,0,0,0
BE_64065,Saint-Georges-sur-Meuse,0,4744,427,0,0,80,0,0,0,694,0,0,86,0,20,0,0,0,990,1079,695,238,223,95,62,0,55,0,0
BE_53070,Saint-Ghislain,0,14576,1302,0,0,199,0,0,0,1641,0,0,232,0,41,0,0,0,4220,3712,1975,509,342,246,83,74,0,0,0
BE_21013,Saint-Gilles / Sint-Gillis,0,16492,902,0,282,360,0,0,0,3492,0,44,59,0,32,40,0,111,3467,2068,987,2902,0,726,204,79,0,100,637
BE_84059,Saint-Hubert,0,3837,393,0,0,92,0,0,0,0,0,0,58,0,0,0,0,0,864,1055,890,220,121,68,76,0,0,0,0
BE_21014,Saint-Josse-ten-Noode / Sint-Joost-ten-Node,0,9096,821,0,155,156,0,0,0,1860,0,47,29,0,27,13,0,56,2402,1041,498,918,0,331,76,34,0,31,601
BE_85034,Saint-Léger (Virton),0,2452,236,0,0,56,0,0,0,0,0,0,62,0,0,0,0,0,331,615,795,187,59,59,52,0,0,0,0
BE_62093,Saint-Nicolas (Luik) / Saint-Nicolas (Liège),0,12358,1216,0,0,163,0,0,0,2930,0,0,156,0,16,0,0,0,3735,1745,1007,543,415,252,127,0,53,0,0
BE_82038,Sainte-Ode,0,1754,146,0,0,56,0,0,0,0,0,0,37,0,0,0,0,0,187,606,497,88,68,29,40,0,0,0,0
BE_92137,Sambreville,0,18031,1816,0,0,353,0,0,0,2508,0,0,274,0,48,0,0,0,4590,3280,3036,739,641,483,218,0,0,45,0
BE_63067,Sankt Vith / Saint-Vith,0,6480,1216,0,0,197,0,0,0,183,0,0,72,0,18,0,0,0,830,1346,1530,783,159,39,77,0,30,0,0
