gisco_id,name,registered,turnout,invalid,blank,VB (1979),N-VA,Vooruit,CD&V,Open VLD,PTB/PVDA,Groen,Voor U,BLANCO,GV,B.U.B.,L’Unie,DierAnimal,Volt,PS,MR,LE,Ecolo,Chez Nous,DéFI,CC,LO,RMC,Agora,TFA
BE_21015,Schaerbeek / Schaarbeek,0,50092,3475,0,905,1061,0,0,0,9769,0,127,290,0,125,116,0,265,9817,7323,4115,6466,0,2899,570,176,0,204,2389
BE_11038,Schelle,0,6088,205,0,1515,1845,759,612,231,455,356,33,24,0,2,0,39,12,0,0,0,0,0,0,0,0,0,0,0
BE_24134,Scherpenheuvel-Zichem / Montaigu-Zichem,0,17646,871,0,4669,4079,2358,1866,1723,882,761,261,144,0,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11039,Schilde,0,13818,220,0,2439,6653,751,1189,1206,411,644,85,69,0,14,0,116,21,0,0,0,0,0,0,0,0,0,0,0
BE_11040,Schoten,0,23319,615,0,5829,8206,1973,2184,965,1673,1334,126,116,0,21,0,218,59,0,0,0,0,0,0,0,0,0,0,0
BE_55085,Seneffe,0,7114,442,0,0,117,0,0,0,691,0,0,122,0,14,0,0,0,1463,2149,1250,445,169,155,78,19,0,0,0
BE_62096,Seraing,0,34646,3015,0,0,528,0,0,0,7093,0,0,546,0,84,0,0,0,10900,5210,2991,1525,1416,778,416,0,144,0,0
BE_51068,Silly / Opzullik,0,5847,278,0,0,124,0,0,0,468,0,0,109,0,30,0,0,0,901,2096,1156,340,114,134,80,17,0,0,0
BE_46020,Sint-Gillis-Waas,0,14461,541,0,3829,3885,1425,2008,894,683,937,105,102,34,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_12035,Sint-Katelijne-Waver,0,15218,553,0,3021,4777,1392,2224,1199,824,888,99,69,0,26,0,106,40,0,0,0,0,0,0,0,0,0,0,0
BE_43014,Sint-Laureins,0,5128,222,0,1262,823,461,1156,603,201,311,36,39,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_41063,Sint-Lievens-Houtem,0,7789,286,0,2182,1833,756,821,1127,244,422,46,43,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_44064,Sint-Martens-Latem,0,6011,114,0,527,2496,243,736,1240,111,424,71,44,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_46021,Sint-Niklaas (Sint-Niklaas) / Saint-Nicolas (Saint-Nicolas),0,51392,2044,0,11201,11717,7513,4981,2941,5896,4161,475,271,113,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23077,Sint-Pieters-Leeuw,0,20629,1521,0,2835,4493,1995,2049,2244,3221,1148,250,271,0,352,250,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_71053,Sint-Truiden / Saint-Trond,0,29472,1279,0,7303,6271,4672,3910,2571,1771,1213,250,173,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_56088,Sivry-Rance,0,3455,323,0,0,50,0,0,0,257,0,0,45,0,7,0,0,0,423,810,1206,133,112,44,31,14,0,0,0
BE_55040,Soignies / Zinnik,0,18072,1214,0,0,253,0,0,0,1768,0,0,297,0,28,0,0,0,4355,4839,3248,1033,399,392,179,67,0,0,0
BE_92114,Sombreffe,0,5595,392,0,0,80,0,0,0,477,0,0,132,0,12,0,0,0,842,1411,1345,469,148,160,108,0,0,19,0
BE_91120,Somme-Leuze,0,4187,343,0,0,103,0,0,0,360,0,0,99,0,10,0,0,0,393,1684,719,219,127,57,63,0,0,10,0
BE_62099,Soumagne,0,11278,736,0,0,164,0,0,0,1385,0,0,186,0,24,0,0,0,2045,3596,1908,489,343,227,115,0,60,0,0
BE_63072,Spa,0,6080,528,0,0,90,0,0,0,657,0,0,102,0,14,0,0,0,811,1871,990,479,252,154,86,0,46,0,0
BE_62100,Sprimont,0,10226,460,0,0,126,0,0,0,847,0,0,165,0,15,0,0,0,1221,3744,2019,777,309,294,189,0,60,0,0
BE_11044,Stabroek,0,13046,446,0,4028,4245,1167,973,497,814,504,105,62,0,14,0,164,27,0,0,0,0,0,0,0,0,0,0,0
BE_36019,Staden,0,8002,408,0,2132,1430,1060,1411,947,274,209,71,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63073,Stavelot,0,4756,346,0,0,72,0,0,0,422,0,0,60,0,10,0,0,0,468,1873,868,311,136,80,77,0,33,0,0
BE_23081,Steenokkerzeel,0,8369,344,0,1613,2577,903,864,800,628,409,90,77,0,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_46024,Stekene,0,13942,540,0,4253,3654,1509,1371,838,672,853,95,116,29,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63075,Stoumont,0,2203,148,0,0,14,0,0,0,204,0,0,31,0,4,0,0,0,236,777,404,243,44,50,39,0,9,0,0
BE_84068,Tellin,0,1779,153,0,0,41,0,0,0,0,0,0,42,0,0,0,0,0,281,598,426,96,49,44,49,0,0,0,0
BE_46025,Temse / Tamise,0,20978,766,0,5348,5304,2501,2214,1419,1910,1196,131,122,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_83049,Tenneville,0,2060,131,0,0,51,0,0,0,0,0,0,30,0,0,0,0,0,276,632,725,94,58,38,25,0,0,0,0
BE_23086,Ternat,0,11298,450,0,2196,2996,1222,1449,1256,719,680,149,90,0,60,31,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24104,Tervuren,0,12584,450,0,1009,2958,1417,1647,2535,639,1300,184,97,0,135,213,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_71057,Tessenderlo,0,13654,652,0,3682,3408,1753,1550,734,975,618,151,101,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63076,Theux,0,8371,571,0,0,96,0,0,0,666,0,0,164,0,13,0,0,0,943,3251,1352,721,255,173,94,0,72,0,0
BE_63089,Thimister-Clermont,0,3959,204,0,0,52,0,0,0,226,0,0,57,0,4,0,0,0,317,1803,819,278,80,68,37,0,14,0,0
BE_56078,Thuin,0,9936,668,0,0,142,0,0,0,822,0,0,180,0,24,0,0,0,2480,2932,1733,388,194,223,117,33,0,0,0
BE_37015,Tielt (Tielt),0,14354,665,0,2851,3013,2225,2683,1057,822,764,144,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24135,Tielt-Winge,0,8334,352,0,1704,2151,1104,1154,720,442,477,141,73,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24107,Tienen / Tirlemont,0,24274,1372,0,4824,5320,3965,2969,1653,2032,1529,272,218,0,73,47,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_61081,Tinlot,0,1891,104,0,0,22,0,0,0,159,0,0,31,0,2,0,0,0,264,630,413,140,37,46,32,0,11,0,0
BE_85039,Tintigny,0,3674,317,0,0,58,0,0,0,0,0,0,59,0,0,0,0,0,397,1518,787,280,96,73,89,0,0,0,0
BE_73083,Tongeren / Tongres,0,22323,1111,0,5836,4200,3610,2715,2094,1459,893,180,137,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_31033,Torhout,0,15047,749,0,3425,3012,2628,2804,755,593,772,157,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_57081,Tournai / Doornik,0,41735,3656,0,0,614,0,0,0,4355,0,0,706,0,92,0,0,0,10625,9340,7140,3050,1034,600,339,184,0,0,0
BE_24109,Tremelo,0,11192,433,0,2874,3011,1422,1295,825,485,583,162,78,0,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_63086,Trois-Ponts,0,1714,126,0,0,30,0,0,0,176,0,0,17,0,6,0,0,0,180,620,304,122,48,45,20,0,20,0,0
BE_62122,Trooz,0,5219,319,0,0,86,0,0,0,706,0,0,99,0,8,0,0,0,827,1494,803,381,213,159,91,0,33,0,0
BE_25105,Tubize / Tubeke,0,15879,1343,0,0,522,0,0,0,2887,0,0,331,0,88,42,0,0,2894,3574,2429,679,339,499,192,0,30,30,0
BE_13040,Turnhout,0,27444,1090,0,6509,6337,4316,2548,1274,2743,1990,169,137,0,37,0,200,94,0,0,0,0,0,0,0,0,0,0,0
BE_21016,Uccle / Ukkel,0,39331,1598,0,671,917,0,0,0,3747,0,56,234,0,71,107,0,141,4754,14362,3917,4312,0,3265,600,100,0,118,361
BE_82036,Vaux-sur-Sûre,0,4161,351,0,0,91,0,0,0,0,0,0,52,0,0,0,0,0,344,1510,1338,214,120,69,72,0,0,0,0
BE_61063,Verlaine,0,3052,116,0,0,38,0,0,0,259,0,0,42,0,5,0,0,0,491,1192,519,175,85,77,35,0,18,0,0
BE_63079,Verviers,0,30448,3021,0,0,390,0,0,0,4768,0,0,576,0,57,0,0,0,6365,7784,3626,1926,908,569,247,0,211,0,0
BE_38025,Veurne / Furnes,0,8977,391,0,2133,2285,1418,1179,594,369,395,169,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_82032,Vielsalm,0,5029,519,0,0,111,0,0,0,0,0,0,95,0,0,0,0,0,828,981,1645,408,209,119,114,0,0,0,0
BE_25107,Villers-la-Ville,0,7543,310,0,0,117,0,0,0,459,0,0,122,0,27,23,0,0,708,3011,1536,723,128,200,138,0,28,13,0
BE_61068,Villers-le-Bouillet,0,4574,306,0,0,68,0,0,0,502,0,0,80,0,5,0,0,0,856,1310,762,293,177,126,67,0,22,0,0
BE_23088,Vilvoorde / Vilvorde,0,26035,1808,0,3157,3901,4165,2295,2968,5205,1420,321,315,0,300,180,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_93090,Viroinval,0,3286,395,0,0,61,0,0,0,358,0,0,53,0,16,0,0,0,760,698,602,134,116,55,29,0,0,9,0
BE_85045,Virton,0,7431,818,0,0,111,0,0,0,0,0,0,124,0,0,0,0,0,1255,1484,2362,683,242,146,206,0,0,0,0
BE_62108,Visé / Wezet,0,11251,767,0,0,149,0,0,0,1648,0,0,179,0,18,0,0,0,2257,3308,1579,592,360,233,95,0,66,0,0
BE_33041,Vleteren,0,2587,129,0,852,364,294,499,223,83,81,25,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13044,Vorselaar,0,5912,187,0,1563,1604,695,771,308,279,331,57,39,0,11,0,52,15,0,0,0,0,0,0,0,0,0,0,0
BE_13046,Vosselaar,0,8329,273,0,1991,2666,828,1162,470,335,455,42,48,0,6,0,44,9,0,0,0,0,0,0,0,0,0,0,0
BE_91143,Vresse-sur-Semois,0,1694,142,0,0,38,0,0,0,113,0,0,28,0,3,0,0,0,175,607,450,70,39,14,14,0,0,1,0
BE_42023,Waasmunster,0,8064,196,0,1816,2464,673,919,886,393,562,69,66,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_44073,Wachtebeke,0,5602,295,0,1470,994,759,648,611,375,336,46,51,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_93088,Walcourt,0,12763,1024,0,0,259,0,0,0,1171,0,0,193,0,35,0,0,0,2463,3741,2398,503,494,306,156,0,0,20,0
BE_25124,Walhain,0,5215,197,0,0,68,0,0,0,273,0,0,76,0,16,19,0,0,492,1527,1679,551,60,130,88,0,18,21,0
BE_61072,Wanze,0,9367,569,0,0,145,0,0,0,1045,0,0,186,0,23,0,0,0,2664,2090,1387,668,253,189,113,0,35,0,0
BE_34040,Waregem,0,28532,1292,0,6887,7412,3703,4414,1692,1422,1236,250,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_64074,Waremme / Borgworm,0,10455,757,0,0,172,0,0,0,1052,0,0,130,0,30,0,0,0,2667,2478,2078,446,289,193,96,0,67,0,0
BE_64075,Wasseiges,0,1149,98,0,0,23,0,0,0,85,0,0,15,0,1,0,0,0,161,469,176,52,25,22,20,0,2,0,0
BE_25110,Waterloo,0,17738,694,0,0,398,0,0,0,793,0,0,236,0,49,42,0,0,1403,8218,3415,1088,252,786,297,0,29,38,0
BE_21017,Watermael-Boitsfort / Watermaal-Bosvoorde,0,14025,563,0,211,212,0,0,0,1366,0,17,93,0,20,26,0,54,1966,3700,1635,2189,0,1430,284,39,0,86,134
BE_25112,Wavre / Waver,0,21984,1287,0,0,515,0,0,0,1829,0,0,415,0,72,86,0,0,2523,7005,4904,1700,397,737,396,0,69,49,0
BE_63080,Waimes / Weismes,0,5089,375,0,0,98,0,0,0,461,0,0,52,0,8,0,0,0,373,2061,973,300,192,78,73,0,45,0,0
BE_63084,Welkenraedt,0,6646,483,0,0,119,0,0,0,617,0,0,96,0,18,0,0,0,986,2212,1234,426,226,135,69,0,25,0,0
BE_73098,Wellen,0,5661,327,0,1529,1276,842,522,597,244,220,47,42,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_84075,Wellin,0,2242,177,0,0,44,0,0,0,0,0,0,44,0,0,0,0,0,474,638,586,139,56,47,37,0,0,0,0
BE_23102,Wemmel,0,4960,0,0,172,161,414,423,741,1190,286,54,82,0,34,15,0,11,589,1776,558,205,0,312,48,17,0,8,238
BE_33029,Wervik,0,12790,829,0,3419,2178,2350,1614,821,743,533,132,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_13049,Westerlo,0,18652,757,0,4633,5428,1792,2952,881,851,853,152,128,0,25,0,158,42,0,0,0,0,0,0,0,0,0,0,0
BE_42025,Wetteren,0,18604,898,0,4207,3960,2069,2182,2065,1282,1451,141,149,192,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_34041,Wevelgem,0,22905,1051,0,5301,4940,4110,3560,994,1168,1278,255,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23103,Wezembeek-Oppem,0,5116,0,0,44,74,249,227,620,427,316,35,52,0,44,18,0,14,308,2190,1103,347,0,494,121,6,0,7,26
BE_42026,Wichelen,0,8863,353,0,2242,1994,979,967,1115,366,617,55,75,92,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_37017,Wielsbeke,0,7177,295,0,2221,1747,886,1003,378,325,173,83,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11050,Wijnegem,0,6986,226,0,1503,2338,654,640,335,620,517,34,41,0,10,0,50,18,0,0,0,0,0,0,0,0,0,0,0
BE_12040,Willebroek,0,17915,775,0,3929,4377,2489,1733,854,2472,824,124,114,0,16,0,134,74,0,0,0,0,0,0,0,0,0,0,0
BE_37018,Wingene,0,11035,591,0,2782,2379,1357,2336,595,370,409,104,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_21018,Woluwe-Saint-Lambert / Sint-Lambrechts-Woluwe,0,25249,1201,0,474,586,0,0,0,2191,0,52,179,0,51,68,0,146,2775,7435,3546,2487,0,3289,362,69,0,69,269
BE_21019,Woluwe-Saint-Pierre / Sint-Pieters-Woluwe,0,18777,615,0,292,461,0,0,0,1071,0,26,115,0,39,67,0,72,1491,7303,3306,1839,0,1547,324,42,0,58,109
BE_11052,Wommelgem,0,8842,253,0,1972,3331,681,634,484,773,515,41,54,0,11,0,65,28,0,0,0,0,0,0,0,0,0,0,0
BE_45061,Wortegem-Petegem,0,4885,188,0,932,1210,481,626,894,118,311,86,32,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11053,Wuustwezel,0,14326,482,0,3445,4330,1073,2698,762,668,526,100,87,0,16,0,106,33,0,0,0,0,0,0,0,0,0,0,0
BE_91141,Yvoir,0,6226,399,0,0,129,0,0,0,474,0,0,113,0,18,0,0,0,612,1554,1945,504,145,229,86,0,0,18,0
BE_11054,Zandhoven,0,9676,271,0,2175,3511,673,1415,523,379,468,80,51,0,19,0,92,19,0,0,0,0,0,0,0,0,0,0,0
BE_23094,Zaventem,0,18656,1188,0,1866,3689,1682,2043,3635,2313,1234,244,229,0,280,253,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_31040,Zedelgem,0,17195,768,0,4015,3967,2784,2765,1090,626,865,154,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_42028,Zele,0,14263,578,0,3594,3054,1682,1793,1601,981,740,106,80,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_43018,Zelzate,0,8436,427,0,2332,1051,1814,478,477,1492,231,52,71,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_23096,Zemst,0,16637,546,0,3068,4859,2147,2173,1359,917,1179,170,166,0,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11055,Zoersel,0,16304,359,0,3444,6481,1196,1908,1088,578,879,112,94,0,13,0,122,30,0,0,0,0,0,0,0,0,0,0,0
BE_71066,Zonhoven,0,15760,711,0,3811,4309,1723,1566,1468,1112,773,132,132,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_33037,Zonnebeke,0,9263,481,0,2614,1775,1450,1572,575,329,279,97,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_41081,Zottegem,0,20177,854,0,4235,4470,3053,2096,2779,761,1623,109,152,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_24130,Zoutleeuw / Léau,0,6410,288,0,1719,1374,731,1236,443,288,218,64,37,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_31042,Zuienkerke,0,2065,67,0,466,480,240,392,203,73,93,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_44081,Zulte,0,11527,507,0,2782,2782,1109,1586,1459,391,690,107,89,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_71067,Zutendaal,0,5099,190,0,1235,1425,397,918,280,368,208,27,39,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_45065,Zwalm,0,6352,278,0,1258,1309,615,616,1361,204,589,54,55,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_34042,Zwevegem,0,18721,849,0,4287,4217,2962,2989,1237,799,960,200,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_11056,Zwijndrecht,0,12577,449,0,2861,3620,1572,793,466,1487,1004,77,68,0,20,0,132,28,0,0,0,0,0,0,0,0,0,0,0
BE_K00002,Electoral Canton Alost,97002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00216,Electoral Canton Aalter,23306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00001,Electoral Canton Aarschot,42084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00003,Electoral Canton Andenne,30914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00004,Electoral Canton Anderlecht,74866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00217,Electoral Canton Anderlues,9084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00005,Electoral Canton Antoing,15573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00006,Electoral Canton Anvers,338039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00007,Electoral Canton Arendonk,32953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00008,Electoral Canton Arlon,25339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00009,Electoral Canton Asse,110898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00010,Electoral Canton Assenede,20708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00011,Electoral Canton Ath,23473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00012,Electoral Canton Aubel,10021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00014,Electoral Canton Avelgem,9447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00015,Electoral Canton Aywaille,35987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00016,Electoral Canton Bassenge,33038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00017,Electoral Canton Bastogne,14945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00018,Electoral Canton Beaumont,12632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00019,Electoral Canton Beauraing,11166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00020,Electoral Canton Beloeil,19170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00021,Electoral Canton Beringen,96690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00022,Electoral Canton Beveren,38211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00023,Electoral Canton Bilzen,32504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00024,Electoral Canton Binche,43742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00025,Electoral Canton Boom,48049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00120,Electoral Canton Looz,37341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00026,Electoral Canton Bouillon,4118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00027,Electoral Canton Boussu,48620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00031,Electoral Canton Bruges,208304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00032,Electoral Canton Bruxelles,88835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00028,Electoral Canton Brakel,17436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00029,Electoral Canton Brecht,77865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00030,Electoral Canton Bree,40397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00033,Electoral Canton Celles,7307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00034,Electoral Canton Châtelet,64644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00035,Electoral Canton Charleroi,131223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00036,Electoral Canton Chièvres,8166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00037,Electoral Canton Chimay,11507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00038,Electoral Canton Ciney,27720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00039,Electoral Canton Comines-Warneton,10017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00041,Electoral Canton Couvin,15446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00042,Electoral Canton Deinze,46924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00178,Electoral Canton Termonde,63090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00043,Electoral Canton Destelbergen,14595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00044,Electoral Canton Diest,49911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00045,Electoral Canton Dinant,30006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00046,Electoral Canton Dison,9749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00047,Electoral Canton Dixmude,40548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00048,Electoral Canton Dour,35056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00049,Electoral Canton Duffel,42106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00050,Electoral Canton Durbuy,8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00051,Electoral Canton Eeklo,41564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00052,Electoral Canton Eghezée,26318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00053,Electoral Canton Enghien,17015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00054,Electoral Canton Erezée,5460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00055,Electoral Canton Estaimpuis,9784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00056,Electoral Canton Etalle,14186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00057,Electoral Canton Eupen,27343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00058,Electoral Canton Evergem,28521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00059,Electoral Canton Fauvillers,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BE_K00060,Electoral Canton Ferrières,4035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
